k,n,x,y,K,Kprime,Kprime_over_K,S,sqrt_sumR2_all,sqrt_sumR2_sf,c_all,c_sf,SM,sqrt_Diag,sqrt_sumDelta2,c_M,c_M_all,tri_absR,tri_absMDelta
7,1742,3038048,3115,974,396,0.406571,-104.389766159,579.901702715,468.940143700,0.180012864,0.222607869,-73.283496052,198.454366372,133.247657159,0.369271271,0.549979622,10067.621793,2054.015649
7,1742,3038048,3115,974,410,0.420945,-33.083766926,584.063913035,472.530266811,0.056644087,0.070014069,-71.705652756,198.490351211,133.292236104,0.361255105,0.537958210,10326.350505,2062.091987
7,1742,3038048,3115,974,425,0.436345,-73.644368166,587.552380492,474.835966615,0.125340941,0.155094334,-73.644368166,198.519372216,133.351097717,0.370968170,0.552259182,10573.416908,2070.069459
7,1742,3038048,3115,974,440,0.451745,19.313680090,590.143376692,477.142955196,0.032727098,0.040477764,-83.047562839,199.347325237,133.404121058,0.416597327,0.622526217,10786.740526,2116.200512
7,1742,3038048,3115,974,455,0.467146,-11.658407877,593.114812844,479.628925427,0.019656241,0.024307141,-91.669287918,200.396676181,133.436051497,0.457439163,0.686990411,11016.159966,2182.230281
7,1742,3038048,3115,974,471,0.483573,6.424280113,596.384372745,482.403591856,0.010772046,0.013317231,-73.270013882,201.436991691,133.480916717,0.363736637,0.548917521,11264.926876,2252.281892
7,1742,3038048,3115,974,488,0.501027,-7.702616151,599.088592021,484.240052975,0.012857224,0.015906607,-86.144406566,202.089490735,133.511849840,0.426268611,0.645219182,11497.950822,2309.573720
7,1742,3038048,3115,974,505,0.518480,-23.032704870,602.776216531,487.216335560,0.038211038,0.047274082,-90.343689104,202.586731712,133.543976155,0.445950672,0.676508905,11772.260499,2361.448907
7,1742,3038048,3115,974,523,0.536961,-24.290289069,605.683293992,489.338407064,0.040103944,0.049639041,-72.252237052,203.161347299,133.599074806,0.355639683,0.540813903,12022.069405,2409.479050
7,1742,3038048,3115,974,541,0.555441,-71.226270033,609.291703890,491.593664004,0.116900115,0.144888503,-71.226270033,203.234630487,133.676235596,0.350463255,0.532826719,12302.066517,2427.032075
7,1742,3038048,3115,974,560,0.574949,-145.628022811,612.919082554,494.254136407,0.237597469,0.294641991,-56.977688852,204.049321167,133.744991154,0.279234886,0.426017366,12591.739740,2486.462527
7,1742,3038048,3115,974,580,0.595483,-147.628670738,617.587273402,497.866369580,0.239040986,0.296522681,-67.959719282,204.852093145,133.795538670,0.331750182,0.507937110,12929.618875,2548.155342
7,1742,3038048,3115,974,600,0.616016,-135.314996524,620.976994477,500.637878085,0.217906618,0.270285175,-81.031510320,205.683412666,133.833928570,0.393962300,0.605463138,13218.810412,2609.011364
7,1742,3038048,3115,974,621,0.637577,1.096708397,624.916769078,503.678147233,0.001754967,0.002177399,-81.885880663,205.767121480,133.857627286,0.397954154,0.611738624,13538.079824,2622.742148
7,1742,3038048,3115,974,643,0.660164,-22.909824186,628.760003405,506.463836426,0.036436516,0.045234867,-82.488975838,205.887512031,133.892679871,0.400650700,0.616082790,13862.592669,2642.676408
7,1742,3038048,3115,974,666,0.683778,88.101418934,632.358882551,509.199181691,0.139321865,0.173019561,-74.921895290,207.735626542,133.929676419,0.360659828,0.559412203,14185.027134,2744.605483
7,1742,3038048,3115,974,689,0.707392,47.963741468,635.774806320,511.985265088,0.075441400,0.093681879,-73.579732114,209.903026124,133.959469178,0.350541550,0.549268615,14500.435109,2860.540973
7,1742,3038048,3115,974,714,0.733060,-25.786380068,638.654515229,514.271720736,0.040376102,0.050141548,-62.476692467,210.472487355,133.986850662,0.296840187,0.466289730,14802.051839,2924.637727
7,1742,3038048,3115,974,739,0.758727,-42.986069232,641.668582069,516.189972520,0.066991077,0.083275677,-66.902667026,210.722493718,134.044646586,0.317491815,0.499107340,15111.813060,2965.031858
7,1742,3038048,3115,974,765,0.785421,-16.557436578,644.749630020,518.548745122,0.025680413,0.031930338,-65.425465790,210.984619289,134.088300122,0.310095902,0.487928221,15432.180172,3012.463325
7,1742,3038048,3115,974,792,0.813142,-54.782622891,647.850254702,521.009450686,0.084560626,0.105147081,-67.672181565,211.068943117,134.127863144,0.320616480,0.504534852,15760.065910,3037.197727
7,1742,3038048,3115,974,819,0.840862,-103.687138054,650.914190743,523.538326577,0.159294634,0.198050711,-69.289411650,211.115932888,134.166540540,0.328205506,0.516443305,16087.411701,3055.261433
7,1742,3038048,3115,974,848,0.870637,-57.176602960,654.242218120,525.506482380,0.087393631,0.108802850,-70.276567356,211.217942424,134.198969600,0.332720632,0.523674418,16442.004626,3085.042943
7,1742,3038048,3115,974,878,0.901437,-93.953904801,658.766971809,528.958004411,0.142620849,0.177620726,-77.795214082,211.261182319,134.233770851,0.368241876,0.579550240,16862.942487,3104.473953
7,1742,3038048,3115,974,909,0.933265,-63.637819583,663.291060837,532.565224137,0.095942526,0.119493006,-77.283410029,211.279183218,134.261883877,0.365788095,0.575616905,17292.250874,3115.930794
7,1742,3038048,3115,974,941,0.966119,-124.344319656,668.366482281,536.599297030,0.186042124,0.231726579,-83.280107476,211.563233608,134.313496108,0.393641684,0.620042735,17756.328947,3161.652418
7,1742,3038048,3115,974,974,1.000000,-122.502549612,673.165940451,540.130840411,0.181979720,0.226801620,-83.374031932,211.718456197,134.342680491,0.393796712,0.620607179,18216.393320,3204.488974
7,2085,4351395,3115,1396,1,0.000716,-227.880451539,227.880451539,227.880451539,1.000000000,1.000000000,-115.784323803,115.784323803,115.784323803,1.000000000,1.000000000,227.880452,115.784324
7,2085,4351395,3115,1396,2,0.001433,-115.784323803,253.958740836,253.958740836,0.455917853,0.455917853,-115.784323803,115.784323803,115.785965112,1.000000000,0.999985825,339.976579,115.784324
7,2085,4351395,3115,1396,3,0.002149,-3.071691081,277.847403483,277.847403483,0.011055317,0.011055317,-133.656128149,117.155499355,117.157121455,1.140843826,1.140828031,452.689212,133.656128
7,2085,4351395,3115,1396,4,0.002865,-3.071691081,307.004030635,277.847403483,0.010005377,0.011055317,-74.625957475,131.186783172,131.188231779,0.568852713,0.568846431,583.273649,192.686299
7,2085,4351395,3115,1396,5,0.003582,68.482575313,315.232434666,286.913214511,0.217244699,0.238687421,-95.304780324,132.806572854,131.595043926,0.717620960,0.724227733,654.827915,213.365122
7,2085,4351395,3115,1396,6,0.004298,-13.411102506,325.696273132,298.371860482,0.041176715,0.044947612,-76.537571672,134.126037420,132.926534998,0.570639177,0.575788511,736.721593,232.132330
7,2085,4351395,3115,1396,7,0.005014,49.715366661,331.757461772,304.976586375,0.149854555,0.163013716,-79.609643004,134.161214724,132.935409549,0.593387911,0.598859576,799.848062,235.204402
7,2085,4351395,3115,1396,8,0.005731,49.715366661,338.000374220,304.976586375,0.147086721,0.163013716,-88.942608648,134.485448224,133.017289004,0.661354889,0.668654498,864.510567,244.537367
7,2085,4351395,3115,1396,9,0.006447,49.715366661,345.037333490,304.976586375,0.144086920,0.163013716,-75.719951610,135.133913001,133.181488349,0.560332709,0.568547120,933.839555,257.760024
7,2085,4351395,3115,1396,10,0.007163,-13.002292475,350.691126590,311.358672602,0.037076195,0.041759853,-70.851948081,135.221565963,133.270425441,0.523969291,0.531640443,996.557214,262.628028
7,2085,4351395,3115,1396,11,0.007880,44.847363132,355.430512088,316.687236336,0.126177584,0.141614053,-74.190199778,135.262765852,133.280877391,0.548489448,0.556645494,1054.406870,265.966280
7,2085,4351395,3115,1396,12,0.008596,44.847363132,360.379430974,316.687236336,0.124444847,0.141614053,-58.627662573,136.155089475,133.507829056,0.430594720,0.439132768,1113.925651,281.528817
7,2085,4351395,3115,1396,13,0.009312,96.584875984,364.074311790,320.885611853,0.265288906,0.300994723,-136.896539477,157.048481310,136.033117236,0.871683307,1.006347147,1165.663164,359.797694
7,2085,4351395,3115,1396,14,0.010029,18.757737497,372.299836140,330.188793540,0.050383416,0.056809128,-111.349767129,159.112736948,136.631505808,0.699816805,0.814964063,1243.490302,385.344466
7,2085,4351395,3115,1396,15,0.010745,-46.296014816,377.940681431,336.536224008,0.122495453,0.137566216,-99.188729489,159.576796232,137.171641442,0.621573636,0.723099384,1308.544055,397.505504
7,2085,4351395,3115,1396,16,0.011461,-46.296014816,381.623895931,336.536224008,0.121313197,0.137566216,-97.645465863,159.584258492,137.180322490,0.611874046,0.711803735,1361.436769,399.048767
7,2085,4351395,3115,1396,17,0.012178,5.053436231,385.063065054,340.431191568,0.013123659,0.014844222,-118.613056433,160.955818201,137.580343226,0.736929288,0.862136652,1412.786220,420.016358
7,2085,4351395,3115,1396,18,0.012894,5.053436231,389.996044109,340.431191568,0.012957660,0.014844222,-93.182134071,162.952469220,138.166688442,0.571836282,0.674418234,1474.619467,445.447280
7,2085,4351395,3115,1396,19,0.013610,54.171221382,393.076927889,343.956324278,0.137813282,0.157494477,-117.910703612,164.818109977,138.412349444,0.715398955,0.851879938,1523.737252,470.175850
7,2085,4351395,3115,1396,20,0.014327,54.171221382,397.240121905,343.956324278,0.136368958,0.157494477,-128.089624214,165.132128313,138.453930056,0.775679606,0.925142567,1581.097894,480.354770
7,2085,4351395,3115,1396,21,0.015043,-6.582393817,401.859075063,349.280624671,0.016379856,0.018845574,-106.315018032,166.561560017,138.881331059,0.638292641,0.765509786,1641.851509,502.129377
7,2085,4351395,3115,1396,22,0.015759,-56.448705925,404.941187450,352.822340355,0.139399764,0.159991870,-108.909102242,166.581759350,138.905555647,0.653787682,0.784051449,1691.717821,504.723461
7,2085,4351395,3115,1396,23,0.016476,-3.988309607,408.325187168,356.701131250,0.009767484,0.011181096,-119.089014508,166.892519790,138.998780725,0.713567119,0.856763015,1744.178217,514.903373
7,2085,4351395,3115,1396,24,0.017192,-3.988309607,412.360887503,356.701131250,0.009671891,0.011181096,-123.022861784,166.938875989,139.012696656,0.736933570,0.884975723,1801.728570,518.837220
7,2085,4351395,3115,1396,25,0.017908,-3.988309607,416.633901280,356.701131250,0.009572696,0.011181096,-109.767421598,167.464309663,139.170602159,0.655467555,0.788725635,1861.245846,532.092660
7,2085,4351395,3115,1396,26,0.018625,-56.877865603,419.977514671,360.600890416,0.135430740,0.157730796,-99.577498822,167.774043097,139.543151145,0.593521483,0.713596461,1914.135402,542.282583
7,2085,4351395,3115,1396,27,0.019341,-56.877865603,422.142596176,360.600890416,0.134736144,0.157730796,-94.792279510,167.842270781,139.625174504,0.564770001,0.678905361,1956.835035,547.067803
7,2085,4351395,3115,1396,28,0.020057,-56.877865603,423.841803375,360.600890416,0.134195979,0.157730796,-101.911242891,167.993176947,139.806541316,0.606639179,0.728944740,1994.749449,554.186766
7,2085,4351395,3115,1396,29,0.020774,-11.844488315,426.227497187,363.401991242,0.027789123,0.032593350,-107.369371630,168.081821355,139.833174845,0.638792290,0.767839046,2039.782826,559.644895
7,2085,4351395,3115,1396,31,0.022206,78.443317283,430.998302513,368.985995195,0.182003773,0.212591584,-105.428164583,169.375190438,139.973549721,0.622453408,0.753200621,2130.070632,589.126154
7,2085,4351395,3115,1396,32,0.022923,78.443317283,433.442708884,368.985995195,0.180977360,0.212591584,-109.065422437,169.414240195,139.976503293,0.643779545,0.779169503,2176.038502,592.763412
7,2085,4351395,3115,1396,33,0.023639,31.566132353,435.970242507,371.951791388,0.072404328,0.084866193,-108.009604106,169.417530182,139.976945729,0.637534994,0.771624238,2222.915687,593.819230
7,2085,4351395,3115,1396,34,0.024355,-14.959113133,438.445721634,374.850281558,0.034118506,0.039906901,-103.287857641,169.483316060,139.996853743,0.609427878,0.737786992,2269.440933,598.540977
7,2085,4351395,3115,1396,35,0.025072,-59.123485387,440.664433096,377.443009421,0.134168952,0.156642152,-109.578577217,169.600022334,140.138118336,0.646100016,0.781932700,2313.605305,604.831696
7,2085,4351395,3115,1396,37,0.026504,-7.165656626,446.576393080,381.002416437,0.016045758,0.018807378,-110.288756827,169.608531451,140.146735480,0.650254771,0.786952022,2416.018226,607.126990
7,2085,4351395,3115,1396,38,0.027221,-58.727206727,449.543177354,384.475532095,0.130637522,0.152746279,-107.957133765,169.624557205,140.166129760,0.636447549,0.770208423,2467.579776,609.458613
7,2085,4351395,3115,1396,39,0.027937,-107.957133765,452.230753069,387.614525651,0.238721345,0.278516739,-107.957133765,169.624557205,140.166480554,0.636447549,0.770206495,2516.809703,609.458613
7,2085,4351395,3115,1396,41,0.029370,-64.047358592,456.983074458,390.093692401,0.140152584,0.164184553,-105.366545679,169.644338407,140.279788539,0.621102635,0.751117084,2609.635814,612.049202
7,2085,4351395,3115,1396,42,0.030086,-22.728171505,458.847257333,392.275877506,0.049533197,0.057939253,-105.739532251,169.644748438,140.279912505,0.623299767,0.753775294,2650.955001,612.422188
7,2085,4351395,3115,1396,44,0.031519,18.777508867,462.518191229,394.465569570,0.040598422,0.047602403,-81.575559639,171.062840275,140.471127647,0.476874811,0.580728303,2733.198258,636.586161
7,2085,4351395,3115,1396,46,0.032951,-16.387035125,465.057623635,396.029835656,0.035236569,0.041378284,-96.997195229,171.448596260,140.575598765,0.565750886,0.690000228,2801.813825,652.007796
7,2085,4351395,3115,1396,47,0.033668,23.918044928,466.800913430,398.075533295,0.051238214,0.060084187,-94.755001203,171.463257270,140.577585596,0.552625692,0.674040608,2842.118905,654.249990
7,2085,4351395,3115,1396,49,0.035100,23.918044928,471.269392228,398.075533295,0.050752384,0.060084187,-105.821965449,176.657342336,141.290357521,0.599023873,0.748968063,2932.930241,713.358859
7,2085,4351395,3115,1396,51,0.036533,-15.206810700,474.864053025,399.993605619,0.032023504,0.038017634,-84.153188642,177.333789236,141.426986413,0.474546836,0.595029215,3015.301767,735.027636
7,2085,4351395,3115,1396,53,0.037966,17.843505325,477.259460883,401.356709082,0.037387431,0.044457972,-109.995628310,179.661857568,141.757055662,0.612236953,0.775944646,3082.825272,766.561567
7,2085,4351395,3115,1396,55,0.039398,-25.984201633,481.158323699,403.742586090,0.054003434,0.064358338,-96.878379494,180.478809676,142.009763725,0.536785342,0.682195202,3169.266024,786.966790
7,2085,4351395,3115,1396,57,0.040831,-65.295380717,484.061150455,405.651876149,0.134890769,0.160964079,-102.465104577,180.656888447,142.078464295,0.567180723,0.721186741,3244.024292,796.836426
7,2085,4351395,3115,1396,59,0.042264,-64.694325829,486.953198448,409.098600245,0.132855326,0.158138712,-101.733771412,180.658368728,142.081617852,0.563127920,0.716023459,3318.964794,797.567759
7,2085,4351395,3115,1396,61,0.043696,-22.973036276,490.138759955,411.220537820,0.046870475,0.055865489,-112.272791148,180.813916396,142.188896970,0.620930033,0.789603081,3397.725529,808.106779
7,2085,4351395,3115,1396,63,0.045129,-67.622913712,493.770671208,413.637452704,0.136952066,0.163483537,-98.468771733,181.099267081,142.551585737,0.543728163,0.690758866,3482.122862,821.910798
7,2085,4351395,3115,1396,66,0.047278,-73.941374337,497.455990591,416.890227941,0.148639027,0.177364134,-113.660988115,181.427409507,143.107784290,0.626481899,0.794233442,3586.202024,837.103014
7,2085,4351395,3115,1396,68,0.048711,-34.221760559,500.031160494,418.778115320,0.068439256,0.081718121,-107.359765510,182.458101310,143.435007503,0.588407775,0.748490674,3657.402603,863.756386
7,2085,4351395,3115,1396,71,0.050860,-8.133824869,503.323925914,422.704297120,0.016160219,0.019242352,-87.383653116,183.614419210,143.746524078,0.475908447,0.607900982,3756.628543,894.428353
7,2085,4351395,3115,1396,73,0.052292,15.026867188,504.548540090,423.338328598,0.029782798,0.035496118,-84.224990380,183.992782424,143.792886424,0.457762469,0.585738227,3806.205845,910.805194
7,2085,4351395,3115,1396,76,0.054441,-9.786097204,506.555899633,424.064881430,0.019318889,0.023076887,-108.251185332,185.425835891,143.997277871,0.583797748,0.751758554,3884.172914,944.459618
7,2085,4351395,3115,1396,79,0.056590,29.899699321,510.211701136,428.425167544,0.058602535,0.069789783,-121.423432336,186.993330666,144.245144544,0.649346326,0.841785231,3989.502102,985.989152
7,2085,4351395,3115,1396,82,0.058739,-6.094840980,513.948237084,429.934566087,0.011858862,0.014176206,-108.773847965,188.336483030,144.359057248,0.577550596,0.753495139,4096.494206,1021.260812
7,2085,4351395,3115,1396,85,0.060888,-11.417558505,517.641281906,433.104260863,0.022056893,0.026362148,-103.358887322,192.229019200,144.799144449,0.537686182,0.713808688,4203.043620,1080.876003
7,2085,4351395,3115,1396,88,0.063037,-76.044099925,520.794826784,435.514807889,0.146015467,0.174607381,-110.033927228,192.345266954,144.838479060,0.572064647,0.759700930,4302.034500,1088.300065
7,2085,4351395,3115,1396,91,0.065186,-76.380546973,524.451480185,438.185747557,0.145638920,0.174310888,-114.423113824,192.788087056,145.021306492,0.593517554,0.789008985,4408.931710,1109.708592
7,2085,4351395,3115,1396,94,0.067335,-144.697523518,528.043955011,440.840760167,0.274025528,0.328230818,-111.561391277,192.838968086,145.090468606,0.578520993,0.768909166,4515.291254,1115.281091
7,2085,4351395,3115,1396,98,0.070201,-150.836235808,531.298726855,442.907935997,0.283900992,0.340558892,-119.502935777,193.081553510,145.214962358,0.618924665,0.822938173,4632.311589,1131.894395
7,2085,4351395,3115,1396,102,0.073066,-106.735986872,533.886494173,444.014952882,0.199922620,0.240388271,-133.105857228,193.296957591,145.565992158,0.688608134,0.914402157,4735.902503,1145.497317
7,2085,4351395,3115,1396,105,0.075215,-46.642243524,536.630252790,446.073926671,0.086916910,0.104561690,-151.437681377,193.820343243,145.733616868,0.781330168,1.039140348,4829.231317,1163.829141
7,2085,4351395,3115,1396,109,0.078080,-18.204192187,540.391057067,449.700142660,0.033687072,0.040480735,-135.132285281,194.832391745,145.882101787,0.693582233,0.926311615,4955.856060,1187.033664
7,2085,4351395,3115,1396,113,0.080946,13.355090754,543.767034706,452.732822349,0.024560317,0.029498835,-141.090668836,195.009377929,145.895081767,0.723507097,0.967069398,5076.785830,1202.296027
7,2085,4351395,3115,1396,118,0.084527,-9.195201008,547.163776717,455.356159069,0.016805208,0.020193426,-127.357021142,197.253948374,145.993200814,0.645650048,0.872348989,5212.558710,1251.749263
7,2085,4351395,3115,1396,122,0.087393,-66.611982631,550.385170690,457.164040219,0.121027939,0.145706960,-119.010054472,197.517642864,146.038160070,0.602528730,0.814924362,5331.389238,1268.334301
7,2085,4351395,3115,1396,126,0.090258,-92.811018552,552.559234492,457.914128580,0.167965736,0.202682147,-119.391907021,197.552736760,146.085621317,0.604354609,0.817273500,5429.208720,1274.878260
7,2085,4351395,3115,1396,131,0.093840,-36.822372185,555.588322667,460.940319467,0.066276361,0.079885336,-127.242008601,198.017982313,146.204049024,0.642578048,0.870304273,5558.577510,1299.371162
7,2085,4351395,3115,1396,136,0.097421,-95.927409001,560.317866623,462.834588706,0.171201767,0.207260674,-127.223986461,198.296424749,146.422729086,0.641584873,0.868881404,5720.193174,1321.376590
7,2085,4351395,3115,1396,141,0.101003,-35.607943645,564.547269131,466.882270573,0.063073449,0.076267500,-135.093104105,198.692283328,146.467436244,0.679911176,0.922342246,5874.367295,1344.337383
7,2085,4351395,3115,1396,146,0.104585,-159.768781218,568.703399760,471.007898163,0.280935161,0.339206162,-135.645061240,198.790660494,146.622137759,0.682351278,0.925133567,6027.520412,1356.674347
7,2085,4351395,3115,1396,152,0.108883,-113.452448698,571.745959546,472.148633740,0.198431571,0.240289690,-142.590924181,198.869942035,146.780358233,0.717005912,0.971457802,6171.585548,1367.119066
7,2085,4351395,3115,1396,157,0.112464,-79.332775976,575.309537918,474.812891443,0.137895812,0.167082186,-135.820770462,199.097793067,146.912160715,0.682181195,0.924503253,6314.255506,1383.941105
7,2085,4351395,3115,1396,163,0.116762,-130.447638996,578.716783159,477.669173346,0.225408426,0.273092019,-130.447638996,199.122072767,146.967008851,0.655113907,0.887598108,6467.523880,1389.314237
7,2085,4351395,3115,1396,169,0.121060,-106.128511754,582.072910184,479.606234602,0.182328554,0.221282594,-133.544724326,199.164508036,147.026870417,0.670524712,0.908301482,6620.309809,1396.729094
7,2085,4351395,3115,1396,175,0.125358,-26.656636490,585.663760856,481.798115032,0.045515257,0.055327399,-119.702532850,199.337384110,147.055346457,0.600502176,0.813996470,6778.751194,1416.196701
7,2085,4351395,3115,1396,182,0.130372,-8.528489838,587.853015406,483.667865693,0.014507861,0.017632947,-111.834138364,200.475998074,147.198153871,0.557843031,0.759752316,6911.826654,1466.443678
7,2085,4351395,3115,1396,189,0.135387,-54.903700356,590.732393546,485.749988774,0.092941746,0.113028722,-122.598734891,201.995687968,147.374408888,0.606937386,0.831886186,7065.374955,1516.672061
7,2085,4351395,3115,1396,196,0.140401,8.863248749,593.601599119,488.268271206,0.014931309,0.018152416,-125.149478655,203.808869498,147.463218634,0.614053152,0.848682674,7219.216383,1573.052060
7,2085,4351395,3115,1396,203,0.145415,-21.512791237,597.022845136,491.188112964,0.036033447,0.043797459,-153.636721655,207.185109132,147.554901809,0.741543262,1.041217335,7387.779594,1656.670115
7,2085,4351395,3115,1396,210,0.150430,-126.487197070,601.111884068,493.987055929,0.210422054,0.256053667,-152.763906780,207.727242888,147.623805390,0.735406221,1.034818919,7572.833972,1691.681063
7,2085,4351395,3115,1396,218,0.156160,-226.247304745,605.313934842,497.901698183,0.373768538,0.454401553,-147.239574007,208.003930357,147.714318181,0.707869191,0.996786065,7773.861482,1713.011114
7,2085,4351395,3115,1396,226,0.161891,-261.350745547,610.194923076,501.400070072,0.428306981,0.521241941,-143.434329665,209.704384446,147.874778275,0.683983456,0.969971562,7991.074511,1761.905430
7,2085,4351395,3115,1396,235,0.168338,-153.371496149,614.309664447,504.929840713,0.249664795,0.303748132,-153.371496149,209.994024905,148.012691038,0.730361239,1.036205038,8201.030438,1782.970286
7,2085,4351395,3115,1396,243,0.174069,-110.479239033,617.057296398,506.493567253,0.179042108,0.218125651,-157.486973846,210.057696024,148.043621701,0.749731987,1.063787633,8364.940829,1791.220584
7,2085,4351395,3115,1396,252,0.180516,-108.351408521,620.604438130,508.345975941,0.174590128,0.213145011,-153.584769967,210.128173439,148.077592954,0.730909937,1.037191157,8563.420537,1805.274428
7,2085,4351395,3115,1396,262,0.187679,-128.957062115,624.448792312,511.721226100,0.206513430,0.252006474,-150.381975201,210.270084777,148.125015152,0.715184832,1.015236860,8781.924684,1822.743395
7,2085,4351395,3115,1396,271,0.194126,-88.394813670,627.043734324,514.044165434,0.140970731,0.171959570,-139.134027634,210.910515502,148.334069224,0.659682744,0.937977555,8952.062678,1863.287090
7,2085,4351395,3115,1396,282,0.202006,-53.335658076,629.684376240,515.781195170,0.084702210,0.103407527,-145.969667883,211.765892442,148.456006546,0.689297347,0.983252017,9142.274715,1917.466128
7,2085,4351395,3115,1396,292,0.209169,-8.575875948,633.211129584,518.384640190,0.013543470,0.016543461,-149.103281638,214.558088722,148.541075966,0.694932000,1.003784850,9352.659397,2005.530206
7,2085,4351395,3115,1396,303,0.217049,-134.861738260,638.098867029,522.211205473,0.211349283,0.258251330,-186.782662976,215.730146930,148.583878875,0.865816232,1.257085657,9613.355448,2057.944773
7,2085,4351395,3115,1396,314,0.224928,-119.415773047,641.965020227,525.041591393,0.186016012,0.227440597,-175.249469203,216.127330281,148.674083112,0.810862138,1.178749285,9845.210635,2093.961366
7,2085,4351395,3115,1396,326,0.233524,-138.165498276,645.554626527,527.636110284,0.214026037,0.261857548,-177.027449629,216.822283754,148.757491658,0.816463357,1.190040566,10080.161852,2137.125002
7,2085,4351395,3115,1396,338,0.242120,-188.861359783,648.771208228,529.897054293,0.291106260,0.356411417,-170.229470585,216.888106294,148.834472573,0.784872317,1.143750286,10303.250955,2148.244351
7,2085,4351395,3115,1396,350,0.250716,-184.194490335,652.413023784,532.160255130,0.282328040,0.346125981,-160.947834513,217.050255896,148.876812821,0.741523358,1.081080603,10540.918758,2172.586778
7,2085,4351395,3115,1396,363,0.260029,-163.511328700,657.389490252,535.366337936,0.248728237,0.305419518,-163.511328700,217.077022803,148.956600228,0.753241069,1.097711202,10831.729977,2179.974025
7,2085,4351395,3115,1396,377,0.270057,-113.629476440,663.292979629,539.562277103,0.171311140,0.210595665,-153.382116063,217.206816714,149.021674951,0.706157009,1.029260449,11161.591400,2199.951477
7,2085,4351395,3115,1396,391,0.280086,-134.940255854,667.440552763,542.877374087,0.202175692,0.248564892,-153.779183572,217.412407132,149.077212281,0.707315583,1.031540510,11439.226306,2228.856754
7,2085,4351395,3115,1396,405,0.290115,-156.646545869,670.929099935,545.753091029,0.233477048,0.287028234,-156.646545869,217.484891930,149.160214796,0.720264035,1.050189865,11694.318643,2242.124969
7,2085,4351395,3115,1396,420,0.300860,-157.434567254,673.710998628,548.104364582,0.233682644,0.287234654,-157.434567254,217.548167289,149.213849005,0.723676826,1.055093534,11930.541893,2253.314833
7,2085,4351395,3115,1396,436,0.312321,-59.380266503,676.629269893,550.361652842,0.087758939,0.107893176,-139.908515680,218.123811247,149.265173277,0.641417894,0.937315200,12181.011184,2281.872136
7,2085,4351395,3115,1396,452,0.323782,-65.466264785,679.281398721,552.352493332,0.096375765,0.118522620,-168.132757144,218.808230161,149.286775714,0.768402345,1.126240126,12420.033661,2347.890234
7,2085,4351395,3115,1396,469,0.335960,-71.314543049,682.606522848,555.311401054,0.104473867,0.128422616,-174.483355805,221.339195293,149.409311612,0.788307537,1.167821161,12695.873123,2447.071264
7,2085,4351395,3115,1396,486,0.348138,-104.938040511,686.607938270,558.138975534,0.152835461,0.188014178,-175.981904976,222.103847860,149.449009505,0.792340640,1.177538115,13000.849746,2503.902827
7,2085,4351395,3115,1396,504,0.361032,-89.228446704,691.003187354,561.466638709,0.129128850,0.158920300,-197.365748463,222.873845602,149.493886543,0.885549168,1.320226218,13329.992786,2561.687420
7,2085,4351395,3115,1396,523,0.374642,-134.350971248,696.379646717,565.642694437,0.192927768,0.237519149,-185.728281816,223.308980279,149.559683961,0.831709865,1.241833875,13705.530108,2605.355822
7,2085,4351395,3115,1396,542,0.388252,-207.163884708,701.137013977,568.766612890,0.295468476,0.364233554,-189.347213085,223.376850273,149.596395016,0.847658174,1.265720428,14060.676501,2622.719228
7,2085,4351395,3115,1396,562,0.402579,-275.572784091,705.040112994,571.684503676,0.390861143,0.482036477,-205.337957192,223.926852889,149.649147911,0.916986751,1.372129144,14391.345694,2682.334093
7,2085,4351395,3115,1396,583,0.417622,-295.095130377,709.499157487,575.128160664,0.415920339,0.513094560,-168.834797897,225.269638789,149.721584810,0.749478708,1.127658367,14752.487342,2773.848173
7,2085,4351395,3115,1396,605,0.433381,-235.138635415,714.199535270,578.205494827,0.329233812,0.406669666,-201.966608959,225.834921842,149.755909142,0.894310797,1.348638662,15134.207900,2835.881102
7,2085,4351395,3115,1396,627,0.449140,-160.030375287,717.442185148,580.982336006,0.223056824,0.275447919,-205.473474038,226.003677734,149.791048152,0.909159869,1.371734003,15452.661339,2867.638264
7,2085,4351395,3115,1396,650,0.465616,-105.386757126,721.237377573,583.653778206,0.146119378,0.180563822,-204.389892030,226.333570074,149.858711186,0.903047179,1.363883957,15806.527824,2911.569831
7,2085,4351395,3115,1396,674,0.482808,-39.607203256,725.240803380,586.912809503,0.054612486,0.067483965,-183.832964434,229.864883168,149.908552455,0.799743579,1.226300711,16178.385128,3057.545617
7,2085,4351395,3115,1396,699,0.500716,-133.448591123,728.517329776,589.546790401,0.183178335,0.226357930,-198.033827217,234.028849090,149.970931046,0.846194082,1.320481415,16520.977292,3225.586786
7,2085,4351395,3115,1396,725,0.519341,-181.279875672,733.146338945,592.788633802,0.247262881,0.305808623,-196.843147022,234.312122578,150.000692232,0.840089471,1.312281591,16940.038285,3260.784582
7,2085,4351395,3115,1396,752,0.538682,-156.198861199,736.734361484,594.993323748,0.212015170,0.262522040,-206.581448055,234.529136497,150.044950283,0.880834898,1.376797071,17315.141990,3296.763262
