k,n,x,y,K,Kprime,Kprime_over_K,S,sqrt_sumR2_all,sqrt_sumR2_sf,c_all,c_sf,SM,sqrt_Diag,sqrt_sumDelta2,c_M,c_M_all,tri_absR,tri_absMDelta
7,3113,9696995,3115,3112,14,0.004499,183.586509733,496.821136496,432.839433768,0.369522342,0.424144603,-11.134141746,167.367399377,140.208586304,0.066525152,0.079411269,1763.609784,550.934342
7,3113,9696995,3115,3112,15,0.004820,86.226183994,506.270949885,443.654154103,0.170316278,0.194354506,18.988635060,170.056543705,143.407912459,0.111660714,0.132409954,1860.970110,581.057119
7,3113,9696995,3115,3112,16,0.005141,86.226183994,510.716323103,443.654154103,0.168833813,0.194354506,-5.399544212,171.796424134,145.466878168,0.031429899,0.037118719,1928.207659,605.445298
7,3113,9696995,3115,3112,17,0.005463,177.851912199,518.870346766,453.016867812,0.342767540,0.392594459,42.754776590,178.417627932,147.445997901,0.239633141,0.289969054,2019.833387,653.599619
7,3113,9696995,3115,3112,18,0.005784,177.851912199,523.248741772,453.016867812,0.339899360,0.392594459,32.402038347,178.717735958,147.536833009,0.181302869,0.219619994,2087.381955,663.952357
7,3113,9696995,3115,3112,19,0.006105,250.576849125,528.278489262,458.817173799,0.474327186,0.546136595,30.676868905,178.726062329,147.537953708,0.171641833,0.207925270,2160.106891,665.677526
7,3113,9696995,3115,3112,20,0.006427,250.576849125,533.339527178,458.817173799,0.469826136,0.546136595,-26.796549796,187.739711337,148.776575185,0.142732454,0.180112694,2233.406885,723.150945
7,3113,9696995,3115,3112,21,0.006748,158.119049485,541.294278525,468.040215886,0.292112915,0.337832186,23.392168177,194.332464155,150.878083819,0.120371901,0.155040199,2325.864685,773.339663
7,3113,9696995,3115,3112,22,0.007069,90.755608831,545.469824189,472.863063501,0.166380622,0.191927887,6.476424515,195.067293538,151.823379492,0.033200976,0.042657623,2393.228125,790.255407
7,3113,9696995,3115,3112,23,0.007391,175.034793147,551.942306777,480.314956807,0.317125161,0.364416703,19.577992116,195.506777586,151.964638416,0.100139711,0.128832552,2477.507309,803.356974
7,3113,9696995,3115,3112,24,0.007712,175.034793147,557.388566672,480.314956807,0.314026522,0.364416703,13.455205880,195.602629311,151.995471830,0.068788471,0.088523728,2555.235710,809.479760
7,3113,9696995,3115,3112,25,0.008033,175.034793147,563.213107990,480.314956807,0.310778976,0.364416703,27.511362176,196.107022116,152.157869790,0.140287491,0.180808014,2636.025504,823.535917
7,3113,9696995,3115,3112,26,0.008355,101.273077661,568.022707014,485.945725780,0.178290544,0.208404092,57.848274213,198.439644111,155.152652478,0.291515712,0.372847472,2709.787219,853.872829
7,3113,9696995,3115,3112,28,0.008997,101.273077661,572.456132975,485.945725780,0.176909761,0.208404092,47.499822401,198.873510684,155.707181812,0.238844390,0.305058648,2809.519348,869.289422
7,3113,9696995,3115,3112,29,0.009319,155.046332922,574.976162255,488.911864640,0.269656976,0.317125323,38.337702834,199.084448631,155.774556897,0.192570053,0.246110171,2863.292604,878.451541
7,3113,9696995,3115,3112,30,0.009640,213.400647966,577.929764977,492.382003600,0.369250142,0.433404646,-27.723543845,209.758685158,157.323269982,0.132168753,0.176220237,2921.646919,944.512788
7,3113,9696995,3115,3112,31,0.009961,293.775378569,583.491997002,498.898922417,0.503477991,0.588847491,-41.767401834,210.228294829,157.362441992,0.198676405,0.265421668,3002.021649,958.556646
7,3113,9696995,3115,3112,32,0.010283,293.775378569,589.491068981,498.898922417,0.498354248,0.588847491,-7.980834594,212.925968525,157.588971402,0.037481734,0.050643357,3085.907344,992.343213
7,3113,9696995,3115,3112,34,0.010925,168.160959185,596.412892661,507.058924498,0.281953930,0.331639877,62.654841578,226.071517641,159.621998164,0.277146109,0.392520093,3211.521764,1073.289660
7,3113,9696995,3115,3112,35,0.011247,115.407900382,598.741366322,509.795682726,0.192750838,0.226380694,63.531771956,226.073218439,159.624406984,0.281022991,0.398007881,3264.274823,1074.166591
7,3113,9696995,3115,3112,36,0.011568,115.407900382,600.984489355,509.795682726,0.192031413,0.226380694,45.390499673,226.799924726,160.651974980,0.200134545,0.282539319,3316.150951,1092.307863
7,3113,9696995,3115,3112,38,0.012211,132.720078217,607.340623840,517.273539867,0.218526594,0.256576198,82.195119284,229.438020851,161.596788697,0.358245416,0.508643272,3438.873575,1129.112483
7,3113,9696995,3115,3112,40,0.012853,82.195119284,612.452512666,519.735208083,0.134206518,0.158148068,82.195119284,229.438020851,161.917352890,0.358245416,0.507636259,3550.083585,1129.112483
7,3113,9696995,3115,3112,41,0.013175,143.572684948,615.520337469,523.346818170,0.233254169,0.274335641,105.794106481,230.648471941,163.628057996,0.458681151,0.646552356,3611.461150,1152.711470
7,3113,9696995,3115,3112,43,0.013817,231.967745674,618.752402100,527.144326874,0.374895911,0.440045987,71.629171795,232.228400465,164.155293520,0.308442773,0.436350058,3699.856211,1186.876404
7,3113,9696995,3115,3112,45,0.014460,231.967745674,623.144716526,527.144326874,0.372253410,0.440045987,99.306375867,233.228423196,164.312747500,0.425790195,0.604374142,3804.275996,1214.553608
7,3113,9696995,3115,3112,47,0.015103,243.784519998,627.220023410,531.955600955,0.388674645,0.458279826,89.496822697,234.830033980,164.801543672,0.381113187,0.543058158,3904.533684,1252.011153
7,3113,9696995,3115,3112,48,0.015424,243.784519998,629.324974647,531.955600955,0.387374615,0.458279826,88.863820293,234.830887132,164.801678747,0.378416236,0.539216718,3955.962916,1252.644155
7,3113,9696995,3115,3112,50,0.016067,243.784519998,632.959214757,531.955600955,0.385150440,0.458279826,101.880900778,236.228219622,165.023421252,0.431281669,0.617372371,4051.429285,1286.511662
7,3113,9696995,3115,3112,53,0.017031,250.586819864,638.699709392,536.787998102,0.392339023,0.466826421,84.989029163,236.788039312,165.219338034,0.358924502,0.514401221,4199.043928,1307.768635
7,3113,9696995,3115,3112,55,0.017674,185.380809524,644.388160397,540.733925966,0.287685002,0.342831845,68.714812561,239.078948379,165.664730505,0.287414735,0.414782388,4319.449202,1351.534899
7,3113,9696995,3115,3112,57,0.018316,121.098206464,650.208499658,544.541487627,0.186245191,0.222385639,68.509337250,239.660339121,166.183465301,0.285860136,0.412251226,4442.064804,1375.127842
7,3113,9696995,3115,3112,59,0.018959,115.292213409,654.007125110,549.071633226,0.176285868,0.209976634,70.732658130,239.670651736,166.299719935,0.295124403,0.425332395,4541.436549,1377.351163
7,3113,9696995,3115,3112,62,0.019923,120.524063089,658.468808285,552.584795516,0.183036860,0.218109626,80.971527283,239.913376608,166.402785641,0.337503179,0.486599590,4673.821063,1391.527730
7,3113,9696995,3115,3112,64,0.020566,120.524063089,660.995609796,552.584795516,0.182337161,0.218109626,74.999299478,239.951468383,166.457700251,0.312560286,0.450560709,4755.440470,1397.499958
7,3113,9696995,3115,3112,67,0.021530,173.948567711,666.245656703,558.854216358,0.261087732,0.311259292,101.998586898,241.417473107,167.039253040,0.422498776,0.610626455,4899.914501,1424.499246
7,3113,9696995,3115,3112,70,0.022494,171.440433123,669.675997589,561.788663002,0.256005044,0.305168909,94.679640472,241.716493277,167.161439365,0.391697063,0.566396418,5016.948993,1440.415609
7,3113,9696995,3115,3112,73,0.023458,255.372890562,674.166008174,564.937648747,0.378798230,0.452037302,74.151463696,244.500151696,167.610512900,0.303277782,0.442403417,5150.739446,1488.753029
7,3113,9696995,3115,3112,76,0.024422,210.067533845,678.948681489,566.751376106,0.309401196,0.370652005,80.058809787,248.699780470,168.295643615,0.321909451,0.475703399,5289.361321,1563.041389
7,3113,9696995,3115,3112,79,0.025386,254.955975413,683.184762202,571.819228015,0.373187444,0.445868140,60.934950788,249.230151725,168.345761255,0.244492692,0.361963083,5420.922245,1582.165248
7,3113,9696995,3115,3112,82,0.026350,207.251580181,688.648771645,573.805662967,0.300953968,0.361187757,52.319325580,251.412241915,168.568572890,0.208101742,0.310374138,5570.678532,1637.518796
7,3113,9696995,3115,3112,85,0.027314,211.083207236,694.214089466,578.105597167,0.304060679,0.365129153,58.690432393,252.249060401,168.658247374,0.232668587,0.347984361,5722.508051,1667.631841
7,3113,9696995,3115,3112,89,0.028599,155.611155142,700.579908279,583.976850639,0.222117639,0.266468020,61.207568159,252.419876212,168.748302289,0.242483156,0.362715164,5910.645378,1684.314638
7,3113,9696995,3115,3112,92,0.029563,114.636976492,704.437390069,585.412542912,0.162735508,0.195822549,72.836219436,252.752207365,168.900930686,0.288172437,0.431236342,6037.717828,1701.751847
7,3113,9696995,3115,3112,96,0.030848,2.397312040,708.708119198,589.016832144,0.003382651,0.004070023,76.537822798,253.610752828,169.318408244,0.301792499,0.452034859,6192.409566,1733.216120
7,3113,9696995,3115,3112,100,0.032134,39.467567419,712.364742380,590.182202699,0.055403595,0.066873530,67.966193060,253.676611974,169.417038350,0.267924554,0.401176846,6336.423480,1742.338115
7,3113,9696995,3115,3112,104,0.033419,142.285564365,715.766031893,593.202363972,0.198787813,0.239860076,51.904159655,254.376503361,169.915255066,0.204044631,0.305470863,6475.067082,1763.736470
7,3113,9696995,3115,3112,109,0.035026,236.897165003,722.480932643,599.639806316,0.327894003,0.395065775,71.791526360,257.607408658,170.308521786,0.278685798,0.421538075,6694.119962,1839.268878
7,3113,9696995,3115,3112,113,0.036311,277.188435504,727.034915368,603.990551563,0.381258767,0.458928430,81.074860095,259.557774098,170.482140946,0.312357664,0.475562189,6856.387001,1897.750920
7,3113,9696995,3115,3112,118,0.037918,245.638914991,731.385556184,607.332371594,0.335854206,0.404455495,98.553056180,260.627269358,170.550586238,0.378137930,0.577852345,7034.131446,1948.294255
7,3113,9696995,3115,3112,123,0.039524,127.420250163,736.827172883,611.164776669,0.172930987,0.208487555,91.760911117,261.368736845,170.730293570,0.351078374,0.537461216,7233.621169,1982.273636
7,3113,9696995,3115,3112,128,0.041131,166.976643620,741.636854188,612.443542300,0.225146098,0.272640059,88.627391301,261.667113640,170.915658553,0.338702828,0.518544597,7421.791931,2005.638677
7,3113,9696995,3115,3112,133,0.042738,169.812814191,746.708655069,617.287808801,0.227415088,0.275095040,99.971986968,261.979524121,170.995248758,0.381602292,0.584647747,7615.912747,2029.701476
7,3113,9696995,3115,3112,139,0.044666,273.200614721,754.059410599,623.415355990,0.362306485,0.438232091,120.219678763,265.153927748,171.447808861,0.453395806,0.701202772,7871.911985,2094.238335
7,3113,9696995,3115,3112,144,0.046272,167.643228779,758.467213441,626.399231884,0.221028972,0.267630004,127.077354856,265.463699893,171.601418404,0.478699554,0.740537905,8054.119417,2116.713509
7,3113,9696995,3115,3112,150,0.048201,128.557109061,764.406480109,630.265070984,0.168178989,0.203973082,128.557109061,265.614778923,171.931634555,0.483998329,0.747722252,8286.578219,2129.632522
7,3113,9696995,3115,3112,156,0.050129,164.298763216,768.786513960,633.125250789,0.213711818,0.259504360,136.376653791,265.875381025,172.268047908,0.512934493,0.791653794,8486.403866,2154.046355
7,3113,9696995,3115,3112,163,0.052378,130.126547359,771.989613351,635.889472133,0.168559972,0.204637053,130.126547359,266.108542864,172.683780479,0.488998008,0.753553964,8669.934519,2172.340906
7,3113,9696995,3115,3112,170,0.054627,185.273451615,774.926795955,637.951454283,0.239085101,0.290419358,119.811092989,266.296421412,172.815754279,0.449916271,0.693288025,8847.902797,2189.553453
7,3113,9696995,3115,3112,177,0.056877,223.489323419,780.441062144,640.772210070,0.286362846,0.348781236,116.612676754,266.809751143,172.917033807,0.437063024,0.674385132,9092.705167,2227.572871
7,3113,9696995,3115,3112,184,0.059126,258.111524911,785.901194550,645.481144713,0.328427450,0.399874616,124.887029761,267.634072713,172.999341572,0.466633521,0.721893093,9337.241706,2272.643836
7,3113,9696995,3115,3112,191,0.061375,298.182962042,791.197902762,649.958966658,0.376875319,0.458771980,137.419128006,268.720595414,173.120946737,0.511382940,0.793775280,9578.526004,2323.606460
7,3113,9696995,3115,3112,199,0.063946,401.905230999,797.202662446,654.516336711,0.504144366,0.614049197,96.399679733,272.501309659,173.249949454,0.353758592,0.556419670,9853.890764,2423.006678
7,3113,9696995,3115,3112,207,0.066517,216.960942332,803.886547272,659.729998913,0.269890003,0.328863236,111.640367858,274.275800900,173.388212486,0.407036886,0.643875188,10146.110942,2491.184591
7,3113,9696995,3115,3112,216,0.069409,88.035358373,809.694242448,664.576825343,0.108726670,0.132468294,115.878667966,274.370322315,173.459424113,0.422344031,0.668044810,10435.267612,2509.940598
7,3113,9696995,3115,3112,225,0.072301,27.784229759,813.730293185,668.159828230,0.034144274,0.041583209,88.933007506,276.707004136,173.799015422,0.321397746,0.511700295,10676.378910,2602.662556
7,3113,9696995,3115,3112,234,0.075193,145.495991835,817.982261535,671.359084081,0.177871818,0.216718587,115.517376665,277.178884656,173.965627022,0.416761099,0.664024145,10922.705451,2633.957685
7,3113,9696995,3115,3112,244,0.078406,181.550076218,824.276834715,675.406503355,0.220253765,0.268801196,123.118446193,277.385243929,174.200554652,0.443853626,0.706762653,11242.825877,2657.127118
7,3113,9696995,3115,3112,254,0.081620,127.823256193,829.703634574,679.293951249,0.154058932,0.188170756,127.823256193,277.778729801,174.424046055,0.460162145,0.732830473,11541.812173,2694.395440
7,3113,9696995,3115,3112,264,0.084833,175.769687948,833.843074859,682.177261492,0.210794685,0.257659846,117.739804442,278.300881297,174.569820238,0.423066589,0.674456812,11803.519327,2728.397930
7,3113,9696995,3115,3112,275,0.088368,210.165854097,839.260110294,686.507573696,0.250418019,0.306137706,138.193763311,278.898442476,174.754474251,0.495498512,0.790788127,12118.468175,2772.800951
7,3113,9696995,3115,3112,287,0.092224,311.758626818,843.456095842,689.914684432,0.369620456,0.451879970,151.889780604,280.751327497,174.865693047,0.541011798,0.868608233,12408.927847,2855.647074
7,3113,9696995,3115,3112,299,0.096080,248.203408062,849.065738845,693.475643160,0.292325313,0.357912222,81.353946250,286.718245246,175.068793293,0.283741783,0.464697018,12745.603434,3018.901887
7,3113,9696995,3115,3112,311,0.099936,172.317313290,856.304926000,699.330439161,0.201233589,0.246403279,75.009313460,287.172048432,175.240758422,0.261199911,0.428035773,13129.255745,3063.105599
7,3113,9696995,3115,3112,324,0.104113,176.927915859,863.569523875,704.718235565,0.204879759,0.251061924,90.106976820,287.680735001,175.315608368,0.313218669,0.513970077,13531.808341,3116.010327
7,3113,9696995,3115,3112,337,0.108290,77.656629342,868.298372461,708.115412916,0.089435420,0.109666628,101.064308934,287.787262598,175.476629460,0.351177144,0.575941704,13857.153777,3133.214920
7,3113,9696995,3115,3112,351,0.112789,74.817805986,874.579976336,711.288271619,0.085547129,0.105186334,102.844311049,288.292693284,175.657152278,0.356735753,0.585483197,14247.511458,3181.258989
7,3113,9696995,3115,3112,365,0.117288,81.253489098,879.700392161,714.803085118,0.092364957,0.113672550,105.990141688,288.322175876,175.803704015,0.367610092,0.602889127,14600.647193,3189.329893
7,3113,9696995,3115,3112,380,0.122108,184.138527728,885.425055353,718.568533893,0.207966249,0.256257433,105.758211299,288.414137808,175.831561359,0.366688721,0.601474562,14989.700615,3210.007851
7,3113,9696995,3115,3112,396,0.127249,70.809012207,890.622665075,723.015778718,0.079505064,0.097935639,106.377143701,288.486121312,175.884443687,0.368742674,0.604812691,15372.340674,3228.924578
7,3113,9696995,3115,3112,412,0.132391,115.547206028,894.066205700,725.831511194,0.129237863,0.159192876,91.577638904,288.613720061,176.058064101,0.317301752,0.520155889,15681.244599,3252.973695
7,3113,9696995,3115,3112,429,0.137853,112.348586175,898.561038660,729.126537642,0.125031669,0.154086541,89.774141655,288.630446111,176.156090218,0.311034899,0.509628373,16050.336709,3260.015988
7,3113,9696995,3115,3112,447,0.143638,219.502026925,903.667320110,733.517032848,0.242901367,0.299245985,75.483727108,291.275105311,176.271048878,0.259149257,0.428225325,16456.479011,3384.866638
7,3113,9696995,3115,3112,466,0.149743,220.388201606,911.017835162,739.201521742,0.241914256,0.298143598,66.992511870,293.945879372,176.390679046,0.227907641,0.379796213,16959.240078,3518.596666
7,3113,9696995,3115,3112,485,0.155848,167.186809040,917.492897154,744.363901179,0.182221366,0.224603596,56.304432323,295.506063675,176.470676236,0.190535624,0.319058291,17432.825193,3631.105194
7,3113,9696995,3115,3112,505,0.162275,159.707014273,925.779569556,750.643117429,0.172510843,0.212760246,43.818806868,297.441786382,176.609774633,0.147318934,0.248110882,17984.033750,3761.262927
7,3113,9696995,3115,3112,526,0.169023,109.953252938,931.788830455,754.917513630,0.118002330,0.145649360,73.284687318,298.162499422,176.702927000,0.245787741,0.414733862,18460.146628,3828.373658
7,3113,9696995,3115,3112,547,0.175771,-0.169570715,936.674545770,758.810761793,0.000181035,0.000223469,64.032054704,298.313342201,176.804616896,0.214646969,0.362162798,18896.330501,3862.066534
7,3113,9696995,3115,3112,570,0.183162,-63.741428750,942.690628282,762.994426418,0.067616487,0.083541146,70.369086608,299.483426052,176.896602310,0.234968217,0.397797842,19405.120572,3962.491829
7,3113,9696995,3115,3112,593,0.190553,-64.305428369,948.086791414,767.037614405,0.067826521,0.083836082,53.643413301,301.272220545,176.995072987,0.178056288,0.303078568,19888.231685,4085.328238
7,3113,9696995,3115,3112,618,0.198586,100.312135620,951.876189725,769.938021200,0.105383596,0.130285988,29.996019991,301.955048683,177.145965966,0.099339356,0.169329399,20311.077821,4165.689448
7,3113,9696995,3115,3112,643,0.206620,109.037932621,957.114038967,773.551356095,0.113923658,0.140957587,15.016843851,302.341140030,177.212200768,0.049668543,0.084739334,20809.040052,4215.356550
7,3113,9696995,3115,3112,670,0.215296,264.598443225,964.410914298,779.274208279,0.274362763,0.339544720,7.474435464,306.361080210,177.300458341,0.024397471,0.042156887,21422.031327,4426.361180
7,3113,9696995,3115,3112,698,0.224293,151.154592440,971.470519428,784.883219662,0.155593597,0.192582270,47.161400672,311.675213454,177.402731467,0.151315853,0.265843712,22035.106026,4682.019325
7,3113,9696995,3115,3112,726,0.233290,77.426169296,977.229335000,789.024693079,0.079230296,0.098128956,59.731076879,312.106909755,177.472267281,0.191380181,0.336565694,22594.627926,4742.350022
7,3113,9696995,3115,3112,756,0.242931,91.471701684,982.434899241,792.681333105,0.093107138,0.115395302,53.705381099,312.540618751,177.561876101,0.171834884,0.302460090,23146.882956,4812.330947
7,3113,9696995,3115,3112,787,0.252892,97.054881161,989.039517843,797.939752753,0.098130438,0.121631841,54.091390129,312.681853642,177.615462226,0.172991779,0.304542124,23779.078180,4852.214825
7,3113,9696995,3115,3112,820,0.263496,-19.853512131,997.496308177,804.636352011,0.019903344,0.024673894,54.888509588,312.880706306,177.732265475,0.175429512,0.308826928,24522.922050,4893.756712
7,3113,9696995,3115,3112,854,0.274422,84.129643390,1006.087988044,810.396907941,0.083620562,0.103812888,64.447526386,313.077999425,177.809418481,0.205851342,0.362452827,25285.033032,4939.799419
7,3113,9696995,3115,3112,889,0.285668,62.500751665,1012.394481853,815.140644590,0.061735571,0.076674807,62.500751665,313.229542370,177.897594030,0.199536580,0.351329944,25951.496853,4979.831494
7,3113,9696995,3115,3112,926,0.297558,-2.307189083,1017.584217978,819.350738898,0.002267320,0.002815875,57.343001725,313.262722584,177.960800606,0.183050831,0.322222655,26574.387760,4997.826074
7,3113,9696995,3115,3112,964,0.309769,10.587826940,1022.008563174,822.316711483,0.010359822,0.012875607,62.491759002,313.982008918,178.070416991,0.199029744,0.350938466,27157.759771,5099.539789
7,3113,9696995,3115,3112,1004,0.322622,40.094482621,1026.466881928,825.999551571,0.039060669,0.048540562,55.893606066,314.087533484,178.111045592,0.177955506,0.313813250,27760.066549,5132.313502
7,3113,9696995,3115,3112,1045,0.335797,153.180638859,1031.778261559,830.065551652,0.148462751,0.184540412,42.129095830,315.103833322,178.198005398,0.133699090,0.236417325,28426.476794,5239.381140
7,3113,9696995,3115,3112,1088,0.349614,185.798256259,1038.499513556,834.776881634,0.178910297,0.222572355,46.975275397,316.530851788,178.252876694,0.148406625,0.263531654,29199.410948,5378.998448
7,3113,9696995,3115,3112,1133,0.364075,269.572696945,1046.330929694,840.998097599,0.257636174,0.320539009,3.707594193,321.649297578,178.317974069,0.011526822,0.020792039,30052.428542,5683.670024
7,3113,9696995,3115,3112,1180,0.379177,111.258409032,1054.486611858,847.011141821,0.105509551,0.131354127,12.742863461,324.079462284,178.392340354,0.039320182,0.071431674,30947.806836,5868.699850
7,3113,9696995,3115,3112,1228,0.394602,33.085572071,1061.937759807,852.802278243,0.031155849,0.038796299,16.964321902,324.482154544,178.444735200,0.052281217,0.095067652,31815.556889,5951.367535
7,3113,9696995,3115,3112,1279,0.410990,22.258132141,1068.105431761,857.484411907,0.020838891,0.025957477,22.258132141,324.592035713,178.502296325,0.068572638,0.124693814,32632.552371,5997.440294
7,3113,9696995,3115,3112,1332,0.428021,18.418456229,1076.762904778,864.297888428,0.017105396,0.021310310,34.583418592,324.654370842,178.570255370,0.106523804,0.193668417,33620.734905,6030.031621
7,3113,9696995,3115,3112,1387,0.445694,-93.942257234,1082.315730608,868.779478980,0.086797461,0.108131303,15.683532264,325.540690234,178.629021572,0.048176872,0.087799464,34429.618913,6175.539232
7,3113,9696995,3115,3112,1444,0.464010,-53.947219837,1088.538995985,873.562259588,0.049559290,0.061755438,32.764243559,329.964390891,178.713357943,0.099296301,0.183334049,35305.907714,6529.812999
7,3113,9696995,3115,3112,1503,0.482969,55.317914472,1095.096212512,878.426310919,0.050514205,0.062973882,40.781330073,330.214372745,178.769853895,0.123499561,0.228121963,36222.660355,6615.399586
7,3113,9696995,3115,3112,1565,0.502892,76.788433999,1100.734448081,882.904616910,0.069761089,0.086972514,41.992241195,330.328472633,178.831605372,0.127122681,0.234814428,37092.501002,6664.929293
7,3113,9696995,3115,3112,1630,0.523779,283.133433619,1108.026194187,888.401430662,0.255529549,0.318699885,87.496941937,332.074701316,178.885796450,0.263485721,0.489121795,38114.053023,6908.703630
7,3113,9696995,3115,3112,1697,0.545308,234.876125836,1114.016168703,892.603790600,0.210837268,0.263135927,70.554981258,336.086349429,178.944173763,0.209931113,0.394284875,39052.437714,7301.572548
7,3113,9696995,3115,3112,1767,0.567802,184.280053566,1121.411636679,898.278017911,0.164328644,0.205148128,66.277875836,339.383294959,179.004437803,0.195289152,0.370258283,40125.264140,7650.691889
7,3113,9696995,3115,3112,1840,0.591260,61.286741705,1130.651869534,905.124369442,0.054204785,0.067710851,44.799804392,340.442795766,179.057984464,0.131592752,0.250197189,41355.166507,7851.192323
7,3113,9696995,3115,3112,1916,0.615681,116.519262067,1137.826790500,910.425261288,0.102405096,0.127983336,60.359676051,340.673460688,179.106337623,0.177177512,0.337004691,42464.931074,7937.367360
7,3113,9696995,3115,3112,1995,0.641067,-53.014136817,1146.049450336,916.853058896,0.046258158,0.057821846,62.727161811,341.062619973,179.160815975,0.183916847,0.350116522,43676.765556,8053.527871
7,3113,9696995,3115,3112,2077,0.667416,-50.137475895,1153.189460897,922.070214923,0.043477223,0.054374900,39.895018677,341.578818048,179.202380944,0.116795939,0.222625495,44834.270852,8191.800458
7,3113,9696995,3115,3112,2163,0.695051,103.681786530,1160.490601890,927.903107348,0.089343064,0.111737730,48.037733810,341.817892930,179.250175719,0.140536042,0.267992673,46037.575886,8267.445005
7,3113,9696995,3115,3112,2252,0.723650,-48.841226391,1167.192218094,932.919838007,0.041845058,0.052353079,26.817277862,343.079838982,179.289931554,0.078166289,0.149574924,47213.530672,8480.646669
7,3113,9696995,3115,3112,2345,0.753535,75.901109983,1173.029406299,937.464143995,0.064705207,0.080964281,41.934139101,343.526651627,179.335524877,0.122069536,0.233830632,48335.428665,8589.447207
7,3113,9696995,3115,3112,2442,0.784704,181.410824465,1179.328944675,942.241361748,0.153825466,0.192531162,42.462002128,345.702479637,179.378489902,0.122828168,0.236717358,49532.107757,8852.743416
7,3113,9696995,3115,3112,2543,0.817159,81.812334708,1185.707468065,947.050152221,0.068998751,0.086386486,44.417914852,346.596622209,179.422397919,0.128154494,0.247560591,50762.728527,9003.724697
7,3113,9696995,3115,3112,2647,0.850578,-69.259760696,1192.027973748,951.936275822,0.058102463,0.072756720,41.900282476,347.325148292,179.462068943,0.120637053,0.233477095,52011.564991,9161.052545
7,3113,9696995,3115,3112,2757,0.885925,240.654857984,1199.589054593,957.569378118,0.200614416,0.251318456,9.770105922,349.631106860,179.507291403,0.027944041,0.054427349,53417.762794,9443.141360
7,3113,9696995,3115,3112,2870,0.922237,289.815708731,1209.206909301,964.907441238,0.239674208,0.300355968,65.730643910,357.460419244,179.541869473,0.183882300,0.366102036,55031.730020,9994.793645
7,3113,9696995,3115,3112,2989,0.960476,159.015589513,1219.154799905,972.447903082,0.130431008,0.163520934,24.777103487,363.353634501,179.585239339,0.068190053,0.137968485,56722.450930,10478.897351
7,3113,9696995,3115,3112,3112,1.000000,-32.966952401,1229.034831939,980.262055691,0.026823448,0.033630754,32.247243732,363.958884191,179.620454757,0.088601337,0.179529908,58444.279580,10616.910477
8,3114,9703224,14937,649,1,0.001541,-243.619220864,243.619220864,243.619220864,1.000000000,1.000000000,-38.909516088,38.909516088,38.909516088,1.000000000,1.000000000,243.619221,38.909516
8,3114,9703224,14937,649,2,0.003082,-38.909516088,318.208089155,318.208089155,0.122276955,0.122276955,-38.909516088,38.909516088,105.453143566,1.000000000,0.368974454,448.328926,38.909516
8,3114,9703224,14937,649,3,0.004622,67.787867800,335.619903659,335.619903659,0.201978092,0.201978092,-88.708895092,63.197536276,116.620511220,1.403676477,0.760662890,555.026310,88.708895
8,3114,9703224,14937,649,4,0.006163,67.787867800,370.313322104,335.619903659,0.183055439,0.201978092,-35.692616143,82.490329281,128.105696480,0.432688492,0.278618493,711.523072,141.725174
8,3114,9703224,14937,649,5,0.007704,171.268351743,384.499892178,351.210663690,0.445431469,0.487651343,-112.084617288,112.429499082,133.678734025,0.996932462,0.838462588,815.003556,218.117175
8,3114,9703224,14937,649,6,0.009245,29.591867227,409.771147532,378.709858010,0.072215595,0.078138624,-86.361894079,115.334516747,136.131048699,0.748794867,0.634402621,956.680041,243.839898
8,3114,9703224,14937,649,7,0.010786,145.545628533,425.861090158,396.063670784,0.341767848,0.367480381,-44.186078803,122.804112909,137.754717772,0.359809438,0.320759096,1072.633802,286.015714
8,3114,9703224,14937,649,8,0.012327,145.545628533,436.299436514,396.063670784,0.333591145,0.367480381,-121.733899340,145.239507771,143.107576270,0.838159680,0.850646084,1167.499656,363.563534
8,3114,9703224,14937,649,9,0.013867,145.545628533,456.307774214,396.063670784,0.318963727,0.367480381,-54.462253836,160.062453143,147.007302397,0.340256274,0.370473119,1301.139420,430.835180
8,3114,9703224,14937,649,10,0.015408,45.541687349,467.137638240,408.493842754,0.097490940,0.111486839,-27.714042046,162.282025315,149.420928226,0.170777028,0.185476308,1401.143361,457.583392
8,3114,9703224,14937,649,11,0.016949,118.797416743,472.846671712,415.010387167,0.251238771,0.286251671,-62.917109174,166.056350904,150.454071981,0.378890111,0.418181498,1474.399090,492.786459
8,3114,9703224,14937,649,12,0.018490,118.797416743,481.496642960,415.010387167,0.246725327,0.286251671,-97.119138849,169.542002198,151.422826827,0.572832322,0.641377135,1565.256353,526.988488
8,3114,9703224,14937,649,13,0.020031,226.755694539,493.451119085,428.822353897,0.459530206,0.528787020,-54.605882566,174.790925019,152.084490157,0.312406852,0.359049647,1673.214631,569.501745
8,3114,9703224,14937,649,14,0.021572,132.968502171,502.284823958,438.958595603,0.264727294,0.302918096,-71.786903648,175.633296828,152.326914949,0.408731744,0.471268677,1767.001823,586.682766
8,3114,9703224,14937,649,15,0.023112,30.590799262,512.612171560,450.739218070,0.059676303,0.067868067,-40.861792343,178.335126836,155.434396216,0.229129241,0.262887709,1869.379526,617.607877
8,3114,9703224,14937,649,16,0.024653,30.590799262,517.568074053,450.739218070,0.059104881,0.067868067,-54.648331566,178.867230446,156.044609618,0.305524558,0.350209672,1940.832118,631.394416
