k,n,x,y,K,MK,Ry,S_K,absS_K,E,SM_K,boundary_MK_Ry,identity_resid,sqrt_sumR2_all,sqrt_sumR2_sf,sqrt_Diag,sqrt_sumDelta2,c_all_K,c_sf_K,c_M_K,c_M_all_K,tri_absR,tri_absMDelta,absS_over_sqrtx,absS_over_x34,absE_over_sqrtx
9,14979,224400399,80435,2789,-19,-40.688243146,-520.204195628,520.204195628,-1293.280815395,-1293.280815395,773.076619767,0.000e+00,3948.413919105,3172.576464050,1266.592100504,668.363138515,0.131750168,0.163969002,1.021071278,1.934997221,170473.206897,33030.826018,0.034726582,0.000283731,0.086333833
9,14980,224430360,80435,2790,-19,-40.688243146,-578.394030597,578.394030597,-1351.470650364,-1351.470650364,773.076619767,0.000e+00,3953.723557011,3178.431079574,1252.695311107,664.346595391,0.146290964,0.181974696,1.078850251,2.034285507,170552.920969,32451.750671,0.038608506,0.000315437,0.090212312
9,14981,224460323,80435,2790,-19,-40.688243146,-662.170653795,662.170653795,-1435.247273562,-1435.247273562,773.076619767,0.000e+00,3962.871512313,3187.944859047,1261.867671910,680.941890745,0.167093647,0.207710824,1.137399194,2.107738256,170518.489744,32257.817115,0.044197748,0.000361090,0.095798110
9,14982,224490288,80435,2790,-19,-40.688243146,-599.068419384,599.068419384,-1372.145039151,-1372.145039151,773.076619767,0.000e+00,3961.007285815,3187.064113008,1249.226471232,650.304696927,0.151241433,0.187968738,1.098395744,2.110003273,170540.038436,32206.405184,0.039983209,0.000326647,0.091580127
9,14983,224520255,80435,2791,-20,-40.688243146,-607.888167571,607.888167571,-1421.653030483,-1421.653030483,813.764862913,0.000e+00,3964.623423075,3194.424126440,1266.236355590,655.934458887,0.153328098,0.190296637,1.122739072,2.167370552,170564.092360,32787.687400,0.040569152,0.000331423,0.094878072
9,14984,224550224,80435,2791,-20,-40.688243146,-445.143507526,445.143507526,-1258.908370438,-1258.908370438,813.764862913,0.000e+00,3971.273511017,3204.836145811,1230.701719616,616.592654181,0.112090871,0.138897431,1.022919161,2.041718081,170556.801432,32394.687110,0.029705940,0.000242669,0.084011236
9,14985,224580195,80435,2792,-20,-40.688243146,-480.742262188,480.742262188,-1294.507125101,-1294.507125101,813.764862913,0.000e+00,3965.941463563,3195.748060987,1237.851433888,619.391338517,0.121217690,0.150431840,1.045769379,2.089966463,170616.066199,32447.107250,0.032079425,0.000262050,0.086381098
9,14986,224610168,80435,2792,-20,-40.688243146,-505.827210033,505.827210033,-1319.592072946,-1319.592072946,813.764862913,0.000e+00,3970.594098388,3200.684365641,1284.677202495,669.089410262,0.127393331,0.158037205,1.027177933,1.972220831,170617.125096,33032.960838,0.033751065,0.000275696,0.088049114
9,14987,224640143,80435,2792,-20,-40.688243146,-412.476497235,412.476497235,-1226.241360147,-1226.241360147,813.764862913,0.000e+00,3971.467971683,3204.282518164,1324.292981646,668.322710211,0.103859958,0.128726632,0.925959268,1.834804267,170618.743660,33716.594498,0.027520450,0.000224793,0.081814876
9,14988,224670120,80435,2793,-20,-40.688243146,-525.865633909,525.865633909,-1339.630496822,-1339.630496822,813.764862913,0.000e+00,3972.409065107,3204.492762474,1300.301556712,677.684088397,0.132379527,0.164102612,1.030246015,1.976777262,170638.905932,33124.492195,0.035083437,0.000286560,0.089374241
9,14989,224700099,80435,2793,-20,-40.688243146,-741.251095239,741.251095239,-1555.015958152,-1555.015958152,813.764862913,0.000e+00,3969.831147744,3204.197090160,1310.909617505,721.339506320,0.186721064,0.231337547,1.186211419,2.155733804,170710.063173,32551.274401,0.049449706,0.000403890,0.103736889
9,14990,224730080,80435,2793,-20,-40.688243146,-649.119907181,649.119907181,-1462.884770094,-1462.884770094,813.764862913,0.000e+00,3971.044991835,3208.575419251,1312.838130351,699.849243093,0.163463247,0.202307823,1.114291805,2.090285564,170716.804134,32881.329830,0.043300641,0.000353654,0.097584202
9,14991,224760063,80435,2794,-21,-40.688243146,-716.239472861,716.239472861,-1570.692578919,-1570.692578919,854.453106058,0.000e+00,3972.543842402,3213.700808951,1373.690539066,759.637511252,0.180297437,0.222870614,1.143410786,2.067686963,170752.613620,33706.742925,0.047774778,0.000390183,0.104768715
9,14992,224790048,80435,2794,-21,-40.688243146,-692.718381498,692.718381498,-1547.171487556,-1547.171487556,854.453106058,0.000e+00,3976.051544955,3220.931887699,1364.566321691,766.340790944,0.174222686,0.215067690,1.133819194,2.018907914,170761.714142,33571.540820,0.046202787,0.000377332,0.103192923
9,14993,224820035,80435,2795,-22,-40.688243146,-709.954180300,709.954180300,-1605.095529504,-1605.095529504,895.141349204,0.000e+00,3982.924118141,3229.552326034,1404.507139034,791.551438177,0.178249487,0.219830524,1.142817637,2.027784237,170799.236472,33797.313373,0.047349218,0.000386682,0.107049189
9,14994,224850024,80435,2795,-22,-40.688243146,-610.060316584,610.060316584,-1505.201665787,-1505.201665787,895.141349204,0.000e+00,3997.905745276,3245.051794459,1371.637657605,766.732721722,0.152594972,0.187997097,1.097375577,1.963137379,170778.513255,33627.065969,0.040684249,0.000332241,0.100380238
9,14995,224880015,80435,2795,-22,-40.688243146,-435.117773057,435.117773057,-1330.259122261,-1330.259122261,895.141349204,0.000e+00,3991.812929426,3235.901742707,1329.634242034,721.779439732,0.109002546,0.134465694,1.000469964,1.843027176,170790.715068,33624.844112,0.029015589,0.000236943,0.088707597
9,14996,224910008,80435,2796,-22,-40.688243146,-461.306975960,461.306975960,-1356.448325164,-1356.448325164,895.141349204,0.000e+00,3985.425446830,3228.252290725,1374.412463579,751.031799030,0.115748490,0.142896817,0.986929587,1.806113039,170852.926404,33947.646908,0.030759950,0.000251179,0.090447978
9,14997,224940003,80435,2796,-22,-40.688243146,-267.886468648,267.886468648,-1163.027817852,-1163.027817852,895.141349204,0.000e+00,3982.359292462,3221.539906417,1312.077124783,677.591665211,0.067268282,0.083154788,0.886402023,1.716413996,170860.855905,33422.198271,0.017861479,0.000145848,0.077545527
9,14998,224970000,80435,2796,-22,-40.688243146,-234.659349522,234.659349522,-1129.800698726,-1129.800698726,895.141349204,0.000e+00,3968.300804754,3202.078381610,1278.275391946,647.663347470,0.059133458,0.073283450,0.883847648,1.744425871,170868.211087,33025.086937,0.015645000,0.000127745,0.075325068
9,14999,224999999,80435,2797,-23,-40.688243146,-49.639507642,49.639507642,-985.469099991,-985.469099991,935.829592350,0.000e+00,3983.099995178,3217.443270126,1280.244619467,646.476240311,0.012462531,0.015428246,0.769750628,1.524370176,170933.836216,33089.541923,0.003309301,0.000027020,0.065697940
9,15000,225030000,80435,2797,-23,-40.688243146,-105.232679807,105.232679807,-1041.062272157,-1041.062272157,935.829592350,0.000e+00,3970.355535142,3198.693964888,1284.161436931,643.230677464,0.026504599,0.032898640,0.810694234,1.618489771,170954.365976,33295.596606,0.007015044,0.000057276,0.069399525
9,15001,225060003,80435,2798,-22,-40.688243146,10.134118275,10.134118275,-885.007230929,-885.007230929,895.141349204,0.000e+00,3977.030802207,3211.666519022,1330.955335550,650.683182708,0.002548162,0.003155408,0.664941345,1.360120031,170988.401221,34909.856324,0.000675518,0.000005515,0.058992617
9,15002,225090008,80435,2798,-22,-40.688243146,-11.440459275,11.440459275,-906.581808479,-906.581808479,895.141349204,0.000e+00,3977.026537708,3210.596698884,1304.253164407,645.446919408,0.002876636,0.003563344,0.695096499,1.404579960,170983.429556,34390.674406,0.000762545,0.000006226,0.060426702
9,15003,225120015,80435,2798,-22,-40.688243146,-18.256762936,18.256762936,-913.398112140,-913.398112140,895.141349204,0.000e+00,3975.191034202,3209.125527194,1325.608287737,668.640344372,0.004592676,0.005689015,0.689040737,1.366052946,170990.877884,33783.181110,0.001216793,0.000009934,0.060876974
9,15004,225150024,80435,2799,-22,-40.688243146,-207.788646413,207.788646413,-1102.929995617,-1102.929995617,895.141349204,0.000e+00,3979.113367718,3212.695458466,1326.500300701,690.761082538,0.052219836,0.064677356,0.831458534,1.596688093,171053.777731,33838.431030,0.013847960,0.000113049,0.073504165
9,15005,225180035,80435,2799,-22,-40.688243146,-286.218468100,286.218468100,-1181.359817304,-1181.359817304,895.141349204,0.000e+00,3984.534780096,3219.969743946,1329.979958351,681.196649596,0.071832343,0.088888558,0.888253849,1.734241967,170993.214273,34093.488035,0.019073602,0.000155704,0.078725831
9,15006,225210048,80435,2799,-22,-40.688243146,-262.875654737,262.875654737,-1158.017003941,-1158.017003941,895.141349204,0.000e+00,3983.368545811,3221.254766010,1291.657303887,648.559470521,0.065993305,0.081606602,0.896535792,1.785521693,171070.752566,33597.165026,0.017516869,0.000142991,0.077165123
9,15007,225240063,80435,2800,-22,-40.688243146,-332.975448375,332.975448375,-1228.116797579,-1228.116797579,895.141349204,0.000e+00,3990.717696295,3229.408706034,1329.835477489,672.904917354,0.083437485,0.103107249,0.923510328,1.825097077,171082.045698,33736.410217,0.022186530,0.000181104,0.081830810
9,15008,225270080,80435,2800,-22,-40.688243146,-485.024003650,485.024003650,-1380.165352854,-1380.165352854,895.141349204,0.000e+00,3989.393898907,3225.798112124,1351.188671735,711.155325178,0.121578369,0.150357830,1.021445326,1.940736860,171078.489229,34016.677678,0.032315544,0.000263776,0.091955850
9,15009,225300099,80435,2800,-22,-40.688243146,-539.681200128,539.681200128,-1434.822549332,-1434.822549332,895.141349204,0.000e+00,3987.279199810,3220.801305153,1364.741825314,712.821091256,0.135350742,0.167561159,1.051350902,2.012878921,171134.613162,34302.303035,0.035954777,0.000293472,0.095591109
9,15010,225330120,80435,2801,-23,-40.688243146,-330.090358081,330.090358081,-1265.919950430,-1265.919950430,935.829592350,0.000e+00,3987.636171447,3220.173040029,1410.472083968,731.294590680,0.082778454,0.102507025,0.897515069,1.731067024,171147.330424,34724.714965,0.021989898,0.000179481,0.084332819
9,15011,225360143,80435,2801,-23,-40.688243146,-254.809580276,254.809580276,-1190.639172626,-1190.639172626,935.829592350,0.000e+00,3990.086678122,3223.749164586,1356.751308643,711.906086222,0.063860663,0.079041379,0.877566261,1.672466630,171188.777281,33213.156777,0.016973726,0.000138534,0.079312495
9,15012,225390168,80435,2802,-24,-40.688243146,-240.667743872,240.667743872,-1217.185579367,-1217.185579367,976.517835495,0.000e+00,3989.613757503,3225.515532330,1365.946921761,733.122719174,0.060323570,0.074613730,0.891092882,1.660275350,171213.336376,33187.943476,0.016030623,0.000130833,0.081075440
9,15013,225420195,80435,2802,-24,-40.688243146,-207.986729815,207.986729815,-1184.504565310,-1184.504565310,976.517835495,0.000e+00,3997.057749407,3231.347977147,1378.458575696,731.466451804,0.052034957,0.064365315,0.859296453,1.619355970,171236.956214,33923.966549,0.013852853,0.000113055,0.078893337
9,15014,225450224,80435,2802,-24,-40.688243146,-248.472498866,248.472498866,-1224.990334361,-1224.990334361,976.517835495,0.000e+00,4005.143436879,3240.562254480,1400.207474975,748.006681890,0.062038352,0.076675737,0.874863444,1.637672983,171208.377731,34812.050189,0.016548285,0.000135049,0.081584438
9,15015,225480255,80435,2803,-25,-40.688243146,-241.687856749,241.687856749,-1258.893935390,-1258.893935390,1017.206078641,0.000e+00,4012.389387704,3247.896197969,1375.905489691,751.294621661,0.060235394,0.074413664,0.914956692,1.675632833,171248.228207,33643.316255,0.016095355,0.000131348,0.083836837
9,15016,225510288,80435,2803,-25,-40.688243146,-458.942196822,458.942196822,-1476.148275462,-1476.148275462,1017.206078641,0.000e+00,4015.464293783,3252.931461384,1422.175834202,810.798858183,0.114293681,0.141085726,1.037950611,1.820609712,171268.940733,33971.970851,0.030561510,0.000249392,0.098298480
9,15017,225540323,80435,2803,-25,-40.688243146,-524.767871830,524.767871830,-1541.973950471,-1541.973950471,1017.206078641,0.000e+00,4015.116232523,3250.719375440,1412.958979844,813.360389468,0.130698052,0.161431305,1.091308362,1.895806546,171275.716301,33700.799421,0.034942594,0.000285134,0.102675054
9,15018,225570360,80435,2804,-25,-40.688243146,-443.057270281,443.057270281,-1460.263348922,-1460.263348922,1017.206078641,0.000e+00,4008.157485352,3238.155504771,1406.627458817,793.789376313,0.110538888,0.136823963,1.038130843,1.839610598,171326.297569,34144.701082,0.029499785,0.000240712,0.097227735
9,15019,225600399,80435,2804,-25,-40.688243146,-444.757956225,444.757956225,-1461.964034865,-1461.964034865,1017.206078641,0.000e+00,4011.266128304,3242.785904804,1404.721186328,795.178659902,0.110877200,0.137153043,1.040750328,1.838535299,171320.983165,34174.576941,0.029611049,0.000241612,0.097334490
9,15020,225630440,80435,2805,-24,-40.688243146,-566.325107134,566.325107134,-1542.842942629,-1542.842942629,976.517835495,0.000e+00,4026.761480250,3260.015802176,1431.164280689,801.596159058,0.140640341,0.173718516,1.078033433,1.924713492,171339.259050,34224.263219,0.037702224,0.000307622,0.102712399
9,15021,225660483,80435,2805,-24,-40.688243146,-833.648709724,833.648709724,-1810.166545219,-1810.166545219,976.517835495,0.000e+00,4018.805982026,3248.401411344,1440.372217520,846.455183368,0.207436914,0.256633527,1.256735254,2.138526151,171346.462921,34349.668584,0.055495188,0.000452784,0.120501035
9,15022,225690528,80435,2805,-24,-40.688243146,-859.708579131,859.708579131,-1836.226414626,-1836.226414626,976.517835495,0.000e+00,4020.306635947,3248.664020220,1446.950910662,851.394724002,0.213841544,0.264634500,1.269031590,2.156727500,171355.326532,34619.088911,0.057226159,0.000466892,0.122227679
9,15023,225720575,80435,2806,-25,-40.688243146,-783.273940809,783.273940809,-1800.480019450,-1800.480019450,1017.206078641,0.000e+00,4020.503128867,3245.819779737,1394.756331294,814.553376980,0.194819881,0.241317755,1.290892164,2.210389239,171414.861551,33786.746329,0.052134847,0.000425339,0.119840257
9,15024,225750624,80435,2806,-25,-40.688243146,-653.985480826,653.985480826,-1671.191559467,-1671.191559467,1017.206078641,0.000e+00,4016.407268223,3241.458343199,1402.990011632,796.799506418,0.162828478,0.201756559,1.191164260,2.097380264,171443.757888,33951.537616,0.043526488,0.000355096,0.111227392
9,15025,225780675,80435,2806,-25,-40.688243146,-667.557617560,667.557617560,-1684.763696201,-1684.763696201,1017.206078641,0.000e+00,4021.474772613,3248.215030812,1433.749660824,831.135311152,0.165998211,0.205515217,1.175075219,2.027063071,171430.352911,34323.049636,0.044426835,0.000362430,0.112123233
9,15026,225810728,80435,2807,-24,-40.688243146,-581.343236866,581.343236866,-1557.861072361,-1557.861072361,976.517835495,0.000e+00,4018.299987062,3243.353236213,1396.771270793,818.688587658,0.144673926,0.179241419,1.115330122,1.902873810,171515.168352,33788.971140,0.038686580,0.000315591,0.103670798
9,15027,225840783,80435,2807,-24,-40.688243146,-383.846695350,383.846695350,-1360.364530846,-1360.364530846,976.517835495,0.000e+00,4013.977589470,3238.447854474,1373.911175884,773.694310116,0.095627513,0.118527984,0.990140087,1.758271339,171510.189126,33371.364855,0.025542101,0.000208356,0.090521995
9,15028,225870840,80435,2808,-24,-40.688243146,-401.060146227,401.060146227,-1377.577981722,-1377.577981722,976.517835495,0.000e+00,4018.015654616,3242.136112319,1353.374616757,761.084605046,0.099815476,0.123702439,1.017883714,1.810019507,171569.269076,33279.906952,0.026685751,0.000217678,0.091661320
9,15029,225900899,80435,2808,-24,-40.688243146,-417.093378588,417.093378588,-1393.611214084,-1393.611214084,976.517835495,0.000e+00,4006.385854139,3227.315695601,1340.621774853,730.496777605,0.104107141,0.129238481,1.039526017,1.907758195,171576.153796,33203.056619,0.027750724,0.000226357,0.092721971
9,15030,225930960,80435,2808,-24,-40.688243146,-464.411151110,464.411151110,-1440.928986605,-1440.928986605,976.517835495,0.000e+00,4007.224104473,3229.979142984,1324.372757430,720.968922013,0.115893481,0.143781471,1.088008628,1.998600692,171568.370275,33579.423374,0.030896890,0.000252012,0.095863814
9,15031,225961023,80435,2809,-24,-40.688243146,-722.885659157,722.885659157,-1699.403494652,-1699.403494652,976.517835495,0.000e+00,4006.921277904,3233.404558421,1320.308543979,742.340474079,0.180409249,0.223567959,1.287126030,2.289250760,171644.556270,33231.096831,0.048089786,0.000392233,0.113052388
9,15032,225991088,80435,2809,-24,-40.688243146,-611.525335601,611.525335601,-1588.043171096,-1588.043171096,976.517835495,0.000e+00,4009.564666837,3232.963960474,1314.180800820,739.730045485,0.152516641,0.189153156,1.208390177,2.146787441,171639.910478,32929.062189,0.040678862,0.000331777,0.105637143
9,15033,226021155,80435,2809,-24,-40.688243146,-657.633586713,657.633586713,-1634.151422208,-1634.151422208,976.517835495,0.000e+00,4011.105461867,3237.388366618,1335.720367839,752.338233101,0.163953203,0.203137070,1.223423301,2.172096738,171623.289035,34164.077155,0.043743088,0.000356757,0.108697048
9,15034,226051224,80435,2810,-25,-40.688243146,-594.652678299,594.652678299,-1611.858756940,-1611.858756940,1017.206078641,0.000e+00,4004.236566101,3227.539230161,1331.096859305,730.120015611,0.148505881,0.184243362,1.210925220,2.207662744,171695.054491,33739.826956,0.039551226,0.000322558,0.107207101
9,15035,226081295,80435,2810,-25,-40.688243146,-668.022167270,668.022167270,-1685.228245910,-1685.228245910,1017.206078641,0.000e+00,4007.088770773,3229.570416593,1340.340113797,741.230436815,0.166710099,0.206845518,1.257313893,2.273555108,171727.851179,33806.432785,0.044428184,0.000362320,0.112079559
9,15036,226111368,80435,2811,-24,-40.688243146,-783.401696191,783.401696191,-1759.919531687,-1759.919531687,976.517835495,0.000e+00,4003.615910469,3225.078027036,1346.610692323,730.724594500,0.195673540,0.242909378,1.306925262,2.408458050,171771.547884,34107.330199,0.052098271,0.000424857,0.117039272
9,15037,226141443,80435,2811,-24,-40.688243146,-700.917344699,700.917344699,-1677.435180194,-1677.435180194,976.517835495,0.000e+00,3992.142997070,3214.844949190,1295.188527017,719.211137970,0.175574208,0.218025241,1.295128196,2.332326478,171769.380379,33414.597765,0.046609745,0.000380086,0.111546428
9,15038,226171520,80435,2811,-24,-40.688243146,-566.613316711,566.613316711,-1543.131152206,-1543.131152206,976.517835495,0.000e+00,3993.959668066,3211.118771405,1288.484828473,707.483373116,0.141867561,0.176453553,1.197632380,2.181155361,171795.816266,33790.056250,0.037676263,0.000307226,0.102608628
9,15039,226201599,80435,2812,-24,-40.688243146,-728.448031634,728.448031634,-1704.965867129,-1704.965867129,976.517835495,0.000e+00,3995.973458176,3217.412283409,1289.988102964,737.077542262,0.182295513,0.226408047,1.321691156,2.313143149,171861.676079,33406.781937,0.048434045,0.000394936,0.113362092
9,15040,226231680,80435,2812,-24,-40.688243146,-826.152163561,826.152163561,-1802.669999057,-1802.669999057,976.517835495,0.000e+00,3987.182300678,3211.450913378,1290.519857161,749.250928247,0.207202004,0.257251998,1.396855685,2.405962984,171879.190601,33059.918497,0.054926678,0.000447863,0.119850409
9,15041,226261763,80435,2812,-24,-40.688243146,-912.790797973,912.790797973,-1889.308633468,-1889.308633468,976.517835495,0.000e+00,3988.667633474,3213.374792033,1289.325712967,769.254261412,0.228846041,0.284059861,1.465346277,2.456026217,171877.583322,33104.511253,0.060682808,0.000494781,0.125602223
9,15042,226291848,80435,2813,-23,-40.688243146,-930.769560246,930.769560246,-1866.599152596,-1866.599152596,935.829592350,0.000e+00,3996.980950561,3217.243419685,1304.892197931,810.585248935,0.232868150,0.289306539,1.430462344,2.302779572,171935.094962,32683.754384,0.061873932,0.000504476,0.124084236
9,15043,226321935,80435,2813,-23,-40.688243146,-904.427335310,904.427335310,-1840.256927659,-1840.256927659,935.829592350,0.000e+00,3987.642010716,3203.949335460,1318.918899710,814.104677092,0.226807555,0.282285155,1.395276789,2.260467209,171952.416806,32491.198291,0.060118807,0.000490150,0.122324976
9,15044,226352024,80435,2814,-22,-40.688243146,-884.768767367,884.768767367,-1779.910116571,-1779.910116571,895.141349204,0.000e+00,3985.988462640,3203.967068158,1330.220728556,801.547840568,0.221969726,0.276147897,1.338056218,2.220591244,172025.817664,32841.414145,0.058808160,0.000479448,0.118305757
9,15045,226382115,80435,2814,-22,-40.688243146,-1063.361768950,1063.361768950,-1958.503118154,-1958.503118154,895.141349204,0.000e+00,3992.981783884,3208.886706063,1338.299252769,831.609259848,0.266307693,0.331380278,1.463426894,2.355076131,171996.216205,32679.716727,0.070674051,0.000576168,0.130167694
9,15046,226412208,80435,2814,-22,-40.688243146,-1032.072897111,1032.072897111,-1927.214246315,-1927.214246315,895.141349204,0.000e+00,3993.910740446,3217.426317308,1340.839568462,809.905242144,0.258411608,0.320775923,1.437319044,2.379555220,172000.923403,33384.113122,0.068589945,0.000559159,0.128079634
9,15047,226442303,80435,2815,-21,-40.688243146,-1020.818002738,1020.818002738,-1875.271108797,-1875.271108797,854.453106058,0.000e+00,3993.543129990,3218.193367817,1357.959616487,790.183085408,0.255617122,0.317202196,1.380947626,2.373210897,172050.986992,33600.179082,0.067837454,0.000553006,0.124619292
9,15048,226472400,80435,2815,-21,-40.688243146,-962.515132312,962.515132312,-1816.968238370,-1816.968238370,854.453106058,0.000e+00,3993.481527146,3214.547226729,1319.695893906,763.121836738,0.241021556,0.299424791,1.376808283,2.380967430,172081.253639,33143.063913,0.063958744,0.000521370,0.120736809
9,15049,226502499,80435,2815,-21,-40.688243146,-1063.427942814,1063.427942814,-1917.881048872,-1917.881048872,854.453106058,0.000e+00,3996.195625070,3216.304055376,1370.884031249,810.636885024,0.266110081,0.330636633,1.399010423,2.365894131,172078.416693,33934.606775,0.070659664,0.000575975,0.127433957
9,15050,226532600,80435,2816,-21,-40.688243146,-972.611243039,972.611243039,-1827.064349097,-1827.064349097,854.453106058,0.000e+00,3993.378140434,3211.452820097,1359.885125521,779.994082140,0.243556009,0.302857086,1.343543153,2.342407963,172117.072045,34450.816372,0.064621038,0.000526734,0.121391559
9,15051,226562703,80435,2816,-21,-40.688243146,-1174.946218847,1174.946218847,-2029.399324905,-2029.399324905,854.453106058,0.000e+00,3998.143859221,3220.250355181,1361.409635210,805.239571553,0.293872922,0.364861762,1.490660322,2.520242915,172114.814879,34060.648947,0.078059143,0.000636248,0.134825892
9,15052,226592808,80435,2817,-21,-40.688243146,-1280.254103123,1280.254103123,-2134.707209181,-2134.707209181,854.453106058,0.000e+00,4003.769614582,3228.364442766,1365.244420116,815.945362581,0.319762181,0.396564305,1.563608082,2.616237933,172160.318218,34225.419084,0.085049765,0.000693205,0.141812743
9,15053,226622915,80435,2817,-21,-40.688243146,-1057.524245108,1057.524245108,-1911.977351166,-1911.977351166,854.453106058,0.000e+00,3997.164141904,3219.138158192,1374.179117608,798.425119555,0.264568631,0.328511606,1.391359632,2.394685869,172184.328515,34359.051785,0.070248721,0.000572549,0.127007928
9,15054,226653024,80435,2817,-21,-40.688243146,-1025.079619711,1025.079619711,-1879.532725769,-1879.532725769,854.453106058,0.000e+00,3996.166380663,3216.769237324,1394.456855646,805.087907535,0.256515751,0.318667441,1.347860078,2.334568323,172133.633192,34537.654938,0.068088982,0.000554928,0.124844419
9,15055,226683135,80435,2818,-20,-40.688243146,-1026.382160152,1026.382160152,-1840.147023065,-1840.147023065,813.764862913,0.000e+00,4001.462323022,3226.928599690,1369.284863391,810.363429568,0.256501768,0.318067825,1.343874509,2.270767604,172243.530541,33691.649846,0.068170973,0.000555578,0.122220180
9,15056,226713248,80435,2818,-20,-40.688243146,-934.410630334,934.410630334,-1748.175493246,-1748.175493246,813.764862913,0.000e+00,3992.956791106,3216.331946547,1352.858664787,799.991875872,0.234014711,0.290520582,1.292208520,2.185241558,172243.831911,33615.698997,0.062058221,0.000505743,0.116103839
9,15057,226743363,80435,2818,-20,-40.688243146,-1067.358336295,1067.358336295,-1881.123199207,-1881.123199207,813.764862913,0.000e+00,3987.557690642,3211.347407126,1350.687669982,779.609467404,0.267672199,0.332370871,1.392715164,2.412904509,172273.056900,34061.145231,0.070883141,0.000577643,0.124925170
9,15058,226773480,80435,2819,-21,-40.688243146,-996.621436602,996.621436602,-1851.074542660,-1851.074542660,854.453106058,0.000e+00,3980.483013011,3202.201031438,1352.941619845,738.308949374,0.250377010,0.311230128,1.368185083,2.507181505,172334.518331,34121.188598,0.066181117,0.000539307,0.122921479
9,15059,226803599,80435,2819,-21,-40.688243146,-1046.453969791,1046.453969791,-1900.907075849,-1900.907075849,854.453106058,0.000e+00,3986.345218818,3212.048256018,1374.597691938,766.058698526,0.262509620,0.325790239,1.382882488,2.481411776,172301.133961,33829.534471,0.069485656,0.000566217,0.126222250
9,15060,226833720,80435,2820,-21,-40.688243146,-1255.479638168,1255.479638168,-2109.932744227,-2109.932744227,854.453106058,0.000e+00,3996.985279543,3222.904144498,1417.058251330,803.518392285,0.314106645,0.389549171,1.488952725,2.625867391,172353.143402,34685.252250,0.083359647,0.000679249,0.140092474
9,15061,226863843,80435,2820,-21,-40.688243146,-1104.438586996,1104.438586996,-1958.891693054,-1958.891693054,854.453106058,0.000e+00,3997.755064217,3224.227950006,1410.880609958,775.985881620,0.276264696,0.342543581,1.388417758,2.524390894,172336.041120,34806.582463,0.073326158,0.000597472,0.130055218
9,15062,226893968,80435,2820,-21,-40.688243146,-1082.902306250,1082.902306250,-1937.355412308,-1937.355412308,854.453106058,0.000e+00,3991.526501769,3212.033570145,1374.210115817,749.090581103,0.271300292,0.337139162,1.409795627,2.586276561,172353.324868,33972.149748,0.071891543,0.000585763,0.128616837
9,15063,226924095,80435,2821,-22,-40.688243146,-1110.208916314,1110.208916314,-2005.350265518,-2005.350265518,895.141349204,0.000e+00,3991.989532853,3212.333390107,1384.861181352,748.494169977,0.278109175,0.345608248,1.448051467,2.679179539,172406.420811,34685.993754,0.073699477,0.000600474,0.133122031
9,15064,226954224,80435,2821,-22,-40.688243146,-1168.738087125,1168.738087125,-2063.879436329,-2063.879436329,895.141349204,0.000e+00,3995.434632881,3220.085923989,1384.902301531,779.894781177,0.292518385,0.362952454,1.490270782,2.646356260,172392.916090,33547.919037,0.077579694,0.000632068,0.136998303
9,15065,226984355,80435,2821,-22,-40.688243146,-1070.172041664,1070.172041664,-1965.313390868,-1965.313390868,895.141349204,0.000e+00,3992.703809507,3212.589364605,1379.148687937,761.854943636,0.268031913,0.333118217,1.425019222,2.579642499,172440.385422,34390.016862,0.071032261,0.000578704,0.130446927
9,15066,227014488,80435,2822,-23,-40.688243146,-1127.674866883,1127.674866883,-2063.504459232,-2063.504459232,935.829592350,0.000e+00,3995.987309710,3215.062997714,1414.883627916,802.667401426,0.282201814,0.350747363,1.458426982,2.570808850,172470.460050,34647.720972,0.074844021,0.000609739,0.136955231
9,15067,227044623,80435,2822,-23,-40.688243146,-848.035596613,848.035596613,-1783.865188963,-1783.865188963,935.829592350,0.000e+00,3989.722982617,3204.978161255,1349.430858286,733.972358967,0.212555007,0.264599493,1.321938933,2.430425570,172511.892251,33791.069609,0.056280568,0.000458491,0.118387655
9,15068,227074760,80435,2823,-22,-40.688243146,-914.348360411,914.348360411,-1809.489709615,-1809.489709615,895.141349204,0.000e+00,3995.428049921,3212.736562096,1364.236775782,755.335054297,0.228848661,0.284601100,1.326375114,2.395611986,172516.954159,34482.199446,0.060677441,0.000494294,0.120080278
9,15069,227104899,80435,2823,-22,-40.688243146,-866.341609460,866.341609460,-1761.482958664,-1761.482958664,895.141349204,0.000e+00,3996.342432940,3214.281700274,1362.957960650,753.129149334,0.216783628,0.269528837,1.292397131,2.338885648,172534.318086,34246.681610,0.057487831,0.000468295,0.116886726
9,15070,227135040,80435,2823,-22,-40.688243146,-833.001305461,833.001305461,-1728.142654665,-1728.142654665,895.141349204,0.000e+00,3994.394802210,3210.279947243,1335.620254432,721.260053767,0.208542557,0.259479335,1.293887727,2.396004944,172558.400611,33390.330245,0.055271801,0.000450228,0.114666755
9,15071,227165183,80435,2824,-22,-40.688243146,-870.007059316,870.007059316,-1765.148408520,-1765.148408520,895.141349204,0.000e+00,3990.123732895,3207.545202231,1374.888170051,732.000248046,0.218040120,0.271237661,1.283848714,2.411404113,172618.953228,34400.606448,0.057723398,0.000470182,0.117114412
