k,n,x,y,K,MK,Ry,S_K,absS_K,E,SM_K,boundary_MK_Ry,identity_resid,sqrt_sumR2_all,sqrt_sumR2_sf,sqrt_Diag,sqrt_sumDelta2,c_all_K,c_sf_K,c_M_K,c_M_all_K,tri_absR,tri_absMDelta,absS_over_sqrtx,absS_over_x34,absE_over_sqrtx
8,10801,116683203,14937,7811,-2,-21.025554642,1576.144650276,1576.144650276,1534.093540992,1534.093540992,42.051109284,2.274e-13,3521.135810904,2795.838350058,1110.042427208,422.492181945,0.447623930,0.563746702,1.382013429,3.631057820,254574.605377,50589.603184,0.145912299,0.001403912,0.142019399
8,10802,116704808,14937,7812,-2,-21.025554642,1432.429622160,1432.429622160,1390.378512875,1390.378512875,42.051109284,0.000e+00,3526.539007937,2803.798531053,1104.865933729,419.347924037,0.406185674,0.510888927,1.258413777,3.315572662,254588.593783,50354.989291,0.132595541,0.001275724,0.128703001
8,10803,116726415,14937,7814,0,-21.025554642,1473.079125175,1473.079125175,1473.079125175,1473.079125175,-0.000000000,0.000e+00,3522.498332577,2798.801677827,1090.677082783,411.111674999,0.418191575,0.526324940,1.350609771,3.583160525,254651.439582,50363.737168,0.136345717,0.001311744,0.136345717
8,10804,116748024,14937,7815,-1,-21.025554642,1488.664598369,1488.664598369,1467.639043727,1467.639043727,21.025554642,0.000e+00,3523.431088338,2801.408548799,1119.335001178,414.773504740,0.422504247,0.531398606,1.311170509,3.538410788,254694.372406,51377.292600,0.137775530,0.001325439,0.135829621
8,10805,116769635,14937,7816,-1,-21.025554642,1237.178514449,1237.178514449,1216.152959806,1216.152959806,21.025554642,0.000e+00,3523.887551748,2799.902477366,1109.381234186,435.623400287,0.351083426,0.441864859,1.096244395,2.791753058,254742.812175,50272.988522,0.114489961,0.001101374,0.112544231
8,10806,116791248,14937,7818,-3,-21.025554642,1122.996875736,1122.996875736,1059.920211809,1059.920211809,63.076663926,0.000e+00,3522.604820799,2800.073914641,1124.144372901,436.863568019,0.318797291,0.401059726,0.942868405,2.426204173,254789.179524,51148.988544,0.103913841,0.000999588,0.098077192
8,10807,116812863,14937,7819,-2,-21.025554642,1022.493290793,1022.493290793,980.442181509,980.442181509,42.051109284,0.000e+00,3526.940737739,2807.897224322,1108.918027425,431.984994117,0.289909405,0.364149116,0.884143063,2.269620924,254814.441770,50705.284454,0.094605227,0.000910002,0.090714488
8,10808,116834480,14937,7821,-2,-21.025554642,913.448801883,913.448801883,871.397692599,871.397692599,42.051109284,0.000e+00,3527.675336726,2807.468465663,1109.617375769,420.571547212,0.258937888,0.325363869,0.785313669,2.071936864,254905.992031,50877.239479,0.084508170,0.000812842,0.080617790
8,10809,116856099,14937,7822,-1,-21.025554642,834.480893049,834.480893049,813.455338407,813.455338407,21.025554642,0.000e+00,3530.905587030,2810.719194361,1123.070925927,432.815502471,0.236336224,0.296892302,0.724313416,1.879450560,254928.734239,50832.148928,0.077195273,0.000742468,0.075250263
8,10810,116877720,14937,7824,-2,-21.025554642,859.445724090,859.445724090,817.394614805,817.394614805,42.051109284,0.000e+00,3533.533451953,2813.808837361,1120.342617801,444.501891276,0.243225580,0.305438562,0.729593431,1.838900196,254986.106208,50832.607136,0.079497339,0.000764574,0.075607679
8,10811,116899343,14937,7825,-2,-21.025554642,1052.237384278,1052.237384278,1010.186274993,1010.186274993,42.051109284,0.000e+00,3537.964553736,2814.628263575,1135.926595835,455.706545919,0.297413207,0.373845953,0.889305945,2.216747343,254990.198948,50634.314129,0.097321253,0.000935954,0.093431953
8,10812,116920968,14937,7827,0,-21.025554642,1192.763502647,1192.763502647,1192.763502647,1192.763502647,-0.000000000,0.000e+00,3539.522247461,2817.779285463,1146.223771670,439.513234649,0.336984321,0.423299124,1.040602657,2.713828410,255076.717353,50898.289453,0.110308287,0.001060804,0.110308287
8,10813,116942595,14937,7828,0,-21.025554642,1170.641364186,1170.641364186,1170.641364186,1170.641364186,-0.000000000,0.000e+00,3540.885018927,2819.157880492,1124.447666534,431.635780394,0.330606997,0.415245053,1.041081234,2.712104551,255100.320171,50273.496611,0.108252392,0.001040985,0.108252392
8,10814,116964224,14937,7829,-1,-21.025554642,1264.088992088,1264.088992088,1243.063437446,1243.063437446,21.025554642,0.000e+00,3549.024848927,2825.505859173,1109.587038275,425.715669399,0.356179245,0.447385019,1.120293762,2.919938181,255093.824404,49967.470088,0.116882940,0.001123926,0.114938830
8,10815,116985855,14937,7831,0,-21.025554642,1191.677595487,1191.677595487,1191.677595487,1191.677595487,-0.000000000,0.000e+00,3546.924338718,2822.277271405,1111.362217665,412.457252235,0.335974913,0.422239731,1.072267508,2.889214795,255184.665474,50083.681385,0.110177293,0.001059397,0.110177293
8,10816,117007488,14937,7832,0,-21.025554642,1358.034063378,1358.034063378,1358.034063378,1358.034063378,-0.000000000,0.000e+00,3543.599021839,2817.387691087,1131.772583302,412.174009073,0.383235816,0.482018881,1.199917796,3.294807614,255243.559571,50564.940826,0.125546276,0.001207120,0.125546276
8,10817,117029123,14937,7834,0,-21.025554642,1329.205512671,1329.205512671,1329.205512671,1329.205512671,-0.000000000,0.000e+00,3540.076569008,2815.308695204,1133.516981307,406.547858925,0.375473662,0.472134908,1.172638376,3.269493329,255308.597331,50630.678495,0.122869802,0.001181331,0.122869802
8,10818,117050760,14937,7835,1,-21.025554642,1280.833654058,1280.833654058,1301.859208700,1301.859208700,-21.025554642,0.000e+00,3538.701368018,2814.736217540,1114.138296139,400.264420274,0.361950196,0.455045715,1.168489777,3.252497956,255334.220669,50693.126230,0.118387435,0.001138183,0.120330827
8,10819,117072399,14937,7837,2,-21.025554642,1178.990023627,1178.990023627,1221.041132911,1221.041132911,-42.051109284,0.000e+00,3540.906519652,2818.950104344,1099.418075314,391.996042368,0.332962765,0.418237280,1.110624939,3.114932298,255391.804502,50036.622893,0.108963958,0.001047537,0.112850382
8,10820,117094040,14937,7838,3,-21.025554642,1303.585434200,1303.585434200,1366.662098127,1366.662098127,-63.076663926,0.000e+00,3542.323216644,2820.207702443,1127.355847289,392.844518012,0.368002961,0.462230294,1.212272151,3.478888047,255427.170889,50893.269873,0.120468112,0.001158080,0.126297209
8,10821,117115683,14937,7840,3,-21.025554642,1152.895564476,1152.895564476,1215.972228402,1215.972228402,-63.076663926,0.000e+00,3541.369386173,2819.846549913,1122.039134845,395.864204919,0.325550780,0.408850462,1.083716415,3.071690275,255504.032122,49815.120482,0.106532579,0.001024068,0.112361138
8,10822,117137328,14937,7841,2,-21.025554642,969.969030695,969.969030695,1012.020139979,1012.020139979,-42.051109284,0.000e+00,3543.001823610,2822.235853553,1119.861228361,400.144026682,0.273770401,0.343688154,0.903701382,2.529139691,255513.297940,50138.919859,0.089621088,0.000861463,0.093506435
8,10823,117158975,14937,7843,0,-21.025554642,1040.670704438,1040.670704438,1040.670704438,1040.670704438,-0.000000000,0.000e+00,3539.181370353,2821.011478218,1121.629131471,396.553757433,0.294042773,0.368899848,0.927820681,2.624286581,255580.627400,50283.755421,0.096144744,0.000924127,0.096144744
8,10824,117180624,14937,7844,0,-21.025554642,1141.543675247,1141.543675247,1141.543675247,1141.543675247,-0.000000000,0.000e+00,3542.814083876,2823.338936297,1120.718359685,392.056147484,0.322213824,0.404323994,1.018582113,2.911684162,255609.908773,50439.560553,0.105454382,0.001013563,0.105454382
8,10825,117202275,14937,7845,-1,-21.025554642,1077.710184046,1077.710184046,1056.684629404,1056.684629404,21.025554642,0.000e+00,3540.484077904,2821.090228560,1132.232616078,394.364789483,0.304396280,0.382019041,0.933275207,2.679459875,255651.589614,50621.116914,0.099548327,0.000956753,0.097606192
8,10826,117223928,14937,7847,-1,-21.025554642,1153.175110046,1153.175110046,1132.149555404,1132.149555404,21.025554642,0.000e+00,3535.980603731,2818.100572011,1116.621245769,380.362406980,0.326125972,0.409202965,1.013906515,2.976502237,255727.514388,50809.977676,0.106509201,0.001023607,0.104567245
8,10827,117245583,14937,7848,-1,-21.025554642,1074.230246563,1074.230246563,1053.204691921,1053.204691921,21.025554642,0.000e+00,3536.577693877,2817.434662909,1108.074229770,382.177354167,0.303748522,0.381279559,0.950482074,2.755800888,255762.026582,50099.763389,0.099208557,0.000953400,0.097266780
8,10828,117267240,14937,7850,0,-21.025554642,1034.976497287,1034.976497287,1034.976497287,1034.976497287,-0.000000000,0.000e+00,3542.319766114,2820.794612627,1149.409893170,398.693108922,0.292174780,0.366909555,0.900441612,2.595922714,255820.453189,50812.771123,0.095574522,0.000918434,0.095574522
8,10829,117288899,14937,7851,1,-21.025554642,910.976541268,910.976541268,932.002095910,932.002095910,-21.025554642,0.000e+00,3532.300968322,2809.884158730,1137.325864669,392.757701770,0.257898902,0.324204305,0.819467951,2.372969624,255882.477062,50532.028527,0.084116024,0.000808285,0.086057442
8,10830,117310560,14937,7853,0,-21.025554642,1000.974611147,1000.974611147,1000.974611147,1000.974611147,-0.000000000,0.000e+00,3534.679095680,2812.036923804,1151.965461838,383.679483626,0.283186842,0.355960693,0.868927624,2.608882293,255917.304125,50891.608490,0.092417562,0.000888015,0.092417562
8,10831,117332223,14937,7854,-1,-21.025554642,1086.911559050,1086.911559050,1065.886004408,1065.886004408,21.025554642,0.000e+00,3539.602872484,2818.975300835,1134.414585330,380.585665449,0.307071612,0.385569735,0.939591238,2.800646743,255961.477504,50687.810830,0.100342648,0.000964120,0.098401589
8,10832,117353888,14937,7856,0,-21.025554642,1029.314921132,1029.314921132,1029.314921132,1029.314921132,-0.000000000,0.000e+00,3547.090711586,2827.834717942,1105.114229747,390.494698959,0.290185677,0.363994018,0.931410431,2.635925466,255991.264981,49679.211574,0.095016609,0.000912904,0.095016609
8,10833,117375555,14937,7857,0,-21.025554642,983.406740937,983.406740937,983.406740937,983.406740937,-0.000000000,0.000e+00,3539.545188355,2816.798913143,1105.197176343,390.527176351,0.277834210,0.349122096,0.889802075,2.518151874,256057.555038,50594.034999,0.090770421,0.000872067,0.090770421
8,10834,117397224,14937,7858,1,-21.025554642,986.444632985,986.444632985,1007.470187627,1007.470187627,-21.025554642,0.000e+00,3543.457450414,2823.340192823,1092.292920021,375.475799097,0.278384783,0.349389222,0.922344336,2.683182751,256080.923621,49876.608974,0.091042422,0.000874640,0.092982943
8,10835,117418895,14937,7860,2,-21.025554642,826.462025282,826.462025282,868.513134567,868.513134567,-42.051109284,0.000e+00,3547.949807631,2832.452138071,1086.106495330,388.636049143,0.232940732,0.291783227,0.799657435,2.234772447,256129.128358,50106.562149,0.076270028,0.000732689,0.080150714
8,10836,117440568,14937,7861,3,-21.025554642,776.026038475,776.026038475,839.102702401,839.102702401,-63.076663926,0.000e+00,3544.598126202,2828.040469251,1094.074483158,386.862426153,0.218932023,0.274404149,0.766952082,2.168995089,256172.525204,50079.988180,0.071608936,0.000687880,0.077429428
8,10837,117462243,14937,7863,5,-21.025554642,765.682397656,765.682397656,870.810170866,870.810170866,-105.127773211,0.000e+00,3540.292599857,2824.919616540,1052.499104533,364.815141458,0.216276586,0.271045729,0.827373788,2.386990209,256239.650850,49049.831025,0.070647943,0.000678617,0.080347866
8,10838,117483920,14937,7864,5,-21.025554642,700.141619024,700.141619024,805.269392234,805.269392234,-105.127773211,0.000e+00,3543.230439974,2826.937601392,1076.321534569,377.827260835,0.197599798,0.247667872,0.748168058,2.131316280,256265.969730,49558.028761,0.064594669,0.000620443,0.074293698
8,10839,117505599,14937,7866,5,-21.025554642,612.884491572,612.884491572,718.012264782,718.012264782,-105.127773211,0.000e+00,3542.956744032,2826.028397048,1109.958157244,406.525404030,0.172986727,0.216871314,0.646882281,1.766217456,256342.883246,50104.518783,0.056539160,0.000543044,0.066237294
8,10840,117527280,14937,7867,4,-21.025554642,767.739390415,767.739390415,851.841608983,851.841608983,-84.102218569,0.000e+00,3552.597219419,2839.956065888,1097.737472464,398.149633214,0.216106511,0.270334953,0.775997568,2.139501177,256354.052489,50031.768654,0.070818134,0.000680158,0.078575926
8,10841,117548963,14937,7869,3,-21.025554642,660.075740343,660.075740343,723.152404269,723.152404269,-63.076663926,0.000e+00,3550.384674576,2835.598134607,1100.507650122,386.260884713,0.185916683,0.232781836,0.657108021,1.872186475,256404.739203,50431.645629,0.060881364,0.000584695,0.066699171
8,10842,117570648,14937,7870,2,-21.025554642,641.778871152,641.778871152,683.829980436,683.829980436,-42.051109284,0.000e+00,3546.479476254,2830.229369456,1105.993915299,394.087876213,0.180962240,0.226758608,0.618294523,1.735222070,256455.833178,49979.906129,0.059188313,0.000568409,0.063066493
8,10843,117592335,14937,7872,3,-21.025554642,700.335081470,700.335081470,763.411745396,763.411745396,-63.076663926,0.000e+00,3539.223992236,2819.492695630,1102.914779782,369.527976658,0.197878146,0.248390458,0.692176548,2.065910550,256562.541947,50007.892935,0.064582726,0.000620186,0.070399460
8,10844,117614024,14937,7873,2,-21.025554642,602.900214470,602.900214470,644.951323754,644.951323754,-42.051109284,0.000e+00,3540.765815838,2818.616638471,1113.815476385,382.372236282,0.170273959,0.213899331,0.579046833,1.686710651,256591.919694,50220.807238,0.055592459,0.000533828,0.059469924
8,10845,117635715,14937,7874,1,-21.025554642,651.018173706,651.018173706,672.043728348,672.043728348,-21.025554642,0.000e+00,3543.053487893,2821.552796705,1111.149914003,398.255096528,0.183744947,0.230730460,0.604818234,1.687470504,256617.634154,49496.104195,0.060023804,0.000576353,0.061962358
8,10846,117657408,14937,7876,1,-21.025554642,652.681820065,652.681820065,673.707374707,673.707374707,-21.025554642,0.000e+00,3538.604322567,2815.792899152,1092.245987786,391.669855928,0.184446115,0.231793262,0.616809201,1.720089929,256697.557160,50067.853788,0.060171644,0.000577746,0.062110019
8,10847,117679103,14937,7877,0,-21.025554642,719.094029414,719.094029414,719.094029414,719.094029414,-0.000000000,0.000e+00,3542.553731418,2818.141883138,1086.328264237,392.915545793,0.202987473,0.255166013,0.661949112,1.830149092,256701.336242,49616.399436,0.066288167,0.000636445,0.066288167
8,10848,117700800,14937,7879,0,-21.025554642,661.762982164,661.762982164,661.762982164,661.762982164,-0.000000000,0.000e+00,3542.331410574,2819.765480196,1094.702254402,397.833864717,0.186815660,0.234687241,0.604514131,1.663415412,256780.050604,49946.488987,0.060997602,0.000585623,0.060997602
8,10849,117722499,14937,7880,0,-21.025554642,634.736686715,634.736686715,634.736686715,634.736686715,-0.000000000,0.000e+00,3551.077229962,2825.474778576,1098.411048149,427.486253326,0.178744827,0.224647798,0.577868083,1.484811925,256764.353064,50312.225485,0.058501077,0.000561628,0.058501077
8,10850,117744200,14937,7882,-2,-21.025554642,533.728615344,533.728615344,491.677506060,491.677506060,42.051109284,0.000e+00,3544.904263584,2818.010050338,1092.482659938,431.553670324,0.150562209,0.189399117,0.450055204,1.139319486,256848.694280,50860.691346,0.049187044,0.000472189,0.045311723
8,10851,117765903,14937,7883,-3,-21.025554642,604.083359141,604.083359141,541.006695214,541.006695214,63.076663926,0.000e+00,3551.539902049,2828.329922462,1079.155086076,439.743525088,0.170090545,0.213583060,0.501324325,1.230277797,256898.444236,49556.187644,0.055665625,0.000534358,0.049853179
8,10852,117787608,14937,7885,-4,-21.025554642,593.454958934,593.454958934,509.352740366,509.352740366,84.102218569,0.000e+00,3547.895194980,2822.319654008,1082.732113968,421.468470374,0.167269586,0.210272057,0.470432837,1.208519204,256959.522925,50450.758358,0.054681191,0.000524884,0.046931977
8,10853,117809315,14937,7886,-3,-21.025554642,661.298623373,661.298623373,598.221959447,598.221959447,63.076663926,0.000e+00,3545.649469786,2816.683777615,1058.309036362,397.183096129,0.186509870,0.234779150,0.565262073,1.506161680,256974.197544,49673.207257,0.060926721,0.000584807,0.055115346
8,10854,117831024,14937,7888,-4,-21.025554642,773.493626839,773.493626839,689.391408270,689.391408270,84.102218569,0.000e+00,3539.635738884,2810.788644952,1052.518234864,359.483639811,0.218523510,0.275187403,0.654992365,1.917726795,257051.125611,50103.715308,0.071256898,0.000683931,0.063509112
8,10855,117852735,14937,7889,-4,-21.025554642,715.594817973,715.594817973,631.492599405,631.492599405,84.102218569,0.000e+00,3534.594403950,2802.928603601,1067.068115829,381.893191546,0.202454578,0.255302549,0.591801582,1.653584336,257124.245784,50119.529924,0.065916988,0.000632648,0.058169915
8,10856,117874448,14937,7890,-3,-21.025554642,575.056388612,575.056388612,511.979724685,511.979724685,63.076663926,0.000e+00,3539.580201226,2807.975584459,1067.554144592,411.949650679,0.162464574,0.204793942,0.479581975,1.242821116,257149.235395,49414.424279,0.052966417,0.000508330,0.047156648
8,10857,117896163,14937,7892,-2,-21.025554642,579.467955699,579.467955699,537.416846415,537.416846415,42.051109284,0.000e+00,3543.880406886,2811.612151536,1067.887034338,413.048577762,0.163512277,0.206098112,0.503252525,1.301098407,257197.024195,49667.190813,0.053367836,0.000512159,0.049495013
8,10858,117917880,14937,7893,-2,-21.025554642,681.534108827,681.534108827,639.482999543,639.482999543,42.051109284,0.000e+00,3541.261254834,2809.238070127,1081.295418547,398.818364993,0.192455190,0.242604611,0.591404521,1.603444213,257263.738561,50459.964134,0.062762143,0.000602286,0.058889677
8,10859,117939599,14937,7895,0,-21.025554642,760.150537327,760.150537327,760.150537327,760.150537327,-0.000000000,0.000e+00,3546.162420518,2815.807483328,1065.172320903,396.860744954,0.214358635,0.269958277,0.713640903,1.915408735,257285.872046,49981.614591,0.069995446,0.000671668,0.069995446
8,10860,117961320,14937,7896,0,-21.025554642,620.141947037,620.141947037,620.141947037,620.141947037,-0.000000000,0.000e+00,3541.237644842,2813.495362454,1073.551966938,395.864922976,0.175120116,0.220416907,0.577654335,1.566549373,257359.134651,50438.126552,0.057098053,0.000547881,0.057098053
8,10861,117983043,14937,7898,0,-21.025554642,610.578244641,610.578244641,610.578244641,610.578244641,-0.000000000,0.000e+00,3548.949761131,2822.810975257,1074.884361890,416.841146084,0.172044770,0.216301499,0.568040867,1.464774412,257379.322524,49759.780628,0.056212323,0.000539357,0.056212323
8,10862,118004768,14937,7899,1,-21.025554642,595.672142462,595.672142462,616.697697104,616.697697104,-21.025554642,0.000e+00,3545.848672286,2819.041884487,1081.181211251,421.055557572,0.167991417,0.211303048,0.570392540,1.464646852,257426.399828,50328.627880,0.054834958,0.000526117,0.056770478
8,10863,118026495,14937,7901,0,-21.025554642,592.892310471,592.892310471,592.892310471,592.892310471,-0.000000000,0.000e+00,3552.390965541,2822.505456874,1061.746445437,415.334635033,0.166899510,0.210058871,0.558412334,1.427505102,257502.639983,49921.037758,0.054574035,0.000523590,0.054574035
8,10864,118048224,14937,7902,0,-21.025554642,733.862347328,733.862347328,733.862347328,733.862347328,-0.000000000,0.000e+00,3547.962206820,2818.601988277,1077.363260900,423.785511015,0.206840520,0.260363950,0.681165187,1.731683430,257505.049782,50212.976818,0.067543705,0.000647993,0.067543705
8,10865,118069955,14937,7904,1,-21.025554642,745.000825131,745.000825131,766.026379773,766.026379773,-21.025554642,0.000e+00,3546.880648288,2816.486701665,1097.248433649,416.518225002,0.210043951,0.264514235,0.698133947,1.839118516,257580.971623,50561.439029,0.068562565,0.000657737,0.070497550
8,10866,118091688,14937,7905,2,-21.025554642,573.014107779,573.014107779,615.065217063,615.065217063,-42.051109284,0.000e+00,3543.454728559,2813.046930037,1097.056945179,419.331605602,0.161710577,0.203698737,0.560650219,1.466775241,257648.931048,50401.714403,0.052729742,0.000505826,0.056599358
8,10867,118113423,14937,7906,1,-21.025554642,532.822740130,532.822740130,553.848294772,553.848294772,-21.025554642,0.000e+00,3549.429833951,2823.539733681,1077.852460935,400.942603694,0.150115023,0.188707364,0.513844255,1.381365536,257635.439593,49834.372848,0.049026752,0.000470282,0.050961382
8,10868,118135160,14937,7908,0,-21.025554642,521.704925300,521.704925300,521.704925300,521.704925300,-0.000000000,0.000e+00,3554.501551171,2828.217820226,1087.833347275,414.173311040,0.146773019,0.184464196,0.479581663,1.259629511,257722.148450,49706.494175,0.047999349,0.000460406,0.047999349
8,10869,118156899,14937,7909,1,-21.025554642,442.926719249,442.926719249,463.952273892,463.952273892,-21.025554642,0.000e+00,3550.804568169,2825.487659372,1078.676008547,405.956020511,0.124739819,0.156761159,0.430112722,1.142863390,257753.313257,49629.251369,0.040747628,0.000390830,0.042681902
8,10870,118178640,14937,7911,2,-21.025554642,469.278016969,469.278016969,511.329126253,511.329126253,-42.051109284,0.000e+00,3546.003731838,2816.710808205,1069.458823974,392.855303782,0.132339967,0.166604969,0.478119508,1.301571142,257847.027245,50274.377942,0.043167880,0.000414024,0.047036071
8,10871,118200383,14937,7912,2,-21.025554642,544.236869985,544.236869985,586.287979269,586.287979269,-42.051109284,0.000e+00,3543.148553822,2815.042640574,1074.743635087,392.369005207,0.153602611,0.193331661,0.545514260,1.494226026,257872.316023,49862.831781,0.050058579,0.000480091,0.053926415
8,10872,118222128,14937,7914,2,-21.025554642,432.956132448,432.956132448,475.007241732,475.007241732,-42.051109284,0.000e+00,3549.091747986,2823.635562127,1095.779396348,415.592771747,0.121990685,0.153332866,0.433488021,1.142963194,257923.762308,50091.097022,0.039819381,0.000381874,0.043686861
8,10873,118243875,14937,7915,3,-21.025554642,380.116898434,380.116898434,443.193562360,443.193562360,-63.076663926,0.000e+00,3550.038165064,2822.650558885,1103.473246045,431.170791042,0.107074032,0.134666651,0.401635077,1.027884012,257963.436717,50313.583490,0.034956493,0.000335223,0.040757179
8,10874,118265624,14937,7917,4,-21.025554642,336.855539220,336.855539220,420.957757789,420.957757789,-84.102218569,0.000e+00,3552.742703317,2824.290489768,1106.648188292,450.141745456,0.094815630,0.119270854,0.380389868,0.935167116,258032.295454,50473.370325,0.030975222,0.000297030,0.038708760
8,10875,118287375,14937,7918,3,-21.025554642,400.277074877,400.277074877,463.353738803,463.353738803,-63.076663926,0.000e+00,3554.299193508,2827.574168220,1085.732662753,438.782081693,0.112617721,0.141562007,0.426765957,1.055999682,258047.956082,50122.723333,0.036803703,0.000352904,0.042603323
8,10876,118309128,14937,7920,2,-21.025554642,417.919715174,417.919715174,459.970824458,459.970824458,-42.051109284,0.000e+00,3550.465605518,2823.295254803,1098.657240222,414.201593802,0.117708425,0.148025508,0.418666357,1.110499890,258104.751244,50136.591438,0.038422333,0.000368408,0.042288391
8,10877,118330883,14937,7921,2,-21.025554642,332.343557792,332.343557792,374.394667076,374.394667076,-42.051109284,0.000e+00,3552.377272548,2826.086160855,1107.426065611,439.770344428,0.093555254,0.117598523,0.338076445,0.851341324,258164.336657,50029.067347,0.030551899,0.000292930,0.034417601
8,10878,118352640,14937,7922,1,-21.025554642,176.970154774,176.970154774,197.995709416,197.995709416,-21.025554642,0.000e+00,3555.120422213,2828.431385531,1108.036766089,450.857841165,0.049778948,0.062568304,0.178690559,0.439153301,258200.715714,50142.483671,0.016267134,0.000155961,0.018199808
8,10879,118374399,14937,7924,0,-21.025554642,187.038644181,187.038644181,187.038644181,187.038644181,-0.000000000,0.000e+00,3559.334222721,2835.269401359,1099.070760660,448.029986415,0.052548772,0.065968562,0.170178892,0.417469031,258224.505132,50340.440975,0.017191052,0.000164812,0.017191052
8,10880,118396160,14937,7925,0,-21.025554642,230.396879801,230.396879801,230.396879801,230.396879801,-0.000000000,0.000e+00,3558.092605013,2834.369464610,1074.676856891,419.511176243,0.064752918,0.081286820,0.214387123,0.549203199,258264.300823,50047.046526,0.021174238,0.000202989,0.021174238
8,10881,118417923,14937,7927,-2,-21.025554642,309.245306406,309.245306406,267.194197122,267.194197122,42.051109284,0.000e+00,3558.557947928,2832.345030475,1062.854502583,414.374090179,0.086901861,0.109183487,0.251393014,0.644813958,258323.368642,49983.988035,0.028418058,0.000272421,0.024553777
8,10882,118439688,14937,7928,-2,-21.025554642,365.346150801,365.346150801,323.295041517,323.295041517,42.051109284,0.000e+00,3556.451496699,2830.399362653,1091.075455798,417.831330997,0.102727719,0.129079364,0.296308601,0.773745331,258353.207190,50813.000162,0.033570353,0.000321797,0.029706427
8,10883,118461455,14937,7930,-1,-21.025554642,478.315283282,478.315283282,457.289728640,457.289728640,21.025554642,0.000e+00,3556.202884992,2830.256996872,1108.439109217,443.779230938,0.134501686,0.169000654,0.412552864,1.030444187,258447.017284,50707.199728,0.043946645,0.000421242,0.042014859
8,10884,118483224,14937,7931,-2,-21.025554642,587.472670986,587.472670986,545.421561702,545.421561702,42.051109284,0.000e+00,3556.690412358,2831.581122579,1090.267674263,419.021784673,0.165173969,0.207471602,0.500263903,1.301654429,258479.532878,50468.158108,0.053970847,0.000517303,0.050107631
8,10885,118504995,14937,7933,-3,-21.025554642,546.508408310,546.508408310,483.431744384,483.431744384,63.076663926,0.000e+00,3559.096573028,2835.319031229,1066.691857385,432.538454885,0.153552565,0.192750235,0.453206557,1.117661884,258511.669294,50252.445122,0.050202867,0.000481165,0.044408575
8,10886,118526768,14937,7934,-2,-21.025554642,599.263942661,599.263942661,557.212833376,557.212833376,42.051109284,0.000e+00,3562.287689877,2835.967924303,1062.779390044,448.442915887,0.168224466,0.211308435,0.524297741,1.242550197,258579.855608,50101.191809,0.055043992,0.000527541,0.051181486
8,10887,118548543,14937,7936,-2,-21.025554642,314.764899895,314.764899895,272.713790611,272.713790611,42.051109284,0.000e+00,3567.453312114,2839.639294140,1096.222756482,476.337273014,0.088232381,0.110846790,0.248775889,0.572522467,258623.287074,50753.685263,0.028909341,0.000277054,0.025047189
8,10888,118570320,14937,7937,-3,-21.025554642,222.685953059,222.685953059,159.609289132,159.609289132,63.076663926,0.000e+00,3562.671722403,2838.002786002,1089.568854627,482.468153802,0.062505325,0.078465727,0.146488483,0.330818289,258662.646539,50379.180619,0.020450542,0.000195980,0.014657846
8,10889,118592099,14937,7938,-3,-21.025554642,376.481946616,376.481946616,313.405282690,313.405282690,63.076663926,0.000e+00,3561.477414205,2835.451506562,1091.926415384,451.224150261,0.105709486,0.132776719,0.287020516,0.694566730,258694.267215,51211.367449,0.034571345,0.000331285,0.028779181
8,10890,118613880,14937,7940,-2,-21.025554642,420.532596829,420.532596829,378.481487545,378.481487545,42.051109284,0.000e+00,3565.798978301,2838.059555746,1084.877567536,449.487603830,0.117935026,0.148176100,0.348870231,0.842028755,258749.786831,50392.806574,0.038612855,0.000369997,0.034751767
8,10891,118635663,14937,7941,-1,-21.025554642,334.408761722,334.408761722,313.383207080,313.383207080,21.025554642,0.000e+00,3569.597867628,2842.725021396,1066.768232695,463.491529662,0.093682475,0.117636690,0.293768785,0.676135780,258770.484307,50102.126182,0.030702237,0.000294182,0.028771870
8,10892,118657448,14937,7943,-1,-21.025554642,453.514441940,453.514441940,432.488887298,432.488887298,21.025554642,0.000e+00,3569.439284140,2843.490442665,1065.425587730,459.477009886,0.127054813,0.159492163,0.405930637,0.941263389,258847.350131,49849.929018,0.041633567,0.000398905,0.039703377
8,10893,118679235,14937,7944,-1,-21.025554642,294.062402951,294.062402951,273.036848309,273.036848309,21.025554642,0.000e+00,3559.396564953,2831.002625208,1061.006384195,442.906829451,0.082615802,0.103872176,0.257337611,0.616465654,258897.652293,49771.113348,0.026993061,0.000258618,0.025063048
8,10894,118701024,14937,7946,-3,-21.025554642,485.318682513,485.318682513,422.242018587,422.242018587,63.076663926,0.000e+00,3556.336932869,2828.195778981,1061.014047336,421.123890247,0.136465889,0.171600101,0.397960818,1.002655105,258962.181799,49697.621613,0.044545083,0.000426762,0.038755578
8,10895,118722815,14937,7947,-3,-21.025554642,690.027073157,690.027073157,626.950409231,626.950409231,63.076663926,0.000e+00,3558.246377349,2830.803442384,1074.073066558,417.671847556,0.193923354,0.243756618,0.583712998,1.501059774,258997.628582,50597.526515,0.063328476,0.000606688,0.057539502
