k,n,x,K,Kext,Kprime,Kprime_over_K,S,sqrt_sumR2_all,sqrt_sumR2_sf,c_all,c_sf
6,404,164024,229,8150,4,0.017467,18.651844559,74.313038652,65.127118158,0.250990202,0.286391369
6,404,164024,229,8150,4,0.017467,18.651844559,74.313038652,65.127118158,0.250990202,0.286391369
6,404,164024,229,8150,4,0.017467,18.651844559,74.313038652,65.127118158,0.250990202,0.286391369
6,404,164024,229,8150,4,0.017467,18.651844559,74.313038652,65.127118158,0.250990202,0.286391369
6,404,164024,229,8150,4,0.017467,18.651844559,74.313038652,65.127118158,0.250990202,0.286391369
6,404,164024,229,8150,5,0.021834,46.312078656,79.293860191,70.757544261,0.584056301,0.654517891
6,404,164024,229,8150,5,0.021834,46.312078656,79.293860191,70.757544261,0.584056301,0.654517891
6,404,164024,229,8150,5,0.021834,46.312078656,79.293860191,70.757544261,0.584056301,0.654517891
6,404,164024,229,8150,5,0.021834,46.312078656,79.293860191,70.757544261,0.584056301,0.654517891
6,404,164024,229,8150,6,0.026201,20.931678797,83.256717213,75.171768417,0.251411291,0.278451329
6,404,164024,229,8150,6,0.026201,20.931678797,83.256717213,75.171768417,0.251411291,0.278451329
6,404,164024,229,8150,6,0.026201,20.931678797,83.256717213,75.171768417,0.251411291,0.278451329
6,404,164024,229,8150,7,0.030568,43.230605607,86.191200815,78.409418463,0.501566345,0.551344551
6,404,164024,229,8150,7,0.030568,43.230605607,86.191200815,78.409418463,0.501566345,0.551344551
6,404,164024,229,8150,7,0.030568,43.230605607,86.191200815,78.409418463,0.501566345,0.551344551
6,404,164024,229,8150,8,0.034934,43.230605607,89.826079736,78.409418463,0.481270091,0.551344551
6,404,164024,229,8150,8,0.034934,43.230605607,89.826079736,78.409418463,0.481270091,0.551344551
6,404,164024,229,8150,9,0.039301,43.230605607,91.897797363,78.409418463,0.470420476,0.551344551
6,404,164024,229,8150,9,0.039301,43.230605607,91.897797363,78.409418463,0.470420476,0.551344551
6,404,164024,229,8150,10,0.043668,22.533529526,94.199650310,81.095042154,0.239210331,0.277865686
6,404,164024,229,8150,10,0.043668,22.533529526,94.199650310,81.095042154,0.239210331,0.277865686
6,404,164024,229,8150,11,0.048035,42.853773395,96.366417539,83.602142155,0.444696135,0.512591810
6,404,164024,229,8150,11,0.048035,42.853773395,96.366417539,83.602142155,0.444696135,0.512591810
6,404,164024,229,8150,12,0.052402,42.853773395,99.165128895,83.602142155,0.432145593,0.512591810
6,404,164024,229,8150,12,0.052402,42.853773395,99.165128895,83.602142155,0.432145593,0.512591810
6,404,164024,229,8150,13,0.056769,61.420266377,100.888242379,85.638967968,0.608795088,0.717199983
6,404,164024,229,8150,14,0.061135,36.642021271,103.886471116,89.151524188,0.352712157,0.411008355
6,404,164024,229,8150,15,0.065502,17.638779634,105.610236595,91.154360608,0.167017708,0.193504507
6,404,164024,229,8150,15,0.065502,17.638779634,105.610236595,91.154360608,0.167017708,0.193504507
6,404,164024,229,8150,16,0.069869,17.638779634,106.861682270,91.154360608,0.165061781,0.193504507
6,404,164024,229,8150,17,0.074236,33.437903078,108.023291189,92.513403134,0.309543458,0.361438472
6,404,164024,229,8150,18,0.078603,33.437903078,109.544978474,92.513403134,0.305243595,0.361438472
6,404,164024,229,8150,19,0.082969,53.830918832,111.427004808,94.734391068,0.483104782,0.568229956
6,404,164024,229,8150,20,0.087336,53.830918832,113.155843099,94.734391068,0.475723722,0.568229956
6,404,164024,229,8150,21,0.091703,36.630013147,114.455738099,96.283311157,0.320036494,0.380439899
6,404,164024,229,8150,22,0.096070,15.138011439,116.456095252,98.652836476,0.129989001,0.153447300
6,404,164024,229,8150,23,0.100437,29.203292399,117.302405132,99.650460477,0.248957320,0.293057275
6,404,164024,229,8150,24,0.104803,29.203292399,118.196424633,99.650460477,0.247074245,0.293057275
6,404,164024,229,8150,26,0.113537,14.533369349,120.228028423,100.724480220,0.120881707,0.144288353
6,404,164024,229,8150,27,0.117904,14.533369349,121.270681848,100.724480220,0.119842398,0.144288353
6,404,164024,229,8150,28,0.122271,14.533369349,121.967911878,100.724480220,0.119157319,0.144288353
6,404,164024,229,8150,30,0.131004,47.000810099,124.112149524,103.310575679,0.378696286,0.454946745
6,404,164024,229,8150,31,0.135371,63.287727051,125.176233061,104.586513045,0.505589004,0.605123215
6,404,164024,229,8150,33,0.144105,48.576501255,126.695114802,105.616091934,0.383412583,0.459934659
6,404,164024,229,8150,35,0.152838,21.820567247,128.100104379,107.297453384,0.170339965,0.203365192
6,404,164024,229,8150,37,0.161572,36.018808046,129.623661586,108.232774816,0.277872169,0.332790212
6,404,164024,229,8150,38,0.165939,23.776534592,130.200487335,108.922939750,0.182614790,0.218287669
6,404,164024,229,8150,40,0.174672,9.816369805,131.438354948,109.813901691,0.074684211,0.089390957
6,404,164024,229,8150,43,0.187773,50.811309541,133.556715085,112.340767300,0.380447434,0.452296266
6,404,164024,229,8150,45,0.196507,50.811309541,134.494412035,112.340767300,0.377794949,0.452296266
6,404,164024,229,8150,47,0.205240,53.506909939,135.928309286,114.053524252,0.393640664,0.469138593
6,404,164024,229,8150,50,0.218341,53.506909939,137.941451665,114.053524252,0.387895801,0.469138593
6,404,164024,229,8150,52,0.227074,38.933074101,139.505829005,114.980881390,0.279078476,0.338604763
6,404,164024,229,8150,55,0.240175,39.900105064,140.820567467,116.020557155,0.283340039,0.343905477
6,404,164024,229,8150,58,0.253275,19.438380830,141.902970307,116.919302898,0.136983608,0.166254676
6,404,164024,229,8150,61,0.266376,42.022895058,143.102859740,118.016829487,0.293655173,0.356075445
6,404,164024,229,8150,64,0.279476,26.994484481,144.994685470,118.969849822,0.186175682,0.226901896
6,404,164024,229,8150,68,0.296943,33.046434098,146.418591661,120.343132810,0.225698347,0.274601744
6,404,164024,229,8150,71,0.310044,44.825504342,147.680786560,121.875675792,0.303529697,0.367796971
6,404,164024,229,8150,75,0.327511,44.716456160,149.539015615,123.038542414,0.299028691,0.363434541
6,404,164024,229,8150,79,0.344978,55.797175209,151.023933170,124.481223874,0.369459158,0.448237682
6,404,164024,229,8150,83,0.362445,57.637150247,152.743259546,125.579695266,0.377346604,0.458968706
6,404,164024,229,8150,87,0.379913,27.172814844,154.114062934,126.814620629,0.176316258,0.214271940
6,404,164024,229,8150,92,0.401747,29.500703328,155.818278892,127.565097035,0.189327616,0.231259992
6,404,164024,229,8150,97,0.423581,13.554546794,157.056954142,128.764318682,0.086303385,0.105266326
6,404,164024,229,8150,102,0.445415,28.647181017,157.991175362,129.212328306,0.181321399,0.221706252
6,404,164024,229,8150,107,0.467249,46.118591445,159.390796684,130.592161263,0.289342876,0.353149768
6,404,164024,229,8150,113,0.493450,62.399675175,161.068267996,131.947061274,0.387411350,0.472914475
6,404,164024,229,8150,119,0.519651,40.415931534,163.431267250,133.824908711,0.247296201,0.302006046
6,404,164024,229,8150,125,0.545852,25.391477575,164.656658053,134.250290796,0.154208629,0.189135364
6,404,164024,229,8150,132,0.576419,40.331626703,166.226862584,135.405320219,0.242630018,0.297858508
6,404,164024,229,8150,138,0.602620,41.188971210,167.554878380,136.434766910,0.245823766,0.301894980
6,404,164024,229,8150,146,0.637555,13.621983790,168.991759441,137.758240913,0.080607385,0.098883259
6,404,164024,229,8150,153,0.668122,29.500096152,170.134536024,138.222242291,0.173392756,0.213425102
6,404,164024,229,8150,161,0.703057,11.161017509,171.602549969,139.614925660,0.065039928,0.079941435
6,404,164024,229,8150,170,0.742358,38.755163885,173.736611488,141.074961046,0.223068492,0.274713270
6,404,164024,229,8150,179,0.781659,46.368502827,175.509016131,142.281228676,0.264194421,0.325893326
6,404,164024,229,8150,188,0.820961,48.635874099,176.983302508,143.527165732,0.274804874,0.338861803
6,404,164024,229,8150,198,0.864629,77.717051357,178.571534895,144.695751643,0.435215228,0.537106656
6,404,164024,229,8150,209,0.912664,35.163155267,180.687648058,146.354863991,0.194607410,0.240259560
6,404,164024,229,8150,220,0.960699,-7.239730683,182.130890751,147.681862409,0.039750153,0.049022477
6,404,164024,229,8150,231,1.008734,21.137690157,183.768755703,149.148153712,0.115023308,0.141722775
6,404,164024,229,8150,243,1.061135,33.480301350,185.035221549,149.919231209,0.180940153,0.223322259
6,404,164024,229,8150,256,1.117904,26.649137007,186.419172043,150.789997429,0.142952770,0.176730138
6,404,164024,229,8150,270,1.179039,34.914608862,188.173204317,152.178023826,0.185545062,0.229432660
6,404,164024,229,8150,284,1.240175,64.790490715,190.382150894,153.778630867,0.340318094,0.421323108
6,404,164024,229,8150,299,1.305677,57.429385800,192.846788581,155.543284869,0.297797989,0.369218034
6,404,164024,229,8150,314,1.371179,39.482395439,194.755504094,157.058936626,0.202728008,0.251385857
6,404,164024,229,8150,331,1.445415,22.198078542,196.303965076,158.276798774,0.113080133,0.140248468
6,404,164024,229,8150,348,1.519651,11.113961714,197.733150711,159.111165352,0.056206871,0.069850294
6,404,164024,229,8150,366,1.598253,21.420859179,199.184666649,160.126471699,0.107542712,0.133774628
6,404,164024,229,8150,386,1.685590,32.383190046,201.219225733,161.701821876,0.160934871,0.200264843
6,404,164024,229,8150,406,1.772926,22.363616345,203.291081116,163.395876410,0.110007858,0.136867691
6,404,164024,229,8150,427,1.864629,14.824954656,205.163151341,164.823541528,0.072259344,0.089944401
6,404,164024,229,8150,450,1.965066,59.615176119,207.357741308,166.607822153,0.287499158,0.357817390
6,404,164024,229,8150,474,2.069869,53.450289522,209.518622994,168.565197148,0.255109970,0.317089710
6,404,164024,229,8150,498,2.174672,47.024655401,211.784731653,170.076036627,0.222039875,0.276491952
6,404,164024,229,8150,525,2.292576,38.605497229,213.455480647,171.330311288,0.180859714,0.225327888
6,404,164024,229,8150,552,2.410480,-0.128544268,215.414674361,172.683454465,0.000596729,0.000744392
6,404,164024,229,8150,581,2.537118,-8.652203433,216.583527282,173.609251040,0.039948576,0.049837226
6,404,164024,229,8150,612,2.672489,24.989077740,218.140908549,174.805523811,0.114554752,0.142953593
6,404,164024,229,8150,644,2.812227,41.361447467,220.065350377,176.218810512,0.187950749,0.234716415
6,404,164024,229,8150,678,2.960699,79.325882466,221.754222757,177.583695885,0.357719828,0.446695751
6,404,164024,229,8150,713,3.113537,42.108301841,223.499144964,178.969091924,0.188404756,0.235282536
6,404,164024,229,8150,751,3.279476,37.635547690,226.192928439,180.801680133,0.166386933,0.208159281
6,404,164024,229,8150,790,3.449782,31.862534067,228.166963914,182.405886505,0.139645694,0.174679308
6,404,164024,229,8150,832,3.633188,32.355722547,229.418007172,183.410944621,0.141033927,0.176411078
6,404,164024,229,8150,876,3.825328,15.599048856,231.414834899,184.711374934,0.067407299,0.084450938
6,404,164024,229,8150,922,4.026201,10.380868656,233.160983461,186.175064672,0.044522323,0.055758641
6,404,164024,229,8150,970,4.235808,7.829928432,235.157518501,187.622883170,0.033296526,0.041732268
6,404,164024,229,8150,1021,4.458515,26.374185556,237.193086713,189.219906085,0.111192893,0.139383779
6,404,164024,229,8150,1075,4.694323,56.700152412,239.221233897,190.676354769,0.237019731,0.297363312
6,404,164024,229,8150,1131,4.938865,81.182327842,241.552133506,192.539188638,0.336086155,0.421640542
6,404,164024,229,8150,1191,5.200873,44.715830555,243.337978565,193.938190922,0.183760179,0.230567432
6,404,164024,229,8150,1253,5.471616,29.220004865,245.474531586,195.559744215,0.119034772,0.149417279
6,404,164024,229,8150,1319,5.759825,25.609777014,247.862159916,197.525526480,0.103322657,0.129653000
6,404,164024,229,8150,1389,6.065502,-9.211476301,249.574146726,198.808993378,0.036908776,0.046333298
6,404,164024,229,8150,1462,6.384279,4.634364013,250.389411891,199.450773036,0.018508626,0.023235628
6,404,164024,229,8150,1539,6.720524,4.718128124,251.380906825,200.227574006,0.018768840,0.023563828
6,404,164024,229,8150,1619,7.069869,51.487961946,252.966731779,201.476287628,0.203536495,0.255553458
6,404,164024,229,8150,1705,7.445415,58.948280022,255.426276754,203.253490425,0.230783930,0.290023457
6,404,164024,229,8150,1794,7.834061,35.019046350,257.687600256,204.969922220,0.135897289,0.170849684
6,404,164024,229,8150,1889,8.248908,33.446262409,259.421285276,206.212684674,0.128926439,0.162193041
6,404,164024,229,8150,1988,8.681223,-1.247164556,260.806401400,207.298532930,0.004781955,0.006016273
6,404,164024,229,8150,2092,9.135371,15.308266571,262.340296999,208.482113912,0.058352707,0.073427242
6,404,164024,229,8150,2202,9.615721,-3.625473400,263.867484155,209.674770784,0.013739751,0.017290938
6,404,164024,229,8150,2318,10.122271,26.068804631,265.261270267,210.743708841,0.098275955,0.123699088
6,404,164024,229,8150,2440,10.655022,55.451309033,267.271464055,212.278976035,0.207471865,0.261219034
6,404,164024,229,8150,2568,11.213974,17.196286573,269.531846935,214.024461656,0.063800574,0.080347295
6,404,164024,229,8150,2703,11.803493,34.509104963,271.044100764,215.205443908,0.127319152,0.160354238
6,404,164024,229,8150,2845,12.423581,78.866524050,273.483543622,217.032371156,0.288377586,0.363385995
6,404,164024,229,8150,2995,13.078603,35.164865632,275.724777463,218.751222141,0.127536110,0.160752773
6,404,164024,229,8150,3152,13.764192,-5.066930694,277.566890816,220.187425622,0.018254809,0.023011899
6,404,164024,229,8150,3318,14.489083,-34.901902385,279.390451435,221.594237988,0.124921601,0.157503655
6,404,164024,229,8150,3493,15.253275,-14.306634415,280.479800045,222.433272848,0.051007718,0.064318770
6,404,164024,229,8150,3676,16.052402,22.615862675,282.043589118,223.621160550,0.080185700,0.101134716
6,404,164024,229,8150,3869,16.895197,30.407186775,283.279432978,224.572878289,0.107339903,0.135400085
6,404,164024,229,8150,4073,17.786026,46.169719613,285.337061237,226.153350907,0.161807651,0.204152268
6,404,164024,229,8150,4287,18.720524,37.442106791,287.592937493,227.877917670,0.130191329,0.164307745
6,404,164024,229,8150,4512,19.703057,22.894625643,289.627657274,229.425964126,0.079048479,0.099790910
6,404,164024,229,8150,4750,20.742358,5.283681068,291.978243500,231.247204620,0.018096146,0.022848627
6,404,164024,229,8150,4999,21.829694,6.116022787,293.522590324,232.438664944,0.020836634,0.026312416
6,404,164024,229,8150,5262,22.978166,10.793048441,294.418792742,233.110406579,0.036658830,0.046300157
6,404,164024,229,8150,5539,24.187773,-6.317704064,296.007086110,234.329275380,0.021343084,0.026960797
6,404,164024,229,8150,5830,25.458515,9.102401733,298.225669393,236.023120598,0.030521859,0.038565721
6,404,164024,229,8150,6136,26.794760,20.970093210,300.380090295,237.711451416,0.069811861,0.088216588
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,1,0.003077,-50.681803410,50.681803410,50.681803410,1.000000000,1.000000000
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,2,0.006154,0.935106195,72.339135701,72.339135701,0.012926698,0.012926698
6,482,233288,325,10615,3,0.009231,33.621503327,79.381050078,79.381050078,0.423545711,0.423545711
6,482,233288,325,10615,3,0.009231,33.621503327,79.381050078,79.381050078,0.423545711,0.423545711
6,482,233288,325,10615,3,0.009231,33.621503327,79.381050078,79.381050078,0.423545711,0.423545711
6,482,233288,325,10615,3,0.009231,33.621503327,79.381050078,79.381050078,0.423545711,0.423545711
6,482,233288,325,10615,3,0.009231,33.621503327,79.381050078,79.381050078,0.423545711,0.423545711
6,482,233288,325,10615,3,0.009231,33.621503327,79.381050078,79.381050078,0.423545711,0.423545711
6,482,233288,325,10615,3,0.009231,33.621503327,79.381050078,79.381050078,0.423545711,0.423545711
6,482,233288,325,10615,4,0.012308,33.621503327,82.955453846,79.381050078,0.405295876,0.423545711
6,482,233288,325,10615,4,0.012308,33.621503327,82.955453846,79.381050078,0.405295876,0.423545711
6,482,233288,325,10615,4,0.012308,33.621503327,82.955453846,79.381050078,0.405295876,0.423545711
6,482,233288,325,10615,4,0.012308,33.621503327,82.955453846,79.381050078,0.405295876,0.423545711
6,482,233288,325,10615,4,0.012308,33.621503327,82.955453846,79.381050078,0.405295876,0.423545711
6,482,233288,325,10615,5,0.015385,68.170163798,89.862212654,86.573443109,0.758607670,0.787425813
6,482,233288,325,10615,5,0.015385,68.170163798,89.862212654,86.573443109,0.758607670,0.787425813
6,482,233288,325,10615,5,0.015385,68.170163798,89.862212654,86.573443109,0.758607670,0.787425813
6,482,233288,325,10615,5,0.015385,68.170163798,89.862212654,86.573443109,0.758607670,0.787425813
6,482,233288,325,10615,6,0.018462,37.945464626,94.809016993,91.697837989,0.400230546,0.413809807
6,482,233288,325,10615,6,0.018462,37.945464626,94.809016993,91.697837989,0.400230546,0.413809807
6,482,233288,325,10615,6,0.018462,37.945464626,94.809016993,91.697837989,0.400230546,0.413809807
6,482,233288,325,10615,7,0.021538,67.768014080,99.388802987,96.425504654,0.681847573,0.702801757
6,482,233288,325,10615,7,0.021538,67.768014080,99.388802987,96.425504654,0.681847573,0.702801757
6,482,233288,325,10615,7,0.021538,67.768014080,99.388802987,96.425504654,0.681847573,0.702801757
6,482,233288,325,10615,8,0.024615,67.768014080,102.572180815,96.425504654,0.660686100,0.702801757
6,482,233288,325,10615,8,0.024615,67.768014080,102.572180815,96.425504654,0.660686100,0.702801757
6,482,233288,325,10615,9,0.027692,67.768014080,105.894457744,96.425504654,0.639958082,0.702801757
6,482,233288,325,10615,9,0.027692,67.768014080,105.894457744,96.425504654,0.639958082,0.702801757
6,482,233288,325,10615,10,0.030769,47.807434283,107.759273043,98.469806000,0.443650304,0.485503488
6,482,233288,325,10615,10,0.030769,47.807434283,107.759273043,98.469806000,0.443650304,0.485503488
6,482,233288,325,10615,11,0.033846,72.989375609,110.662509892,101.638737018,0.659567325,0.718125567
6,482,233288,325,10615,11,0.033846,72.989375609,110.662509892,101.638737018,0.659567325,0.718125567
6,482,233288,325,10615,12,0.036923,72.989375609,114.135496690,101.638737018,0.639497595,0.718125567
6,482,233288,325,10615,12,0.036923,72.989375609,114.135496690,101.638737018,0.639497595,0.718125567
6,482,233288,325,10615,13,0.040000,94.931222403,116.225454378,103.980178416,0.816785126,0.912974221
6,482,233288,325,10615,14,0.043077,75.363138916,117.861215575,105.805422331,0.639422719,0.712280498
6,482,233288,325,10615,14,0.043077,75.363138916,117.861215575,105.805422331,0.639422719,0.712280498
6,482,233288,325,10615,15,0.046154,56.487201604,119.363173325,107.475989896,0.473238102,0.525579729
6,482,233288,325,10615,16,0.049231,56.487201604,121.719907841,107.475989896,0.464075291,0.525579729
6,482,233288,325,10615,17,0.052308,75.549704316,123.203550981,109.153412286,0.613210445,0.692142396
6,482,233288,325,10615,18,0.055385,75.549704316,124.635521167,109.153412286,0.606165109,0.692142396
6,482,233288,325,10615,19,0.058462,97.164192079,126.495846643,111.272878524,0.768121600,0.873206422
6,482,233288,325,10615,20,0.061538,97.164192079,128.794892572,111.272878524,0.754410289,0.873206422
6,482,233288,325,10615,21,0.064615,77.466440110,130.292462503,113.002897873,0.594558109,0.685526138
6,482,233288,325,10615,22,0.067692,60.006769809,131.457087569,114.343758092,0.456474207,0.524792702
6,482,233288,325,10615,23,0.070769,75.503539226,132.367351468,115.389102072,0.570409080,0.654338563
6,482,233288,325,10615,24,0.073846,75.503539226,133.409636056,115.389102072,0.565952666,0.654338563
6,482,233288,325,10615,25,0.076923,75.503539226,134.643210105,115.389102072,0.560767522,0.654338563
6,482,233288,325,10615,27,0.083077,58.676549202,137.348444638,116.609572807,0.427209419,0.503188098
6,482,233288,325,10615,28,0.086154,58.676549202,138.410946138,116.609572807,0.423929977,0.503188098
6,482,233288,325,10615,30,0.092308,93.347886088,140.591901689,119.190122409,0.663963464,0.783184749
6,482,233288,325,10615,31,0.095385,112.686260639,141.915663514,120.748739166,0.794036809,0.933229294
6,482,233288,325,10615,33,0.101538,99.612530820,143.522676170,121.454437636,0.694054302,0.820163781
6,482,233288,325,10615,34,0.104615,84.045324953,144.364457099,122.448022933,0.582174634,0.686375516
6,482,233288,325,10615,36,0.110769,67.702410228,145.988398131,123.533838205,0.463751991,0.548047492
6,482,233288,325,10615,38,0.116923,66.704654518,147.488053147,125.302524372,0.452271578,0.532348848
6,482,233288,325,10615,40,0.123077,51.521114485,149.026908700,126.219105138,0.345716857,0.408187924
6,482,233288,325,10615,42,0.129231,81.905875572,150.570805976,128.038316912,0.543969165,0.639698159
6,482,233288,325,10615,44,0.135385,98.799023707,152.418839166,129.147934755,0.648207428,0.765006610
6,482,233288,325,10615,47,0.144615,100.123805812,154.644330671,130.934136601,0.647445693,0.764688327
6,482,233288,325,10615,49,0.150769,100.123805812,156.177519894,130.934136601,0.641089741,0.764688327
6,482,233288,325,10615,52,0.160000,86.164911084,157.895744904,131.676113511,0.545707620,0.654370096
6,482,233288,325,10615,55,0.169231,87.278126347,159.444836231,132.922482913,0.547387601,0.656609209
6,482,233288,325,10615,57,0.175385,74.882632532,160.315094312,133.499193746,0.467096582,0.560921983
6,482,233288,325,10615,60,0.184615,74.680997847,161.557602916,134.381308972,0.462256164,0.555739473
6,482,233288,325,10615,64,0.196923,74.204449136,163.265714608,135.499130503,0.454501114,0.547637825
6,482,233288,325,10615,67,0.206154,89.704646896,164.927608868,137.497043485,0.543903156,0.652411460
6,482,233288,325,10615,71,0.218462,104.898753258,167.284744085,139.515301842,0.627067064,0.751879915
6,482,233288,325,10615,74,0.227692,104.232033136,169.130884811,140.975367086,0.616280304,0.739363445
6,482,233288,325,10615,78,0.240000,104.362827786,170.726448340,141.894017796,0.611286821,0.735498433
6,482,233288,325,10615,82,0.252308,106.035897300,171.892046084,142.602001789,0.616874950,0.743579304
6,482,233288,325,10615,87,0.267692,81.249934540,173.514373789,144.225803786,0.468260541,0.563352274
6,482,233288,325,10615,91,0.280000,82.628920238,175.515895303,145.272853515,0.470777419,0.568784313
6,482,233288,325,10615,96,0.295385,52.105770027,177.148505886,146.348785550,0.294136097,0.356038281
6,482,233288,325,10615,101,0.310769,72.524406685,178.908290847,147.063820003,0.405371972,0.493149210
6,482,233288,325,10615,106,0.326154,95.646548224,180.947152734,149.095432782,0.528588302,0.641512261
6,482,233288,325,10615,112,0.344615,116.537723590,182.722019589,150.492293961,0.637786972,0.774376684
6,482,233288,325,10615,118,0.363077,115.330986981,184.782302821,152.186134785,0.624145198,0.757828479
6,482,233288,325,10615,124,0.381538,83.653178485,186.597482228,153.285455210,0.448308184,0.545734612
6,482,233288,325,10615,130,0.400000,92.851713988,188.283222070,154.131943999,0.493149166,0.602417069
6,482,233288,325,10615,137,0.421538,93.228795490,189.717662042,155.134283859,0.491408098,0.600955464
6,482,233288,325,10615,144,0.443077,88.358913507,190.876907474,156.168841233,0.462910441,0.565790927
6,482,233288,325,10615,152,0.467692,90.321874614,192.623669780,157.254640170,0.468903301,0.574366992
6,482,233288,325,10615,160,0.492308,79.537320440,194.440688389,158.697693001,0.409056978,0.501187629
6,482,233288,325,10615,168,0.516923,91.778876239,197.094075323,160.731501981,0.465660249,0.571007395
6,482,233288,325,10615,177,0.544615,110.826796433,198.847483004,161.660453435,0.557345734,0.685552923
6,482,233288,325,10615,187,0.575385,110.587519814,200.774576369,163.521401292,0.550804399,0.676287745
6,482,233288,325,10615,196,0.603077,138.018610216,202.452298880,164.716260188,0.681733974,0.837917338
6,482,233288,325,10615,207,0.636923,116.340334864,204.195930682,166.074089205,0.569748547,0.700532729
6,482,233288,325,10615,218,0.670769,70.862600175,205.657158503,167.385684197,0.344566660,0.423349228
6,482,233288,325,10615,229,0.704615,81.860081882,207.353177860,168.738134530,0.394785760,0.485130893
6,482,233288,325,10615,241,0.741538,118.040233879,209.562437260,170.518337815,0.563269999,0.692243634
6,482,233288,325,10615,254,0.781538,99.774552692,211.852664966,171.774822632,0.470961990,0.580845034
6,482,233288,325,10615,267,0.821538,107.517743553,213.581521498,173.313166414,0.503403772,0.620366853
6,482,233288,325,10615,281,0.864615,128.224597477,215.419524781,174.439041266,0.595232013,0.735068231
6,482,233288,325,10615,296,0.910769,153.771140029,217.749995679,176.150825324,0.706182058,0.872951573
6,482,233288,325,10615,312,0.960000,126.892224043,219.553269206,177.540409439,0.577956432,0.714723056
6,482,233288,325,10615,328,1.009231,110.964693123,221.523233119,179.076383815,0.500916728,0.619650066
