k,n_samples,Kprime_over_K,mean_Kprime,rms_S,C_rms_all,C_rms_sf
9,134,0.018754389,131.813,1641.923266,0.417815078,0.498969842
9,134,0.019988448,140.388,1626.029794,0.410371812,0.490577734
9,134,0.021303709,149.694,1601.160934,0.400610358,0.479398129
9,134,0.022705516,159.515,1726.778751,0.427168288,0.511909322
9,134,0.024199563,170.030,1681.383334,0.413388336,0.495749743
9,134,0.025791920,181.194,1588.791834,0.388137375,0.465831009
9,134,0.027489056,193.142,1609.560952,0.389320576,0.467827013
9,134,0.029297865,205.799,1624.272356,0.389856651,0.468947430
9,134,0.031225695,219.388,1699.918472,0.404436102,0.487063557
9,134,0.033280380,233.799,1807.838422,0.425202453,0.512811898
9,134,0.035470264,249.216,1837.465707,0.428574895,0.517390166
9,134,0.037804245,265.612,1714.296451,0.397283702,0.479940982
9,134,0.040291805,283.075,1631.636140,0.375871230,0.454392800
9,134,0.042943049,301.724,1653.381567,0.378258925,0.457597298
9,134,0.045768747,321.575,1676.692905,0.379283305,0.459403977
9,134,0.048780379,342.724,1836.490709,0.411383819,0.498798368
9,134,0.051990180,365.239,1878.052034,0.417008820,0.506101407
9,134,0.055411190,389.299,1814.398229,0.400527070,0.486374484
9,134,0.059057305,414.955,1796.180773,0.393006889,0.477680646
9,134,0.062943339,442.276,1788.912035,0.388404538,0.472449762
9,134,0.067085077,471.306,1674.825471,0.361194786,0.439630265
9,134,0.071499347,502.358,1690.432198,0.361886235,0.440806792
9,134,0.076204080,535.410,1910.163798,0.404271103,0.492991978
9,134,0.081218390,570.649,2007.489759,0.420891427,0.513743988
9,134,0.086562647,608.172,1995.819387,0.415269712,0.507243553
9,134,0.092258561,648.187,1876.065967,0.388210842,0.474446376
9,134,0.098329273,690.843,1761.252450,0.362100000,0.442806631
9,134,0.104799444,736.313,1823.602861,0.372070846,0.455307126
9,134,0.111695359,784.761,1873.813992,0.378791290,0.463895175
9,134,0.119045033,836.410,1967.256714,0.394172726,0.483088605
9,134,0.126878323,891.478,2063.469838,0.409317716,0.502073236
9,134,0.135227052,950.127,2020.298433,0.398514191,0.489040575
9,134,0.144125136,1012.642,1968.750172,0.385210631,0.473034341
9,134,0.153608723,1079.246,1889.659767,0.367361148,0.451360778
9,134,0.163716341,1150.254,1826.594692,0.352596148,0.433476755
9,134,0.174489051,1225.963,1925.977495,0.368210673,0.453036484
9,134,0.185970617,1306.657,2036.894898,0.386672005,0.476023927
9,134,0.198207681,1392.649,2180.225798,0.409457365,0.504501289
9,134,0.211249958,1484.239,2140.515807,0.398621067,0.491471611
9,134,0.225150431,1581.948,2096.135581,0.387733472,0.478286843
9,134,0.239965569,1686.000,1945.855728,0.358254173,0.442084005
9,134,0.255755559,1796.970,1888.622636,0.345430368,0.426463328
9,134,0.272584548,1915.201,2283.312013,0.412486344,0.509693448
9,134,0.290520902,2041.201,2356.204440,0.422332406,0.522145356
9,134,0.309637487,2175.537,2313.664908,0.411533586,0.509071018
9,134,0.330011964,2318.679,2325.337260,0.410687436,0.508265466
9,134,0.351727103,2471.246,2273.496670,0.398535072,0.493479605
9,134,0.374871121,2633.873,2155.793310,0.375106729,0.464697197
9,134,0.399538041,2807.164,2143.038493,0.370125034,0.458753087
9,134,0.425828070,2991.896,2161.516124,0.370730208,0.459709582
9,134,0.453848011,3188.761,2291.908440,0.389614409,0.483407561
9,134,0.483711694,3398.560,2585.329066,0.434652562,0.539677868
9,134,0.515540439,3622.239,2524.186109,0.421530291,0.523607003
9,134,0.549463549,3860.552,2292.411954,0.380520515,0.472842335
9,134,0.585618837,4114.612,2230.029582,0.367826855,0.457247174
9,134,0.624153181,4385.351,2253.498159,0.368924757,0.458818602
9,134,0.665223125,4673.851,2360.866322,0.383422376,0.477073163
9,134,0.708995516,4981.410,2510.000622,0.403464505,0.502307747
9,134,0.755648177,5309.216,2652.262258,0.422792826,0.526616816
9,134,0.805370633,5658.619,2525.301985,0.399794297,0.498162169
9,134,0.858364879,6030.925,2445.212416,0.384847369,0.479693238
9,134,0.914846204,6427.716,2381.306300,0.371536579,0.463324279
9,134,0.975044059,6850.672,2310.156495,0.357748313,0.446314301
9,134,1.039202998,7301.500,2410.666041,0.370421628,0.462318996
9,134,1.107583663,7781.858,2537.062018,0.386595534,0.482722357
9,134,1.180463849,8293.948,2691.416727,0.406058595,0.507288715
9,134,1.258139629,8839.731,2759.136816,0.412801679,0.515932965
9,134,1.340926558,9421.366,2526.558470,0.375673400,0.469674530
9,134,1.429160956,10041.313,2332.051737,0.345055597,0.431499252
9,134,1.523201270,10702.082,2427.491148,0.356009640,0.445389377
9,134,1.623429538,11406.299,2632.113428,0.382760307,0.479050895
9,134,1.730252933,12156.806,2881.541707,0.414735810,0.519323197
9,134,1.844105421,12956.761,2904.669027,0.414989576,0.519819731
9,134,1.965449523,13809.254,2782.812424,0.394883172,0.494787237
9,134,2.094778198,14718.007,2724.255508,0.383192268,0.480329513
9,134,2.232616837,15686.455,2659.183628,0.371370488,0.465658281
9,134,2.379525405,16718.619,2493.907831,0.346047748,0.434029621
9,134,2.536100714,17818.739,2598.570272,0.357126661,0.448111487
9,134,2.702978845,18991.224,3055.427333,0.415557215,0.521658700
9,134,2.880837735,20240.858,3065.511020,0.413742316,0.519547658
9,134,3.070399929,21572.709,2947.954356,0.394684434,0.495781360
9,134,3.272435519,22992.209,2882.995993,0.382839854,0.481064057
9,134,3.487765265,24505.142,2642.721218,0.349076308,0.438731309
9,134,3.717263938,26117.575,2554.199766,0.334971508,0.421122538
9,134,3.961863869,27836.216,2999.446589,0.389477609,0.489833997
9,134,4.222558735,29667.836,3255.720815,0.418040868,0.525979687
9,134,4.500407603,31619.978,3156.247882,0.402365787,0.506392531
9,134,4.796539221,33700.634,3228.336885,0.408146575,0.513824887
9,134,5.112156616,35918.172,3011.749185,0.378533528,0.476646043
9,134,5.448541972,38281.642,2829.893893,0.352991138,0.444604220
9,134,5.807061844,40800.612,3096.370902,0.382362944,0.481770015
9,134,6.189172705,43485.299,3056.536846,0.374643180,0.472165175
9,134,6.596426868,46346.701,3211.542481,0.390093490,0.491791303
9,134,7.030478789,49396.351,3557.117257,0.427100595,0.538655422
9,134,7.493091789,52646.716,3529.938742,0.420339845,0.530272300
9,134,7.986145218,56110.866,3212.833799,0.380265172,0.479810885
9,134,8.511642089,59803.052,2914.799335,0.342943780,0.432801584
9,134,9.071717214,63738.134,3150.190639,0.367515779,0.463934916
9,134,9.668645879,67932.194,3405.655369,0.393104635,0.496400742
9,134,10.304853087,72402.194,3676.235181,0.420304378,0.530901728
9,134,10.982923407,77166.336,3710.498088,0.420225066,0.530951018
9,134,11.705611478,82243.963,3528.348446,0.396671459,0.501299167
9,134,12.475853194,87655.746,3406.135860,0.379777450,0.480063148
9,134,13.296777636,93423.582,3235.967439,0.358016321,0.452655845
9,134,14.171719782,99570.933,3156.990547,0.346513369,0.438209385
9,134,15.104234055,106122.761,3456.023850,0.375414367,0.474893512
9,134,16.098108760,113105.821,3658.218691,0.393906286,0.498403852
9,134,17.157381481,120548.306,3865.454164,0.412154977,0.521629618
9,134,18.286355476,128480.485,3799.608508,0.401646914,0.508445057
9,134,19.489617164,136934.649,3478.304958,0.365085427,0.462246211
9,134,20.772054754,145945.067,3223.947868,0.335916494,0.425393109
9,134,22.138878104,155548.403,3249.252575,0.335973260,0.425546087
9,134,23.595639889,165783.664,3485.391828,0.356664240,0.451868046
9,134,25.148258152,176692.418,4045.177456,0.409358381,0.518765951
9,134,26.803040352,188318.948,4190.755767,0.420106356,0.532504221
9,134,28.566708986,200710.515,3881.283325,0.386624211,0.490135642
9,134,30.446428896,213917.537,3706.924520,0.366204578,0.464336628
9,134,32.449836380,227993.552,3805.376539,0.371937948,0.471718978
9,134,34.585070213,242995.754,3672.794998,0.356280319,0.451936150
9,134,36.860804709,258985.149,3846.390528,0.369172685,0.468397918
9,134,39.286284961,276026.627,4181.573897,0.397936767,0.504984405
9,134,41.871364400,294189.463,4384.100550,0.412959704,0.524160529
9,134,44.626544822,313547.448,4235.557337,0.395467766,0.502048621
9,134,47.563019054,334179.179,3994.919365,0.370448025,0.470350728
9,134,50.692716421,356168.507,3592.947996,0.331176339,0.420538424
9,134,54.028351212,379604.799,3553.035404,0.324841920,0.412560417
9,134,57.583474329,404583.231,4524.617389,0.408585528,0.519040580
9,134,61.372528337,431205.201,4618.097247,0.413539695,0.525417049
9,134,65.410906139,459578.940,4550.450600,0.404097474,0.513499512
9,134,69.715013506,489819.784,4612.654029,0.405981244,0.515976968
9,134,74.302335728,522050.410,4227.506955,0.369604230,0.469800289
9,134,79.191508642,556401.933,3957.801869,0.343304035,0.436431106
9,134,84.402394348,593013.776,4211.538189,0.361515249,0.459665719
9,134,89.956161889,632034.642,4541.780254,0.386052198,0.490946310
9,134,95.875373255,673623.254,4691.693165,0.395454421,0.502973871
9,134,102.184075041,717948.336,4926.902133,0.411101726,0.522962257
9,134,108.907896131,765190.119,4807.075600,0.397875944,0.506203694
9,134,116.074151818,815540.500,4405.352734,0.361500141,0.459986785
9,134,123.711954770,869203.881,4123.806699,0.336194625,0.427830699
9,134,131.852333299,926398.455,4070.239539,0.329002936,0.418733810
9,134,140.528357416,987356.433,4684.876848,0.374396184,0.476589186
9,134,149.775273170,1052325.560,5364.377951,0.423172254,0.538781724
9,134,159.630645840,1121569.701,5354.455174,0.418922215,0.533433844
9,134,170.134512540,1195370.142,4949.429270,0.384276106,0.489370408
9,134,181.329544869,1274026.799,4637.222588,0.357350272,0.455128383
9,134,193.261222261,1357859.104,4683.464865,0.357162229,0.454954194
9,134,205.978016748,1447207.701,4732.035659,0.357278372,0.455163439
9,134,219.531589870,1542435.515,5007.998307,0.374312489,0.476928066
9,134,233.977002556,1643929.381,5191.260405,0.383854540,0.489154186
9,134,249.372938799,1752101.642,5586.473822,0.408686425,0.520868496
9,134,265.781944062,1867391.896,5522.793694,0.400528879,0.510526865
9,134,283.270679367,1990268.224,4804.248849,0.346134671,0.441229749
9,134,301.910192102,2121230.090,4560.698611,0.326202340,0.415857860
9,134,321.776204650,2260809.239,4975.732782,0.352676654,0.449656877
