k,n_samples,Kprime_over_K,mean_Kprime,rms_S,rms_sqrt_sumR2_all,rms_sqrt_sumR2_sf,C_rms_all,C_rms_sf,rms_SM,rms_sqrt_Diag,C_rms_M,C_rms_M_all
9,16686,0.014125375,99.236,1568.614494,3787.418247,3186.470569,0.414164582,0.492273335,1177.964109,1525.114141,0.772377671,1.243504414
9,16686,0.015848932,111.345,1453.561058,3830.325213,3216.847308,0.379487636,0.451858891,1280.692012,1533.968312,0.834888180,1.348803831
9,16686,0.017782794,124.931,1420.165885,3889.734283,3259.928025,0.365106144,0.435643325,1265.365136,1554.202378,0.814157252,1.327420096
9,16686,0.019952623,140.175,1574.746210,3959.851859,3311.936528,0.397678061,0.475475963,1280.605275,1579.880144,0.810571156,1.336517698
9,16686,0.022387211,157.279,1641.836254,4027.567316,3361.585786,0.407649612,0.488411231,1243.352973,1604.914721,0.774715913,1.290956143
9,16686,0.025118864,176.471,1542.562337,4076.021878,3396.997651,0.378448002,0.454095791,1414.978164,1632.687231,0.866655987,1.461748155
9,16686,0.028183829,198.003,1555.903995,4143.270107,3446.177915,0.375525601,0.451486845,1442.107110,1647.455532,0.875354195,1.486312286
9,16686,0.031622777,222.163,1671.538759,4211.875713,3495.557560,0.396863268,0.478189454,1423.271479,1666.209729,0.854197076,1.462125177
9,16686,0.035481339,249.271,1784.599189,4286.043706,3549.602731,0.416374473,0.502760259,1492.656260,1679.504789,0.888747844,1.529654579
9,16686,0.039810717,279.687,1578.289087,4334.050245,3585.102392,0.364160311,0.440235428,1517.865694,1692.868990,0.896623249,1.552369144
9,16686,0.044668359,313.814,1600.277924,4397.524042,3631.852171,0.363904304,0.440623089,1521.644560,1711.442172,0.889100774,1.552249545
9,16686,0.050118723,352.105,1845.129607,4480.636023,3693.141409,0.411800824,0.499609791,1508.513082,1732.018912,0.870956473,1.534722881
9,16686,0.056234133,395.068,1761.151782,4537.132131,3734.893993,0.388164094,0.471539965,1571.028188,1749.902187,0.897780573,1.595230994
9,16686,0.063095734,443.274,1730.350138,4605.172484,3785.308286,0.375740571,0.457122646,1614.744029,1773.627026,0.910419161,1.636154952
9,16686,0.070794578,497.361,1627.103353,4662.981946,3828.158149,0.348940522,0.425035563,1623.783009,1791.527707,0.906367790,1.642421819
9,16686,0.079432823,558.050,1925.258997,4749.085487,3891.790330,0.405395734,0.494697513,1661.804194,1805.893921,0.920211412,1.678311596
9,16686,0.089125094,626.141,1901.376319,4817.118225,3942.075599,0.394712405,0.482328730,1732.257568,1819.980308,0.951800171,1.746823210
9,16686,0.100000000,702.542,1724.826147,4871.635704,3982.499869,0.354054829,0.433101370,1741.280117,1836.424779,0.948190276,1.753791162
9,16686,0.112201845,788.265,1831.900485,4948.369349,4039.707005,0.370202860,0.453473602,1752.617255,1850.917466,0.946891089,1.763191044
9,16686,0.125892541,884.448,2040.048217,5035.361044,4104.785753,0.405144378,0.496992618,1788.675550,1867.912326,0.957580035,1.797242835
9,16686,0.141253754,992.367,1943.057575,5094.214836,4148.881422,0.381424349,0.468332878,1789.837723,1883.462720,0.950291027,1.796667248
9,16686,0.158489319,1113.454,1804.857863,5160.263329,4198.116079,0.349760806,0.429920905,1816.858044,1904.730607,0.953866146,1.821743893
9,16686,0.177827941,1249.316,1915.654160,5243.232206,4259.974153,0.365357490,0.449686803,1849.092903,1922.622402,0.961755622,1.852196277
9,16686,0.199526231,1401.754,2144.526372,5328.945471,4324.090439,0.402429783,0.495948547,1848.110213,1939.142754,0.953055266,1.849539571
9,16686,0.223872114,1572.795,2036.037095,5402.641867,4379.361912,0.376859534,0.464916382,1923.491043,1954.535984,0.984116465,1.923491096
9,16686,0.251188643,1764.706,1751.405682,5450.986360,4415.605067,0.321300691,0.396640020,1930.492212,1977.412930,0.976271664,1.929114463
9,16686,0.281838293,1980.031,2320.231625,5559.971135,4497.567120,0.417310013,0.515885936,2096.071620,2001.234294,1.047389417,2.093237030
9,16686,0.316227766,2221.632,2264.296189,5633.909297,4553.165235,0.401904977,0.497301563,2090.188656,2028.164595,1.030581375,2.085984770
9,16686,0.354813389,2492.711,2200.697558,5708.947289,4609.656581,0.385482200,0.477410306,2106.001729,2053.181393,1.025726093,2.100564768
9,16686,0.398107171,2796.871,2059.953363,5785.886931,4667.653354,0.356030698,0.441325267,2105.030352,2077.422929,1.013289265,2.098497599
9,16686,0.446683592,3138.141,2176.611589,5865.656677,4727.769049,0.371077223,0.460388730,2113.761891,2099.191163,1.006941115,2.106179643
9,16686,0.501187234,3521.051,2526.976299,5971.012033,4807.170251,0.423207370,0.525668151,2204.949683,2117.625131,1.041237021,2.196124099
9,16686,0.562341325,3950.683,2185.810681,6040.080775,4859.318619,0.361884346,0.449818350,2224.355411,2136.204580,1.041265163,2.214601939
9,16686,0.630957344,4432.739,2202.478082,6115.887081,4916.593206,0.360124059,0.447968337,2258.671632,2157.098077,1.047088056,2.247950578
9,16686,0.707945784,4973.617,2463.679670,6218.618184,4994.389410,0.396177993,0.493289463,2263.433362,2178.146837,1.039155544,2.251894990
9,16686,0.794328235,5580.490,2511.729590,6305.376787,5060.162538,0.398347264,0.496373302,2307.432005,2201.567907,1.048085775,2.294888048
9,16686,0.891250938,6261.411,2340.870152,6381.488323,5117.859808,0.366821975,0.457392394,2324.409549,2229.820723,1.042419924,2.311070563
9,16686,1.000000000,7025.419,2247.262691,6473.644544,5187.692277,0.347140266,0.433191209,2333.375692,2258.208291,1.033286301,2.319322439
