n,X,d,Md_weight,discrepancy,contribution
443,197135,13,-3,-1.929660e+00,5.788981e+00
443,197135,17,-2,-4.131503e+00,8.263007e+00
443,197135,18,-2,-4.106529e+00,8.213058e+00
443,197135,20,-3,3.864078e+00,-1.159224e+01
443,197135,24,-2,-4.471926e+00,8.943852e+00
443,197135,27,-1,-4.399629e+00,4.399629e+00
443,197135,30,-3,-2.162013e+00,6.486040e+00
443,197135,31,-4,3.235820e+00,-1.294328e+01
443,197135,44,-3,-1.910251e+00,5.730753e+00
443,197135,45,-3,-2.344807e+00,7.034422e+00
443,197135,46,-2,3.104637e+00,-6.209274e+00
443,197135,47,-3,-1.563160e+00,4.689480e+00
443,197135,55,-2,3.171493e+00,-6.342985e+00
443,197135,73,-4,2.312968e+00,-9.251872e+00
443,197135,75,-3,-1.448801e+00,4.346404e+00
443,197135,78,-3,-2.087666e+00,6.262999e+00
443,197135,82,-3,2.271934e+00,-6.815801e+00
443,197135,90,-2,-2.122497e+00,4.244994e+00
443,197135,105,-3,2.610393e+00,-7.831178e+00
443,197135,109,-4,-1.134603e+00,4.538413e+00
443,197135,110,-5,1.729194e+00,-8.645969e+00
443,197135,111,-4,-2.006067e+00,8.024268e+00
443,197135,115,-5,-1.015534e+00,5.077671e+00
443,197135,116,-5,9.820719e-01,-4.910359e+00
443,197135,117,-5,-1.885583e+00,9.427917e+00
443,197135,118,-4,2.112285e+00,-8.449141e+00
443,197135,119,-3,-1.889869e+00,5.669607e+00
443,197135,132,-3,2.494151e+00,-7.482453e+00
443,197135,182,-5,-8.590186e-01,4.295093e+00
443,197135,193,-6,1.278091e+00,-7.668549e+00
443,197135,196,-6,-7.235627e-01,4.341376e+00
443,197135,199,-8,-7.251447e-01,5.801158e+00
443,197135,203,-5,1.272806e+00,-6.364031e+00
488,239120,1,1,-9.762784e+00,-9.762784e+00
488,239120,3,-1,-2.032025e+01,2.032025e+01
488,239120,4,-1,1.517457e+01,-1.517457e+01
488,239120,5,-2,-4.885429e+00,9.770857e+00
488,239120,9,-2,-8.045810e+00,1.609162e+01
488,239120,10,-1,6.361658e+00,-6.361658e+00
488,239120,11,-2,3.777122e+00,-7.554244e+00
488,239120,12,-2,-9.473001e+00,1.894600e+01
488,239120,13,-3,2.789028e+00,-8.367085e+00
488,239120,14,-2,-6.283481e+00,1.256696e+01
488,239120,15,-1,5.730866e+00,-5.730866e+00
488,239120,19,-3,3.190442e+00,-9.571325e+00
488,239120,20,-3,-1.866601e+00,5.599803e+00
488,239120,21,-2,-3.489574e+00,6.979149e+00
488,239120,25,-2,3.764961e+00,-7.529922e+00
488,239120,31,-4,6.027012e+00,-2.410805e+01
488,239120,32,-4,-6.382902e+00,2.553161e+01
488,239120,33,-3,-2.117344e+00,6.352033e+00
488,239120,34,-2,2.385443e+00,-4.770886e+00
488,239120,47,-3,1.564447e+00,-4.693341e+00
488,239120,50,-3,-3.107544e+00,9.322633e+00
488,239120,67,-2,2.637148e+00,-5.274296e+00
488,239120,81,-4,-1.508954e+00,6.035814e+00
488,239120,89,-2,2.197816e+00,-4.395632e+00
488,239120,95,2,-2.450286e+00,-4.900571e+00
488,239120,107,-3,-1.595024e+00,4.785071e+00
488,239120,109,-4,-1.601304e+00,6.405217e+00
488,239120,110,-5,-1.474126e+00,7.370632e+00
488,239120,111,-4,1.523029e+00,-6.092114e+00
488,239120,114,-6,1.645199e+00,-9.871194e+00
488,239120,116,-5,-1.360171e+00,6.800855e+00
488,239120,119,-3,1.763496e+00,-5.290488e+00
488,239120,127,-2,2.142340e+00,-4.284679e+00
488,239120,176,-4,-1.109444e+00,4.437778e+00
488,239120,192,-5,-9.825839e-01,4.912919e+00
488,239120,194,-5,1.156587e+00,-5.782936e+00
488,239120,198,-7,-8.458563e-01,5.920994e+00
488,239120,219,4,1.284954e+00,5.139815e+00
488,239120,290,-8,5.530625e-01,-4.424500e+00
488,239120,294,-8,5.521642e-01,-4.417314e+00
533,285155,1,1,-1.332632e+01,-1.332632e+01
533,285155,3,-1,5.648955e+00,-5.648955e+00
533,285155,4,-1,-1.328062e+01,1.328062e+01
533,285155,5,-2,7.894889e+00,-1.578978e+01
533,285155,7,-2,-1.167935e+01,2.335870e+01
533,285155,8,-2,5.992595e+00,-1.198519e+01
533,285155,11,-2,-5.538956e+00,1.107791e+01
533,285155,12,-2,2.961185e+00,-5.922369e+00
533,285155,14,-2,3.655937e+00,-7.311873e+00
533,285155,17,-2,-5.090543e+00,1.018109e+01
533,285155,18,-2,6.621162e+00,-1.324232e+01
533,285155,20,-3,-2.168168e+00,6.504504e+00
533,285155,24,-2,-3.734750e+00,7.469501e+00
533,285155,30,-3,4.423271e+00,-1.326981e+01
533,285155,32,-4,2.263426e+00,-9.053704e+00
533,285155,37,-2,5.396136e+00,-1.079227e+01
533,285155,43,-3,-2.182458e+00,6.547374e+00
533,285155,45,-3,2.330516e+00,-6.991547e+00
533,285155,47,-3,-3.597575e+00,1.079273e+01
533,285155,48,-3,3.058631e+00,-9.175894e+00
533,285155,52,-2,5.023189e+00,-1.004638e+01
533,285155,53,-3,-3.653533e+00,1.096060e+01
533,285155,72,-3,2.476014e+00,-7.428041e+00
533,285155,73,-4,-2.413785e+00,9.655138e+00
533,285155,80,-4,2.616050e+00,-1.046420e+01
533,285155,81,-4,-1.269555e+00,5.078220e+00
533,285155,83,-4,-2.039468e+00,8.157873e+00
533,285155,105,-3,1.836215e+00,-5.508646e+00
533,285155,110,-5,-1.055169e+00,5.275843e+00
533,285155,114,-6,-2.813287e+00,1.687972e+01
533,285155,115,-5,1.311608e+00,-6.558042e+00
533,285155,119,-3,2.428437e+00,-7.285310e+00
533,285155,121,-3,1.551760e+00,-4.655280e+00
533,285155,133,-2,2.913049e+00,-5.826098e+00
533,285155,191,-5,1.041821e+00,-5.209104e+00
533,285155,194,-5,-9.602260e-01,4.801130e+00
533,285155,196,-6,1.038417e+00,-6.230502e+00
533,285155,198,-7,8.995291e-01,-6.296704e+00
533,285155,199,-8,1.036394e+00,-8.291151e+00
533,285155,201,-7,-9.649143e-01,6.754400e+00
578,335240,1,1,5.966496e+00,5.966496e+00
578,335240,3,-1,-1.208635e+01,1.208635e+01
578,335240,5,-2,-5.649748e+00,1.129950e+01
578,335240,7,-2,-4.850720e+00,9.701440e+00
578,335240,8,-2,-3.949573e+00,7.899146e+00
578,335240,11,-2,-4.039591e+00,8.079183e+00
578,335240,13,-3,-6.998137e+00,2.099441e+01
578,335240,15,-1,6.056155e+00,-6.056155e+00
578,335240,17,-2,-8.144437e+00,1.628887e+01
578,335240,20,-3,-4.348827e+00,1.304648e+01
578,335240,21,-2,5.908981e+00,-1.181796e+01
578,335240,23,-2,-5.454372e+00,1.090874e+01
578,335240,29,-2,-3.334654e+00,6.669308e+00
578,335240,31,-4,-2.450716e+00,9.802864e+00
578,335240,33,-3,-3.351937e+00,1.005581e+01
578,335240,34,-2,3.287052e+00,-6.574104e+00
578,335240,44,-3,5.956980e+00,-1.787094e+01
578,335240,45,-3,-5.192278e+00,1.557684e+01
578,335240,53,-3,2.617797e+00,-7.853392e+00
578,335240,56,-2,-5.085144e+00,1.017029e+01
578,335240,57,-1,5.351766e+00,-5.351766e+00
578,335240,67,-2,4.422320e+00,-8.844640e+00
578,335240,73,-4,-1.358799e+00,5.435197e+00
578,335240,77,-2,-2.688836e+00,5.377673e+00
578,335240,79,-4,1.650225e+00,-6.600900e+00
578,335240,84,-4,-2.551695e+00,1.020678e+01
578,335240,85,-3,2.440480e+00,-7.321439e+00
578,335240,105,-3,2.279618e+00,-6.838854e+00
578,335240,112,-4,-1.375208e+00,5.500833e+00
578,335240,116,-5,-1.138861e+00,5.694304e+00
578,335240,140,-4,1.814112e+00,-7.256450e+00
578,335240,174,-4,-1.454961e+00,5.819845e+00
578,335240,182,-5,-1.330611e+00,6.653056e+00
578,335240,195,-6,-1.208561e+00,7.251364e+00
578,335240,197,-7,9.242419e-01,-6.469693e+00
578,335240,199,-8,-1.077217e+00,8.617732e+00
578,335240,201,-7,9.213062e-01,-6.449144e+00
578,335240,203,-5,-1.080102e+00,5.400509e+00
578,335240,440,-7,8.492608e-01,-5.944826e+00
578,335240,442,-8,6.983119e-01,-5.586495e+00
623,389375,1,1,-3.177344e+01,-3.177344e+01
623,389375,5,-2,6.397088e+00,-1.279418e+01
623,389375,8,-2,-1.377298e+01,2.754597e+01
623,389375,9,-2,5.778622e+00,-1.155724e+01
623,389375,11,-2,3.201166e+00,-6.402331e+00
623,389375,13,-3,-3.262676e+00,9.788028e+00
623,389375,15,-1,-6.181344e+00,6.181344e+00
623,389375,19,-3,2.489533e+00,-7.468600e+00
623,389375,20,-3,-1.108959e+01,3.326878e+01
623,389375,21,-2,6.020260e+00,-1.204052e+01
623,389375,23,-2,-5.666490e+00,1.133298e+01
623,389375,27,-1,-6.879553e+00,6.879553e+00
623,389375,32,-4,4.814365e+00,-1.925746e+01
623,389375,33,-3,-5.069041e+00,1.520712e+01
623,389375,44,-3,4.296412e+00,-1.288924e+01
623,389375,51,-2,3.539875e+00,-7.079750e+00
623,389375,54,-3,-3.762092e+00,1.128628e+01
623,389375,61,-2,3.232981e+00,-6.465962e+00
623,389375,71,-3,3.049150e+00,-9.147449e+00
623,389375,75,-3,-1.954983e+00,5.864949e+00
623,389375,78,-3,2.596120e+00,-7.788360e+00
623,389375,80,-4,-3.072101e+00,1.228840e+01
623,389375,83,-4,3.370747e+00,-1.348299e+01
623,389375,84,-4,-1.520116e+00,6.080462e+00
623,389375,85,-3,-2.291814e+00,6.875441e+00
623,389375,110,-5,2.081823e+00,-1.040912e+01
623,389375,111,-4,-1.799912e+00,7.199650e+00
623,389375,112,-4,2.195929e+00,-8.783716e+00
623,389375,113,-5,-2.685363e+00,1.342681e+01
623,389375,117,-5,1.545601e+00,-7.728003e+00
623,389375,118,-4,-2.334457e+00,9.337828e+00
623,389375,131,-3,2.122522e+00,-6.367566e+00
623,389375,139,-4,1.479252e+00,-5.917008e+00
623,389375,182,-5,1.434500e+00,-7.172500e+00
623,389375,186,-4,1.560910e+00,-6.243641e+00
623,389375,194,-5,1.552946e+00,-7.764729e+00
623,389375,198,-7,-1.319051e+00,9.233356e+00
623,389375,200,-8,-1.188713e+00,9.509702e+00
623,389375,202,-6,-1.190259e+00,7.141553e+00
623,389375,443,-9,7.048627e-01,-6.343764e+00
668,447560,1,1,-1.521980e+01,-1.521980e+01
668,447560,5,-2,-9.691327e+00,1.938265e+01
668,447560,6,-1,-9.164181e+00,9.164181e+00
668,447560,7,-2,4.470354e+00,-8.940707e+00
668,447560,9,-2,-6.974843e+00,1.394969e+01
668,447560,10,-1,9.364584e+00,-9.364584e+00
668,447560,11,-2,-8.791652e+00,1.758330e+01
668,447560,13,-3,1.178385e+01,-3.535155e+01
668,447560,14,-2,-9.125620e+00,1.825124e+01
668,447560,19,-3,-3.211688e+00,9.635065e+00
668,447560,20,-3,6.310469e+00,-1.893141e+01
668,447560,21,-2,-3.446469e+00,6.892937e+00
668,447560,23,-2,-6.293960e+00,1.258792e+01
668,447560,24,-2,3.979989e+00,-7.959979e+00
668,447560,25,-2,-3.499210e+00,6.998420e+00
668,447560,30,-3,2.864587e+00,-8.593761e+00
668,447560,31,-4,-4.167068e+00,1.666827e+01
668,447560,32,-4,1.511208e+00,-6.044832e+00
668,447560,33,-3,-3.999281e+00,1.199784e+01
668,447560,45,-3,3.506115e+00,-1.051834e+01
668,447560,47,-3,3.362752e+00,-1.008826e+01
668,447560,51,-2,3.367076e+00,-6.734151e+00
668,447560,71,-3,2.047868e+00,-6.143605e+00
668,447560,75,-3,-3.093684e+00,9.281051e+00
668,447560,76,-3,4.238373e+00,-1.271512e+01
668,447560,82,-3,3.324480e+00,-9.973439e+00
668,447560,83,-4,-2.453377e+00,9.813507e+00
668,447560,105,-3,2.211178e+00,-6.633535e+00
668,447560,110,-5,-1.333972e+00,6.669860e+00
668,447560,111,-4,2.661364e+00,-1.064546e+01
668,447560,112,-4,-2.343351e+00,9.373406e+00
668,447560,174,-4,-1.910946e+00,7.643782e+00
668,447560,175,-4,2.087625e+00,-8.350501e+00
668,447560,187,-3,2.328529e+00,-6.985588e+00
668,447560,191,-5,1.452935e+00,-7.264674e+00
668,447560,192,-5,-1.677147e+00,8.385735e+00
668,447560,204,-5,-1.300265e+00,6.501323e+00
668,447560,288,-7,1.183302e+00,-8.283112e+00
668,447560,300,-5,1.315586e+00,-6.577932e+00
668,447560,443,-9,7.108454e-01,-6.397608e+00
713,509795,1,1,-1.647386e+01,-1.647386e+01
713,509795,3,-1,-1.431606e+01,1.431606e+01
713,509795,4,-1,-1.433182e+01,1.433182e+01
713,509795,5,-2,3.989155e+00,-7.978310e+00
713,509795,7,-2,-7.847918e+00,1.569584e+01
713,509795,8,-2,3.534273e+00,-7.068545e+00
713,509795,11,-2,-1.299685e+01,2.599370e+01
713,509795,12,-2,8.294897e+00,-1.658979e+01
713,509795,14,-2,-7.837240e+00,1.567448e+01
713,509795,15,-1,9.803597e+00,-9.803597e+00
713,509795,20,-3,-8.939365e+00,2.681809e+01
713,509795,21,-2,4.511457e+00,-9.022914e+00
713,509795,23,-2,6.462259e+00,-1.292452e+01
713,509795,31,-4,-5.033567e+00,2.013427e+01
713,509795,32,-4,3.003619e+00,-1.201448e+01
713,509795,33,-3,2.753552e+00,-8.260655e+00
713,509795,44,-3,-3.604416e+00,1.081325e+01
713,509795,48,-3,-2.433610e+00,7.300830e+00
713,509795,53,-3,-3.427908e+00,1.028373e+01
713,509795,54,-3,4.298386e+00,-1.289516e+01
713,509795,67,-2,5.457384e+00,-1.091477e+01
713,509795,71,-3,-3.271344e+00,9.814032e+00
713,509795,78,-3,-3.340870e+00,1.002261e+01
713,509795,80,-4,2.974979e+00,-1.189992e+01
713,509795,85,-3,-4.052313e+00,1.215694e+01
713,509795,105,-3,-2.422603e+00,7.267809e+00
713,509795,109,-4,2.908712e+00,-1.163485e+01
713,509795,110,-5,-1.978291e+00,9.891457e+00
713,509795,118,-4,-2.422285e+00,9.689140e+00
713,509795,182,-5,1.983584e+00,-9.917919e+00
713,509795,198,-7,-1.655906e+00,1.159134e+01
713,509795,199,-8,1.343022e+00,-1.074418e+01
713,509795,204,-5,-1.534362e+00,7.671811e+00
713,509795,285,-7,1.198629e+00,-8.390406e+00
713,509795,442,-8,1.574397e+00,-1.259517e+01
713,509795,659,-10,8.496157e-01,-8.496157e+00
713,509795,673,-11,8.491409e-01,-9.340550e+00
