n,X,H,C_centered,E_centered,identity_err
5720,32729840,-2052.0,782.2212080089666,1417.1106040045242,8.185452315956354e-11
5721,32741283,-2092.0,775.5203270484053,1433.7601635240617,2.8194335754960775e-10
5722,32752728,-2099.0,725.0364119257138,1412.0182059629806,2.473825588822365e-10
5723,32764175,-2020.0,723.1292164692131,1371.5646082344365,3.4015101846307516e-10
5724,32775624,-1999.0,783.9227044509898,1391.4613522251946,6.007212505210191e-10
5725,32787075,-1982.0,739.7065344894945,1360.8532672449383,3.8198777474462986e-10
5726,32798528,-1997.0,751.465968738572,1374.2329843694165,2.610249794088304e-10
5727,32809983,-1789.0,636.9368812813482,1212.968440640736,1.2369127944111824e-10
5728,32821440,-1668.0,509.49916082722484,1088.7495804141142,1.0036274034064263e-09
5729,32832899,-1564.0,487.65109149125055,1025.8255457462208,1.1909833119716495e-09
5730,32844360,-1624.0,529.1811272311897,1076.590563615821,4.524736141320318e-10
5731,32855823,-1541.0,377.0376290521526,959.0188145256132,9.263203537557274e-10
5732,32867288,-1487.0,497.81044836863293,992.4052241845209,4.0881786844693124e-10
5733,32878755,-1466.0,496.48610127621214,981.2430506377975,6.170921551529318e-10
5734,32890224,-1550.0,528.2272389102436,1039.113619454893,4.574758349917829e-10
5735,32901695,-1736.0,572.5734819396457,1154.286740969694,2.5784174795262516e-10
5736,32913168,-1682.0,569.7759747359378,1125.8879873677488,4.4019543565809727e-10
5737,32924643,-1742.0,558.0563115679834,1150.0281557846672,1.351054379483685e-09
5738,32936120,-1757.0,597.4607496311364,1177.2303748154907,1.5506884665228426e-10
5739,32947599,-1719.0,584.434982091625,1151.7174910460076,3.901732270605862e-10
5740,32959080,-1822.0,685.060260731756,1253.5301303663978,1.039552444126457e-09
5741,32970563,-1867.0,692.5931725804403,1279.7965862894246,1.591160980751738e-09
5742,32982048,-1747.0,523.1734757976083,1135.086737898579,4.501998773775995e-10
5743,32993535,-1723.0,500.1157739503833,1111.5578869747221,9.390532795805484e-10
5744,33005024,-1633.0,435.3428258607455,1034.1714129305753,4.0517988963983953e-10
5745,33016515,-1570.0,528.6293342607387,1049.314667130373,7.275957614183426e-12
5746,33028008,-1680.0,494.85867869653157,1087.4293393482446,4.229150363244116e-11
5747,33039503,-1696.0,639.7230666681135,1167.8615333334292,1.255102688446641e-09
5748,33051000,-1637.0,714.008791114873,1175.504395558036,1.1991687642876059e-09
5749,33062499,-1680.0,739.1657831403718,1209.5828915704315,4.911271389573812e-10
5750,33074000,-1732.0,735.7715698038519,1233.8857849020756,2.992237568832934e-10
5751,33085503,-1605.0,744.7499567518535,1174.8749783762646,6.757545634172857e-10
5752,33097008,-1560.0,668.2052431017801,1114.1026215513143,8.48558556754142e-10
5753,33108515,-1668.0,837.1452456462139,1252.5726228230542,1.0550138540565968e-10
5754,33120024,-1691.0,797.2171802481462,1244.1085901237338,6.784830475226045e-10
5755,33131535,-1685.0,817.2282294838515,1251.1141147423787,9.058567229658365e-10
5756,33143048,-1496.0,685.2991172067414,1090.6495586033886,3.5925040720030665e-11
5757,33154563,-1662.0,754.0707978140272,1208.0353989075852,1.1432348401285708e-09
5758,33166080,-1686.0,763.5012803296268,1224.750640164807,1.2732925824820995e-11
5759,33177599,-1627.0,732.8068869103736,1179.9034434551463,8.094502845779061e-11
5760,33189120,-1535.0,664.1419332426449,1099.5709666211687,3.0740920919924974e-10
5761,33200643,-1430.0,592.9192690623167,1011.4596345311261,6.45741238258779e-11
5762,33212168,-1385.0,535.9639392988465,960.4819696495265,2.064552973024547e-10
5763,33223695,-1376.0,411.76651861015125,893.8832593049694,2.1236701286397874e-10
5764,33235224,-1372.0,248.8666024695558,810.4333012348263,9.686118573881686e-11
5765,33246755,-1378.0,322.47048627768527,850.2352431391473,6.093614501878619e-10
5766,33258288,-1451.0,382.13663056414225,916.568315282256,3.6970959627069533e-10
5767,33269823,-1504.0,437.5588162399072,970.7794081204495,9.918039722833782e-10
5768,33281360,-1516.0,330.86134618593496,923.4306730930111,8.731149137020111e-11
5769,33292899,-1578.0,319.29578182080877,948.6478909104617,1.1459633242338896e-10
5770,33304440,-1556.0,309.13937496519065,932.5696874833993,1.6079866327345371e-09
5771,33315983,-1479.0,285.59826660735416,882.2991333034377,4.788489604834467e-10
5772,33327528,-1393.0,282.2705676155456,837.6352838074667,6.120899342931807e-10
5773,33339075,-1315.0,289.7060643576842,802.3530321790054,3.2650859793648124e-10
5774,33350624,-1438.0,372.120360498986,905.0601802496101,2.34194885706529e-10
5775,33362175,-1358.0,371.739256406232,864.8696282028329,5.661604518536478e-10
5776,33373728,-1487.0,393.7742224734684,940.3871112369145,3.6061464925296605e-10
5777,33385283,-1536.0,448.94826590720913,992.4741329531942,8.208189683500677e-10
5778,33396840,-1702.0,447.91785804377287,1074.958929021415,9.426912583876401e-10
5779,33408399,-1839.0,584.1714027194248,1211.5857013594427,5.393303581513464e-10
5780,33419960,-1876.0,707.7187450302008,1291.8593725152832,3.6561687011271715e-10
5781,33431523,-1944.0,745.9937510674645,1344.9968755332798,9.049472282640636e-10
5782,33443088,-1985.0,778.7503771253687,1381.8751885630807,7.92624632595107e-10
5783,33454655,-1908.0,891.3267747487698,1399.6633873738717,1.0263647709507495e-09
5784,33466224,-1841.0,916.2291971912782,1378.6145985957708,2.632987161632627e-10
5785,33477795,-1714.0,834.3084324310475,1274.154216215423,2.014530764427036e-10
5786,33489368,-1611.0,819.8533647787117,1215.4266823888822,9.472387318965048e-10
5787,33500943,-1560.0,845.6504179816984,1202.8252089907435,2.1145751816220582e-10
5788,33512520,-1577.0,829.1410555862531,1203.0705277934358,6.184563972055912e-10
5789,33524099,-1368.0,763.231728987972,1065.6158644939508,7.048583938740194e-11
5790,33535680,-1318.0,637.1922466152755,977.5961233079779,6.803020369261503e-10
5791,33547263,-1367.0,649.9638292815362,1008.4819146409582,3.80168785341084e-10
5792,33558848,-1368.0,608.1247669171717,988.0623834583505,4.706635081674904e-10
5793,33570435,-1438.0,752.454951155727,1095.227475577471,7.848939276300371e-10
5794,33582024,-1513.0,748.7518946167256,1130.8759473086716,6.175469025038183e-10
5795,33593615,-1371.0,642.3990931134613,1006.6995465566692,1.227817847393453e-10
5796,33605208,-1326.0,551.9596455332648,938.9798227672134,1.1618794815149158e-09
5797,33616803,-1307.0,648.3041296605661,977.6520648299772,6.116351869422942e-10
5798,33628400,-1158.0,525.6549964415317,841.8274982205533,4.2518877307884395e-10
5799,33639999,-1089.0,553.2776236339414,821.1388118171544,3.67435859516263e-10
5800,33651600,-1117.0,554.3295882187958,835.664794109611,4.260982677806169e-10
5801,33663203,-1207.0,721.0153006838809,964.0076503414027,1.0754774848464876e-09
5802,33674808,-1260.0,763.4466083195584,1011.7233041597221,1.141415850725025e-10
5803,33686415,-1300.0,802.141007493221,1051.0705037466585,9.595169103704393e-11
5804,33698024,-1408.0,936.7845746921084,1172.3922873460144,7.958078640513122e-11
5805,33709635,-1487.0,1013.9148815375229,1250.4574407689274,3.319655661471188e-10
5806,33721248,-1360.0,914.4527515312366,1137.226375765931,6.252776074688882e-10
5807,33732863,-1303.0,894.3688676434394,1098.6844338214275,5.843503458891064e-10
5808,33744480,-1232.0,800.4242734997824,1016.2121367502252,6.680238584522158e-10
5809,33756099,-1182.0,757.5637718509242,969.7818859253218,2.8057911549694836e-10
5810,33767720,-1221.0,752.2409939708596,986.6204969855955,3.3151081879623234e-10
5811,33779343,-1367.0,850.1892039670201,1108.5946019834157,1.887201506178826e-10
5812,33790968,-1280.0,811.1662675263651,1045.5831337634831,6.011759978719056e-10
5813,33802595,-1141.0,688.4118265260768,914.7059132632312,3.8562575355172157e-10
5814,33814224,-1287.0,768.7310150914418,1027.8655075459385,4.3519321479834616e-10
5815,33825855,-1398.0,936.2977452461782,1167.1488726230516,7.503331289626658e-11
5816,33837488,-1334.0,827.6416365607583,1080.820818280263,2.3237589630298316e-10
5817,33849123,-1369.0,761.1528500674467,1065.076425033981,5.152287485543638e-10
5818,33860760,-1310.0,748.5129633089819,1029.2564816542463,4.893081495538354e-10
5819,33872399,-1252.0,656.7618076462823,954.3809038226693,9.43600753089413e-10
5820,33884040,-1337.0,700.1643355437263,1018.5821677722056,6.84849510435015e-10
5821,33895683,-1257.0,673.1955435725104,965.0977717867088,9.072209650184959e-10
5822,33907328,-1174.0,664.9544847518264,919.4772423759916,1.5688783605583012e-10
5823,33918975,-1141.0,705.677745807654,923.3388729042535,8.531060302630067e-10
5824,33930624,-1249.0,784.0646752585599,1016.5323376292722,1.546140993013978e-11
5825,33942275,-998.0,655.4741991017072,826.737099550493,7.212292985059321e-10
5826,33953928,-1024.0,596.1946410936944,810.0973205472603,8.262759365607053e-10
5827,33965583,-983.0,483.3507819553779,733.1753909778345,2.9103830456733704e-10
5828,33977240,-982.0,538.9341145842045,760.4670572922457,2.8694557840935886e-10
5829,33988899,-886.0,454.8679830993933,670.4339915498076,2.219167072325945e-10
5830,34000560,-897.0,410.49547227597213,653.7477361378571,2.5784174795262516e-10
5831,34012223,-883.0,441.02412056925823,662.0120602846421,2.5920599000528455e-11
5832,34023888,-943.0,404.5553365709202,673.7776682853505,2.191882231272757e-10
5833,34035555,-867.0,463.13659453365835,665.0682972671382,6.180016498547047e-10
5834,34047224,-1002.0,485.1436558650166,743.5718279327759,5.352376319933683e-10
5835,34058895,-761.0,406.94898422880215,583.9744921141832,4.3564796214923263e-10
5836,34070568,-702.0,381.33109674815205,541.6655483741608,1.6962076188065112e-10
5837,34082243,-726.0,417.4845305758936,571.7422652879784,6.320988177321851e-11
5838,34093920,-657.0,423.4788207457459,540.2394103731965,6.471054803114384e-10
5839,34105599,-758.0,506.05696472813725,632.0284823642824,4.2746250983327627e-10
5840,34117280,-796.0,623.4990501641005,709.7495250819745,1.5143086784519255e-10
5841,34128963,-776.0,576.3423166344,676.1711583170857,2.2873791749589145e-10
5842,34140648,-693.0,552.0650006344367,622.532500317458,4.793037078343332e-10
5843,34152335,-594.0,627.680270757206,610.8401353784882,2.2964741219766438e-10
5844,34164024,-541.0,546.4756173499336,543.7378086752526,5.716174200642854e-10
5845,34175715,-624.0,535.8203351467091,579.9101675736938,6.784830475226045e-10
5846,34187408,-414.0,487.2067125273461,450.60335626383176,3.1741365091875196e-10
5847,34199103,-327.0,365.9591182100412,346.4795591051595,2.778506313916296e-10
5848,34210800,-423.0,387.69058373590815,405.34529186864984,1.3915268937125802e-09
5849,34222499,-356.0,318.0311061940447,337.01555309753485,1.0250005288980901e-09
5850,34234200,-302.0,297.14735813080915,299.5736790649878,8.335518941748887e-10
5851,34245903,-358.0,326.1127540715097,342.05637703576235,1.5006662579253316e-11
5852,34257608,-179.0,238.37706275310484,208.68853137657607,4.729372449219227e-11
5853,34269315,-169.0,374.71245657201507,271.8562282864375,8.599272405263036e-10
5854,34281024,-209.0,442.100477967615,325.5502389836381,3.3878677641041577e-10
5855,34292735,-144.0,431.88062402946525,287.94031201451435,4.3655745685100555e-10
5856,34304448,-40.0,460.62471377968905,250.31235688957236,5.443325790110976e-10
5857,34316163,-83.0,341.8869792659825,212.44348963302195,6.139089236967266e-11
5858,34327880,-98.0,383.5257841748826,240.7628920879008,9.19044396141544e-10
5859,34339599,-185.0,315.21845420994214,250.10922710552518,1.108219294110313e-09
5860,34351320,-87.0,252.41396869716118,169.70698434843166,2.97859514830634e-10
5861,34363043,-162.0,265.37667448297725,213.68833724159254,2.078195393551141e-10
5862,34374768,-92.0,197.09907131557702,144.54953565781875,6.048139766789973e-11
5863,34386495,6.0,185.22981988082756,89.61490993938901,2.0495463104452938e-09
5864,34398224,47.0,193.56193802304915,73.2809690114741,1.0095391189679503e-10
5865,34409955,55.0,199.6501079335285,72.32505396687975,2.3101165425032377e-10
5866,34421688,114.0,78.62766096522682,-17.6861695167388,1.2955752026755363e-09
5867,34433423,165.0,125.71432085547713,-19.642839572155026,2.128217602148652e-10
5868,34445160,221.0,-12.42653159677866,-116.71326579801575,7.471498975064605e-10
5869,34456899,13.0,149.98214581861976,68.49107290894108,7.376002031378448e-10
5870,34468640,133.0,132.29936616969644,-0.3503169149121277,4.793037078343332e-10
5871,34480383,88.0,40.120830583240604,-23.939584708357188,4.501998773775995e-11
5872,34492128,172.0,93.22154511979898,-39.38922743978719,6.266418495215476e-10
5873,34503875,131.0,158.57366023093346,13.786830115535395,1.3733369996771216e-10
5874,34515624,77.0,211.02223571305512,67.01111785676017,4.652065399568528e-10
5875,34527375,64.0,321.3598454168241,128.6799227081808,4.62478055851534e-10
5876,34539128,88.0,436.0690396085556,174.03451980419845,1.5870682545937598e-10
5877,34550883,147.0,206.08112706555403,29.54056353282317,9.231371222995222e-11
5878,34562640,158.0,298.6403830931813,70.32019154667478,1.6825651982799172e-10
5879,34574399,218.0,277.3734822739789,29.68674113749239,1.0059011401608586e-09
5880,34586160,250.0,359.82015370982117,54.91007685487216,7.685230229981244e-11
5881,34597923,367.0,222.72362118246383,-72.13818940861074,3.1468516681343317e-10
5882,34609688,431.0,243.08074424168444,-93.9596278786014,1.1127667676191777e-09
5883,34621455,552.0,322.42462211151724,-114.78768894411428,2.5420376914553344e-10
5884,34633224,620.0,242.36509685471538,-188.81745157227283,7.389644451905042e-10
5885,34644995,624.0,238.83490789981443,-192.5825460500114,1.6279955161735415e-10
5886,34656768,859.0,171.5783215785341,-343.7108392105979,2.701199264265597e-10
5887,34668543,929.0,153.01033629782614,-387.9948318509371,2.9967850423417985e-10
5888,34680320,930.0,58.24733089687652,-435.87633455109926,9.24956111703068e-10
5889,34692099,1040.0,72.17265185204451,-483.9136740737722,4.1109160520136356e-10
5890,34703880,972.0,-17.36331641828292,-494.6816582094989,7.148628355935216e-10
5891,34715663,1016.0,123.4600024104875,-446.2699987949584,4.042703949380666e-10
5892,34727448,936.0,163.59030615209485,-386.20484692390437,9.640643838793039e-11
5893,34739235,993.0,124.53732015271089,-434.23133992338626,5.165929906070232e-10
5894,34751024,1147.0,147.71215145013412,-499.64392427436746,1.1309566616546363e-09
5895,34762815,1287.0,14.68414742682944,-636.1579262870321,8.93578544491902e-10
5896,34774608,1273.0,46.271379328594776,-613.3643103356462,1.127773430198431e-10
5897,34786403,1239.0,63.26187597311218,-587.8690620133264,2.3510438040830195e-10
5898,34798200,1113.0,129.8900816971145,-491.55495915095844,9.686118573881686e-10
5899,34809999,1285.0,52.402821269090055,-616.2985893654763,4.274625098332763e-11
5900,34821800,1330.0,-40.30789133053622,-685.1539456647504,1.0354597179684788e-09
5901,34833603,1524.0,-142.46988031014916,-833.2349401548149,5.19321474712342e-10
5902,34845408,1570.0,-84.47933507230482,-827.2396675355408,1.2232703738845885e-09
5903,34857215,1486.0,-150.2137837119226,-818.1068918556955,5.315996531862766e-10
5904,34869024,1500.0,-40.41159256544779,-770.205796283178,9.081304597202688e-10
5905,34880835,1484.0,87.5766165451787,-698.2116917270955,6.302798283286393e-10
5906,34892648,1448.0,66.70923085472896,-690.6453845727899,3.0877345125190914e-10
5907,34904463,1486.0,127.61562001120183,-679.1921899949912,1.1841621017083526e-09
5908,34916280,1370.0,132.79138514059014,-618.6043074303554,1.3010321708861738e-09
5909,34928099,1245.0,225.3311760435754,-509.83441197785896,7.066773832775652e-10
5910,34939920,1283.0,82.24259018388693,-600.3787049077916,5.297806637827307e-10
5911,34951743,1485.0,99.37234946995159,-692.8138252645651,9.181349014397711e-10
5912,34963568,1597.0,100.6909176754707,-748.1545411624697,4.1018211049959064e-10
5913,34975395,1524.0,125.68713683329406,-699.1564315831481,4.0972736314870417e-10
5914,34987224,1562.0,124.35561356178368,-718.8221932186514,9.135874279309064e-10
5915,34999055,1473.0,81.99384204795933,-695.5030789763343,6.280060915742069e-10
5916,35010888,1565.0,37.62917868469958,-763.6854106577823,2.6420821086503565e-10
5917,35022723,1658.0,6.42055606507347,-825.7897219675219,1.1732481652870774e-10
5918,35034560,1499.0,95.853308575548,-701.5733457119486,5.547917680814862e-10
5919,35046399,1453.0,157.31188948100316,-647.8440552595816,1.6643753042444587e-10
5920,35058240,1574.0,194.18638847678085,-689.9068057609431,1.3328644854482263e-09
5921,35070083,1605.0,177.5247309221595,-713.7376345386394,5.616129783447832e-10
5922,35081928,1576.0,185.18094119781745,-695.4095294009019,3.788045432884246e-10
5923,35093775,1764.0,91.98385777007206,-836.0080711144153,1.097305357689038e-09
5924,35105624,1761.0,87.91012523657992,-836.5449373820695,7.189555617514998e-10
5925,35117475,1765.0,114.92185759302811,-825.0390712035235,7.503331289626658e-11
5926,35129328,1710.0,139.21051204329706,-785.3947439786054,5.079527909401804e-10
5927,35141183,1802.0,47.504624634602806,-877.2476876821122,1.172793417936191e-09
5928,35153040,1849.0,112.73353734388365,-868.1332313282107,3.051354724448174e-10
5929,35164899,1818.0,111.7586279809766,-853.1206860097907,5.579749995376915e-10
5930,35176760,1918.0,5.060448124277173,-956.4697759373939,9.349605534225702e-10
5931,35188623,1984.0,-97.29675513328402,-1040.648377565593,2.0982042769901454e-09
5932,35200488,2020.0,-185.74349198050913,-1102.8717459902718,3.456079866737127e-11
5933,35212355,2032.0,-67.8586810711131,-1049.9293405350418,1.0295480024069548e-09
5934,35224224,1956.0,-55.84369407806662,-1005.9218470388307,4.0517988963983953e-10
5935,35236095,1979.0,-31.962110381718958,-1005.4810551909243,1.2960299500264227e-10
5936,35247968,2093.0,-115.86307456638315,-1104.4315372832514,1.1959855328314006e-10
5937,35259843,2037.0,-9.98562084833975,-1023.4928104237774,7.848939276300371e-10
5938,35271720,2056.0,-0.6870232296350878,-1028.3435116144515,7.321432349272072e-10
5939,35283599,2029.0,-80.36256615552702,-1054.681283077856,1.850821718107909e-10
5940,35295480,2022.0,-74.89672702472308,-1048.4483635120482,6.266418495215476e-10
5941,35307363,2039.0,-4.404866148397559,-1021.7024330741176,1.623448042664677e-10
5942,35319248,1958.0,96.9298051497608,-930.5350974254857,7.321432349272072e-10
5943,35331135,1815.0,140.040630695672,-837.4796846513875,1.552962203277275e-09
5944,35343024,1894.0,51.87807188424631,-921.0609640577477,2.582964953035116e-10
5945,35354915,1886.0,61.630963536474155,-912.1845182320792,6.325535650830716e-10
5946,35366808,1942.0,34.873365021456266,-953.5633174894294,3.1513991416431963e-10
5947,35378703,1996.0,-51.31438296320266,-1023.657191481157,8.885763236321509e-10
5948,35390600,1995.0,-46.10712234638049,-1020.553561173559,7.376002031378448e-10
5949,35402499,1982.0,-40.688767975982046,-1011.3443839882059,4.297362465877086e-10
5950,35414400,1961.0,-104.37869517618674,-1032.6893475878824,4.220055416226387e-10
5951,35426303,1897.0,-14.546618012507679,-955.7733090061208,2.660272002685815e-10
5952,35438208,1843.0,22.16047637918382,-910.4197618103035,2.091837814077735e-10
5953,35450115,1805.0,-15.486820015619742,-910.2434100072894,1.0409166861791164e-09
5954,35462024,1862.0,18.606641937367385,-921.6966790314564,2.801243681460619e-10
5955,35473935,1847.0,90.8975503470574,-878.051224826215,5.125002644490451e-10
5956,35485848,1839.0,43.36101185440202,-897.8194940725566,4.847606760449708e-10
5957,35497763,1818.0,174.09927927827812,-821.9503603603889,9.440555004402995e-10
5958,35509680,1786.0,140.48687395636807,-822.7565630216134,4.0517988963983953e-10
5959,35521599,1882.0,112.02049347318825,-884.9897532636662,5.206857167650014e-10
5960,35533520,1680.0,196.91218202040181,-741.54390898991,2.219167072325945e-10
5961,35545443,1730.0,280.6775232022919,-724.6612383982338,1.2405507732182741e-09
5962,35557368,1691.0,148.7059460511955,-771.1470269751296,1.4547367754857987e-09
5963,35569295,1744.0,99.90605339672766,-822.0469733015188,2.346496330574155e-10
5964,35581224,1891.0,-16.6073870267428,-953.8036935132234,2.9604052542708814e-10
5965,35593155,1838.0,-82.01782634443953,-960.0089131722195,4.547473508864641e-13
5966,35605088,1796.0,-31.65391277251183,-913.826956386464,4.1609382606111467e-10
5967,35617023,1789.0,81.56955905738869,-853.7152204718029,9.94532456388697e-10
5968,35628960,1846.0,70.48019747252692,-887.7599012633625,7.480593922082335e-10
5969,35640899,1840.0,95.79374207035289,-872.1031289651135,5.798028723802418e-10
5970,35652840,1747.0,57.77701131688082,-844.6114943413772,3.647073754109442e-10
5971,35664783,1707.0,14.886155681480886,-846.0569221597277,9.363247954752296e-10
5972,35676728,1626.0,93.58850839265506,-766.20574580284,1.6648300515953451e-09
5973,35688675,1634.0,-3.7012792658933904,-818.8506396334292,9.649738785810769e-10
5974,35700624,1530.0,23.521865758491913,-753.2390671205962,3.155946615152061e-10
5975,35712575,1591.0,-42.40105161539395,-816.7005258074644,4.652065399568528e-10
5976,35724528,1652.0,12.09201669707545,-819.9539916513138,2.9695002012886107e-10
5977,35736483,1600.0,75.74949177083909,-762.1252541142414,6.78028300171718e-10
5978,35748440,1482.0,250.60668097666348,-615.6966595109106,1.5152181731536984e-09
5979,35760399,1538.0,221.06250498516602,-658.4687475067688,1.2964846973773092e-09
5980,35772360,1578.0,272.4998101219826,-652.7500949391306,2.4374458007514477e-10
5981,35784323,1647.0,261.0106439801457,-692.9946780097362,3.8198777474462986e-10
5982,35796288,1554.0,345.2578418776684,-604.3710790610633,2.0509105524979532e-10
5983,35808255,1587.0,294.6679797289835,-646.1660101352941,4.283720045350492e-10
5984,35820224,1484.0,301.4735018503561,-591.263249074449,7.457856554538012e-10
5985,35832195,1453.0,286.37445472579566,-583.3127726371206,3.6834535421803594e-11
5986,35844168,1502.0,232.4823436657607,-634.7588281669798,2.7966962079517543e-10
5987,35856143,1549.0,174.77679423961672,-687.1116028798012,7.808012014720589e-10
5988,35868120,1598.0,274.43181494626333,-661.7840925268194,9.777068044058979e-11
5989,35880099,1563.0,140.00674543975038,-711.496627279834,5.816218617837876e-10
5990,35892080,1738.0,90.70498632351519,-823.6475068381048,2.751221472863108e-10
5991,35904063,1789.0,-9.143884483346483,-899.0719422415684,2.0963852875865996e-10
5992,35916048,1832.0,41.187717079388676,-895.4061414600596,4.920366336591542e-10
5993,35928035,1812.0,-11.598784715257352,-911.799392357733,2.0872903405688703e-10
5994,35940024,1917.0,33.46938230810338,-941.7653088460454,1.9417711882852018e-10
5995,35952015,1942.0,175.68160609828192,-883.1591969507929,1.3233147910796106e-10
5996,35964008,2042.0,25.057462601776933,-1008.4712686986725,8.781171345617622e-10
5997,35976003,2047.0,-41.85242345117149,-1044.4262117256744,1.77351466845721e-10
5998,35988000,2158.0,-15.877115985756973,-1086.9385579925454,6.662048690486699e-10
5999,35999999,1978.0,-38.29520710630459,-1008.1476035532803,2.560227585490793e-10
6000,36012000,1900.0,58.480338334833505,-920.7598308324748,2.1691448637284338e-10
6001,36024003,1674.0,29.306708457734203,-822.3466457716813,1.0968506103381515e-09
6002,36036008,1676.0,-64.27190480587888,-870.1359524025338,8.11269273981452e-10
6003,36048015,1717.0,-21.22820569164469,-869.1141028455183,6.079972081352025e-10
6004,36060024,1596.0,18.665632297837874,-788.667183850843,4.761204763781279e-10
6005,36072035,1665.0,-40.15025103118387,-852.5751255151788,8.262759365607053e-10
6006,36084048,1572.0,25.706111810723087,-773.1469440934638,2.3492248146794736e-09
6007,36096063,1468.0,102.3249537567317,-682.837523121625,1.8189894035458565e-11
6008,36108080,1407.0,185.8929638871632,-610.5535180559582,9.204086381942034e-10
6009,36120099,1568.0,13.75999199927901,-777.1200040000083,7.044036465231329e-10
6010,36132120,1563.0,113.42799619972357,-724.7860019000718,1.3278622645884752e-10
6011,36144143,1455.0,132.873607371439,-661.0631963148764,1.1918928066734225e-09
6012,36156168,1440.0,62.71575106304954,-688.6421244690268,1.103217073250562e-09
6013,36168195,1434.0,120.81948127914802,-656.5902593607971,7.421476766467094e-10
6014,36180224,1405.0,315.23020816777716,-544.884895916126,2.9103830456733704e-11
6015,36192255,1572.0,94.59168150342884,-738.7041592488031,1.0350049706175923e-09
6016,36204288,1608.0,-79.40705421016901,-843.7035271047816,6.057234713807702e-10
6017,36216323,1603.0,-25.69831477475236,-814.3491573874478,1.432454155292362e-10
6018,36228360,1714.0,4.218378547724569,-854.890810725765,7.453309081029147e-10
6019,36240399,1705.0,120.52421724880696,-792.2378913758421,4.911271389573812e-10
6020,36252440,1647.0,152.44624562052195,-747.2768771897247,2.864908310584724e-11
6021,36264483,1427.0,273.54442125026253,-576.727789374441,8.55379767017439e-10
6022,36276528,1405.0,152.46889871763415,-626.2655506415422,7.185008144006133e-10
6023,36288575,1289.0,177.00418262396124,-555.9979086878302,3.7834979593753815e-10
6024,36300624,1259.0,328.46081757490174,-465.26959121248683,1.2460077414289117e-10
6025,36312675,1253.0,334.25689968900406,-459.3715501558506,7.053131412249058e-10
6026,36324728,1239.0,341.5271521486284,-448.7364239258609,3.5015546018257737e-10
6027,36336783,1127.0,413.25626122482936,-356.8718693880612,9.517862054053694e-10
6028,36348840,1034.0,370.9218307087722,-331.53908464586084,4.938556230627e-10
6029,36360899,1004.0,276.1953434954921,-363.9023282520784,3.510649548843503e-10
6030,36372960,989.0,382.53048379844404,-303.2347581003862,7.835296855773777e-10
6031,36385023,979.0,276.754382759711,-351.12280861963427,1.0204530553892255e-09
6032,36397088,977.0,262.5207280192117,-357.23963598991986,9.486029739491642e-10
6033,36409155,1005.0,273.3378953099309,-365.8310523449786,1.1186784831807017e-10
6034,36421224,1184.0,106.54840080384747,-538.7257995984776,8.026290743146092e-10
6035,36433295,1243.0,22.042687429260695,-610.4786562856953,6.511982064694166e-10
6036,36445368,1338.0,7.164414314931491,-665.4177928423435,3.815330273937434e-10
6037,36457443,1396.0,54.73277767948457,-670.6336111603055,9.549694368615746e-11
6038,36469520,1477.0,162.95933973384672,-657.0203301326053,9.426912583876401e-10
6039,36481599,1424.0,131.05726408059127,-646.4713679600593,7.098606147337705e-10
6040,36493680,1466.0,161.86568294800236,-652.067158525713,5.716174200642854e-10
6041,36505763,1412.0,122.64113095923676,-644.6794345201836,3.9608494262211025e-10
6042,36517848,1511.0,2.049910626577912,-754.4750446871074,7.92624632595107e-10
6043,36529935,1548.0,-47.536927995766746,-797.7684639977365,2.937667886726558e-10
6044,36542024,1631.0,-46.22488462147885,-838.6124423116148,1.7507773009128869e-09
6045,36554115,1543.0,-67.4411727176921,-805.2205863584386,8.149072527885437e-10
6046,36566208,1678.0,-55.651143930183025,-866.8255719644478,1.28738975035958e-09
6047,36578303,1734.0,15.769424395257374,-859.1152878025939,4.4519765651784837e-10
6048,36590400,1602.0,28.07066696565016,-786.9646665172052,6.048139766789973e-11
6049,36602499,1615.0,87.47135022611474,-763.7643248874576,1.0300027497578412e-09
6050,36614600,1630.0,147.23574829401332,-741.3821258527096,5.675246939063072e-10
6051,36626703,1680.0,83.31721518709674,-798.341392406395,1.1323209037072957e-10
6052,36638808,1814.0,-25.016569821018493,-919.5082849100284,9.617906471248716e-10
6053,36650915,1917.0,-61.604834222613135,-989.3024171113273,4.1382008930668235e-11
6054,36663024,1763.0,-1.560197835584404,-882.2800989174889,6.066329660825431e-10
6055,36675135,1829.0,-137.29790706330095,-983.1489535324934,1.6857484297361225e-09
6056,36687248,1932.0,-239.88770228336216,-1085.9438511418537,3.4515323932282627e-10
6057,36699363,1865.0,-348.2836148653005,-1106.6418074326575,1.4551915228366852e-11
6058,36711480,1873.0,-347.82557119763806,-1110.4127855986653,3.0740920919924974e-10
6059,36723599,1767.0,-266.35532169483486,-1016.677660846917,1.0008989193011075e-09
6060,36735720,1707.0,-157.66905502325972,-932.3345275107854,1.6889316611923277e-09
6061,36747843,1743.0,-195.04346708321827,-969.0217335419168,6.15273165749386e-10
6062,36759968,1741.0,-226.73187378540752,-983.8659368937986,2.1896084945183247e-09
6063,36772095,1711.0,-240.16906354620005,-975.584531772739,7.22138793207705e-10
6064,36784224,1746.0,-201.60343292009202,-973.8017164599037,2.8467184165492654e-10
