n,X,d,Md_weight,discrepancy,contribution
714,511224,1,1,-2.076993e+01,-2.076993e+01
714,511224,3,-1,-1.146874e+01,1.146874e+01
714,511224,4,-1,-1.707196e+01,1.707196e+01
714,511224,5,-2,8.333678e+00,-1.666736e+01
714,511224,7,-2,-5.976981e+00,1.195396e+01
714,511224,8,-2,3.881218e+00,-7.762436e+00
714,511224,9,-2,6.683309e+00,-1.336662e+01
714,511224,11,-2,-1.274326e+01,2.548651e+01
714,511224,12,-2,5.340217e+00,-1.068043e+01
714,511224,13,-3,3.661186e+00,-1.098356e+01
714,511224,14,-2,-6.539051e+00,1.307810e+01
714,511224,15,-1,1.228169e+01,-1.228169e+01
714,511224,18,-2,-9.176502e+00,1.835300e+01
714,511224,19,-3,5.808869e+00,-1.742661e+01
714,511224,20,-3,-9.202154e+00,2.760646e+01
714,511224,23,-2,5.288022e+00,-1.057604e+01
714,511224,24,-2,-4.761396e+00,9.522792e+00
714,511224,25,-2,4.655405e+00,-9.310811e+00
714,511224,27,-1,-7.764629e+00,7.764629e+00
714,511224,30,-3,-2.440692e+00,7.322076e+00
714,511224,31,-4,-3.224680e+00,1.289872e+01
714,511224,32,-4,2.914462e+00,-1.165785e+01
714,511224,33,-3,3.767389e+00,-1.130217e+01
714,511224,44,-3,-2.596181e+00,7.788542e+00
714,511224,48,-3,-2.426400e+00,7.279200e+00
714,511224,54,-3,3.085395e+00,-9.256184e+00
714,511224,67,-2,3.461468e+00,-6.922937e+00
714,511224,72,-3,-2.946863e+00,8.840589e+00
714,511224,73,-4,2.262235e+00,-9.048939e+00
714,511224,79,-4,-3.237296e+00,1.294919e+01
714,511224,80,-4,2.977905e+00,-1.191162e+01
714,511224,85,-3,-3.049677e+00,9.149030e+00
714,511224,105,-3,-3.420886e+00,1.026266e+01
714,511224,107,-3,-3.196678e+00,9.590034e+00
714,511224,112,-4,-1.749714e+00,6.998858e+00
714,511224,113,-5,1.245294e+00,-6.226468e+00
714,511224,114,-6,1.359302e+00,-8.155813e+00
714,511224,116,-5,-1.531024e+00,7.655121e+00
714,511224,118,-4,-2.301272e+00,9.205088e+00
714,511224,130,-2,3.373780e+00,-6.747560e+00
914,837224,5,-2,-9.312459e+00,1.862492e+01
914,837224,6,-1,1.549019e+01,-1.549019e+01
914,837224,7,-2,-1.385261e+01,2.770521e+01
914,837224,8,-2,-7.167747e+00,1.433549e+01
914,837224,11,-2,9.509683e+00,-1.901937e+01
914,837224,12,-2,-1.093080e+01,2.186160e+01
914,837224,13,-3,-1.680835e+01,5.042505e+01
914,837224,14,-2,1.837655e+01,-3.675310e+01
914,837224,18,-2,-6.344302e+00,1.268860e+01
914,837224,19,-3,4.493649e+00,-1.348095e+01
914,837224,20,-3,-3.796313e+00,1.138894e+01
914,837224,23,-2,-7.735279e+00,1.547056e+01
914,837224,24,-2,5.276976e+00,-1.055395e+01
914,837224,25,-2,7.147272e+00,-1.429454e+01
914,837224,29,-2,4.179884e+00,-8.359769e+00
