n,X,H_num,H_den,H,C_centered,E_centered,identity_err
2,8,-224,225,-0.9955555555555555,-1.058879819489442,-0.03166213196694326,0.0
3,15,1,50,0.02,-2.7770552942778792,-1.3985276471389396,1.734723475976807e-17
4,24,-24,25,-0.96,-1.2995704285217329,-0.16978521426086648,0.0
