n,X,d,Md_weight,discrepancy,contribution
4099,16809999,73,-4,1.689781e+01,-6.759124e+01
4099,16809999,76,-3,9.427059e+00,-2.828118e+01
4099,16809999,77,-2,-1.379735e+01,2.759471e+01
4099,16809999,79,-4,-6.934687e+00,2.773875e+01
4099,16809999,80,-4,9.232001e+00,-3.692800e+01
4099,16809999,81,-4,8.166693e+00,-3.266677e+01
4099,16809999,112,-4,1.053961e+01,-4.215842e+01
4099,16809999,113,-5,-5.611394e+00,2.805697e+01
4099,16809999,116,-5,-6.212223e+00,3.106111e+01
4099,16809999,117,-5,-6.602482e+00,3.301241e+01
4099,16809999,181,-4,1.040487e+01,-4.161948e+01
4099,16809999,190,-4,-1.165743e+01,4.662974e+01
4099,16809999,191,-5,6.763144e+00,-3.381572e+01
4099,16809999,193,-6,-5.482222e+00,3.289333e+01
4099,16809999,199,-8,4.703896e+00,-3.763117e+01
4099,16809999,200,-8,-5.871516e+00,4.697213e+01
4099,16809999,202,-6,-7.197531e+00,4.318519e+01
4099,16809999,285,-7,-3.755851e+00,2.629096e+01
4099,16809999,297,-7,4.635821e+00,-3.245074e+01
4099,16809999,436,-6,-6.429079e+00,3.857448e+01
4099,16809999,500,-6,4.571199e+00,-2.742719e+01
4099,16809999,659,-10,-2.843886e+00,2.843886e+01
5084,25857224,1,1,-1.921392e+02,-1.921392e+02
5084,25857224,3,-1,5.679151e+01,-5.679151e+01
5084,25857224,4,-1,-1.015158e+02,1.015158e+02
5084,25857224,5,-2,4.710133e+01,-9.420266e+01
5084,25857224,7,-2,-7.125351e+01,1.425070e+02
5084,25857224,11,-2,-4.095708e+01,8.191416e+01
5084,25857224,13,-3,1.118820e+01,-3.356460e+01
5084,25857224,16,-1,-5.484675e+01,5.484675e+01
5084,25857224,17,-2,2.597355e+01,-5.194710e+01
5084,25857224,19,-3,-2.549639e+01,7.648916e+01
5084,25857224,23,-2,1.877770e+01,-3.755540e+01
5084,25857224,24,-2,-3.219058e+01,6.438116e+01
5084,25857224,25,-2,2.958862e+01,-5.917725e+01
5084,25857224,30,-3,-2.076163e+01,6.228488e+01
5084,25857224,31,-4,1.796021e+01,-7.184085e+01
5084,25857224,32,-4,8.843016e+00,-3.537206e+01
5084,25857224,34,-2,-2.030604e+01,4.061207e+01
5084,25857224,44,-3,2.202630e+01,-6.607889e+01
5084,25857224,48,-3,-1.172375e+01,3.517125e+01
5084,25857224,49,-3,1.840255e+01,-5.520764e+01
5084,25857224,53,-3,-1.230123e+01,3.690370e+01
5084,25857224,54,-3,1.989273e+01,-5.967820e+01
5084,25857224,71,-3,-1.420435e+01,4.261305e+01
5084,25857224,81,-4,1.775770e+01,-7.103078e+01
5084,25857224,83,-4,-1.427829e+01,5.711318e+01
5084,25857224,109,-4,-1.334261e+01,5.337042e+01
5084,25857224,112,-4,1.542905e+01,-6.171621e+01
5084,25857224,121,-3,-1.280825e+01,3.842475e+01
5084,25857224,139,-4,9.437336e+00,-3.774934e+01
5084,25857224,193,-6,-6.545306e+00,3.927183e+01
5084,25857224,194,-5,7.107216e+00,-3.553608e+01
5084,25857224,197,-7,-5.185672e+00,3.629970e+01
5084,25857224,287,-7,6.648075e+00,-4.653652e+01
5084,25857224,292,-7,-5.603141e+00,3.922199e+01
5084,25857224,293,-8,-5.347647e+00,4.278118e+01
5084,25857224,295,-7,4.988147e+00,-3.491703e+01
5084,25857224,439,-7,-6.201276e+00,4.340893e+01
5084,25857224,444,-9,4.150732e+00,-3.735659e+01
5084,25857224,671,-10,-4.398452e+00,4.398452e+01
5084,25857224,688,-10,3.778601e+00,-3.778601e+01
6069,36844899,1,1,-3.275568e+02,-3.275568e+02
6069,36844899,4,-1,-6.998848e+01,6.998848e+01
6069,36844899,5,-2,4.255818e+01,-8.511635e+01
6069,36844899,6,-1,-7.634684e+01,7.634684e+01
6069,36844899,7,-2,4.363028e+01,-8.726057e+01
6069,36844899,8,-2,-4.061037e+01,8.122074e+01
6069,36844899,9,-2,3.498348e+01,-6.996697e+01
6069,36844899,10,-1,-6.650371e+01,6.650371e+01
6069,36844899,11,-2,7.938263e+01,-1.587653e+02
6069,36844899,12,-2,-8.368553e+01,1.673711e+02
6069,36844899,13,-3,4.134367e+01,-1.240310e+02
6069,36844899,15,-1,-5.617619e+01,5.617619e+01
6069,36844899,19,-3,4.598537e+01,-1.379561e+02
6069,36844899,20,-3,-3.204748e+01,9.614243e+01
6069,36844899,23,-2,-2.494993e+01,4.989986e+01
6069,36844899,25,-2,2.362671e+01,-4.725343e+01
6069,36844899,30,-3,-2.990371e+01,8.971112e+01
6069,36844899,31,-4,4.876785e+01,-1.950714e+02
6069,36844899,32,-4,-1.772947e+01,7.091789e+01
6069,36844899,33,-3,2.632680e+01,-7.898039e+01
6069,36844899,37,-2,-2.525659e+01,5.051318e+01
6069,36844899,43,-3,-1.371124e+01,4.113371e+01
6069,36844899,44,-3,1.738629e+01,-5.215886e+01
6069,36844899,45,-3,-2.130626e+01,6.391878e+01
6069,36844899,49,-3,-1.932439e+01,5.797317e+01
6069,36844899,54,-3,1.391531e+01,-4.174592e+01
6069,36844899,78,-3,1.516049e+01,-4.548146e+01
6069,36844899,80,-4,-1.024363e+01,4.097453e+01
6069,36844899,82,-3,-1.915875e+01,5.747625e+01
6069,36844899,83,-4,1.538049e+01,-6.152195e+01
6069,36844899,85,-3,2.052292e+01,-6.156877e+01
6069,36844899,115,-5,1.705584e+01,-8.527921e+01
6069,36844899,118,-4,-1.039559e+01,4.158236e+01
6069,36844899,175,-4,1.340395e+01,-5.361581e+01
6069,36844899,198,-7,7.927547e+00,-5.549283e+01
6069,36844899,203,-5,-1.343124e+01,6.715622e+01
6069,36844899,288,-7,6.407078e+00,-4.484955e+01
6069,36844899,290,-8,-5.189521e+00,4.151617e+01
6069,36844899,679,-11,-4.338870e+00,4.772757e+01
6069,36844899,1107,-14,-2.881194e+00,4.033671e+01
7054,49773024,1,1,-1.163144e+02,-1.163144e+02
7054,49773024,3,-1,-2.071085e+02,2.071085e+02
7054,49773024,4,-1,9.309373e+01,-9.309373e+01
7054,49773024,5,-2,-3.510450e+01,7.020899e+01
7054,49773024,6,-1,-1.196401e+02,1.196401e+02
7054,49773024,7,-2,1.254329e+02,-2.508658e+02
7054,49773024,8,-2,-6.315582e+01,1.263116e+02
7054,49773024,9,-2,-5.369253e+01,1.073851e+02
7054,49773024,10,-1,5.631135e+01,-5.631135e+01
7054,49773024,12,-2,-4.765439e+01,9.530878e+01
7054,49773024,13,-3,6.451449e+01,-1.935435e+02
7054,49773024,14,-2,-1.107141e+02,2.214282e+02
7054,49773024,15,-1,5.150196e+01,-5.150196e+01
7054,49773024,21,-2,-2.416244e+01,4.832488e+01
7054,49773024,24,-2,2.960511e+01,-5.921023e+01
7054,49773024,32,-4,-3.052215e+01,1.220886e+02
7054,49773024,33,-3,1.853988e+01,-5.561965e+01
7054,49773024,34,-2,3.780896e+01,-7.561793e+01
7054,49773024,42,-2,4.170821e+01,-8.341642e+01
7054,49773024,47,-3,-2.850580e+01,8.551741e+01
7054,49773024,49,-3,2.907288e+01,-8.721863e+01
7054,49773024,50,-3,-3.830867e+01,1.149260e+02
7054,49773024,70,-2,2.435299e+01,-4.870599e+01
7054,49773024,79,-4,-2.108375e+01,8.433502e+01
7054,49773024,108,-3,-1.632640e+01,4.897919e+01
7054,49773024,111,-4,-1.471065e+01,5.884258e+01
7054,49773024,112,-4,1.746261e+01,-6.985045e+01
7054,49773024,113,-5,-1.243221e+01,6.216103e+01
7054,49773024,114,-6,1.052763e+01,-6.316575e+01
7054,49773024,115,-5,2.441878e+01,-1.220939e+02
7054,49773024,116,-5,-1.683610e+01,8.418051e+01
7054,49773024,193,-6,-7.761203e+00,4.656722e+01
7054,49773024,198,-7,-7.591058e+00,5.313741e+01
7054,49773024,200,-8,9.258991e+00,-7.407192e+01
7054,49773024,282,-5,9.341404e+00,-4.670702e+01
7054,49773024,284,-6,-8.943270e+00,5.365962e+01
7054,49773024,443,-9,6.242704e+00,-5.618433e+01
7054,49773024,663,-11,-4.066412e+00,4.473053e+01
7054,49773024,682,-11,4.533360e+00,-4.986696e+01
7054,49773024,1124,-12,4.260942e+00,-5.113130e+01
8039,64641599,1,1,-2.778393e+02,-2.778393e+02
8039,64641599,4,-1,-1.497020e+02,1.497020e+02
8039,64641599,5,-2,6.594769e+01,-1.318954e+02
8039,64641599,6,-1,-5.919499e+01,5.919499e+01
8039,64641599,8,-2,-5.483293e+01,1.096659e+02
8039,64641599,9,-2,7.994486e+01,-1.598897e+02
8039,64641599,11,-2,-1.256567e+02,2.513134e+02
8039,64641599,13,-3,5.302024e+01,-1.590607e+02
8039,64641599,17,-2,2.918621e+01,-5.837242e+01
8039,64641599,18,-2,-8.547530e+01,1.709506e+02
8039,64641599,19,-3,-1.972403e+01,5.917209e+01
8039,64641599,20,-3,6.307511e+01,-1.892253e+02
8039,64641599,21,-2,-3.185547e+01,6.371094e+01
8039,64641599,25,-2,3.493462e+01,-6.986924e+01
8039,64641599,31,-4,-2.630656e+01,1.052263e+02
8039,64641599,34,-2,2.509011e+01,-5.018022e+01
8039,64641599,37,-2,-2.563306e+01,5.126613e+01
8039,64641599,46,-2,2.525104e+01,-5.050208e+01
8039,64641599,51,-2,3.124282e+01,-6.248563e+01
8039,64641599,52,-2,-3.553434e+01,7.106868e+01
8039,64641599,53,-3,-1.973771e+01,5.921313e+01
8039,64641599,54,-3,3.182715e+01,-9.548145e+01
8039,64641599,78,-3,1.588276e+01,-4.764827e+01
8039,64641599,81,-4,1.255813e+01,-5.023253e+01
8039,64641599,84,-4,1.376576e+01,-5.506305e+01
8039,64641599,109,-4,-1.276560e+01,5.106241e+01
8039,64641599,110,-5,1.533646e+01,-7.668229e+01
8039,64641599,142,-2,-2.437553e+01,4.875105e+01
8039,64641599,174,-4,-1.456899e+01,5.827597e+01
8039,64641599,179,-3,-1.786798e+01,5.360394e+01
8039,64641599,181,-4,-1.648369e+01,6.593477e+01
8039,64641599,182,-5,1.109381e+01,-5.546904e+01
8039,64641599,190,-4,-1.485388e+01,5.941553e+01
8039,64641599,191,-5,9.502633e+00,-4.751317e+01
8039,64641599,197,-7,1.151351e+01,-8.059458e+01
8039,64641599,283,-6,-9.168983e+00,5.501390e+01
8039,64641599,295,-7,9.735031e+00,-6.814521e+01
8039,64641599,296,-7,-6.793428e+00,4.755399e+01
8039,64641599,571,5,1.098399e+01,5.491993e+01
8039,64641599,664,-11,-4.711870e+00,5.183057e+01
9024,81450624,1,1,-1.175695e+02,-1.175695e+02
9024,81450624,5,-2,2.776652e+01,-5.553305e+01
9024,81450624,6,-1,-1.443388e+02,1.443388e+02
9024,81450624,7,-2,9.400478e+01,-1.880096e+02
9024,81450624,8,-2,-6.854830e+01,1.370966e+02
9024,81450624,10,-1,-7.167701e+01,7.167701e+01
9024,81450624,11,-2,4.556036e+01,-9.112072e+01
9024,81450624,14,-2,-1.020827e+02,2.041653e+02
9024,81450624,16,-1,7.339552e+01,-7.339552e+01
9024,81450624,19,-3,-2.731057e+01,8.193172e+01
9024,81450624,22,-1,5.642416e+01,-5.642416e+01
9024,81450624,23,-2,-7.954113e+01,1.590823e+02
9024,81450624,25,-2,4.738306e+01,-9.476611e+01
9024,81450624,29,-2,-2.843949e+01,5.687899e+01
9024,81450624,30,-3,3.356450e+01,-1.006935e+02
9024,81450624,43,-3,5.028706e+01,-1.508612e+02
9024,81450624,44,-3,-1.975013e+01,5.925039e+01
9024,81450624,45,-3,3.010005e+01,-9.030016e+01
9024,81450624,49,-3,-1.961346e+01,5.884039e+01
9024,81450624,50,-3,2.136562e+01,-6.409687e+01
9024,81450624,51,-2,-4.067407e+01,8.134813e+01
9024,81450624,53,-3,-2.217163e+01,6.651490e+01
9024,81450624,73,-4,2.874671e+01,-1.149868e+02
9024,81450624,85,-3,-2.332557e+01,6.997671e+01
9024,81450624,109,-4,-3.145572e+01,1.258229e+02
9024,81450624,115,-5,2.257018e+01,-1.128509e+02
9024,81450624,116,-5,-1.391802e+01,6.959009e+01
9024,81450624,182,-5,-1.695024e+01,8.475122e+01
9024,81450624,183,-4,1.997027e+01,-7.988108e+01
9024,81450624,193,-6,-1.095064e+01,6.570383e+01
9024,81450624,201,-7,-1.138678e+01,7.970749e+01
9024,81450624,219,4,-1.478253e+01,-5.913010e+01
9024,81450624,220,4,-1.473718e+01,-5.894872e+01
9024,81450624,283,-6,-1.267920e+01,7.607518e+01
9024,81450624,286,-8,9.005087e+00,-7.204070e+01
9024,81450624,291,-7,-8.472419e+00,5.930694e+01
9024,81450624,450,-7,-1.012640e+01,7.088479e+01
9024,81450624,461,-6,9.380166e+00,-5.628100e+01
9024,81450624,673,-11,6.619350e+00,-7.281285e+01
9024,81450624,2806,-25,2.929523e+00,-7.323807e+01
10009,100200099,1,1,-2.327072e+02,-2.327072e+02
10009,100200099,3,-1,1.160718e+02,-1.160718e+02
10009,100200099,4,-1,-1.041530e+02,1.041530e+02
10009,100200099,5,-2,1.000033e+02,-2.000066e+02
10009,100200099,6,-1,-6.641221e+01,6.641221e+01
10009,100200099,7,-2,-1.180866e+02,2.361732e+02
10009,100200099,8,-2,7.021793e+01,-1.404359e+02
10009,100200099,9,-2,7.162037e+01,-1.432407e+02
10009,100200099,10,-1,-9.777675e+01,9.777675e+01
10009,100200099,13,-3,-4.745441e+01,1.423632e+02
10009,100200099,14,-2,9.723941e+01,-1.944788e+02
10009,100200099,17,-2,-4.286450e+01,8.572900e+01
10009,100200099,18,-2,-6.342153e+01,1.268431e+02
10009,100200099,20,-3,5.713016e+01,-1.713905e+02
10009,100200099,23,-2,-4.857017e+01,9.714034e+01
10009,100200099,25,-2,-3.818795e+01,7.637590e+01
10009,100200099,28,-1,-1.297441e+02,1.297441e+02
10009,100200099,31,-4,4.094389e+01,-1.637756e+02
10009,100200099,32,-4,2.448868e+01,-9.795473e+01
10009,100200099,34,-2,-4.001772e+01,8.003545e+01
10009,100200099,43,-3,-4.301077e+01,1.290323e+02
10009,100200099,44,-3,3.930299e+01,-1.179090e+02
10009,100200099,45,-3,-3.926116e+01,1.177835e+02
10009,100200099,54,-3,2.207037e+01,-6.621112e+01
10009,100200099,79,-4,1.635677e+01,-6.542707e+01
10009,100200099,81,-4,-3.387256e+01,1.354902e+02
10009,100200099,83,-4,-2.572823e+01,1.029129e+02
10009,100200099,84,-4,2.456485e+01,-9.825939e+01
10009,100200099,90,-2,3.488174e+01,-6.976348e+01
10009,100200099,110,-5,1.679389e+01,-8.396943e+01
10009,100200099,115,-5,2.261309e+01,-1.130654e+02
10009,100200099,193,-6,1.261646e+01,-7.569875e+01
10009,100200099,199,-8,-1.382029e+01,1.105623e+02
10009,100200099,200,-8,9.011822e+00,-7.209457e+01
10009,100200099,202,-6,1.460506e+01,-8.763038e+01
10009,100200099,289,-7,1.122936e+01,-7.860555e+01
10009,100200099,290,-8,-1.009017e+01,8.072139e+01
10009,100200099,291,-7,9.512305e+00,-6.658613e+01
10009,100200099,295,-7,-1.215227e+01,8.506587e+01
10009,100200099,439,-7,-1.006843e+01,7.047903e+01
10994,120890024,1,1,-3.839271e+02,-3.839271e+02
10994,120890024,4,-1,1.126493e+02,-1.126493e+02
10994,120890024,5,-2,-8.303805e+01,1.660761e+02
10994,120890024,7,-2,-3.113821e+01,6.227642e+01
10994,120890024,9,-2,-6.423311e+01,1.284662e+02
10994,120890024,11,-2,5.969018e+01,-1.193804e+02
10994,120890024,12,-2,-9.766837e+01,1.953367e+02
10994,120890024,16,-1,-9.384351e+01,9.384351e+01
10994,120890024,17,-2,1.106829e+02,-2.213657e+02
10994,120890024,21,-2,-5.221439e+01,1.044288e+02
10994,120890024,24,-2,6.885837e+01,-1.377167e+02
10994,120890024,30,-3,-3.391391e+01,1.017417e+02
10994,120890024,31,-4,2.173433e+01,-8.693732e+01
10994,120890024,32,-4,2.531356e+01,-1.012542e+02
10994,120890024,34,-2,-1.262527e+02,2.525055e+02
10994,120890024,37,-2,6.965301e+01,-1.393060e+02
10994,120890024,48,-3,-2.366664e+01,7.099991e+01
10994,120890024,52,-2,-4.126909e+01,8.253818e+01
10994,120890024,53,-3,2.400437e+01,-7.201311e+01
10994,120890024,61,-2,-3.972080e+01,7.944160e+01
10994,120890024,68,-2,-3.627605e+01,7.255210e+01
10994,120890024,78,-3,-2.103034e+01,6.309103e+01
10994,120890024,79,-4,-1.876172e+01,7.504687e+01
10994,120890024,80,-4,2.224478e+01,-8.897912e+01
10994,120890024,84,-4,3.246095e+01,-1.298438e+02
10994,120890024,85,-3,-3.178095e+01,9.534284e+01
10994,120890024,109,-4,2.343125e+01,-9.372501e+01
10994,120890024,139,-4,1.865193e+01,-7.460773e+01
10994,120890024,189,-3,-2.083287e+01,6.249860e+01
10994,120890024,192,-5,-1.433907e+01,7.169534e+01
10994,120890024,203,-5,1.243932e+01,-6.219660e+01
10994,120890024,285,-7,1.153699e+01,-8.075896e+01
10994,120890024,291,-7,1.099140e+01,-7.693980e+01
10994,120890024,292,-7,-1.526446e+01,1.068512e+02
10994,120890024,450,-7,-9.679877e+00,6.775914e+01
10994,120890024,451,-6,1.255170e+01,-7.531022e+01
10994,120890024,470,-7,-9.832207e+00,6.882545e+01
10994,120890024,586,7,9.314662e+00,6.520263e+01
10994,120890024,668,-11,-7.386789e+00,8.125467e+01
10994,120890024,680,-11,-7.592443e+00,8.351688e+01
11979,143520399,1,1,-2.253602e+02,-2.253602e+02
11979,143520399,3,-1,1.073885e+02,-1.073885e+02
11979,143520399,4,-1,-1.850915e+02,1.850915e+02
11979,143520399,7,-2,-1.089300e+02,2.178600e+02
11979,143520399,8,-2,5.117409e+01,-1.023482e+02
11979,143520399,11,-2,-4.095801e+01,8.191601e+01
11979,143520399,12,-2,7.776028e+01,-1.555206e+02
11979,143520399,13,-3,7.573068e+01,-2.271920e+02
11979,143520399,14,-2,-8.292542e+01,1.658508e+02
11979,143520399,17,-2,-6.528485e+01,1.305697e+02
11979,143520399,19,-3,-4.287367e+01,1.286210e+02
11979,143520399,20,-3,6.439070e+01,-1.931721e+02
11979,143520399,23,-2,-3.768604e+01,7.537208e+01
11979,143520399,25,-2,-3.918389e+01,7.836778e+01
11979,143520399,29,-2,3.541287e+01,-7.082574e+01
11979,143520399,31,-4,-2.921636e+01,1.168654e+02
11979,143520399,32,-4,6.160437e+01,-2.464175e+02
11979,143520399,33,-3,-5.454098e+01,1.636230e+02
11979,143520399,43,-3,-2.892184e+01,8.676551e+01
11979,143520399,44,-3,5.034621e+01,-1.510386e+02
11979,143520399,49,-3,-2.480216e+01,7.440647e+01
11979,143520399,51,-2,4.035298e+01,-8.070597e+01
11979,143520399,54,-3,3.229913e+01,-9.689739e+01
11979,143520399,61,-2,-3.700993e+01,7.401986e+01
11979,143520399,71,-3,3.336920e+01,-1.001076e+02
11979,143520399,72,-3,-2.737513e+01,8.212540e+01
11979,143520399,81,-4,-3.049474e+01,1.219789e+02
11979,143520399,83,-4,-1.677839e+01,6.711355e+01
11979,143520399,114,-6,1.237843e+01,-7.427058e+01
11979,143520399,116,-5,-2.898719e+01,1.449359e+02
11979,143520399,119,-3,-2.392457e+01,7.177372e+01
11979,143520399,121,-3,3.361024e+01,-1.008307e+02
11979,143520399,192,-5,-1.942431e+01,9.712155e+01
11979,143520399,193,-6,-1.464880e+01,8.789280e+01
11979,143520399,197,-7,-1.059417e+01,7.415920e+01
11979,143520399,198,-7,1.004632e+01,-7.032424e+01
11979,143520399,285,-7,-1.314335e+01,9.200345e+01
11979,143520399,295,-7,-1.548383e+01,1.083868e+02
11979,143520399,318,-5,1.430741e+01,-7.153706e+01
11979,143520399,667,-11,-7.306259e+00,8.036885e+01
12964,168091224,1,1,-4.400967e+02,-4.400967e+02
12964,168091224,3,-1,-8.831476e+01,8.831476e+01
12964,168091224,4,-1,-1.925658e+02,1.925658e+02
12964,168091224,5,-2,6.288431e+01,-1.257686e+02
12964,168091224,7,-2,-4.965959e+01,9.931918e+01
12964,168091224,8,-2,-7.642523e+01,1.528505e+02
12964,168091224,9,-2,8.944976e+01,-1.788995e+02
12964,168091224,12,-2,-1.183071e+02,2.366142e+02
12964,168091224,13,-3,2.809445e+01,-8.428335e+01
12964,168091224,17,-2,-6.379640e+01,1.275928e+02
12964,168091224,19,-3,4.974084e+01,-1.492225e+02
12964,168091224,20,-3,-3.413890e+01,1.024167e+02
12964,168091224,24,-2,5.210952e+01,-1.042190e+02
12964,168091224,29,-2,-6.133523e+01,1.226705e+02
12964,168091224,30,-3,-4.092962e+01,1.227889e+02
12964,168091224,31,-4,-2.895656e+01,1.158262e+02
12964,168091224,34,-2,4.826773e+01,-9.653546e+01
12964,168091224,45,-3,7.528460e+01,-2.258538e+02
12964,168091224,47,-3,-3.311909e+01,9.935727e+01
12964,168091224,48,-3,-6.494491e+01,1.948347e+02
12964,168091224,49,-3,3.366333e+01,-1.009900e+02
12964,168091224,50,-3,-4.623013e+01,1.386904e+02
12964,168091224,52,-2,5.330833e+01,-1.066167e+02
12964,168091224,72,-3,-3.503986e+01,1.051196e+02
12964,168091224,74,-3,3.069631e+01,-9.208893e+01
12964,168091224,84,-4,2.871360e+01,-1.148544e+02
12964,168091224,85,-3,-5.372013e+01,1.611604e+02
12964,168091224,105,-3,-3.146496e+01,9.439487e+01
12964,168091224,110,-5,-2.112204e+01,1.056102e+02
12964,168091224,111,-4,2.855774e+01,-1.142309e+02
12964,168091224,117,-5,2.993768e+01,-1.496884e+02
12964,168091224,118,-4,-3.403353e+01,1.361341e+02
12964,168091224,120,-3,3.174385e+01,-9.523155e+01
12964,168091224,139,-4,-2.791351e+01,1.116540e+02
12964,168091224,199,-8,1.049138e+01,-8.393101e+01
12964,168091224,200,-8,-1.361605e+01,1.089284e+02
12964,168091224,286,-8,1.680961e+01,-1.344769e+02
12964,168091224,299,-5,-1.856318e+01,9.281592e+01
12964,168091224,660,-10,-8.931102e+00,8.931102e+01
12964,168091224,671,-10,-9.006835e+00,9.006835e+01
13949,194602499,3,-1,-1.130120e+02,1.130120e+02
13949,194602499,4,-1,-1.582586e+02,1.582586e+02
13949,194602499,5,-2,-6.670069e+01,1.334014e+02
13949,194602499,7,-2,-4.325374e+01,8.650748e+01
13949,194602499,9,-2,-1.002065e+02,2.004129e+02
13949,194602499,11,-2,1.016578e+02,-2.033156e+02
13949,194602499,13,-3,-7.410135e+01,2.223040e+02
13949,194602499,18,-2,8.403572e+01,-1.680714e+02
13949,194602499,19,-3,-1.194572e+02,3.583717e+02
13949,194602499,22,-1,8.503017e+01,-8.503017e+01
13949,194602499,24,-2,-5.284999e+01,1.057000e+02
13949,194602499,30,-3,-3.442726e+01,1.032818e+02
13949,194602499,33,-3,-3.591215e+01,1.077365e+02
13949,194602499,43,-3,3.851592e+01,-1.155478e+02
13949,194602499,45,-3,-5.797767e+01,1.739330e+02
13949,194602499,46,-2,3.952097e+01,-7.904194e+01
13949,194602499,47,-3,-5.437274e+01,1.631182e+02
13949,194602499,52,-2,5.979551e+01,-1.195910e+02
13949,194602499,55,-2,-7.959201e+01,1.591840e+02
13949,194602499,73,-4,4.217198e+01,-1.686879e+02
13949,194602499,83,-4,-2.274184e+01,9.096735e+01
13949,194602499,110,-5,-3.423161e+01,1.711581e+02
13949,194602499,111,-4,3.190329e+01,-1.276132e+02
13949,194602499,112,-4,-2.548877e+01,1.019551e+02
13949,194602499,118,-4,-3.630741e+01,1.452296e+02
13949,194602499,138,-3,-2.774766e+01,8.324299e+01
13949,194602499,139,-4,3.420703e+01,-1.368281e+02
13949,194602499,176,-4,1.900048e+01,-7.600191e+01
13949,194602499,199,-8,-1.558781e+01,1.247025e+02
13949,194602499,200,-8,1.183799e+01,-9.470392e+01
13949,194602499,205,-4,-1.985871e+01,7.943483e+01
13949,194602499,286,-8,2.043829e+01,-1.635063e+02
13949,194602499,287,-7,-1.234126e+01,8.638881e+01
13949,194602499,444,-9,-8.830371e+00,7.947334e+01
13949,194602499,469,-6,1.273455e+01,-7.640728e+01
13949,194602499,470,-7,-1.196739e+01,8.377173e+01
13949,194602499,658,-9,-9.644812e+00,8.680331e+01
13949,194602499,661,-11,7.659986e+00,-8.425985e+01
13949,194602499,675,-10,-7.887481e+00,7.887481e+01
13949,194602499,683,-12,9.797360e+00,-1.175683e+02
14934,223054224,1,1,-5.574183e+02,-5.574183e+02
