n,X,H_num,H_den,H,C_centered,E_centered,identity_err
48,2400,-199525592472269939995494574832535054175346895693216660758938544568929279788174149874242272415059129243914447461110458911819104560290671,18138690224751812726863143166594095834122445063019696432630776778993570889834013624931115674096284476719495223737314446529009505480970,-11.0,-1.1214159986516137,4.939292000674179,2.842170943040401e-14
49,2499,-3,25912414606788303895518775952277279763032064375742423475186823969990815556905733749901593820137549252456421748196163495041442150687100,-1.157746217604162e-133,-4.367690126467238,-2.183845063233619,1.157746217604162e-133
50,2600,28146243452201088714097980775749459052948621649513322050633963967403816898018297004203455356356303498357837416144108623924325094711849,5629248690440217742819596155149891810589724329902664410126792793480763379603659400840691071271260699671567483228821724784865018942370,5.0,0.47082352583986165,-2.264588237080069,0.0
51,2703,-24923391148513941151415005877762879772076642071324773724225494810830860764657423301432067338452909968011520154753561834925356572416601,4153898524752323525235834312960479962012773678554128954037582468471810127442903883572011223075484994668586692458926972487559428736100,-6.0,2.6533607783025417,4.326680389151271,0.0
52,2808,-75395760572763558924913064969577868226171608996889099629609855286178095867382345790376324187508652342990672917944258844006123848083551,3278076546641893866300568042155559488094417782473439114330863273312091124668797643059840182065593580130029257301924297565483645568850,-23.0,3.956307875745594,13.478153937872797,0.0
53,2915,-43173080865524975746583349024620657853117885769832004732212096796282218316299139867604638959832478754505905987077244302482270558500161,2698317554095310984161459314038791115819867860614500295763256049767638644768696241725289934989529922156619124192327768905141909906260,-16.0,0.2645357263646275,8.132267863182314,0.0
54,3024,-16004726668898658288408655735230084559519804467370320381733038334406091961618247316115690300673192185340731079768218629290302504836151,2286389524128379755486950819318583508502829209624331483104719762058013137374035330873670042953313169334390154252602661327186072119450,-7.0,5.357512884704576,6.178756442352288,0.0
55,3135,13851363444355929718695491145399127727875321684487768184918047722140545043145974040856488332946253600403978170853949213713061804185467,1978766206336561388385070163628446818267903097783966883559721103162935006163710577265212618992321942914854024407707030530437400597924,7.0,0.15337207062144387,-3.4233139646892923,2.842170943040401e-14
56,3248,31326949002236606202045087345290442698591003200524422410300488680138150150886036324507897006434947603715972561252078255199355435905299,1740386055679811455669171519182802372143944622251356800572249371118786119493668684694883167024163755761998475625115458622186413105850,18.0,0.8948100947343818,-8.552594952632809,0.0
57,3363,209292579516367069925343959614547259624489750727150343453432039757618125651930926441512873162649436269840329504661320536873186601703491,13952838634424471328356263974303150641632650048476689563562135983841208376795395096100858210843295751322688633644088035791545773446900,15.0,4.456280645578545,-5.271859677210713,2.842170943040401e-14
58,3480,13952838634424471328356263974303150641632650048476689563562135983841208376795395096100858210843295751322688633644088035791545773446899,1395283863442447132835626397430315064163265004847668956356213598384120837679539509610085821084329575132268863364408803579154577344690,10.0,2.220676305008766,-3.889661847495617,0.0
