n,X,H_num,H_den,H,C_centered,E_centered,identity_err
300,90600,-613724664705179002299463342666419987822843830243410604539043792466157442455204554566504445252534478425639081662417800383240209300439955817494528112020337502374170874490921905335804736705269223168766524381091285171770768218154540133299126882540978947516572544144565727487492162213867124821992322510474907305119904881759784618011944024110175643187457800118219760222969365555276267427225708875059991113207642592950872755870019890213572711758748886572577655170896306457586245838667588484666892234602252985733507879501328636437434843163524729218546141888764904174686760038889322984851722959,76715583088147375287432917833302498477855478780426325567380474058269680306900569320813055656566809803204885207802225047905026162554994477186816014002542187796771359311365238166975592088158652896095815547636410646471346027269317516662390860317622368439571568018070715935936520276733390602749040313809363413139988110219973077251493003013771955398432225014777470027871170694409533428403213609382498889150955324118859094483752486276696588969843610821572206896362038307198280729833448560583361529325281623216688484937666079554679355395440591152318267736095613021835845004861165373106465370,-8.0,33.15879671610105,20.57939835805081,5.684341886080801e-13
301,91203,-295026213818989620391099164010357608431981355538439526324840337378374256265966189445183922610682645700325072827719414041371900613711493046552726728135490813641297856094564601636426134144747276566128479220338882086144090722012861078364508851392913451199038087292351953285058732264237553575143452178249723297389782846731667891372884520161534434189399356771115641878613130727643519984659215766368124299420531046468526689071802418652667453581170000473817687092866581604253959606730919321557727481348083042427607716360281551658852606749322959117201109636527700363974421075837510263432292536229,73756553454747405097774791002589402107995338884609881581210084344593564066491547361295980652670661425081268206929853510342975153427873261638181682033872703410324464023641150409106533536186819141532119805084720521536022680503215269591127212848228362799759521823087988321264683066059388393785863044562430824347445711682916972843221130040383608547349839192778910469653282681910879996164803941592031074855132761617131672267950604663166863395292500118454421773216645401063489901682729830389431870337020760606901929090070387914713151687330739779300277409131925090993605268959377565858073134300,-4.0,22.857414483595676,13.428707241797838,0.0
302,91808,-977801438690765722022039461153172979482148702555853103289375814662535675652442249488513842379767420556534019577771213457394163790628188048847013460871859627910514034694585486500991468907005809137796725701129627167244044406295660361214885352758247744067516727202386973277150044208336933771093622867309249977994723653538622175509050236379846796598781415696298482868432751408025684173313710838225152162684996791162401495474951361635754817584650807682575859242196778521010687129368961945821242219010327348522980347773764895304964084818606557014583301467821014754827976225804173434519762649,75215495283905055540156881627167152267857592504296392560721216512502744280957096114501064798443647735118001505982401035184166445432937542219001035451681509839270310361121960500076266839000446856753594284702279012864926492791973873939606565596788288005193594400183613329011541862179764136237970989793019229076517204118355551962234633567680522815290878130484498682187134723694283397947208526017319397129615137781723191959611643202750370583434677514044296864784367578539283625336073995832403247616179026809460026751828068869612621909123581308814100112909308827294459709677244110347674050,-13.0,38.68866156894728,25.84433078447347,3.410605131648481e-13
303,92415,-13010656029417442259247473132856770531850377779245183110925458878386304701329108954532610987131104675384335711702426159224500817064676843352975248710775144881581235453770298932166392515783354896566265933616944699998954400840767173555874840346427483197877579649592721139871090092852876112663826241060812797414889423540866554009544207339123668547752511633606199806846839065089079231323471415296834281604445419149262026988066486662582634702929597020895360000795416248747599618656833542080695781927450462171057500291488416428155399957645142497068568934970871586051271969444434202617364100886361,309777524509939101410654122210875488853580423315361502641082354247292969079264498917443118741216777985341326469105384743440495644397067698880363064542265354323362748899292831718247440851984640394434903181355826190451295258113504132282734293962559123758989991656969550949311668877449431253900624787162209462259271989068251285941528746169611155898869324609671423972543787264025695983892176554686530514391557598791953023525392539585300826260228500497508571447509910684466657587067465287635613855415487194548988102178295629241795237086789107073061165118354085382173142129629385776603907164060,-42.0,49.45371501838531,45.72685750919297,6.252776074688882e-13
304,93024,-41819965808841778690438306498468190995233357147573802856546117823384550825700707353854821030064265028021079073329226940364466911993604139348849013713205822833653971101404532281963404515017926453248711929483036535710924859845323057858169129684945481707463648873690889378157075298455673219276584346266898277405001718524213923602106380732897506046347358822305642236293411280643468957825443834882681619442860275836913658175927992844015611545130847567163657145413837942402998774254107813830807870481090771264113393794069909947642357006716529454863257290977801526593374187499967079841527467137601,774443811274847753526635305527188722133951058288403756602705885618232422698161247293607796853041944963353316172763461858601239110992669247200907661355663385808406872248232079295618602129961600986087257953389565476128238145283760330706835734906397809397474979142423877373279172193623578134751561967905523655648179972670628214853821865424027889747173311524178559931359468160064239959730441386716326285978893996979882558813481348963252065650571251243771428618774776711166643967668663219089034638538717986372470255445739073104488092716972767682652912795885213455432855324073464441509767910150,-54.0,47.80754377270409,50.90377188635205,0.0
305,93635,-74346605882385384338556989330610117324859301595686760633859765019350312579023479740186348497892026716481918352585292338425718954655296247731287135490143685037607059735830279612379385804476313694664376763525398285708310861947240991747856230551014189702157597997672692227834800530587863500936149948918930270942225277376380308625966899080706677415728637906321141753410508943366167036134122373124767323453973823710068725646094209500472198302454840119402057147402378564271997820896191669032547325299716926691757144522790951018030856900829385697534679628404980491721554111111052586384937719361679,929332573529817304231962366632626466560741269946084507923247062741878907237793496752329356223650333956023979407316154230321486933191203096641089193626796062970088246697878495154742322555953921183304709544067478571353885774340512396848202881887677371276969974970908652847935006632348293761701874361486628386777815967204753857824586238508833467696607973829014271917631361792077087951676529664059591543174672796375859070576177618755902478780685501492525714342529732053399972761202395862906841566246461583646964306534886887725385711260367321219183495355062256146519426388888157329811721492180,-80.0,53.917328282231665,66.95866414111563,3.979039320256561e-13
306,94248,-6005684045203434882062106919439097817165088090996684275252227273317134549560626322093753820312293883206421119530913513432112757751321269505528855077316645895739303970531931475430845928878521244683289022716185549333704920681916482056308265532769412144257724308027766217133716835660166026832138619390466080857591230284187811065389817325067206843783554597449950525488445842967890490204393780724792589155960777515587242117305330464724836162664431827827060504097758242271029753276324306006202922077801886655042047201905665987823274941185531133108492176217740139848727178538549710235009879149,72357639098836564844121770113724070086326362542128726207858159919483548789887064121611491810991492568752061681095343535326659731943629753078660904545983685490834987596770258740130673841909894514256494249592596979924155670866463639232629705214089302942864148289491159242574901634459831648579983366150193745272183497399853145366142377410448275226307886716264464162511395698408319159089081695479428785011575632717918579726570246562949833285113636479844102459009135449048551244293063927785577374431348031988458400022959831178593673990187122085644484050816146263237676849862044701626625050,-83.0,31.919023675153085,57.459511837576486,1.1368683772161603e-13
307,94863,-184317627083413765339339202715470915867880351872640094071444000777139316602162376855878655651023982901278089249117703922347094908416255280833816023402647885822400835595079234872357227306930861034688767392906716583318520678577534958708226904907722678636599045035896882814840442982082411596070871748361514630044266833495609515135209603970918637759827248142754497263663553422095289110415845050038485656062976771281212048997608561053253991624835957796017600011268396857257661264305141846143190243972214880756647920796085899398868166066639518708471393245420680802393019567129484537079324762594089,1548887622549695507053270611054377444267902116576807513205411771236464845396322494587215593706083889926706632345526923717202478221985338494401815322711326771616813744496464158591237204259923201972174515906779130952256476290567520661413671469812795618794949958284847754746558344387247156269503123935811047311296359945341256429707643730848055779494346623048357119862718936320128479919460882773432652571957787993959765117626962697926504131301142502487542857237549553422333287935337326438178069277077435972744940510891478146208976185433945535365305825591770426910865710648146928883019535820300,-119.0,43.65329274563055,81.32664637281533,1.1368683772161603e-13
308,95480,-9442416522495469936046676452417060355429991512821179492268285664222299057496297560585164581951527457307195512694656112500592647984295646436460264534176002778840468816716412517615028945755681552129833947239188284949584935675117505636425590778537898424739267125372868665299874398938298171910339899929543283074213103410101777165062640926025580687826498129813513992745987098422173620899387199795257881989475285096867017294624264575594731067825146806608550038774366261505133413081735572938625662972557631063792685467466765169402314713340630536451597011628974795071587754753409085169210004465,70995612951093758917644183852759852296466101600159244302769065144528564342077425267557628435725770355693199343568842951132275548754102604785415522813353404352183976065536936222669390569591590617517548475482618683831465681767800794258839028410059386652174940792277208009773491721340587758724360149846190098302354160978208850865132638541545719457342091201605368366511181191144162563153287216505698360823122444337345994696423041921764895246805615087282331118604257605301754985576959195027260623853816774915734477198998234356408381303313011552267646703977254098282614697394053271948947402,-133.0,47.55253439275657,90.27626719637863,6.821210263296962e-13
309,96099,-69183647140553065981712753960428859177299627873764068923175059115228763094369071424895629852205080416726229578100202592701710693915345119416614417747772595798884347254175399083741928456943236354757128377169467849200789274312015922876477325651638204306174431470056533045346272715963706313371139535799560113237904077558576120526941419977879824817414149162826618020534779155632405436402586097213325148214114530396869508587337667174050517864784365111110247623277213386197553527778400580905287094376125473449274009486486023864000936282716233912983660209765745735352001742283896156774872599966059,516295874183231835684423537018125814755967372192269171068470590412154948465440831529071864568694629975568877448508974572400826073995112831467271774237108923872271248165488052863745734753307733990724838635593043650752158763522506887137890489937598539598316652761615918248852781462415718756501041311937015770432119981780418809902547910282685259831448874349452373287572978773376159973153627591144217523985929331319921705875654232642168043767047500829180952412516517807444429311779108812726023092359145324248313503630492715402992061811315178455101941863923475636955236882715642961006511940100,-134.0,39.922755150880676,86.96137757544076,8.526512829121202e-13
310,96720,-26128333713726307473908073735735112082791871062361800155286973198995695772542552202888252255500740383378991773709968348805709821558457127098546142420906322058313322275581379193509399532049986537992147704230417188803246900987981117770136158397651747955380397406964368332431820924211321799418068892304504846681787448470668968112477120965722938250579396475174715247346810666668834006738543906434423963764470107860319924386419748615494334198737221701881627146382414868797795005656837490522572018844086301834428821033931817581123080051179917938011231875704629333854009963700184360374823478747,209026669709810459791264589885880896662334968498894401242295785591965566180340417623106018044005923067031934189679746790445678572467657016788369139367250576466506578204651033548075196256399892303937181633843337510425975207903848942161089267181213983643043179255714946659454567393690574395344551138436038773454299587765351744899816967725783506004635171801397721978774485333350672053908351251475391710115760862882559395091357988923954673589897773615053017171059318950382360045254699924180576150752690414675430568271454540648984640409439343504089855005637034670832079709601474882998587830,-125.0,42.90452245832648,83.9522612291633,1.1368683772161603e-13
311,97343,-5654372887139249863098084278909353802568365558105694897605298393790949977772117058553329215577631549973398910851742866100148806039295874262695783647970265202408368247981067952447528589045261809609263594213904538295586895373999503137449909100641892439697226956148299634797676847582360100598306584970490931750877073053474707207245976511409167484178156949200629003836190815722878667657790933498193900353050720026142275067963490330984707852822243111490668502927439935987554051137436263985156084228367025298092975600001420220497828725138379484526357411497667944024003738872150836765721919921489,55983889971675741218792913652567859431369956020848464332725726671197524532397198599537913025521104455182167434175671941585631742963325487749463204435349160419884834138426415370767609792527344649596669249642619191045414805683163397400494149511305865739576504516319798364333434134478812877210956286836543878721555178747274328784613628825833341427506504447530980236001889264582957105522682509883107924287630891347943317504589013178066414384378644668224440623043959762253010407301349148367882022063039854436564114851499210103938898268696826579468885262353147960633700384872780562036850692300,-101.0,31.458337021249235,66.2291685106247,1.7053025658242404e-13
312,97968,-6018816161104530805470626767322494705271367405226488614416507810156712284503946812844430462162650459840598059101226233644520802063707047050576691177187881122594701471151145719156975800356497472999706676666809305122254257421617142904018506108960788415347328284424030840664891561692031694414743217625689842064562380782037912470823661940944489472555970274143576196587444422687066423779588346024113460493344755959924901984949779979578396341716000186297967474914084637515028231842695607460905682963119949024178873309125235223279603652662156986317535664226609448386301445599087244621819268399,68395638194369668243984395083210167105356447786664643345642134206326275960272122873232164342757391589097705217059389018687736387087580080120189672468044103665848880353990292263147452276778380374996666780304651194571071107063831169363846660329099868356219639595727623189373767746500360163803900200291930023460936145250430823532087067510732834915408753115267911324857322985080300270222594841183107505606190408635510249828974772495209049337681820298840539487660052699034411725485177357510291851853635784365669014876423127537268223325706329389971996184393289186207970972716900507066128050,-88.0,36.82196776210185,62.41098388105107,2.8421709430404007e-13
313,98595,-5150534207559696282478607151176227773544544338649633384537794557601020706634019233805661129803648026008737871724351179282755998462957152726954187903131080054381003919568202846332707395482571137601630418241750774551366974319979504277726494495986544171009240727615332721974991650554836310500207281519214158637432656129771843739128458698072729785236068403048573227283598300605108924693897488111173992363543727304351001922539889085207364426991329257889007094729983201054357028356405023377883756948496396146515663042124363995269402323035653497605042342812275320289905666561328663098205413359,67770186941574951085244830936529312809796636034863597164970981021066061929394989918495541181626947710641287785846726043194157874512594114828344577672777369136592156836423721662272465730033830757916189713707247033570618083157625056285874927578770318039595272731780693710197258559932056717107990546305449455755692843812787417620111298658851707700474584250639121411626293429014591114393388001462815688993996411899355288454472224805360058249885911288013251246447147382294171425742171360235312591427584159822574513712162684148281609513627019705329504510687833161709285086333271882871123860,-76.0,43.975557299791035,59.987778649895404,2.2737367544323206e-13
314,99224,-6729649670388332203059037827339708895784678161678542988409720109510157604135746010965143614033330004509139161225392840978190077792074229320504438988331971490473052820915671861465375439198287015465309965663936913792562621124534744942693882937807318895453920508410028175795391427337694541033013572962489377973218667348724079660109072761615690628147850844968724038024227102632282361029381766532845318071264871973756220855896458618577224846342895010807944827997629094179792906201810452800359887203853687329857327736976767118011413771195763360552708069812519785888588949712638380664153845287007,80114877028432526226893307468329867806960454305696940338210953684644733382568404892442185881349166720346894776492771916407024735619931301434576654622999660600869676439472284065063993323789131136491785305523058497530507394339699344555879558783420463041118101290595573521373707468305887393250161582886778309204984135103858091191774675733520126525569652916294333786002703602765266202730735315867206167515057999687574057808291174030681248170748750128666009857114632073568963169069172057147141514331591515831634854011628179976326354418997182863722715116815711736768916068007599769811355301050,-84.0,40.43786207534936,62.2189310376738,1.7621459846850485e-12
315,99855,-5257234035721845115239887358680808511156359493429335920224598493133435995115337360790119523212916318118574606027782039684597025973655928724285431170534685927292300142436978239686691262579331168885146584603031207098958609106544968088149518630084247213095641104382512250267587935836413548669849486183848452742960792080857540620704784306637869240818620116898827603400850524996354453861972491475883117215238034437070738745114073174487382443514081963330435476767622544376555520811671269113472286697706442184612257802811032161138952466134551978253884434876471051598641939471690972363417543707,66547266274960064749871991882035550774131132828219442028159474596625772090067561528988854724214130609095881088959266325121481341438682642079562419880185897813826584081480737211223940032649761631457551703835838064543779862108164153014550868735243635608805583599778636079336556149828019603415816280808208262569123950390601780008921320337188218238210381226567438017732285126536132327366740398428900217914405499203427072722962951575789651183722556497853613629969905625019690136856598343208509958198815723855851364592544710900493069191576607319669423226284443691122049866730265472954652452,-79.0,47.718588965372874,63.35929448268638,1.1368683772161603e-13
316,100488,-34075527696093301155171953443196303773893846564689765290519058967202226598719094880918743061533845578387545911601592321778454520883677446876839937099649188975569902378922211489007218493718310443387839349949140880949642478392485454551100772335881503613488899082266650604424283576519437437929068726587843040848519918797507641453568162078657227148875625707063856636979816599042826558228139421015518356583071335867114832587793179354383090888625135054725942859226090175291332334577421181639917524095703591400388691239612519216597476079546801778036728163018949392039045634259232435426429788034857,774443811274847753526635305527188722133951058288403756602705885618232422698161247293607796853041944963353316172763461858601239110992669247200907661355663385808406872248232079295618602129961600986087257953389565476128238145283760330706835734906397809397474979142423877373279172193623578134751561967905523655648179972670628214853821865424027889747173311524178559931359468160064239959730441386716326285978893996979882558813481348963252065650571251243771428618774776711166643967668663219089034638538717986372470255445739073104488092716972767682652912795885213455432855324073464441509767910150,-44.0,22.748120771747836,33.37406038587352,7.958078640513122e-13
317,101123,-2156891320276537144279658904454494352222051531671246730442318728319384745252499218827934448917647378824131160623509564204676203620279753434877972753272774399590178508505056077258414797824432742959859298028935815963222696366255250805001244503839573041800177877852952157313790050980229677614966442120114409067254717547280103337052265755474625099094711373578092848331188368695831087618002157660667472249360992100516460785802671248853247281712870574406295174862748875259322232928676456435649485299968578640678394646143169320111524937166255580734605048789406443168465325055442110466838282899,65360343038682943766050269831954374309759137323371113043706628130890446825833309661452559058110526631034277594651804975899278897584234952572059780402205284836066015409244123553285296903770689180601796909967751998885536253522886388030340742540593122478793269025847035070114850029703929624695952791518618456583476289311518282940977750165897730275597314350851298434278435415025184473272792656383862795435181578803529114721293068147068099445844562860796823480689359856343097967535650195019681372726320564869042262004338464245803785974735017598018334811800195247529252274407336680813281300,-33.0,34.58463646944347,33.792318234721904,3.410605131648481e-13
318,101760,-2994516070262744646969656514705129725584610758715161192197129424390498701099556822868616814498428853858299489201352052519924791229171654422510176290575231758459173239359830706609725261569184857146204064086439653174362520828430539945399764841638071529670236586017372325843346132482011168787706039609234691468506295894326429097434777879639574507022403471226823765067923276885581727844291040028636461639118390121655545894078794549324574653848875504809249523992595803283177690008318831113810933935683042880640218321056857749337353958505628035039591262810756158694340373919750729173837769251783,51629587418323183568442353701812581475596737219226917106847059041215494846544083152907186456869462997556887744850897457240082607399511283146727177423710892387227124816548805286374573475330773399072483863559304365075215876352250688713789048993759853959831665276161591824885278146241571875650104131193701577043211998178041880990254791028268525983144887434945237328757297877337615997315362759114421752398592933131992170587565423264216804376704750082918095241251651780744442931177910881272602309235914532424831350363049271540299206181131517845510194186392347563695523688271564296100651194010,-58.0,34.580168201350716,46.29008410067516,3.979039320256561e-13
319,102399,-4815593901721475895576640377609679903830065031018553392629684651276162310024631558845963169089926283816399180280832370716336519779832541022266556779975521613035734810646885208901993546387026495374252319073433437856785462910606643021432879834015656071368455286297872636321845368695582503014249234970187312869345727973328119729224113079368411203501886031116643203154828181569855987810784985615696594241878460371719205066617841990817386305500380868323413932463467085630932993207739480282856825261402300624129276554195616671461808809333246907615053555502333126821495182962774931236847207499,64207918689619678607688538368129065384400867080247378568395795350348830800328420784612842254532350450885322403744431609551153597064433880296887423733006954840476464141958469452026580618493686604990030920979112504757139505474755240285771731120208747618246070483971635150957938249274433373523323132935830838257943039644374929722988174391578816046691813748221909375397709087598079837477133141542621256558379471622922734221571226544231817406671744910978852432846227808412439909436526403771424336818697341655057020722608222286157450791109958768200714073364441690953269106170332416491296100,-75.0,57.004688321537515,66.00234416076913,7.389644451905042e-13
320,103040,-3755007659105548620030528669451099953916157713109093683568797199135108582867402842650830846267317470442775974868624373345361438779501505458281349296259482791072127554798988577874934737077200475949525945973153077366790799937412014204495546502627925277725053316208985790852497287447510569233009901885201415889596708811469694398825543629093355334481568994378293524389826759740621023774066240938194487128291035131226933650458463190425848941792935528561773534187731419747335871312898325976681526668164719451799129851086037965744264961262955208322957555536821881430259290298890650764202956309,63644197611958451186958113041544067015528096832357520060488088120934043777413607502556455021479957126148745336756345310938329470839008567089514394851855640526646229742355738608049741306393228405924168575816153853674420337922237528889755025468269919961441581630660776116144021821144246936152710201444091794738927267991011769471619383543955175160704559226750737701522487453230864809729936287088042154716797205614015824584041748990268626132083653026470737867588668131310777479879632643672568248612961346640663217815017592639733304428185681496999280602319014939495920174557468657020389090,-59.0,38.80885305455422,48.90442652727728,3.410605131648481e-13
321,103683,-17037763848046650577585976721598151886946923282344882645259529483601113299359547440459371530766922789193772955800796160889227260441838723438419968549824594487784951189461105744503609246859155221693919674974570440474821239196242727275550386167940751806744449541133325302212141788259718718964534363293921520424259959398753820726784081039328613574437812853531928318489908299521413279114069710507759178291535667933557416293896589677191545444312567527362971429613045087645666167288710590819958762047851795700194345619806259608298738039773400889018364081509474696019522817129616217713214893998749,1548887622549695507053270611054377444267902116576807513205411771236464845396322494587215593706083889926706632345526923717202478221985338494401815322711326771616813744496464158591237204259923201972174515906779130952256476290567520661413671469812795618794949958284847754746558344387247156269503123935811047311296359945341256429707643730848055779494346623048357119862718936320128479919460882773432652571957787993959765117626962697926504131301142502487542857237549553422333287935337326438178069277077435972744940510891478146208976185433945535365305825591770426910865710648146928883019535820300,-11.0,47.751000527317956,29.375500263658836,2.8421709430404007e-13
322,104328,-1000654201760281358025209148706696241148608328564520722413251568270347957939964463918091314677272964500819919144328142593686491623668150525334290768124898180807115396589817755691665802639052379534635882036197451959787758243118805240354467557013838726508891194886439638049944823960104760571430589637930095977579817456410405510592033420559189714605085438454886292409089194101673894803818708082650506385824299761905686904709335507018657276137377050787397468941322492722172842080489268473344468563079987707498952118802537767073553216786850059187793475307612324581032519194474314064778832799,62540887610017584876575571794168515071788020535282545150828223016896747371247778994880707167329560281301244946520508912105405726479259407833393173007806136300444712286863609730729112664940773720914742627262340747486734890194925327522154222313364920406805699680402477378121551497506547535714411852370630998598738591025650344412002088784949357162817839903430393275568074631354618425238669255165656649114018735119105431544333469188666079758586065674212341808832655795135802630030579279584029285192499231718684507425158610442097076049178128699237092206725770286314532449654644629048677050,-16.0,11.12775192217282,13.563875961086609,3.979039320256561e-13
323,104975,-3002459083711717444441724569120793199657779487518119179444336664242993392614409758738294843184101078934846702700559882897961727014925425389148134317871187280364900489331607445884552119026928053053753676988525699999758707886330886205201886233790957661048672226829089493816405406042971410614729132552495260941897559278661512463740970924413154280250579607755276878503116707328249053382339557376192526524102789034445083151092266152903684931445291620206621538645096057403292219690038509710929795829411645116397884682651173021882015374841186730092746677300970366011831992948715585219391715588967,71487121040755177248612489740971266658518559226621885224865158672452223633676422827102258171050025688924921492870473402332422071783938699741622245663599697151545249745990653473441717119688763167946516118774421428565683521103116338219092529375975182405920767305454511757533462048642176443207836489345125260521370459015750296755737402962217959053585228756078020916740873984005929842436656128004583964859590215105835313121244432211992498367745038576348131872502287081030767135477107374069757043557420121818997254348837452901952747020028255478398730411927865857424571260683704409985517037860,-42.0,48.378397572666245,45.189198786333435,6.252776074688882e-13
324,105624,-2581684266492864961355558602440029076087462850076431286396828890861636776992044796121241961094353654136109157810625081201782049580259711753507272146752747218346939331250555387762201864390696661752175953174248888800490991515351848074425517966986959917032617598538122299363260991517754606052826859485041034489818522013823826099203152500024539357836437739821850902223755668126255899540334831196292221923256889266858883043905565255691450651426620569270450035874953617102071517314237943900447611303962707788526371198406305347280617500921728410403319496581250810788807042115333399995508393699,61468673011734880032275204820000692287796734525629316342781640258610399452191542764791475264151277479431170424062501933375763085244278851273982670160779695674927126934537033041957187247397539565527998885101164019059309321794091620819655189690165712310300419012812435699125261702803681096495877606786691297376631476519614907123884583333917603758010422376710735767232277812529902370007972171340290998172783077782354358188227744183129777414919537363582143711308419454811226602719951045248752650094350185441104076152531079697157559545755438342936178490029781209257310526555557142750199850,-42.0,60.71046475971639,51.35523237985814,1.1368683772161603e-13
325,106275,-2254921976562610024039780153807277805937925568103162620051160162728672015725513763514734486213854177741024804122939058726598138666671553188780923350002718494976278124980097338889465927901521088844007754812151400560042873214676303933594564012711919649632624373658837966776417813981040518668959889263230720067596510642440546444980634194034155571170207556670832714338799946639573234586663492528703842028819128694727968103568664954683480340670559614087707484469381604431490523454947120921211432746482987644759504186621471233906437885542238237596549893641373432842889289552682918303038474339,60943837204394865514588652805602102863187177516301692433815139533207351776365236851749580708482545344352021733052406992610760504504636572669754685135208607972331841215678306456472052105446515914702912292220308123244401978775035241448501730073295125665746604693482107210173454431920014018079997007114343785610716503849744498512990113352274474896492096126238722009156755314583060394234148446721725460238354829587242381177531485261715684882988097678046148228902205525175419552836408673546254939094134801209716329368147871186660483393033465880987834963280363049807818636558997791974012820,-37.0,31.379100355957462,34.1895501779787,5.684341886080802e-14
326,106928,-78993268750034470859716801163773249657663007945417183173476000333059707115212447223947995279010278386262038249621873109577326389321252263214492581458277665352457500969319672088153097417256083300580900311245735678565080290818943553732097244960452576558542447872527235492074475563749604969744659320726363412876114357212404077915089830273250844754211677775466213112998665752326552475892505021445065281169847187691948020998975097594251710696358267626864685719115027224538997684702203648347081533130949234609991966055465385456657785457131222303630597105180291772454151243055493373033996326796851,2323331433824543260579905916581566166401853174865211269808117656854697268094483741880823390559125834890059948518290385575803717332978007741602722984066990157425220616744696237886855806389884802958261773860168696428384714435851280992120507204719193428192424937427271632119837516580870734404254685903716570966944539918011884644561465596272083669241519934572535679794078404480192719879191324160148978857936681990939647676440444046889756196951713753731314285856324330133499931903005989657267103915616153959117410766337217219313464278150918303047958738387655640366298565972220393324529303730450,-34.0,37.92769691429362,35.96384845714675,1.1368683772161603e-13
327,107583,-1180104855275958481564396656041430433727925422153758105299361349513497025063864757780735690442730582801300291310877656165487602454845972186210906912541963254565191424378258406545704536578989106264513916881355528344576362888051444313458035405571653804796152349169407813140234929056950214300573808712998893189559131386926671565491538080646137736757597427084462567514452522910574079938636863065472497197682124185874106756287209674610669814324680001895270748371466326417015838426923677286230909925392332169710430865441126206635410426997291836468804438546110801455897684303350041053729170147569,73756553454747405097774791002589402107995338884609881581210084344593564066491547361295980652670661425081268206929853510342975153427873261638181682033872703410324464023641150409106533536186819141532119805084720521536022680503215269591127212848228362799759521823087988321264683066059388393785863044562430824347445711682916972843221130040383608547349839192778910469653282681910879996164803941592031074855132761617131672267950604663166863395292500118454421773216645401063489901682729830389431870337020760606901929090070387914713151687330739779300277409131925090993605268959377565858073134300,-16.0,14.494703686061257,15.247351843031112,9.663381206337363e-13
328,108240,118825287499017683701823598853423662774676035026989452489866649116721507126683735679878449843197843492651065005410581029321248808744559915182341029743868567059210874146257319416282102359794645337335981274014509470829035388612774887718731988478158467111235132971603203279367728760049647584925441038420486943712800916405159680069631279696820543114257508480886622160546140108947332559989327408778876300111836439889510173964477383807173312719688722860570990198507829184682262212147090635840281494213842422151510587717029393648559738046332607239379043006656726268574277763570918978367436581,59412643749508841850911799426711831387338017513494726244933324558360753563341867839939224921598921746325532502705290514660624404372279957591170514871934283529605437073128659708141051179897322668667990637007254735414517694306387443859365994239079233555617566485801601639683864380024823792462720519210243471856400458202579840034815639848410271557128754240443311080273070054473666279994663704389438150055918219944755086982238691903586656359844361430285495099253914592341131106073545317920140747106921211075755293858514696824279869023166303619689521503328363134287138881785459489183718290,2.0,29.9982316662838,13.999115833141957,1.1368683772161603e-13
329,108899,-942659421095555723269687574720233771505398846133293951157739606427751240398933417948577368774702693282302531445628730406442568748878472501632924666093695685727054479400401673818349234863841480108336314185870218789490304960722729992111681783096199897325407929575279162000720188294359805512129606675866693769950491034200767204173590372398618943003317373192523573944268457104390407335380471073866377454436772669997955161674348723839178870056103667085953380255897482715287347638440853428248707670944438584130103646842117321356056966626043004190932807927132086012521448365150472129543137599,58916213818472232704355473420014610719087427883330871947358725401734452524933338621786085548418918330143908215351795650402660546804904531352057791630855980357940904962525104613646827178990092506771019636616888674343144060045170624506980111443512493582837995598454947625045011768397487844508100417241668360621905689637547950260849398274913683937707335824532723371516778569024400458461279442116648590902298291874872197604646795239948679378506479192872086265993592669705459227402553339265544229434027411508131477927632332584753560414127687761933300495445755375782590522821904508096446100,-16.0,33.98952973718883,24.99476486859399,8.526512829121202e-13
330,109560,-1168530835571252740138265266732838509443909556074543578427319329488091169669047525150671892648875058413207568725406958670088629364002518667975718840219786323362364198035808493844765902874329084852640147798399947908152754651503221924868858143955334303127084087729043949261832021416255870440968030128865369529457834738092234198195129182080766336849752261824486699255163286548569204013173053770978991001099802334183149843551084645738592328405237648047938783279931764181315192708666409987308992287497122574684979638545060842104093689501279166627918389733512204383904723235116506135812550599,58426541778562637006913263336641925472195477803727178921365966474404558483452376257533594632443752920660378436270347933504431468200125933398785942010989316168118209901790424692238295143716454242632007389919997395407637732575161096243442907197766715156354204386452197463091601070812793522048401506443268476472891736904611709909756459104038316842487613091224334962758164327428460200658652688548949550054990116709157492177554232286929616420261882402396939163996588209065759635433320499365449614374856128734248981927253042105204684475063958331395919486675610219195236161755825306790627530,-20.0,27.67294391327937,23.836471956640253,1.1368683772161603e-12
331,110223,-4646662867649086521159811833163132332803706349730422539616235313709394536188967483761646781118251669780119897036580771151607434665956015483205445968133980314850441233489392475773711612779769605916523547720337392856769428871702561984241014409438386856384849874854543264239675033161741468808509371807433141933889079836023769289122931192544167338483039869145071359588156808960385439758382648320297957715873363981879295352880888093779512393903427507462628571712648660266999863806011979314534207831232307918234821532674434438626928556301836606095917476775311280732597131944440786649058607434169,1548887622549695507053270611054377444267902116576807513205411771236464845396322494587215593706083889926706632345526923717202478221985338494401815322711326771616813744496464158591237204259923201972174515906779130952256476290567520661413671469812795618794949958284847754746558344387247156269503123935811047311296359945341256429707643730848055779494346623048357119862718936320128479919460882773432652571957787993959765117626962697926504131301142502487542857237549553422333287935337326438178069277077435972744940510891478146208976185433945535365305825591770426910865710648146928883019535820300,-3.0,31.558446270457353,17.279223135229074,7.958078640513122e-13
