n,X,H_num,H_den,H,C_centered,E_centered,identity_err
183,33855,-47377739042696568451041218691075074765841711801172935698047889473115395270946335128550124042774330750699261695274941196055605216201904471593467292224111171837690773361068315439261373306774121472090044015972067535010198098299712396702065244958979630692551410488712990145188843475374618897655389673330690858933771010092791373143998514120058176784532955528537982489918461581556871150477627002481469372789297044521122227127412976642457773428034947134913075633148574575271371160375024102814858589651780394460433474450798155060509859789744216375879942900454154234920598208060964883480597566267,1214813821607604319257467145925001917072864405158280402514048448028599878742213721244874975455752070530750299878844646052707826056459089015217110057028491585581814701565854242032342905301900550566411385024924808590005079443582369146206801152794349504937215653556743337056124191676272279427061273675145919459840282310071573670358936259488671199603409116116358525382524655937355670525067359037986394174084539603105698131472127606216865985334229413715719888029450630135163363086539079559355348452609753704113678832071747565654098968967800419894357510268055236792835851488742689320015322212,-39.0,7.07215922722105,23.036079613610752,4.547473508864641e-13
184,34224,-44317242419161530960036355108852001266606641389894349447937389734948922615059298843697155756969496135241963729485748890334834856136919556349122040707047976298049034177295111833797917146206672445555780140394252673884305473263734496750033518449579273785263231996705229034236290254284611052060175219908756718492027466247246249777042739080058820586390461317549559938847465989131000856064689063617529401200508955478104867457137702372718287018630686766453300636267512258149736421611940670620259492906364405514876695590600233081801893717709457378120338357418324089009033208816793387210859393999,1107931060479038274000908877721300031665166034747358736198434743373723065376482471092428893924237403381049093237143722258370871403422988908728051017676199407451225854432377795844947928655166811138894503509856316847107636831593362418750837961239481844631580799917630725855907256357115276301504380497718917962300686656181156244426068477001470514659761532938738998471186649728275021401617226590438235030012723886952621686428442559317957175465767169161332515906687806453743410540298516765506487322659110137871917389765005827045047342942736434453008458935458102225225830220419834680271484850,-40.0,1.7846289640373243,20.892314482018776,2.2737367544323206e-13
185,34595,-48858667611644283245491997369513768231013779800013205235833361458499657773728464232323996822272963888158982488007859149020187702949811334763167887507213812730081309793535780687215368546205682603284365890597194930366907466778033510458613075937139664645448585759697278572509178880999691238293198213966438294156993610543075777848390076066181825245823858426936128205965285176363308019365250190443439643014659686994568713458550411500857961644548635346814057271020183065238990900917541074939242491982289327508274136597672037908892129398135412287536481683508201856553047608616244854141251513279,1017888908575922567614416611864870171479453745833608442413195030385409536952676338173416600464020081003312135166830398937920577144787736140899330989733621098543360620698662097650320178045951720901757622720774894382643905557875698134554439082023743013446845536660359970260607893354160234131108296124300797794937366886314078705174793251378788025954663717227836004290943441174235583736776045634238325896138743479053514863719800239601207534261429903058626193146253813859145643769115439061234218582964360989755711179118167456435252695794487755990343368406420872011521825179505101127942739860,-48.0,3.610503925607645,25.805251962803936,2.2737367544323206e-13
186,34968,-28654421017169366880485506304505982718956189156670938994300117767874599639831966149863488483562551963644072698392248088768245847106728762146433583470159545274911054273184586933937888278808579236485228544275413922616744811375499132236152922191536718947706574228269683462811329371164072390985807792812504375258982658988813243949591409020689031920645412526394606717460300321922376878510026331308504072581219077888255654676098809911640326429071136296019542858894666738313165826803740539106294281625932565495781399451492345704866059430527992404258157773447752897851015646990718184335861412674727,774443811274847753526635305527188722133951058288403756602705885618232422698161247293607796853041944963353316172763461858601239110992669247200907661355663385808406872248232079295618602129961600986087257953389565476128238145283760330706835734906397809397474979142423877373279172193623578134751561967905523655648179972670628214853821865424027889747173311524178559931359468160064239959730441386716326285978893996979882558813481348963252065650571251243771428618774776711166643967668663219089034638538717986372470255445739073104488092716972767682652912795885213455432855324073464441509767910150,-37.0,4.511720269201248,20.755860134600738,2.2737367544323206e-13
187,35343,-37607096425543143310723114779976414513562840775156817090814627985978536618883041935206251004721404442037484579817988548751951758071919568187057063171421259841627888770947464042587916308964820827105310098244778447739711169110335058408124152005618414233869479506633796416771320614710122935961961789519974610042768762083384543465515912154978203567621064252444582808637444529511871618597864460337438769392538048413478204437018292496239230743054278716524191338912835006866364416273012443162990953650101494538697031038020079213430816472986819887469311406237226627423616915793516624488898949899,874583637803328914202863134418056151478205599422251560251502976418105502764721905469912814063288475396220571623674152296557017629579524841559466585381889763758788110952266605641579449045693507607100234842901824366039794630472908335072654697805079400787662314107762707366774898016514486882836320686511037442855087490311268452686416561743679152735373587266153088572963826267717944618554987449707878357966001125894841963651588197586958854489634388756376542765414767601543358517977033561930022177909337082295279791581862307289088755185739997383007242005516898312177137576593409871834859300,-43.0,2.5990889563990436,22.799544478199635,2.2737367544323206e-13
188,35720,-26132374651102068308807377620601095720512935534512042402059671360052833946932681806743883479048164047972554781225058818427317734500982863877429573107256128308473483211188147491170258630747386184416301147109103088122429125464759575306803595975751912021848013355948222224195008973844591740223602793996109058327671450747409598814048119184782663415018853394137483920355187677808846058395122099516614173446036493395454736606711497188215183937593968407522691440211732360025306791176165788763637021194979587589369822327870281552910670263911910614247690554799641649111266822886134476760962291519,816636707846939634650230550643784241266029235453501325064364730001651060841646306460746358720255126499142336913283088075853679203155714496169674159601754009639796350349629609099070582210855818263009410847159471503825910170773736728337612374242247250682750417373381944506094030432643491881987587312378408072739732835856549962939003724524458231719339168566796372511099614931526439324847565609894192920188640418607960518959734287131724498049811512735084107506616636250790837224255180898863656912343112112167806947745946298528458445747247206695240329837488801534727088215191702398780071610,-32.0,8.376845245586253,20.18842262279324,2.2737367544323206e-13
189,36099,-21437890969545958575131773163382386771874077738087301220836149082857644918980242139615440743336801244660299409626670224459549871584572159092066648065208675039679082968809192506453110093562950892348436206322202504529501401945571220227178843872841461851833217415707235359813956323698922578124610711914339755173652040765968947123981228108623609404766043225582797506750435104776864773971776924199759897189727169466571143496566957756768223270604048477336233318166775825914647583880101403988623796222525065366711979389501427629189981805314125056959250181200974766932397379213106282117917450799,765638963198069949111849041549370956138359919217403615029862467244915889963580076414837169404885758737867836058095365159269638270877577110430951716614595537131395820314614018087611074770105389012444150225792946590339335783770400722399244424030052208994043479132401262850498440132104377790164668282654991256201858598784605254427901003879414621598787258056528482383944110884888027641849175864277139185347398909520397982020248491313150831093001731333436904220241993782665985138575050142450849865090180905953999263910765272471070778761218752034258935042891955961871334971896652932782766100,-28.0,2.2933409652583236,15.14667048262939,4.547473508864641e-13
190,36480,-9365367020067926321717450206375305476968710472324882637986210709801880460535903455643629171246088636766133125810162794569131263667818325780103999625696394433031897059746062354272597049013489128203845910134013349943876368268547799348082664701193647927597371840792102703118724873039168851862111912170020286068303571762528527249395055116755686108570467953315647701495509847517055925094414640025406736481605229730919510013558379103741652886937140712715375415854950788135038485190411741254099953768375194253806617042599635302658925772391298585929756154740937465042443831826004686269420449145,720412847697532793978265400490408113612977728640375587537400823830913881579684881203356090095852972058933317370012522659163943359062948136931076894284338033310145927672774027251738234539499163707988146933385642303375105251426753796006358823168742148276720910830161746393748067156859142450931685551540022005254120904809886711491927316673514316043882150255049823191962295962850455776493433848108210498585017671609193077966029161826280991302856977901182724296534676010387575783877826250315381059105784173369739772507664254050686597876253737379212011903149035772495679371231129713032342242,-13.0,2.5891392093713534,7.794569604685677,0.0
191,36863,-106873245955928989986675672162752043654485246043799718411173412215316074332346252126517875965719788404942757631841357736486970997316988356113725257267081547241560148370256026942795367093934700936080041597567760035705696864049158925637543331417082897696851547121654495077512525762720053782595715551570962264479448836228546693649827417428515848785109916990336641270527606606088865114442800911366853027465087371583223793116260426156928785059778832671640457149390919186140996867538275524234286780118343082119400895251511992088419356794942241940206101965832159456849734034722138092928347971593867,4646662867649086521159811833163132332803706349730422539616235313709394536188967483761646781118251669780119897036580771151607434665956015483205445968133980314850441233489392475773711612779769605916523547720337392856769428871702561984241014409438386856384849874854543264239675033161741468808509371807433141933889079836023769289122931192544167338483039869145071359588156808960385439758382648320297957715873363981879295352880888093779512393903427507462628571712648660266999863806011979314534207831232307918234821532674434438626928556301836606095917476775311280732597131944440786649058607460900,-23.0,9.029589131647924,16.014794565823962,0.0
192,37248,-21887855015249229941733666157875657982173180367253306504149626027447965396290509067317261091440919475273493557667462762420982651516002289613325736064914842159173594061878545882004183268843470019556913358616163945293732416408684830626793362416307170007908686027300425461921439613119868376210767337413788698497122293491937954534521981233929300292106311381398230288999353214831408278163620122317834658124091767163188700747845690660640540508827450159840589005019403498071210220200111844928534644813230599781100572473113157510850037533148025021787364118919449091840995079815875137997782301699,643760441624977351227460769349284058299211187272156073651459589042587217537956149038742973277674102213926281107866551835911254456353008518038992237203377710563929237114074878882475978495396177045791569371063645449815659306137789136082157718126681470820843706685306631232983518032937305182669627570993785249915361573292292780427117095115567655650185628864653832029392741612688478769518238891701019356590934328329079433760167372371780603200807357642370264853511867590329712358826818968486313082742076464150016837444504632672059927445530147699628356438807326230617502347525739352875950050,-34.0,4.047952493416346,19.023976246708173,0.0
193,37635,-32994055864963927960898072188140584611623950412287023949937765541131795523235272074047196078946165702580732996709449262614964033131048630649979497998584475608405499882764916987742330978317890692898392054818963736261084702047592156101119628942757776495040354140979005426553905560911773743019001456620827043317555596468807829271878801367177519563193182502805240423111172608002736850355379751386731060704426253125770144517497430251688845400497710112160676248847209422014200216374049557262964789334193902377998732776386516723978190932320733297722490959351322703426725197238632804608700171319,611001034536369036312927262743344159474517600227537480554403065576514731911764297667540668128632698195939499939063875233610445057982382049073694407381193992748249997828979944217450573672553531349970223237388217338168235223103558446317030165606625490648895447055166767158405658535403217463314841789274574876251029564237182023553311136429213325244318194496393341168725418666717349080655180581235760383415300983810558231805507967623867507416624261336308819423096470778040744747667584393758607209892479673666643199562713272666262795042976542550416499247246716730124540689604311196457410580,-54.0,3.953926047228947,28.976963023614587,2.2737367544323206e-13
194,38024,-27319634072993128157932343777666652444555191198064781005999882379827563572789776299324167965043511193353219309572091098839823546322233265913266945271740940054787432821366205449257498849218059979744384130955198581969997893041033326652405263603152887446846127610478300402710123412384519518889159428940374990104176476393935095895518859901122825232512243413787634963803273707923206863728294279591444084644239192788131959167550880711488251502809743914278651847697584067118963422427140734023406025527635535671383113839842183964906885432347550723856407481666203426874163773003342128159338822949,581268810063683577828347739950354307330961514852442149063827284677182203676378219134556765213691727518153602331321087209357947794090069487516317984505126384144413464284387349984202103174852339994561364488408480467446763681724113333029899225598997605252045268308048944738513264093287649338067221892348404044769712263700746721181252338321762238989622200293353935400069653360068231143155197438115831588175301974215573599309593206627409606442760508814439401014842214194020498349513632638795872883566713524923044975315791148189508200688245760082051223014174540997322633468156215492751889850,-47.0,7.7919614017583285,27.395980700879164,0.0
195,38415,-24937367804914596714632263863129511625064613683705308799371566978762403593142938195500787734087218263578460985885048861278751885506025127816844969417534778076120435957903716327944785041751894128353435855386426079732215181780156862169450882340456458978809569990274829682860510016968201084839942961399462300181873415935726847705489791731006264786134382124213263110491002552560208084570926556280668824951019842478779760391131778678602034314329664619656325071803123400359569930980386293280147805892123298308952530586803762640216074541870321678511185027416697392124850439773385259297273385299,554163728998102149214050308069544702779213637415673528874923710639164524292065293233350838535271516968410244130778863583972264122356113951485443764834106179469343021286749251732106334261153202852298574564142801771827004039559041381543352940899032421751323777561662881841344667043737801885332065808876940004041631465238374393455328705133472550802986269426961402455355612279115735212687256806237084998911552055083994675358483970635600762540659213770140557151180520007990442910675250961781062353158295517976722901928972503115912767597118259522470778387037719824996676439408561317717186340,-45.0,9.45722114052353,27.22861057026188,2.2737367544323206e-13
196,38808,-17468657397177016996841397869034332078209422367407603532391862081614265173642734901359574365106209284887668785851807410344388852127654193545885135218548798176129478321388693517946284258570562428257607322256907491942742213803393090166319603043001454347311465694941891970825845989329855145896651773712154668924395036977532967252341846588511907287530225071973952479654724845715734735933769354587586307202531443540899606589777774788644783435727171080686573577867100226567668660924857065092233864027189127512160983205542986611379430662788859421413223596899666468919538090016694686650596268649,529353254459909605964890844516191881157861283860836470678541275200432277989173784889684071669885129845080872298539618495284510670534975561996519249046933278064529646102687682362008613896077649341139615825966893695234612539496760308070291001303074374160953505907330059721995333009995610481716720415519838452254395059925241431889146866318542645076673487029513711504688631688355598058599071351138979006137316470936351714841750751171054043506883972142017381147487885653565716997722941366431329212945125076126090400167969291253922141296632103679188593845444438452107214848990748080321099050,-33.0,7.8194739725435625,20.409736986271895,2.2737367544323206e-13
197,39203,-116166571691227163028995295829078308320092658743260563490405882842734863404724187094041169527956291744502997425914519278790185866648900387080136149203349507871261030837234811894342790319494240147913088693008434821419235721792564049606025360235959671409621246871363581605991875829043536720212734295185828548347226995900594232228073279813604183462075996728626783989703920224009635993959566208007448942896834099546982383822022202344487809847585687686565714292816216506674996595150299482863355195780807697955870538316860860965673213907545915152397936919382782018314928298611019666226465186513327,4646662867649086521159811833163132332803706349730422539616235313709394536188967483761646781118251669780119897036580771151607434665956015483205445968133980314850441233489392475773711612779769605916523547720337392856769428871702561984241014409438386856384849874854543264239675033161741468808509371807433141933889079836023769289122931192544167338483039869145071359588156808960385439758382648320297957715873363981879295352880888093779512393903427507462628571712648660266999863806011979314534207831232307918234821532674434438626928556301836606095917476775311280732597131944440786649058607460900,-25.0,-5.7605378327459675,9.619731083627101,1.7053025658242404e-13
198,39600,-16022975405686505245378661493665973561392090861139388067642190736928946676513680978488437176269833344069378955298554383281404947123986260286915330924599932120173935287894456813012798664757826227298357061104611699506101478867939868911175911756684092608223620258119114704274741493661177478650032316577355661840996827020771618238354935146704025305113930583258866757200540720553053240546147063173441233503011599937514811561658234806136249634149750025733201971422926414713792633813834411429428302866318303166326970802325635995265270883799436572744543023363142347353783213601519953962271060209,485544709263227431678141257383817380648245177610284486898248204149362020500414575105710217462722222547556938039350132826709240821938977584451979724987876730914361675390741115545842383780540188706010820033473081803215196329331511179126542780505578563885564250246033778917416408898823559959091888381131989752757479606690049037525907125657697736518603957068450507793955779410698583046852941308286097984939745452651963986716916206246553019216659091688884908224937164082236140418601042770588736450494494035343241539464413211977735481327255653719531606768580071131932824654591513756432456370,-33.0,7.001807490132592,20.000903745066296,0.0
199,39999,-40271078186292083183385035887413813550965455030996995343340706052148085980304384859267605436358181138094372440983700016647264433771618800854447198390494496062037157356908068123372167310758003251276537413576257404758668383554755537196755458215132686088668698915406041623410516954068426063007081222331087230093705358578872667172398737002049450266853012199257285116430692344323340477905982952109248966870902487842953893058301030146089107413829705064676114288176288388980665486318770487392629801204013335291368453283178431801433380821282583919497951465386031099682508476851820150958507931324477,1548887622549695507053270611054377444267902116576807513205411771236464845396322494587215593706083889926706632345526923717202478221985338494401815322711326771616813744496464158591237204259923201972174515906779130952256476290567520661413671469812795618794949958284847754746558344387247156269503123935811047311296359945341256429707643730848055779494346623048357119862718936320128479919460882773432652571957787993959765117626962697926504131301142502487542857237549553422333287935337326438178069277077435972744940510891478146208976185433945535365305825591770426910865710648146928883019535820300,-26.0,2.9060548260661108,14.453027413033197,2.8421709430404007e-13
200,40400,-12098350764370813507359201494253092862651887313666481057824334953727449612063849764856746681792940702416898478301608565197049251299981911094170399338439485872802498872151745115322103524113189909329424859059701987187345668229119496005256257382337169249989483762880681594452384367923531307408847930453297476587753631202761983684312357010481438586214279312142423019178421778392517538425875747796339909192727177194864124833923238045520427640828596210365571016031004226346094148771680177578825806310826645495886227712845682723522379076195717296488888319472845186092586553760839078064087020389,448087065347067166939229684972336772690810641246906705845345739026942578224587028328027654881220026015440684381541057970261083381480811522006311086608869847140833291561175745011929760152340367012200920705914888414346135860337759111305787310456932194444054954180765984979717939552723381755883256683455462095842727081583777173493050259647460688378306641190460111821423028829352501423180583251716292933063969525735708327182342149834089912623281341124650778371518675049855338843395562132549103937438023907255045470846136397167495521340582122092181048869364636521947650139290336224595815570,-27.0,11.355760789724968,19.177880394862626,2.8421709430404007e-13
201,40803,-54346934124550719545728793370329033132207091809712544322996904253911047206888508582007564691441539997428302889316734165515876428841590824364975976235485149881291710333209268722499551026663971999023667224799267752710753554055000724961883209467115635747191226606485886131458187522359549342789583295993370081098117892818991453673952411608703711561205144668363407714481366186671174734016171325383601844630097824349465442723753077120228215133373421139913784464475422927099413611766221980286949799195699507815611947750578180568736006506454229311063362301465629014416340724496383469579632835791,3881923866039337110409199526452073795157649414979467451642636018136503371920607755857683192245824285530593063522623868965419744917256487454641141159677510705806550738086376337321396501904569428501690516057090553765053825289642908925848800676222545410513659043320420437961299108739967810199255949713812148649865563772785103833853743686335979397228938904883100551034383299047941052429726523241685846045006987453533245908839505508587729652383815795708127461748244494792815257983301570020496414228264250558257996267898441469195429036175302093647383021533259215315452908892598819255688059700,-14.0,10.938383568353629,12.469191784176871,1.1368683772161603e-13
202,41208,-134685880221712652787240922700380647327643662311026740278731458368388247425767173442366573365746425211017968030045819453669780714955246825600157854148811023618853369086649057268803235153036800171493436165806880952370128373092827883601188823461982227721299996372595456934483334294543230979956793385722699766199683473507935341713708150508526589521247532438987575640236429245228563471257468067255013267126764173387805662402344582428391663591403695868481987585873874210637677211768463168537223415398037910673473087903606795322519668298603959596983115268849602340075279186795385120262568332173,11223823351809387732270076891698387277303638525918895023227621530699020618813931120197214447145535434251497335837151621139148392912937235466679821179067585301571114090554088105733602929419733347624453013817240079364177364424402323633432401955165185643441666364382954744540277857878602581663066115476891647183306956125661278476142345875710549126770627703248964636686369103769046955938122338937917772260563681115650471866862048535699305299283641322373498965489489517553139767647371930711435284616503159222789423991967232943543305691550329966415259605737466861672939932232948760021880694350,-12.0,0.6240188160439857,6.312009408022078,1.7053025658242404e-13
203,41615,-13236070317861014691262303883848370045966535135183767268652202447337938687461020885984837615615218394712469279430916309711095843243551878372531697621788636201127713483396629408764133208608752438087637209734236854922174462906015066506685669012642793807570137753146303644359885722428784503295710769930538945517336179075423770957363550224769747274056134284142197226276148009986423781789091704321953612828987571117998855990079353223541122917463367090743784451145222769858523565437927951435444873407912486948791464011934081698289913021835184117493765794871408913610332788447694946863956326819,401093039935182263371584966177223334726258640460114159656127346889028445074576390484389018655006618021589978164573221506396843734653087223410051443084504127306900408587776648750428279048750073881443551810128389543096195845636820197172293000383114963865761750095342534677572294619054075857445780906986028652040490275012841544162531824993022644668367705580066582614428727575346175205730051646119806449363259730848450181517556158289124936892829305780114680337734023329046168649634180346528632527512499604508832242785881263584542818843490427802841387723376027685161599649930149904968373540,-33.0,5.7512112454564885,19.375605622728358,2.2737367544323206e-13
204,42024,-44917741053941169704544847720576945883769161380727417882956941365857480516493352343029252217476432807874492338020280787798871868437574816337652644358628476376887598590397460599145878923537772857193060961296594797615437812426458099180996472624571072945053548790260584887650191987230167531815590594138520372027594438414896436461521668194593617605336052068402356476018849153283725917664365600429546924586775851824833188411181918239868619807733132572138742859888937049247665350124782466707164009035245643209603274815852866240060309377584420525593868942161342380415105608796260937607566538786701,774443811274847753526635305527188722133951058288403756602705885618232422698161247293607796853041944963353316172763461858601239110992669247200907661355663385808406872248232079295618602129961600986087257953389565476128238145283760330706835734906397809397474979142423877373279172193623578134751561967905523655648179972670628214853821865424027889747173311524178559931359468160064239959730441386716326285978893996979882558813481348963252065650571251243771428618774776711166643967668663219089034638538717986372470255445739073104488092716972767682652912795885213455432855324073464441509767910150,-58.0,19.78259347146036,38.89129673573032,2.8421709430404007e-13
