n,X,d,Md_weight,discrepancy,contribution
78,6240,12,-2,-1.436813e+00,2.873626e+00
78,6240,13,-3,2.962650e-01,-8.887951e-01
78,6240,14,-2,1.218227e+00,-2.436454e+00
78,6240,15,-1,-1.334269e+00,1.334269e+00
78,6240,16,-1,1.253437e-01,-1.253437e-01
78,6240,17,-2,1.426226e+00,-2.852451e+00
78,6240,18,-2,-1.092824e+00,2.185649e+00
78,6240,19,-3,-7.738382e-01,2.321515e+00
78,6240,20,-3,-6.230496e-01,1.869149e+00
78,6240,21,-2,-1.469245e+00,2.938490e+00
78,6240,22,-1,8.662538e-01,-8.662538e-01
78,6240,23,-2,1.029210e+00,-2.058420e+00
78,6240,24,-2,1.415183e-02,-2.830366e-02
78,6240,25,-2,-6.366200e-01,1.273240e+00
78,6240,26,-1,3.521396e-01,-3.521396e-01
78,6240,27,-1,1.340296e+00,-1.340296e+00
78,6240,28,-1,-1.299490e+00,1.299490e+00
78,6240,29,-2,-3.073941e-01,6.147881e-01
78,6240,30,-3,-1.315666e+00,3.946997e+00
78,6240,31,-4,8.654015e-01,-3.461606e+00
78,6240,32,-4,8.587600e-01,-3.435040e+00
78,6240,33,-3,-1.148174e+00,3.444523e+00
78,6240,34,-2,1.037663e+00,-2.075327e+00
78,6240,35,-1,-7.736264e-01,7.736264e-01
88,7920,1,1,-4.970990e+00,-4.970990e+00
88,7920,3,-1,-2.263693e+00,2.263693e+00
88,7920,4,-1,-3.920851e+00,3.920851e+00
88,7920,5,-2,-1.269036e+00,2.538072e+00
88,7920,6,-1,-5.829075e-01,5.829075e-01
88,7920,7,-2,2.757510e+00,-5.515020e+00
88,7920,8,-2,-1.082341e+00,2.164682e+00
88,7920,9,-2,-7.961048e-02,1.592210e-01
88,7920,10,-1,-8.637446e-01,8.637446e-01
88,7920,11,-2,-1.179534e+00,2.359067e+00
88,7920,12,-2,1.096068e+00,-2.192135e+00
88,7920,13,-3,1.097733e+00,-3.293199e+00
88,7920,14,-2,-1.869957e+00,3.739915e+00
88,7920,15,-1,-2.909048e-01,2.909048e-01
88,7920,16,-1,-8.594245e-01,8.594245e-01
88,7920,17,-2,9.114378e-01,-1.822876e+00
88,7920,18,-2,1.038917e+00,-2.077834e+00
88,7920,19,-3,-3.298823e-01,9.896468e-01
88,7920,20,-3,-1.895264e-01,5.685791e-01
88,7920,21,-2,-8.768106e-01,1.753621e+00
88,7920,22,-1,1.271262e+00,-1.271262e+00
88,7920,23,-2,-4.055039e-01,8.110079e-01
88,7920,24,-2,-1.423174e+00,2.846347e+00
88,7920,25,-2,9.081278e-01,-1.816256e+00
88,7920,26,-1,-1.930267e+00,1.930267e+00
88,7920,28,-1,4.002166e-01,-4.002166e-01
88,7920,29,-2,3.907845e-01,-7.815690e-01
88,7920,30,-3,3.809131e-01,-1.142739e+00
88,7920,31,-4,-4.478602e-01,1.791441e+00
88,7920,32,-4,-2.738691e-01,1.095477e+00
88,7920,33,-3,5.358086e-01,-1.607426e+00
88,7920,34,-2,8.957766e-01,-1.791553e+00
88,7920,36,-1,-1.115272e+00,1.115272e+00
88,7920,37,-2,-1.211156e-01,2.422313e-01
88,7920,38,-1,-9.388945e-01,9.388945e-01
88,7920,41,-1,1.047549e+00,-1.047549e+00
88,7920,42,-2,-7.654448e-01,1.530890e+00
88,7920,43,-3,2.313574e-01,-6.940721e-01
88,7920,44,-3,2.280607e-01,-6.841820e-01
88,7920,45,-3,-3.872383e-01,1.161715e+00
98,9800,1,1,2.127262e+00,2.127262e+00
98,9800,3,-1,-4.595095e+00,4.595095e+00
98,9800,4,-1,2.329563e+00,-2.329563e+00
98,9800,5,-2,-4.647479e+00,9.294959e+00
98,9800,6,-1,4.182028e+00,-4.182028e+00
98,9800,7,-2,-2.377536e+00,4.755071e+00
98,9800,8,-2,-4.260054e-01,8.520108e-01
98,9800,9,-2,4.393945e-01,-8.787890e-01
98,9800,10,-1,-2.157804e+00,2.157804e+00
98,9800,11,-2,2.034361e+00,-4.068722e+00
98,9800,12,-2,-1.452793e+00,2.905586e+00
98,9800,14,-2,-1.212273e+00,2.424546e+00
98,9800,15,-1,1.642870e+00,-1.642870e+00
98,9800,18,-2,-1.623895e+00,3.247791e+00
98,9800,20,-3,-8.901224e-01,2.670367e+00
98,9800,21,-2,5.693440e-01,-1.138688e+00
98,9800,22,-1,8.731431e-01,-8.731431e-01
98,9800,24,-2,-6.705052e-01,1.341010e+00
98,9800,25,-2,3.111711e-01,-6.223421e-01
98,9800,30,-3,-7.326858e-01,2.198058e+00
98,9800,31,-4,1.257759e+00,-5.031037e+00
98,9800,32,-4,-1.752219e+00,7.008877e+00
98,9800,33,-3,-4.092666e-01,1.227800e+00
98,9800,34,-2,5.838025e-01,-1.167605e+00
98,9800,35,-1,-4.233980e-01,4.233980e-01
98,9800,36,-1,5.691127e-01,-5.691127e-01
98,9800,37,-2,-2.584130e-01,5.168259e-01
98,9800,42,-2,8.966614e-01,-1.793323e+00
98,9800,43,-3,1.076442e+00,-3.229327e+00
98,9800,44,-3,-9.274162e-01,2.782249e+00
98,9800,45,-3,-7.447932e-01,2.234380e+00
98,9800,47,-3,-7.507712e-01,2.252314e+00
98,9800,48,-3,-7.535447e-01,2.260634e+00
98,9800,49,-3,1.243605e+00,-3.730816e+00
98,9800,50,-3,2.406746e-01,-7.220238e-01
98,9800,51,-2,2.376594e-01,-4.753188e-01
98,9800,52,-2,-7.654448e-01,1.530890e+00
98,9800,53,-3,-5.761769e-01,1.728531e+00
98,9800,54,-3,1.421983e+00,-4.265949e+00
98,9800,55,-2,-5.799002e-01,1.159800e+00
108,11880,1,1,-1.180327e+01,-1.180327e+01
108,11880,3,-1,-1.529033e+00,1.529033e+00
108,11880,4,-1,1.699238e+00,-1.699238e+00
108,11880,5,-2,4.671678e-01,-9.343356e-01
108,11880,6,-1,-3.655749e+00,3.655749e+00
108,11880,7,-2,1.239325e+00,-2.478650e+00
108,11880,8,-2,-2.773463e+00,5.546926e+00
108,11880,9,-2,1.495765e+00,-2.991529e+00
108,11880,11,-2,1.034971e+00,-2.069941e+00
108,11880,12,-2,-1.228276e+00,2.456551e+00
108,11880,13,-3,4.132561e-01,-1.239768e+00
108,11880,14,-2,-3.469319e-01,6.938638e-01
108,11880,16,-1,-6.878975e-01,6.878975e-01
108,11880,17,-2,-8.278181e-01,1.655636e+00
108,11880,18,-2,5.864051e-01,-1.172810e+00
108,11880,19,-3,1.165690e+00,-3.497070e+00
108,11880,20,-3,4.417054e-01,-1.325116e+00
108,11880,22,-1,-1.828372e+00,1.828372e+00
108,11880,23,-2,-3.732485e-01,7.464970e-01
108,11880,25,-2,9.070588e-01,-1.814118e+00
108,11880,26,-1,-6.209217e-01,6.209217e-01
108,11880,29,-2,8.324797e-01,-1.664959e+00
108,11880,30,-3,-1.179452e+00,3.538356e+00
108,11880,31,-4,9.771379e-01,-3.908551e+00
108,11880,32,-4,-8.640227e-01,3.456091e+00
108,11880,34,-2,2.878455e-01,-5.756910e-01
108,11880,36,-1,-1.555662e+00,1.555662e+00
108,11880,37,-2,4.367612e-01,-8.735224e-01
108,11880,38,-1,6.038545e-01,-6.038545e-01
108,11880,42,-2,9.345050e-01,-1.869010e+00
108,11880,48,-3,-9.092246e-01,2.727674e+00
108,11880,49,-3,1.087346e+00,-3.262039e+00
108,11880,53,-3,2.596238e-01,-7.788714e-01
108,11880,54,-3,-7.428764e-01,2.228629e+00
108,11880,55,-2,-7.454403e-01,1.490881e+00
108,11880,57,-1,-7.507712e-01,7.507712e-01
108,11880,61,-2,4.296667e-01,-8.593334e-01
108,11880,63,-1,-5.737875e-01,5.737875e-01
108,11880,64,-1,-5.755728e-01,5.755728e-01
108,11880,67,-2,-5.805378e-01,1.161076e+00
118,14160,1,1,-7.647564e+00,-7.647564e+00
118,14160,3,-1,-1.796516e+00,1.796516e+00
118,14160,4,-1,-2.798244e+00,2.798244e+00
118,14160,7,-2,-1.392658e+00,2.785315e+00
118,14160,9,-2,3.519518e+00,-7.039036e+00
118,14160,10,-1,-2.895577e+00,2.895577e+00
118,14160,12,-2,-9.378929e-01,1.875786e+00
118,14160,13,-3,7.870608e-01,-2.361182e+00
118,14160,14,-2,-7.316596e-01,1.463319e+00
118,14160,15,-1,-1.653370e+00,1.653370e+00
118,14160,17,-2,1.129841e+00,-2.259682e+00
118,14160,18,-2,-1.174351e+00,2.348703e+00
118,14160,19,-3,3.838112e-01,-1.151433e+00
118,14160,20,-3,-1.200361e+00,3.601082e+00
118,14160,23,-2,1.094356e+00,-2.188713e+00
118,14160,26,-1,-2.184552e+00,2.184552e+00
118,14160,29,-2,-5.916283e-01,1.183257e+00
118,14160,30,-3,1.394060e+00,-4.182180e+00
118,14160,31,-4,-2.924629e-01,1.169852e+00
118,14160,32,-4,8.605913e-01,-3.442365e+00
118,14160,34,-2,-9.946445e-01,1.989289e+00
118,14160,41,-1,-1.371777e+00,1.371777e+00
118,14160,42,-2,6.226157e-01,-1.245231e+00
118,14160,43,-3,-1.383176e+00,4.149527e+00
118,14160,45,-3,7.800958e-01,-2.340287e+00
118,14160,47,-3,-1.053173e+00,3.159518e+00
118,14160,49,-3,-8.842945e-01,2.652884e+00
118,14160,50,-3,9.351816e-01,-2.805545e+00
118,14160,52,-2,1.106592e+00,-2.213185e+00
118,14160,54,-3,-8.994851e-01,2.698455e+00
118,14160,70,-2,-5.659522e-01,1.131904e+00
118,14160,71,-3,1.432434e+00,-4.297301e+00
118,14160,72,-3,-5.692148e-01,1.707644e+00
118,14160,73,-4,6.195903e-01,-2.478361e+00
118,14160,74,-3,4.279585e-01,-1.283875e+00
118,14160,75,-3,-3.823286e-01,1.146986e+00
118,14160,76,-3,-5.749732e-01,1.724920e+00
118,14160,78,-3,6.148624e-01,-1.844587e+00
118,14160,79,-4,6.140320e-01,-2.456128e+00
118,14160,80,-4,-5.805378e-01,2.322151e+00
128,16640,1,1,-4.303357e+00,-4.303357e+00
128,16640,3,-1,-4.383225e+00,4.383225e+00
128,16640,4,-1,3.849179e+00,-3.849179e+00
128,16640,5,-2,-4.190497e+00,8.380994e+00
128,16640,7,-2,1.469356e+00,-2.938712e+00
128,16640,8,-2,-1.598775e+00,3.197550e+00
128,16640,9,-2,-2.631158e+00,5.262315e+00
128,16640,11,-2,1.688092e+00,-3.376183e+00
128,16640,12,-2,-7.327594e-01,1.465519e+00
128,16640,13,-3,-9.254885e-01,2.776465e+00
128,16640,14,-2,-2.212101e+00,4.424201e+00
128,16640,19,-3,-1.371118e+00,4.113353e+00
128,16640,20,-3,1.029288e+00,-3.087865e+00
128,16640,23,-2,-1.571536e+00,3.143071e+00
128,16640,25,-2,2.142411e+00,-4.284821e+00
128,16640,29,-2,1.000365e+00,-2.000731e+00
128,16640,30,-3,-8.568137e-01,2.570441e+00
128,16640,31,-4,-5.522225e-01,2.208890e+00
128,16640,32,-4,-1.564813e+00,6.259253e+00
128,16640,33,-3,5.835812e-01,-1.750744e+00
128,16640,37,-2,1.030698e+00,-2.061396e+00
128,16640,42,-2,-6.754148e-01,1.350830e+00
128,16640,43,-3,6.544210e-01,-1.963263e+00
128,16640,44,-3,-5.195296e-01,1.558589e+00
128,16640,47,-3,1.634324e+00,-4.902971e+00
128,16640,48,-3,-1.199401e+00,3.598202e+00
128,16640,51,-2,-1.038488e+00,2.076975e+00
128,16640,53,-3,1.128642e+00,-3.385926e+00
128,16640,55,-2,-8.768701e-01,1.753740e+00
128,16640,61,-2,1.285511e+00,-2.571023e+00
128,16640,67,-2,-7.265704e-01,1.453141e+00
128,16640,71,-3,4.494282e-01,-1.348285e+00
128,16640,73,-4,4.463218e-01,-1.785287e+00
128,16640,74,-3,4.449498e-01,-1.334849e+00
128,16640,75,-3,-5.564478e-01,1.669343e+00
128,16640,79,-4,-3.743686e-01,1.497474e+00
128,16640,80,-4,-5.628213e-01,2.251285e+00
128,16640,81,-4,-5.643709e-01,2.257483e+00
128,16640,83,-4,6.221638e-01,-2.488655e+00
128,16640,84,-4,4.318880e-01,-1.727552e+00
138,19320,1,1,-1.267877e+01,-1.267877e+01
138,19320,4,-1,-2.347671e+00,2.347671e+00
138,19320,5,-2,2.182048e+00,-4.364096e+00
138,19320,6,-1,-4.487112e+00,4.487112e+00
138,19320,8,-2,-7.930937e-01,1.586187e+00
138,19320,9,-2,1.914664e+00,-3.829329e+00
138,19320,10,-1,-2.406710e+00,2.406710e+00
138,19320,12,-2,2.116339e+00,-4.232678e+00
138,19320,14,-2,-7.854422e-01,1.570884e+00
138,19320,16,-1,-2.048340e+00,2.048340e+00
138,19320,18,-2,1.799899e+00,-3.599798e+00
138,19320,19,-3,7.521292e-01,-2.256388e+00
138,19320,20,-3,-1.716370e+00,5.149109e+00
138,19320,23,-2,1.785654e+00,-3.571307e+00
138,19320,24,-2,-1.947498e+00,3.894997e+00
138,19320,31,-4,8.839133e-01,-3.535653e+00
138,19320,32,-4,1.181700e+00,-4.726800e+00
138,19320,42,-2,-7.976307e-01,1.595261e+00
138,19320,44,-3,1.353371e+00,-4.060114e+00
138,19320,45,-3,-4.873852e-01,1.462156e+00
138,19320,47,-3,-4.981132e-01,1.494340e+00
138,19320,48,-3,6.636442e-01,-1.990933e+00
138,19320,50,-3,6.544210e-01,-1.963263e+00
138,19320,55,-2,9.747421e-01,-1.949484e+00
138,19320,56,-2,-1.200002e+00,2.400004e+00
138,19320,67,-2,-7.072160e-01,1.414432e+00
138,19320,68,-2,1.291018e+00,-2.582037e+00
138,19320,70,-2,-7.126167e-01,1.425233e+00
138,19320,71,-3,1.285511e+00,-3.856534e+00
138,19320,72,-3,-7.163986e-01,2.149196e+00
138,19320,73,-4,4.614239e-01,-1.845696e+00
138,19320,74,-3,-7.198369e-01,2.159511e+00
138,19320,78,-3,-5.451286e-01,1.635386e+00
138,19320,79,-4,-5.463493e-01,2.185397e+00
138,19320,80,-4,1.452409e+00,-5.809637e+00
138,19320,81,-4,-5.488535e-01,2.195414e+00
138,19320,83,-4,-3.674840e-01,1.469936e+00
138,19320,84,-4,4.476691e-01,-1.790676e+00
138,19320,107,-3,6.144488e-01,-1.843346e+00
138,19320,109,-4,-3.868115e-01,1.547246e+00
148,22200,3,-1,-3.910389e+00,3.910389e+00
148,22200,5,-2,-3.052719e+00,6.105438e+00
148,22200,6,-1,2.017750e+00,-2.017750e+00
148,22200,7,-2,-3.522277e+00,7.044554e+00
148,22200,9,-2,2.293286e+00,-4.586572e+00
148,22200,10,-1,-2.376881e+00,2.376881e+00
148,22200,11,-2,7.981820e-01,-1.596364e+00
148,22200,12,-2,-2.109513e+00,4.219025e+00
148,22200,14,-2,2.683913e+00,-5.367827e+00
148,22200,16,-1,-3.381467e+00,3.381467e+00
148,22200,17,-2,9.241692e-01,-1.848338e+00
148,22200,18,-2,8.325934e-01,-1.665187e+00
148,22200,19,-3,-2.241250e+00,6.723751e+00
148,22200,20,-3,1.415378e+00,-4.246134e+00
148,22200,21,-2,1.083680e+00,-2.167359e+00
148,22200,23,-2,-8.384883e-01,1.676977e+00
148,22200,24,-2,-2.433584e+00,4.867169e+00
148,22200,25,-2,1.829354e+00,-3.658709e+00
148,22200,31,-4,-1.507471e+00,6.029886e+00
148,22200,32,-4,7.819598e-01,-3.127839e+00
148,22200,43,-3,-9.248104e-01,2.774431e+00
148,22200,53,-3,-1.161429e+00,3.484288e+00
148,22200,55,-2,8.314240e-01,-1.662848e+00
148,22200,56,-2,-1.172035e+00,2.344070e+00
148,22200,68,-2,-8.651738e-01,1.730348e+00
148,22200,70,-2,1.130581e+00,-2.261163e+00
148,22200,73,-4,-7.004742e-01,2.801897e+00
148,22200,74,-3,-7.021137e-01,2.106341e+00
148,22200,76,-3,-7.054835e-01,2.116451e+00
148,22200,80,-4,4.660573e-01,-1.864229e+00
148,22200,83,-4,-5.374796e-01,2.149918e+00
148,22200,84,-4,4.614239e-01,-1.845696e+00
148,22200,85,-3,-5.396898e-01,1.619069e+00
148,22200,105,-3,6.259656e-01,-1.877897e+00
148,22200,111,-4,6.221638e-01,-2.488655e+00
148,22200,112,-4,6.214414e-01,-2.485766e+00
148,22200,113,-5,-3.792912e-01,1.896456e+00
148,22200,115,-5,6.195903e-01,-3.097951e+00
148,22200,116,-5,6.188311e-01,-3.094155e+00
148,22200,122,-2,8.075342e-01,-1.615068e+00
158,25280,1,1,-7.262791e+00,-7.262791e+00
158,25280,3,-1,-5.592327e+00,5.592327e+00
158,25280,7,-2,2.501420e+00,-5.002840e+00
158,25280,8,-2,-6.998381e+00,1.399676e+01
158,25280,9,-2,4.505331e+00,-9.010662e+00
158,25280,10,-1,-2.532046e+00,2.532046e+00
158,25280,13,-3,-2.445270e+00,7.335811e+00
158,25280,17,-2,2.592689e+00,-5.185378e+00
158,25280,18,-2,-5.248998e+00,1.049800e+01
158,25280,19,-3,2.791988e+00,-8.375965e+00
158,25280,22,-1,-2.117901e+00,2.117901e+00
158,25280,24,-2,1.947399e+00,-3.894797e+00
158,25280,30,-3,9.818794e-01,-2.945638e+00
158,25280,31,-4,-7.382175e-01,2.952870e+00
158,25280,32,-4,-6.054036e-01,2.421614e+00
158,25280,44,-3,9.499187e-01,-2.849756e+00
158,25280,45,-3,-8.990519e-01,2.697156e+00
158,25280,47,-3,-1.752798e+00,5.258395e+00
158,25280,49,-3,-6.040063e-01,1.812019e+00
158,25280,53,-3,-1.299342e+00,3.898026e+00
158,25280,54,-3,1.533912e+00,-4.601736e+00
158,25280,72,-3,1.145829e+00,-3.437486e+00
158,25280,73,-4,-8.562853e-01,3.425141e+00
158,25280,74,-3,-6.865783e-01,2.059735e+00
158,25280,78,-3,-6.926955e-01,2.078087e+00
158,25280,83,-4,-7.004742e-01,2.801897e+00
158,25280,84,-4,-5.264299e-01,2.105720e+00
158,25280,85,-3,-7.033629e-01,2.110089e+00
158,25280,89,-2,1.291018e+00,-2.582037e+00
158,25280,105,-3,6.348006e-01,-1.904402e+00
158,25280,110,-5,6.316312e-01,-3.158156e+00
158,25280,111,-4,6.310324e-01,-2.524130e+00
158,25280,113,-5,6.298129e-01,-3.149064e+00
158,25280,114,-6,-3.708083e-01,2.224850e+00
158,25280,115,-5,-3.714372e-01,1.857186e+00
158,25280,117,-5,-3.723956e-01,1.861978e+00
158,25280,119,-3,6.262977e-01,-1.878893e+00
158,25280,132,-3,8.095111e-01,-2.428533e+00
158,25280,139,-4,8.075342e-01,-3.230137e+00
158,25280,141,-3,8.071206e-01,-2.421362e+00
168,28560,1,1,-3.325669e+00,-3.325669e+00
168,28560,6,-1,-2.023071e+00,2.023071e+00
168,28560,7,-2,1.169767e+00,-2.339534e+00
168,28560,8,-2,1.122774e+00,-2.245548e+00
168,28560,9,-2,-4.572503e+00,9.145005e+00
168,28560,10,-1,3.130694e+00,-3.130694e+00
168,28560,11,-2,-1.625582e+00,3.251164e+00
168,28560,12,-2,1.212312e+00,-2.424625e+00
168,28560,13,-3,-2.371007e+00,7.113022e+00
168,28560,19,-3,3.711670e+00,-1.113501e+01
168,28560,20,-3,-1.392517e+00,4.177551e+00
168,28560,21,-2,-2.620610e+00,5.241221e+00
168,28560,25,-2,-1.266912e+00,2.533825e+00
168,28560,31,-4,-1.258734e+00,5.034935e+00
168,28560,34,-2,1.428023e+00,-2.856045e+00
168,28560,43,-3,6.876454e-01,-2.062936e+00
168,28560,44,-3,6.793762e-01,-2.038129e+00
168,28560,45,-3,-1.173603e+00,3.520808e+00
168,28560,46,-2,9.748116e-01,-1.949623e+00
168,28560,47,-3,1.124582e+00,-3.373746e+00
168,28560,49,-3,-7.303881e-01,2.191164e+00
168,28560,50,-3,1.264352e+00,-3.793055e+00
168,28560,53,-3,-1.592737e+00,4.778210e+00
168,28560,55,-2,-1.441573e+00,2.883147e+00
168,28560,61,-2,1.697040e+00,-3.394081e+00
168,28560,70,-2,-9.993546e-01,1.998709e+00
168,28560,71,-3,9.981547e-01,-2.994464e+00
168,28560,72,-3,-8.368100e-01,2.510430e+00
168,28560,78,-3,-8.480658e-01,2.544197e+00
168,28560,83,-4,-6.855416e-01,2.742166e+00
168,28560,85,-3,-6.883339e-01,2.065002e+00
168,28560,108,-3,6.410722e-01,-1.923216e+00
168,28560,109,-4,-5.393166e-01,2.157266e+00
168,28560,111,-4,6.393260e-01,-2.557304e+00
168,28560,112,-4,-5.419706e-01,2.167882e+00
168,28560,113,-5,6.380385e-01,-3.190192e+00
168,28560,114,-6,-3.624863e-01,2.174918e+00
168,28560,117,-5,-3.640959e-01,1.820480e+00
168,28560,118,-4,6.353554e-01,-2.541422e+00
168,28560,119,-3,6.348006e-01,-1.904402e+00
