n,X,d,Md_weight,discrepancy,contribution
40,1680,28,-1,2.626933e-01,-2.626933e-01
40,1680,29,-2,-2.478793e-01,4.957586e-01
40,1680,30,-3,-4.990953e-01,1.497286e+00
40,1680,31,-4,4.962474e-01,-1.984990e+00
40,1680,32,-4,-5.086821e-01,2.034728e+00
40,1680,33,-3,-2.562823e-01,7.688469e-01
42,1848,1,1,-2.163361e+00,-2.163361e+00
42,1848,2,0,-1.402383e+00,-0.000000e+00
42,1848,3,-1,-1.502009e+00,1.502009e+00
42,1848,4,-1,5.686436e-01,-5.686436e-01
42,1848,5,-2,-4.762379e-01,9.524759e-01
42,1848,6,-1,-7.812012e-01,7.812012e-01
42,1848,7,-2,1.132334e-02,-2.264668e-02
42,1848,8,-2,-8.294093e-01,1.658819e+00
42,1848,9,-2,1.499983e-02,-2.999966e-02
42,1848,10,-1,-9.477393e-02,9.477393e-02
42,1848,11,-2,2.446179e-01,-4.892358e-01
42,1848,12,-2,-4.015233e-01,8.030466e-01
42,1848,13,-3,-3.265727e-02,9.797181e-02
42,1848,14,-2,1.434966e-01,-2.869931e-01
42,1848,15,-1,-1.674041e+00,1.674041e+00
42,1848,16,-1,5.149956e-01,-5.149956e-01
42,1848,17,-2,7.107215e-01,-1.421443e+00
42,1848,18,-2,-8.695495e-02,1.739099e-01
42,1848,19,-3,-9.927996e-02,2.978399e-01
42,1848,20,-3,1.110500e-01,-3.331501e-01
42,1848,21,-2,-8.980255e-01,1.796051e+00
42,1848,22,-1,9.226555e-02,-9.226555e-02
42,1848,23,-2,3.124013e-01,-6.248026e-01
42,1848,24,-2,-9.265018e-01,1.853004e+00
42,1848,25,-2,5.323408e-01,-1.064682e+00
42,1848,26,-1,2.926551e-01,-2.926551e-01
42,1848,27,-1,5.243348e-01,-5.243348e-01
42,1848,28,-1,-7.200233e-01,7.200233e-01
42,1848,29,-2,-4.846053e-01,9.692106e-01
42,1848,30,-3,5.115131e-01,-1.534539e+00
42,1848,31,-4,5.074339e-01,-2.029736e+00
42,1848,32,-4,-2.478793e-01,9.915173e-01
42,1848,33,-3,-4.990953e-01,1.497286e+00
42,1848,34,-2,4.962474e-01,-9.924948e-01
42,1848,35,-1,-2.537068e-01,2.537068e-01
42,1848,36,-1,-5.112576e-01,5.112576e-01
44,2024,1,1,-1.618952e+00,-1.618952e+00
44,2024,2,0,-3.236677e+00,-0.000000e+00
44,2024,3,-1,-3.502454e-01,3.502454e-01
44,2024,4,-1,3.265396e-01,-3.265396e-01
44,2024,5,-2,-3.309185e-01,6.618370e-01
44,2024,6,-1,-1.355267e+00,1.355267e+00
44,2024,7,-2,5.727133e-01,-1.145427e+00
44,2024,8,-2,7.017709e-01,-1.403542e+00
44,2024,9,-2,-2.103956e+00,4.207912e+00
44,2024,10,-1,5.793707e-01,-5.793707e-01
44,2024,11,-2,-9.477393e-02,1.895479e-01
44,2024,12,-2,4.430230e-01,-8.860461e-01
44,2024,13,-3,-1.969328e-01,5.907985e-01
44,2024,14,-2,-2.668302e-02,5.336603e-02
44,2024,15,-1,3.563822e-01,-3.563822e-01
44,2024,16,-1,-1.455932e+00,1.455932e+00
44,2024,17,-2,-4.739781e-01,9.479562e-01
44,2024,18,-2,7.210008e-01,-1.442002e+00
44,2024,19,-3,-7.771804e-02,2.331541e-01
44,2024,20,-3,9.106522e-01,-2.731957e+00
44,2024,21,-2,-8.804394e-01,1.760879e+00
44,2024,22,-1,1.110500e-01,-1.110500e-01
44,2024,23,-2,-8.980255e-01,1.796051e+00
44,2024,24,-2,9.226555e-02,-1.845311e-01
44,2024,25,-2,3.124013e-01,-6.248026e-01
44,2024,26,-1,-6.937962e-01,6.937962e-01
44,2024,27,-1,5.338445e-01,-5.338445e-01
44,2024,28,-1,2.950303e-01,-2.950303e-01
44,2024,29,-2,-4.739949e-01,9.479898e-01
44,2024,30,-3,5.226273e-01,-1.567882e+00
44,2024,31,-4,-4.809053e-01,1.923621e+00
44,2024,32,-4,-4.846053e-01,1.938421e+00
44,2024,33,-3,5.115131e-01,-1.534539e+00
44,2024,34,-2,5.074339e-01,-1.014868e+00
44,2024,35,-1,-2.478793e-01,2.478793e-01
44,2024,36,-1,-4.990953e-01,4.990953e-01
44,2024,37,-2,-2.512778e-01,5.025555e-01
44,2024,38,-1,4.938184e-01,-4.938184e-01
44,2024,39,0,-2.549753e-01,-0.000000e+00
44,2024,40,0,-2.562823e-01,-0.000000e+00
46,2208,1,1,-5.438300e+00,-5.438300e+00
46,2208,3,-1,5.311844e-01,-5.311844e-01
46,2208,4,-1,-1.889326e+00,1.889326e+00
46,2208,5,-2,-1.649695e-01,3.299389e-01
46,2208,6,-1,-1.087796e+00,1.087796e+00
46,2208,7,-2,1.430818e-01,-2.861635e-01
46,2208,8,-2,-5.737355e-01,1.147471e+00
46,2208,9,-2,1.411355e+00,-2.822709e+00
46,2208,10,-1,-2.740704e+00,2.740704e+00
46,2208,11,-2,9.564944e-01,-1.912989e+00
46,2208,12,-2,1.002744e-01,-2.005489e-01
46,2208,13,-3,-3.559737e-01,1.067921e+00
46,2208,14,-2,1.009407e+00,-2.018814e+00
46,2208,15,-1,-8.148423e-01,8.148423e-01
46,2208,16,-1,1.609513e-01,-1.609513e-01
46,2208,17,-2,-4.486388e-01,8.972776e-01
46,2208,18,-2,-1.255500e+00,2.511000e+00
46,2208,19,-3,-2.692448e-01,8.077343e-01
46,2208,20,-3,9.310214e-01,-2.793064e+00
46,2208,21,-2,9.200213e-01,-1.840043e+00
46,2208,23,-2,-8.804394e-01,1.760879e+00
46,2208,24,-2,1.110500e-01,-2.221000e-01
46,2208,25,-2,-8.980255e-01,1.796051e+00
46,2208,26,-1,3.201469e-01,-3.201469e-01
46,2208,27,-1,3.143908e-01,-3.143908e-01
46,2208,28,-1,-4.604301e-01,4.604301e-01
46,2208,29,-2,-6.959426e-01,1.391885e+00
46,2208,30,-3,5.323408e-01,-1.597023e+00
46,2208,31,-4,5.292395e-01,-2.116958e+00
46,2208,32,-4,2.877503e-01,-1.151001e+00
46,2208,33,-3,-4.791189e-01,1.437357e+00
46,2208,34,-2,-2.409044e-01,4.818088e-01
46,2208,35,-1,-4.846053e-01,4.846053e-01
46,2208,36,-1,5.115131e-01,-5.115131e-01
46,2208,37,-2,7.542399e-01,-1.508480e+00
46,2208,38,-1,-4.946853e-01,4.946853e-01
46,2208,41,-1,7.475251e-01,-7.475251e-01
46,2208,42,-2,-2.537068e-01,5.074135e-01
46,2208,43,-3,-2.549753e-01,7.649259e-01
46,2208,44,-3,-2.562823e-01,7.688469e-01
