j,gamma,absF_K,argF_K,absG_K,argG_K,contrib,S_T,resid_T,S_T_cesaro,resid_cesaro,cum_abs_li,cum_abs_psi
17,69.54640171117397925292685753,3.554377249011e+00,-0.345060671,1.235883905070e+01,0.586779893,-2.058310042e+01,-5.221208395e+02,-3.152129077e+02,-3.416129095e+02,-1.347049777e+02,1.225144001e+03,1.571312544e+04
18,72.06715767448190758252210797,2.670473186787e+00,-0.294700841,9.039491174658e+00,-2.666876092,1.607985030e+01,-5.060409892e+02,-2.991330574e+02,-3.479266932e+02,-1.410187614e+02,1.243222984e+03,1.594745777e+04
19,75.70469069908393316832691676,4.800033987372e+00,1.019870126,1.586421441082e+01,0.779355469,-2.257054693e+01,-5.286115361e+02,-3.217036043e+02,-3.555239235e+02,-1.486159917e+02,1.274951412e+03,1.634842039e+04
20,77.14484006887480537268266486,6.144823695841e+00,-0.342412478,2.016553093824e+01,-2.585327956,3.425048226e+01,-4.943610538e+02,-2.874531220e+02,-3.587551444e+02,-1.518472126e+02,1.315282474e+03,1.685213583e+04
21,79.33737502024936792276359288,3.235672093155e+00,-0.795633705,1.020476064642e+01,0.853258187,-1.341990998e+01,-5.077809638e+02,-3.008730320e+02,-3.625026933e+02,-1.555947615e+02,1.335691996e+03,1.711004685e+04
22,82.91038085408603018316483749,2.917056442087e+00,0.636582246,8.454411667925e+00,-2.905709334,1.644058906e+01,-4.913403748e+02,-2.844324430e+02,-3.687634306e+02,-1.618554987e+02,1.352600819e+03,1.733254165e+04
23,84.73549298051705010573531121,3.435402306929e+00,-0.022239804,9.641717288975e+00,0.733326715,-1.432666239e+01,-5.056670371e+02,-2.987591053e+02,-3.714036072e+02,-1.644956754e+02,1.371884253e+03,1.758892895e+04
24,87.42527461312522940653166785,4.332124056521e+00,0.332110172,1.198091157401e+01,0.495859494,-2.107586352e+01,-5.267429007e+02,-3.198349689e+02,-3.755344413e+02,-1.686265095e+02,1.395846077e+03,1.790229260e+04
25,88.80911120763446542368234808,4.415447362902e+00,-0.858068319,1.277983151561e+01,2.708447912,2.319923598e+01,-5.035436647e+02,-2.966357329e+02,-3.778905937e+02,-1.709826619e+02,1.421405740e+03,1.821670680e+04
26,92.49189927055848429625972524,3.513397885288e+00,0.749203112,1.003065452662e+01,0.867073449,-1.298088328e+01,-5.165245480e+02,-3.096166162e+02,-3.828937738e+02,-1.759858420e+02,1.441467049e+03,1.845692678e+04
27,94.65134404051988696659792582,5.923172014510e+00,0.356325870,1.578340067071e+01,-2.462999278,2.457337931e+01,-4.919511686e+02,-2.850432368e+02,-3.859425237e+02,-1.790345919e+02,1.473033850e+03,1.885266987e+04
28,95.87063422824530975874102922,5.116813760674e+00,-0.826072881,1.340691087049e+01,-2.834466876,2.555910760e+01,-4.663920610e+02,-2.594841292e+02,-3.872907499e+02,-1.803828181e+02,1.499847672e+03,1.919019021e+04
29,98.83119421819369223332442014,2.333631987452e+00,-0.102216435,5.763332360408e+00,1.608503442,4.345342903e-01,-4.659575268e+02,-2.590495950e+02,-3.896602869e+02,-1.827523551e+02,1.511374337e+03,1.933951248e+04
30,101.3178510057313912287854479,2.592403587623e+00,0.323389040,6.220708621746e+00,-1.807532673,2.917901203e+00,-4.630396256e+02,-2.561316938e+02,-3.915328597e+02,-1.846249279e+02,1.523815754e+03,1.950132168e+04
31,103.7255380404783394163984081,3.308676409412e+00,0.452250777,7.333744668192e+00,-0.596138467,-1.213749177e+01,-4.751771173e+02,-2.682691855e+02,-3.931926816e+02,-1.862847498e+02,1.538483243e+03,1.970304467e+04
32,105.4466230523260944936708324,4.004439817927e+00,-0.261528256,8.930511270982e+00,1.275887849,-5.191346925e+00,-4.803684643e+02,-2.734605324e+02,-3.945308200e+02,-1.876228882e+02,1.556344266e+03,1.994320211e+04
33,107.1686111842764075151233520,2.558935315777e+00,-0.878635575,5.624742383117e+00,-2.993946828,1.112709196e+01,-4.692413723e+02,-2.623334405e+02,-3.959100616e+02,-1.890021298e+02,1.567593750e+03,2.009420276e+04
34,111.0295355431696745246564503,4.871730835852e+00,1.383014930,1.027701184760e+01,-1.260711200,-6.271848711e+00,-4.755132210e+02,-2.686052892e+02,-3.984600736e+02,-1.915521418e+02,1.588147774e+03,2.037168309e+04
35,111.8746591769926370856120787,5.407645234861e+00,-0.447648591,1.108370801704e+01,-2.139321921,1.193471865e+01,-4.635785024e+02,-2.566705705e+02,-3.990421485e+02,-1.921342167e+02,1.610315190e+03,2.067736094e+04
36,114.3202209154527127658909373,2.975157327116e+00,-0.254768847,6.170534622760e+00,-0.247619808,-1.196464868e+01,-4.755431510e+02,-2.686352192e+02,-4.004227235e+02,-1.935147917e+02,1.622656259e+03,2.084193999e+04
37,116.2266803208575543821608043,2.437815820603e+00,-0.464576632,4.972111028348e+00,-1.104485503,-4.470863151e+00,-4.800140142e+02,-2.731060824e+02,-4.016549195e+02,-1.947469877e+02,1.632600481e+03,2.097458255e+04
38,118.7907828659762173229791397,2.043358494296e+00,0.148889783,4.120680521646e+00,-3.118749439,8.239210914e+00,-4.717748033e+02,-2.648668715e+02,-4.033463028e+02,-1.964383710e+02,1.640841842e+03,2.108336274e+04
39,121.3701250024206459189455330,3.318235977580e+00,0.907668767,6.430145628535e+00,1.585753264,1.923433933e-01,-4.715824599e+02,-2.646745281e+02,-4.048005364e+02,-1.978926046e+02,1.653702134e+03,2.125625821e+04
40,122.9468292935525882008174603,5.417915178769e+00,-0.118956886,1.079060567671e+01,0.730926906,-1.606841947e+01,-4.876508794e+02,-2.807429475e+02,-4.056569664e+02,-1.987490346e+02,1.675283345e+03,2.153493649e+04
41,124.2568185543457671847320080,3.613899279600e+00,-1.060853026,7.090764028285e+00,2.057363853,6.631205043e+00,-4.810196743e+02,-2.741117425e+02,-4.065213950e+02,-1.996134632e+02,1.689464873e+03,2.171886292e+04
42,127.5166838795964951242793238,2.088496037753e+00,0.431613238,3.969178688770e+00,-0.445698927,-7.162855962e+00,-4.881825303e+02,-2.812745985e+02,-4.084258858e+02,-2.015179540e+02,1.697403231e+03,2.182243797e+04
43,129.5787041999560509857680339,3.540690571575e+00,0.539044849,6.620034429480e+00,1.523957186,-6.199267094e-01,-4.888024570e+02,-2.818945252e+02,-4.096950745e+02,-2.027871427e+02,1.710643299e+03,2.199523765e+04
44,131.0876885309326567235663725,3.510826603489e+00,-0.313102914,6.384723433018e+00,-0.190969762,-1.253730631e+01,-5.013397633e+02,-2.944318315e+02,-4.106057000e+02,-2.036977682e+02,1.723412746e+03,2.216460752e+04
45,133.4977372029975864501304920,3.508153830075e+00,0.080612912,6.324044478024e+00,1.361969058,-2.622110604e+00,-5.039618739e+02,-2.970539421e+02,-4.122437316e+02,-2.053357998e+02,1.736060835e+03,2.233079317e+04
46,134.7565097533738713313260642,2.968069087910e+00,-0.804661914,5.378138171172e+00,1.935064288,3.832088927e+00,-5.001297850e+02,-2.932218532e+02,-4.131004789e+02,-2.061925471e+02,1.746817112e+03,2.247008098e+04
47,138.1160420545334432001915552,2.090130378189e+00,1.030270961,3.317504853650e+00,1.418002173,-1.009850630e+00,-5.011396356e+02,-2.942317038e+02,-4.152173783e+02,-2.083094465e+02,1.753452121e+03,2.256578237e+04
48,139.7362089521213889504500465,4.862780347642e+00,0.326398395,8.529946315231e+00,1.642301023,1.218823203e+00,-4.999208124e+02,-2.930128806e+02,-4.162136011e+02,-2.093056693e+02,1.770512014e+03,2.278585435e+04
49,141.1237074040211237619403538,4.327285596770e+00,-0.598232157,7.555221218464e+00,-2.089667747,7.493274732e+00,-4.924275377e+02,-2.855196059e+02,-4.170365927e+02,-2.101286609e+02,1.785622456e+03,2.297976636e+04
50,143.1118458076206327394051239,2.411830063744e+00,-0.527471197,4.215232821142e+00,-1.344055499,-1.895193729e+00,-4.943227314e+02,-2.874147996e+02,-4.180839388e+02,-2.111760070e+02,1.794052922e+03,2.308634258e+04
51,146.0009824867655185474025076,2.866940161934e+00,0.690711713,4.911623259742e+00,2.465866799,7.664619146e+00,-4.866581122e+02,-2.797501804e+02,-4.195925882e+02,-2.126846564e+02,1.803876168e+03,2.321052272e+04
52,147.4227653425596020495211850,2.854592572713e+00,-0.180637220,4.610180602761e+00,-0.682379155,-7.155687429e+00,-4.938137997e+02,-2.869058679e+02,-4.202393853e+02,-2.133314535e+02,1.813096530e+03,2.333297557e+04
53,150.0535204207848803514324672,4.426121503561e+00,0.861122675,6.681294038601e+00,-1.114837729,-5.883857309e+00,-4.996976570e+02,-2.927897252e+02,-4.215293001e+02,-2.146213683e+02,1.826459118e+03,2.351951325e+04
54,150.9252576122414667618525247,4.648044970419e+00,-0.909535689,7.045860398114e+00,-1.530939167,-5.615072786e-01,-5.002591643e+02,-2.933512325e+02,-4.219807969e+02,-2.150728651e+02,1.840550839e+03,2.371427239e+04
55,153.0246938111988961982565443,1.952349589695e+00,-0.533185936,3.088301276895e+00,1.355923418,-1.316995339e+00,-5.015761596e+02,-2.946682278e+02,-4.230547440e+02,-2.161468122e+02,1.846727441e+03,2.379495605e+04
56,156.1129092942378675697501893,2.816822002603e+00,1.097982096,4.364317846601e+00,2.519084304,7.091304753e+00,-4.944848548e+02,-2.875769230e+02,-4.246080496e+02,-2.177001178e+02,1.855456077e+03,2.390906250e+04
57,157.5975918175940598875305032,4.832787684683e+00,0.278765446,7.446496940370e+00,0.444494892,-1.344581155e+01,-5.079306664e+02,-3.010227346e+02,-4.252663393e+02,-2.183584075e+02,1.870349071e+03,2.410298929e+04
58,158.8499881714204987241749948,4.177091578679e+00,-0.565674003,6.513904017733e+00,0.957484326,-7.498532560e+00,-5.154291990e+02,-3.085212671e+02,-4.259180769e+02,-2.190101451e+02,1.883376879e+03,2.426928326e+04
59,161.1889641375960275194373441,2.100342329988e+00,-0.360644920,3.057418100888e+00,1.052128476,-3.031268814e+00,-5.184604678e+02,-3.115525360e+02,-4.272169522e+02,-2.203090204e+02,1.889491715e+03,2.435168654e+04
60,163.0307096871819872433110390,1.986224930872e+00,-0.312332297,2.921715547476e+00,-0.564422282,-4.937101954e+00,-5.233975697e+02,-3.164896379e+02,-4.282477232e+02,-2.213397914e+02,1.895335146e+03,2.442873231e+04
61,165.5370691879004188300389194,2.329816389439e+00,0.762724175,3.319322850962e+00,-2.986597108,6.559063068e+00,-5.168385067e+02,-3.099305748e+02,-4.296883656e+02,-2.227804338e+02,1.901973792e+03,2.451773770e+04
62,167.1844399781745134409577562,2.925876308818e+00,0.158512153,3.982531621200e+00,-2.257098105,5.047306028e+00,-5.117912006e+02,-3.048832688e+02,-4.305471094e+02,-2.236391776e+02,1.909938855e+03,2.462841282e+04
63,169.0945154155688214895058712,4.777581786126e+00,0.304152444,6.446011396131e+00,-2.632522829,1.125729136e+01,-5.005339093e+02,-2.936259775e+02,-4.314648349e+02,-2.245569031e+02,1.922830878e+03,2.480708978e+04
64,169.9119764794116989666998436,4.068284326909e+00,-1.652443657,5.667828761903e+00,2.099578518,5.718637819e+00,-4.948152714e+02,-2.879073396e+02,-4.317971321e+02,-2.248892003e+02,1.934166535e+03,2.495850770e+04
65,173.4115365195915529598461186,2.695142789206e+00,0.908662248,3.883917679887e+00,-1.641773771,5.508782953e-01,-4.942643932e+02,-2.873564613e+02,-4.330688800e+02,-2.261609482e+02,1.941934371e+03,2.505679419e+04
66,174.7541915233657258133787625,3.312007359503e+00,0.185501818,4.437657887470e+00,0.411473862,-8.134513862e+00,-5.023989070e+02,-2.954909752e+02,-4.335390517e+02,-2.266311198e+02,1.950809686e+03,2.517664852e+04
67,176.4414342977104188888926411,2.944516913758e+00,-0.209585795,3.933413158657e+00,2.070214065,3.767536991e+00,-4.986313700e+02,-2.917234382e+02,-4.341975324e+02,-2.272896006e+02,1.958676513e+03,2.528218524e+04
68,178.3774077760999772858309354,2.939438123351e+00,0.016694511,3.963979033127e+00,2.143674860,4.297375430e+00,-4.943339946e+02,-2.874260628e+02,-4.348968486e+02,-2.279889168e+02,1.966604471e+03,2.538639649e+04
69,179.9164840202569961393400366,2.249320530476e+00,-0.669609157,2.905917260099e+00,1.045635923,-2.913773697e+00,-4.972477683e+02,-2.903398365e+02,-4.354052973e+02,-2.284973655e+02,1.972416305e+03,2.546545899e+04
70,182.2070784843664619154070372,1.807300730218e+00,0.041810438,2.454389616193e+00,1.017088055,-2.581257116e+00,-4.998290254e+02,-2.929210936e+02,-4.361827425e+02,-2.292748107e+02,1.977325085e+03,2.552818611e+04
71,184.8744678483875088009606466,6.035501053600e+00,1.454701061,7.929635353196e+00,1.559860327,-1.734335276e-01,-5.000024589e+02,-2.930945271e+02,-4.371010381e+02,-2.301931063e+02,1.993184355e+03,2.573464170e+04
72,185.5987836777074714665277043,6.742664904621e+00,-0.511503896,8.577535405770e+00,-1.494824169,-1.302054380e+00,-5.013045133e+02,-2.943965815e+02,-4.373465165e+02,-2.304385847e+02,2.010339426e+03,2.596438705e+04
73,187.2289225835018519916415406,2.905229936724e+00,-0.808982171,3.689099970835e+00,-0.571674701,-6.205037175e+00,-5.075095505e+02,-3.006016187e+02,-4.379033772e+02,-2.309954454e+02,2.017717626e+03,2.606251616e+04
74,189.4161586560169370848522891,1.617701808621e+00,-0.404506596,2.051673211040e+00,-2.673574467,3.662089260e+00,-5.038474612e+02,-2.969395294e+02,-4.387071372e+02,-2.317992054e+02,2.021820972e+03,2.611652586e+04
75,192.0266563607137865472836314,2.790412094240e+00,0.834067240,3.439847214562e+00,2.990018505,6.800816085e+00,-4.970466451e+02,-2.901387133e+02,-4.395926844e+02,-2.326847526e+02,2.028700667e+03,2.620842198e+04
76,193.0797266038457040474022058,3.285159516724e+00,-0.157180613,4.038512115734e+00,0.167085502,-7.964540862e+00,-5.050111860e+02,-2.981032542e+02,-4.399060423e+02,-2.329981105e+02,2.036777691e+03,2.631602146e+04
77,195.2653966795292353214631878,3.004044433618e+00,0.328553735,3.684277471816e+00,-1.825725711,1.858180635e+00,-5.031530054e+02,-2.962450736e+02,-4.406347856e+02,-2.337268538e+02,2.044146246e+03,2.641331219e+04
78,196.8764818409583169486222639,3.451255907815e+00,-0.162725051,4.067219603798e+00,-1.516445529,-4.418956255e-01,-5.035949010e+02,-2.966869692e+02,-4.411463865e+02,-2.342384547e+02,2.052280685e+03,2.652417191e+04
79,198.0153096762519124249199187,2.412142341206e+00,-0.934021945,2.869753193631e+00,-2.717761776,5.231675803e+00,-4.983632252e+02,-2.914552934e+02,-4.415055411e+02,-2.345976093e+02,2.058020192e+03,2.660120807e+04
80,201.2647519437037887330161334,2.314812380488e+00,0.958333148,2.709029128525e+00,1.209849756,-1.913441281e+00,-5.002766665e+02,-2.933687347e+02,-4.424235149e+02,-2.355155830e+02,2.063438250e+03,2.667394225e+04
81,202.4935945141405342776866606,3.379602644948e+00,0.342121178,3.868171893303e+00,1.607244805,2.819155290e-01,-4.999947509e+02,-2.930868191e+02,-4.427745996e+02,-2.358666678e+02,2.071174594e+03,2.677948900e+04
82,204.1896718031045543307164384,3.598304637483e+00,-0.089510136,4.063970301936e+00,-2.953718473,7.984917264e+00,-4.920098337e+02,-2.851019019e+02,-4.432498920e+02,-2.363419602e+02,2.079302534e+03,2.689093249e+04
83,205.3946972021632860252123794,2.853059764404e+00,-0.739509905,3.308068633716e+00,-2.970789664,6.519863191e+00,-4.854899705e+02,-2.785820387e+02,-4.435359606e+02,-2.366280288e+02,2.085918672e+03,2.697877651e+04
84,207.9062588878062098615019679,1.234049741682e+00,0.201738847,1.154926438122e+00,0.721355530,-1.734494448e+00,-4.872244649e+02,-2.803165331e+02,-4.440427759e+02,-2.371348441e+02,2.088228524e+03,2.701631318e+04
85,209.5765097168562598528356443,2.134355107453e+00,-0.177742922,2.496484733264e+00,2.056415665,2.330499370e+00,-4.848939656e+02,-2.779860338e+02,-4.443869188e+02,-2.374789870e+02,2.093221494e+03,2.708071745e+04
86,211.6908625953653075639074867,2.026261214723e+00,0.600838205,2.067643258828e+00,-0.697518257,-3.169443262e+00,-4.880634088e+02,-2.811554770e+02,-4.447915002e+02,-2.378835684e+02,2.097356780e+03,2.714124930e+04
87,213.3479193597126661906391220,4.015562709603e+00,0.192021069,4.539892216623e+00,0.420667046,-8.288179247e+00,-4.963515881e+02,-2.894436563e+02,-4.451275898e+02,-2.382196579e+02,2.106436565e+03,2.726027716e+04
88,214.5470447834914232229442011,3.746759381165e+00,-0.530842265,4.189907286635e+00,0.207756862,-8.199615527e+00,-5.045512036e+02,-2.976432718e+02,-4.454138859e+02,-2.385059541e+02,2.114816379e+03,2.737071654e+04
89,216.1695385082637002658695634,1.697175728220e+00,-0.985502339,1.780910952506e+00,0.717107649,-2.684579911e+00,-5.072357835e+02,-3.003278517e+02,-4.458577502e+02,-2.389498184e+02,2.118378201e+03,2.742036696e+04
90,219.0675963490213789856772566,1.880485376297e+00,0.993636776,1.992233290286e+00,-0.798689245,-2.779748722e+00,-5.100155322e+02,-3.031076004e+02,-4.466697237e+02,-2.397617919e+02,2.122362668e+03,2.747465230e+04
91,220.7149188393140033691155926,5.799183841121e+00,0.854405559,6.218921040082e+00,0.557587968,-1.055393044e+01,-5.205694627e+02,-3.136615309e+02,-4.471425099e+02,-2.402345781e+02,2.134800510e+03,2.764081208e+04
92,221.4307055546933387320974751,5.468453079990e+00,-1.042206348,5.920644322318e+00,-2.562552789,9.911021728e+00,-5.106584409e+02,-3.037505091e+02,-4.473798665e+02,-2.404719347e+02,2.146641799e+03,2.779698919e+04
93,224.0070002546043352117288755,2.899627198864e+00,0.392654146,3.017689557162e+00,2.828656202,5.742262933e+00,-5.049161780e+02,-2.980082462e+02,-4.481076306e+02,-2.411996988e+02,2.152677178e+03,2.787884911e+04
94,224.9833246695822875037825237,2.362614080930e+00,-0.740305361,2.325033374049e+00,-1.395970755,-8.088157356e-01,-5.057249938e+02,-2.988170619e+02,-4.483541537e+02,-2.414462219e+02,2.157327244e+03,2.794525907e+04
95,227.4214442796792913104614362,1.438387742168e+00,0.019603988,1.451064868887e+00,0.832559484,-1.953089283e+00,-5.076780830e+02,-3.007701512e+02,-4.489692099e+02,-2.420612781e+02,2.160229374e+03,2.798525680e+04
96,229.3374133055253481077600833,2.103976434742e+00,0.519506924,2.142698691854e+00,0.887829016,-2.704503798e+00,-5.103825868e+02,-3.034746550e+02,-4.494596854e+02,-2.425517536e+02,2.164514772e+03,2.804327400e+04
97,231.2501887004991647738061868,5.684665183670e+00,0.933382886,5.819962414789e+00,0.819575817,-7.944612857e+00,-5.183271997e+02,-3.114192679e+02,-4.499636064e+02,-2.430556746e+02,2.176154696e+03,2.819873220e+04
98,231.9872352531802486037716685,5.912289593259e+00,-1.015014212,6.087497394479e+00,-2.030972107,5.406983470e+00,-5.129202162e+02,-3.060122844e+02,-4.501808043e+02,-2.432728725e+02,2.188329691e+03,2.835990154e+04
99,233.6934041789083006407044947,2.057817969746e+00,-0.811586621,2.153228063657e+00,0.683204126,-3.339889270e+00,-5.162601055e+02,-3.093521737e+02,-4.506388576e+02,-2.437309258e+02,2.192636147e+03,2.841558823e+04
100,236.5242296658162058024755080,2.603034334253e+00,0.824543229,2.824884158281e+00,-2.353163217,3.982861247e+00,-5.122772442e+02,-3.053693124e+02,-4.514242414e+02,-2.445163096e+02,2.198285916e+03,2.848518596e+04
101,237.7698204809252040032366259,3.061647754516e+00,0.062869392,3.170885167231e+00,-1.924462256,2.196403469e+00,-5.100808408e+02,-3.031729090e+02,-4.517430285e+02,-2.448350967e+02,2.204627686e+03,2.856661689e+04
102,239.5554775733276287402689320,3.016510417625e+00,0.319974777,3.058377477893e+00,2.068318848,2.919220550e+00,-5.071616202e+02,-3.002536884e+02,-4.521778811e+02,-2.452699493e+02,2.210744441e+03,2.864624926e+04
103,241.0491577962165864128379214,2.709312295146e+00,-0.351087118,2.623489458468e+00,0.211168218,-5.130426310e+00,-5.122920465e+02,-3.053841147e+02,-4.525185922e+02,-2.456106604e+02,2.215991420e+03,2.871732875e+04
104,242.8232719342226000168264745,2.737157206486e+00,-0.156259755,2.685367267873e+00,-2.337187770,3.724819717e+00,-5.085672268e+02,-3.016592950e+02,-4.529553087e+02,-2.460473769e+02,2.221362154e+03,2.878861412e+04
105,244.0708984970781582368165280,2.210693764607e+00,-0.750118517,2.235369196032e+00,-1.659609864,3.965403019e-01,-5.081706865e+02,-3.012627547e+02,-4.532395823e+02,-2.463316505e+02,2.225832893e+03,2.884589418e+04
106,247.1369900748974994675509682,2.589665529980e+00,1.237469586,2.366439643245e+00,-0.572250465,-3.978857884e+00,-5.121495444e+02,-3.052416126e+02,-4.539210820e+02,-2.470131502e+02,2.230565772e+03,2.891216112e+04
107,248.1019900601484592567621421,4.289252980443e+00,0.207348994,4.043399675439e+00,1.445050405,-1.014204328e+00,-5.131637487e+02,-3.062558169e+02,-4.541475634e+02,-2.472396316e+02,2.238652571e+03,2.902149188e+04
108,249.5736896447072091923297942,3.795660338801e+00,-0.332711336,3.636193463280e+00,-0.553374248,-6.187026780e+00,-5.193507755e+02,-3.124428437e+02,-4.544955732e+02,-2.475876414e+02,2.245924958e+03,2.911767071e+04
109,251.0149477950160011429541551,2.520045273958e+00,-0.783008729,2.402054848317e+00,-2.913588573,4.679776840e+00,-5.146709987e+02,-3.077630669e+02,-4.548679537e+02,-2.479600219e+02,2.250729068e+03,2.918115989e+04
110,253.0699867479994771945990138,1.717227062016e+00,-0.096714760,1.673393901838e+00,-0.482473983,-2.964751225e+00,-5.176357499e+02,-3.107278181e+02,-4.553535806e+02,-2.484456488e+02,2.254075856e+03,2.922407183e+04
111,255.3062564549140227530864918,2.345113107422e+00,0.711610350,2.133239822094e+00,-1.340821401,-9.725573019e-01,-5.186083072e+02,-3.117003754e+02,-4.558991204e+02,-2.489911886e+02,2.258342336e+03,2.928216075e+04
112,256.3807136944344777893583823,2.583948282021e+00,-0.039943953,2.349292147522e+00,2.728026324,4.302462729e+00,-5.143058445e+02,-3.073979127e+02,-4.561619262e+02,-2.492539944e+02,2.263040920e+03,2.934589744e+04
113,258.6104394915313682089830586,3.788212109533e+00,0.515459771,3.707421016151e+00,1.448287826,-9.061106691e-01,-5.152119551e+02,-3.083040233e+02,-4.566632401e+02,-2.497553083e+02,2.270455762e+03,2.943853332e+04
114,259.8744069896780003506728446,4.690470206498e+00,-0.145041010,4.284079670051e+00,2.297811410,5.694761850e+00,-5.095171933e+02,-3.026092615e+02,-4.569480072e+02,-2.500400754e+02,2.279023921e+03,2.955267491e+04
115,260.8050845045968701859312335,2.818825143724e+00,-1.272923733,2.471052319600e+00,-2.627692994,4.303753499e+00,-5.052134398e+02,-2.983055080e+02,-4.571355992e+02,-2.502276674e+02,2.283966026e+03,2.962102564e+04
116,263.5738939048701322330815881,1.846531201873e+00,0.476192380,1.842466588268e+00,-0.254253065,-3.566467869e+00,-5.087799077e+02,-3.018719758e+02,-4.576406507e+02,-2.507327188e+02,2.287650959e+03,2.966532988e+04
117,265.5578518388763202924773090,3.527144580323e+00,0.864033029,3.287375264487e+00,0.660528238,-5.191871744e+00,-5.139717794e+02,-3.070638476e+02,-4.580227073e+02,-2.511147755e+02,2.294225710e+03,2.974932522e+04
118,266.6149737815010724957201130,4.759728847347e+00,0.045546183,4.394186779153e+00,-1.909867929,2.923115847e+00,-5.110486636e+02,-3.041407317e+02,-4.582445440e+02,-2.513366122e+02,2.303014083e+03,2.986222387e+04
119,267.9219150828240594403789672,3.625762551530e+00,-0.726952090,3.442958323775e+00,-0.536012158,-5.920181636e+00,-5.169688452e+02,-3.100609134e+02,-4.585021261e+02,-2.515941943e+02,2.309900000e+03,2.994780582e+04
120,269.9704490239976025946935053,2.071003327987e+00,-0.120720385,1.817700427931e+00,1.679679277,3.950515000e-01,-5.165737937e+02,-3.096658619e+02,-4.589457711e+02,-2.520378393e+02,2.313535401e+03,2.999631855e+04
