j,gamma,absF_K,argF_K,absG_K,argG_K,contrib,S_T,resid_T,S_T_cesaro,resid_cesaro,cum_abs_li,cum_abs_psi
356,620.2728936722275219190855726,3.176939924118e+00,0.158747783,1.216865725674e+00,-0.414114301,-2.228015595e+00,-5.485625831e+02,-3.416546513e+02,-5.063244630e+02,-2.994165312e+02,3.077852899e+03,4.015762561e+04
357,621.7092945279486229572986331,4.337869024395e+00,0.147014050,1.612056358413e+00,-2.386606750,2.348060689e+00,-5.462145224e+02,-3.393065906e+02,-5.064220502e+02,-2.995141184e+02,3.081077012e+03,4.020175021e+04
358,622.3750027397790092178815438,3.634165229067e+00,-1.438985268,1.387822747930e+00,0.312347432,-2.641345451e+00,-5.488558679e+02,-3.419479361e+02,-5.064646133e+02,-2.995566815e+02,3.083852657e+03,4.023867723e+04
359,624.2699000181778808347729470,1.211558172337e+00,-0.306089238,4.695364656088e-01,0.634188970,-7.564725630e-01,-5.496123405e+02,-3.427044086e+02,-5.065932869e+02,-2.996853551e+02,3.084791730e+03,4.025095059e+04
360,626.0192834276543821983362174,1.608067155014e+00,0.619006177,6.150832173907e-01,-1.585310732,1.785450705e-02,-5.495944859e+02,-3.426865541e+02,-5.067135018e+02,-2.998055700e+02,3.086021897e+03,4.026719516e+04
361,627.2683968507830207519976456,2.406778528533e+00,0.420221883,9.202888347677e-01,-0.508722460,-1.607500647e+00,-5.512019866e+02,-3.442940548e+02,-5.067988930e+02,-2.998909612e+02,3.087862474e+03,4.029145983e+04
362,628.3258623594603619359438157,2.230347779523e+00,0.125516066,8.783951961576e-01,-2.517528397,1.425653437e+00,-5.497763332e+02,-3.428684013e+02,-5.068736229e+02,-2.999656911e+02,3.089619265e+03,4.031390792e+04
363,630.4738874382920458706065868,8.641512253587e+00,0.835461039,3.528831981401e+00,1.343154993,-1.592775985e+00,-5.513691091e+02,-3.444611773e+02,-5.070197925e+02,-3.001118607e+02,3.096676929e+03,4.040058701e+04
364,630.8057809271975326418717252,9.053772223126e+00,-0.320991669,3.679662289140e+00,-0.848061465,-4.867739053e+00,-5.562368482e+02,-3.493289164e+02,-5.070431265e+02,-3.001351947e+02,3.104036253e+03,4.049135352e+04
365,632.2251411671159519521547059,2.540768546401e+00,-1.164702932,9.952590577071e-01,2.202752832,1.175847898e+00,-5.550610003e+02,-3.481530685e+02,-5.071535676e+02,-3.002456358e+02,3.106026771e+03,4.051676822e+04
366,633.5468582522517774841971335,1.156435911342e+00,-0.358039941,4.247634357922e-01,-0.454072749,-7.634427283e-01,-5.558244430e+02,-3.489165112e+02,-5.072535129e+02,-3.003455811e+02,3.106876298e+03,4.052831164e+04
367,635.5238003106054538105255818,1.873772830591e+00,0.634003264,8.144643857724e-01,0.829981264,-1.099347064e+00,-5.569237901e+02,-3.500158583e+02,-5.074046039e+02,-3.004966721e+02,3.108505227e+03,4.054695726e+04
368,637.3971931598373071737480743,6.994968159077e+00,1.540417970,2.810629501444e+00,0.574676299,-4.718306605e+00,-5.616420967e+02,-3.547341649e+02,-5.075501472e+02,-3.006422154e+02,3.114126486e+03,4.061635851e+04
369,637.9255139808225810934288397,7.489145716228e+00,-0.141869207,2.888834878134e+00,0.941392632,-3.401099387e+00,-5.650431961e+02,-3.581352643e+02,-5.075949454e+02,-3.006870136e+02,3.119904156e+03,4.069060126e+04
370,638.9279382668567701937726909,3.247816459036e+00,-0.704994625,1.247596229263e+00,-2.191130989,1.450474096e+00,-5.635927220e+02,-3.566847902e+02,-5.076850769e+02,-3.007771451e+02,3.122399348e+03,4.072274758e+04
371,640.6947946688256676231875385,1.923783844639e+00,0.161017300,7.404058976678e-01,2.079919204,7.217647806e-01,-5.628709572e+02,-3.559630254e+02,-5.078392545e+02,-3.009313227e+02,3.123880160e+03,4.074173635e+04
372,641.9454996657052945453785386,2.319526807970e+00,-0.236834981,9.138638093787e-01,2.899563744,1.774456119e+00,-5.610965011e+02,-3.541885693e+02,-5.079464730e+02,-3.010385411e+02,3.125707888e+03,4.076458670e+04
373,643.2788837813978893611433628,1.421078520457e+00,-0.568771142,5.234416893157e-01,-1.185019815,-3.939199102e-01,-5.614904210e+02,-3.545824892e+02,-5.080566420e+02,-3.011487102e+02,3.126754771e+03,4.077855715e+04
374,644.9905782297480025124437123,1.515078744217e+00,0.448423216,5.592498342394e-01,2.416933204,8.374488989e-01,-5.606529721e+02,-3.537450403e+02,-5.081984461e+02,-3.012905143e+02,3.127873271e+03,4.079341218e+04
375,646.3481915955015920338809416,1.932386592172e+00,0.484047454,6.917376134685e-01,-0.799311621,-9.645594227e-01,-5.616175315e+02,-3.547095997e+02,-5.083086235e+02,-3.014006917e+02,3.129256746e+03,4.081231903e+04
376,647.7617530042888837937668090,2.887446490924e+00,0.502932197,1.049664613617e+00,3.133314396,2.099257295e+00,-5.595182742e+02,-3.526103424e+02,-5.084249555e+02,-3.015170237e+02,3.131356075e+03,4.084050873e+04
377,648.7864008887824407710801338,3.288181276197e+00,0.113670250,1.200081299749e+00,0.505224467,-2.100300334e+00,-5.616185746e+02,-3.547106427e+02,-5.085056487e+02,-3.015977169e+02,3.133756238e+03,4.087256003e+04
378,650.1975193452564590832538976,5.809228443094e+00,-0.321258258,2.218267870655e+00,-2.386683023,3.231277469e+00,-5.583872971e+02,-3.514793653e+02,-5.086209192e+02,-3.017129874e+02,3.138192774e+03,4.092906217e+04
379,650.6686838913959825305606331,4.521896641440e+00,-1.763575661,1.720786953678e+00,-2.655017894,3.042143761e+00,-5.553451533e+02,-3.484372215e+02,-5.086569562e+02,-3.017490244e+02,3.141634347e+03,4.097301152e+04
380,653.6495716053946919020868650,2.443434581190e+00,1.602737613,8.661735209644e-01,-1.294084597,-4.732667308e-01,-5.558184201e+02,-3.489104883e+02,-5.088698720e+02,-3.019619402e+02,3.143366695e+03,4.099665152e+04
381,654.3019205863193422754706163,3.298314487103e+00,0.134698906,1.169070115723e+00,1.332072892,-5.528823838e-01,-5.563713024e+02,-3.494633706e+02,-5.089166804e+02,-3.020087486e+02,3.145704835e+03,4.102853058e+04
382,655.7094630223556363160267428,2.722473798620e+00,0.101677631,9.994365619301e-01,-1.128313906,-8.558857381e-01,-5.572271882e+02,-3.503192564e+02,-5.090185462e+02,-3.021106144e+02,3.147703708e+03,4.105478751e+04
383,656.9640845994606174228698966,2.703938962182e+00,-0.066187487,9.842158134487e-01,0.077128338,-1.962579645e+00,-5.591897678e+02,-3.522818360e+02,-5.091106115e+02,-3.022026797e+02,3.149672140e+03,4.108081588e+04
384,658.1756144186053997448798079,2.357142793431e+00,-0.200354129,8.490133507924e-01,0.658108821,-1.343394389e+00,-5.605331622e+02,-3.536252304e+02,-5.092027942e+02,-3.022948624e+02,3.151370166e+03,4.110346419e+04
385,659.6638459729641078311651821,1.985738083074e+00,-0.258114656,6.931602429028e-01,-0.636484635,-1.114865290e+00,-5.616480275e+02,-3.547400957e+02,-5.093185978e+02,-3.024106660e+02,3.152756487e+03,4.112250086e+04
386,660.7167325952792700521588813,1.676247387843e+00,-0.625615959,5.843794320631e-01,-2.821121154,1.109253838e+00,-5.605387737e+02,-3.536308419e+02,-5.094019875e+02,-3.024940557e+02,3.153925246e+03,4.113854493e+04
387,662.2965864311004106443782664,1.142353106209e+00,-0.154659179,4.048664677244e-01,-1.988367857,3.283805876e-01,-5.602103931e+02,-3.533024613e+02,-5.095239701e+02,-3.026160383e+02,3.154734979e+03,4.114945279e+04
388,664.2446046522730134498902573,2.187175676770e+00,1.033498443,8.268875916991e-01,-0.832156381,-1.113458603e+00,-5.613238517e+02,-3.544159199e+02,-5.096726173e+02,-3.027646855e+02,3.156388754e+03,4.117027599e+04
389,665.3427630955990405427881698,3.776122419732e+00,0.645180427,1.407056993393e+00,-2.345375015,1.968233588e+00,-5.593556181e+02,-3.524476863e+02,-5.097578684e+02,-3.028499366e+02,3.159202868e+03,4.120616755e+04
390,666.5151477041729605487750958,6.225642408307e+00,0.274045695,2.294225850422e+00,-2.635356031,4.012947524e+00,-5.553426706e+02,-3.484347388e+02,-5.098451097e+02,-3.029371779e+02,3.163791319e+03,4.126523740e+04
391,667.1484948945554299410692133,4.592199697367e+00,-1.518813828,1.658945846525e+00,-0.722755850,-2.488371363e+00,-5.578310419e+02,-3.509231101e+02,-5.098883021e+02,-3.029803703e+02,3.167109211e+03,4.130876753e+04
392,668.9758488202351314061922797,1.440016045947e+00,-0.341410823,5.049347116566e-01,-1.368383299,-2.030177649e-01,-5.580340597e+02,-3.511261279e+02,-5.100192610e+02,-3.031113292e+02,3.168119080e+03,4.132238036e+04
393,670.3235852058625840344295533,1.233105559272e+00,-0.254081298,4.348007415060e-01,1.602188423,2.729413006e-02,-5.580067656e+02,-3.510988338e+02,-5.101157984e+02,-3.032078666e+02,3.168988682e+03,4.133401379e+04
394,672.4581835841697341813650863,3.461051208168e+00,1.433991848,1.216844704098e+00,0.114740273,-2.417686814e+00,-5.604244524e+02,-3.535165206e+02,-5.102678198e+02,-3.033598880e+02,3.171422371e+03,4.136656255e+04
395,673.0435782861476457701310407,4.642020720618e+00,-0.136895200,1.683013681031e+00,1.538611790,-1.083153283e-01,-5.605327677e+02,-3.536248359e+02,-5.103114446e+02,-3.034035128e+02,3.174788399e+03,4.141017953e+04
396,674.3558978101231678961563201,2.414102363526e+00,-0.541336710,9.041130008106e-01,-2.900325817,1.755852662e+00,-5.587769150e+02,-3.518689832e+02,-5.104091770e+02,-3.035012452e+02,3.176596625e+03,4.143281858e+04
397,676.1396743636267482031781357,3.043291556487e+00,0.487633317,1.133903481734e+00,1.828887928,5.788255871e-01,-5.581980895e+02,-3.512901577e+02,-5.105367797e+02,-3.036288479e+02,3.178864432e+03,4.146128277e+04
398,677.2301806687639732478547996,5.794002286220e+00,0.099041687,2.103744619663e+00,0.247918377,-4.078846619e+00,-5.622769361e+02,-3.553690043e+02,-5.106135261e+02,-3.037055943e+02,3.183071921e+03,4.151538736e+04
399,677.8004447462213349189387574,4.756344359175e+00,-1.602781620,1.739137369138e+00,1.263546597,-1.051963540e+00,-5.633288996e+02,-3.564209678e+02,-5.106569928e+02,-3.037490610e+02,3.186550196e+03,4.155976489e+04
400,679.7421978825282177195259389,1.111788747102e+00,-0.313716344,4.000451298285e-01,2.527214565,6.537794390e-01,-5.626751202e+02,-3.557671884e+02,-5.108074555e+02,-3.038995237e+02,3.187350286e+03,4.157010845e+04
401,681.8949915331518891094524111,2.312557778879e+00,1.565326266,7.453688287532e-01,1.529352430,-6.176429367e-02,-5.627368845e+02,-3.558289527e+02,-5.109712056e+02,-3.040632738e+02,3.188841024e+03,4.159155546e+04
402,682.6027350197505454875408366,3.704863126274e+00,0.182898537,1.268857882070e+00,-1.121342413,-1.102570878e+00,-5.638394553e+02,-3.569315235e+02,-5.110248779e+02,-3.041169461e+02,3.191378739e+03,4.162587930e+04
403,684.0135498138695052361941280,3.069547736896e+00,0.097949706,1.026790150155e+00,2.630415477,1.791069554e+00,-5.620483858e+02,-3.551404540e+02,-5.111338108e+02,-3.042258790e+02,3.193432320e+03,4.165425858e+04
404,684.9726298620984525457366617,3.113227589059e+00,-0.528684702,1.061858787770e+00,-1.313338677,-5.407469615e-01,-5.625891328e+02,-3.556812010e+02,-5.112051000e+02,-3.042971682e+02,3.195556037e+03,4.168300140e+04
405,686.1632235877279496034730067,2.062213283802e+00,-0.753532151,7.403049111772e-01,-1.202640466,-5.328647782e-01,-5.631219975e+02,-3.562140657e+02,-5.112942588e+02,-3.043863270e+02,3.197036647e+03,4.170200771e+04
406,687.9615431847036484827963375,1.376704816479e+00,0.398611771,4.858999418351e-01,-2.384490719,7.063328270e-01,-5.624156647e+02,-3.555077329e+02,-5.114297356e+02,-3.045218038e+02,3.198008447e+03,4.171466290e+04
407,689.3689413622723684232551928,1.906770577205e+00,0.093822960,6.752036955426e-01,1.001786428,-7.275970943e-01,-5.631432618e+02,-3.562353300e+02,-5.115338272e+02,-3.046258954e+02,3.199358854e+03,4.173215486e+04
408,690.4747350323503976939430895,1.788027156874e+00,-0.182776408,6.354433126762e-01,-0.263540076,-1.227007790e+00,-5.643702696e+02,-3.574623378e+02,-5.116164796e+02,-3.047085478e+02,3.200629741e+03,4.174853124e+04
409,692.4516844155208488498466524,2.892853175619e+00,1.200098684,9.453961368915e-01,1.633771546,1.189943682e-01,-5.642512752e+02,-3.573433434e+02,-5.117670917e+02,-3.048591598e+02,3.202520533e+03,4.177495099e+04
410,693.1769700606018248456230975,3.758458563403e+00,-0.110995133,1.238485485695e+00,-0.623082441,-2.011507470e+00,-5.662627827e+02,-3.593548509e+02,-5.118220070e+02,-3.049140752e+02,3.204997504e+03,4.180924019e+04
411,694.5339086998731400156307045,3.216065679194e+00,-0.265593274,1.140459905967e+00,2.214182792,1.368342685e+00,-5.648944400e+02,-3.579865082e+02,-5.119283701e+02,-3.050204383e+02,3.207278424e+03,4.183852370e+04
412,695.7263359209267301678014282,2.693387084780e+00,-0.495403756,8.972402207924e-01,2.356193837,1.268888460e+00,-5.636255516e+02,-3.567176197e+02,-5.120191503e+02,-3.051112185e+02,3.209072904e+03,4.186300599e+04
413,696.6260699003456149709028185,1.488274040283e+00,-1.355738663,4.809412872374e-01,-2.827147105,9.147195587e-01,-5.627108320e+02,-3.558029002e+02,-5.120858030e+02,-3.051778712e+02,3.210034787e+03,4.187651660e+04
414,699.1320954760135067108161696,1.597228545898e+00,0.994437292,5.753398856689e-01,2.217738223,6.935711656e-01,-5.620172608e+02,-3.551093290e+02,-5.122672675e+02,-3.053593357e+02,3.211185467e+03,4.189096433e+04
415,700.2967391321434945680121498,2.699914791290e+00,0.736738551,8.973869908141e-01,1.860435540,5.125990879e-01,-5.615046617e+02,-3.545967299e+02,-5.123500053e+02,-3.054420735e+02,3.212980241e+03,4.191534579e+04
416,701.3017429546461556851739140,3.376589848323e+00,0.170164418,1.092042788258e+00,-1.301632115,-5.808047804e-01,-5.620854665e+02,-3.551775347e+02,-5.124204466e+02,-3.055125148e+02,3.215164326e+03,4.194579423e+04
417,702.2273431457605001194353198,2.168349457241e+00,-0.702067078,6.617974753086e-01,0.185390582,-1.300914264e+00,-5.633863808e+02,-3.564784490e+02,-5.124859096e+02,-3.055779778e+02,3.216487921e+03,4.196532158e+04
418,704.0338392955253093226530723,1.948944066964e+00,0.276205825,6.539180181044e-01,-1.114033469,-5.768147235e-01,-5.639631955e+02,-3.570552637e+02,-5.126165163e+02,-3.057085845e+02,3.217795757e+03,4.198282801e+04
419,705.1258139546192276668674794,2.472792190905e+00,-0.121511474,8.535948425060e-01,-2.756932430,1.582438481e+00,-5.623807570e+02,-3.554728252e+02,-5.126960330e+02,-3.057881012e+02,3.219502947e+03,4.200500552e+04
420,706.1846547995179190258109850,1.828693187501e+00,-0.459726684,6.632501961747e-01,1.446130779,-1.649408836e-01,-5.625456979e+02,-3.556377661e+02,-5.127705294e+02,-3.058625976e+02,3.220829447e+03,4.202138176e+04
421,708.2690708851098999952690286,1.664602232970e+00,0.453748459,5.803228961537e-01,-1.938189671,4.168853401e-01,-5.621288126e+02,-3.552208808e+02,-5.129170163e+02,-3.060090845e+02,3.221990093e+03,4.203624467e+04
422,709.2295885702843007090346933,1.988665320234e+00,0.020538137,6.867832687895e-01,0.635948335,-1.105046372e+00,-5.632338589e+02,-3.563259271e+02,-5.129836644e+02,-3.060757326e+02,3.223363660e+03,4.205397704e+04
423,711.1302741796854315654748564,3.510019114644e+00,1.340848810,1.123386416459e+00,1.270834103,-6.638856875e-01,-5.638977446e+02,-3.569898128e+02,-5.131179715e+02,-3.062100397e+02,3.225610433e+03,4.208519122e+04
424,711.9002899143753120389150791,4.879443071390e+00,-0.020721995,1.496298031287e+00,-0.354276290,-2.806749257e+00,-5.667044939e+02,-3.597965621e+02,-5.131728966e+02,-3.062649648e+02,3.228603029e+03,4.212853660e+04
425,712.7493834701012902546105744,3.205109989763e+00,-1.076317137,9.696333555006e-01,-0.301365806,-1.851867790e+00,-5.685563617e+02,-3.616484299e+02,-5.132366685e+02,-3.063287367e+02,3.230542295e+03,4.215697452e+04
426,714.0827718206693930769245272,1.814182605693e+00,-1.022398994,6.378267971957e-01,2.403234821,9.434413235e-01,-5.676129204e+02,-3.607049885e+02,-5.133399655e+02,-3.064320337e+02,3.231817949e+03,4.217304113e+04
427,716.1123964540521101481820265,1.090938133805e+00,0.414023618,3.431458863227e-01,-1.155645894,-2.768004063e-01,-5.678897208e+02,-3.609817890e+02,-5.134937873e+02,-3.065858555e+02,3.232504241e+03,4.218267522e+04
428,717.4825697031001907144418976,2.026323673306e+00,0.662653276,6.892681173363e-01,2.401543097,1.017959601e+00,-5.668717612e+02,-3.599638294e+02,-5.135976670e+02,-3.066897352e+02,3.233882777e+03,4.220053554e+04
429,718.7427865454858939884491827,2.810571690675e+00,0.407740878,9.365249282045e-01,-2.737088397,1.721890268e+00,-5.651498709e+02,-3.582419391e+02,-5.136910758e+02,-3.067831440e+02,3.235755827e+03,4.222526490e+04
430,719.6971009883656651326909609,2.390780466491e+00,-0.139173739,7.761673438961e-01,-0.386752306,-1.437677565e+00,-5.665875485e+02,-3.596796166e+02,-5.137593099e+02,-3.068513781e+02,3.237308162e+03,4.224627275e+04
431,721.3511622185364171283861587,1.954650720698e+00,0.468708696,5.726771497368e-01,1.782749992,2.409484650e-01,-5.663466000e+02,-3.594386682e+02,-5.138804453e+02,-3.069725135e+02,3.238453516e+03,4.226340894e+04
432,722.2775049756742373403761437,1.784297353424e+00,-0.413427650,4.813720127642e-01,-3.071199799,9.603597379e-01,-5.653862403e+02,-3.584783084e+02,-5.139477347e+02,-3.070398029e+02,3.239416260e+03,4.227903160e+04
433,723.8458210451284155116719224,2.375022911191e+00,-0.172612545,7.326543880011e-01,-2.771926283,1.366324149e+00,-5.640199161e+02,-3.571119843e+02,-5.140591836e+02,-3.071512518e+02,3.240881569e+03,4.229978138e+04
434,724.5626138903790795922462168,2.157254718978e+00,-1.186747059,7.000829712526e-01,1.530985690,-5.572677533e-02,-5.640756429e+02,-3.571677111e+02,-5.141086086e+02,-3.072006768e+02,3.242281735e+03,4.231860994e+04
435,727.0564032300493816176484053,2.311306874777e+00,1.790136067,8.779882495024e-01,0.868205044,-1.134707526e+00,-5.652103504e+02,-3.583024186e+02,-5.142799946e+02,-3.073720628e+02,3.244037711e+03,4.233871388e+04
436,728.4054815889340600347443552,8.910455411028e+00,0.851521121,3.138862383165e+00,2.718576660,5.724374631e+00,-5.594859758e+02,-3.525780440e+02,-5.143743226e+02,-3.074663908e+02,3.250315436e+03,4.241607424e+04
437,728.7587497956142685661306323,8.647697442194e+00,-0.352230667,3.016577691351e+00,0.815102690,-4.137499708e+00,-5.636234755e+02,-3.567155437e+02,-5.143961906e+02,-3.074882588e+02,3.256348591e+03,4.249111693e+04
438,730.4164821227564347099440394,2.013799849761e+00,0.102675114,5.974898173334e-01,3.065334125,1.191506698e+00,-5.624319688e+02,-3.555240370e+02,-5.145079154e+02,-3.075999836e+02,3.257543571e+03,4.250855256e+04
439,731.4173549185985250807493570,1.727869441703e+00,-0.425327625,5.168960448946e-01,-0.143678645,-1.023139863e+00,-5.634551086e+02,-3.565471768e+02,-5.145734948e+02,-3.076655630e+02,3.258577363e+03,4.252349210e+04
440,732.8180527144998492085675269,1.811178650074e+00,-0.820205947,6.500813822036e-01,2.938681454,1.273488702e+00,-5.621816199e+02,-3.552736881e+02,-5.146669264e+02,-3.077589946e+02,3.259877526e+03,4.253912203e+04
441,734.7896432523779942523125100,1.410482361471e+00,0.521547420,4.370676311732e-01,-1.684962258,9.957981886e-02,-5.620820401e+02,-3.551741083e+02,-5.147944180e+02,-3.078864862e+02,3.260751661e+03,4.255126140e+04
442,735.7654592085783210769321888,2.113773968333e+00,0.088226954,6.692904031340e-01,1.153152527,-5.429389541e-01,-5.626249791e+02,-3.557170473e+02,-5.148571337e+02,-3.079492019e+02,3.262090242e+03,4.256942956e+04
443,737.0529289122653080423105409,1.901498592292e+00,0.100231818,6.047227052741e-01,3.077594916,1.206969487e+00,-5.614180096e+02,-3.545100778e+02,-5.149405736e+02,-3.080326418e+02,3.263299687e+03,4.258574464e+04
444,738.5804211713738225217054481,1.995144630042e+00,0.498975057,6.016283021909e-01,2.990901348,1.189620740e+00,-5.602283889e+02,-3.533204570e+02,-5.150366958e+02,-3.081287639e+02,3.264502944e+03,4.260282780e+04
445,739.9095236740419440297009594,4.783744132848e+00,0.587471043,1.534752685248e+00,-0.578388767,-2.570233617e+00,-5.627986225e+02,-3.558906907e+02,-5.151178738e+02,-3.082099420e+02,3.267572449e+03,4.264371441e+04
446,740.5738074472950105150359716,4.500450228872e+00,-1.082221687,1.432979991451e+00,1.984680020,1.152597763e+00,-5.616460247e+02,-3.547380929e+02,-5.151606427e+02,-3.082527109e+02,3.270438409e+03,4.268214520e+04
447,741.7573355729416732758611620,1.677171589495e+00,-1.182973336,5.387832310120e-01,2.189824685,6.252515694e-01,-5.610207731e+02,-3.541128413e+02,-5.152348135e+02,-3.083268817e+02,3.271515976e+03,4.269644426e+04
448,743.8950131424736593815501492,9.590476100851e-01,0.503639807,2.888822549693e-01,0.623643361,-4.690038876e-01,-5.614897770e+02,-3.545818452e+02,-5.153663854e+02,-3.084584535e+02,3.272093740e+03,4.270459731e+04
449,745.3449895506118743256405485,2.161020992649e+00,0.927230814,7.066888988658e-01,-0.632111938,-1.140287018e+00,-5.626300640e+02,-3.557221322e+02,-5.154561127e+02,-3.085481809e+02,3.273507118e+03,4.272293284e+04
450,746.4993058994323295096050066,3.727889845284e+00,0.622836332,1.258225441049e+00,-1.183070561,-9.514297496e-01,-5.635814938e+02,-3.566735620e+02,-5.155290581e+02,-3.086211263e+02,3.276023569e+03,4.275451380e+04
451,747.6745636242695283595693679,6.506731092090e+00,0.215099544,2.193844623237e+00,-1.480988819,-3.935179591e-01,-5.639750117e+02,-3.570670799e+02,-5.156045909e+02,-3.086966591e+02,3.280411258e+03,4.280954919e+04
452,748.2427544650845478685032947,4.763220404352e+00,-1.583782609,1.596043466518e+00,-0.631101832,-2.577220380e+00,-5.665522321e+02,-3.596443003e+02,-5.156413218e+02,-3.087333900e+02,3.283603345e+03,4.284980697e+04
453,750.6559503621242998668074384,5.455482702362e+00,0.461865862,1.892674557006e+00,2.835619135,3.609535394e+00,-5.629426967e+02,-3.560347649e+02,-5.158049893e+02,-3.088970575e+02,3.287388694e+03,4.289576739e+04
454,750.9663810666508372684584197,5.618708565736e+00,-0.663015425,1.954557239909e+00,0.322522217,-3.707556606e+00,-5.666502533e+02,-3.597423215e+02,-5.158244749e+02,-3.089165431e+02,3.291297809e+03,4.294308336e+04
455,752.8876215672023747495077050,1.945351848942e+00,0.135393653,6.968180991897e-01,0.708156668,-1.058553283e+00,-5.677088066e+02,-3.608008748e+02,-5.159541736e+02,-3.090462418e+02,3.292691445e+03,4.295942365e+04
456,754.3223704717126726851030863,8.791923356348e-01,0.681525326,2.075466258466e-01,-0.478311102,-3.685088118e-01,-5.680773154e+02,-3.611693836e+02,-5.160526128e+02,-3.091446810e+02,3.293106538e+03,4.296679452e+04
457,755.8393089760378298727924404,2.502280594828e+00,0.583215249,7.823081422030e-01,-1.612197315,6.475815631e-02,-5.680125573e+02,-3.611046255e+02,-5.161570243e+02,-3.092490924e+02,3.294671154e+03,4.298773074e+04
458,756.7682484399509307201332102,3.444507855969e+00,0.066335627,1.094982165299e+00,0.387555917,-2.027546739e+00,-5.700401040e+02,-3.631321722e+02,-5.162206774e+02,-3.093127456e+02,3.296861119e+03,4.301651507e+04
459,758.1017292464125834114897683,3.419553137157e+00,-0.019884771,1.017257293698e+00,2.906550645,1.978574712e+00,-5.680615293e+02,-3.611535975e+02,-5.163153443e+02,-3.094074125e+02,3.298895633e+03,4.304504059e+04
460,758.9002382248923747674353929,2.733526299416e+00,-1.107867969,8.059341140717e-01,2.113598777,8.325906350e-01,-5.672289387e+02,-3.603210069e+02,-5.163697912e+02,-3.094618594e+02,3.300507501e+03,4.306781936e+04
461,760.2823669835120645318696009,1.152876555739e+00,-1.082929015,3.575104778428e-01,-0.783483088,-5.065634935e-01,-5.677355022e+02,-3.608275704e+02,-5.164622488e+02,-3.095543170e+02,3.301222522e+03,4.307740894e+04
462,762.7000332496910547280689999,1.722406301008e+00,1.530530191,5.028663090125e-01,-3.059138698,1.002315740e+00,-5.667331864e+02,-3.598252546e+02,-5.166247788e+02,-3.097168470e+02,3.302228255e+03,4.309169043e+04
463,763.5930661728372229969732472,3.794409676877e+00,0.751326805,1.103880476761e+00,-1.949845772,8.169544653e-01,-5.659162320e+02,-3.590083002e+02,-5.166833813e+02,-3.097754495e+02,3.304436016e+03,4.312311534e+04
464,764.3075227241802217362512258,3.642254468403e+00,-0.877911740,1.136574880206e+00,1.442245091,-2.914120427e-01,-5.662076440e+02,-3.592997122e+02,-5.167294030e+02,-3.098214712e+02,3.306709166e+03,4.315325192e+04
465,766.0875400998362053944224648,2.471939480618e+00,0.242336148,8.048837556582e-01,-0.049030212,-1.607832989e+00,-5.678154770e+02,-3.609075452e+02,-5.168443665e+02,-3.099364347e+02,3.308318933e+03,4.317365760e+04
466,767.2184721555395140824994102,2.947734248085e+00,-0.083692062,9.472529216140e-01,-1.001546615,-1.021139082e+00,-5.688366161e+02,-3.619286843e+02,-5.169195014e+02,-3.100115696e+02,3.310213439e+03,4.319795507e+04
467,768.2814618065092308234566650,2.467900708507e+00,-0.435299958,7.982464312431e-01,-3.028218261,1.586243386e+00,-5.672503727e+02,-3.603424409e+02,-5.169913336e+02,-3.100834018e+02,3.311809932e+03,4.321826924e+04
468,769.6934072526244243250066549,1.247063982605e+00,-0.558289817,3.460304138013e-01,0.619926614,-5.632829061e-01,-5.678136556e+02,-3.609057238e+02,-5.170835301e+02,-3.101755983e+02,3.312501993e+03,4.322851544e+04
469,771.0708393136783163211872219,1.422452880319e+00,-0.153197143,4.689999480840e-01,-1.786605463,2.008612959e-01,-5.676127943e+02,-3.607048625e+02,-5.171741538e+02,-3.102662220e+02,3.313439993e+03,4.324018180e+04
470,772.9616175657570243378291659,2.130737486812e+00,0.935007944,7.050661038480e-01,-1.670859410,1.408668269e-01,-5.674719275e+02,-3.605639957e+02,-5.172975342e+02,-3.103896024e+02,3.314850125e+03,4.325761446e+04
471,774.1177446279405074021419094,3.285678947672e+00,0.701046189,9.822715834996e-01,-2.133389439,1.047850858e+00,-5.664240766e+02,-3.595161448e+02,-5.173724685e+02,-3.104645367e+02,3.316814668e+03,4.328445615e+04
472,775.0478470965805080500169930,3.907115500148e+00,-0.016421414,1.148456859263e+00,-0.369509241,-2.141882837e+00,-5.685659595e+02,-3.616580276e+02,-5.174313333e+02,-3.105234015e+02,3.319111582e+03,4.331633624e+04
473,775.9997119631714424777315826,2.568052569875e+00,-0.626250732,7.342870712145e-01,1.882378739,4.502137813e-01,-5.681157457e+02,-3.612078139e+02,-5.174940566e+02,-3.105861248e+02,3.320580156e+03,4.333726454e+04
474,777.2997485295925648165109771,2.274991949293e+00,-0.877830568,7.761382302869e-01,-2.684504724,1.392922094e+00,-5.667228236e+02,-3.598148918e+02,-5.175787215e+02,-3.106707897e+02,3.322132432e+03,4.335577355e+04
475,779.1570769491890040639245377,1.915697902785e+00,0.234068491,6.556584615113e-01,-3.042730774,1.304913950e+00,-5.654179096e+02,-3.585099778e+02,-5.176958696e+02,-3.107879378e+02,3.323443749e+03,4.337132224e+04
476,780.3489250041816705381277836,1.746122719922e+00,-0.211045614,5.789902490923e-01,3.068641921,1.154900589e+00,-5.642630090e+02,-3.573550772e+02,-5.177687567e+02,-3.108608249e+02,3.324601730e+03,4.338547293e+04
