j,gamma,absF_K,argF_K,absG_K,argG_K,contrib,S_T,resid_T,S_T_cesaro,resid_cesaro,cum_abs_li,cum_abs_psi
1295,1754.763369874252878074452210,6.956814040720e+00,0.057254571,7.630352223917e+00,2.107432285,7.802000360e+00,4.956059084e+02,-8.623088448e+02,2.650717377e+02,-1.092843016e+03,4.595774725e+04,7.384797188e+05
1296,1755.169694068142685182723627,6.306400370896e+00,-1.629652533,7.187603026532e+00,2.387278024,1.047580274e+01,5.060817112e+02,-8.518330421e+02,2.651251067e+02,-1.092789647e+03,4.597212245e+04,7.387069572e+05
1297,1757.046518460723108432760771,2.263749806072e+00,0.375673320,2.779029883911e+00,-0.557054272,-4.717770964e+00,5.013639402e+02,-8.565508131e+02,2.653824893e+02,-1.092532264e+03,4.597768051e+04,7.387884398e+05
1298,1757.984077032818179991452682,1.917632187785e+00,-0.447890354,2.176533202221e+00,-0.979195049,-2.427665416e+00,4.989362748e+02,-8.589784785e+02,2.655083417e+02,-1.092406412e+03,4.598203358e+04,7.388574271e+05
1299,1759.240085646681894957162857,1.944127337954e+00,0.094600589,2.161647897366e+00,0.559503444,-3.664074335e+00,4.952722005e+02,-8.626425528e+02,2.656749975e+02,-1.092239756e+03,4.598635687e+04,7.389273178e+05
1300,1760.215166242762324185107829,1.568784162217e+00,0.008142228,1.602196385890e+00,1.927236451,1.118141877e+00,4.963903423e+02,-8.615244109e+02,2.658021840e+02,-1.092112569e+03,4.598956127e+04,7.389836837e+05
1301,1761.854899938728070380092238,2.391076149789e+00,1.083071041,2.262805172234e+00,-0.840132393,-3.020230481e+00,4.933701118e+02,-8.645446414e+02,2.660167892e+02,-1.091897964e+03,4.599408688e+04,7.390695144e+05
1302,1762.497688870660621630554228,3.677214992319e+00,-0.059710261,3.896648449930e+00,-1.208938189,-2.758925686e+00,4.906111862e+02,-8.673035671e+02,2.660997058e+02,-1.091815048e+03,4.600188017e+04,7.392014645e+05
1303,1763.719121496287047263666529,4.089382161047e+00,0.273361070,4.587194934401e+00,-0.606244138,-7.539457106e+00,4.830717291e+02,-8.748430242e+02,2.662551872e+02,-1.091659566e+03,4.601105456e+04,7.393481029e+05
1304,1764.591476849091958354745758,4.925705922078e+00,-0.391781345,5.683174617990e+00,-2.091909798,5.658692883e+00,4.887304219e+02,-8.691843313e+02,2.663623741e+02,-1.091552379e+03,4.602242091e+04,7.395246431e+05
1305,1765.400493991783835727808902,3.472378572324e+00,-1.078150451,4.115730453786e+00,1.424263167,-1.201870091e+00,4.875285518e+02,-8.703862014e+02,2.664642771e+02,-1.091450476e+03,4.603065237e+04,7.396490381e+05
1306,1766.676243599477873545201071,1.671006124806e+00,-0.453420074,2.085912619398e+00,-2.854030535,4.000522355e+00,4.915290742e+02,-8.663856791e+02,2.666239117e+02,-1.091290842e+03,4.603482420e+04,7.397088573e+05
1307,1768.295971136341381198622175,2.237393669729e-01,0.847431332,1.967959288038e-01,3.081245201,3.928753807e-01,4.919219496e+02,-8.659928037e+02,2.668299208e+02,-1.091084832e+03,4.603521779e+04,7.397168594e+05
1308,1769.940952051635838334389232,9.968082459545e+00,1.651356309,1.169408704269e+01,-2.188865063,1.355256431e+01,5.054745139e+02,-8.524402394e+02,2.670391211e+02,-1.090875632e+03,4.605860596e+04,7.400730416e+05
1309,1770.243677312197348192617139,1.129062847083e+01,0.165544272,1.311169855475e+01,2.455673297,2.029263673e+01,5.257671506e+02,-8.321476026e+02,2.670798953e+02,-1.090834858e+03,4.608482936e+04,7.404764123e+05
1310,1771.212944983546526725935301,4.606279927606e+00,-0.754970389,5.314263030285e+00,2.710596541,9.656547869e+00,5.354236985e+02,-8.224910548e+02,2.672214578e+02,-1.090693295e+03,4.609545789e+04,7.406408869e+05
1311,1772.328000363591359307656170,2.233750623323e+00,-0.192630383,2.507079675922e+00,1.496678008,-3.713008872e-01,5.350523976e+02,-8.228623556e+02,2.673901965e+02,-1.090524557e+03,4.610047205e+04,7.407205964e+05
1312,1773.894915510703461811879518,2.924122947586e+00,0.274505144,3.272416365310e+00,2.766164780,6.088990486e+00,5.411413881e+02,-8.167733652e+02,2.676266276e+02,-1.090288126e+03,4.610701688e+04,7.408248490e+05
1313,1774.660430990023590107676950,3.882564083868e+00,-0.346653970,4.113357025911e+00,-0.766920785,-5.923652139e+00,5.352177360e+02,-8.226970173e+02,2.677446106e+02,-1.090170143e+03,4.611524359e+04,7.409632129e+05
1314,1775.341987573747291026905672,2.348459624654e+00,-1.305732930,2.477014614167e+00,-0.107889349,-4.925224459e+00,5.302925115e+02,-8.276222418e+02,2.678472940e+02,-1.090067459e+03,4.612019762e+04,7.410468734e+05
1315,1777.255860224057987062985496,1.754347278984e+00,0.583000140,1.986143562874e+00,-2.575054037,3.351672086e+00,5.336441836e+02,-8.242705697e+02,2.681299132e+02,-1.089784840e+03,4.612416991e+04,7.411093022e+05
1316,1778.041734762249298116557874,1.930691673738e+00,-0.054165716,2.146522975010e+00,0.527564619,-3.709344863e+00,5.299348387e+02,-8.279799145e+02,2.682472676e+02,-1.089667486e+03,4.612846296e+04,7.411779759e+05
1317,1779.552270809178961606809314,1.879475771842e+00,0.985042703,1.896597208477e+00,1.491005729,-3.023402027e-01,5.296324985e+02,-8.282822547e+02,2.684693956e+02,-1.089445358e+03,4.613225615e+04,7.412447711e+05
1318,1780.665228492998657232798024,3.972207490988e+00,0.829193545,4.060775465516e+00,-0.784356703,-5.748781525e+00,5.238837170e+02,-8.340310363e+02,2.686326287e+02,-1.089282125e+03,4.614037770e+04,7.413858522e+05
1319,1781.355637722819562971966505,4.593629350611e+00,-0.058458300,4.662808993020e+00,0.140995771,-9.233075704e+00,5.146506413e+02,-8.432641120e+02,2.687315577e+02,-1.089183196e+03,4.614970332e+04,7.415489412e+05
1320,1782.439067320020181451752014,4.317124415744e+00,-0.481788176,4.443716784883e+00,-3.096341401,8.878335831e+00,5.235289771e+02,-8.343857761e+02,2.688810360e+02,-1.089033717e+03,4.615859075e+04,7.417021202e+05
1321,1783.084829519946484711479716,3.033098766320e+00,-1.463880741,3.168771908610e+00,3.096698663,6.331158324e+00,5.298601354e+02,-8.280546178e+02,2.689732593e+02,-1.088941494e+03,4.616492830e+04,7.418097007e+05
1322,1784.607946396612664868850458,1.012780582952e+00,-0.767429404,1.104904205860e+00,-2.516733916,1.792255751e+00,5.316523912e+02,-8.262623621e+02,2.691959196e+02,-1.088718834e+03,4.616713810e+04,7.418455923e+05
1323,1786.342201179342528821325829,1.991708903619e+00,1.019918463,2.163276602013e+00,-2.367762980,3.094521494e+00,5.347469127e+02,-8.231678406e+02,2.694507232e+02,-1.088464030e+03,4.617146466e+04,7.419161071e+05
1324,1787.049273086816266390256603,2.724008504895e+00,0.247580201,2.935112400576e+00,-0.980492661,-3.267445347e+00,5.314794673e+02,-8.264352859e+02,2.695556914e+02,-1.088359062e+03,4.617733488e+04,7.420125103e+05
1325,1788.215123479632823247643094,2.309444290911e+00,0.469340855,2.359669755549e+00,-1.637976961,3.168097876e-01,5.317962771e+02,-8.261184761e+02,2.697264561e+02,-1.088188297e+03,4.618205422e+04,7.420941886e+05
1326,1789.242179963684720140863511,2.722386621147e+00,-0.147159550,3.001206555016e+00,-0.038561060,-5.997951003e+00,5.257983261e+02,-8.321164271e+02,2.698768888e+02,-1.088037864e+03,4.618805664e+04,7.421904163e+05
1327,1790.449562369783540465519493,3.526740978998e+00,0.260401044,3.977835242734e+00,0.370783412,-7.415033077e+00,5.183832931e+02,-8.395314602e+02,2.700494684e+02,-1.087865285e+03,4.619601231e+04,7.423149913e+05
1328,1791.254409818795450149147779,3.527421223319e+00,-0.411837022,4.068949654368e+00,-2.476048812,6.401117680e+00,5.247844107e+02,-8.331303425e+02,2.701610499e+02,-1.087753703e+03,4.620415021e+04,7.424395343e+05
1329,1792.616102735198182735946278,3.401367129357e+00,0.104039925,3.955293427041e+00,1.123726207,-3.419948170e+00,5.213644626e+02,-8.365502907e+02,2.703544648e+02,-1.087560288e+03,4.621206079e+04,7.425595355e+05
1330,1793.525390652409514822063232,3.316879261809e+00,-0.522226551,3.489599356243e+00,0.414683995,-6.387667547e+00,5.149767950e+02,-8.429379582e+02,2.704817228e+02,-1.087433030e+03,4.621903999e+04,7.426764966e+05
1331,1794.178482007255591198750742,1.931739095184e+00,-1.536689483,2.010340117860e+00,0.428420874,-3.657302847e+00,5.113194922e+02,-8.465952611e+02,2.705707204e+02,-1.087344033e+03,4.622306067e+04,7.427445895e+05
1332,1796.465140537430813751114255,1.963483767511e+00,1.540212611,2.240438655676e+00,0.693831365,-3.444905440e+00,5.078745867e+02,-8.500401665e+02,2.708771612e+02,-1.087037592e+03,4.622754155e+04,7.428137133e+05
1333,1797.376335671136769855691075,3.777198106679e+00,0.937263720,4.073288190598e+00,0.051012261,-8.135978962e+00,4.997386078e+02,-8.581761455e+02,2.709973091e+02,-1.086917444e+03,4.623568812e+04,7.429466210e+05
1334,1798.147067458075746926822764,4.258489052061e+00,0.306551685,4.517806582309e+00,2.903067033,8.779791309e+00,5.085183991e+02,-8.493963542e+02,2.710953534e+02,-1.086819400e+03,4.624472374e+04,7.430963996e+05
1335,1799.231647209737400400064614,3.943383333456e+00,-0.188790205,4.087664067141e+00,-0.383442978,-7.581652668e+00,5.009367464e+02,-8.569780069e+02,2.712384724e+02,-1.086676281e+03,4.625289907e+04,7.432350117e+05
1336,1800.024724019739154568118227,3.139394966837e+00,-0.734133438,3.259982723872e+00,3.017693925,6.469985780e+00,5.074067322e+02,-8.505080211e+02,2.713396757e+02,-1.086575078e+03,4.625941903e+04,7.433453146e+05
1337,1801.309636945287992131076646,1.911392590584e+00,-0.158436574,1.969199455090e+00,-1.084259492,-1.841466967e+00,5.055652652e+02,-8.523494880e+02,2.715080674e+02,-1.086406686e+03,4.626335743e+04,7.434124236e+05
1338,1802.301283491450569858835964,2.087370552929e+00,-0.771338127,2.407065086065e+00,-0.158710107,-4.753626018e+00,5.008116392e+02,-8.571031141e+02,2.716368483e+02,-1.086277905e+03,4.626817156e+04,7.434856709e+05
1339,1803.796843813365957725242923,9.804177506194e-01,0.090263608,8.728234026977e-01,0.116459646,-1.733822207e+00,4.990778170e+02,-8.588369363e+02,2.718268613e+02,-1.086087892e+03,4.626991721e+04,7.435200459e+05
1340,1804.904160974812015447910251,2.378081818490e+00,0.260795436,2.799425697435e+00,-1.695072480,6.940140313e-01,4.997718310e+02,-8.581429222e+02,2.719662808e+02,-1.085948472e+03,4.627551606e+04,7.436033741e+05
1341,1806.289667019497781635010975,7.338259018612e+00,0.709812111,8.440691077475e+00,2.403083804,1.248332972e+01,5.122551607e+02,-8.456595925e+02,2.721410180e+02,-1.085773735e+03,4.629239744e+04,7.438603101e+05
1342,1806.578391750963925581048890,7.115928086682e+00,-0.721148687,8.178893671972e+00,0.525624814,-1.414965957e+01,4.981055012e+02,-8.598092521e+02,2.721793927e+02,-1.085735361e+03,4.630875523e+04,7.441094217e+05
1343,1808.714431865474890356507883,6.755130343792e+00,1.580763268,7.213843002684e+00,-2.948518993,1.415960675e+01,5.122651079e+02,-8.456496453e+02,2.724462049e+02,-1.085468548e+03,4.632318291e+04,7.443456234e+05
1344,1809.119273788287333095646767,9.339036588523e+00,-0.123035146,1.030790885972e+01,-2.727625499,1.887444630e+01,5.311395542e+02,-8.267751990e+02,2.724998712e+02,-1.085414882e+03,4.634379873e+04,7.446721016e+05
1345,1810.108892987985804546815042,4.697960391412e+00,-0.856034271,5.054572617468e+00,-1.880961541,3.085472585e+00,5.342250268e+02,-8.236897265e+02,2.726412742e+02,-1.085273479e+03,4.635390788e+04,7.448362452e+05
1346,1810.873719158854715653482649,2.598182693172e+00,-1.508490477,2.749484879225e+00,0.809833769,-3.792193051e+00,5.304328337e+02,-8.274819195e+02,2.727517547e+02,-1.085162999e+03,4.635940685e+04,7.449269857e+05
1347,1812.420077002105519026846574,1.071530367303e+00,-0.221718401,1.154652757159e+00,2.832059044,2.199557485e+00,5.326323912e+02,-8.252823620e+02,2.729716083e+02,-1.084943145e+03,4.636171615e+04,7.449643765e+05
1348,1814.024140347615513423617196,1.297134992263e+00,1.053314531,1.235791001392e+00,-0.323057738,-2.343724891e+00,5.302886663e+02,-8.276260869e+02,2.732012151e+02,-1.084713538e+03,4.636418773e+04,7.450095997e+05
1349,1814.973082363495849025905560,2.724528846672e+00,0.678936568,3.075486738724e+00,0.082552185,-6.130026356e+00,5.241586400e+02,-8.337561133e+02,2.733356309e+02,-1.084579122e+03,4.637033871e+04,7.451045378e+05
1350,1816.338611219674637287877667,8.412010080169e+00,1.265932842,9.351882496989e+00,-2.369588029,1.340150458e+01,5.375601446e+02,-8.203546087e+02,2.735242004e+02,-1.084390553e+03,4.638904247e+04,7.453974398e+05
1351,1816.758023365350853184434865,9.107151424467e+00,-0.593059868,9.975045649149e+00,-2.036112283,8.951709449e+00,5.465118540e+02,-8.114028992e+02,2.735851551e+02,-1.084329598e+03,4.640899256e+04,7.457144730e+05
1352,1817.710608563342472647763609,2.889608474450e+00,-1.096982423,2.933410103038e+00,-1.640984154,4.114413513e-01,5.469232954e+02,-8.109914579e+02,2.737281844e+02,-1.084186569e+03,4.641485938e+04,7.458150118e+05
1353,1819.260334099488250564022225,2.288829912970e+00,0.102465783,2.491949453481e+00,0.351457634,-4.679242614e+00,5.422440528e+02,-8.156707005e+02,2.739609040e+02,-1.083953849e+03,4.641984328e+04,7.458945797e+05
