j,gamma,absF_K,argF_K,absG_K,argG_K,contrib,S_T,resid_T,S_T_cesaro,resid_cesaro,cum_abs_li,cum_abs_psi
1016,1438.006284841722401518352473,3.086772444858e+00,-0.191697404,1.700966544475e-01,-2.476733388,2.677333651e-01,-1.231303464e+02,-1.172184416e+02,-1.221263775e+02,-1.162144727e+02,1.347840863e+03,1.502073844e+04
1017,1438.949552746882798976178813,3.031748306197e+00,-0.632450040,1.713336781718e-01,-2.327386708,2.352226468e-01,-1.228951237e+02,-1.169832190e+02,-1.221270356e+02,-1.162151308e+02,1.348183530e+03,1.502495228e+04
1018,1439.622793078163983973974819,2.306906794393e+00,-1.895670208,1.422551701735e-01,-0.737977153,-2.104895777e-01,-1.231056133e+02,-1.171937085e+02,-1.221273948e+02,-1.162154900e+02,1.348468040e+03,1.502815715e+04
1019,1441.960987504861836180539031,4.667600832346e-01,0.945030744,1.620915344476e-02,2.848847374,3.103907802e-02,-1.230745742e+02,-1.171626695e+02,-1.221289810e+02,-1.162170763e+02,1.348500459e+03,1.502880455e+04
1020,1442.911059580896858867879324,1.545594551291e+00,0.369793507,9.218147162525e-02,2.991417128,1.822879074e-01,-1.228922863e+02,-1.169803816e+02,-1.221296036e+02,-1.162176989e+02,1.348684822e+03,1.503094687e+04
1021,1444.041930706366562243066105,2.013211412023e+00,0.503632219,1.166551075006e-01,-0.026659353,-2.332273107e-01,-1.231255136e+02,-1.172136089e+02,-1.221302009e+02,-1.162182962e+02,1.348918132e+03,1.503373517e+04
1022,1445.072278459201045744066757,2.870482730827e+00,0.362650098,1.634366177833e-01,1.614906699,1.441382483e-02,-1.231110998e+02,-1.171991950e+02,-1.221309106e+02,-1.162190058e+02,1.349245005e+03,1.503770796e+04
1023,1445.830084779710020783356237,2.666082617587e+00,-0.870197661,1.537988132355e-01,-1.897954459,9.884748048e-02,-1.230122523e+02,-1.171003476e+02,-1.221314243e+02,-1.162195196e+02,1.349552603e+03,1.504139592e+04
1024,1447.226227099975794392215935,1.683206361701e+00,-0.274686490,1.032451854298e-01,-0.801836972,-1.435908788e-01,-1.231558432e+02,-1.172439384e+02,-1.221322741e+02,-1.162203693e+02,1.349759093e+03,1.504372203e+04
1025,1448.323853515725453517684403,1.680524289488e+00,-0.205261622,1.061600141683e-01,1.937526476,7.613051662e-02,-1.230797127e+02,-1.171678079e+02,-1.221330498e+02,-1.162211450e+02,1.349971413e+03,1.504604268e+04
1026,1449.488771280731257902871218,1.666446342814e+00,-0.120631469,1.108620864481e-01,-0.729484301,-1.652994079e-01,-1.232450121e+02,-1.173331073e+02,-1.221338106e+02,-1.162219058e+02,1.350193137e+03,1.504834203e+04
1027,1450.773561858297330089906757,1.568618025037e+00,-0.178658480,1.050011078706e-01,-2.003728676,8.810315592e-02,-1.231569089e+02,-1.172450042e+02,-1.221347947e+02,-1.162228899e+02,1.350403139e+03,1.505050449e+04
1028,1451.835297999393383264246395,1.462563749851e+00,-0.210838996,9.970772938609e-02,0.124116596,-1.978814390e-01,-1.233547904e+02,-1.174428856e+02,-1.221355421e+02,-1.162236374e+02,1.350602555e+03,1.505251927e+04
1029,1453.737596757102226254608748,4.611514734177e+00,1.502515077,3.012694700862e-01,3.100669992,6.020344854e-01,-1.227527559e+02,-1.168408511e+02,-1.221371376e+02,-1.162252328e+02,1.351205094e+03,1.505886362e+04
1030,1454.226011260226279618029637,5.160797710765e+00,0.159889584,3.260893385786e-01,2.045317953,2.979889031e-01,-1.224547670e+02,-1.165428622e+02,-1.221373443e+02,-1.162254396e+02,1.351857273e+03,1.506596127e+04
1031,1455.312091239819668355061728,3.253010072031e+00,0.091871615,1.986238224847e-01,-1.712429059,5.607535280e-02,-1.223986916e+02,-1.164867869e+02,-1.221375812e+02,-1.162256765e+02,1.352254520e+03,1.507043180e+04
1032,1456.167797608387255558047067,1.604827412449e+00,-1.017442095,7.231450925062e-02,2.551464818,1.201678475e-01,-1.222785238e+02,-1.163666190e+02,-1.221377347e+02,-1.162258299e+02,1.352399149e+03,1.507263598e+04
1033,1457.539001668411230439852854,1.859838035157e+00,-0.146859584,1.177599027061e-01,-2.610735705,2.031060478e-01,-1.220754177e+02,-1.161635130e+02,-1.221378671e+02,-1.162259624e+02,1.352634669e+03,1.507518800e+04
1034,1458.393777368687248897353185,4.027492962856e-01,-0.983092889,5.715699452350e-03,2.395829075,8.397162730e-03,-1.220670206e+02,-1.161551158e+02,-1.221378305e+02,-1.162259258e+02,1.352646100e+03,1.507574032e+04
1035,1460.688270535419103886417490,3.131674905153e+00,1.660083016,2.024918108233e-01,-1.255139906,-1.257233290e-01,-1.221927439e+02,-1.162808391e+02,-1.221377193e+02,-1.162258145e+02,1.353051084e+03,1.508002826e+04
1036,1461.245443345159955929938184,3.279195441408e+00,0.261964573,1.967545843494e-01,-1.438230863,-5.201306981e-02,-1.222447570e+02,-1.163328522e+02,-1.221377403e+02,-1.162258355e+02,1.353444593e+03,1.508451648e+04
1037,1462.266123265787259537550514,2.254016677123e+00,0.033787105,1.314814476281e-01,0.005419730,-2.629590332e-01,-1.225077160e+02,-1.165958112e+02,-1.221378150e+02,-1.162259102e+02,1.353707556e+03,1.508759939e+04
1038,1463.286891190427541263050980,1.613970595855e+00,-0.093449824,9.295775400190e-02,1.524375267,-8.627295655e-03,-1.225163433e+02,-1.166044385e+02,-1.221380730e+02,-1.162261683e+02,1.353893472e+03,1.508980534e+04
1039,1464.696903297876409962361457,2.159186287921e+00,0.147185051,1.384754364586e-01,2.240443570,1.719060239e-01,-1.223444373e+02,-1.164325325e+02,-1.221384372e+02,-1.162265324e+02,1.354170423e+03,1.509275364e+04
1040,1465.889557614085268159057371,3.587972192905e+00,0.348632731,2.204620856312e-01,0.158195296,-4.354184383e-01,-1.227798557e+02,-1.168679510e+02,-1.221386048e+02,-1.162267000e+02,1.354611347e+03,1.509764892e+04
1041,1466.505621107887723368923293,3.144968348530e+00,-1.066517387,1.891306901749e-01,0.779251073,-2.691102928e-01,-1.230489660e+02,-1.171370612e+02,-1.221388741e+02,-1.162269694e+02,1.354989608e+03,1.510193798e+04
1042,1467.703989586071013401826983,1.241890256634e+00,-0.727269836,7.575049452643e-02,-1.048268473,-7.560994214e-02,-1.231245759e+02,-1.172126712e+02,-1.221396172e+02,-1.162277125e+02,1.355141109e+03,1.510363027e+04
1043,1469.347649878269645799291096,3.450994419734e-01,0.494701839,8.795219374749e-03,-2.123172014,9.229898177e-03,-1.231153460e+02,-1.172034413e+02,-1.221407190e+02,-1.162288143e+02,1.355158699e+03,1.510410000e+04
1044,1470.966589127164967200423743,3.924534893506e+00,1.208237992,2.491841896579e-01,2.053249822,2.312200135e-01,-1.228841260e+02,-1.169722213e+02,-1.221417917e+02,-1.162298870e+02,1.355657068e+03,1.510943599e+04
1045,1471.388764527106594515568524,4.218645903611e+00,0.047910907,2.668851914664e-01,0.303987428,-5.092972948e-01,-1.233934233e+02,-1.174815186e+02,-1.221420047e+02,-1.162301000e+02,1.356190838e+03,1.511517023e+04
1046,1473.020132324185711143723154,3.040441348552e+00,1.181175983,1.613678292921e-01,-0.835972261,-2.163802627e-01,-1.236098036e+02,-1.176978988e+02,-1.221433906e+02,-1.162314859e+02,1.356513574e+03,1.511929840e+04
1047,1473.745649185746533474087355,7.637740208428e+00,-0.396021055,4.754491658888e-01,1.074542300,-4.527557695e-01,-1.240625594e+02,-1.181506546e+02,-1.221441125e+02,-1.162322078e+02,1.357464472e+03,1.512966347e+04
1048,1474.203221565698878785627052,5.813943395488e+00,-1.681259709,3.741802725727e-01,-0.304271206,-7.139850160e-01,-1.247765444e+02,-1.188646396e+02,-1.221447080e+02,-1.162328033e+02,1.358212833e+03,1.513755104e+04
1049,1476.092127038240920702570031,1.535344957948e+00,0.173417104,1.075213822546e-01,2.679504048,1.924897915e-01,-1.245840546e+02,-1.186721498e+02,-1.221480759e+02,-1.162361711e+02,1.358427876e+03,1.513963132e+04
1050,1477.435191147500117405004712,1.436589163687e+00,-0.011427059,9.348088250120e-02,2.016676827,8.062772155e-02,-1.245034269e+02,-1.185915221e+02,-1.221502903e+02,-1.162383856e+02,1.358614837e+03,1.514157602e+04
1051,1478.441395973412948585008262,1.797114780361e+00,0.051211986,1.157401095237e-01,-2.732980830,2.124232117e-01,-1.242910036e+02,-1.183790989e+02,-1.221518918e+02,-1.162399871e+02,1.358846318e+03,1.514400712e+04
1052,1479.759918706490077675395633,1.500046633616e+00,0.177279545,8.940403885372e-02,2.900392317,1.736319329e-01,-1.241173717e+02,-1.182054670e+02,-1.221537978e+02,-1.162418931e+02,1.359025126e+03,1.514603453e+04
1053,1480.766879017982257679543409,1.966017129075e+00,0.037460312,1.198890489805e-01,-2.059829125,1.126411025e-01,-1.240047306e+02,-1.180928259e+02,-1.221551331e+02,-1.162432284e+02,1.359264904e+03,1.514868994e+04
1054,1481.964684209802309575730817,2.000336555474e+00,0.163780340,1.199092063180e-01,2.035552924,1.074878666e-01,-1.238972427e+02,-1.179853380e+02,-1.221566281e+02,-1.162447233e+02,1.359504722e+03,1.515138951e+04
1055,1483.032959958071480650361945,2.253776715383e+00,0.083501006,1.337910551792e-01,-2.069315659,1.279378584e-01,-1.237693049e+02,-1.178574001e+02,-1.221578819e+02,-1.162459772e+02,1.359772304e+03,1.515442892e+04
1056,1484.143580881755407774916542,3.057426931290e+00,0.112877455,1.822991010675e-01,0.829887911,-2.460886446e-01,-1.240153935e+02,-1.181034888e+02,-1.221590878e+02,-1.162471830e+02,1.360136902e+03,1.515854904e+04
1057,1484.817883231203726576634667,2.743072466579e+00,-1.446725824,1.666661866949e-01,2.044075290,1.519353176e-01,-1.238634582e+02,-1.179515535e+02,-1.221599308e+02,-1.162480260e+02,1.360470235e+03,1.516224387e+04
1058,1486.171349027557139928372310,6.735103433832e-01,-0.984253868,3.617597859517e-02,2.341630159,5.041004061e-02,-1.238130482e+02,-1.179011434e+02,-1.221614822e+02,-1.162495774e+02,1.360542587e+03,1.516315024e+04
1059,1488.116337976228270527027221,9.934471143707e-01,1.250996393,5.628647465957e-02,0.234354417,-1.094957067e-01,-1.239225439e+02,-1.180106391e+02,-1.221636408e+02,-1.162517361e+02,1.360655160e+03,1.516448541e+04
1060,1489.252466946430123072027730,3.116232079210e+00,1.453918020,1.772513627984e-01,-2.610464347,3.056650563e-01,-1.236168788e+02,-1.177049741e+02,-1.221649826e+02,-1.162530779e+02,1.361009662e+03,1.516867037e+04
1061,1489.970892204678885758734260,5.007585853754e+00,0.100414158,2.835825643332e-01,-0.498392538,-4.981706739e-01,-1.241150495e+02,-1.182031447e+02,-1.221656827e+02,-1.162537780e+02,1.361576828e+03,1.517539209e+04
1062,1490.670693814603265610717512,3.088594101076e+00,-0.997445442,1.676195533561e-01,1.720014377,4.983829403e-02,-1.240652112e+02,-1.181533065e+02,-1.221665978e+02,-1.162546931e+02,1.361912067e+03,1.517953599e+04
1063,1492.180090544016411448622234,1.627800737656e+00,-0.300722538,9.574683886672e-02,-1.841425009,5.119340081e-02,-1.240140178e+02,-1.181021131e+02,-1.221685184e+02,-1.162566136e+02,1.362103560e+03,1.518171776e+04
1064,1493.330835421270217760647292,1.831252004523e+00,-0.017759143,1.029756969987e-01,1.874551599,6.160122831e-02,-1.239524166e+02,-1.180405118e+02,-1.221699405e+02,-1.162580357e+02,1.362309512e+03,1.518417033e+04
1065,1494.155368613688803742654171,1.241118883651e+00,-0.939104937,6.324792417985e-02,-0.312962687,-1.203513882e-01,-1.240727680e+02,-1.181608632e+02,-1.221709241e+02,-1.162590194e+02,1.362436008e+03,1.518583163e+04
1066,1495.768832978941731640262413,9.572570398058e-01,0.228986920,5.289052058901e-02,-1.925643770,3.675333889e-02,-1.240360146e+02,-1.181241099e+02,-1.221729756e+02,-1.162610709e+02,1.362541789e+03,1.518711158e+04
1067,1497.065505571710063707657608,1.974322137968e+00,0.808413316,1.148164777041e-01,-2.170240427,1.295551435e-01,-1.239064595e+02,-1.179945547e+02,-1.221745893e+02,-1.162626845e+02,1.362771422e+03,1.518974917e+04
1068,1497.747360933121155702567135,1.927121643998e+00,-0.651641218,1.141367923217e-01,-0.732301380,-1.697528458e-01,-1.240762123e+02,-1.181643076e+02,-1.221753777e+02,-1.162634730e+02,1.362999695e+03,1.519232253e+04
1069,1499.640824746619819727062875,2.701992909175e+00,1.448516037,1.535213852335e-01,2.628131410,2.674494771e-01,-1.238087628e+02,-1.178968581e+02,-1.221777777e+02,-1.162658730e+02,1.363306738e+03,1.519592605e+04
1070,1500.351951516603164877266465,4.170145344748e+00,0.313572736,2.248524699094e-01,-1.348506907,-9.914342965e-02,-1.239079063e+02,-1.179960015e+02,-1.221785508e+02,-1.162666460e+02,1.363756443e+03,1.520148493e+04
1071,1501.119324922131586755267132,3.281321199714e+00,-0.821168746,1.821528126454e-01,1.739244662,6.107687587e-02,-1.238468294e+02,-1.179349247e+02,-1.221794348e+02,-1.162675301e+02,1.364120749e+03,1.520585676e+04
1072,1502.346063292399062924653132,2.328254359024e+00,-0.394617623,1.331309221776e-01,0.409444200,-2.442532336e-01,-1.240910826e+02,-1.181791779e+02,-1.221807963e+02,-1.162688916e+02,1.364387010e+03,1.520895625e+04
1073,1503.090933126680493369498661,1.429347603120e+00,-1.785397529,8.025342986922e-02,2.788563369,1.506083486e-01,-1.239404743e+02,-1.180285695e+02,-1.221817430e+02,-1.162698383e+02,1.364547517e+03,1.521085813e+04
1074,1505.261529654671910926654104,7.839834085380e-01,1.209522783,3.840277218441e-02,-1.643694533,5.594028774e-03,-1.239348803e+02,-1.180229755e+02,-1.221842791e+02,-1.162723744e+02,1.364624323e+03,1.521189979e+04
1075,1506.152986138113179314532482,1.411073383112e+00,0.354180994,7.599132237383e-02,-2.888362933,1.471356635e-01,-1.237877446e+02,-1.178758398e+02,-1.221853152e+02,-1.162734105e+02,1.364776305e+03,1.521377353e+04
1076,1507.407505163830322280237525,2.120000552720e+00,0.924976698,1.153113396156e-01,2.591085706,1.965503548e-01,-1.235911942e+02,-1.176792895e+02,-1.221866488e+02,-1.162747441e+02,1.365006928e+03,1.521658631e+04
1077,1508.253031029542275305300182,2.188794967413e+00,-0.221308708,1.127645232504e-01,0.343927294,-2.123215461e-01,-1.238035158e+02,-1.178916110e+02,-1.221874362e+02,-1.162755315e+02,1.365232457e+03,1.521948873e+04
1078,1509.280419363223243290159293,1.823183291752e+00,-0.395566822,9.794880554252e-02,1.883970821,6.035218917e-02,-1.237431636e+02,-1.178312588e+02,-1.221885363e+02,-1.162766316e+02,1.365428355e+03,1.522190469e+04
1079,1510.391797446473538038311462,1.323682805446e+00,-0.233058347,7.196957467758e-02,-1.350274818,-3.148503823e-02,-1.237746486e+02,-1.178627439e+02,-1.221896802e+02,-1.162777755e+02,1.365572294e+03,1.522365746e+04
1080,1511.923005459002111188460007,2.457515653358e+00,0.501053505,1.393595793874e-01,1.685164277,3.180709342e-02,-1.237428415e+02,-1.178309368e+02,-1.221912854e+02,-1.162793807e+02,1.365851013e+03,1.522690830e+04
1081,1512.589764705458127802798436,2.428407179290e+00,-0.742176465,1.356653388155e-01,-3.076743914,2.707603561e-01,-1.234720812e+02,-1.175601764e+02,-1.221919694e+02,-1.162800646e+02,1.366122344e+03,1.523011923e+04
1082,1513.589765539918677586756080,9.503211821114e-01,-0.794086950,5.217086006262e-02,-1.700307007,1.347562217e-02,-1.234586056e+02,-1.175467008e+02,-1.221928151e+02,-1.162809104e+02,1.366226685e+03,1.523137494e+04
1083,1515.708343586873929897339273,1.604379671202e+00,1.577722047,9.130215303921e-02,-1.447200500,-2.251171327e-02,-1.234811173e+02,-1.175692125e+02,-1.221945844e+02,-1.162826796e+02,1.366409290e+03,1.523349195e+04
1084,1516.435989718758455005481080,2.143498143926e+00,0.308098995,1.178935684910e-01,0.886668070,-1.490169228e-01,-1.236301342e+02,-1.177182295e+02,-1.221952017e+02,-1.162832969e+02,1.366645077e+03,1.523631897e+04
1085,1517.719806254130186785136476,3.237598602419e+00,0.846293652,1.825318044986e-01,0.467456413,-3.258986207e-01,-1.239560328e+02,-1.180441281e+02,-1.221964155e+02,-1.162845107e+02,1.367010140e+03,1.524058536e+04
1086,1518.414791487253691070493351,3.609005076506e+00,-0.520182314,2.063266105794e-01,2.235293849,2.544682402e-01,-1.237015646e+02,-1.177896598e+02,-1.221972209e+02,-1.162853161e+02,1.367422794e+03,1.524533901e+04
1087,1519.741009493906820862830232,3.750981656364e+00,-0.111775835,2.190441656031e-01,2.253782614,2.764829221e-01,-1.234250817e+02,-1.175131769e+02,-1.221985336e+02,-1.162866289e+02,1.367860882e+03,1.525027535e+04
1088,1520.273622220356154270041308,3.414160106593e+00,-1.382947155,2.044110179778e-01,1.909220572,1.357293772e-01,-1.232893523e+02,-1.173774475e+02,-1.221989634e+02,-1.162870586e+02,1.368269704e+03,1.525476685e+04
1089,1521.901909065460911395427839,2.294351911186e-01,0.117141957,8.190943450239e-03,2.270976804,1.055576242e-02,-1.232787965e+02,-1.173668918e+02,-1.222001300e+02,-1.162882252e+02,1.368286086e+03,1.525506836e+04
1090,1523.486047149258880136594550,1.539049061642e+00,0.564204478,9.733338353265e-02,-1.965826764,7.491483492e-02,-1.232038817e+02,-1.172919769e+02,-1.222012516e+02,-1.162893468e+02,1.368480753e+03,1.525708879e+04
1091,1524.724892160622186989841601,3.610709528803e+00,0.857139439,2.112085567084e-01,2.970887086,4.162773449e-01,-1.227876043e+02,-1.168756996e+02,-1.222020662e+02,-1.162901615e+02,1.368903170e+03,1.526182500e+04
1092,1525.227837233791800071450719,3.781379606464e+00,-0.312981765,2.211793378259e-01,2.343842424,3.089073933e-01,-1.224786969e+02,-1.165667922e+02,-1.222022593e+02,-1.162903546e+02,1.369345529e+03,1.526678345e+04
1093,1526.552311910387456833343072,2.228483635942e+00,-0.034661020,1.402358313976e-01,2.134927637,1.499631295e-01,-1.223287338e+02,-1.164168291e+02,-1.222024991e+02,-1.162905944e+02,1.369626000e+03,1.526970307e+04
1094,1528.040930429297572159720535,1.145186852350e+00,0.175832286,5.953908814599e-02,-2.712453491,1.082806758e-01,-1.222204531e+02,-1.163085484e+02,-1.222026221e+02,-1.162907174e+02,1.369745078e+03,1.527120197e+04
1095,1529.034456728701310627987139,6.113034571925e+00,-0.145196537,3.668159281150e-01,-1.361101498,-1.527138513e-01,-1.223731670e+02,-1.164612622e+02,-1.222026337e+02,-1.162907290e+02,1.370478710e+03,1.527919790e+04
1096,1529.369975365194524165597030,5.713380615773e+00,-1.053974498,3.478482819645e-01,2.269556068,4.475197476e-01,-1.219256472e+02,-1.160137425e+02,-1.222026711e+02,-1.162907664e+02,1.371174407e+03,1.528666945e+04
1097,1531.020742970222322575866751,6.117989744702e-01,-1.157362016,3.135354772199e-02,-0.571692021,-5.273583337e-02,-1.219783831e+02,-1.160664783e+02,-1.222023724e+02,-1.162904677e+02,1.371237114e+03,1.528746865e+04
1098,1532.222326939392069528772873,4.322072472317e-01,0.030508065,1.667373962697e-02,-0.898984406,-2.075564415e-02,-1.219991387e+02,-1.160872340e+02,-1.222021968e+02,-1.162902920e+02,1.371270461e+03,1.528803281e+04
1099,1533.886977913201592096682980,1.286874400893e+00,0.853571075,7.442486419214e-02,-2.509855495,1.201221552e-01,-1.218790166e+02,-1.159671118e+02,-1.222019764e+02,-1.162900717e+02,1.371419311e+03,1.528971073e+04
1100,1535.042277471206664585291168,3.195814127310e+00,1.233967494,1.769659530674e-01,1.407260645,-5.762284862e-02,-1.219366394e+02,-1.160247347e+02,-1.222017333e+02,-1.162898286e+02,1.371773243e+03,1.529387454e+04
1101,1535.769502395248204327718605,3.964796435463e+00,0.061627410,2.068234919733e-01,-2.426516304,3.123213353e-01,-1.216243181e+02,-1.157124133e+02,-1.222016078e+02,-1.162897031e+02,1.372186890e+03,1.529903781e+04
1102,1536.620701824029871898280469,2.617839496003e+00,-0.750443229,1.338137775703e-01,2.220967211,1.620009633e-01,-1.214623171e+02,-1.155504124e+02,-1.222012880e+02,-1.162893833e+02,1.372454518e+03,1.530244508e+04
1103,1537.651062167944922464754311,1.280669795848e+00,-0.815017819,6.527267931885e-02,-2.342089896,9.099838153e-02,-1.213713187e+02,-1.154594140e+02,-1.222007928e+02,-1.162888881e+02,1.372585063e+03,1.530411083e+04
1104,1539.302854855583229427846006,1.414185678369e+00,0.318121984,7.288335235650e-02,2.770268185,1.358323510e-01,-1.212354864e+02,-1.153235816e+02,-1.221999028e+02,-1.162879980e+02,1.372730830e+03,1.530594826e+04
1105,1540.030270139506368973723269,1.485932391165e+00,-0.759557081,8.179787237072e-02,-0.971136988,-9.232710407e-02,-1.213278135e+02,-1.154159087e+02,-1.221994472e+02,-1.162875425e+02,1.372894425e+03,1.530787800e+04
1106,1541.742248762789003493586595,1.345931271867e+00,0.869405394,7.214431801257e-02,-0.619600803,-1.174668704e-01,-1.214452804e+02,-1.155333756e+02,-1.221984793e+02,-1.162865746e+02,1.373038714e+03,1.530962399e+04
1107,1542.496522922766279604768808,1.497959054390e+00,-0.323179808,7.969168544232e-02,2.112051777,8.211628846e-02,-1.213631641e+02,-1.154512593e+02,-1.221981110e+02,-1.162862063e+02,1.373198097e+03,1.531156624e+04
1108,1544.118670054520289895367620,1.913463705097e+00,1.074117085,9.960932036139e-02,0.993214206,-1.087733521e-01,-1.214719374e+02,-1.155600327e+02,-1.221972339e+02,-1.162853292e+02,1.373397316e+03,1.531404463e+04
1109,1544.834608227519480110202936,2.764747956822e+00,-0.131791984,1.562546606157e-01,-3.039875023,3.108940295e-01,-1.211610434e+02,-1.152491386e+02,-1.221968978e+02,-1.162849930e+02,1.373709825e+03,1.531762397e+04
1110,1546.091197786313297886144802,2.658293554393e+00,0.143440039,1.617671812111e-01,2.077425474,1.569894152e-01,-1.210040540e+02,-1.150921492e+02,-1.221960559e+02,-1.162841511e+02,1.374033360e+03,1.532106270e+04
1111,1547.297581121406901368000415,5.030559886767e+00,0.210062465,3.031083936052e-01,0.026859130,-6.059981341e-01,-1.216100521e+02,-1.156981474e+02,-1.221951265e+02,-1.162832218e+02,1.374639576e+03,1.532756508e+04
1112,1547.806563801857567812332259,4.739987636292e+00,-1.178038757,2.853651588518e-01,-0.792931294,-4.005157307e-01,-1.220105678e+02,-1.160986631e+02,-1.221949341e+02,-1.162830294e+02,1.375210307e+03,1.533368985e+04
1113,1548.871348178725372883927952,1.454709306073e+00,-1.034852948,9.429084168211e-02,1.645190165,1.401637811e-02,-1.219965515e+02,-1.160846467e+02,-1.221948074e+02,-1.162829026e+02,1.375398888e+03,1.533556827e+04
1114,1551.273845326404526567957097,1.286294255220e+00,2.014703768,6.523973187140e-02,0.406900247,-1.198260772e-01,-1.221163775e+02,-1.162044728e+02,-1.221945003e+02,-1.162825956e+02,1.375529368e+03,1.533722664e+04
1115,1552.006872837670069396825301,3.357300941353e+00,0.740719926,1.826492493790e-01,2.716653755,3.328102839e-01,-1.217835673e+02,-1.158716625e+02,-1.221944634e+02,-1.162825587e+02,1.375894666e+03,1.534155303e+04
1116,1552.736105329803855130255030,2.597387072507e+00,-0.328798869,1.347482014822e-01,-0.909570611,-1.654936169e-01,-1.219490609e+02,-1.160371561e+02,-1.221942704e+02,-1.162823657e+02,1.376164163e+03,1.534489859e+04
1117,1554.156519109657777788806100,2.530102960163e+00,0.420626093,1.370045872500e-01,0.710957824,-2.076269409e-01,-1.221566878e+02,-1.162447831e+02,-1.221940463e+02,-1.162821416e+02,1.376438172e+03,1.534815451e+04
1118,1554.921285164991869748802058,2.265351802487e+00,-0.637121713,1.181100640462e-01,-2.438483356,1.801970827e-01,-1.219764907e+02,-1.160645860e+02,-1.221940280e+02,-1.162821232e+02,1.376674392e+03,1.535106829e+04
1119,1556.162987497552752345744614,1.768482523431e+00,-0.201082636,1.038021057252e-01,2.676460706,1.855488361e-01,-1.217909419e+02,-1.158790371e+02,-1.221938544e+02,-1.162819496e+02,1.376881996e+03,1.535334117e+04
1120,1557.394507017690490987832151,1.832535230680e+00,-0.026318600,1.083779051985e-01,0.986764206,-1.195174613e-01,-1.219104594e+02,-1.159985546e+02,-1.221935358e+02,-1.162816310e+02,1.377098752e+03,1.535569450e+04
1121,1558.339152852351962786385835,1.186075728554e+00,-0.144743295,6.662950801235e-02,1.538665901,-4.280932318e-03,-1.219147403e+02,-1.160028355e+02,-1.221933642e+02,-1.162814594e+02,1.377232011e+03,1.535721673e+04
1122,1559.781154390710235255259289,1.387686693227e+00,-0.096573874,8.497529399455e-02,2.376613630,1.226018246e-01,-1.217921385e+02,-1.158802337e+02,-1.221931066e+02,-1.162812019e+02,1.377401962e+03,1.535899606e+04
1123,1560.876475777809452139941141,1.325123922193e+00,0.095111842,7.781650401490e-02,-1.082197719,-7.305241141e-02,-1.218651909e+02,-1.159532861e+02,-1.221928252e+02,-1.162809205e+02,1.377557595e+03,1.536069398e+04
1124,1562.410153180194439680536055,1.412292723781e+00,1.160197175,6.940963048802e-02,2.414021871,1.036691376e-01,-1.217615217e+02,-1.158496170e+02,-1.221925036e+02,-1.162805989e+02,1.377696414e+03,1.536250182e+04
1125,1563.385400958495537267918371,2.908631568011e+00,0.819577748,1.425300980052e-01,3.030132668,2.832913302e-01,-1.214782304e+02,-1.155663257e+02,-1.221922348e+02,-1.162803300e+02,1.377981474e+03,1.536622276e+04
1126,1564.177940460431674820589900,4.405292324600e+00,-0.299925964,2.323585354626e-01,0.139477880,-4.602040731e-01,-1.219384345e+02,-1.160265297e+02,-1.221918730e+02,-1.162799683e+02,1.378446191e+03,1.537185548e+04
1127,1564.915788262260135930225976,2.712336004131e+00,-1.234458258,1.386608924334e-01,3.092612564,2.769891971e-01,-1.216614453e+02,-1.157495405e+02,-1.221917535e+02,-1.162798488e+02,1.378723513e+03,1.537532191e+04
1128,1566.266415601551516737195790,1.594082999619e+00,-0.707321263,9.743572610216e-02,-2.808040660,1.841311860e-01,-1.214773141e+02,-1.155654093e+02,-1.221912962e+02,-1.162793915e+02,1.378918385e+03,1.537735743e+04
1129,1567.623450717218105456669722,8.563182974202e-01,-0.634126946,5.026374442810e-02,-3.033651889,9.994242387e-02,-1.213773717e+02,-1.154654669e+02,-1.221906781e+02,-1.162787734e+02,1.379018912e+03,1.537844993e+04
1130,1569.022477804374074528560956,9.341443270864e-01,1.157933261,5.401807188382e-02,-0.289230459,-1.035487160e-01,-1.214809204e+02,-1.155690156e+02,-1.221899529e+02,-1.162780482e+02,1.379126948e+03,1.537964067e+04
1131,1570.509277866920837750153702,4.182143280665e+00,1.208483104,2.406024020849e-01,1.255001651,-1.494487135e-01,-1.216303691e+02,-1.157184644e+02,-1.221892817e+02,-1.162773770e+02,1.379608153e+03,1.538496651e+04
1132,1571.045381485538185056935902,4.620303615339e+00,0.035755686,2.495608278319e-01,1.091486468,-2.301783934e-01,-1.218605475e+02,-1.159486427e+02,-1.221890910e+02,-1.162771862e+02,1.380107275e+03,1.539084833e+04
1133,1571.845352088045338365385188,2.087151217506e+00,-1.225212741,1.090441100095e-01,-1.780371897,4.537211488e-02,-1.218151754e+02,-1.159032706e+02,-1.221889238e+02,-1.162770190e+02,1.380325363e+03,1.539350399e+04
1134,1573.806563330271403834712937,3.962391968383e+00,0.786077712,2.302370494552e-01,2.425412620,3.473443919e-01,-1.214678310e+02,-1.155559262e+02,-1.221884580e+02,-1.162765533e+02,1.380785837e+03,1.539853942e+04
1135,1574.230915429863777755373695,4.497144688654e+00,-0.317697049,2.626243253248e-01,0.776512160,-3.746924990e-01,-1.218425235e+02,-1.159306187e+02,-1.221882638e+02,-1.162763590e+02,1.381311086e+03,1.540425286e+04
