j,gamma,absF_K,argF_K,absG_K,argG_K,contrib,S_T,resid_T,S_T_cesaro,resid_cesaro,cum_abs_li,cum_abs_psi
12,56.44624769706339480436775948,2.632239830129e+00,0.298281721,4.029785544219e+00,-0.569934194,-6.785646949e+00,-1.023181472e+02,-9.640624241e+01,-5.839089941e+01,-5.247899466e+01,3.540717018e+02,3.851987182e+03
13,59.34704400260235307965364867,5.318231143817e+00,0.335561067,8.300058694298e+00,1.872320001,4.929827908e+00,-9.738831924e+01,-9.147641450e+01,-6.053799873e+01,-5.462609398e+01,3.706718192e+02,4.031205536e+03
14,60.83177852460980984425990182,4.652518726637e+00,-0.895664828,7.179793110094e+00,2.283861058,9.393393418e+00,-8.799492582e+01,-8.208302108e+01,-6.143741256e+01,-5.552550782e+01,3.850314054e+02,4.184163722e+03
15,65.11254404808160666087505425,2.964424899486e+00,0.691215841,4.044028102233e+00,0.189725849,-7.942923914e+00,-9.593784974e+01,-9.002594500e+01,-6.318341233e+01,-5.727150759e+01,3.931194616e+02,4.275216408e+03
16,67.07981052949417371447882890,3.911849763045e+00,-0.032093391,5.239224458638e+00,1.528045488,-4.478260414e-01,-9.638567578e+01,-9.047377104e+01,-6.414400996e+01,-5.823210522e+01,4.035979106e+02,4.391845811e+03
17,69.54640171117397925292685753,3.540356241430e+00,-0.234157050,4.745935020840e+00,-2.308877449,6.386791177e+00,-8.999888460e+01,-8.408697986e+01,-6.528752000e+01,-5.937561526e+01,4.130897806e+02,4.493655909e+03
18,72.06715767448190758252210797,2.387567747278e+00,-0.346939192,2.959195383741e+00,0.966193255,-3.364223752e+00,-9.336310836e+01,-8.745120361e+01,-6.615187100e+01,-6.023996626e+01,4.190081714e+02,4.559913804e+03
19,75.70469069908393316832691676,4.261820813102e+00,0.837897534,5.216747636562e+00,2.171665061,5.898673139e+00,-8.746443522e+01,-8.155253047e+01,-6.745934315e+01,-6.154743840e+01,4.294416666e+02,4.672501960e+03
20,77.14484006887480537268266486,5.107703925439e+00,-0.251658715,6.106130095594e+00,2.122028751,6.396018663e+00,-8.106841655e+01,-7.515651181e+01,-6.783280067e+01,-6.192089592e+01,4.416539268e+02,4.804917662e+03
21,79.33737502024936792276359288,2.778427457591e+00,-0.448029669,3.240458905760e+00,0.868044761,-4.188745240e+00,-8.525716179e+01,-7.934525705e+01,-6.819857469e+01,-6.228666994e+01,4.481348446e+02,4.874957058e+03
22,82.91038085408603018316483749,2.622914920498e+00,0.543141284,2.774378399271e+00,0.855126154,-3.640668691e+00,-8.889783049e+01,-8.298592574e+01,-6.893371099e+01,-6.302180625e+01,4.536836014e+02,4.938226961e+03
23,84.73549298051705010573531121,3.359560352306e+00,0.029818854,3.557394557316e+00,0.484708096,-6.295243669e+00,-9.519307415e+01,-8.928116941e+01,-6.936371683e+01,-6.345181209e+01,4.607983906e+02,5.017520775e+03
24,87.42527461312522940653166785,3.839438023884e+00,0.129603948,3.909116005384e+00,-0.012211414,-7.817649096e+00,-1.030107233e+02,-9.709881851e+01,-7.015839927e+01,-6.424649453e+01,4.686166226e+02,5.105352888e+03
25,88.80911120763446542368234808,3.183374021091e+00,-0.782274025,3.191405702153e+00,-0.604763798,-5.250733106e+00,-1.082614564e+02,-1.023495516e+02,-7.067030900e+01,-6.475840426e+01,4.749994340e+02,5.177041974e+03
26,92.49189927055848429625972524,2.129316379438e+00,0.455556464,2.018100744574e+00,1.128496935,-1.727569776e+00,-1.099890261e+02,-1.040771214e+02,-7.216709121e+01,-6.625518646e+01,4.790356355e+02,5.223084583e+03
27,94.65134404051988696659792582,4.479276776794e+00,0.389623320,4.165249510176e+00,-0.442734019,-7.527303599e+00,-1.175163297e+02,-1.116044250e+02,-7.302998841e+01,-6.711808366e+01,4.873661345e+02,5.317731143e+03
28,95.87063422824530975874102922,3.889881240033e+00,-0.749531712,3.565387318230e+00,2.739671356,6.562531091e+00,-1.109537986e+02,-1.050418939e+02,-7.359576916e+01,-6.768386441e+01,4.944969091e+02,5.398878544e+03
29,98.83119421819369223332442014,1.827463286778e+00,0.095632451,1.589228337249e+00,0.554510526,-2.702191207e+00,-1.136559898e+02,-1.077440851e+02,-7.471485598e+01,-6.880295124e+01,4.976753658e+02,5.435859560e+03
30,101.3178510057313912287854479,2.641126683434e+00,0.275311848,2.449510245554e+00,-2.674322513,4.373851768e+00,-1.092821381e+02,-1.033702333e+02,-7.567059314e+01,-6.975868840e+01,5.025743863e+02,5.487994365e+03
31,103.7255380404783394163984081,3.517725189825e+00,0.463868477,3.065885226368e+00,-0.633762779,-4.941011116e+00,-1.142231492e+02,-1.083112445e+02,-7.645078751e+01,-7.053888277e+01,5.087061567e+02,5.555821105e+03
32,105.4466230523260944936708324,3.790474901544e+00,-0.219901034,3.152357724354e+00,-2.686590230,5.663273467e+00,-1.085598757e+02,-1.026479710e+02,-7.706730271e+01,-7.115539796e+01,5.150108722e+02,5.627713979e+03
33,107.1686111842764075151233520,2.528750043241e+00,-0.970754940,2.127448411261e+00,1.446573473,-5.271970917e-01,-1.090870728e+02,-1.031751681e+02,-7.757332622e+01,-7.166142148e+01,5.192657690e+02,5.674905432e+03
34,111.0295355431696745246564503,4.652242329122e+00,1.457470840,3.704456243486e+00,0.842386529,-4.931993126e+00,-1.140190659e+02,-1.081071612e+02,-7.866918050e+01,-7.275727576e+01,5.266746815e+02,5.758706428e+03
35,111.8746591769926370856120787,5.538492064466e+00,-0.529535085,4.411340818776e+00,-2.235793210,5.444094637e+00,-1.085749713e+02,-1.026630666e+02,-7.893622063e+01,-7.302431589e+01,5.354973631e+02,5.857717840e+03
36,114.3202209154527127658909373,2.786200223832e+00,-0.107609843,2.145805186094e+00,0.632067059,-3.462505520e+00,-1.120374768e+02,-1.061255721e+02,-7.957025890e+01,-7.365835415e+01,5.397889735e+02,5.906461136e+03
37,116.2266803208575543821608043,2.152274992499e+00,-0.434584238,1.590538967413e+00,1.520230703,-1.607846529e-01,-1.121982615e+02,-1.062863567e+02,-8.010281676e+01,-7.419091202e+01,5.429700514e+02,5.943496591e+03
38,118.7907828659762173229791397,1.911618721559e+00,0.139654266,1.433196780718e+00,-0.184860137,-2.817555857e+00,-1.150158173e+02,-1.091039126e+02,-8.079559788e+01,-7.488369314e+01,5.458364450e+02,5.975680921e+03
39,121.3701250024206459189455330,3.452283688420e+00,0.786077411,2.589788990002e+00,-1.555279482,-8.036748406e-02,-1.150961848e+02,-1.091842801e+02,-8.152284154e+01,-7.561093680e+01,5.510160230e+02,6.032568934e+03
40,122.9468292935525882008174603,4.993671261200e+00,-0.063103633,3.729579822076e+00,0.468029126,-6.656995185e+00,-1.217531800e+02,-1.158412753e+02,-8.195339542e+01,-7.604149068e+01,5.584751826e+02,6.113801244e+03
41,124.2568185543457671847320080,3.546173985517e+00,-0.923207753,2.683233987707e+00,-1.105166348,-2.409467923e+00,-1.241626479e+02,-1.182507432e+02,-8.237298842e+01,-7.646108367e+01,5.638416506e+02,6.170878893e+03
42,127.5166838795964951242793238,2.265768589219e+00,0.398991513,1.703943204879e+00,1.216623997,-1.181903345e+00,-1.253445513e+02,-1.194326465e+02,-8.344130872e+01,-7.752940397e+01,5.672495370e+02,6.206415420e+03
43,129.5787041999560509857680339,3.586515036420e+00,0.588376438,2.599262373081e+00,-1.437787208,-6.894142034e-01,-1.260339655e+02,-1.201220607e+02,-8.410812614e+01,-7.819622140e+01,5.724480618e+02,6.261771530e+03
44,131.0876885309326567235663725,3.843253948826e+00,-0.343991275,2.787928059586e+00,-0.454956498,-5.008680843e+00,-1.310426463e+02,-1.251307416e+02,-8.459074534e+01,-7.867884059e+01,5.780239179e+02,6.320407457e+03
45,133.4977372029975864501304920,3.057262962922e+00,-0.008941148,2.024609439451e+00,1.734835954,6.612573891e-01,-1.303813889e+02,-1.244694842e+02,-8.542934638e+01,-7.951744164e+01,5.820731368e+02,6.366209582e+03
46,134.7565097533738713313260642,2.393379631478e+00,-0.845696739,1.543419775995e+00,-0.506536177,-2.699225813e+00,-1.330806147e+02,-1.271687100e+02,-8.584924741e+01,-7.993734267e+01,5.851599763e+02,6.401730863e+03
47,138.1160420545334432001915552,2.720045279167e+00,1.103264054,1.837789058569e+00,-2.330478995,2.531339028e+00,-1.305492757e+02,-1.246373710e+02,-8.699810240e+01,-8.108619766e+01,5.888355544e+02,6.441118411e+03
48,139.7362089521213889504500465,4.385246679653e+00,0.217766421,2.880393708684e+00,0.205831212,-5.639185484e+00,-1.361884612e+02,-1.302765565e+02,-8.750305506e+01,-8.159115031e+01,5.945963418e+02,6.503882621e+03
49,141.1237074040211237619403538,3.670303725321e+00,-0.526480272,2.332065508714e+00,-0.204363819,-4.567071813e+00,-1.407555330e+02,-1.348436283e+02,-8.798171967e+01,-8.206981493e+01,5.992604729e+02,6.555897679e+03
50,143.1118458076206327394051239,1.710430258546e+00,-0.562043605,1.012922945411e+00,2.128956238,1.072941213e+00,-1.396825918e+02,-1.337706871e+02,-8.871486405e+01,-8.280295931e+01,6.012863188e+02,6.579800927e+03
51,146.0009824867655185474025076,2.303497498420e+00,0.671587195,1.413609354365e+00,-0.687385548,-2.185178752e+00,-1.418677706e+02,-1.359558658e+02,-8.972343762e+01,-8.381153288e+01,6.041135375e+02,6.611355274e+03
52,147.4227653425596020495211850,2.859052238405e+00,-0.019947370,1.783062570274e+00,-0.600126508,-2.942995328e+00,-1.448107659e+02,-1.388988611e+02,-9.022633090e+01,-8.431442616e+01,6.076796626e+02,6.650142151e+03
53,150.0535204207848803514324672,4.183444681821e+00,0.855434927,2.324715720421e+00,-1.008966757,-2.476916812e+00,-1.472876827e+02,-1.413757779e+02,-9.118331131e+01,-8.527140657e+01,6.123290940e+02,6.705901181e+03
54,150.9252576122414667618525247,4.813127902131e+00,-0.921666226,2.825617321197e+00,2.806713263,5.337308306e+00,-1.419503744e+02,-1.360384696e+02,-9.150736752e+01,-8.559546278e+01,6.179803287e+02,6.769682408e+03
55,153.0246938111988961982565443,1.994960109872e+00,-0.530867134,1.224077367255e+00,0.897653856,-1.526292408e+00,-1.434766668e+02,-1.375647621e+02,-9.219942494e+01,-8.628752020e+01,6.204284834e+02,6.795755958e+03
56,156.1129092942378675697501893,3.064626848438e+00,1.060804678,1.892407394035e+00,1.183652216,-1.428939528e+00,-1.449056063e+02,-1.389937016e+02,-9.321378803e+01,-8.730188328e+01,6.242132982e+02,6.835017408e+03
57,157.5975918175940598875305032,4.534581236735e+00,0.223123427,2.647557547230e+00,1.931760770,1.870111216e+00,-1.430354951e+02,-1.371235904e+02,-9.370076209e+01,-8.778885734e+01,6.295084133e+02,6.892563416e+03
58,158.8499881714204987241749948,3.695824416174e+00,-0.581978416,2.142995483042e+00,-0.373088314,-3.991141015e+00,-1.470266361e+02,-1.411147314e+02,-9.408972428e+01,-8.817781954e+01,6.337944043e+02,6.939095421e+03
59,161.1889641375960275194373441,2.326914178765e+00,-0.123801215,1.330688449369e+00,0.957477645,-1.531847162e+00,-1.485584833e+02,-1.426465785e+02,-9.485787963e+01,-8.894597488e+01,6.364557812e+02,6.967967148e+03
60,163.0307096871819872433110390,1.578837262275e+00,-0.124508002,8.103466370102e-01,1.339261856,-3.719026208e-01,-1.489303859e+02,-1.430184812e+02,-9.546453127e+01,-8.955262653e+01,6.380764744e+02,6.987335634e+03
61,165.5370691879004188300389194,2.489035739662e+00,0.652037064,1.377854985714e+00,-0.993861587,-1.503122370e+00,-1.504335083e+02,-1.445216035e+02,-9.627404574e+01,-9.036214099e+01,6.408321844e+02,7.017407728e+03
62,167.1844399781745134409577562,2.767822697631e+00,0.178453043,1.406664122648e+00,2.391960659,2.059186537e+00,-1.483743217e+02,-1.424624170e+02,-9.680771213e+01,-9.089580739e+01,6.436455127e+02,7.050518572e+03
63,169.0945154155688214895058712,4.775631091046e+00,0.240509504,2.442644224091e+00,-2.473622353,3.835344529e+00,-1.445389772e+02,-1.386270725e+02,-9.739020361e+01,-9.147829886e+01,6.485308011e+02,7.107003051e+03
64,169.9119764794116989666998436,4.012936308934e+00,-1.554622053,2.086518411329e+00,0.558142790,-3.539737480e+00,-1.480787147e+02,-1.421668099e+02,-9.761704039e+01,-9.170513565e+01,6.527038379e+02,7.154238296e+03
65,173.4115365195915529598461186,2.103837635583e+00,0.953177652,1.072776850410e+00,1.284669885,-6.055573769e-01,-1.486842721e+02,-1.427723673e+02,-9.863539051e+01,-9.272348577e+01,6.548493916e+02,7.178502286e+03
66,174.7541915233657258133787625,3.273611060004e+00,0.351133949,1.688188493758e+00,0.416272279,-3.088043205e+00,-1.517723153e+02,-1.458604105e+02,-9.901992138e+01,-9.310801664e+01,6.582257686e+02,7.215967436e+03
67,176.4414342977104188888926411,2.789626626553e+00,-0.330547722,1.400044976857e+00,-2.230165319,1.715386177e+00,-1.500569291e+02,-1.441450244e+02,-9.952437260e+01,-9.361246785e+01,6.610258586e+02,7.247588285e+03
68,178.3774077760999772858309354,2.875394739292e+00,-0.017302316,1.468099878511e+00,-0.185314227,-2.885927323e+00,-1.529428564e+02,-1.470309517e+02,-1.000728147e+02,-9.416091000e+01,6.639620583e+02,7.279827592e+03
69,179.9164840202569961393400366,2.406303260073e+00,-0.695492573,1.237850088569e+00,1.458740266,-2.768370072e-01,-1.532196934e+02,-1.473077887e+02,-1.005250858e+02,-9.461318110e+01,6.664377585e+02,7.306576590e+03
70,182.2070784843664619154070372,1.373746643860e+00,0.006252665,6.441035991150e-01,2.400906216,9.507040336e-01,-1.522689894e+02,-1.463570846e+02,-1.011875298e+02,-9.527562504e+01,6.677259657e+02,7.321655486e+03
71,184.8744678483875088009606466,5.684934757383e+00,1.381019676,2.775666785625e+00,3.089365981,5.543764313e+00,-1.467252251e+02,-1.408133203e+02,-1.019245388e+02,-9.601263402e+01,6.732772993e+02,7.383155715e+03
72,185.5987836777074714665277043,6.855799815898e+00,-0.432185707,3.338891022045e+00,-1.464575929,-7.079835769e-01,-1.474332087e+02,-1.415213039e+02,-1.020993774e+02,-9.618747270e+01,6.799550813e+02,7.457033048e+03
73,187.2289225835018519916415406,2.580587880110e+00,-0.950853449,1.198066765619e+00,1.672641833,2.436137745e-01,-1.471895949e+02,-1.412776901e+02,-1.024940838e+02,-9.658217904e+01,6.823512149e+02,7.484599060e+03
74,189.4161586560169370848522891,1.440209414929e+00,-0.135128626,6.615676732927e-01,1.418923923,-2.001761521e-01,-1.473897710e+02,-1.414778663e+02,-1.030101941e+02,-9.709828935e+01,6.836743502e+02,7.499805827e+03
75,192.0266563607137865472836314,2.356861942632e+00,0.855687050,1.024315920501e+00,0.708251984,-1.555936154e+00,-1.489457072e+02,-1.430338024e+02,-1.036135103e+02,-9.770160551e+01,6.857229820e+02,7.524352968e+03
76,193.0797266038457040474022058,2.912908203575e+00,-0.225362579,1.297357344100e+00,1.635980990,1.690158511e-01,-1.487766913e+02,-1.428647866e+02,-1.038607552e+02,-9.794885046e+01,6.883176967e+02,7.554525965e+03
77,195.2653966795292353214631878,2.898709594824e+00,0.444741359,1.364961463455e+00,1.155932210,-1.100337961e+00,-1.498770293e+02,-1.439651246e+02,-1.043635141e+02,-9.845160937e+01,6.910476197e+02,7.584215800e+03
78,196.8764818409583169486222639,3.498929528012e+00,-0.239527794,1.591774687784e+00,-2.535903592,2.617227746e+00,-1.472598016e+02,-1.413478968e+02,-1.047359616e+02,-9.882405684e+01,6.942311690e+02,7.619760081e+03
79,198.0153096762519124249199187,2.426504985605e+00,-1.018486397,1.104766714436e+00,-0.067299625,-2.204531564e+00,-1.494643331e+02,-1.435524284e+02,-1.049805252e+02,-9.906862042e+01,6.964407025e+02,7.644268246e+03
80,201.2647519437037887330161334,2.304815788650e+00,0.993078659,1.035502948578e+00,2.811244953,1.959025814e+00,-1.475053073e+02,-1.415934026e+02,-1.056987213e+02,-9.978681655e+01,6.985117084e+02,7.667171487e+03
81,202.4935945141405342776866606,3.391138056613e+00,0.371340067,1.487542850937e+00,0.388534676,-2.753338182e+00,-1.502586455e+02,-1.443467407e+02,-1.059524267e+02,-1.000405219e+02,7.014867941e+02,7.700665149e+03
82,204.1896718031045543307164384,3.505496745067e+00,-0.139167284,1.504104410627e+00,-1.924511719,1.042000129e+00,-1.492166454e+02,-1.433047406e+02,-1.063204510e+02,-1.004085463e+02,7.044950029e+02,7.735000720e+03
83,205.3946972021632860252123794,2.604690249749e+00,-0.799084825,1.118185928027e+00,1.573983467,7.127619376e-03,-1.492095177e+02,-1.432976130e+02,-1.065721177e+02,-1.006602130e+02,7.067313747e+02,7.760363412e+03
84,207.9062588878062098615019679,1.715516073335e+00,0.124269121,7.244790915242e-01,-0.554655864,-1.231732879e+00,-1.504412506e+02,-1.445293459e+02,-1.070871886e+02,-1.011752838e+02,7.081803329e+02,7.776866141e+03
85,209.5765097168562598528356443,1.808641167525e+00,0.059151460,7.539317194353e-01,-2.636844758,1.319827465e+00,-1.491214231e+02,-1.432095184e+02,-1.074327052e+02,-1.015208004e+02,7.096881964e+02,7.794126044e+03
86,211.6908625953653075639074867,2.388465358939e+00,0.784016641,1.019766699677e+00,2.256037540,1.290738685e+00,-1.478306845e+02,-1.419187797e+02,-1.078490890e+02,-1.019371843e+02,7.117277298e+02,7.816691567e+03
87,213.3479193597126661906391220,3.635201082596e+00,0.142928291,1.523625737477e+00,-0.784968693,-2.155657376e+00,-1.499863418e+02,-1.440744371e+02,-1.081596230e+02,-1.022477182e+02,7.147749812e+02,7.850769136e+03
88,214.5470447834914232229442011,3.450866294093e+00,-0.523982941,1.437339412619e+00,2.623685513,2.497685334e+00,-1.474886565e+02,-1.415767518e+02,-1.083933968e+02,-1.024814921e+02,7.176496601e+02,7.882937887e+03
89,216.1695385082637002658695634,1.774038859587e+00,-1.024419906,7.264935580843e-01,-0.700576118,-1.110766390e+00,-1.485994229e+02,-1.426875182e+02,-1.086868323e+02,-1.027749276e+02,7.191026472e+02,7.899351238e+03
90,219.0675963490213789856772566,1.746506648829e+00,1.140398310,6.823332243519e-01,-2.302852207,9.121433465e-01,-1.476872796e+02,-1.417753748e+02,-1.092148383e+02,-1.033029335e+02,7.204673136e+02,7.915296099e+03
91,220.7149188393140033691155926,5.716983078760e+00,0.777723536,2.318772023269e+00,1.229181308,-1.553620026e+00,-1.492408996e+02,-1.433289948e+02,-1.095019802e+02,-1.035900755e+02,7.251048577e+02,7.967100169e+03
92,221.4307055546933387320974751,5.319155679026e+00,-0.954815390,2.157207588080e+00,2.931559802,4.219601873e+00,-1.450212977e+02,-1.391093930e+02,-1.096304384e+02,-1.037185337e+02,7.294192728e+02,8.015143546e+03
93,224.0070002546043352117288755,2.381471221796e+00,0.349350992,8.536706302717e-01,2.240197508,1.059433438e+00,-1.439618643e+02,-1.380499595e+02,-1.100374672e+02,-1.041255624e+02,7.311266141e+02,8.036405954e+03
94,224.9833246695822875037825237,2.424170268926e+00,-0.943710174,9.096331293520e-01,1.806803782,4.253856250e-01,-1.435364786e+02,-1.376245739e+02,-1.101846835e+02,-1.042727787e+02,7.329458804e+02,8.057955667e+03
95,227.4214442796792913104614362,1.381258125924e+00,0.227008738,5.194969929524e-01,-1.006028468,-5.560900890e-01,-1.440925687e+02,-1.381806640e+02,-1.105422384e+02,-1.046303337e+02,7.339848743e+02,8.070102755e+03
96,229.3374133055253481077600833,1.811283307671e+00,0.512440601,6.668622094319e-01,0.630332964,-1.077424330e+00,-1.451699931e+02,-1.392580883e+02,-1.108225302e+02,-1.049106255e+02,7.353185988e+02,8.085898504e+03
97,231.2501887004991647738061868,5.361299266615e+00,0.849663488,2.034007475100e+00,2.370359452,2.916976829e+00,-1.422530162e+02,-1.363411115e+02,-1.111066337e+02,-1.051947290e+02,7.393866137e+02,8.132266328e+03
98,231.9872352531802486037716685,5.973480885919e+00,-0.900725909,2.327559642799e+00,-1.950828456,1.726817927e+00,-1.405261983e+02,-1.346142936e+02,-1.112055889e+02,-1.052936841e+02,7.440417330e+02,8.183764541e+03
99,233.6934041789083006407044947,1.230053979880e+00,-1.057305247,3.804268387847e-01,2.592199843,6.488877705e-01,-1.398773105e+02,-1.339654058e+02,-1.114196553e+02,-1.055077505e+02,7.448025867e+02,8.194291586e+03
100,236.5242296658162058024755080,1.578598684114e+00,0.694672044,5.504375892887e-01,-0.486781519,-9.730008057e-01,-1.408503113e+02,-1.349384066e+02,-1.117602490e+02,-1.058483442e+02,7.459034619e+02,8.207639854e+03
101,237.7698204809252040032366259,2.161983440176e+00,0.235834556,7.445709089633e-01,-2.484328184,1.178903651e+00,-1.396714077e+02,-1.337595029e+02,-1.119126414e+02,-1.060007366e+02,7.473926037e+02,8.225825321e+03
102,239.5554775733276287402689320,2.711171930874e+00,0.050652965,1.004117485083e+00,3.074732154,2.003747909e+00,-1.376676598e+02,-1.317557550e+02,-1.121195564e+02,-1.062076517e+02,7.494008386e+02,8.248460284e+03
103,241.0491577962165864128379214,2.411549797112e+00,-0.129496654,8.432863842806e-01,-1.559967193,-1.826376510e-02,-1.376859235e+02,-1.317740188e+02,-1.122778673e+02,-1.063659625e+02,7.510874114e+02,8.268469011e+03
104,242.8232719342226000168264745,2.476139038854e+00,-0.304990300,9.016030564098e-01,-2.417648381,1.350960388e+00,-1.363349632e+02,-1.304230584e+02,-1.124635035e+02,-1.065515987e+02,7.528906175e+02,8.288863535e+03
105,244.0708984970781582368165280,1.845597658176e+00,-0.856544500,6.812368973636e-01,1.739810369,2.291824279e-01,-1.361057807e+02,-1.301938760e+02,-1.125855281e+02,-1.066736234e+02,7.542530913e+02,8.303986951e+03
106,247.1369900748974994675509682,2.397324364849e+00,1.388501798,7.999610518119e-01,2.402314729,1.182270843e+00,-1.349235099e+02,-1.290116051e+02,-1.128773309e+02,-1.069654261e+02,7.558530134e+02,8.323387675e+03
107,248.1019900601484592567621421,3.924976256389e+00,0.170011028,1.357767139064e+00,1.940485336,9.811916983e-01,-1.339423182e+02,-1.280304134e+02,-1.129630801e+02,-1.070511754e+02,7.585685477e+02,8.355027617e+03
108,249.5736896447072091923297942,3.905513580481e+00,-0.254324840,1.461531849643e+00,2.983259294,2.886500377e+00,-1.310558178e+02,-1.251439131e+02,-1.130867916e+02,-1.071748869e+02,7.614916114e+02,8.386325017e+03
109,251.0149477950160011429541551,2.659932657933e+00,-0.851950324,1.000640496883e+00,-2.902257154,1.944235908e+00,-1.291115819e+02,-1.231996772e+02,-1.131899648e+02,-1.072780601e+02,7.634928924e+02,8.407518385e+03
110,253.0699867479994771945990138,1.732457954633e+00,-0.151952478,6.552894591547e-01,1.114498977,-5.774768536e-01,-1.296890588e+02,-1.237771540e+02,-1.133192553e+02,-1.074073505e+02,7.648034713e+02,8.421209884e+03
111,255.3062564549140227530864918,2.243437381067e+00,0.638874167,7.755279365032e-01,1.344528418,-3.479671818e-01,-1.300370259e+02,-1.241251212e+02,-1.134626411e+02,-1.075507364e+02,7.663545272e+02,8.438784321e+03
112,256.3807136944344777893583823,2.563724762172e+00,-0.169014352,8.919003746238e-01,2.884482757,1.725165311e+00,-1.283118606e+02,-1.223999559e+02,-1.135321021e+02,-1.076201974e+02,7.681383279e+02,8.458783631e+03
113,258.6104394915313682089830586,3.155239882774e+00,0.590899315,1.127302993077e+00,3.016142390,2.236888008e+00,-1.260749726e+02,-1.201630679e+02,-1.136595324e+02,-1.077476277e+02,7.703929339e+02,8.483185062e+03
114,259.8744069896780003506728446,4.490631399059e+00,0.043195375,1.546626362071e+00,1.127142168,-1.327756214e+00,-1.274027288e+02,-1.214908241e+02,-1.137199182e+02,-1.078080135e+02,7.734861866e+02,8.517744993e+03
115,260.8050845045968701859312335,1.920804642973e+00,-1.475040559,5.017853608822e-01,-0.272657893,-9.664973635e-01,-1.283692262e+02,-1.224573215e+02,-1.137687450e+02,-1.078568403e+02,7.744897574e+02,8.532474769e+03
116,263.5738939048701322330815881,8.066779422712e-01,-0.005597892,2.430333793073e-01,1.529800315,-1.992121747e-02,-1.283891474e+02,-1.224772427e+02,-1.139221212e+02,-1.080102164e+02,7.749758241e+02,8.538595831e+03
117,265.5578518388763202924773090,2.463192783622e+00,0.791336884,7.619701148698e-01,-1.434196299,-2.075234863e-01,-1.285966709e+02,-1.226847662e+02,-1.140302030e+02,-1.081182982e+02,7.764997644e+02,8.557146871e+03
118,266.6149737815010724957201130,4.053564621842e+00,-0.102177781,1.350067725107e+00,-0.207985547,-2.641944461e+00,-1.312386154e+02,-1.253267106e+02,-1.140879587e+02,-1.081760539e+02,7.791998998e+02,8.587554431e+03
119,267.9219150828240594403789672,2.967113248464e+00,-0.609652235,1.024374841082e+00,-1.496066039,-1.529611896e-01,-1.313915766e+02,-1.254796718e+02,-1.141716207e+02,-1.082597160e+02,7.812486495e+02,8.609703471e+03
120,269.9704490239976025946935053,2.122570885075e+00,0.099618693,7.364153921517e-01,2.444915537,1.129629724e+00,-1.302619468e+02,-1.243500421e+02,-1.143022857e+02,-1.083903809e+02,7.827214803e+02,8.625427905e+03
121,271.4940556416449990181794168,1.823250817310e+00,-0.484451632,6.127839927861e-01,-2.375916940,8.835294082e-01,-1.293784174e+02,-1.234665127e+02,-1.143918502e+02,-1.084799455e+02,7.839470483e+02,8.638859115e+03
