j,gamma,absF_K,argF_K,absG_K,argG_K,contrib,S_T,resid_T,S_T_cesaro,resid_cesaro,cum_abs_li,cum_abs_psi
1506,1987.873473360724317378890268,7.571463650825e+00,1.018535375,2.800090614467e+00,-0.855090854,-3.674558640e+00,-1.190007276e+03,-8.268472520e+02,-1.215310015e+03,-8.521499912e+02,1.609573866e+04,2.269584048e+05
1507,1988.251876807355766020764750,7.957744264523e+00,-0.653694559,3.017717186454e+00,-2.049114093,2.778028298e+00,-1.187229248e+03,-8.240692237e+02,-1.215305199e+03,-8.521451756e+02,1.610177410e+04,2.270384524e+05
1508,1989.702002708021618926462623,3.552792248115e+00,-0.019967679,1.377634692413e+00,0.205017490,-2.697566946e+00,-1.189926815e+03,-8.267667907e+02,-1.215284737e+03,-8.521247134e+02,1.610452937e+04,2.270741642e+05
1509,1990.478352526426991646736489,3.122926644258e+00,-0.590467370,1.208881344989e+00,1.429600814,-3.402440809e-01,-1.190267059e+03,-8.271070348e+02,-1.215274847e+03,-8.521148230e+02,1.610694713e+04,2.271055429e+05
1510,1992.001706393527902715477357,2.439563774538e+00,0.130037485,8.705178095113e-01,-1.340507298,-3.974069310e-01,-1.190664466e+03,-8.275044417e+02,-1.215255723e+03,-8.520956986e+02,1.610868817e+04,2.271300365e+05
1511,1992.784987875157572781736552,2.971523174583e+00,-0.422329065,1.020027638499e+00,0.059673740,-2.036424082e+00,-1.192700890e+03,-8.295408658e+02,-1.215246057e+03,-8.520860328e+02,1.611072822e+04,2.271598593e+05
1512,1993.577493138259984639429090,1.771525779144e+00,-0.968874869,6.042213739602e-01,1.624647465,6.504456881e-02,-1.192635845e+03,-8.294758212e+02,-1.215237094e+03,-8.520770705e+02,1.611193666e+04,2.271776316e+05
1513,1995.168739611888537748106731,1.233954332102e+00,0.178540470,4.653153557885e-01,0.627469396,-7.533602756e-01,-1.193389205e+03,-8.302291815e+02,-1.215219069e+03,-8.520590448e+02,1.611286730e+04,2.271900010e+05
1514,1996.796176966188206905323362,2.298262176539e+00,1.744069346,6.393913606233e-01,0.886290903,-8.085614303e-01,-1.194197767e+03,-8.310377429e+02,-1.215201277e+03,-8.520412530e+02,1.611414608e+04,2.272130205e+05
1515,1997.390914059611449311914753,4.727362716817e+00,0.217572324,1.641975491731e+00,-2.431848596,2.490971015e+00,-1.191706796e+03,-8.285467719e+02,-1.215195023e+03,-8.520349990e+02,1.611743003e+04,2.272603559e+05
1516,1998.279006925984822422162111,3.520435384575e+00,-0.212585708,1.246387392625e+00,0.949038501,-1.451953862e+00,-1.193158750e+03,-8.299987258e+02,-1.215184584e+03,-8.520245602e+02,1.611992280e+04,2.272955906e+05
1517,1999.545764176267588903843297,3.508924819339e+00,0.259198721,1.232756682133e+00,-0.279381850,-2.369915756e+00,-1.195528665e+03,-8.323686415e+02,-1.215170630e+03,-8.520106063e+02,1.612238832e+04,2.273306878e+05
1518,2000.434515302432246776894336,5.768378693428e+00,-0.222931579,2.079835348746e+00,3.062596280,4.146698385e+00,-1.191381967e+03,-8.282219431e+02,-1.215161904e+03,-8.520018798e+02,1.612654799e+04,2.273883591e+05
1519,2000.929620689184555144098126,3.757428367416e+00,-2.198799124,1.348011575927e+00,-2.675251370,2.408139911e+00,-1.188973827e+03,-8.258138032e+02,-1.215156020e+03,-8.519959958e+02,1.612924401e+04,2.274259159e+05
1520,2002.896408374361740688187683,7.953928536879e-01,0.048044876,2.609662439639e-01,-1.914740325,1.759970501e-01,-1.188797830e+03,-8.256378062e+02,-1.215130309e+03,-8.519702856e+02,1.612976594e+04,2.274338583e+05
1521,2004.139669233270134958655819,2.141937937385e+00,0.770781228,7.777070887570e-01,3.109857824,1.554631015e+00,-1.187243199e+03,-8.240831751e+02,-1.215113974e+03,-8.519539503e+02,1.613132136e+04,2.274552335e+05
1522,2005.077848124098759130623273,2.862361111268e+00,0.387827798,9.901850993826e-01,1.127316036,-8.497484891e-01,-1.188092948e+03,-8.249329236e+02,-1.215100933e+03,-8.519409096e+02,1.613330173e+04,2.274837846e+05
1523,2005.900934885785710899243467,2.542856268642e+00,-0.072882273,8.681344644982e-01,-2.946089235,1.703193005e+00,-1.186389755e+03,-8.232297306e+02,-1.215089851e+03,-8.519298273e+02,1.613503800e+04,2.275091383e+05
1524,2007.125180170301125895340904,1.439101717216e+00,0.030614584,4.075141641821e-01,0.765590362,-5.876137324e-01,-1.186977368e+03,-8.238173444e+02,-1.215072346e+03,-8.519123217e+02,1.613585303e+04,2.275234783e+05
1525,2008.418240330262271679373576,2.733410539878e+00,0.509089677,8.892711963526e-01,-0.049682338,-1.776347825e+00,-1.188753716e+03,-8.255936922e+02,-1.215054257e+03,-8.518942336e+02,1.613763157e+04,2.275506978e+05
1526,2009.176634122949589834428979,3.560364528760e+00,-0.133874634,1.190479206809e+00,0.803445355,-1.652935219e+00,-1.190406651e+03,-8.272466274e+02,-1.215044330e+03,-8.518843060e+02,1.614001253e+04,2.275861388e+05
1527,2010.153324767559326408443163,3.651288999207e+00,-0.553046198,1.352156753597e+00,-0.542695513,-2.315756950e+00,-1.192722408e+03,-8.295623844e+02,-1.215032359e+03,-8.518723351e+02,1.614271684e+04,2.276224673e+05
1528,2011.020705073650057571084117,2.533868491263e+00,-1.081855237,9.867124357293e-01,2.330577991,1.359222372e+00,-1.191363186e+03,-8.282031620e+02,-1.215022736e+03,-8.518627125e+02,1.614469026e+04,2.276476671e+05
1529,2012.538935477421745332358319,1.152933584731e+00,-0.575222065,4.620243638758e-01,-0.809906656,-6.371926200e-01,-1.192000379e+03,-8.288403546e+02,-1.215004888e+03,-8.518448641e+02,1.614561431e+04,2.276591246e+05
1530,2013.872097713990826264798871,1.381680319066e+00,0.219132894,5.342427378195e-01,-0.550152565,-9.108248539e-01,-1.192911203e+03,-8.297511795e+02,-1.214989659e+03,-8.518296354e+02,1.614668280e+04,2.276728462e+05
1531,2015.186728608706282909592180,3.261400290435e+00,1.045480672,1.211697337287e+00,-0.513761118,-2.110539867e+00,-1.195021743e+03,-8.318617193e+02,-1.214975256e+03,-8.518152322e+02,1.614910619e+04,2.277052145e+05
1532,2016.029638032375393523384100,5.263763138854e+00,0.553357541,1.823928772329e+00,1.977697030,1.443694300e+00,-1.193578049e+03,-8.304180250e+02,-1.214966913e+03,-8.518068896e+02,1.615275405e+04,2.277574336e+05
1533,2016.800075655845732537992644,6.277644975648e+00,-0.100346951,2.112665597083e+00,3.056907458,4.210189091e+00,-1.189367860e+03,-8.262078359e+02,-1.214958743e+03,-8.517987188e+02,1.615697938e+04,2.278196871e+05
1534,2017.386767251961558011384640,3.236779765204e+00,-1.866060703,9.721521214620e-01,-0.801381203,-1.352682074e+00,-1.190720542e+03,-8.275605180e+02,-1.214951300e+03,-8.517912765e+02,1.615892369e+04,2.278517759e+05
1535,2019.264600216064099761394157,1.746963758478e+00,0.506583156,4.968764601220e-01,-1.240787917,-3.220266119e-01,-1.191042569e+03,-8.278825446e+02,-1.214928767e+03,-8.517687429e+02,1.615991744e+04,2.278690789e+05
1536,2019.884367139755293053501543,2.167666593935e+00,-0.853933489,7.105225980869e-01,2.385465570,1.033808538e+00,-1.190008760e+03,-8.268487361e+02,-1.214921438e+03,-8.517614139e+02,1.616133848e+04,2.278905422e+05
1537,2021.196042768892788024379584,1.258469832279e+00,-0.148346403,4.261847969637e-01,2.209762291,5.083240119e-01,-1.189500436e+03,-8.263404121e+02,-1.214905270e+03,-8.517452465e+02,1.616219085e+04,2.279029949e+05
1538,2022.545617684688266029969869,1.574358611229e+00,0.710441979,5.296034848791e-01,2.891424562,1.026234727e+00,-1.188474201e+03,-8.253141773e+02,-1.214888319e+03,-8.517282948e+02,1.616325006e+04,2.279185630e+05
1539,2023.572911777100747848271680,2.582469520477e+00,0.385305674,9.211554470923e-01,2.559455003,1.538862496e+00,-1.186935339e+03,-8.237753149e+02,-1.214874909e+03,-8.517148853e+02,1.616509237e+04,2.279440868e+05
1540,2024.488262157951250297378692,2.550380097326e+00,-0.073463144,9.346404514392e-01,0.078390460,-1.863540418e+00,-1.188798879e+03,-8.256388553e+02,-1.214862277e+03,-8.517022527e+02,1.616696165e+04,2.279692821e+05
1541,2025.878906202481560989771901,3.320837443305e+00,0.693855565,1.226606609644e+00,1.372873950,-4.823819260e-01,-1.189281261e+03,-8.261212372e+02,-1.214844386e+03,-8.516843617e+02,1.616941487e+04,2.280020663e+05
1542,2026.738258912152097653909175,4.627825209134e+00,0.144575257,1.678251268394e+00,-2.204245603,1.986809036e+00,-1.187294452e+03,-8.241344282e+02,-1.214833547e+03,-8.516735228e+02,1.617277137e+04,2.280477340e+05
1543,2027.573317055997542412336868,4.410640147958e+00,-0.398022612,1.622131537698e+00,0.101474343,-3.227574246e+00,-1.190522026e+03,-8.273620024e+02,-1.214822205e+03,-8.516621808e+02,1.617601563e+04,2.280912406e+05
1544,2028.582459354039951631889668,2.955450500068e+00,-1.038380258,1.053781438852e+00,-0.966946951,-1.196706466e+00,-1.191718733e+03,-8.285587089e+02,-1.214810116e+03,-8.516500924e+02,1.617812319e+04,2.281203787e+05
1545,2029.385479550966647379168453,1.499668825484e+00,-1.573316067,5.241704690191e-01,0.762978327,-7.577208752e-01,-1.192476454e+03,-8.293164297e+02,-1.214800979e+03,-8.516409552e+02,1.617917154e+04,2.281351582e+05
1546,2031.750550690618736964454253,1.882331104717e+00,1.912961610,5.829356056689e-01,-2.338559650,8.097299259e-01,-1.191666724e+03,-8.285066998e+02,-1.214774992e+03,-8.516149682e+02,1.618033741e+04,2.281536874e+05
1547,2032.420780856286430224698595,4.308480886588e+00,0.914702786,1.347859554809e+00,2.777622064,2.519124474e+00,-1.189147599e+03,-8.259875753e+02,-1.214767372e+03,-8.516073478e+02,1.618303313e+04,2.281960849e+05
1548,2033.017892745669815810169571,3.549463993342e+00,-0.605240477,1.097183054543e+00,-0.495113759,-1.930854920e+00,-1.191078454e+03,-8.279184303e+02,-1.214759847e+03,-8.515998231e+02,1.618522749e+04,2.282310031e+05
1549,2034.554828788956165086574179,4.215780106950e+00,0.816450644,1.422747978419e+00,-1.937271258,1.019617101e+00,-1.190058837e+03,-8.268988132e+02,-1.214741958e+03,-8.515819338e+02,1.618807299e+04,2.282724449e+05
1550,2035.077440096304077976093505,4.100509042543e+00,-0.983677456,1.382048942560e+00,-0.667726365,-2.170456823e+00,-1.192229294e+03,-8.290692700e+02,-1.214735619e+03,-8.515755951e+02,1.619083709e+04,2.283127432e+05
1551,2036.527526483370326716540931,2.370844581953e+00,0.085998739,7.549426048441e-01,2.115712464,7.826435260e-01,-1.191446650e+03,-8.282866265e+02,-1.214719594e+03,-8.515595697e+02,1.619234697e+04,2.283360264e+05
1552,2037.217111094340891563124567,1.952672660582e+00,-0.842538049,6.013849550325e-01,1.357528147,-2.545724596e-01,-1.191701223e+03,-8.285411989e+02,-1.214711716e+03,-8.515516920e+02,1.619354974e+04,2.283551964e+05
1553,2038.841738250867750155856596,2.234099383557e+00,0.515902606,7.320168416321e-01,1.232340672,-4.861042118e-01,-1.192187327e+03,-8.290273031e+02,-1.214693380e+03,-8.515333564e+02,1.619501377e+04,2.283771118e+05
1554,2039.443218740104451849519992,1.901898470888e+00,-0.745535280,5.739029717507e-01,-1.561748064,-1.038550845e-02,-1.192197713e+03,-8.290376886e+02,-1.214686743e+03,-8.515267188e+02,1.619616158e+04,2.283957629e+05
1555,2040.839119673138223887824763,1.219159424027e+00,0.409957073,4.372788235006e-01,0.345186310,-8.229696137e-01,-1.193020682e+03,-8.298606583e+02,-1.214671361e+03,-8.515113367e+02,1.619703614e+04,2.284077105e+05
1556,2042.344586250604208897862196,2.742796668409e+00,1.173143603,1.033645060914e+00,-2.696460836,1.865840794e+00,-1.191154841e+03,-8.279948175e+02,-1.214655401e+03,-8.514953774e+02,1.619910343e+04,2.284345698e+05
1557,2043.217116563323964478921317,4.383307622115e+00,0.624532462,1.608515403996e+00,0.242665137,-3.122775073e+00,-1.194277616e+03,-8.311175925e+02,-1.214645366e+03,-8.514853417e+02,1.620232046e+04,2.284774758e+05
1558,2044.121593291667495425138586,5.041414337531e+00,0.072375772,1.828557501972e+00,-2.530041532,2.994293795e+00,-1.191283323e+03,-8.281232987e+02,-1.214636353e+03,-8.514763295e+02,1.620597757e+04,2.285268017e+05
1559,2045.037320859814820925431351,4.507648319958e+00,-0.433265374,1.565670346119e+00,1.231594493,-1.041905113e+00,-1.192325228e+03,-8.291652039e+02,-1.214625896e+03,-8.514658725e+02,1.620910891e+04,2.285708855e+05
1560,2045.802760431561935428444534,2.846651684190e+00,-1.030811075,9.824225458160e-01,2.260720584,1.250582175e+00,-1.191074646e+03,-8.279146217e+02,-1.214617553e+03,-8.514575286e+02,1.621107376e+04,2.285987147e+05
1561,2047.098336345607132274609247,1.063636830790e+00,-0.326171587,3.517681240401e-01,1.847773218,1.923812940e-01,-1.190882264e+03,-8.277222404e+02,-1.214602653e+03,-8.514426287e+02,1.621177730e+04,2.286091064e+05
1562,2048.454094066161112393306104,9.669950226832e-01,0.512335393,3.397361056667e-01,2.548702464,5.635061605e-01,-1.190318758e+03,-8.271587342e+02,-1.214586953e+03,-8.514269295e+02,1.621245677e+04,2.286185476e+05
1563,2049.847525605716069264195001,1.857696221569e+00,1.326829404,6.851848409770e-01,-2.419252876,1.028134735e+00,-1.189290623e+03,-8.261305995e+02,-1.214570457e+03,-8.514104326e+02,1.621382714e+04,2.286366728e+05
1564,2050.906055384684548381376989,3.357932262637e+00,0.580312059,1.186106405847e+00,-2.786983770,2.224619342e+00,-1.187066004e+03,-8.239059801e+02,-1.214557409e+03,-8.513973850e+02,1.621619935e+04,2.286694186e+05
1565,2051.718388196256319161919762,4.224326395002e+00,0.087989027,1.407001387848e+00,-0.811500934,-1.937189196e+00,-1.189003193e+03,-8.258431693e+02,-1.214546524e+03,-8.513865004e+02,1.621901335e+04,2.287105971e+05
1566,2052.407790192401017867405252,2.703357800746e+00,-0.793654956,8.672109731444e-01,-1.468150553,-1.777186201e-01,-1.189180912e+03,-8.260208880e+02,-1.214537944e+03,-8.513779204e+02,1.622074778e+04,2.287369403e+05
1567,2054.059916898485734258428447,1.583886601849e+00,0.508564588,4.302552249143e-01,-1.284481426,-2.430245588e-01,-1.189423936e+03,-8.262639125e+02,-1.214517549e+03,-8.513575252e+02,1.622160829e+04,2.287523623e+05
1568,2055.180267326166661282723418,7.434822695054e+00,0.552253582,2.638281534303e+00,0.715780750,-3.981594965e+00,-1.193405531e+03,-8.302455075e+02,-1.214503870e+03,-8.513438458e+02,1.622688485e+04,2.288247144e+05
1569,2055.572602899048872178760211,7.518531758090e+00,-1.115232781,2.695546972726e+00,-0.211830638,-5.270590389e+00,-1.198676122e+03,-8.355160979e+02,-1.214499843e+03,-8.513398188e+02,1.623227594e+04,2.288978670e+05
1570,2056.620866689893779289874552,1.326751685149e+00,-1.741490984,4.215237717864e-01,-0.590967000,-7.000686103e-01,-1.199376190e+03,-8.362161665e+02,-1.214491777e+03,-8.513317535e+02,1.623311899e+04,2.289107693e+05
1571,2058.450651118906136128173580,1.031478425340e+00,0.594230212,3.178738198694e-01,-1.974606556,2.498011163e-01,-1.199126389e+03,-8.359663654e+02,-1.214478341e+03,-8.513183170e+02,1.623375474e+04,2.289207912e+05
1572,2059.448021743771458966604380,1.753005487963e+00,0.615091148,6.129969239410e-01,-2.331782307,8.454892287e-01,-1.198280900e+03,-8.351208761e+02,-1.214470906e+03,-8.513108822e+02,1.623498073e+04,2.289378152e+05
1573,2060.868247208107968375762558,5.062557872046e+00,1.499295794,1.761235311420e+00,-0.346618358,-3.312978365e+00,-1.201593878e+03,-8.384338545e+02,-1.214459749e+03,-8.512997250e+02,1.623850320e+04,2.289869456e+05
1574,2061.367059202031889720619402,5.130921140658e+00,-0.283993831,1.657420022790e+00,0.504791982,-2.901396939e+00,-1.204495275e+03,-8.413352514e+02,-1.214456636e+03,-8.512966117e+02,1.624181804e+04,2.290367273e+05
1575,2062.572650919978394091831868,3.936023971562e+00,0.047613294,1.292310224010e+00,-1.958495996,9.771411278e-01,-1.203518134e+03,-8.403581103e+02,-1.214450813e+03,-8.512907892e+02,1.624440266e+04,2.290748934e+05
1576,2063.283559498380763148583800,3.435839586102e+00,-0.715211620,1.119731351815e+00,-2.092577051,1.116203518e+00,-1.202401931e+03,-8.392419068e+02,-1.214447046e+03,-8.512870224e+02,1.624664213e+04,2.291081980e+05
1577,2064.304867699634148083154938,2.266075529129e+00,-1.287441992,8.478547568681e-01,-2.900810507,1.646791278e+00,-1.200755139e+03,-8.375951155e+02,-1.214441087e+03,-8.512810631e+02,1.624833784e+04,2.291301529e+05
1578,2065.832672281911464707683243,6.351796991119e-01,0.129634920,1.106761765336e-01,1.582399527,2.568338099e-03,-1.200752571e+03,-8.375925472e+02,-1.214430965e+03,-8.512709415e+02,1.624855919e+04,2.291363023e+05
1579,2066.985229377985287351231629,1.842121353835e+00,-0.010049741,7.034071077390e-01,-2.502615777,1.129258694e+00,-1.199623312e+03,-8.364632885e+02,-1.214423338e+03,-8.512633144e+02,1.624996600e+04,2.291541265e+05
1580,2068.345638527370094715794203,5.807429161853e+00,0.762024186,2.111438179585e+00,-1.637471228,2.813512949e-01,-1.199341961e+03,-8.361819372e+02,-1.214413604e+03,-8.512535800e+02,1.625418888e+04,2.292102818e+05
1581,2068.669941082812694161775897,5.466225843704e+00,-0.695903878,1.968713443225e+00,2.702075451,3.563202811e+00,-1.195778758e+03,-8.326187344e+02,-1.214411241e+03,-8.512512173e+02,1.625812631e+04,2.292631295e+05
1582,2070.504717593445975155110773,2.320790993477e+00,1.021532105,7.798434238949e-01,0.670098373,-1.222421059e+00,-1.197001179e+03,-8.338411554e+02,-1.214394730e+03,-8.512347061e+02,1.625968599e+04,2.292855472e+05
1583,2071.377083169758596449908975,4.468753476838e+00,0.619338667,1.443877963485e+00,-2.481156985,2.280533166e+00,-1.194720646e+03,-8.315606223e+02,-1.214387405e+03,-8.512273808e+02,1.626257375e+04,2.293286948e+05
1584,2071.990454814760787099573070,3.240277081145e+00,-0.913279264,9.394064044617e-01,0.812880536,-1.291513285e+00,-1.196012159e+03,-8.328521356e+02,-1.214381583e+03,-8.512215588e+02,1.626445256e+04,2.293599718e+05
1585,2073.397603715768406627215893,2.427189944983e+00,0.055469524,7.632820486995e-01,2.714522611,1.389453087e+00,-1.194622706e+03,-8.314626825e+02,-1.214369116e+03,-8.512090921e+02,1.626597912e+04,2.293833844e+05
1586,2074.171064902152487264222440,2.490746915891e+00,-0.600602794,7.931383677110e-01,-2.483367969,1.254870946e+00,-1.193367835e+03,-8.302078115e+02,-1.214361753e+03,-8.512017286e+02,1.626756540e+04,2.294074012e+05
1587,2075.028065544832156633203400,1.672052647746e+00,-0.882912624,6.212794728114e-01,0.482796597,-1.100534515e+00,-1.194468370e+03,-8.313083460e+02,-1.214353082e+03,-8.511930580e+02,1.626880796e+04,2.294235172e+05
1588,2077.117570136877207022002059,1.919471448104e+00,1.352964444,7.235995185938e-01,-2.871765961,1.394835191e+00,-1.193073535e+03,-8.299135109e+02,-1.214333079e+03,-8.511730547e+02,1.627025516e+04,2.294419993e+05
1589,2078.155484639214284075548205,2.701805572869e+00,1.080379956,8.072350688949e-01,-2.966850025,1.589883883e+00,-1.191483651e+03,-8.283236270e+02,-1.214322461e+03,-8.511624368e+02,1.627186963e+04,2.294680012e+05
1590,2078.939288114876902368812185,4.622188810481e+00,0.541668017,1.371445567233e+00,-1.490505316,-2.199929544e-01,-1.191703644e+03,-8.285436199e+02,-1.214313850e+03,-8.511538261e+02,1.627461252e+04,2.295124680e+05
1591,2079.567628461893227357227005,3.785935667718e+00,-0.990069297,1.162392557791e+00,2.053057655,1.078197628e+00,-1.190625446e+03,-8.274654223e+02,-1.214307018e+03,-8.511469944e+02,1.627693731e+04,2.295488788e+05
1592,2080.910343457561287922134181,2.489017239514e+00,-0.233273502,8.301242540257e-01,2.529643028,1.358962521e+00,-1.189266484e+03,-8.261064598e+02,-1.214291738e+03,-8.511317138e+02,1.627859755e+04,2.295728012e+05
1593,2081.799686563577146136113479,2.125898659466e+00,-0.576338027,7.100681113154e-01,-0.265256073,-1.370467528e+00,-1.190636951e+03,-8.274769273e+02,-1.214281047e+03,-8.511210230e+02,1.628001769e+04,2.295932249e+05
1594,2083.300276858827975710837823,3.220149666042e+00,0.566433902,1.073035947061e+00,-2.764799414,1.995523474e+00,-1.188641428e+03,-8.254814038e+02,-1.214264016e+03,-8.511039923e+02,1.628216376e+04,2.296241388e+05
1595,2083.779992550167397584364966,3.235389661238e+00,-1.220381370,1.111025162502e+00,-2.245026385,1.387217203e+00,-1.187254211e+03,-8.240941866e+02,-1.214258118e+03,-8.510980936e+02,1.628438581e+04,2.296551919e+05
1596,2085.389813692285986675591126,7.363679806731e-01,0.288055262,1.566876032160e-01,-2.416776052,2.345992691e-01,-1.187019611e+03,-8.238595874e+02,-1.214237272e+03,-8.510772479e+02,1.628469919e+04,2.296622540e+05
1597,2086.580318534381421521997952,2.062414130622e+00,0.326100733,7.233551523382e-01,0.665578154,-1.137924310e+00,-1.188157536e+03,-8.249975117e+02,-1.214221743e+03,-8.510617188e+02,1.628614590e+04,2.296820224e+05
1598,2087.473340987858016348050095,1.742636391175e+00,-0.010809747,5.358225536640e-01,-2.111629496,5.517369440e-01,-1.187605799e+03,-8.244457747e+02,-1.214210592e+03,-8.510505685e+02,1.628721754e+04,2.296987185e+05
1599,2088.712281198732581189418399,2.355654220972e+00,0.273020006,8.368428453956e-01,2.193935418,9.767414326e-01,-1.186629057e+03,-8.234690333e+02,-1.214194812e+03,-8.510347876e+02,1.628889123e+04,2.297212746e+05
1600,2090.036206757016941573504198,9.294950138284e+00,1.086448387,3.266279427073e+00,2.455737984,5.055403829e+00,-1.181573653e+03,-8.184136295e+02,-1.214177350e+03,-8.510173262e+02,1.629542379e+04,2.298102199e+05
1601,2090.447550027415866938227018,1.029982128589e+01,-0.634925414,3.564164466381e+00,1.806302934,1.663293180e+00,-1.179910360e+03,-8.167503363e+02,-1.214170935e+03,-8.510109107e+02,1.630255212e+04,2.299087617e+05
1602,2091.221580661131263636869492,3.920890972552e+00,-1.173006910,1.407185170944e+00,3.124036668,2.813936641e+00,-1.177096424e+03,-8.139363996e+02,-1.214158254e+03,-8.509982297e+02,1.630536649e+04,2.299462603e+05
1603,2092.473218110071891742317606,5.655365699470e-01,-0.272574054,2.051795752894e-01,2.534770080,3.370953192e-01,-1.176759328e+03,-8.135993043e+02,-1.214136085e+03,-8.509760607e+02,1.630577685e+04,2.299516657e+05
1604,2094.335917468631955154829188,8.800158650438e-01,0.980572673,2.154588752093e-01,-0.238657546,-4.187039058e-01,-1.177178032e+03,-8.140180082e+02,-1.214102842e+03,-8.509428179e+02,1.630620776e+04,2.299600695e+05
1605,2095.138256660294823669283340,1.498598844829e+00,0.539889954,4.247740216646e-01,1.634336321,5.394396266e-02,-1.177124088e+03,-8.139640643e+02,-1.214088701e+03,-8.509286774e+02,1.630705731e+04,2.299743749e+05
1606,2096.346529979252588528502926,2.309962622126e+00,0.572752408,7.155347707348e-01,-1.347389173,-3.170582982e-01,-1.177441146e+03,-8.142811226e+02,-1.214067396e+03,-8.509073721e+02,1.630848838e+04,2.299964129e+05
1607,2097.371606357192894539270651,4.296484086304e+00,0.635998840,1.359617579933e+00,-1.136858029,-1.143295185e+00,-1.178584442e+03,-8.154244177e+02,-1.214049495e+03,-8.508894713e+02,1.631120762e+04,2.300373831e+05
1608,2097.951922199887039635414732,3.345258055978e+00,-1.000023168,1.002872815673e+00,1.390613608,-3.594483442e-01,-1.178943890e+03,-8.157838661e+02,-1.214039685e+03,-8.508796612e+02,1.631321336e+04,2.300692738e+05
1609,2099.311651265061347463510065,1.607371748545e+00,-0.108378929,4.761458593514e-01,2.340886687,6.629855955e-01,-1.178280904e+03,-8.151208805e+02,-1.214016954e+03,-8.508569296e+02,1.631416565e+04,2.300845871e+05
1610,2100.593745236861240663834095,3.104336771974e+00,0.520708220,9.373863914456e-01,1.578013652,1.353072810e-02,-1.178267374e+03,-8.151073498e+02,-1.213995142e+03,-8.508351182e+02,1.631604043e+04,2.301141439e+05
1611,2101.135489459108414918273086,3.405098562278e+00,-1.112482410,1.117992588699e+00,-2.860976937,2.148524840e+00,-1.176118849e+03,-8.129588249e+02,-1.213985930e+03,-8.508259063e+02,1.631827641e+04,2.301465559e+05
1612,2102.535100215297700958108874,1.902915713729e+00,-0.194335239,6.647179069805e-01,-1.189993338,-4.941061666e-01,-1.176612955e+03,-8.134529311e+02,-1.213960723e+03,-8.508006991e+02,1.631960585e+04,2.301646570e+05
1613,2103.390454808714039348514756,1.507555996676e+00,-0.681759114,5.342070465586e-01,1.494007088,-8.196210004e-02,-1.176694917e+03,-8.135348932e+02,-1.213945535e+03,-8.507855114e+02,1.632067426e+04,2.301789916e+05
1614,2105.372206591799897773388795,2.178198434994e+00,1.791312436,6.641813217786e-01,2.874563564,1.281284246e+00,-1.175413633e+03,-8.122536089e+02,-1.213910472e+03,-8.507504480e+02,1.632200262e+04,2.301996834e+05
1615,2105.994704339286241676884019,3.080486321615e+00,0.501820452,9.031829688010e-01,0.390731053,-1.670221717e+00,-1.177083855e+03,-8.139238307e+02,-1.213899093e+03,-8.507390690e+02,1.632380899e+04,2.302289378e+05
1616,2107.172362432443341469705391,6.925839463894e+00,0.687752786,2.258984793940e+00,-2.744165608,4.165838586e+00,-1.172918016e+03,-8.097579921e+02,-1.213878518e+03,-8.507184937e+02,1.632832696e+04,2.302946737e+05
1617,2107.617911407514327794275690,7.074621537821e+00,-0.975037236,2.405506621520e+00,-2.688440314,4.325444756e+00,-1.168592571e+03,-8.054325473e+02,-1.213869859e+03,-8.507098346e+02,1.633313797e+04,2.303618075e+05
1618,2108.938384889015335597987949,2.790042328498e+00,-0.067762761,1.002522051143e+00,-2.370079974,1.437329537e+00,-1.167155242e+03,-8.039952178e+02,-1.213841509e+03,-8.506814851e+02,1.633514302e+04,2.303882667e+05
1619,2109.963143181267582022437985,2.671581568080e+00,-0.840292596,9.608904839684e-01,2.930586245,1.879157065e+00,-1.165276085e+03,-8.021160607e+02,-1.213818835e+03,-8.506588107e+02,1.633706480e+04,2.304135902e+05
1620,2110.822371848131822017465609,1.393577571040e+00,-1.401417306,4.830706537457e-01,-0.719692117,-7.265466754e-01,-1.166002631e+03,-8.028426074e+02,-1.213799075e+03,-8.506390509e+02,1.633803094e+04,2.304267943e+05
1621,2112.907087523190777713859148,1.917217644177e+00,1.959518314,5.746508102263e-01,-2.460489150,8.928675699e-01,-1.165109764e+03,-8.019497398e+02,-1.213751916e+03,-8.505918922e+02,1.633918024e+04,2.304449420e+05
1622,2113.483966448430801284967930,3.598807688650e+00,0.084033020,1.170346879726e+00,-0.391969039,-2.163172412e+00,-1.167272936e+03,-8.041129122e+02,-1.213738639e+03,-8.505786153e+02,1.634152094e+04,2.304789977e+05
1623,2114.396137325889992385977941,2.352830480362e+00,-0.097445185,7.031258533478e-01,-2.508580406,1.133789306e+00,-1.166139147e+03,-8.029791229e+02,-1.213718593e+03,-8.505585695e+02,1.634292719e+04,2.305012530e+05
1624,2115.506602794684114453519933,2.329973838163e+00,-0.291420018,8.236094946292e-01,-1.162804807,-6.535613238e-01,-1.166792708e+03,-8.036326843e+02,-1.213693618e+03,-8.505335942e+02,1.634457441e+04,2.305232806e+05
1625,2116.900056068394727573853860,3.228930752212e+00,0.552998867,1.150267755905e+00,0.250676689,-2.228631778e+00,-1.169021340e+03,-8.058613160e+02,-1.213662746e+03,-8.505027216e+02,1.634687494e+04,2.305537868e+05
