cap,x,k,y,K,MK,S,absS_over_sqrtx,S_real,resid_cesaro_Tmax,off_pred,abs_li_Tmax,abs_psi_Tmax,overshoot_li_Tmax,overshoot_psi_Tmax,overshoot_li_T2000,overshoot_psi_T2000,mean_absF
10000000,9778128,8,14937,654,-9,88.601210801,0.028334255,88.676592739,-379.878517,359.209669,5.481499e+03,7.197129e+04,61.867084,812.305992,51.323905,672.488741,2.613161
10000000,9784383,8,14937,654,-9,-23.816651024,0.007614019,-23.654582735,-313.100182,359.320599,5.482976e+03,7.199431e+04,230.216073,3022.856172,190.983416,2502.550467,2.613161
10000000,9790640,8,14937,655,-8,12.035567845,0.003846458,11.899779240,-329.542571,338.475837,5.482091e+03,7.199415e+04,455.490887,5981.782450,377.823655,4951.732776,2.613625
10000000,9796899,8,14937,655,-8,27.311846769,0.008725830,27.590222863,-338.639841,338.556919,5.483568e+03,7.201716e+04,200.776172,2636.846853,166.541164,2182.787672,2.613625
10000000,9803160,8,14937,656,-8,-16.765669353,0.005354733,-15.711735742,-311.410962,338.639892,5.485045e+03,7.204017e+04,327.159293,4296.885758,271.374268,3556.971558,2.613625
10000000,9809423,8,14937,656,-8,18.239685878,0.005823655,17.993902934,-351.352461,338.721317,5.486521e+03,7.206317e+04,300.801286,3950.899979,249.510639,3270.563763,2.613625
10000000,9815688,8,14937,657,-8,-67.261287872,0.021468653,-67.292861600,-293.634032,338.778404,5.487997e+03,7.208618e+04,81.592213,1071.733615,67.679645,887.183463,2.613625
10000000,9821955,8,14937,657,-8,70.189014061,0.022395985,70.427970165,-408.102339,338.859813,5.489474e+03,7.210919e+04,78.209870,1027.357242,64.874033,850.448603,2.613625
10000000,9828224,8,14937,657,-8,-18.877025892,0.006021380,-18.843602257,-314.961330,338.941587,5.490950e+03,7.213220e+04,290.880035,3821.163408,241.281052,3163.167542,2.613625
10000000,9834495,8,14937,658,-9,2.316857928,0.000738794,2.858583715,-357.123452,359.953134,5.496544e+03,7.219452e+04,2372.413048,31160.528208,1968.003193,25795.713232,2.614162
10000000,9840768,8,14937,658,-9,6.001832534,0.001913240,6.593974056,-365.898339,360.039205,5.498021e+03,7.221754e+04,916.057076,12032.581321,759.902727,9960.967771,2.614162
10000000,9847043,8,14937,659,-10,64.372449221,0.020513847,64.924795573,-422.573185,381.029136,5.505222e+03,7.229576e+04,85.521401,1123.085489,70.949434,929.792392,2.615330
10000000,9853320,8,14937,659,-10,-46.974563377,0.014964819,-46.333200873,-340.969181,381.119748,5.506701e+03,7.231880e+04,117.227285,1539.531126,97.252956,1274.563995,2.615330
10000000,9859599,8,14937,660,-10,-15.392034650,0.004901922,-14.583103539,-370.308876,381.210118,5.508179e+03,7.234184e+04,357.859057,4699.953118,296.883520,3891.048983,2.615330
10000000,9865880,8,14937,660,-10,24.849131577,0.007911217,25.175087062,-395.083178,381.297444,5.509657e+03,7.236488e+04,221.724344,2912.169378,183.944764,2410.958878,2.615330
10000000,9872163,8,14937,660,-10,-16.414105423,0.005224095,-16.058629585,-360.936570,381.388163,5.511136e+03,7.238792e+04,335.756082,4410.104418,278.546633,3651.085848,2.615330
10000000,9878448,8,14937,661,-11,-11.674434132,0.003714424,-11.457400622,-385.278999,402.408362,5.517255e+03,7.245595e+04,472.592934,6206.377506,392.120680,5138.715745,2.615962
10000000,9884735,8,14937,661,-11,-15.530027781,0.004939577,-15.685449251,-407.983912,402.503728,5.518734e+03,7.247900e+04,355.358957,4667.023108,294.849070,3864.171186,2.615962
10000000,9891024,8,14937,662,-10,-111.352158579,0.035406094,-111.359757073,-346.830772,381.671700,5.517744e+03,7.247919e+04,49.552194,650.900636,41.109534,538.882700,2.616460
10000000,9897315,8,14937,662,-10,-73.531849203,0.023373126,-73.559767851,-377.800996,381.785786,5.519222e+03,7.250224e+04,75.058937,985.997734,62.270457,816.310650,2.616460
10000000,9903608,8,14937,662,-10,-47.616621226,0.015130799,-47.751688091,-370.930304,381.876362,5.520701e+03,7.252528e+04,115.940629,1523.108543,96.186754,1260.986390,2.616460
10000000,9909903,8,14937,663,-11,0.993606336,0.000315631,2.137000354,-416.640139,402.898061,5.524982e+03,7.257384e+04,5560.533696,73040.839552,4613.886679,60477.728915,2.616435
10000000,9916200,8,14937,663,-11,-38.767223222,0.012310964,-38.050688239,-379.168004,402.993519,5.526461e+03,7.259689e+04,142.554979,1872.635924,118.285854,1550.540334,2.616435
10000000,9922499,8,14937,664,-11,-20.613262012,0.006543893,-20.230039312,-409.421118,403.089511,5.527940e+03,7.261995e+04,268.173944,3522.972191,222.518935,2917.016815,2.616435
10000000,9928800,8,14937,664,-11,-98.279238575,0.031189858,-97.401053386,-364.616861,403.183902,5.529419e+03,7.264300e+04,56.262329,739.149019,46.684001,612.014515,2.616435
10000000,9935103,8,14937,665,-12,-31.731533665,0.010067111,-31.225587288,-423.256545,424.206298,5.533322e+03,7.268684e+04,174.379292,2290.681579,144.699749,1896.759273,2.616647
10000000,9941408,8,14937,665,-12,-19.576651716,0.006208897,-18.393548409,-411.112785,424.306445,5.534802e+03,7.270990e+04,282.724645,3714.113182,234.604591,3075.407198,2.616647
10000000,9947715,8,14937,665,-12,0.560823555,0.000177813,1.447073681,-425.512458,424.382075,5.536281e+03,7.273296e+04,9871.699077,129689.561270,8191.524218,107387.198689,2.616647
10000000,9954024,8,14937,666,-12,-20.627797748,0.006538130,-19.703721554,-428.552163,424.482021,5.537761e+03,7.275602e+04,268.461076,3527.086225,222.768669,2920.542761,2.616647
10000000,9960335,8,14937,666,-12,-69.088197739,0.021891065,-68.845934646,-398.531548,424.581971,5.539240e+03,7.277908e+04,80.176359,1053.422788,66.530239,872.268524,2.616647
10000000,9966648,8,14937,667,-11,-65.918525042,0.020880117,-64.577413235,-402.771417,403.772198,5.541825e+03,7.281132e+04,84.070828,1104.565385,69.757839,914.589092,2.617499
10000000,9972963,8,14937,667,-11,-53.302665393,0.016878616,-52.687429186,-404.936265,403.867134,5.543304e+03,7.283438e+04,103.996759,1366.430438,86.291391,1131.415479,2.617499
10000000,9979280,8,14937,668,-11,-49.363830110,0.015626411,-47.789111631,-433.378127,403.938087,5.544784e+03,7.285745e+04,112.324831,1475.927774,93.201610,1222.080161,2.617499
10000000,9985599,8,14937,668,-11,-169.691068195,0.053699708,-168.882461089,-387.657201,404.033496,5.546263e+03,7.288051e+04,32.684474,429.489378,27.119964,355.620687,2.617499
10000000,9991920,8,14937,668,-11,-216.835028664,0.068596975,-216.967478082,-379.906866,404.128761,5.547743e+03,7.290357e+04,25.585085,336.216778,21.229240,278.390218,2.617499
10000000,9998243,8,14937,669,-10,-206.846986938,0.065416508,-206.907931806,-380.815034,383.293404,5.551108e+03,7.294320e+04,26.836784,352.643292,22.268954,292.003643,2.618043
100000000,99062208,8,14937,6631,-14,-9.339363900,0.000938347,-10.245666360,-892.964609,797.040564,2.037215e+04,2.879268e+05,2181.321148,30829.379330,1821.924226,25686.196426,3.223219
100000000,99082115,8,14937,6632,-14,-46.803519940,0.004701981,-47.790752127,-847.150606,797.079393,2.037390e+04,2.879557e+05,435.306904,6152.437282,363.585242,5126.042624,3.223219
100000000,99102024,8,14937,6634,-15,-143.654583372,0.014430395,-145.148804932,-760.422068,818.071762,2.037364e+04,2.879649e+05,141.823833,2004.564806,118.455103,1670.131195,3.223152
100000000,99121935,8,14937,6635,-14,-129.532608508,0.013010507,-129.631089827,-804.477445,797.233323,2.037713e+04,2.880114e+05,157.312752,2223.466176,131.393608,1852.529698,3.223174
100000000,99141848,8,14937,6636,-14,-227.931186378,0.022891552,-228.160586489,-747.155475,797.320566,2.037887e+04,2.880403e+05,89.408013,1263.716066,74.676979,1052.892806,3.223174
100000000,99161763,8,14937,6638,-14,-207.967052292,0.020884420,-209.450730790,-811.700329,797.363199,2.038048e+04,2.880681e+05,97.998618,1385.162149,81.852132,1154.077799,3.223169
100000000,99181680,8,14937,6639,-13,-254.231323323,0.025527796,-253.229454420,-810.733762,776.475428,2.038365e+04,2.881109e+05,80.177589,1133.262825,66.967943,944.209311,3.223165
100000000,99201599,8,14937,6640,-13,-419.298733110,0.042098267,-421.055509036,-677.969758,776.536122,2.038540e+04,2.881398e+05,48.617838,687.194629,40.607813,572.555239,3.223165
100000000,99221520,8,14937,6642,-12,-550.034686809,0.055218822,-548.292098138,-575.959499,755.667038,2.038873e+04,2.881835e+05,37.068080,523.937011,30.961268,436.536416,3.223209
