run_xmax,x,D,M_x,E_rec,sum_abs_Ed,C_pnt,absE_over_sqrtD,absE_rec_over_sqrtx,ratio_E_to_sqrtD_pred,saving_factor
1e8,4762382,2180,-142,247.953567,5988.990419,353.907135,128.270082,0.113621,1.933058,24.153677
1e8,4949492,2223,-593,572.108286,6295.092268,551.216571,133.515710,0.257157,4.284951,11.003323
1e8,5143954,2266,-486,504.994431,6359.974579,523.988861,133.605835,0.222658,3.779733,12.594148
1e8,5346056,2310,-796,755.728066,6644.365070,715.456132,138.244384,0.326850,5.466610,8.792005
1e8,5556098,2355,-241,308.575641,6955.593929,376.151282,143.330549,0.130911,2.152895,22.540969
1e8,5774392,2401,397,-90.487409,6993.718283,216.025182,142.728945,0.037656,0.633981,77.289408
1e8,6001263,2448,262,13.180105,7374.704057,288.360209,149.052371,0.005380,0.088426,559.533040
1e8,6237048,2495,301,-77.823173,7505.851221,145.353655,150.267367,0.031162,0.517898,96.447510
1e8,6482096,2544,1018,-610.996761,7724.388910,-203.993523,153.145972,0.239983,3.989637,12.642275
1e8,6736773,2594,432,-144.435547,7756.340988,143.128907,152.290183,0.055648,0.948423,53.701053
1e8,7001455,2644,-171,270.128668,8060.117626,369.257336,156.751121,0.102088,1.723297,29.838068
1e8,7276536,2696,-569,557.953401,8090.034461,546.906801,155.808242,0.206841,3.581026,14.499481
1e8,7562425,2748,-302,406.872077,8525.678989,511.744154,162.637471,0.147954,2.501712,20.954200
1e8,7859547,2801,-159,392.971544,8724.505815,626.943088,164.848228,0.140172,2.383838,22.201368
1e8,8168342,2856,246,-9.387540,9203.170895,227.224921,172.210007,0.003285,0.054512,980.360277
1e8,8489269,2912,158,86.903199,9327.405228,331.806398,172.848319,0.029826,0.502771,107.330977
1e8,8822805,2968,-743,825.489351,10138.633356,907.978703,186.100470,0.277913,4.435719,12.281967
1e8,9169446,3026,-257,328.111278,10477.318574,399.222557,190.465222,0.108355,1.722683,31.932211
1e8,9529706,3085,88,108.704919,10371.589274,305.409838,186.731560,0.035214,0.582145,95.410487
1e8,9904120,3145,661,-341.663832,10372.433948,-22.327663,184.956821,0.108565,1.847263,30.358595
1e8,10293245,3206,1043,-563.907832,11241.732285,-84.815664,198.541583,0.175765,2.840251,19.935407
1e8,10697658,3269,460,-110.276506,11796.249649,239.446988,206.317703,0.033716,0.534499,106.969744
1e8,11117960,3332,-169,376.799610,11999.114499,584.599219,207.872338,0.113005,1.812649,31.844817
1e8,11554775,3397,-321,433.127293,12061.341144,545.254587,206.941612,0.127419,2.092993,27.847105
1e8,12008753,3463,-524,608.616720,13157.403402,693.233440,223.585659,0.175628,2.722074,21.618538
1e8,12480567,3531,-963,922.855302,13120.094696,882.710604,220.794429,0.261226,4.179704,14.216849
1e8,12970918,3600,-1151,1060.793924,13505.734535,970.587847,225.095576,0.294541,4.712638,12.731723
1e8,13480535,3670,-36,221.053195,13671.117635,406.106390,225.668524,0.060206,0.979548,61.845375
1e8,14010174,3741,74,195.632609,14019.469686,465.265217,229.212201,0.052266,0.853500,71.662234
1e8,14560622,3814,465,-118.048919,14175.602558,228.902161,229.536198,0.030937,0.514293,120.082442
1e8,15132696,3888,568,-210.805788,14852.600393,146.388425,238.198690,0.054191,0.885000,70.456322
1e8,15727247,3964,645,-250.623210,15270.602329,143.753581,242.543335,0.063197,1.033313,60.930519
1e8,16345158,4041,682,-290.042063,15867.433617,101.915874,249.610164,0.071741,1.161980,54.707353
1e8,16987346,4120,-307,479.971195,15839.831564,652.942390,246.775449,0.116453,1.944971,33.001630
1e8,17654764,4200,-572,624.785065,16986.782696,677.570129,262.111747,0.148696,2.383659,27.188202
1e8,18348405,4282,-655,844.015256,17029.461725,1033.030512,260.242121,0.197039,3.243192,20.176723
1e8,19069299,4365,-324,496.538094,17873.715303,669.076188,270.534535,0.113706,1.835396,35.996665
1e8,19818516,4450,-540,674.424192,18615.447201,808.848383,279.057352,0.151495,2.416794,27.601986
1e8,20597169,4536,-626,743.026985,18460.055759,860.053969,274.092079,0.163720,2.710866,24.844395
1e8,21406415,4625,246,130.478903,19050.982910,506.957806,280.131224,0.028201,0.465778,146.008147
1e8,22247455,4715,580,-191.701050,19482.770287,196.597900,283.733007,0.040643,0.675639,101.631005
1e8,23121539,4806,202,115.543496,19772.369405,433.086992,285.211369,0.024029,0.405115,171.124902
1e8,24029965,4900,696,-267.418030,20687.200451,161.163940,295.531435,0.054552,0.904872,77.359034
1e8,24974082,4995,615,-159.942077,21355.547208,295.115846,302.164165,0.032005,0.529322,133.520507
1e8,25955293,5093,944,-366.052712,21798.221882,211.894575,305.445851,0.071851,1.198421,59.549407
1e8,26975055,5192,232,104.867600,21546.003800,441.735200,299.019417,0.020191,0.350705,205.459110
1e8,28034883,5293,-344,672.018951,22083.285887,1000.037903,303.537776,0.126921,2.213955,32.861106
1e8,29136350,5396,-108,384.694808,22941.496421,661.389615,312.309915,0.071269,1.231773,59.635576
1e8,30281093,5501,-1692,1565.202756,23774.368692,1438.405512,320.544383,0.284436,4.882952,15.189322
1e8,31470812,5608,-1153,1163.187852,24093.215234,1173.375704,321.729407,0.207346,3.615423,20.713090
1e8,32707274,5717,-1736,1589.090488,25102.060867,1442.180976,331.990214,0.277860,4.786558,15.796496
1e8,33992316,5828,-641,750.170468,24875.422706,859.340936,325.844727,0.128668,2.302233,33.159693
1e8,35327846,5942,2140,-1161.664163,26757.326854,-183.328326,347.117413,0.195444,3.346603,23.033617
1e8,36715847,6057,2175,-1314.987736,27043.973485,-454.975471,347.489523,0.217018,3.784251,20.565951
1e8,38158383,6175,1744,-1019.411199,27097.334704,-294.822398,344.832424,0.165027,2.956251,26.581359
1e8,39657594,6295,-748,964.577932,28106.404512,1181.155864,354.248015,0.153170,2.722889,29.138552
1e8,41215708,6418,-888,1027.415880,28630.489075,1166.831759,357.378902,0.160035,2.874864,27.866504
1e8,42835039,6543,-586,705.497346,29923.836108,824.994692,369.937883,0.107794,1.907070,42.415236
1e8,44517992,6670,446,-17.458380,30117.484923,411.083240,368.770171,0.002617,0.047342,1725.101924
1e8,46267067,6800,-1250,1215.656321,32026.808693,1181.312642,388.382103,0.178721,3.130052,26.345282
1e8,48084861,6932,-607,863.581299,32210.363498,1120.162598,386.871154,0.124537,2.232219,37.298588
1e8,49974076,7067,-972,1146.179582,34733.450250,1320.359164,413.171522,0.162136,2.774101,30.303672
1e8,51937516,7205,-1246,1381.428934,35230.869309,1516.857868,415.055685,0.191685,3.328298,25.503208
1e8,53978097,7345,341,180.503884,35593.521368,702.007768,415.312551,0.024568,0.434622,197.189781
1e8,56098852,7488,740,-207.824208,36208.814447,324.351585,418.438260,0.027747,0.496666,174.228089
1e8,58302929,7634,618,-136.205338,37544.857664,345.589324,429.708935,0.017838,0.316971,275.648944
1e8,60593603,7782,1701,-804.223913,38378.253900,92.552175,435.050426,0.103315,1.848576,47.720856
1e8,62974276,7934,1448,-657.717854,38584.303858,132.564292,433.176184,0.082882,1.518361,58.663914
1e8,65448483,8088,2301,-1202.923111,40212.888515,-104.846222,447.141211,0.148692,2.690253,33.429309
1e8,68019899,8245,-404,852.217714,41011.082304,1300.435429,451.654041,0.103331,1.886882,48.122776
1e8,70692344,8406,-1987,1875.499922,41750.084457,1763.999844,455.368165,0.223065,4.118645,22.260776
1e8,73469788,8569,-2346,2256.009858,43100.539505,2166.019716,465.605000,0.263200,4.845330,19.104766
1e8,76356355,8736,-2813,2530.508014,44675.537473,2248.016029,477.984126,0.289591,5.294126,17.654770
1e8,79356333,8906,830,-415.175332,46979.596910,-0.350664,497.814957,0.046606,0.833995,113.156041
1e8,82474177,9080,210,181.599196,47148.728350,573.198393,494.797002,0.019997,0.367018,259.630710
1e8,85714519,9256,875,-180.179586,47711.682829,514.640828,495.921643,0.019462,0.363323,264.800713
1e8,89082171,9436,180,399.687021,48508.011697,979.374042,499.366619,0.042347,0.800388,121.364991
1e8,92582136,9620,2894,-1517.156438,51231.602635,-140.312876,522.336537,0.157676,2.904557,33.768174
1e8,96219611,9807,1157,-453.531248,51646.548970,249.937504,521.522704,0.046235,0.869629,113.876495
1e8,100000000,9998,1928,-797.389879,54415.545437,333.220243,544.209878,0.079739,1.465225,68.242082
