run_xmax,x,D,M_x,E_rec,sum_abs_Ed,C_pnt,absE_over_sqrtD,absE_rec_over_sqrtx,ratio_E_to_sqrtD_pred,saving_factor
1e7,10000,98,-23,26.088798,129.797155,29.177596,13.111493,0.260888,1.989766,4.975206
1e7,10293,99,-30,33.520225,117.039194,37.040451,11.762882,0.330397,2.849661,3.491599
1e7,10595,101,-16,22.607250,118.758985,29.214501,11.816961,0.219633,1.913119,5.253137
1e7,10906,102,-8,17.503582,97.589197,27.007163,9.662770,0.167608,1.811445,5.575384
1e7,11226,104,2,9.124194,139.161990,20.248388,13.645956,0.086116,0.668637,15.251976
1e7,11555,106,8,3.585210,126.043218,15.170421,12.242400,0.033353,0.292852,35.156436
1e7,11894,107,27,-11.777348,138.661223,3.445303,13.404886,0.107990,0.878586,11.773552
1e7,12242,109,20,-1.903756,127.086340,16.192489,12.172664,0.017206,0.156396,66.755591
1e7,12601,110,-2,20.878152,125.530597,39.756305,11.968873,0.185990,1.744371,6.012534
1e7,12971,112,-6,24.398472,143.729580,42.796945,13.581169,0.214228,1.796493,5.890925
1e7,13351,114,-13,26.295873,149.926353,39.591745,14.041889,0.227578,1.872673,5.701517
1e7,13743,115,-2,18.938891,147.915236,35.877782,13.793167,0.161553,1.373063,7.810132
1e7,14146,117,18,1.123509,142.732326,20.247018,13.195608,0.009446,0.085143,127.041574
1e7,14561,119,1,11.708013,178.775072,24.416026,16.388284,0.097026,0.714414,15.269463
1e7,14988,120,-12,19.943000,152.342026,27.886000,13.906861,0.162899,1.434040,7.638872
1e7,15427,122,-7,16.934404,162.458392,26.868808,14.708292,0.136342,1.151351,9.593393
1e7,15879,124,-23,29.497177,186.440685,35.994355,16.742868,0.234082,1.761776,6.320628
1e7,16345,126,-31,33.391406,164.889064,35.782811,14.689485,0.261181,2.273150,4.938069
1e7,16824,128,-20,27.285190,177.306898,34.570380,15.671864,0.210360,1.741030,6.498283
1e7,17318,130,-18,25.791729,180.216111,33.583457,15.805999,0.195989,1.631768,6.987361
1e7,17826,132,-3,15.962180,172.220725,28.924360,14.989890,0.119554,1.064863,10.789298
1e7,18348,133,-22,32.329832,184.613565,42.659663,16.008026,0.238676,2.019601,5.710316
1e7,18886,135,25,-7.104977,164.776542,10.790046,14.181707,0.051700,0.500996,23.191707
1e7,19440,137,41,-9.383608,181.240856,22.232784,15.484451,0.067301,0.606002,19.314623
1e7,20010,139,23,-1.406040,188.257563,20.187921,15.967798,0.009940,0.088055,133.892076
1e7,20597,142,35,-8.918692,175.094376,17.162616,14.693594,0.062144,0.606978,19.632293
1e7,21201,144,28,-9.664016,206.552033,8.671969,17.212669,0.066371,0.561448,21.373313
1e7,21823,146,1,14.003370,194.726246,29.006739,16.115659,0.094793,0.868929,13.905671
1e7,22463,148,-26,29.755455,209.621694,33.510909,17.230797,0.198533,1.726876,7.044816
1e7,23122,150,-30,38.956602,196.202072,47.913204,16.019832,0.256194,2.431773,5.036427
1e7,23800,152,-35,38.286825,227.397114,41.573650,18.444341,0.248177,2.075803,5.939305
1e7,24497,155,-59,61.182976,198.112308,63.365952,15.912764,0.390908,3.844899,3.238030
1e7,25216,157,-7,16.110449,219.793944,25.220899,17.541466,0.101454,0.918421,13.642943
1e7,25955,159,-7,23.432292,215.908577,39.864584,17.122664,0.145447,1.368496,9.214147
1e7,26716,161,-1,18.787989,238.301402,36.575978,18.780781,0.114946,1.000384,12.683710
1e7,27500,164,11,8.861569,240.085060,28.723138,18.747493,0.053437,0.472680,27.092838
1e7,28306,166,5,7.191420,224.302864,19.382839,17.409279,0.042744,0.413080,31.190346
1e7,29136,169,-2,20.109300,240.531845,38.218600,18.502450,0.117810,1.086845,11.961224
1e7,29991,171,19,-0.300073,221.063692,18.399853,16.905163,0.001733,0.017750,736.698628
1e7,30870,174,43,-19.622344,233.831231,3.755311,17.726700,0.111682,1.106937,11.916580
1e7,31775,176,47,-16.804847,270.712204,13.390306,20.405700,0.094274,0.823537,16.109174
1e7,32707,179,22,6.358153,231.745570,34.716306,17.321477,0.035157,0.367068,36.448568
1e7,33666,181,-18,29.263197,245.399418,40.526394,18.240395,0.159487,1.604307,8.385940
1e7,34654,184,-29,36.769879,266.024862,44.539757,19.611613,0.197522,1.874903,7.234858
1e7,35670,187,-22,27.981025,267.894341,33.962049,19.590374,0.148154,1.428305,9.574143
1e7,36716,190,-10,19.280316,255.578786,28.560632,18.541634,0.100620,1.039839,13.255944
1e7,37793,192,-35,46.042331,268.428037,57.084661,19.372125,0.236838,2.376731,5.830027
1e7,38901,195,-17,34.700151,275.570563,52.400301,19.734018,0.175934,1.758393,7.941480
1e7,40042,198,-10,33.098227,261.189034,56.196454,18.561896,0.165404,1.783127,7.891330
1e7,41216,201,4,18.583235,307.136304,41.166470,21.663725,0.091535,0.857804,16.527602
1e7,42424,204,-59,63.273895,308.780748,67.547790,21.618977,0.307198,2.926776,4.880065
1e7,43668,207,-28,38.444420,303.113843,48.888839,21.067868,0.183972,1.824789,7.884469
1e7,44949,210,0,27.063461,317.099017,54.126923,21.881911,0.127651,1.236796,11.716868
1e7,46267,213,36,-12.889497,313.101661,10.221006,21.453372,0.059924,0.600814,24.291224
1e7,47624,216,56,-17.323728,345.224046,21.352544,23.489521,0.079383,0.737509,19.927815
1e7,49020,219,77,-32.094009,362.879989,12.811983,24.521157,0.144956,1.308829,11.306783
1e7,50458,223,7,18.599299,354.444206,44.198597,23.735340,0.082800,0.783612,19.056859
1e7,51938,226,6,20.096852,376.413732,46.193705,25.038669,0.088183,0.802633,18.729985
1e7,53461,229,11,5.488953,370.495375,21.977906,24.483024,0.023739,0.224194,67.498370
1e7,55028,233,10,7.121499,347.082520,24.242998,22.738132,0.030358,0.313196,48.737285
1e7,56642,236,-30,47.094067,337.385551,64.188135,21.961929,0.197878,2.144350,7.164078
1e7,58303,239,-67,73.510797,347.253299,80.021595,22.461949,0.304443,3.272681,4.723841
1e7,60013,243,-82,87.316785,368.774654,92.633570,23.656905,0.356431,3.690964,4.223411
1e7,61772,247,-67,75.726169,368.582284,84.452339,23.452329,0.304684,3.228940,4.867304
1e7,63584,250,-49,52.960149,370.910540,56.920297,23.458442,0.210027,2.257616,7.003578
1e7,65448,254,5,15.070586,379.531584,35.141171,23.813930,0.058909,0.632847,25.183599
1e7,67368,258,37,-1.007733,385.799086,34.984535,24.018802,0.003883,0.041956,382.838764
1e7,69343,261,66,-24.047010,424.826832,17.905980,26.296121,0.091319,0.914470,17.666514
1e7,71377,265,30,4.724243,411.571707,39.448486,25.282649,0.017683,0.186857,87.119084
1e7,73470,269,35,4.128181,425.255726,43.256362,25.928299,0.015230,0.159215,103.012856
1e7,75624,274,14,14.420047,414.857315,42.840095,25.062447,0.052437,0.575365,28.769483
1e7,77842,277,-6,20.755241,384.349230,35.510483,23.093307,0.074391,0.898756,18.518177
1e7,80125,281,4,24.587602,408.242130,53.175204,24.353684,0.086862,1.009605,16.603576
1e7,82474,285,-52,62.297950,463.209718,72.595900,27.438176,0.216928,2.270484,7.435393
1e7,84893,289,20,15.237721,460.828777,50.475441,27.107575,0.052298,0.562120,30.242632
1e7,87382,294,28,8.123118,443.391916,44.246236,25.859142,0.027480,0.314129,54.583957
1e7,89945,298,16,7.622152,515.995462,31.244305,29.890815,0.025415,0.255000,67.696819
1e7,92582,302,-25,40.153895,506.895399,55.307790,29.168553,0.131967,1.376616,12.623816
1e7,95297,307,-112,110.463508,537.746285,108.927017,30.690802,0.357832,3.599238,4.868090
1e7,98092,311,-63,77.975556,535.391687,92.951112,30.359277,0.248967,2.568426,6.866148
1e7,100968,316,-5,36.497127,528.894401,67.994254,29.752635,0.114859,1.226686,14.491398
1e7,103929,320,13,17.885164,580.296045,48.770327,32.439535,0.055478,0.551338,32.445666
1e7,106977,325,-25,53.525279,542.504056,82.050557,30.092711,0.163649,1.778679,10.135474
1e7,110114,330,-6,38.705827,542.324469,71.411653,29.853979,0.116642,1.296505,14.011443
1e7,113343,335,49,-7.133265,584.382344,34.733470,31.928218,0.021188,0.223416,81.923544
1e7,116666,340,94,-40.661395,612.318329,12.677210,33.207624,0.119045,1.224460,15.058960
1e7,120088,345,99,-41.997847,630.501388,15.004305,33.945054,0.121193,1.237230,15.012707
1e7,123609,350,22,12.423461,629.804810,46.846922,33.664483,0.035336,0.369038,50.694794
1e7,127234,355,53,-11.211907,633.350221,30.576186,33.614739,0.031432,0.333541,56.489073
1e7,130965,360,-10,31.939469,596.452331,53.878938,31.435798,0.088257,1.016022,18.674460
1e7,134805,365,-2,24.574065,605.989596,47.148130,31.718945,0.066930,0.774744,24.659721
1e7,138758,371,-106,108.078007,618.598776,110.156015,32.116048,0.290140,3.365234,5.723632
1e7,142827,376,-78,78.569241,658.536806,79.138481,33.961443,0.207897,2.313484,8.381611
1e7,147016,381,-48,62.048770,674.893574,76.097539,34.575845,0.161827,1.794570,10.876824
1e7,151327,387,-21,50.170316,638.472318,79.340632,32.455372,0.128970,1.545825,12.726097
1e7,155765,393,-63,96.537383,663.812295,130.074766,33.484901,0.244602,2.883012,6.876220
1e7,160332,398,-53,71.262708,676.173683,89.525416,33.893524,0.177972,2.102546,9.488465
1e7,165034,404,46,4.610189,694.692656,55.220378,34.562251,0.011348,0.133388,150.686380
1e7,169873,410,99,-46.742909,702.121409,5.514182,34.675305,0.113411,1.348017,15.020918
1e7,174855,416,82,-22.383957,665.201588,37.232085,32.614191,0.053530,0.686326,29.717783
1e7,179982,422,36,2.223758,645.927738,40.447516,31.443270,0.005242,0.070723,290.466728
1e7,185260,428,49,0.156104,767.147158,49.312208,37.081458,0.000363,0.004210,4914.329016
1e7,190693,435,61,-2.545727,719.640007,55.908546,34.504097,0.005830,0.073780,282.685478
1e7,196285,441,-3,41.107168,688.539927,79.214337,32.787616,0.092784,1.253741,16.749875
1e7,202041,447,-4,47.346933,770.915346,90.693865,36.463045,0.105335,1.298491,16.282266
1e7,207966,454,-54,80.265296,770.888076,106.530592,36.179570,0.176008,2.218525,9.604251
1e7,214064,461,-14,48.919136,778.589082,83.838272,36.262509,0.105732,1.349028,15.915839
1e7,220341,467,-37,60.769835,839.499238,84.539669,38.847392,0.129461,1.564322,13.814407
1e7,226803,474,-57,66.976349,826.720425,76.952698,37.972527,0.140636,1.763811,12.343468
1e7,233454,481,-72,107.514465,811.349001,143.028930,36.994330,0.222519,2.906242,7.546417
1e7,240300,488,-30,61.999894,939.160694,93.999788,42.513807,0.126478,1.458347,15.147779
1e7,247346,495,24,27.489520,928.479754,78.979039,41.732062,0.055273,0.658715,33.775772
1e7,254600,503,-32,60.649908,912.915967,89.299816,40.704911,0.120199,1.489990,15.052223
1e7,262066,510,21,27.564554,911.904719,76.129107,40.379820,0.053845,0.682632,33.082514
1e7,269751,517,-58,91.876341,908.785405,125.752682,39.968336,0.176898,2.298728,9.891397
1e7,277661,525,-9,57.280582,1013.191073,105.561165,44.219284,0.108705,1.295376,17.688212
1e7,285803,533,86,-13.585693,997.826467,58.828614,43.220662,0.025413,0.314333,73.446858
1e7,294184,540,122,-51.254206,1064.241400,19.491587,45.797658,0.094497,1.119145,20.763982
1e7,302811,548,162,-74.717655,1063.039217,12.564690,45.410785,0.135781,1.645372,14.227417
1e7,311691,556,143,-60.297296,1049.155776,22.405407,44.494116,0.108003,1.355175,17.399715
1e7,320831,564,30,25.022611,1005.164385,80.045222,42.325056,0.044177,0.591201,40.170244
1e7,330239,573,-92,115.315564,1049.184173,138.631128,43.830298,0.200666,2.630956,9.098374
1e7,339923,581,-158,160.069685,1086.509865,162.139370,45.076025,0.274548,3.551105,6.787730
1e7,349891,590,-222,215.632432,1149.369951,209.264865,47.318812,0.364542,4.557013,5.330228
1e7,360152,598,-153,149.892695,1159.386305,146.785390,47.410832,0.249768,3.161571,7.734775
1e7,370713,607,-71,105.179960,1193.695332,139.359920,48.450599,0.172748,2.170870,11.349076
1e7,381584,616,17,35.392038,1224.772110,87.784077,49.347475,0.057294,0.717201,34.605865
1e7,392774,625,9,47.803587,1211.933591,104.607175,48.477344,0.076276,0.986102,25.352357
1e7,404291,634,49,6.326351,1313.683359,61.652701,52.173031,0.009950,0.121257,207.652636
1e7,416147,643,158,-71.179826,1368.916131,15.640347,53.984782,0.110340,1.318517,19.231799
1e7,428350,652,108,-23.103614,1228.812945,61.792771,48.124029,0.035300,0.480085,53.187043
1e7,440912,662,-13,84.608992,1325.734457,156.217983,51.526133,0.127421,1.642060,15.668955
1e7,453841,672,42,30.651955,1339.582402,103.303911,51.675513,0.045499,0.593162,43.703000
1e7,467150,681,173,-93.679171,1465.780546,-14.358341,56.168833,0.137061,1.667814,15.646814
1e7,480849,691,25,48.205366,1451.840574,121.410732,55.230618,0.069517,0.872801,30.117821
1e7,494949,702,-21,62.756604,1434.304788,104.513208,54.134346,0.089203,1.159275,22.855041
1e7,509463,712,-49,102.780173,1502.985884,156.560347,56.326777,0.143997,1.824712,14.623306
1e7,524403,722,-130,153.797149,1566.436518,177.594298,58.296731,0.212381,2.638178,10.185082
1e7,539781,733,-40,90.740130,1547.919284,141.480259,57.173703,0.123507,1.587096,17.058817
1e7,555610,743,32,21.056939,1671.192919,74.113877,61.310122,0.028249,0.343450,79.365427
1e7,571903,754,3,45.588688,1687.354423,94.177376,61.449824,0.060283,0.741885,37.012568
1e7,588673,765,-153,183.116850,1628.092374,213.233700,58.863804,0.238666,3.110857,8.891003
1e7,605936,776,-184,193.496683,1736.005367,202.993367,62.318961,0.248577,3.104941,8.971758
1e7,623705,788,-141,169.483173,1751.557644,197.966346,62.396658,0.214604,2.716222,10.334699
1e7,641995,799,57,32.592312,1759.718790,122.184623,62.254376,0.040677,0.523534,53.991838
1e7,660821,811,160,-58.251704,1747.120096,43.496593,61.349684,0.071658,0.949503,29.992601
1e7,680199,823,155,-38.999451,1830.200482,77.001098,63.796778,0.047287,0.611308,46.928878
1e7,700145,835,220,-109.105430,1844.179119,1.789140,63.820450,0.130392,1.709568,16.902725
1e7,720677,847,125,-17.982847,1840.377937,89.034306,63.236134,0.021183,0.284376,102.340745
1e7,741810,859,18,53.934787,1797.412623,125.869575,61.326927,0.062621,0.879463,33.325664
1e7,763564,872,77,2.260380,1943.066262,81.520759,65.800527,0.002587,0.034352,859.619481
1e7,785955,885,-8,69.320614,1870.872486,130.641229,62.888691,0.078192,1.102275,26.988689
1e7,809002,897,-10,56.529821,1908.038182,103.059642,63.707541,0.062850,0.887333,33.752772
1e7,832726,911,-213,220.200210,2076.746556,227.400419,68.805683,0.241305,3.200320,9.431174
1e7,857145,924,-129,163.339229,2086.091335,197.678457,68.627366,0.176426,2.380089,12.771527
1e7,882281,937,-148,172.521996,2003.399203,197.043992,65.448199,0.183671,2.636008,11.612428
1e7,908153,951,-203,228.409441,2001.804310,253.818882,64.912952,0.239682,3.518704,8.764105
1e7,934784,965,-281,297.572417,2086.797734,314.144834,67.176396,0.307778,4.429717,7.012739
1e7,962196,979,24,59.144310,2144.390376,142.288620,68.535014,0.060295,0.862979,36.256918
1e7,990412,993,225,-102.076541,2168.464095,20.846917,68.814128,0.102569,1.483366,21.243511
1e7,1019455,1008,112,-11.541786,2186.947078,88.916428,68.882358,0.011431,0.167558,189.480819
1e7,1049350,1022,267,-111.111577,2204.642822,44.776846,68.962467,0.108467,1.611189,19.841702
1e7,1080122,1037,291,-137.402250,2201.934364,16.195501,68.377779,0.132208,2.009458,16.025461
1e7,1111796,1052,53,49.939221,2289.840230,152.878443,70.598799,0.047362,0.707366,45.852542
1e7,1144399,1068,10,67.267460,2369.112405,144.534920,72.493662,0.062881,0.927908,35.219293
1e7,1177958,1083,3,55.073388,2354.395531,113.146777,71.542679,0.050743,0.769798,42.750148
1e7,1212501,1099,-47,136.762956,2365.652769,226.525912,71.359558,0.124202,1.916533,17.297467
1e7,1248057,1115,-1,100.195822,2749.433112,199.391644,82.339026,0.089688,1.216869,27.440596
1e7,1284655,1131,-178,217.488731,2488.659489,256.977462,74.000419,0.191886,2.939020,11.442705
1e7,1322327,1148,-99,127.670650,2572.476511,156.341300,75.924244,0.111025,1.681553,20.149318
1e7,1361104,1165,-16,80.067111,2617.322976,144.134221,76.682163,0.068629,1.044143,32.689115
1e7,1401017,1182,-224,272.603024,2796.743559,321.206049,81.347443,0.230308,3.351095,10.259400
1e7,1442101,1199,-86,147.647529,2841.265887,209.295058,82.054478,0.122950,1.799384,19.243572
1e7,1484390,1216,-128,183.691192,2801.643924,239.382384,80.342650,0.150770,2.286347,15.251923
1e7,1527919,1234,-234,260.561088,2834.641503,287.122177,80.693873,0.210795,3.229007,10.878990
1e7,1572725,1252,-1,96.731732,2874.814183,192.463464,81.247052,0.077133,1.190588,29.719453
1e7,1618844,1270,152,-51.843409,3043.150971,48.313181,85.392875,0.040747,0.607116,58.698898
1e7,1666316,1289,193,-42.633810,3111.142009,107.732380,86.654950,0.033027,0.491995,72.973586
1e7,1715180,1308,109,11.046202,3124.500343,131.092404,86.392632,0.008434,0.127860,282.857437
1e7,1765476,1327,447,-266.269474,3256.592245,-85.538948,89.398025,0.200397,2.978472,12.230438
1e7,1817248,1346,357,-180.742453,3300.490540,-4.484905,89.961350,0.134077,2.009112,18.260738
1e7,1870538,1366,136,-2.294072,3231.503989,131.411856,87.433799,0.001677,0.026238,1408.632422
1e7,1925391,1386,-148,194.882983,3331.363343,241.765966,89.482969,0.140448,2.177878,17.094173
1e7,1981852,1406,-187,275.771990,3369.671200,364.543979,89.865887,0.195891,3.068706,12.219048
1e7,2039968,1426,-306,319.148781,3449.739527,332.297561,91.353784,0.223451,3.493547,10.809189
1e7,2099789,1447,-377,399.214894,3637.943677,421.429788,95.636067,0.275498,4.174313,9.112745
1e7,2161365,1468,-451,434.710825,3744.163505,418.421650,97.721872,0.295690,4.448450,8.612998
1e7,2224745,1490,-23,69.946753,3645.196978,116.893507,94.433887,0.046895,0.740695,52.113884
1e7,2289985,1511,-246,291.517402,3665.670783,337.034804,94.302070,0.192641,3.091315,12.574449
1e7,2357138,1533,189,-36.938752,3875.698287,115.122496,98.987164,0.024060,0.373167,104.922286
1e7,2426259,1556,260,-100.095209,3721.524433,59.809583,94.344389,0.064261,1.060956,37.179846
1e7,2497408,1578,335,-110.143647,4009.809533,114.712706,100.941614,0.069697,1.091162,36.405273
1e7,2570643,1601,304,-127.186552,4069.195656,49.626896,101.698116,0.079327,1.250628,31.993914
1e7,2646026,1625,143,34.218649,4133.737891,211.437298,102.545416,0.021036,0.333693,120.803655
1e7,2723620,1648,-38,154.618004,4177.817137,271.236008,102.913139,0.093689,1.502413,27.020250
1e7,2803488,1672,262,-82.900239,4400.891517,96.199522,107.627320,0.049512,0.770253,53.086596
1e7,2885699,1697,-125,173.001952,4382.792890,221.003904,106.392258,0.101842,1.626077,25.333777
1e7,2970321,1721,16,143.591003,4580.147955,303.182005,110.405084,0.083315,1.300583,31.897179
1e7,3057424,1747,413,-202.915926,4782.339381,7.168148,114.417892,0.116048,1.773463,23.568083
1e7,3147081,1772,-27,156.380204,4790.914476,285.760409,113.811608,0.088151,1.374027,30.636323
1e7,3239368,1798,-646,601.231808,5065.902517,556.463616,119.470859,0.334050,5.032456,8.425872
1e7,3334360,1824,-366,369.859289,4998.718427,373.718579,117.043219,0.202549,3.160023,13.515190
1e7,3432139,1851,-386,428.712136,5028.321890,471.424271,116.874526,0.231411,3.668140,11.728900
1e7,3532785,1878,-50,182.585632,5062.448940,315.171264,116.818833,0.097142,1.562981,27.726437
1e7,3636382,1905,7,135.151984,5081.367490,277.303967,116.421480,0.070874,1.160885,37.597432
1e7,3743017,1933,-97,230.743908,5405.265839,364.487816,122.942243,0.119267,1.876848,23.425389
1e7,3852779,1961,100,88.922923,5403.921680,277.845846,122.031022,0.045303,0.728691,60.770851
1e7,3965759,1989,42,102.223551,5409.075716,246.447102,121.284602,0.051332,0.842840,52.914183
1e7,4082053,2018,126,61.852130,5348.062005,249.704259,119.051769,0.030614,0.519540,86.465285
1e7,4201757,2048,262,-70.866425,5647.579540,120.267151,124.795056,0.034572,0.567862,79.693304
1e7,4324972,2078,596,-321.803206,5989.090896,-47.606412,131.382685,0.154739,2.449358,18.611036
1e7,4451799,2108,207,8.461171,5802.716595,223.922341,126.385153,0.004010,0.066948,685.805403
1e7,4582346,2139,347,-121.937658,5827.922463,103.124684,126.010975,0.056963,0.967675,47.794279
1e7,4716721,2170,-60,188.782168,6097.813259,317.564336,130.901389,0.086924,1.442171,32.300791
1e7,4855036,2201,-182,279.857156,6196.634116,377.714312,132.082668,0.127011,2.118803,22.142132
1e7,4997408,2233,-753,659.868203,6368.136349,566.736405,134.762169,0.295179,4.896539,9.650619
1e7,5143954,2266,-486,504.994431,6359.974579,523.988861,133.605835,0.222658,3.779733,12.594148
1e7,5294798,2299,-668,606.589963,6816.685741,545.179925,142.168633,0.263615,4.266693,11.237716
1e7,5450065,2333,-448,475.345774,6719.265676,502.691547,139.111952,0.203615,3.417002,14.135533
1e7,5609885,2367,-59,186.293285,6812.637175,313.586570,140.028401,0.078654,1.330396,36.569419
1e7,5774392,2401,397,-90.487409,6993.718283,216.025182,142.728945,0.037656,0.633981,77.289408
1e7,5943723,2436,144,68.104565,7070.129855,280.209129,143.248060,0.027935,0.475431,103.812863
1e7,6118020,2471,111,135.971168,7171.698355,382.942337,144.273192,0.054972,0.942456,52.744258
1e7,6297428,2507,200,-16.375630,7222.036511,167.248741,144.238937,0.006526,0.113531,441.023437
1e7,6482096,2544,1018,-610.996761,7724.388910,-203.993523,153.145972,0.239983,3.989637,12.642275
1e7,6672180,2581,516,-167.485970,7656.435289,181.028060,150.706719,0.064840,1.111337,45.713890
1e7,6867839,2619,342,-94.259788,7669.268629,153.480424,149.860163,0.035968,0.628985,81.363101
1e7,7069234,2657,-628,611.241267,7790.129778,594.482534,151.129385,0.229893,4.044490,12.744771
1e7,7276536,2696,-569,557.953401,8090.034461,546.906801,155.808242,0.206841,3.581026,14.499481
1e7,7489917,2735,-152,256.920856,8702.511730,361.841713,166.404839,0.093877,1.543951,33.872344
1e7,7709555,2775,-254,380.480523,8542.974062,506.961045,162.172643,0.137031,2.346145,22.453118
1e7,7935633,2815,-218,377.550459,8841.609799,537.100918,166.644945,0.134025,2.265598,23.418353
1e7,8168342,2856,246,-9.387540,9203.170895,227.224921,172.210007,0.003285,0.054512,980.360277
1e7,8407874,2898,20,211.662629,9342.251457,443.325258,173.541106,0.072996,1.219669,44.137463
1e7,8654430,2940,-434,561.961307,9408.884303,689.922614,173.525963,0.191024,3.238485,16.742940
1e7,8908217,2983,-396,439.979451,9835.945730,483.958903,180.089958,0.147413,2.443109,22.355466
1e7,9169446,3026,-257,328.111278,10477.318574,399.222557,190.465222,0.108355,1.722683,31.932211
1e7,9438335,3070,-33,215.446919,10096.604500,397.893839,182.224244,0.070128,1.182318,46.863536
1e7,9715109,3115,224,-5.756790,10478.265434,212.486421,187.741538,0.001847,0.030663,1820.157789
1e7,10000000,3160,1037,-565.756977,10937.927017,-94.513953,194.576990,0.178908,2.907625,19.333261
5e7,10000,98,-23,26.088798,129.797155,29.177596,13.111493,0.260888,1.989766,4.975206
5e7,10363,100,-30,36.251617,128.493888,42.503233,12.849389,0.356110,2.821272,3.544501
5e7,10739,102,-22,29.990875,126.585617,37.981751,12.533844,0.289406,2.392792,4.220804
5e7,11128,104,0,11.307203,127.191565,22.614407,12.472159,0.107188,0.906596,11.248720
5e7,11532,105,9,3.739260,125.524407,16.478520,12.249928,0.034820,0.305248,33.569316
5e7,11950,107,22,-6.178994,119.084006,9.642011,11.512285,0.056524,0.536730,19.272393
5e7,12384,109,12,4.626891,134.505007,21.253781,12.883243,0.041578,0.359140,29.070280
5e7,12833,111,8,10.877237,143.315063,29.754473,13.602864,0.096018,0.799628,13.175687
5e7,13299,113,-17,29.724569,139.519792,42.449137,13.124918,0.257754,2.264743,4.693753
5e7,13781,115,0,16.518819,147.730341,33.037637,13.775925,0.140714,1.199108,8.943154
5e7,14281,118,24,-5.922971,156.430017,12.154059,14.400550,0.049563,0.411302,26.410737
5e7,14799,120,-8,15.401135,141.426304,22.802269,12.910396,0.126601,1.192925,9.182850
5e7,15336,122,-12,21.171018,155.305288,30.342036,14.060680,0.170957,1.505689,7.335750
5e7,15893,124,-23,29.200102,181.941428,35.400205,16.338823,0.231623,1.787161,6.230849
5e7,16469,126,-29,33.104799,165.526678,37.209597,14.746288,0.257963,2.244958,5.000081
5e7,17067,129,-21,29.205106,162.413045,37.410212,14.299671,0.223553,2.042362,5.561118
5e7,17686,131,-7,20.252825,171.179409,33.505649,14.956014,0.152290,1.354159,8.452125
5e7,18328,133,-19,31.284774,188.329379,43.569549,16.330228,0.231087,1.915759,6.019841
5e7,18993,136,38,-18.677767,169.285093,0.644466,14.516077,0.135528,1.286695,9.063455
5e7,19682,138,47,-19.815342,207.461547,7.369316,17.660300,0.141243,1.122028,10.469743
5e7,20396,141,22,-1.868271,194.157960,18.263459,16.351050,0.013082,0.114260,103.923898
5e7,21136,143,35,-17.018884,218.200729,0.962231,18.246862,0.117063,0.932702,12.821095
5e7,21902,146,-3,18.990203,183.780093,34.980406,15.209749,0.128318,1.248555,9.677626
5e7,22697,149,-23,27.384442,207.329617,31.768884,16.985104,0.181769,1.612262,7.571073
5e7,23520,151,-31,34.760278,207.823938,38.520555,16.912472,0.226655,2.055304,5.978777
5e7,24374,154,-53,56.408972,198.737689,59.817943,16.014739,0.361314,3.522316,3.523157
5e7,25258,157,-7,16.578386,231.612165,26.156772,18.484663,0.104314,0.896872,13.970731
5e7,26174,160,1,19.361704,223.025172,39.723409,17.631688,0.119676,1.098120,11.518881
5e7,27124,163,-19,35.465208,193.103624,51.930415,15.125043,0.215340,2.344800,5.444875
5e7,28108,166,-5,19.733350,238.732878,34.466699,18.529265,0.117703,1.064983,12.097940
5e7,29128,169,-1,19.122282,237.462361,37.244564,18.266335,0.112043,1.046859,12.418097
5e7,30184,172,9,12.086493,212.468886,33.172987,16.200601,0.069568,0.746052,17.579035
5e7,31279,175,32,-4.487916,243.957428,23.024167,18.441448,0.025376,0.243360,54.358728
5e7,32414,178,45,-9.557011,229.096770,25.885978,17.171529,0.053083,0.556561,23.971593
5e7,33590,181,-16,25.711007,238.303257,35.422014,17.712942,0.140286,1.451538,9.268531
5e7,34809,185,-33,35.489696,242.093002,37.979392,17.799032,0.190220,1.993912,6.821501
5e7,36072,188,-13,22.773515,239.886332,32.547031,17.495509,0.119907,1.301678,10.533566
5e7,37380,191,-34,45.427585,296.779309,56.855170,21.474197,0.234963,2.115450,6.533020
5e7,38737,195,-23,44.628302,268.263502,66.256604,19.210748,0.226750,2.323090,6.011062
5e7,40142,198,-11,36.116293,253.110489,61.232586,17.987779,0.180262,2.007824,7.008208
5e7,41598,202,-16,30.814147,292.619975,45.628293,20.588670,0.151082,1.496656,9.496287
5e7,43107,206,-70,77.960302,327.816847,85.920604,22.840082,0.375491,3.413311,4.204920
5e7,44671,209,3,18.923823,339.186641,40.847645,23.462031,0.089536,0.806572,17.923791
5e7,46292,213,36,-13.014093,321.393653,9.971814,22.021530,0.060487,0.590971,24.695816
5e7,47971,217,55,-16.417108,337.323611,22.165784,22.899019,0.074956,0.716935,20.547079
5e7,49712,221,46,-11.805911,353.949172,22.388178,23.809198,0.052950,0.495855,29.980675
5e7,51515,225,26,2.393592,357.714639,30.787184,23.847643,0.010546,0.100370,149.446791
5e7,53384,229,9,10.389514,355.187328,29.779028,23.471439,0.044967,0.442645,34.187098
5e7,55321,233,9,8.298164,351.206339,25.596327,23.008292,0.035281,0.360660,42.323381
5e7,57328,237,-62,73.881619,381.765855,85.763238,24.798357,0.308570,2.979295,5.167264
5e7,59408,242,-96,100.035591,390.443024,104.071183,25.098628,0.410423,3.985700,3.903041
