n,X,dmax,n_d,E,Diag,Off,Diag_int,S_sq,S_sq_abs,n_sq,sum_abs_Bj,sum_abs_terms,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
3144,9891024,662,662,-321.60770500027934,95075.15555008639,8356.360365460307,106449388275,-159.51744060137207,288.5229620510354,25,564.9435266767839,4397.017020770025,-111.611,-52.6064,20.0808,58.3416,-79.0401,43.2455,-39.453,-92.5025,-56.3662,-11.697,0,0,0,0,0,0
3145,9897315,662,662,-283.7873956239605,90485.649866412,-9950.363951381732,106589808503,-125.21217706347966,275.4269562013794,25,523.836730895227,4276.702101623767,-92.1439,-62.6738,25.9193,60.9269,-63.6469,32.7671,-39.5337,-95.5775,-50.2363,0.411407,0,0,0,0,0,0
3146,9903608,662,662,-257.8721676469131,82115.4865271505,-15617.43168023284,106702614153,-141.64421252884335,280.856764131873,25,561.1612166492414,4130.571843515798,-108.665,-50.8784,53.6093,51.095,-62.4768,34.1433,-42.3598,-101.993,-43.1444,12.7969,0,0,0,0,0,0
3147,9909903,663,663,-230.28749472788695,92809.7512645097,-39777.42103646314,106821432261,-103.22544207718101,303.7636593883176,25,576.1604696651657,4212.4652592719285,-119.302,-38.8831,59.4399,61.7504,-63.3925,30.4233,-30.3696,-97.2334,-54.043,21.3229,0,0,0,0,0,0
3148,9916200,663,663,-270.04832428507393,109006.07614477591,-36079.978695599464,106941770210,-113.31100149464623,331.67499632838076,25,626.6365962336315,4542.67673974737,-133.928,-51.025,62.1881,57.6138,-62.1585,28.0299,-42.2741,-105.843,-53.1139,30.4624,0,0,0,0,0,0
3149,9922499,664,664,-251.89436307584947,110786.1907024202,-47335.420553032316,107070859659,-74.37615046819519,317.04163840398314,25,647.2448188384415,4641.795076818227,-128.67,-53.1002,73.9382,52.7005,-83.8501,42.1445,-18.8422,-101.089,-64.0179,28.892,0,0,0,0,0,0
3150,9928800,664,664,-329.560339638148,113205.67532808089,-4595.657865669447,107187555871,-134.7830002124722,354.3070917221887,25,657.0143134595896,4507.259352221569,-147.4,-62.1794,72.8181,52.4113,-93.695,28.6729,-8.41355,-121.695,-59.9041,9.82469,0,0,0,0,0,0
3151,9935103,665,665,-284.03818937066694,116509.59956764492,-35831.906546678074,107317379879,-136.74401824294296,388.45254937100276,25,687.676461778354,4640.725970815893,-141.247,-65.1919,91.7001,59.3475,-107.145,32.7981,-8.32234,-111.658,-52.2933,17.9735,0,0,0,0,0,0
3152,9941408,665,665,-271.8833074220763,112367.91304388604,-38447.38018911879,107448364592,-117.78857276861368,383.9974737619425,25,680.507859408732,4562.405397816462,-136.081,-68.3416,86.4995,61.4166,-104.08,37.4739,-18.3289,-92.2741,-57.0893,18.9222,0,0,0,0,0,0
3153,9947715,665,665,-251.74583215098914,105213.46256582586,-41837.49856043186,107573979584,-160.17902782058786,334.8063283955969,25,639.6409116349425,4577.855280673588,-138.033,-61.2915,73.4396,77.1949,-95.8521,27.9099,-9.98545,-106.249,-34.2822,15.4032,0,0,0,0,0,0
3154,9954024,666,666,-272.9344534536058,104000.01700521685,-29506.801123198355,107693168047,-197.8051948757211,377.7722360823627,25,588.0034044903568,4408.5334656194755,-150.972,-43.3784,71.2313,60.4091,-89.6268,20.031,-2.72431,-103.303,-40.4644,5.86313,0,0,0,0,0,0
3155,9960335,666,666,-321.39485344418927,115940.79272944218,-12646.140909030291,107809688748,-170.33535640200716,415.90579617263484,25,675.120722180643,4524.676873462338,-171.028,-50.3988,87.3729,47.256,-118.093,35.3923,-14.7349,-105.549,-38.4542,6.8417,0,0,0,0,0,0
3156,9966648,667,667,-297.199626105014,98172.5362751045,-9844.918518144405,107949863016,-119.08882493357373,368.8474178345225,25,661.488036854777,4241.278659551192,-154.071,-52.4231,57.0832,63.3117,-122.871,61.7492,-11.6456,-101.163,-36.8416,-0.328235,0,0,0,0,0,0
3157,9972963,667,667,-284.5837664562657,118716.07161699937,-37728.15148656498,108055226991,-122.35253147267122,395.57760990769293,25,700.3123031891753,4486.282429988722,-190.232,-57.3808,88.1452,41.2963,-127.732,78.4229,-6.04685,-89.1313,-13.6394,-8.28558,0,0,0,0,0,0
3158,9979280,668,668,-280.64493117323286,116131.10289910292,-37369.525505874306,108187268899,-139.66557498138945,423.66105362200915,25,700.835350145361,4457.867348445569,-184.38,-64.4755,79.126,52.2744,-138.206,78.6948,-7.14435,-80.7415,-8.12515,-7.66744,0,0,0,0,0,0
3159,9985599,668,668,-400.97216925892417,136885.3055532712,23893.374966936128,108303611547,-181.7759052800982,439.57750376427225,25,772.0952424664915,4607.858048289484,-207.645,-65.3706,67.1801,45.3288,-151.753,73.0527,-19.8006,-98.9821,-24.9299,-18.0524,0,0,0,0,0,0
3160,9991920,668,668,-448.1161297276403,141209.28516811653,59598.78055396283,108424174360,-198.3085476170454,435.7602358697641,25,747.7960169804164,4700.355813791955,-221.898,-56.4026,49.1502,43.37,-144.547,57.3198,-29.7228,-103.964,-30.2318,-11.1908,0,0,0,0,0,0
3161,9998243,669,669,-417.10253335907873,131489.9356365186,42484.58769804277,108565522859,-210.56897275751817,422.49179100032325,25,681.4496074863246,4624.519830797291,-201.267,-54.3681,71.1928,7.41427,-131.416,51.0747,-31.2978,-82.0251,-48.9018,2.49175,0,0,0,0,0,0
3162,10004568,669,669,-410.8767217892189,137791.79474346005,31027.885764795123,108684442118,-245.37113470477243,449.84847296460475,25,728.2122158059576,4495.124444750839,-212.625,-48.3376,89.2256,0.598128,-147.892,63.1824,-47.1323,-79.5406,-34.017,5.66163,0,0,0,0,0,0
3163,10010895,670,670,-359.2168196091977,137983.73232312346,-8947.008832976557,108815277712,-220.62604632814646,458.3755188626392,25,643.2874941428383,4654.04924820384,-205.099,-33.2404,82.3983,3.56543,-147.61,52.6916,-28.0647,-66.1563,-21.0824,3.37998,0,0,0,0,0,0
3164,10017224,670,670,-361.5078666253305,138326.25254123684,-7638.314909239096,108940987070,-202.28828231446482,470.19640579802194,25,634.2297772589611,4666.68981876212,-210.56,-47.2803,86.4213,13.7406,-131.33,36.1991,-6.63617,-74.6678,-23.2909,-4.10355,0,0,0,0,0,0
3165,10023555,671,671,-338.0328046032853,118000.1105811991,-3733.9335932362446,109087478399,-158.80569805793516,440.9235378168312,25,589.8350032455385,4564.352160441357,-184.139,-48.1204,64.5832,18.7691,-129.205,39.6254,-9.39058,-65.3841,-27.6944,2.9235,0,0,0,0,0,0
3166,10029888,671,671,-377.97593584752826,113946.27841541736,28919.529664397443,109222588977,-145.3091185365654,407.00854287116204,25,591.5281443961605,4387.328547402829,-178.705,-58.0977,40.6673,31.0124,-122.697,28.2127,-18.0572,-83.6255,-23.5692,6.88367,0,0,0,0,0,0
3167,10036223,671,671,-369.51404562897324,110518.41141305084,26022.218504040065,109354933185,-128.15082128794484,360.23553135242764,25,576.3245759007473,4373.491533416053,-174.389,-53.0083,43.9617,23.0405,-118.027,30.3234,-7.88657,-74.3278,-45.2808,6.0796,0,0,0,0,0,0
3168,10042560,672,672,-400.81143685962024,113062.19963194845,47587.6082855249,109477507846,-143.84347664207962,434.7724439824433,25,539.8772521357155,4487.461574888892,-187.059,-46.9229,44.0335,-1.72693,-108.99,24.0615,1.43791,-77.8494,-41.8604,-5.93516,0,0,0,0,0,0
3169,10048899,672,672,-375.202186783137,94325.7739453386,46450.90702150941,109622340253,-98.96235860740126,417.80472613934944,25,461.6865525367118,4291.114333474447,-162.847,-48.7709,39.2482,-0.490357,-74.6408,2.48412,1.50983,-89.2898,-38.5637,-3.84184,0,0,0,0,0,0
3170,10055240,673,673,-365.25120577025336,92619.34084973948,40789.10246688449,109749442033,-86.77250856412707,368.348037619073,25,529.7880484594816,4204.932246918646,-163.622,-45.7559,38.4509,21.6672,-84.1395,13.9071,-1.8952,-109.448,-42.6586,8.24321,0,0,0,0,0,0
3171,10061583,673,673,-363.9988685992448,97076.03261342089,35419.1437281094,109874108283,-103.7753113151582,383.6663316873953,25,484.75710371630976,4321.320183811358,-170.514,-33.5412,45.7973,-1.24822,-68.5571,10.41,-14.3383,-91.4203,-44.7585,4.17185,0,0,0,0,0,0
3172,10067928,673,673,-331.9907564696332,90035.17962475793,20182.68275652136,110006468713,-75.25308338161244,350.47139926053,25,507.9251722947183,4083.0702317607847,-167.394,-38.4636,58.9203,-20.8084,-60.2932,26.6717,-7.92183,-79.9389,-45.138,2.37523,0,0,0,0,0,0
3173,10074275,674,674,-362.08383125377463,92571.05190554993,38533.64894986201,110136762882,-63.39536738338961,374.50476942572254,25,569.8725554326936,4201.855596044596,-164.391,-34.3194,77.3241,-28.7334,-67.9567,10.492,-25.5128,-82.9204,-62.1448,16.0783,0,0,0,0,0,0
3174,10080624,674,674,-279.32938776557216,94071.5765158365,-16046.669646347116,110271182487,14.158068727000455,369.72754404542025,25,511.30731174460584,4281.968408007599,-154.375,-21.1791,72.5098,-0.443914,-86.3828,20.8295,-22.5215,-62.9855,-47.4307,22.6496,0,0,0,0,0,0
3175,10086975,675,675,-244.81050518446818,102454.71846574725,-42522.53501707273,110397834431,-6.808994129068424,389.6061893918238,25,563.8102487858118,4335.795672343665,-157.476,-19.9722,83.9747,5.701,-111.808,41.0874,-18.1019,-45.514,-51.4383,28.7367,0,0,0,0,0,0
3176,10093328,675,675,-207.18824810811293,103315.29720922149,-60388.32705511253,110531053684,-44.912183470086575,384.98837369085345,25,519.6181319311308,4328.545737518901,-152.565,-9.90237,59.2195,19.0524,-111.4,59.7421,-19.9546,-38.0321,-31.5489,18.2009,0,0,0,0,0,0
3177,10099683,676,676,-226.34353478176604,97162.82828994242,-45931.43255243789,110669895653,-64.66656809835513,356.78057249523545,26,445.99962328390916,4295.351358891027,-140.77,-11.6329,42.5343,29.3352,-82.1475,34.1536,-8.54259,-54.5517,-38.5264,3.80495,0,0,0,0,0,0
3178,10106040,676,676,-317.5498914332609,107214.29075756043,-6376.357208284666,110791609346,-72.925149714697,392.171817993511,26,474.8364313748227,4266.4932692229895,-160.964,-17.5004,32.9795,11.5371,-94.4979,28.6526,-11.6428,-55.2553,-56.3331,5.47404,0,0,0,0,0,0
3179,10112399,676,676,-333.301348042625,120840.5517147255,-9750.763107694438,110925097956,-88.02601508510907,436.68658390758765,26,542.6157645121923,4528.872823562531,-157.274,-27.3014,52.4268,2.96123,-104.174,41.2226,-15.8057,-69.8777,-63.5257,8.0466,0,0,0,0,0,0
3180,10118760,677,677,-330.110568925641,114938.70905157898,-5965.721335168579,111048258683,-109.01392421563924,384.9394021674025,26,529.7215367216168,4580.220800438813,-167.571,-20.1062,27.7908,23.3003,-114.695,48.7144,-7.99186,-67.6765,-44.7355,-7.14002,0,0,0,0,0,0
3181,10125123,677,677,-314.5874150836207,108117.70380337135,-9152.462074377065,111187417346,-65.00132042342966,372.8929912318249,26,500.59473316383446,4551.873448742454,-151.986,-4.84458,39.2273,10.4938,-116.216,43.2826,-23.6749,-65.928,-36.3045,-8.63754,0,0,0,0,0,0
3182,10131488,678,678,-243.5980753458366,109040.7780375432,-49700.75572534732,111321743650,-38.626109479672095,371.90861738433455,26,474.2543468512008,4645.370274275747,-145.388,-7.71987,58.6533,-2.95177,-109.815,52.9343,3.74055,-55.5402,-32.9292,-4.58242,0,0,0,0,0,0
3183,10137855,678,678,-271.67905578137743,117879.32481729717,-44069.81546703637,111452206792,25.72477929152933,403.92145617475376,26,469.5796884510446,4708.890165357019,-151.907,-24.3956,55.2902,-4.68789,-108.099,43.1113,0.548761,-51.8769,-23.5246,-6.13825,0,0,0,0,0,0
3184,10144224,679,679,-241.65267505464794,104602.66784284706,-46206.65248177979,111591683084,46.0770008367781,370.50645983175946,26,452.1869852502066,4533.4137750444215,-136.414,-21.2083,60.5661,6.70961,-73.8665,37.9914,-17.7891,-59.1294,-16.8129,-21.7,0,0,0,0,0,0
3185,10150595,679,679,-327.5970130497292,116371.42391865654,-9051.620959552107,111723156733,-10.493128536718586,361.3211691315503,26,512.5860929040384,4731.871173290719,-139.037,-27.9544,62.262,-4.88956,-106.315,30.2325,-22.552,-71.1162,-20.541,-27.6868,0,0,0,0,0,0
3186,10156968,679,679,-318.0188296272372,106640.30545003398,-5504.329452556252,111852616049,-45.56610091000175,359.8063068499928,26,525.6327130730042,4549.341731580826,-140.648,-21.7044,57.6695,4.57775,-102.766,41.5597,-13.8816,-81.6523,-39.9128,-21.2609,0,0,0,0,0,0
3187,10163343,680,680,-388.25100255783013,111806.55901512069,38932.281972039535,111986919950,-83.42937796696947,397.39001826044637,26,553.22515954405,4690.726270834122,-139.376,-36.388,57.3577,-6.17297,-96.2175,25.1294,-23.9957,-97.7184,-44.3155,-26.554,0,0,0,0,0,0
3188,10169720,680,680,-441.19068969452815,126012.10474827157,68637.11992486187,112107795311,-53.00419239709936,431.69584854041113,26,590.2054608000315,4710.3848622612895,-158.091,-40.2084,70.893,-33.5683,-77.6739,3.61439,-30.3251,-104.069,-32.6088,-39.1529,0,0,0,0,0,0
3189,10176099,681,681,-433.743303648238,136556.69026299388,51576.56319669369,112234368005,-59.290842020620175,466.2107949004751,26,589.4388440990642,4813.384386922895,-167.924,-45.8294,68.4311,-34.2562,-69.1405,9.41671,-37.0997,-93.9521,-33.8264,-29.5629,0,0,0,0,0,0
3190,10182480,681,681,-392.85104071340584,132056.75927626537,22275.18091334068,112364399460,-70.60432854868168,414.616057719913,26,568.1927793546533,4857.671737677549,-167.744,-30.5872,57.098,-18.8038,-90.4415,30.5729,-31.7813,-83.9399,-32.1236,-25.1009,0,0,0,0,0,0
3191,10188863,682,682,-460.79332838178243,133829.44546755974,78501.04601360144,112489728773,-46.45474941615066,431.36166867160773,26,614.3269569801037,4936.054276292862,-178.681,-41.2785,76.7668,-44.2729,-77.8988,-6.85984,-38.8092,-70.6471,-39.9115,-39.2017,0,0,0,0,0,0
3192,10195248,682,682,-534.4504571717346,141191.29758751174,144445.99358356433,112606234271,-48.92275304805912,443.2251589642258,26,705.158730493474,4869.507667186668,-203.605,-50.9737,85.3541,-41.8319,-97.4488,-22.0624,-44.4918,-84.4496,-42.6256,-32.3159,0,0,0,0,0,0
3193,10201635,682,682,-484.7652080389912,131025.42541819863,103971.88150688779,112742662565,-9.198879961026478,458.40543186858827,26,600.9273843460201,4703.940659199205,-194.646,-38.6025,58.0811,-0.312206,-89.9176,-19.5868,-38.9195,-80.5283,-40.6398,-39.6936,0,0,0,0,0,0
3194,10208024,683,683,-461.807470971396,126280.27424039957,86985.86600459722,112878252068,-28.8126830031365,435.8166258724127,26,631.9650556357496,4589.612424646691,-188.675,-50.3681,74.7304,10.3484,-97.2273,-12.1846,-52.8578,-70.6958,-35.7239,-39.154,0,0,0,0,0,0
3195,10214415,683,683,-418.1479205219623,125295.69257850706,49551.99085833423,113014876695,-30.540713462331723,455.0378992460453,26,590.7563325310732,4656.575869652151,-182.82,-60.9342,70.5888,15.7154,-64.774,-20.4713,-53.4585,-51.1343,-32.752,-38.1073,0,0,0,0,0,0
3196,10220808,684,684,-410.84707111447165,133918.8054413437,34876.51040199603,113131869447,-61.80368418492503,477.66463560911666,26,532.0377387244905,4726.851954445256,-204.954,-37.6373,54.1569,6.43842,-59.3293,-19.7505,-47.2363,-48.7478,-23.2183,-30.5693,0,0,0,0,0,0
3197,10227203,684,684,-394.93767571701005,123253.11707551802,32722.650625236172,113275366466,-38.90733090884305,466.2790208743395,26,524.5428944249722,4644.091155523608,-189.204,-48.2738,64.0055,0.797092,-41.574,-27.2801,-48.8292,-67.1022,-16.7449,-20.7325,0,0,0,0,0,0
3198,10233600,685,685,-395.5353081592732,129011.20831864771,27436.97168200351,113420923301,-25.669228798748463,460.86166766521956,26,527.8253662272002,4868.742926363376,-171.441,-60.9142,65.7035,0.441531,-37.0503,-16.8113,-44.6067,-73.535,-19.9456,-37.376,0,0,0,0,0,0
3199,10239999,685,685,-414.2989849940941,127421.28121309768,44222.36775403892,113556987936,1.1920956170399677,459.6118985503724,26,553.5285381067379,4861.546467318651,-168.796,-71.4882,69.6148,-4.91054,-42.2884,-17.4093,-39.4602,-82.2389,-20.2348,-37.0878,0,0,0,0,0,0
3200,10246400,685,685,-453.8149612368925,127159.71270717804,78788.30633526419,113672249867,-67.37486212803265,465.6990669648833,26,587.7152264434317,4561.527722695628,-195.138,-65.1989,60.3717,6.57841,-18.779,-21.6283,-70.985,-103.603,-21.1494,-24.2843,0,0,0,0,0,0
3201,10252803,686,686,-469.9359638457763,132833.97128096552,88005.83883469328,113799991992,-52.5970118155783,484.8758563758902,26,602.7699888769357,4622.195781878413,-201.596,-54.7103,54.2018,12.2152,-13.1081,-44.0718,-77.1026,-106.85,-20.9411,-17.9725,0,0,0,0,0,0
3202,10259208,686,686,-446.76088676180643,122397.91197737935,77197.37796281627,113941314645,-31.358242410127104,498.8906042095948,26,552.8038005666267,4783.117133545411,-189.043,-49.3585,53.0215,-4.0803,-5.51187,-33.6872,-62.1866,-104.569,-32.064,-19.282,0,0,0,0,0,0
3203,10265615,687,687,-393.59989136320337,121801.29705948487,33119.57742164063,114081831656,-21.108688082051458,489.49987494550555,26,567.7020582482769,4701.335420501541,-176.606,-58.9403,87.0511,-20.5928,-2.84268,-18.8956,-48.0506,-103.188,-33.0518,-18.4831,0,0,0,0,0,0
3204,10272024,687,687,-434.45862237996425,121359.34160737375,67394.95295292263,114213904737,-95.50630002601952,465.0388652698755,26,564.3910565829365,4877.928752757084,-178.157,-49.5259,61.7912,3.17502,-27.2519,-25.3429,-50.5631,-109.087,-36.5615,-22.9357,0,0,0,0,0,0
3205,10278435,688,688,-394.9277688460563,107877.631339777,48090.31126594709,114361660544,33.875976672837396,441.6231712016604,26,532.0033157891296,4532.204158126836,-157.824,-59.0451,66.7397,1.79811,-14.6714,-20.6442,-57.517,-88.5318,-40.4607,-24.771,0,0,0,0,0,0
3206,10284848,688,688,-476.0973092694246,127778.38142767551,98890.26646591062,114482804278,6.502906915421363,508.29090495236983,26,597.7513322303628,4771.955683298899,-180.479,-60.7011,57.6809,-15.4388,3.14609,-44.0894,-55.0389,-102.879,-52.1878,-26.1103,0,0,0,0,0,0
3207,10291263,688,688,-425.67082585196067,131738.61254480822,49457.03943668201,114618084231,-47.603755515795456,518.3226864415474,26,537.1436258173885,5007.057255038784,-176.251,-44.1577,55.692,-17.8914,0.0443537,-27.6243,-49.6424,-98.3226,-40.2665,-27.2508,0,0,0,0,0,0
3208,10297680,689,689,-384.6171857966049,136957.5970674986,10972.78254260146,114756387987,0.011816523887091535,538.8260529679544,26,557.097876689267,4998.866830050522,-169.011,-61.7511,81.621,-13.1377,4.6194,-28.1723,-44.2479,-83.9448,-27.0672,-43.5256,0,0,0,0,0,0
3209,10304099,689,689,-424.9830637373527,141899.45699297017,38711.14747061665,114873280115,-42.35701945666983,541.546434430715,26,604.3051445866442,5101.399263437004,-195.887,-55.278,83.6222,-41.3082,6.03881,-26.2291,-29.1167,-98.0215,-28.4945,-40.3088,0,0,0,0,0,0
