k,n,X,q,P_q,abs_P_q,sqrt_X_over_q,Dpsi_max,Dpsi_rms,ratio_renewal,ratio_rawdisc,log10_rho
7,714,511224,2,0.0,0.0,505.5808540678731,7.491513459128328,7.491513459128328,0.0,0.0,-2634.7577423366643
7,714,511224,3,0.0,0.0,412.805038728938,56.05071321944706,52.25786956568736,0.0,0.0,-2634.7577423366643
7,714,511224,4,-219.5,219.5,357.49965034947934,100.41139628458768,96.73818565807287,0.6139866144915789,2.186006849042208,-2634.7577423366643
7,714,511224,5,-72.4,72.4,319.7574080455369,217.549477921566,153.10481106567084,0.22642165022081195,0.3327978567988229,-2634.7577423366643
7,714,511224,6,0.0,0.0,291.89724219320743,54.40561031442485,52.15958440767355,0.0,0.0,-2634.7577423366643
7,714,511224,7,0.0,0.0,270.2443338906479,347.94615222138236,208.16134573753735,0.0,0.0,-2634.7577423366643
7,714,511224,9,700.0,700.0,238.33310023298623,277.7217018937954,192.76462886969313,2.93706580964081,2.520508823137234,-2634.7577423366643
7,714,511224,10,-204.0,204.0,226.10263156363308,214.7768891993037,153.1456472319032,0.9022451379235158,0.9498228639055145,-2634.7577423366643
7,714,511224,12,-1.3333333333333333,1.3333333333333333,206.402519364469,118.30155735801964,71.02960172905237,0.006459869469804829,0.01127063212953508,-2634.7577423366643
7,714,511224,14,0.0,0.0,191.09160107131868,347.94615222138236,209.81930757325506,0.0,0.0,-2634.7577423366643
7,714,511224,15,-679.6666666666666,679.6666666666666,184.61202561046775,249.1773576320993,141.92433061163706,3.6815947629585435,2.727642162696693,-2634.7577423366643
7,714,511224,20,-148.1,148.1,159.87870402276846,140.56094559120538,93.93464831227439,0.9263272485553107,1.0536354844305083,-2634.7577423366643
7,714,511224,21,0.0,0.0,156.0256389187367,351.25522032476874,162.47333476152411,0.0,0.0,-2634.7577423366643
7,714,511224,25,-2765.2,2765.2,142.99986013979174,331.00135427498026,142.23421226614062,19.33708184956849,8.354044369567148,-2634.7577423366643
7,714,511224,28,-566.1428571428571,566.1428571428571,135.12216694532395,237.6729045525426,118.58167689248674,4.189859221040631,2.3820252384625498,-2634.7577423366643
7,714,511224,30,-804.5,804.5,130.5404151977463,249.1773576320993,142.9178118485432,6.162842356379215,3.228624011607881,-2634.7577423366643
7,714,511224,35,-1170.857142857143,1170.857142857143,120.8569402227278,288.7060808950155,135.97776363240936,9.687959505671458,4.055533361913881,-2634.7577423366643
7,714,511224,49,-615.1428571428571,615.1428571428571,102.14275724270838,270.44811235145426,138.94160073258587,6.022383512530156,2.274531893731479,-2634.7577423366643
7,714,511224,63,1510.0,1510.0,90.08144463021598,358.1489204747031,128.05933895185277,16.76260861710805,4.216123276313644,-2634.7577423366643
7,714,511224,105,-119.57142857142857,119.57142857142857,69.77678697102641,228.88269063367625,117.84942833000602,1.7136276082915443,0.5224135920474697,-2634.7577423366643
7,714,511224,210,-47.07142857142857,47.07142857142857,49.339639236621906,228.88269063367625,117.97329734518355,0.9540286329554315,0.2056574415527375,-2634.7577423366643
7,714,511224,225,1166.0,1166.0,47.666620046597245,276.61246300363746,93.88336975296178,24.46156238600846,4.215283676443267,-2634.7577423366643
7,714,511224,441,2183.0,2183.0,34.047585747569464,233.24698196189274,76.3728122156679,64.11614662445888,9.359177905061394,-2634.7577423366643
7,788,622520,2,0.0,0.0,557.9068022528494,242.84332224319223,242.84332224319223,0.0,0.0,-2632.562183751208
7,788,622520,3,-388.0,388.0,455.52899651577246,288.8663652749965,206.8370674957501,0.8517569747869292,1.3431816460550183,-2632.562183751208
7,788,622520,4,-219.5,219.5,394.499683143092,563.793515674246,458.73312229497344,0.5564009538643494,0.38932693246302746,-2632.562183751208
7,788,622520,5,0.0,0.0,352.85124344403266,270.3388383954589,137.11043739626396,0.0,0.0,-2632.562183751208
7,788,622520,6,-25.0,25.0,322.1076424634059,281.9348934693262,202.75595093588367,0.07761380577252279,0.08867295456892403,-2632.562183751208
7,788,622520,7,249.14285714285714,249.14285714285714,298.2137296829718,138.02925028910977,95.48373624711417,0.835450659524357,1.8050004373784099,-2632.562183751208
7,788,622520,9,945.0,945.0,262.99978876206137,163.6336267854349,101.3644160542969,3.593158779511231,5.775096589646174,-2632.562183751208
7,788,622520,10,0.0,0.0,249.5035069893808,266.87310249268194,135.5943313089512,0.0,0.0,-2632.562183751208
7,788,622520,12,163.16666666666666,163.16666666666666,227.76449825788623,535.1978359499481,298.5717571088009,0.7163832287941613,0.30487168614397403,-2632.562183751208
7,788,622520,14,-47.0,47.0,210.86895050176136,133.17722002520168,94.3877645013989,0.22288724768707668,0.35291320836330714,-2632.562183751208
7,788,622520,15,-275.4,275.4,203.71876038630643,258.8884481337009,99.65030351568176,1.351863713865951,1.0637786351045369,-2632.562183751208
7,788,622520,20,-264.6,264.6,176.42562172201633,383.91444042426883,187.77992742554542,1.4997821598549612,0.689216065193034,-2632.562183751208
7,788,622520,21,218.0952380952381,218.0952380952381,172.17377710850604,218.78579397425347,119.031922825233,1.2667157668138498,0.9968436895903002,-2632.562183751208
7,788,622520,25,-2212.2,2212.2,157.7998732572368,332.81577587538777,175.4022079355405,14.019022666727945,6.646920489815625,-2632.562183751208
7,788,622520,28,-223.64285714285714,223.64285714285714,149.1068648414859,358.984289292428,140.40279282470786,1.4998830361070883,0.6229878683094068,-2632.562183751208
7,788,622520,30,-545.5,545.5,144.0509169240747,255.42271223092393,99.04956876650998,3.7868554511702146,2.135675387812895,-2632.562183751208
7,788,622520,35,-646.4,646.4,133.36523427897436,487.841154118174,169.88014550164408,4.84684035906881,1.325021463530354,-2632.562183751208
7,788,622520,49,-325.85714285714283,325.85714285714283,112.71419518374057,364.0807149395805,169.88000625189952,2.8910035894409587,0.895013466756181,-2632.562183751208
7,788,622520,63,-109.66666666666667,109.66666666666667,99.40457656099059,336.103699786323,148.94563283971868,1.103235589956763,0.3262881864626511,-2632.562183751208
7,788,622520,105,104.80952380952381,104.80952380952381,76.99845391150335,282.0059458411688,142.30662458456297,1.3611899783076757,0.3716571418269123,-2632.562183751208
7,788,622520,210,-322.6714285714286,322.6714285714286,54.44612890170386,282.6990930217271,142.30037615757243,5.926434717773494,1.1413953441535427,-2632.562183751208
7,788,622520,225,542.8666666666667,542.8666666666667,52.599957752412266,278.13770760891293,107.19056560260911,10.320667351520267,1.951790971938213,-2632.562183751208
7,788,622520,441,-204.28571428571428,204.28571428571428,37.57139839458019,252.4855224498756,82.08547301295626,5.437266724551387,0.8090987249626159,-2632.562183751208
7,869,756899,2,112.5,112.5,615.1824932489545,296.4876510379836,296.4876510379836,0.18287256421400316,0.3794424476235181,-2632.2198192335272
7,869,756899,3,-388.0,388.0,502.2944023843653,168.7225125277182,149.65740832566476,0.7724553531916427,2.2996338436831794,-2632.2198192335272
7,869,756899,4,-200.0,200.0,434.9997126435832,334.47128905000864,238.02709925120857,0.4597704186620231,0.5979586486124282,-2632.2198192335272
7,869,756899,5,-72.4,72.4,389.0755710655707,357.42868807172636,194.40481380435182,0.1860821017410997,0.20255788753439755,-2632.2198192335272
7,869,756899,6,171.0,171.0,355.17577807802905,174.96083715278655,156.13795519703933,0.48145175024416437,0.9773615786410093,-2632.2198192335272
7,869,756899,7,249.14285714285714,249.14285714285714,328.82887429699446,415.40705828607315,220.64129116866692,0.7576672142174297,0.5997559554495655,-2632.2198192335272
7,869,756899,9,945.0,945.0,289.9998084290555,160.51365861117665,116.07966087741843,3.2586228422670884,5.887349451607348,-2632.2198192335272
7,869,756899,10,77.0,77.0,275.11797469449357,360.20127679395955,195.43170308320668,0.27987993182017684,0.21376936996268656,-2632.2198192335272
7,869,756899,12,10.166666666666666,10.166666666666666,251.14720119218265,300.6907325875072,170.84531416932472,0.04048090768444176,0.033811040929596844,-2632.2198192335272
7,869,756899,14,452.42857142857144,452.42857142857144,232.51712686534358,415.40705828607315,219.97506752573463,1.9457860052200973,1.0891210498330126,-2632.2198192335272
7,869,756899,15,73.93333333333334,73.93333333333334,224.63288568981466,333.324857228552,212.5866576406429,0.3291296067639202,0.22180564014354087,-2632.2198192335272
7,869,756899,20,-285.0,285.0,194.53778553278536,335.17995292558044,158.31227328341853,1.4650110219948458,0.8502895161611237,-2632.2198192335272
7,869,756899,21,218.0952380952381,218.0952380952381,189.84943909269137,286.3054244236191,158.45447815836454,1.1487799971258073,0.7617572686032772,-2632.2198192335272
7,869,756899,25,-2765.2,2765.2,173.9998850574333,267.0244658363954,159.54100457606324,15.891964521052827,10.355605398698652,-2632.2198192335272
7,869,756899,28,-281.92857142857144,281.92857142857144,164.41443714849723,346.3443729548526,181.01504700099434,1.7147434028189192,0.8140122763458958,-2632.2198192335272
7,869,756899,30,-349.3666666666667,349.3666666666667,158.8394367487705,329.85912132577505,211.52242182148353,2.1994957538110946,1.059139020508169,-2632.2198192335272
7,869,756899,35,-1579.2571428571428,1579.2571428571428,147.05674317856258,339.6804537295502,147.82007016573138,10.739100490886985,4.649243503762302,-2632.2198192335272
7,869,756899,49,-936.7142857142857,936.7142857142857,124.28563218388092,415.1123491928447,179.7727227789313,7.536786587917213,2.256531966672775,-2632.2198192335272
7,869,756899,63,-109.66666666666667,109.66666666666667,109.60962476566482,433.8200866550578,163.2499647595718,1.0005204096001952,0.2527929665780221,-2632.2198192335272
7,869,756899,105,1390.904761904762,1390.904761904762,84.90325026029278,327.7133765465278,153.6610663750119,16.382232218914883,4.244272164176628,-2632.2198192335272
7,869,756899,210,-581.1571428571428,581.1571428571428,60.03566400383153,327.7133765465278,153.5490075721433,9.68019847036343,1.7733702205916269,-2632.2198192335272
7,869,756899,225,590.8,590.8,57.9999616858111,325.8543946419086,112.81728585551105,10.18621362545712,1.8130797365775848,-2632.2198192335272
7,869,756899,441,2063.0476190476193,2063.0476190476193,41.42854406129364,276.3568740815185,90.26014276867174,49.797734045283725,7.465157600672059,-2632.2198192335272
7,959,921599,2,112.5,112.5,678.8221416542038,100.54633485537488,100.54633485537488,0.16572824175394707,1.11888712961859,-2631.9975046924415
7,959,921599,3,-388.0,388.0,554.2559577186939,178.07684030319797,137.33980076220493,0.7000375811872189,2.1788347060706026,-2631.9975046924415
7,959,921599,4,-200.0,200.0,479.9997395832627,269.7041834789561,225.1163302990108,0.4166668927229849,0.7415531988424093,-2631.9975046924415
7,959,921599,5,-72.4,72.4,429.3248187561488,331.8804351402505,256.765040423738,0.16863688479449943,0.21815085294016878,-2631.9975046924415
7,959,921599,6,171.0,171.0,391.9181462159329,171.83851567812962,135.39680636666077,0.4363155971496791,0.995120327507366,-2631.9975046924415
7,959,921599,7,0.0,0.0,362.8456972323084,190.95508043130394,92.90400276039793,0.0,0.0,-2631.9975046924415
7,959,921599,9,945.0,945.0,319.99982638884177,224.06270049451268,111.84607392247469,2.9531266021741556,4.217569447812413,-2631.9975046924415
7,959,921599,10,77.0,77.0,303.5784906741583,335.3461710430274,256.58636974652444,0.2536411582685114,0.2296134760104964,-2631.9975046924415
7,959,921599,12,10.166666666666666,10.166666666666666,277.12797885934697,454.49770227173576,289.1895335951398,0.03668581825809309,0.022369016643758968,-2631.9975046924415
7,959,921599,14,405.42857142857144,405.42857142857144,256.57065303732617,186.1030501673813,90.81871196735158,1.5801829501115596,2.1785165319102964,-2631.9975046924415
7,959,921599,15,73.93333333333334,73.93333333333334,247.8707996786498,435.7952110474289,226.46203720450475,0.2982736709172022,0.1696515506805029,-2631.9975046924415
7,959,921599,20,-285.0,285.0,214.6624093780744,501.2119218434382,306.96008052405944,1.3276660819456445,0.5686217497616197,-2631.9975046924415
7,959,921599,21,621.4285714285714,621.4285714285714,209.4890609713707,260.1160775969911,114.53655323631804,2.9664010547715303,2.3890432962447528,-2631.9975046924415
7,959,921599,25,-2765.2,2765.2,191.99989583330506,352.40879397979734,185.8642164568436,14.402091146969973,7.84656923220401,-2631.9975046924415
7,959,921599,28,-447.42857142857144,447.42857142857144,181.4228486161542,176.33347088946903,84.13841837127397,2.4662195243952953,2.537400126995928,-2631.9975046924415
7,959,921599,30,-349.3666666666667,349.3666666666667,175.27112331090558,432.32947514465195,225.46194016418482,1.993292791573777,0.8081028168384148,-2631.9975046924415
7,959,921599,35,-1170.857142857143,1170.857142857143,162.26952887094978,379.23890261793713,171.37778811620663,7.215508364409597,3.0873866968144847,-2631.9975046924415
7,959,921599,49,-615.1428571428571,615.1428571428571,137.14278273807506,347.0804997309824,162.66185114743752,4.485419100162932,1.7723348261272136,-2631.9975046924415
7,959,921599,63,1301.0,1301.0,120.9485657441028,305.26594320385993,154.12186243568337,10.756638509898446,4.261857665305225,-2631.9975046924415
7,959,921599,105,295.57142857142856,295.57142857142856,93.6863561749166,383.6000104805571,165.1245175512248,3.1549036662241785,0.7705198657350133,-2631.9975046924415
7,959,921599,210,802.7761904761904,802.7761904761904,66.24625775594171,383.6000104805571,165.05651715450347,12.11806096932605,2.0927428794136578,-2631.9975046924415
7,959,921599,225,590.8,590.8,63.99996527776836,358.2176113143005,126.95630043636051,9.23125500827773,1.649276812025949,-2631.9975046924415
7,959,921599,441,1319.5238095238096,1319.5238095238096,45.714260912691685,296.8625772745304,102.25937390964184,28.86459899338478,4.444897776062727,-2631.9975046924415
7,1057,1119363,2,112.5,112.5,748.118640323846,4.944396130042151,4.944396130042151,0.1503772181793264,22.75303131892083,-2631.826928098164
7,1057,1119363,3,0.0,0.0,610.8363119527195,114.90639853314497,112.12966766563264,0.0,0.0,-2631.826928098164
7,1057,1119363,4,-200.0,200.0,528.9997637050512,295.6115346812876,293.14976110498475,0.3780720025264735,0.6765635861118519,-2631.826928098164
7,1057,1119363,5,-320.8,320.8,473.1517726903282,284.52134961861884,180.29855893312788,0.678006547827011,1.1275076560335813,-2631.826928098164
7,1057,1119363,6,146.0,146.0,431.9264983767493,116.2138780647656,112.17007233812606,0.3380204746610638,1.2563043453264222,-2631.826928098164
7,1057,1119363,7,0.0,0.0,399.8862338215708,337.1180345765024,170.86649816346707,0.0,0.0,-2631.826928098164
7,1057,1119363,9,700.0,700.0,352.6665091367008,495.6454892104666,291.65567970245263,1.9848780132639858,1.412299748990065,-2631.826928098164
7,1057,1119363,10,-229.0,229.0,334.568826999767,287.9870855213958,180.30336266818395,0.6844630507078279,0.7951745460578531,-2631.826928098164
7,1057,1119363,12,-213.33333333333334,213.33333333333334,305.41815597635974,351.94413820444606,218.0509681173779,0.6984959117815052,0.606156802104222,-2631.826928098164
7,1057,1119363,14,405.42857142857144,405.42857142857144,282.76226763838207,332.9591514931526,170.30834570622707,1.4338142596418288,1.2176525847402913,-2631.826928098164
7,1057,1119363,15,26.333333333333332,26.333333333333332,273.1743033303096,345.75310426868964,196.548538454368,0.09639754915561108,0.0761622470144746,-2631.826928098164
7,1057,1119363,20,-73.5,73.5,236.5758863451641,482.4922745532531,224.09150174057984,0.3106825515292101,0.1523340452819784,-2631.826928098164
7,1057,1119363,21,0.0,0.0,230.87442474210954,276.57638777425746,129.92833439910166,0.0,0.0,-2631.826928098164
7,1057,1119363,25,713.8,713.8,211.59990548202046,369.8501424971255,154.55995646815367,3.37334744254246,1.929970866526157,-2631.826928098164
7,1057,1119363,28,-447.42857142857144,447.42857142857144,199.9431169107854,229.30816371555557,150.28145565316711,2.237779316145272,1.9512108255490743,-2631.826928098164
7,1057,1119363,30,245.63333333333333,245.63333333333333,193.16340233077278,342.2873683658836,195.0711630565513,1.271634949319805,0.7176231320075089,-2631.826928098164
7,1057,1119363,35,-105.57142857142857,105.57142857142857,178.83456041828157,350.52753445590497,127.03004915858264,0.5903301259247897,0.30117870407897745,-2631.826928098164
7,1057,1119363,49,-615.1428571428571,615.1428571428571,151.14278963001462,449.6789067902173,181.88675940490324,4.069945107197487,1.3679602219586242,-2631.826928098164
7,1057,1119363,63,1510.0,1510.0,133.29541127385693,438.5091038244136,191.71036581184268,11.32822192129096,3.443486091464658,-2631.826928098164
7,1057,1119363,105,1157.904761904762,1157.904761904762,103.25018159790325,498.893596149268,147.08908997562474,11.214554240825432,2.320945329509339,-2631.826928098164
7,1057,1119363,210,-543.5904761904762,543.5904761904762,73.00890356661988,498.893596149268,146.9857541884855,7.445536772024736,1.0895920099720724,-2631.826928098164
7,1057,1119363,225,7.466666666666667,7.466666666666667,70.53330182734015,355.2523864133964,137.46859560366275,0.1058601607074126,0.02101792120821374,-2631.826928098164
7,1057,1119363,441,2183.0,2183.0,50.380929876671544,377.4243379982254,119.4367540400049,43.32988702955281,5.783940727241242,-2631.826928098164
7,1166,1361888,2,0.0,0.0,825.1933106854417,177.64847100293264,177.64847100293264,0.0,0.0,-2631.681318124824
7,1166,1361888,3,-388.0,388.0,673.767516779094,459.01750463433564,380.95176802584945,0.5758662896881869,0.845283668014121,-2631.681318124824
7,1166,1361888,4,-219.5,219.5,583.4997857754533,113.64345085737295,92.22655942247823,0.37617837289912837,1.9314795383632024,-2631.681318124824
7,1166,1361888,5,-320.8,320.8,521.8980743401914,190.93457617110107,116.07423163970611,0.614679409203743,1.6801566611619019,-2631.681318124824
7,1166,1361888,6,-25.0,25.0,476.4255800577183,465.9489764398895,382.62115679851007,0.05247409258959455,0.05365394338026873,-2631.681318124824
7,1166,1361888,7,249.14285714285714,249.14285714285714,441.08437806323246,410.9495984263194,250.91205448450705,0.5648417163102086,0.6062613471260682,-2631.681318124824
7,1166,1361888,9,945.0,945.0,388.9998571836356,317.68318949936656,187.731500442527,2.4293068044852593,2.9746616479430816,-2631.681318124824
7,1166,1361888,10,102.0,102.0,369.03766745415027,194.400312073878,117.43665873324284,0.2763945499213102,0.5246905157294033,-2631.681318124824
7,1166,1361888,12,163.16666666666666,163.16666666666666,336.883758389547,392.89318494545296,257.7804885332111,0.48434114914496124,0.4152952326961838,-2631.681318124824
7,1166,1361888,14,-47.0,47.0,311.8937548039625,415.80162869024207,252.65369765889162,0.15069234082465469,0.11303467027786317,-2631.681318124824
7,1166,1361888,15,-628.0666666666667,628.0666666666667,301.31799370985686,200.97075367334764,120.27883613207733,2.0843981434160237,3.1251645087001516,-2631.681318124824
7,1166,1361888,20,248.4,248.4,260.9490371700957,365.32468135945965,237.55417055047715,0.9519100077693875,0.6799431099909395,-2631.681318124824
7,1166,1361888,21,218.0952380952381,218.0952380952381,254.66018441014592,353.10835641452286,161.57875602548654,0.8564167131206591,0.6176439445097996,-2631.681318124824
7,1166,1361888,25,713.8,713.8,233.39991431018134,396.68989026133204,189.3861733499242,3.058270188785852,1.7993904496274447,-2631.681318124824
7,1166,1361888,28,-223.64285714285714,223.64285714285714,220.54218903161623,470.2526190820936,246.6700696906936,1.0140592968848985,0.47558024786633896,-2631.681318124824
7,1166,1361888,30,793.5,793.5,213.06399664576526,204.4364895761537,120.91808167655357,3.724233152911577,3.8814010240790062,-2631.681318124824
7,1166,1361888,35,527.0285714285715,527.0285714285715,197.25893063252096,415.7223281770712,210.13176024216773,2.6717602581471325,1.2677417971259195,-2631.681318124824
7,1166,1361888,49,53.857142857142854,53.857142857142854,166.7142245072724,580.8206348363419,231.58274478483636,0.32305067558763406,0.09272594606133132,-2631.681318124824
7,1166,1361888,63,-109.66666666666667,109.66666666666667,147.02812602107747,393.85055496286077,182.39942393054872,0.7458890324899143,0.2784474092641763,-2631.681318124824
7,1166,1361888,105,1019.5238095238095,1019.5238095238095,113.8874967007437,450.7002535410247,182.3973947896525,8.952025806684993,2.262088386934994,-2631.681318124824
7,1166,1361888,210,-530.7904761904762,530.7904761904762,80.53062120945643,450.7002535410247,182.38232524154282,6.591163314261722,1.1777017474922749,-2631.681318124824
7,1166,1361888,225,184.46666666666667,184.46666666666667,77.79997143672712,445.581926580453,148.29070425126483,2.3710377171113626,0.4139904598068564,-2631.681318124824
7,1166,1361888,441,2280.0476190476193,2280.0476190476193,55.5714081690908,442.1824087945506,126.52615425113552,41.029149596317005,5.156350803876028,-2631.681318124824
7,1287,1658943,2,112.5,112.5,910.7532596702578,215.28287761472166,215.28287761472166,0.12352412555814636,0.5225682657463091,-2631.5513348850686
7,1287,1658943,3,0.0,0.0,743.6269225895469,289.7169880704023,211.44049678421095,0.0,0.0,-2631.5513348850686
7,1287,1658943,4,-200.0,200.0,643.9998059005919,307.7152998071397,227.1920535637675,0.3105590998126358,0.649951432786572,-2631.5513348850686
7,1287,1658943,5,-320.8,320.8,576.0109373961574,408.0302061546827,308.339447389635,0.5569338690861811,0.786216302521451,-2631.5513348850686
7,1287,1658943,6,146.0,146.0,525.8236396359524,296.648459876189,215.05873750418448,0.2776596352744455,0.49216503622144353,-2631.5513348850686
7,1287,1658943,7,-63.714285714285715,63.714285714285715,486.8180945105236,346.618775762734,262.625929196334,0.13087904174627674,0.18381660247366158,-2631.5513348850686
7,1287,1658943,9,782.0,782.0,429.33320393372793,313.792501585267,199.30577411922272,1.821429120401109,2.492092691983931,-2631.5513348850686
7,1287,1658943,10,-229.0,229.0,407.3012398704428,411.4959420574596,308.96046970015385,0.5622374242534638,0.5565060954307621,-2631.5513348850686
7,1287,1658943,12,-213.33333333333334,213.33333333333334,371.81346129477345,302.12835783464834,223.47581999197834,0.5737644156035621,0.7061016544831863,-2631.5513348850686
7,1287,1658943,14,-1.5714285714285714,1.5714285714285714,344.23237583270486,346.618775762734,263.8375691281389,0.004565022588672129,0.004533593334552191,-2631.5513348850686
7,1287,1658943,15,26.333333333333332,26.333333333333332,332.56006976184017,391.855643223942,227.7517782655227,0.07918368958784411,0.06720161822011599,-2631.5513348850686
7,1287,1658943,20,-73.5,73.5,288.0054686980787,554.0898135656898,260.1773094401329,0.255203487392982,0.1326499751493559,-2631.5513348850686
7,1287,1658943,21,652.6666666666666,652.6666666666666,281.0645579120315,606.1726628804172,234.17445792721247,2.3221236840218764,1.0767009247255044,-2631.5513348850686
7,1287,1658943,25,-1585.8,1585.8,257.59992236023675,513.5252656330122,251.59331895899106,6.156057756035973,3.0880661695295877,-2631.5513348850686
7,1287,1658943,28,-549.4285714285714,549.4285714285714,243.4090472552618,591.2305388115637,278.1125074064963,2.2572232939739028,0.9292966708603742,-2631.5513348850686
7,1287,1658943,30,245.63333333333333,245.63333333333333,235.1554804804685,388.389907321136,227.22305898706657,1.0445571280391022,0.6324400523884728,-2631.5513348850686
7,1287,1658943,35,-1296.9714285714285,1296.9714285714285,217.71167040048962,560.5828720472055,262.6522637761531,5.957289410281019,2.3136123011304086,-2631.5513348850686
7,1287,1658943,49,-806.5714285714286,806.5714285714286,183.99994454302626,490.80456908865744,246.522174878465,4.383541693855354,1.6433657699419908,-2631.5513348850686
7,1287,1658943,63,1315.952380952381,1315.952380952381,162.27269817017455,528.232696104802,232.57130891050727,8.109511925242954,2.4912361363774695,-2631.5513348850686
7,1287,1658943,105,1322.0380952380951,1322.0380952380951,125.69589151144577,509.27246840976295,222.7593676713039,10.517751052489345,2.5959347446490613,-2631.5513348850686
7,1287,1658943,210,1343.4095238095238,1343.4095238095238,88.8804172550319,509.27246840976295,222.70963037708046,15.11479767196376,2.6378993704576432,-2631.5513348850686
7,1287,1658943,225,664.6666666666666,664.6666666666666,85.86664078674558,507.37872792008784,172.67412581094302,7.740685562829948,1.310001050677378,-2631.5513348850686
7,1287,1658943,441,825.047619047619,825.047619047619,61.33331484767542,407.4758785378817,147.16147120841327,13.45186740838432,2.024776588023031,-2631.5513348850686
7,1419,2016399,2,112.5,112.5,1004.0913803036057,435.41713256645016,435.41713256645016,0.1120415952241155,0.25837292928024846,-2631.433647587508
7,1419,2016399,3,0.0,0.0,819.8371789568951,340.24388854252174,249.7441364596847,0.0,0.0,-2631.433647587508
7,1419,2016399,4,-200.0,200.0,709.9998239436402,257.96702268894296,221.39955543131938,0.2816902106948635,0.7752928956394567,-2631.433647587508
7,1419,2016399,5,-72.4,72.4,635.0431481403449,401.2944146040827,206.15691238832326,0.11400800120750151,0.18041616669753524,-2631.433647587508
7,1419,2016399,6,146.0,146.0,579.7124287092696,333.31241673673503,243.73141327667196,0.2518490078349177,0.4380274861326792,-2631.433647587508
7,1419,2016399,7,0.0,0.0,536.7094185870042,503.039713293605,296.05214204706505,0.0,0.0,-2631.433647587508
7,1419,2016399,9,0.0,0.0,473.3332159624268,384.21963243657956,250.05325617850735,0.0,0.0,-2631.433647587508
7,1419,2016399,10,77.0,77.0,449.04331639609114,397.82867870130576,204.3507800230597,0.17147566212093449,0.19355065163065446,-2631.433647587508
7,1419,2016399,12,-213.33333333333334,213.33333333333334,409.91858947844753,394.2586310627521,277.08247081664587,0.520428540712838,0.5410999697286987,-2631.433647587508
7,1419,2016399,14,405.42857142857144,405.42857142857144,379.51086940955986,498.18768302962417,293.9883105824084,1.0682923839818717,0.8138068949497956,-2631.433647587508
7,1419,2016399,15,-679.6666666666666,679.6666666666666,366.6423325258555,391.51201430731453,262.5018106515643,1.8537593899327942,1.7360046226657229,-2631.433647587508
7,1419,2016399,20,-285.0,285.0,317.52157407017245,446.3666574372037,210.9628695827728,0.8975768050866831,0.6384885502790825,-2631.433647587508
7,1419,2016399,21,0.0,0.0,309.8693272978144,525.5264044273936,249.23327030294814,0.0,0.0,-2631.433647587508
7,1419,2016399,25,-2765.2,2765.2,283.99992957745604,588.221632864399,265.44939183353534,9.736622132667957,4.700949175457226,-2631.433647587508
7,1419,2016399,28,-447.42857142857144,447.42857142857144,268.3547092935021,858.8686597130145,368.9316707765092,1.667302849301648,0.520951098131904,-2631.433647587508
7,1419,2016399,30,851.6333333333333,851.6333333333333,259.2552795990855,394.9777502101206,262.85982420805885,3.2849218525088713,2.1561552084396673,-2631.433647587508
7,1419,2016399,35,-1170.857142857143,1170.857142857143,240.02374882498606,528.0430111175956,247.32404266628348,4.878088724923951,2.2173518410537056,-2631.433647587508
7,1419,2016399,49,-821.8571428571429,821.8571428571429,202.85709255532575,489.3386322147635,236.57382484954144,4.051409455318875,1.6795263826552773,-2631.433647587508
7,1419,2016399,63,0.0,0.0,178.90313952900138,669.3771404115105,281.95950114443315,0.0,0.0,-2631.433647587508
7,1419,2016399,105,-119.57142857142857,119.57142857142857,138.57777599600882,497.3999065710814,224.20907820883093,0.8628470742297981,0.24039294537812927,-2631.433647587508
7,1419,2016399,210,810.004761904762,810.004761904762,97.98928512852821,497.3999065710814,224.17176123239688,8.266258508186018,1.6284779132522966,-2631.433647587508
7,1419,2016399,225,54.0,54.0,94.66664319248535,502.3341536740809,193.9768421208504,0.5704226766570987,0.10749816552397054,-2631.433647587508
7,1419,2016399,441,2027.0,2027.0,67.61903085177525,438.7176769255575,161.33508067940267,29.97676799662064,4.620283400032558,-2631.433647587508
7,1566,2455488,2,0.0,0.0,1108.0361004949252,349.9342581857927,349.9342581857927,0.0,0.0,-2631.3225258551347
7,1566,2455488,3,0.0,0.0,904.7076875985966,434.79972603637725,313.2886473050488,0.0,0.0,-2631.3225258551347
7,1566,2455488,4,-219.5,219.5,783.4998404594604,768.0455034277402,618.3489745824426,0.2801532159486857,0.2857903588008587,-2631.3225258551347
7,1566,2455488,5,-320.8,320.8,700.7835614510375,574.8652746569132,398.78332017398367,0.4577732949896168,0.5580437958988869,-2631.3225258551347
7,1566,2455488,6,0.0,0.0,639.7249408925683,442.4243450225331,317.6915266502293,0.0,0.0,-2631.3225258551347
7,1566,2455488,7,0.0,0.0,592.2702086041471,521.7287293975241,329.60663900743765,0.0,0.0,-2631.3225258551347
7,1566,2455488,9,782.0,782.0,522.3332269729736,549.6106496981229,294.6132087550151,1.4971285754342063,1.4228254136442198,-2631.3225258551347
7,1566,2455488,10,102.0,102.0,495.5288084460882,578.3310105596902,399.7169295675463,0.20584070645631744,0.17636958443796344,-2631.3225258551347
7,1566,2455488,12,-1.3333333333333333,1.3333333333333333,452.3538437992983,590.9636401243042,344.1002471483817,0.002947545050429395,0.002256201977253419,-2631.3225258551347
