k,n,X,q,P_q,abs_P_q,sqrt_X_over_q,Dpsi_max,Dpsi_rms,ratio_renewal,ratio_rawdisc,log10_rho
8,3114,9703224,105,3644.790476190476,3644.790476190476,303.99285705894005,1436.1472921185195,492.8017723254901,11.98972407264096,2.537894613033665,-12840.375603546407
8,3114,9703224,210,3679.8238095238094,3679.8238095238094,214.95541065864933,1436.1472921185195,492.7834024610428,17.119009929772808,2.5622885825976462,-12840.375603546407
8,3114,9703224,225,2890.2,2890.2,207.66665596575683,927.9100076668547,417.2495923633912,13.917496704317225,3.11474170568237,-12840.375603546407
8,3114,9703224,441,-604.3333333333334,604.3333333333334,148.3333256898263,1055.714124526523,332.62971286325563,4.074157513309112,0.5724403219520916,-12840.375603546407
8,3457,11957763,2,-388.0,388.0,2445.175147100919,923.8484527673572,923.8484527673572,0.15867983954442927,0.41998230211649856,-12837.570132113695
8,3457,11957763,3,0.0,0.0,1996.4771473773499,711.6632143771276,525.2265409256075,0.0,0.0,-12837.570132113695
8,3457,11957763,4,-333.5,333.5,1728.9999277038735,1922.2857503406703,1531.6754785707858,0.19288606937242087,0.17349137605628956,-12837.570132113695
8,3457,11957763,5,-668.8,668.8,1546.4645485752333,723.1935945479199,501.6567780306149,0.432470308237049,0.9247869519890836,-12837.570132113695
8,3457,11957763,6,-55.666666666666664,55.666666666666664,1411.7225293944982,703.3454482099041,518.0588923111115,0.0394317335790785,0.07914555615358683,-12837.570132113695
8,3457,11957763,7,-142.42857142857142,142.42857142857142,1307.001093015173,1364.450133800041,807.2324942322981,0.10897356719113162,0.10438532556107633,-12837.570132113695
8,3457,11957763,9,0.0,0.0,1152.666618469249,934.9599037268199,540.2329444797044,0.0,0.0,-12837.570132113695
8,3457,11957763,10,85.6,85.6,1093.5155691621405,719.0347114652395,499.9276654478307,0.07827963534674438,0.11904849464856214,-12837.570132113695
8,3457,11957763,12,-259.8333333333333,259.8333333333333,998.2385736886749,988.5374425179325,790.2736398726215,0.2602918181905167,0.2628462232765855,-12837.570132113695
8,3457,11957763,14,313.92857142857144,313.92857142857144,924.1893358892585,1364.450133800041,805.2993768673266,0.3396799327126061,0.23007698387208148,-12837.570132113695
8,3457,11957763,15,2654.3333333333335,2654.3333333333335,892.851723412124,882.6908839147072,432.41592773369956,2.9728713780038727,3.0070927226091264,-12837.570132113695
8,3457,11957763,20,-2610.8,2610.8,773.2322742876166,1596.8101136481855,907.1150926542841,3.3764757199320803,1.635009684423392,-12837.570132113695
8,3457,11957763,21,5285.333333333333,5285.333333333333,754.5974328834452,908.042436609976,675.545996153166,7.004176138178969,5.820579656018322,-12837.570132113695
8,3457,11957763,25,-2870.2,2870.2,691.5999710815495,1412.7964336589212,627.1173307220841,4.1500869288809765,2.031573644737078,-12837.570132113695
8,3457,11957763,28,4881.642857142857,4881.642857142857,653.5005465075865,1243.5054935322842,596.8558622976034,7.469990473965405,3.925710728688565,-12837.570132113695
8,3457,11957763,30,-48.03333333333333,48.03333333333333,631.3415082188086,882.6908839147072,430.8039410239034,0.07608138021662607,0.05441693599497364,-12837.570132113695
8,3457,11957763,35,3560.342857142857,3560.342857142857,584.5086581296905,1285.6924252474564,573.2925937626901,6.091172145396843,2.769202639159673,-12837.570132113695
8,3457,11957763,49,-1673.142857142857,1673.142857142857,493.9999793439639,1556.3288482449134,704.9067274657622,3.3869290022335727,1.075057407712821,-12837.570132113695
8,3457,11957763,63,-371.6666666666667,371.6666666666667,435.6670310050577,1124.533934004372,553.759108112959,0.8530979858844356,0.3305072932243072,-12837.570132113695
8,3457,11957763,105,5899.07619047619,5899.07619047619,337.46623111484377,1200.3877513184852,525.8515664626976,17.480493295545962,4.9143088839391655,-12837.570132113695
8,3457,11957763,210,3387.195238095238,3387.195238095238,238.6246604427727,1200.3877513184852,525.8126701686402,14.194657131455866,2.821750917047263,-12837.570132113695
8,3457,11957763,225,1386.1333333333334,1386.1333333333334,230.5333236938498,980.9685316380637,444.1373842086538,6.012724369402361,1.4130252792296079,-12837.570132113695
8,3457,11957763,441,11331.095238095239,11331.095238095239,164.6666597813213,1200.0155944649669,366.0465073550182,68.812322136995,9.44245665669642,-12837.570132113695
8,3838,14737920,2,0.0,0.0,2714.5828408799757,15.590461565181613,15.590461565181613,0.0,0.0,-12837.221592102005
8,3838,14737920,3,0.0,0.0,2216.4476082235738,507.44567099399865,499.44713894657275,0.0,0.0,-12837.221592102005
8,3838,14737920,4,-1337.0,1337.0,1919.4999348788735,989.5897167250514,981.8254316282092,0.6965355797651376,1.3510649690506773,-12837.221592102005
8,3838,14737920,5,0.0,0.0,1716.8529348782324,1059.4120684121735,726.0839121616832,0.0,0.0,-12837.221592102005
8,3838,14737920,6,0.0,0.0,1567.2651339195932,515.7634371612221,499.98580317979304,0.0,0.0,-12837.221592102005
8,3838,14737920,7,-1053.5714285714287,1053.5714285714287,1451.0055626554788,1455.441969086416,870.0438673867923,0.7260974428266783,0.7238841884110004,-12837.221592102005
8,3838,14737920,9,802.6666666666666,802.6666666666666,1279.6666232525824,1033.2522690896876,650.0632493692473,0.627246700102637,0.7768351356961735,-12837.221592102005
8,3838,14737920,10,0.0,0.0,1213.9983525524242,1062.8778043151833,725.8645836758305,0.0,0.0,-12837.221592102005
8,3838,14737920,12,748.6666666666666,748.6666666666666,1108.2238041117869,1139.0615511187352,684.5560640326648,0.6755554824656594,0.657266208249554,-12837.221592102005
8,3838,14737920,14,-940.5,940.5,1026.015872893091,1449.8967916416004,868.1765965260175,0.9166524854513615,0.6486668605805715,-12837.221592102005
8,3838,14737920,15,0.0,0.0,991.2255041109465,953.3354620814789,570.1849062163151,0.0,0.0,-12837.221592102005
8,3838,14737920,20,-2561.6,2561.6,858.4264674391162,1911.2635634508915,1028.614245212358,2.9840645613384247,1.3402651779615837,-12837.221592102005
8,3838,14737920,21,2822.3333333333335,2822.3333333333335,837.7384521947852,1594.7763160474133,716.6771279185316,3.368991032868459,1.769736172360754,-12837.221592102005
8,3838,14737920,25,-216.6,216.6,767.7999739515494,1260.9112506331876,637.6540543393799,0.28210472434018097,0.17178052768680643,-12837.221592102005
8,3838,14737920,28,2402.5,2402.5,725.5027813277394,930.2274250336923,645.4265625209808,3.3114966087424165,2.5827017515775594,-12837.221592102005
8,3838,14737920,30,0.0,0.0,700.9022756419043,956.8011979844887,571.1149124646711,0.0,0.0,-12837.221592102005
8,3838,14737920,35,4246.0,4246.0,648.9094147655962,1545.5564174585743,792.2260763354499,6.543286171204298,2.7472306750095106,-12837.221592102005
8,3838,14737920,49,748.4285714285714,748.4285714285714,548.4285528225353,1572.8089156034985,772.207579668694,1.3646783479392506,0.4758547360735133,-12837.221592102005
8,3838,14737920,63,943.0,943.0,483.66852088515964,1416.9195574409096,698.4938442035275,1.9496823946165027,0.6655282546195826,-12837.221592102005
8,3838,14737920,105,1038.8666666666666,1038.8666666666666,374.6480252945995,1375.6084588335361,606.5836616651142,2.772913765793287,0.7552052039194249,-12837.221592102005
8,3838,14737920,210,724.3,724.3,264.9161592439605,1376.3016060140799,606.5551612734256,2.7340725536224997,0.5262654616073958,-12837.221592102005
8,3838,14737920,225,-60.333333333333336,60.333333333333336,255.93332465051648,1254.944971624529,509.22818166244815,0.23573848155850766,0.04807647721416159,-12837.221592102005
8,3838,14737920,441,3265.2380952380954,3265.2380952380954,182.80951760751176,1307.9431540345977,409.5937922161277,17.86142285134461,2.4964678970686545,-12837.221592102005
8,4261,18164643,2,-388.0,388.0,3013.6890184622566,330.2362779863179,330.2362779863179,0.12874586515830294,1.174916342825531,-12836.996245540462
8,4261,18164643,3,0.0,0.0,2460.6667795538674,472.049611736089,348.4950053984325,0.0,0.0,-12836.996245540462
8,4261,18164643,4,-333.5,333.5,2130.999941342092,701.3722847793251,561.0993750912862,0.15649930041291488,0.4754964050296486,-12836.996245540462
8,4261,18164643,5,-668.8,668.8,1906.024291555593,1616.7764211390167,990.3938121390133,0.3508874482675989,0.4136626383559152,-12836.996245540462
8,4261,18164643,6,-55.666666666666664,55.666666666666664,1739.954166063003,463.7318455670029,344.62998333743445,0.03199317990807983,0.12004063813776532,-12836.996245540462
8,4261,18164643,7,0.0,0.0,1610.8845396241159,817.7746065417305,481.0362845817304,0.0,0.0,-12836.996245540462
8,4261,18164643,9,802.6666666666666,802.6666666666666,1420.6666275613948,611.5508319549263,347.30286020315594,0.5649929766031468,1.3125101377113757,-12836.996245540462
8,4261,18164643,10,85.6,85.6,1347.762701665245,1620.9353042216972,990.0552343679118,0.06351266428002188,0.052809016977455124,-12836.996245540462
8,4261,18164643,12,-259.8333333333333,259.8333333333333,1230.3333897769337,453.1467702332884,321.87930425517277,0.21118936988326598,0.5733977386610661,-12836.996245540462
8,4261,18164643,14,-1894.5714285714287,1894.5714285714287,1139.0673816767821,812.2294290978462,480.844680057355,1.6632654565022262,2.3325569853775847,-12836.996245540462
8,4261,18164643,15,2654.3333333333335,2654.3333333333335,1100.4436378115872,1566.3493653675541,799.5875231068023,2.4120575031102103,1.6945985308395595,-12836.996245540462
8,4261,18164643,20,-2610.8,2610.8,953.0121457777965,1329.0681341812015,815.2031727528947,2.7395243718213136,1.9643838663007558,-12836.996245540462
8,4261,18164643,21,0.0,0.0,930.0446225853897,1784.5897756936029,896.7342799580134,0.0,0.0,-12836.996245540462
8,4261,18164643,25,1342.2,1342.2,852.3999765368368,1238.4967042173957,643.4229912619052,1.5746129011560295,1.0837332028655937,-12836.996245540462
8,4261,18164643,28,2616.1428571428573,2616.1428571428573,805.4422698120579,773.1257471314166,407.5888906734788,3.2480823954686517,3.3838516785267054,-12836.996245540462
8,4261,18164643,30,-48.03333333333333,48.03333333333333,778.1311586101664,1570.5082484511659,800.9740435039345,0.061729096440664974,0.030584578833446924,-12836.996245540462
8,4261,18164643,35,-2186.8571428571427,2186.8571428571427,720.4094669005954,1906.6514956759056,816.5495716684422,3.035575243431515,1.1469621731169621,-12836.996245540462
8,4261,18164643,49,-1759.5714285714287,1759.5714285714287,608.8571260977405,2213.237689634494,857.7241689367875,2.889957845855881,0.7950214460978269,-12836.996245540462
8,4261,18164643,63,-4596.0,4596.0,536.9615132080387,1343.0481082382612,679.9595589872815,8.55927266097997,3.4220665453516683,-12836.996245540462
8,4261,18164643,105,6194.809523809524,6194.809523809524,415.92859964181355,1381.6402360591455,692.5447649236505,14.893925373596156,4.483663230219024,-12836.996245540462
8,4261,18164643,210,-3702.004761904762,3702.004761904762,294.10593329615097,1381.6402360591455,692.6416550945869,12.587317502965897,2.679427440868395,-12836.996245540462
8,4261,18164643,225,-488.6666666666667,488.6666666666667,284.133325512279,1253.3325099285867,519.693241884568,1.7198498830984494,0.3898938731705845,-12836.996245540462
8,4261,18164643,441,211.1904761904762,211.1904761904762,202.95237536591353,1447.632455475672,435.8393591772866,1.0405913003467429,0.14588680669022575,-12836.996245540462
8,4730,22382360,2,0.0,0.0,3345.322107062338,1048.6391352079809,1048.6391352079809,0.0,0.0,-12836.820659399214
8,4730,22382360,3,62.333333333333336,62.333333333333336,2731.444062518335,633.0389515440911,535.4119418990454,0.022820651606485137,0.0984668213248041,-12836.820659399214
8,4730,22382360,4,-1337.0,1337.0,2365.4999471570486,1003.4903487693518,710.2926484984569,0.5652082138521539,1.3323496350908144,-12836.820659399214
8,4730,22382360,5,0.0,0.0,2115.7674730461285,693.4185159765184,425.0997220425816,0.0,0.0,-12836.820659399214
8,4730,22382360,6,56.5,56.5,1931.4226190384468,641.3567177113146,543.5587984939596,0.029253048733647098,0.08809450098475713,-12836.820659399214
8,4730,22382360,7,0.0,0.0,1788.1498818611376,1522.7143771862611,797.085587712116,0.0,0.0,-12836.820659399214
8,4730,22382360,9,1447.3333333333333,1447.3333333333333,1576.9999647713657,2675.2791146500967,1315.289761061598,0.9177763891346493,0.5410027407636051,-12836.820659399214
8,4730,22382360,10,0.0,0.0,1496.0735276048433,697.5773990601301,427.6757281765059,0.0,0.0,-12836.820659399214
8,4730,22382360,12,411.1666666666667,411.1666666666667,1365.7220312591676,1334.1807244606316,954.3602955892333,0.3010617514074804,0.3081791387991224,-12836.820659399214
8,4730,22382360,14,0.0,0.0,1264.4129072419341,1528.2595546310768,797.3382841756026,0.0,0.0,-12836.820659399214
8,4730,22382360,15,1860.2,1860.2,1221.5389201058365,1278.6409714436159,695.6984032353564,1.5228331814747489,1.4548258983910005,-12836.820659399214
8,4730,22382360,20,-2561.6,2561.6,1057.8837365230643,846.8446746855043,447.543963323372,2.421438114191248,3.024875843909995,-12836.820659399214
8,4730,22382360,21,3451.4285714285716,3451.4285714285716,1032.3888156439252,1596.1272626665886,639.3826324266598,3.343147968215671,2.1623768055076025,-12836.820659399214
8,4730,22382360,25,-811.4,811.4,946.1999788628194,2034.0183593903203,898.6135332445322,0.8575354239335036,0.3989147867097966,-12836.820659399214
8,4730,22382360,28,5003.0,5003.0,894.0749409305688,1510.9805439547636,763.3775669281321,5.595727797485064,3.3110949178110545,-12836.820659399214
8,4730,22382360,30,-1064.3,1064.3,863.7584538901293,1282.7998545272276,697.5008398820835,1.232173178979247,0.8296695671143842,-12836.820659399214
8,4730,22382360,35,0.0,0.0,799.6849379599444,1494.5302276929142,738.005824839043,0.0,0.0,-12836.820659399214
8,4730,22382360,49,0.0,0.0,675.8571277591568,2168.77186251909,842.3129977385506,0.0,0.0,-12836.820659399214
8,4730,22382360,63,-6527.761904761905,6527.761904761905,596.0499606203791,1772.749389322591,793.943977245141,10.951702602190757,3.682281288082302,-12836.820659399214
8,4730,22382360,105,5272.857142857143,5272.857142857143,461.69831419806303,1870.134409632592,744.9795910097166,11.420568325045153,2.8195070448936623,-12836.820659399214
8,4730,22382360,210,2892.942857142857,2892.942857142857,326.4700088318476,1870.134409632592,745.0660960067268,8.861282135820638,1.54691707838861,-12836.820659399214
8,4730,22382360,225,-1573.3333333333333,1573.3333333333333,315.39999295427316,2006.800431062613,630.3311047740497,4.988374662270319,0.784000894648126,-12836.820659399214
8,4730,22382360,441,-8.333333333333334,8.333333333333334,225.28570925305226,1585.5891003010329,481.4688855541818,0.03699006635158076,0.005255670168110517,-12836.820659399214
8,5251,27583503,2,-388.0,388.0,3713.724747473889,113.08978120610118,113.08978120610118,0.1044773176213238,3.4309023844770463,-12836.671409971508
8,5251,27583503,3,0.0,0.0,3032.243558819113,1745.1500887535512,1689.6271836540502,0.0,0.0,-12836.671409971508
8,5251,27583503,4,-333.5,333.5,2625.9999523990855,114.09908892773092,80.68339604308564,0.12699924068746382,2.9228980102657536,-12836.671409971508
8,5251,27583503,5,-668.8,668.8,2348.7657609902267,1382.58489029482,953.015014734545,0.2847452952132773,0.48373159919127,-12836.671409971508
8,5251,27583503,6,-55.666666666666664,55.666666666666664,2144.1199826502248,1753.4678549207747,1689.9256074964765,0.025962477434616445,0.03174661372345591,-12836.671409971508
8,5251,27583503,7,-6002.714285714285,6002.714285714285,1985.0693762615524,575.2270383415744,398.27180577874617,3.0239317363401654,10.43538270214243,-12836.671409971508
8,5251,27583503,9,802.6666666666666,802.6666666666666,1750.6666349327238,2453.4463672591373,1150.4973645497194,0.45849201135744055,0.3271588396543447,-12836.671409971508
8,5251,27583503,10,85.6,85.6,1660.8281970149712,1386.7437733775005,953.1468684881129,0.05154055076488346,0.061727336832755976,-12836.671409971508
8,5251,27583503,12,-259.8333333333333,259.8333333333333,1516.1217794095564,1988.478308107704,1419.4848907206256,0.171380252471885,0.13066943314086166,-12836.671409971508
8,5251,27583503,14,-256.07142857142856,256.07142857142856,1403.6560170802939,575.2270383415744,398.65209647221525,0.18243175354605445,0.44516584149052346,-12836.671409971508
8,5251,27583503,15,2654.3333333333335,2654.3333333333335,1356.0605443710838,1592.4989930433221,859.7205789818496,1.957385563905161,1.6667723778341663,-12836.671409971508
8,5251,27583503,20,-2610.8,2610.8,1174.3828804951133,1398.4274718170054,673.6926992473383,2.223125050068255,1.8669541700348138,-12836.671409971508
8,5251,27583503,21,3243.3333333333335,3243.3333333333335,1146.08033874469,1193.0638181883842,627.9897508276545,2.8299354100130363,2.7184910680286953,-12836.671409971508
8,5251,27583503,25,-2292.0,2292.0,1050.3999809596344,2382.0574148262385,1146.2258363167462,2.1820259344502775,0.9621934323389061,-12836.671409971508
8,5251,27583503,28,1400.142857142857,1400.142857142857,992.5346881307762,1729.5634488170035,910.013231794491,1.410673978336941,0.809535410857887,-12836.671409971508
8,5251,27583503,30,-48.03333333333333,48.03333333333333,958.8796066243144,1596.6578761269338,859.2102919372853,0.05009318479765377,0.0300836729342728,-12836.671409971508
8,5251,27583503,35,-3431.457142857143,3431.457142857143,887.7500130747877,1782.7904998636805,626.4750355676629,3.865341697908894,1.9247674604052054,-12836.671409971508
8,5251,27583503,49,-2731.5714285714284,2731.5714285714284,750.285700685453,2832.7947850313503,951.0117335504358,3.640708367593697,0.964267317563986,-12836.671409971508
8,5251,27583503,63,-4179.0,4179.0,661.6897920871842,1929.0980421622517,905.1071995159625,6.315648284097112,2.1662973621164014,-12836.671409971508
8,5251,27583503,105,1710.4761904761904,1710.4761904761904,512.5427090218225,1994.6064412835985,727.2381084229031,3.337236410484894,0.8575507203192624,-12836.671409971508
8,5251,27583503,210,-13.17142857142857,13.17142857142857,362.4224251970541,1993.220146922511,727.1439835477746,0.03634275269877983,0.006608115311178734,-12836.671409971508
8,5251,27583503,225,1374.3333333333333,1374.3333333333333,350.1333269865448,2320.146264322393,777.6599287778818,3.925171434440879,0.5923477129295175,-12836.671409971508
8,5251,27583503,441,-1563.3809523809523,1563.3809523809523,250.09523356181768,1607.3256491921056,504.8154207274324,6.2511425352475625,0.9726597427016477,-12836.671409971508
8,5830,34000560,2,0.0,0.0,4123.139580465352,1776.755079858005,1776.755079858005,0.0,0.0,-12836.538248269442
8,5830,34000560,3,0.0,0.0,3366.5293701377386,1731.1389225162566,1224.5409396441398,0.0,0.0,-12836.538248269442
8,5830,34000560,4,-1337.0,1337.0,2915.499957125707,1287.2242463342845,973.8035467557387,0.4585834401171122,1.0386690615931646,-12836.538248269442
8,5830,34000560,5,0.0,0.0,2607.7024370123213,1870.1838747281581,1154.9415576722572,0.0,0.0,-12836.538248269442
8,5830,34000560,6,0.0,0.0,2380.495746688072,1722.1280091702938,1218.027122245134,0.0,0.0,-12836.538248269442
8,5830,34000560,7,-142.42857142857142,142.42857142857142,2203.910809706885,2572.9710117746145,1483.7346019467097,0.06462537903133841,0.05535568445069127,-12836.538248269442
8,5830,34000560,9,1108.3333333333333,1108.3333333333333,1943.6666380838046,1493.394522285089,908.7171276512867,0.5702280996220637,0.7421570903028614,-12836.538248269442
8,5830,34000560,10,0.0,0.0,1843.9240765280983,1865.331844465807,1153.066987691216,0.0,0.0,-12836.538248269442
8,5830,34000560,12,748.6666666666666,748.6666666666666,1683.2646850688693,1325.7231930680573,923.1182450749459,0.4447706135033871,0.5647232171702928,-12836.538248269442
8,5830,34000560,14,-2208.5,2208.5,1558.400278674073,2572.9710117746145,1482.5505268156285,1.417158370812824,0.8583462424929407,-12836.538248269442
8,5830,34000560,15,0.0,0.0,1505.557703975507,2218.773042820394,892.5010327167087,0.0,0.0,-12836.538248269442
8,5830,34000560,20,-2561.6,2561.6,1303.8512185061606,1948.537966796197,974.6233684934359,1.9646413360988062,1.3146266809529017,-12836.538248269442
8,5830,34000560,21,5285.333333333333,5285.333333333333,1272.4284992541961,1973.276042163372,1141.0665250122315,4.153736996955983,2.6784561411584544,-12836.538248269442
8,5830,34000560,25,-811.4,811.4,1166.1999828502828,2201.3723997652996,1095.7047118592545,0.695764030125327,0.36858824980567023,-12836.538248269442
8,5830,34000560,28,2502.0,2502.0,1101.9554048534426,1861.7077531358227,1007.3512474895908,2.270509304623593,1.3439273676470875,-12836.538248269442
8,5830,34000560,30,0.0,0.0,1064.5900619487297,2213.9210125561804,891.1874490160197,0.0,0.0,-12836.538248269442
8,5830,34000560,35,4169.2,4169.2,985.6188773702396,2227.406232295092,871.6606085252544,4.230032617804533,1.871773518252262,-12836.538248269442
8,5830,34000560,49,-1673.142857142857,1673.142857142857,832.999987750202,2419.082786402898,1017.1533267300459,2.0085748880522134,0.691643488411064,-12836.538248269442
8,5830,34000560,63,-6537.666666666667,6537.666666666667,734.6369365689616,3177.173231595196,1105.0750285960416,8.899180453953345,2.057699152710107,-12836.538248269442
8,5830,34000560,105,127.26666666666667,127.26666666666667,569.0473241680846,2121.7397974188207,979.6392933309974,0.22364865145921461,0.05998222158131338,-12836.538248269442
8,5830,34000560,210,-2156.0333333333333,2156.0333333333333,402.37722173531216,2121.7397974188207,979.5504188921013,5.358239027634606,1.0161629319279546,-12836.538248269442
8,5830,34000560,225,318.8,318.8,388.73332761676096,2141.7845941966516,808.6930240446885,0.8200994804188596,0.14884783505484905,-12836.538248269442
8,5830,34000560,441,-604.3333333333334,604.3333333333334,277.6666625834007,1495.5817073813523,592.7948749483866,2.176470620241687,0.40407911540418223,-12836.538248269442
8,6472,41899728,2,0.0,0.0,4577.10214000081,1120.0629311650991,1120.0629311650991,0.0,0.0,-12836.416013707361
8,6472,41899728,3,0.0,0.0,3737.18824786764,856.5141272731125,633.8465547214057,0.0,0.0,-12836.416013707361
8,6472,41899728,4,-1337.0,1337.0,3236.4999613780315,2198.6512316539884,1731.6783714255123,0.41310057653476207,0.6081000846115141,-12836.416013707361
8,6472,41899728,5,-668.8,668.8,2894.813569126689,2316.594434544444,1390.388148755608,0.2310338762857756,0.2886996489446021,-12836.416013707361
8,6472,41899728,6,0.0,0.0,2642.59115263788,847.5032139271498,626.0347179158495,0.0,0.0,-12836.416013707361
8,6472,41899728,7,-6002.714285714285,6002.714285714285,2446.5640045932637,1679.7212175065652,1010.8477247291099,2.4535284073682857,3.573637234055373,-12836.416013707361
8,6472,41899728,9,0.0,0.0,2157.666640918688,2385.969184651971,1438.9712186004144,0.0,0.0,-12836.416013707361
8,6472,41899728,10,-1600.0,1600.0,2046.9423050003143,2312.4355514608324,1389.50984612866,0.7816536871075878,0.6919111752062598,-12836.416013707361
8,6472,41899728,12,748.6666666666666,748.6666666666666,1868.59412393382,1754.3364363126457,1191.8398967688597,0.4006577228716482,0.4267520477658508,-12836.416013707361
8,6472,41899728,14,-1638.5,1638.5,1729.9819982548124,1679.7212175065652,1011.6570592611829,0.9471196819694665,0.9754594887074444,-12836.416013707361
8,6472,41899728,15,2654.3333333333335,2654.3333333333335,1671.3213933890754,1470.1789002129808,756.3437379359233,1.5881645169101344,1.8054492095817778,-12836.416013707361
8,6472,41899728,20,-422.6,422.6,1447.4067845633444,2164.919945289381,1377.7816061093217,0.2919704429377057,0.1952035228459738,-12836.416013707361
8,6472,41899728,21,3243.3333333333335,3243.3333333333335,1412.52438664157,2029.5831719348207,794.3932803351394,2.2961255494106623,1.5980292792048691,-12836.416013707361
8,6472,41899728,25,-2292.0,2292.0,1294.5999845512126,3513.4769553202204,1202.5547149349252,1.7704310422918375,0.6523452492065956,-12836.416013707361
8,6472,41899728,28,4014.5,4014.5,1223.2820022966318,2728.836225079838,1485.607225701241,3.2817453313815124,1.471139954499302,-12836.416013707361
8,6472,41899728,30,-901.1666666666666,901.1666666666666,1181.8026908075647,1470.1789002129808,756.5668614648475,0.7625356361736406,0.6129639505342629,-12836.416013707361
8,6472,41899728,35,-3431.457142857143,3431.457142857143,1094.1366851149292,2368.1489201730583,1030.0372002281256,3.13622346233341,1.4490039514096018,-12836.416013707361
8,6472,41899728,49,-2501.0,2501.0,924.7142746794376,3122.2758558470523,1332.811475995472,2.704619219668691,0.8010182685544598,-12836.416013707361
8,6472,41899728,63,-32.0,32.0,815.5213348644213,3635.6100393387023,1177.8885971530292,0.039238703675753536,0.008801824082821772,-12836.416013707361
8,6472,41899728,105,1710.4761904761904,1710.4761904761904,631.7001096813492,2357.232210451737,1124.5624109752966,2.7077345155741894,0.7256290588988672,-12836.416013707361
8,6472,41899728,210,-286.76190476190476,286.76190476190476,446.67943123196784,2355.8459160906496,1124.503316640544,0.6419859181135759,0.12172354006825911,-12836.416013707361
8,6472,41899728,225,-4247.866666666667,4247.866666666667,431.5333281837375,2379.6253311255714,891.9156883185628,9.843658390292434,1.7850989444029033,-12836.416013707361
8,6472,41899728,441,-2470.7619047619046,2470.7619047619046,308.2380915598125,1894.1813551475352,695.9532000173122,8.015757858669657,1.3043956419735006,-12836.416013707361
8,7186,51652968,2,0.0,0.0,5081.976387194258,789.929026208818,789.929026208818,0.0,0.0,-12836.301104191689
8,7186,51652968,3,0.0,0.0,4149.416344499549,1771.2773210667074,1431.9491667955363,0.0,0.0,-12836.301104191689
8,7186,51652968,4,-1337.0,1337.0,3593.4999652149713,1274.6403214000165,964.275114071626,0.37206066869128734,1.0489233531632594,-12836.301104191689
8,7186,51652968,5,-668.8,668.8,3214.124079745522,3812.961960557848,2098.589557173268,0.20808157476389402,0.17540169739908773,-12836.301104191689
8,7186,51652968,6,0.0,0.0,2934.0804351619263,1762.959554899484,1429.9180486493603,0.0,0.0,-12836.301104191689
8,7186,51652968,7,-6002.714285714285,6002.714285714285,2716.430641222306,2920.7952868994325,1676.2934384961022,2.209780067498156,2.055164328920313,-12836.301104191689
8,7186,51652968,9,802.6666666666666,802.6666666666666,2395.6666434766476,1530.1242801416665,1006.7607207520376,0.33504939798377703,0.5245761256676168,-12836.301104191689
8,7186,51652968,10,-1600.0,1600.0,2272.7289323630303,3808.8030774742365,2098.293681612825,0.7039994859116031,0.4200794757446535,-12836.301104191689
8,7186,51652968,12,748.6666666666666,748.6666666666666,2074.7081722497746,2340.9462073575705,1320.7066734302457,0.36085396330936825,0.3198136993979677,-12836.301104191689
8,7186,51652968,14,-1638.5,1638.5,1920.806527031214,2915.250109454617,1676.4554474984445,0.8530270888512935,0.5620444004739372,-12836.301104191689
8,7186,51652968,15,2654.3333333333335,2654.3333333333335,1855.6754026499354,3717.1764378855005,1645.0717949220827,1.430386655738876,0.7140724627113044,-12836.301104191689
8,7186,51652968,20,-422.6,422.6,1607.062039872761,2286.6657982291654,1448.5283908987487,0.2629643346148972,0.18481056581476357,-12836.301104191689
8,7186,51652968,21,3243.3333333333335,3243.3333333333335,1568.331961944646,2576.4316120697185,1344.1336251536657,2.0680145607131397,1.258847049593478,-12836.301104191689
8,7186,51652968,25,1342.2,1342.2,1437.3999860859885,2655.6687593758106,1305.0948119866032,0.9337693147297044,0.5054094172179332,-12836.301104191689
8,7186,51652968,28,4014.5,4014.5,1358.215320611153,4136.368154917844,1872.9339704575307,2.9557169169565873,0.9705374013256167,-12836.301104191689
8,7186,51652968,30,-901.1666666666666,901.1666666666666,1312.1606608948464,3713.0175548018888,1644.596979620504,0.6867807376972446,0.24270466093035994,-12836.301104191689
8,7186,51652968,35,-3431.457142857143,3431.457142857143,1214.8247139872838,4292.489187036641,1474.7063710812306,2.8246520698401447,0.7994096183678638,-12836.301104191689
8,7186,51652968,49,-1767.857142857143,1767.857142857143,1026.714275775706,2933.157446016092,1149.5563342656055,1.7218589285918777,0.6027147111582104,-12836.301104191689
8,7186,51652968,63,-4179.0,4179.0,905.4768804074354,3073.8311960254796,1363.0481259312867,4.6152476009322125,1.359541150276412,-12836.301104191689
8,7186,51652968,105,1710.4761904761904,1710.4761904761904,701.3793756387684,3268.6553907303605,1306.631600490232,2.4387318046220074,0.5232965810121681,-12836.301104191689
8,7186,51652968,210,-286.76190476190476,286.76190476190476,495.9501126985599,3268.6553907303605,1306.5397053240251,0.5782071571706641,0.08773084662737408,-12836.301104191689
8,7186,51652968,225,-488.6666666666667,488.6666666666667,479.1333286953295,2510.9607994852704,1050.238966010323,1.0198970461881587,0.19461341920066613,-12836.301104191689
8,7186,51652968,441,12550.952380952382,12550.952380952382,342.2380919252354,2010.9048391953402,792.6793136915484,36.67316022698676,6.241445212282955,-12836.301104191689
