n,X,dmax,E,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
15204,231192024,2874,-1066.975230,-333.481,16.7003,-79.7153,16.0295,320.849,-52.434,-117.984,-99.2809,-60.869,-181.252,-256.233,-239.304,0,0,0,0
15205,231222435,2874,-1026.858823,-304.565,14.5531,-73.4542,-0.175665,314.315,-14.9866,-116.115,-120.983,-51.8765,-186.181,-269.653,-217.736,0,0,0,0
15206,231252848,2874,-1120.928307,-288.64,10.2931,-53.2558,-61.2654,345.032,-55.92,-111.381,-140.027,-41.3522,-231.389,-270.201,-222.823,0,0,0,0
15207,231283263,2875,-1235.194134,-318.814,-2.80167,-58.9423,-48.532,279.749,-51.6647,-117.848,-129.661,-45.7466,-248.503,-275.706,-216.725,0,0,0,0
15208,231313680,2875,-1161.958247,-281.979,7.99071,-73.7523,-45.6283,279.272,-0.346288,-108.984,-150.572,-65.0509,-195.679,-304.068,-223.161,0,0,0,0
15209,231344099,2876,-1073.730743,-288.243,-9.16188,-32.4456,-66.7825,262.857,-17.8359,-86.2503,-111.19,-57.1328,-204.997,-258.426,-204.122,0,0,0,0
15210,231374520,2876,-896.363970,-250.498,5.68285,24.7956,-105.881,220.573,72.1617,-102.655,-91.2473,-55.5461,-172.68,-236.181,-204.889,0,0,0,0
15211,231404943,2876,-791.410245,-230.852,-32.4174,54.2114,-79.0388,212.095,55.6717,-80.7868,-90.9492,17.3032,-181.578,-254.184,-180.885,0,0,0,0
15212,231435368,2877,-848.070148,-224.197,-30.6304,45.4459,-91.0847,184.801,62.9885,-69.9207,-138.932,17.8487,-184.129,-229.735,-190.525,0,0,0,0
15213,231465795,2877,-962.706347,-211.641,-18.6783,29.8532,-112.25,225.505,23.2369,-104.257,-147.269,-47.9352,-163.55,-233.819,-201.902,0,0,0,0
15214,231496224,2878,-940.459538,-239.076,-22.839,21.14,-120.298,247.087,42.6151,-113.393,-117.179,-58.404,-173.364,-206.661,-200.088,0,0,0,0
15215,231526655,2878,-1106.274048,-264.61,-30.9447,-22.3441,-92.4644,218.981,0.742263,-123.524,-120.164,-54.4794,-188.219,-225.857,-203.39,0,0,0,0
15216,231557088,2878,-1226.562039,-334.135,-19.053,-71.0646,-54.4614,192.431,37.2435,-139.726,-149.222,-69.4359,-193.111,-226.631,-199.397,0,0,0,0
15217,231587523,2879,-1024.100352,-272.759,-26.1063,-50.6705,-44.5144,188.133,59.5551,-122.069,-171.629,-70.3444,-132.305,-184.838,-196.554,0,0,0,0
15218,231617960,2879,-909.593153,-260.374,-8.27243,-30.1681,-47.5129,219.773,58.8076,-123.406,-192.404,-66.7548,-137.257,-192.175,-129.85,0,0,0,0
15219,231648399,2879,-709.396644,-172.088,-54.2734,-2.72163,-71.57,224.597,79.1181,-107.68,-161.174,-56.2198,-83.6178,-175.112,-128.654,0,0,0,0
15220,231678840,2880,-733.693061,-217.793,-46.3872,-32.2843,-10.5749,205.418,41.4308,-93.7452,-167.514,-44.851,-33.715,-208.049,-125.629,0,0,0,0
15221,231709283,2880,-776.828915,-232.597,-42.4459,-63.7879,7.4209,219.864,18.7354,-127.814,-160.072,-12.3092,-66.5146,-211.14,-106.169,0,0,0,0
15222,231739728,2881,-733.584490,-192.392,-55.5073,-62.356,1.4715,211.685,-12.0152,-101.089,-178.773,-15.167,-33.1634,-215.419,-80.8594,0,0,0,0
15223,231770175,2881,-895.843995,-217.286,-7.51368,-89.6939,-21.5937,221.567,-20.6376,-158.632,-197.47,-57.2621,-12.9725,-260.538,-73.8126,0,0,0,0
15224,231800624,2881,-884.553985,-224.171,4.36714,-117.326,7.57019,221.131,-25.1388,-172.638,-215.099,-51.342,10.6181,-259.871,-62.6541,0,0,0,0
15225,231831075,2882,-1030.476356,-305.155,-26.5869,-76.6718,-20.5032,271.758,-37.7029,-177.846,-239.012,-84.9844,22.3365,-297.08,-59.0285,0,0,0,0
15226,231861528,2882,-1093.502916,-318.13,-9.65373,-112.195,-13.3414,242.7,-15.7209,-210.984,-248.572,-95.7381,8.86205,-276.252,-44.4774,0,0,0,0
15227,231891983,2882,-974.363781,-298.204,4.33447,-73.4887,-21.4171,237.325,-31.2864,-184.191,-233.485,-84.7563,22.1123,-284.541,-26.7651,0,0,0,0
15228,231922440,2883,-1071.810482,-317.269,-35.68,-70.9629,-49.2624,293.135,-48.722,-173.537,-265.331,-81.7581,33.8939,-305.699,-50.6169,0,0,0,0
15229,231952899,2883,-919.986978,-272.433,-20.6395,-45.3781,-47.1665,269.756,-1.35512,-161.538,-284.17,-56.6306,29.2169,-284.307,-45.3412,0,0,0,0
15230,231983360,2884,-1007.814818,-303.588,-25.7117,-62.686,-28.1339,283.626,-1.18215,-191.753,-272.805,-83.7902,28.7097,-300.486,-50.0144,0,0,0,0
15231,232013823,2884,-1042.971744,-343.842,-49.6188,-31.0499,-31.9795,362.44,-53.743,-188.884,-297.502,-84.8639,6.23364,-288.445,-41.7171,0,0,0,0
15232,232044288,2884,-1079.281337,-333.087,-52.6387,-27.4219,-40.8359,325.114,-14.317,-189.167,-298.21,-76.588,-20.9747,-287.029,-64.1257,0,0,0,0
15233,232074755,2885,-1216.206408,-354.431,-83.6036,-37.6793,-49.6885,306.858,-13.0144,-228.449,-293.266,-71.5989,-27.9718,-275.073,-88.288,0,0,0,0
15234,232105224,2885,-1258.566190,-365.766,-76.5712,-49.0566,-62.4854,318.662,-40.5847,-257.656,-291.748,-51.681,-47.6361,-265.107,-68.936,0,0,0,0
15235,232135695,2885,-1194.636545,-367.2,-49.4837,-53.2049,-53.462,367.591,-55.412,-264.661,-287.383,-83.5211,-49.5377,-234.193,-64.1696,0,0,0,0
15236,232166168,2886,-1127.605403,-360.625,-47.509,-57.5901,-39.0869,364.452,-64.9815,-220.941,-264.442,-80.4771,-41.408,-245.87,-69.127,0,0,0,0
15237,232196643,2886,-1112.018153,-386.149,-45.3692,-66.8024,-45.0691,340.063,-24.493,-202.22,-285.79,-60.6215,-33.9686,-230.402,-71.1959,0,0,0,0
15238,232227120,2887,-1043.608389,-385.664,-38.3422,-57.0797,-52.877,333.987,-7.12769,-218.226,-285.92,-37.8042,7.12211,-239.996,-61.6802,0,0,0,0
15239,232257599,2887,-903.472320,-400.278,-2.26017,-13.1824,-79.5629,322.848,25.1089,-203.507,-284.757,-19.6752,38.9294,-212.936,-74.2001,0,0,0,0
15240,232288080,2887,-934.231977,-447.883,0.819189,-35.467,-71.4373,329.579,51.7264,-200.383,-281.749,-23.9014,30.7809,-239.891,-46.4259,0,0,0,0
15241,232318563,2888,-930.454396,-434.587,-5.04642,-30.6348,-90.2498,293.371,80.3431,-202.866,-267.52,-13.9924,30.2191,-224.753,-64.7377,0,0,0,0
15242,232349048,2888,-878.926428,-450.282,3.97518,-23.8098,-70.8873,351.415,26.3812,-186.806,-286.869,-1.38256,40.486,-208.188,-72.9591,0,0,0,0
15243,232379535,2888,-828.793152,-449.076,14.1619,-38.8697,-80.7628,382.082,28.8701,-159.027,-290.721,8.38446,21.8034,-215.372,-50.2666,0,0,0,0
15244,232410024,2889,-963.031871,-465.861,25.2358,-15.1086,-89.3473,366.746,26.4855,-202.441,-328.42,7.52697,-8.66189,-206.789,-72.3959,0,0,0,0
15245,232440515,2889,-850.842559,-474.745,1.36482,-23.1764,-33.1692,373.906,7.77555,-195.453,-277.478,21.9589,8.03713,-179.635,-80.2289,0,0,0,0
15246,232471008,2890,-840.737530,-427.62,-7.5089,-35.3064,-10.8179,379.567,-11.7356,-203.801,-309.899,43.9508,-21.8266,-178.078,-57.6628,0,0,0,0
15247,232501503,2890,-802.749952,-457.593,-6.32759,-31.3218,-15.5819,393.733,-25.6323,-190.815,-292.603,22.6309,-24.3264,-125.856,-49.0564,0,0,0,0
15248,232532000,2890,-830.440798,-446.558,-3.25907,-32.4029,12.7043,370.263,-25.8293,-202.965,-269.165,-3.76512,-47.756,-135.207,-46.5008,0,0,0,0
15249,232562499,2891,-772.808848,-461.622,22.9746,-116.482,36.1111,422.357,-18.6071,-246.181,-246.511,6.67451,-13.6057,-112.49,-45.4271,0,0,0,0
15250,232593000,2891,-768.024431,-465.677,6.09544,-78.5122,20.4548,402.204,-15.0551,-242.468,-256.073,37.9859,-24.7299,-93.7829,-58.4665,0,0,0,0
15251,232623503,2892,-707.486912,-454.831,27.2713,-77.4253,10.7399,386.109,10.1057,-235.479,-217.423,59.5721,-37.381,-122.058,-56.6874,0,0,0,0
15252,232654008,2892,-649.753883,-442.976,11.4445,-50.5769,24.1951,380.016,46.7819,-263.901,-212.628,49.2628,-56.9001,-91.1399,-43.3324,0,0,0,0
15253,232684515,2892,-750.473233,-504.22,4.67276,-49.4408,65.4137,348.851,16.1962,-269.711,-229.19,61.7708,-52.1943,-82.0976,-60.524,0,0,0,0
15254,232715024,2893,-749.726181,-485.455,-2.21179,-63.4828,69.9267,379.002,-0.452409,-308.001,-248.179,80.7523,-21.4764,-83.1843,-66.9645,0,0,0,0
15255,232745535,2893,-556.659510,-425.788,-0.931234,-46.2954,71.2016,384.905,-30.2269,-281.946,-205.957,129.288,-24.8433,-44.0384,-82.027,0,0,0,0
15256,232776048,2893,-591.275560,-461.113,-49.7634,-15.3448,80.6478,437.676,-68.6862,-289.029,-217.662,108.722,-18.0015,-17.7981,-80.9231,0,0,0,0
15257,232806563,2894,-456.902836,-443.537,4.45936,-7.22183,99.0962,421.571,-43.0145,-293.183,-231.442,101.406,12.259,-9.80932,-67.4873,0,0,0,0
15258,232837080,2894,-521.888862,-447.952,-5.32052,-64.1055,157.48,460.595,-89.6619,-329.404,-199.146,74.2452,35.2514,-54.3522,-59.5182,0,0,0,0
15259,232867599,2895,-508.673775,-457.466,11.9546,-45.988,116.985,458.551,-76.3179,-327.625,-189.784,53.298,16.9653,-28.4807,-40.7668,0,0,0,0
15260,232898120,2895,-422.397538,-420.971,-0.88301,-5.82182,104.422,488.317,-75.6483,-286.712,-215.633,53.3591,36.2942,-57.2407,-41.8803,0,0,0,0
15261,232928643,2895,-552.488179,-429.574,-11.5555,-20.7116,85.7999,438.396,-68.2372,-288.864,-242.337,75.3463,36.8622,-51.0979,-76.5143,0,0,0,0
15262,232959168,2896,-410.839587,-393.169,14.6592,4.44919,80.4125,449.16,-55.6968,-284.952,-210.4,65.332,71.0215,-85.2887,-66.3665,0,0,0,0
15263,232989695,2896,-449.671999,-374.863,37.9289,-16.2177,100.789,432.428,-72.4771,-279.17,-190.748,34.7659,83.5819,-128.954,-76.7351,0,0,0,0
15264,233020224,2896,-503.224033,-427.548,46.1959,-60.1787,116.336,378.247,-51.8806,-257.26,-173.818,28.7391,111.033,-145.062,-68.0279,0,0,0,0
15265,233050755,2897,-608.128999,-488.331,37.518,-67.8529,123.824,418.136,-93.2773,-247.418,-188.384,28.4278,120.237,-187.117,-63.8917,0,0,0,0
15266,233081288,2897,-556.010206,-483.106,51.7273,-72.7053,147.428,470.332,-99.8673,-243.575,-207.37,14.4141,125.929,-204.541,-54.6763,0,0,0,0
15267,233111823,2898,-560.832583,-504.98,79.1017,-118.327,160.795,472.28,-114.462,-208.795,-224.798,13.2486,131.137,-191.479,-54.5532,0,0,0,0
15268,233142360,2898,-514.343194,-488.844,83.3633,-117.13,178.451,473.35,-108.116,-211.545,-191.718,19.9995,106.041,-202.503,-55.6908,0,0,0,0
15269,233172899,2898,-679.331515,-460.808,29.6799,-88.8168,164.989,414.103,-121.393,-191.975,-192.282,-18.8628,123.61,-261.203,-76.374,0,0,0,0
15270,233203440,2899,-807.382753,-497.763,-2.00613,-59.5109,167.524,388.357,-161.985,-234.855,-195.271,-24.5012,132.124,-243.807,-75.6882,0,0,0,0
15271,233233983,2899,-930.943739,-563.816,-6.63716,-44.1461,145.06,385.426,-183.513,-219.153,-189.773,-27.8291,92.817,-232.321,-87.0569,0,0,0,0
15272,233264528,2900,-860.813785,-524.861,-1.38095,-66.8469,187.765,403.425,-220.115,-208.518,-156.338,-32.2423,70.0222,-214.513,-97.2112,0,0,0,0
15273,233295075,2900,-844.278578,-569.005,21.0403,-62.4905,188.355,409.298,-198.455,-185.329,-171.4,-37.4785,54.6281,-219.123,-74.319,0,0,0,0
15274,233325624,2900,-988.144419,-600.139,10.3489,-103.139,202.94,431.487,-184.178,-198.293,-192.038,-77.1015,37.0203,-237.134,-77.9184,0,0,0,0
15275,233356175,2901,-1050.982338,-607.373,13.7124,-107.616,222.526,454.422,-231.391,-220.858,-194.469,-82.8179,41.6466,-248.506,-90.258,0,0,0,0
15276,233386728,2901,-986.059716,-607.598,2.0733,-116.33,219.282,484.602,-229.057,-187.746,-204.458,-68.9866,45.2913,-268.676,-54.4571,0,0,0,0
15277,233417283,2901,-969.345517,-609.921,19.4892,-140.871,206.802,471.534,-179.398,-182.84,-201.169,-65.0116,19.551,-249.478,-58.0321,0,0,0,0
15278,233447840,2902,-1035.059448,-618.236,32.7923,-165.42,218.497,422.527,-174.807,-201.931,-182.808,-52.6484,16.4432,-269.911,-59.5576,0,0,0,0
15279,233478399,2902,-1069.277207,-629.649,58.2605,-178.909,213.192,444.775,-184.402,-196.16,-201.866,-70.97,17.4861,-279.681,-61.3539,0,0,0,0
15280,233508960,2903,-1154.124386,-627.054,54.616,-168.522,213.82,464.822,-210.882,-261.254,-216.585,-74.6867,12.8468,-285.951,-55.2944,0,0,0,0
15281,233539523,2903,-920.320271,-612.557,71.0264,-183.961,259.51,468.874,-189.226,-185.217,-157.083,-95.6252,14.6601,-275.987,-34.7329,0,0,0,0
15282,233570088,2903,-816.430725,-559.052,60.4342,-113.523,207.314,427.801,-184.698,-131.31,-166.935,-114.732,23.912,-254.004,-11.6387,0,0,0,0
15283,233600655,2904,-608.782441,-508.645,49.897,-83.8539,219.94,424.162,-187.369,-76.6082,-166.219,-69.2744,58.2868,-264.46,-4.63942,0,0,0,0
15284,233631224,2904,-563.647036,-482.23,41.247,-108.422,223.798,398.273,-122.71,-83.4994,-149.215,-51.2056,87.2118,-302.217,-14.6791,0,0,0,0
15285,233661795,2904,-657.741193,-518.913,36.7621,-89.8181,207.418,383.192,-141.997,-86.3933,-120.142,-62.1576,58.8194,-280.829,-43.6822,0,0,0,0
15286,233692368,2905,-597.899038,-503.588,19.1645,-78.2771,219.212,396.301,-150.669,-49.6919,-110.64,-101.111,79.9163,-240.017,-78.4992,0,0,0,0
15287,233722943,2905,-811.165306,-576.361,4.62187,-65.6215,188.95,360.596,-141.207,-51.7204,-138.705,-114.13,79.9905,-234.622,-122.957,0,0,0,0
15288,233753520,2906,-765.127490,-553.125,-23.9234,-83.0312,204.737,403.637,-145.689,-28.8882,-158.993,-108.228,18.8592,-220.226,-70.2564,0,0,0,0
15289,233784099,2906,-879.457124,-572.989,-22.4138,-120.44,208.527,413.675,-164.848,-22.3245,-176.773,-162.797,-10.3809,-180,-68.6938,0,0,0,0
15290,233814680,2906,-1065.098857,-609.843,-23.0168,-133.741,172.372,355.906,-122.518,-19.2891,-176.558,-158.895,-41.4947,-240.947,-67.0746,0,0,0,0
15291,233845263,2907,-1199.750752,-632.796,-4.45478,-163.04,220.099,363.005,-180.872,-29.3873,-213.913,-146.215,-61.3274,-237.29,-113.56,0,0,0,0
15292,233875848,2907,-1294.125184,-633.741,-32.0055,-208.463,231.997,384.166,-176.42,-51.2827,-206.836,-164.309,-58.1853,-249.574,-129.471,0,0,0,0
15293,233906435,2907,-1560.428334,-696.784,-28.5012,-237.656,230.777,376.385,-235.774,-49.5164,-236.696,-199.181,-84.151,-266.774,-132.556,0,0,0,0
15294,233937024,2908,-1426.829995,-682.818,-21.9996,-209.084,229.672,368.296,-230.933,-17.4127,-232.336,-214.677,-48.5822,-247.131,-119.823,0,0,0,0
15295,233967615,2908,-1378.328120,-705.951,-13.443,-208.168,212.449,376.77,-189.736,-16.5758,-244.19,-199.844,-14.528,-240.241,-134.869,0,0,0,0
15296,233998208,2909,-1480.559183,-680.076,-13.9992,-279.547,226.456,368.795,-175.964,-68.6161,-268.907,-206.791,-17.6887,-248.011,-116.211,0,0,0,0
15297,234028803,2909,-1580.109455,-703.299,-14.3903,-275.752,149.168,308.075,-93.5178,-64.6462,-258.765,-213.888,-21.9525,-275.462,-115.68,0,0,0,0
15298,234059400,2909,-1561.210984,-688.513,6.10593,-253.965,138.173,283.23,-90.9339,-59.6814,-273.333,-240.989,-38.4842,-235.146,-107.674,0,0,0,0
15299,234089999,2910,-1541.357969,-692.826,42.6571,-269.119,164.119,288.384,-82.293,-68.8515,-296.4,-246.64,-21.7437,-231.587,-127.058,0,0,0,0
15300,234120600,2910,-1503.750970,-675.131,10.2056,-241.339,139.879,345.723,-104.907,-114.817,-282.475,-207.406,-25.4055,-255.459,-92.6194,0,0,0,0
15301,234151203,2911,-1586.658022,-686.534,-14.1909,-248.558,115.938,411.806,-189.137,-146.057,-267.403,-221.752,-26.3571,-248.222,-66.1918,0,0,0,0
15302,234181808,2911,-1605.944656,-702.928,-25.7001,-246.668,109.873,374.08,-160.431,-163.224,-224.976,-228.304,-28.4072,-243.998,-65.2604,0,0,0,0
15303,234212415,2911,-1393.100978,-668.421,14.9557,-253.722,122.692,408.418,-126.049,-142.921,-190.333,-182.799,-51.6712,-229.536,-93.7157,0,0,0,0
15304,234243024,2912,-1296.643784,-645.905,34.4988,-242.954,139.8,408.496,-130.348,-152.09,-202.687,-148.742,-10.6141,-233.2,-112.899,0,0,0,0
15305,234273635,2912,-1269.767407,-632.488,50.0969,-237.957,119.67,418.765,-139.645,-163.062,-166.263,-130.223,-18.4727,-247.653,-122.535,0,0,0,0
15306,234304248,2912,-1367.610691,-672.062,38.6923,-196.138,67.7758,396.973,-123.133,-159.167,-207.257,-106.873,-17.7595,-266.42,-122.243,0,0,0,0
15307,234334863,2913,-1234.905017,-670.735,11.3427,-191.089,60.6443,402.178,-97.434,-73.2768,-206.547,-101.422,-26.5612,-260.113,-81.8911,0,0,0,0
15308,234365480,2913,-1368.171229,-702.399,9.88039,-176.222,38.6835,384.439,-123.734,-90.2447,-206.691,-76.8997,-51.8302,-276.309,-96.8447,0,0,0,0
15309,234396099,2914,-1329.079162,-684.162,11.5831,-168.237,32.7829,423.579,-157.165,-101.421,-186.341,-93.6262,-13.1734,-272.845,-120.054,0,0,0,0
15310,234426720,2914,-1236.087546,-663.916,27.1731,-171.26,84.7591,414.963,-126.725,-118.458,-191.979,-90.8076,-25.4492,-237.445,-136.942,0,0,0,0
15311,234457343,2914,-1419.949055,-681.769,28.8181,-173.166,65.7379,390.352,-100.017,-115.425,-242.694,-116.844,-47.7179,-287.313,-139.912,0,0,0,0
15312,234487968,2915,-1452.314709,-702.613,35.4604,-178.254,37.945,416.483,-109.456,-125.606,-266.411,-119.937,-57.1166,-244.75,-138.06,0,0,0,0
15313,234518595,2915,-1587.901735,-710.555,14.1577,-213.169,48.8567,414.68,-134.629,-115.71,-292.92,-112.587,-118.336,-198.281,-169.41,0,0,0,0
15314,234549224,2915,-1469.070924,-686.489,15.7423,-221.146,58.0634,485.123,-175.061,-102.616,-276.705,-112.054,-106.605,-159.628,-187.695,0,0,0,0
15315,234579855,2916,-1425.188407,-708.522,61.4919,-183.01,67.0911,436.442,-150.688,-136.725,-292.351,-101.787,-98.0273,-148.495,-170.607,0,0,0,0
15316,234610488,2916,-1281.788527,-704.546,65.1288,-171.995,84.2296,480.698,-145.928,-106.901,-283.999,-116.512,-77.8748,-154.036,-150.053,0,0,0,0
15317,234641123,2917,-1265.362603,-708.669,30.8207,-167.866,128.311,476.946,-141.103,-131.603,-232.85,-162.684,-50.3107,-124.098,-182.257,0,0,0,0
15318,234671760,2917,-1299.729589,-732.782,8.50993,-100.743,79.3876,447.447,-146.538,-116.985,-268.437,-118.78,-30.4268,-148.094,-172.289,0,0,0,0
15319,234702399,2917,-1257.201608,-686.995,-10.7459,-127.561,112.526,431.827,-170.843,-89.0246,-275.295,-99.5652,-46.5358,-117.272,-177.717,0,0,0,0
15320,234733040,2918,-1078.245227,-635.199,26.8856,-120.446,126.715,449.009,-184.152,-94.9344,-257.077,-61.9986,-16.8828,-141.647,-168.518,0,0,0,0
15321,234763683,2918,-1017.708518,-616.501,29.6821,-103.271,83.8462,485.256,-190.593,-99.9098,-265.803,-43.4079,-4.98963,-103.734,-188.282,0,0,0,0
15322,234794328,2919,-1026.765756,-625.795,42.3659,-98.1617,83.0926,440.752,-162.027,-78.8831,-272.517,-46.2875,-45.1426,-88.3428,-175.819,0,0,0,0
15323,234824975,2919,-800.799351,-558.187,28.1047,-58.7644,76.221,475.998,-147.403,-64.8664,-263.163,-62.3151,7.53951,-83.7053,-150.257,0,0,0,0
15324,234855624,2919,-515.643236,-507.571,68.8408,6.28127,75.5206,442.238,-76.6489,-17.8392,-297.885,-31.3922,30.422,-88.5598,-119.05,0,0,0,0
15325,234886275,2920,-491.384608,-506.054,74.6319,6.61348,21.582,468.604,-113.834,-3.09182,-296.393,-4.66627,53.7085,-93.7417,-98.7446,0,0,0,0
15326,234916928,2920,-731.238461,-571.527,69.3103,-32.1746,46.8781,460.907,-125.016,-29.7264,-320.248,-44.6256,17.9873,-108.217,-94.7864,0,0,0,0
15327,234947583,2920,-683.965225,-549.1,69.1538,-43.8478,88.0573,395.586,-108.839,-29.9044,-315.035,-64.4944,44.3848,-104.807,-65.1202,0,0,0,0
15328,234978240,2921,-616.910900,-527.663,95.8845,-51.5867,99.2867,431.696,-133.641,-34.9587,-302.9,-66.3794,19.2274,-99.9185,-45.9576,0,0,0,0
15329,235008899,2921,-718.772235,-531.325,130.67,-46.3243,80.6383,389.181,-94.2162,-42.2745,-355.408,-42.0184,-23.1365,-151.341,-33.2175,0,0,0,0
15330,235039560,2922,-618.734516,-508.979,136.453,-52.9542,52.8058,381.542,-54.4635,-61.9115,-290.271,-43.1963,-25.7831,-142.052,-9.92472,0,0,0,0
15331,235070223,2922,-617.257646,-481.731,101.291,-66.5828,71.0343,394.964,-36.8409,-39.0323,-284.493,-85.0476,-37.9654,-166.579,13.7253,0,0,0,0
15332,235100888,2922,-390.876688,-473.475,96.0164,-58.2772,123.493,377.447,12.8441,-55.2114,-219.71,-64.7799,-2.358,-139.609,12.7432,0,0,0,0
15333,235131555,2923,-388.416800,-470.317,130.907,-80.8566,153.596,363.736,36.5873,-65.9239,-247.071,-59.3598,-5.14451,-151.061,6.4918,0,0,0,0
15334,235162224,2923,-496.203132,-539.15,96.6843,-85.5563,173.052,426.279,-17.8558,-77.0378,-219.792,-71.9362,-6.41368,-164.426,-10.0508,0,0,0,0
15335,235192895,2923,-684.456140,-595.082,110.517,-109.97,103.332,422.759,-52.1689,-70.1506,-206.374,-59.0898,-45.6523,-207.522,24.9462,0,0,0,0
15336,235223568,2924,-585.778205,-574.006,128.347,-117.734,120.661,405.047,-43.2346,-55.2046,-170.307,-81.4443,-67.7703,-180.628,50.4968,0,0,0,0
15337,235254243,2924,-462.474002,-536.028,168.232,-120.212,85.9936,398.396,-24.5559,-49.1893,-151.738,-61.4675,-52.4971,-180.073,60.665,0,0,0,0
15338,235284920,2925,-425.895941,-485.041,223.004,-139.754,75.441,407.997,-51.9361,-88.1035,-150.679,-70.1965,-35.0923,-180.19,68.6546,0,0,0,0
15339,235315599,2925,-457.921503,-460.153,228.941,-165.236,93.7095,388.467,-96.2619,-105.156,-118.04,-60.1513,-35.2898,-204.887,76.1358,0,0,0,0
15340,235346280,2925,-337.965589,-465.256,237.766,-142.785,130.15,373.689,-104.454,-94.8614,-50.1204,-51.1047,-26.7481,-192.004,47.7641,0,0,0,0
15341,235376963,2926,-237.596996,-419.458,207.645,-95.2758,157.473,378.281,-127.714,-105.191,-10.5623,-23.8333,-27.8203,-196.535,25.3936,0,0,0,0
15342,235407648,2926,-259.643785,-447.651,219.522,-93.7729,186.909,344.687,-106.971,-109.306,-34.2079,-8.86315,-26.4762,-200.043,16.5308,0,0,0,0
15343,235438335,2927,-300.362709,-441.943,212.454,-135.155,209.349,346.346,-125.355,-94.0864,-33.068,-8.95871,-55.8015,-178.082,3.9397,0,0,0,0
15344,235469024,2927,-277.061360,-439.226,237.273,-158.659,254.719,387.618,-156.426,-123.737,-45.6511,-23.301,-65.1363,-196.176,51.6415,0,0,0,0
15345,235499715,2927,-187.381799,-399.608,256.257,-110.049,240.151,341.084,-96.7507,-162.927,-30.3748,-37.2503,-62.2037,-154.206,28.4969,0,0,0,0
15346,235530408,2928,-304.920272,-357.981,228.128,-141.502,242.698,302.673,-117.142,-143.182,-66.0316,-49.4323,-57.2854,-181.649,35.786,0,0,0,0
15347,235561103,2928,-158.731254,-365.453,213.055,-193.782,249.009,358.135,-111.336,-120.034,-39.6035,-16.1626,-48.4053,-133.756,49.6027,0,0,0,0
15348,235591800,2928,-237.485593,-414.916,219.978,-182.243,244.609,381.721,-143.662,-116.883,-33.4665,-46.2534,-56.8402,-132.633,43.1023,0,0,0,0
15349,235622499,2929,-403.783213,-410.477,216.957,-206.587,248.091,350.113,-126.802,-102.937,-88.9097,-56.2224,-107.787,-147.992,28.7711,0,0,0,0
15350,235653200,2929,-618.078620,-493.03,195.823,-233.94,267.569,339.759,-130.127,-118.724,-89.9202,-122.732,-116.698,-146.853,30.7937,0,0,0,0
15351,235683903,2930,-598.597160,-523.682,205.854,-240.175,288.049,277.344,-97.3898,-106.121,-44.5665,-106.907,-104.328,-142.976,-3.69758,0,0,0,0
15352,235714608,2930,-493.170964,-532.325,207.772,-190.592,282.579,323.794,-93.6593,-106.701,-58.1527,-109.083,-107.455,-113.15,3.80117,0,0,0,0
15353,235745315,2930,-509.171953,-531.066,178.746,-177.778,302.112,368.184,-162.733,-130.755,-55.7333,-60.9713,-101.638,-131.589,-5.95051,0,0,0,0
15354,235776024,2931,-434.351796,-500.799,179.716,-191.142,289.76,354.827,-135.19,-106.953,-29.5977,-31.4744,-100.957,-141.872,-20.6699,0,0,0,0
15355,235806735,2931,-440.426859,-527.631,161.742,-148.278,280.11,344.277,-118.331,-82.7409,-44.7551,-68.1122,-82.2738,-125.003,-29.4316,0,0,0,0
15356,235837448,2931,-580.846782,-591.453,152.655,-136.592,277.87,319.848,-129.471,-105.931,-76.5552,-104.765,-24.347,-150.761,-11.3448,0,0,0,0
15357,235868163,2932,-694.953134,-563.375,130.732,-99.8491,240.334,293.298,-90.548,-121.652,-86.7053,-81.0983,-56.6194,-194.882,-64.5874,0,0,0,0
15358,235898880,2932,-710.051991,-568.287,151.698,-72.9978,195.852,292.993,-137.818,-92.7125,-123.145,-71.9746,-28.3374,-215.75,-39.5724,0,0,0,0
15359,235929599,2933,-755.215927,-573.299,173.718,-102.145,189.551,240.691,-83.2776,-126.561,-136.794,-75.6993,-14.547,-222.37,-24.4833,0,0,0,0
15360,235960320,2933,-721.914463,-528.301,137.735,-53.3591,185.123,261.131,-111.359,-123.355,-151.167,-88.8905,-32.2252,-216.548,-0.697982,0,0,0,0
15361,235991043,2933,-809.281261,-546.402,150.808,-94.5139,162.755,296.822,-143.567,-146.755,-118.748,-91.5499,-60.0786,-187.097,-30.9555,0,0,0,0
15362,236021768,2934,-841.765180,-514.495,114.767,-102.676,196.503,300.327,-136.837,-157.542,-95.6151,-144.433,-55.0582,-175.61,-71.0965,0,0,0,0
15363,236052495,2934,-743.729069,-504.686,139.892,-119.665,218.014,342.832,-150.045,-148.332,-82.3439,-141.473,-67.4481,-176.143,-54.331,0,0,0,0
15364,236083224,2935,-737.031344,-516.868,144.904,-119.949,260.815,304.519,-127.317,-117.189,-100.142,-110.097,-105.809,-201.757,-48.1414,0,0,0,0
15365,236113955,2935,-709.345691,-556.149,158.971,-117.888,248.378,342.202,-137.467,-123.382,-65.9353,-65.2311,-108.282,-212.964,-71.5976,0,0,0,0
