k,n,X,Msm,sum_M_pi,Mplus,B,C,E,H=C-2E,float_resid
7,2816,7935488,-38489,-38274,-76763,-38648.23315223067,533.4663044613408,374.23315223048337,-215.0,3.7402969610411674e-10
7,2817,7941123,-38525,-38283,-76808,-38671.62116214077,535.2423242815421,388.6211621408118,-242.0,8.151346264639869e-11
7,2818,7946760,-38543,-38291,-76834,-38695.36803266414,556.7360653282813,404.36803266420753,-252.0,1.3380940799834207e-10
7,2819,7952399,-38573,-38371,-76944,-38722.93860471159,501.87720942318265,351.93860471166425,-202.0,1.4586021279683337e-10
7,2820,7958040,-38617,-38474,-77091,-38746.07434751572,401.1486950314429,272.07434751577165,-143.0,1.0038547770818695e-10
7,2821,7963683,-38609,-38437,-77046,-38770.51411001422,495.02822002844186,333.5141100140411,-172.0,3.597051545511931e-10
7,2822,7969328,-38622,-38480,-77102,-38798.51906552408,495.0381310481607,318.5190655240954,-142.0,3.012701199622825e-11
7,2823,7974975,-38648,-38519,-77167,-38822.16842691948,477.33685383896227,303.16842691930253,-129.0,3.5720404412131757e-10
7,2824,7980624,-38692,-38537,-77229,-38845.45834522088,461.91669044176524,308.4583452207363,-155.0,2.9262992029543966e-10
7,2825,7986275,-38687,-38526,-77213,-38868.80338928524,524.60677857048,342.8033892852715,-161.0,6.30961949354969e-11
7,2826,7991928,-38687,-38522,-77209,-38894.230819579956,579.461639159912,372.2308195800614,-165.0,2.1077539713587612e-10
7,2827,7997583,-38699,-38557,-77256,-38919.67056822293,583.3411364458589,362.6705682229466,-142.0,3.433342499192804e-11
7,2828,8003240,-38764,-38579,-77343,-38943.63201353422,544.2640270684351,364.6320135343014,-185.0,1.6768808563938364e-10
7,2829,8008899,-38787,-38579,-77366,-38965.8063015245,565.6126030489977,386.80630152465864,-208.0,3.1957370083546266e-10
7,2830,8014560,-38850,-38606,-77456,-38988.3932508147,520.7865016293945,382.39325081442115,-244.0,5.521769708138891e-10
7,2831,8020223,-38877,-38668,-77545,-39013.975344670784,482.95068934156734,345.9753446707383,-209.0,9.072209650184959e-11
7,2832,8025888,-38884,-38717,-77601,-39035.16278802793,469.32557605585316,318.16278802791476,-167.0,2.3646862246096134e-11
7,2833,8031555,-38901,-38818,-77719,-39058.466746769656,397.9334935393126,240.4667467696512,-83.0,1.0231815394945443e-11
7,2834,8037224,-38919,-38797,-77716,-39082.1228462398,448.2456924795988,285.1228462399452,-122.0,2.916067387559451e-10
7,2835,8042895,-38922,-38781,-77703,-39101.6178661373,500.23573227459565,320.6178661372075,-141.0,1.8064838513964787e-10
7,2836,8048568,-38949,-38823,-77772,-39126.60489592862,481.2097918572399,303.6048959287338,-126.0,2.277147359563969e-10
7,2837,8054243,-38975,-38785,-77760,-39149.01718337464,538.0343667492853,364.0171833747388,-190.0,1.9235812942497432e-10
7,2838,8059920,-38988,-38834,-77822,-39170.25815005537,518.516300110743,336.2581500554625,-154.0,1.8201262719230726e-10
7,2839,8065599,-39018,-38823,-77841,-39193.75276534874,546.5055306974828,370.7527653487355,-195.0,1.1709744285326451e-11
7,2840,8071280,-39030,-38887,-77917,-39214.65927173663,512.3185434732586,327.6592717366549,-143.0,5.1159076974727213e-11
7,2841,8076963,-39029,-38927,-77956,-39237.997731673255,519.9954633465095,310.9977316733314,-102.0,1.532498572487384e-10
7,2842,8082648,-39049,-39030,-78079,-39259.3192824237,439.6385648473952,229.31928242363523,-19.0,1.2471446098061278e-10
7,2843,8088335,-39084,-39067,-78151,-39283.438199423246,415.8763988464925,216.43819942318697,-17.0,1.1857537174364552e-10
7,2844,8094024,-39084,-39204,-78288,-39304.839197465386,321.6783949307719,100.83919746552056,120.0,2.6921043172478676e-10
7,2845,8099715,-39111,-39226,-78337,-39329.66334778425,322.3266955684958,103.66334778439881,115.0,3.0183855415089056e-10
7,2846,8105408,-39140,-39242,-78382,-39351.271144801496,320.54228960299224,109.27114480146565,102.0,6.093614501878619e-11
7,2847,8111103,-39160,-39261,-78421,-39372.629028993826,324.25805798765214,111.6290289938213,101.0,9.549694368615746e-12
7,2848,8116800,-39174,-39342,-78516,-39394.77382965184,273.54765930367284,52.773829651655376,168.0,3.6209257814334705e-10
7,2849,8122499,-39213,-39343,-78556,-39417.3590195633,278.71803912660107,74.35901956335118,130.0,1.0129497240995988e-10
7,2850,8128200,-39184,-39297,-78481,-39438.42915236652,395.8583047330467,141.4291523666061,113.0,1.6552803572267294e-10
7,2851,8133903,-39201,-39358,-78559,-39459.737073208926,360.47414641785144,101.7370732087818,157.0,2.878550731111318e-10
7,2852,8139608,-39215,-39431,-78646,-39482.69444799645,319.3888959929027,51.69444799657839,216.0,2.5409008230781183e-10
7,2853,8145315,-39254,-39466,-78720,-39504.83920443429,289.67840886858176,38.839204434352496,212.0,1.2323653209023178e-10
7,2854,8151024,-39255,-39523,-78778,-39527.61949975746,277.2389995149133,4.619499757266226,268.0,3.808509063674137e-10
7,2855,8156735,-39282,-39622,-78904,-39549.14364226305,194.28728452610085,-72.85635773717246,340.0,4.4576609070645645e-10
7,2856,8162448,-39320,-39625,-78945,-39571.80040288927,198.6008057785366,-53.19959711063285,305.0,1.9770141079789028e-10
7,2857,8168163,-39379,-39641,-79020,-39590.616681869695,161.23336373938946,-50.383318130329485,262.0,4.843059286940843e-11
7,2858,8173880,-39410,-39706,-79116,-39612.30847641521,108.61695283041627,-93.69152358475691,296.0,6.991740519879386e-11
7,2859,8179599,-39429,-39692,-79121,-39634.31023471122,147.62046942244342,-57.68976528883013,263.0,1.0368239600211382e-10
7,2860,8185320,-39430,-39663,-79093,-39655.37698586629,217.75397173258534,-7.6230141337812825,233.0,1.4790657587582245e-10
7,2861,8191043,-39471,-39639,-79110,-39675.98098371836,241.96196743671317,36.98098371829076,168.0,1.3164935808163136e-10
7,2862,8196768,-39427,-39664,-79091,-39697.76162186137,304.5232437227387,33.76162186134371,237.0,5.127276381244883e-11
7,2863,8202495,-39485,-39598,-79083,-39719.11021826385,355.22043652769935,121.11021826364043,113.0,4.184812496532686e-10
7,2864,8208224,-39522,-39569,-79091,-39741.420323390514,391.8406467810273,172.42032339058233,47.0,1.3733369996771216e-10
7,2865,8213955,-39549,-39543,-79092,-39762.46411271746,432.92822543492366,219.4641127175924,-6.0,2.61138666246552e-10
7,2866,8219688,-39574,-39571,-79145,-39784.19790763055,423.39581526110123,213.1979076302344,-3.0,6.3243987824535e-10
7,2867,8225423,-39596,-39605,-79201,-39807.37898434584,413.757968691687,202.37898434587146,9.0,5.5933924159035087e-11
7,2868,8231160,-39601,-39617,-79218,-39828.71245386145,439.4249077229033,211.71245386135354,16.0,1.9622348190750927e-10
7,2869,8236899,-39662,-39550,-79212,-39848.87517029042,485.7503405808384,298.87517029026816,-112.0,3.020659278263338e-10
7,2870,8242640,-39684,-39536,-79220,-39869.83867902195,519.677358043904,333.8386790219758,-148.0,4.7634785005357116e-11
7,2871,8248383,-39711,-39526,-79237,-39890.435019046396,543.8700380927912,364.43501904616966,-185.0,4.519051799434237e-10
7,2872,8254128,-39734,-39556,-79290,-39912.05625426468,534.1125085293606,356.0562542647047,-178.0,4.8771653382573277e-11
7,2873,8259875,-39707,-39593,-79300,-39933.568168712765,567.1363374255307,340.5681687127518,-114.0,2.7057467377744615e-11
7,2874,8265624,-39754,-39625,-79379,-39954.644326955866,530.2886539117317,329.64432695578813,-129.0,1.554099071654491e-10
7,2875,8271375,-39793,-39675,-79468,-39974.460813392325,480.92162678464956,299.460813392216,-118.0,2.1759660739917308e-10
7,2876,8277128,-39829,-39706,-79535,-39996.1037873583,457.20757471659454,290.1037873582218,-123.0,1.509761204943061e-10
7,2877,8282883,-39835,-39781,-79616,-40014.74841239308,413.4968247861543,233.74841239320386,-54.0,2.5340796128148213e-10
7,2878,8288640,-39873,-39838,-79711,-40037.471136129505,363.94227225900977,199.4711361295021,-35.0,5.5706550483591855e-12
7,2879,8294399,-39868,-39827,-79695,-40058.23460838938,421.469216778758,231.2346083893587,-41.0,4.058620106661692e-11
7,2880,8300160,-39880,-39899,-79779,-40080.19917488527,381.39834977053397,181.19917488530456,19.0,7.51469997339882e-11
7,2881,8305923,-39898,-39863,-79761,-40101.996694910864,442.99338982172776,238.9966949109433,-35.0,1.588205122970976e-10
7,2882,8311688,-39936,-39864,-79800,-40122.026362654,444.0527253080072,258.0263626540308,-72.0,5.434230843093246e-11
7,2883,8317455,-39938,-39990,-79928,-40143.8912757507,359.7825515013974,153.89127575060633,52.0,1.8474111129762605e-10
7,2884,8323224,-39951,-39942,-79893,-40164.114355306585,435.2287106131698,222.11435530649044,-9.0,1.8894752429332584e-10
7,2885,8328995,-39997,-39938,-79935,-40187.54481702124,440.0896340424806,249.54481702130226,-59.0,1.2391865311656147e-10
7,2886,8334768,-40037,-40059,-80096,-40208.99351626841,321.9870325368247,149.9935162682695,22.0,2.856950231944211e-10
7,2887,8340543,-40092,-40123,-80215,-40230.64568579789,246.29137159578386,107.64568579787169,31.0,4.0472514228895307e-11
7,2888,8346320,-40159,-40099,-80258,-40254.45403687637,250.90807375274017,155.454036876229,-60.0,2.82170731225051e-10
7,2889,8352099,-40164,-40076,-80240,-40275.937302593346,311.87460518669104,199.937302593197,-88.0,2.970637069665827e-10
7,2890,8357880,-40172,-40141,-80313,-40298.09912708514,283.1982541702746,157.0991270850427,-31.0,1.8917489796876907e-10
7,2891,8363663,-40187,-40180,-80367,-40323.41952520935,279.8390504186973,143.4195252091517,-7.0,3.9392489270539954e-10
7,2892,8369448,-40191,-40167,-80358,-40346.249718117026,334.49943623405125,179.2497181170242,-24.0,2.8421709430404007e-12
7,2893,8375235,-40224,-40169,-80393,-40369.17630693946,345.3526138789166,200.1763069396181,-55.0,3.1957370083546266e-10
7,2894,8381024,-40212,-40247,-80459,-40391.81635977322,324.63271954644006,144.81635977324157,35.0,4.3087311496492475e-11
7,2895,8386815,-40232,-40270,-80502,-40416.63064727916,331.26129455832415,146.6306472791922,38.0,6.02540239924565e-11
7,2896,8392608,-40299,-40214,-80513,-40439.63770769982,366.2754153996357,225.63770769971734,-85.0,2.0099832909181714e-10
7,2897,8398403,-40316,-40226,-80542,-40465.48396058452,388.96792116903816,239.48396058468717,-90.0,3.361719791428186e-10
7,2898,8404200,-40341,-40301,-80642,-40490.01150243581,338.02300487161847,189.01150243605042,-40.0,4.823732524528168e-10
7,2899,8409999,-40320,-40347,-80667,-40515.58687308441,364.17374616881716,168.58687308433628,27.0,1.446096575818956e-10
7,2900,8415800,-40357,-40404,-80761,-40541.32883792666,321.65767585331923,137.3288379266295,47.0,6.02540239924565e-11
7,2901,8421603,-40375,-40474,-80849,-40567.16786758129,285.33573516257457,93.16786758114512,99.0,2.843307811417617e-10
7,2902,8427408,-40415,-40584,-80999,-40593.64065019036,188.28130038072413,9.640650190381393,169.0,3.865352482534945e-11
7,2903,8433215,-40461,-40601,-81062,-40618.37442965277,174.74885930554592,17.37442965265558,140.0,2.347633198951371e-10
7,2904,8439024,-40471,-40595,-81066,-40643.570373616334,221.14074723266822,48.570373616390896,124.0,1.1357315088389441e-10
7,2905,8444835,-40495,-40635,-81130,-40670.10799757367,210.21599514734407,35.107997573905436,140.0,4.667981556849554e-10
7,2906,8450648,-40519,-40663,-81182,-40695.77723119756,209.55446239511366,32.77723119751039,144.0,9.28821464185603e-11
7,2907,8456463,-40538,-40693,-81231,-40721.487826641394,211.9756532827887,28.48782664142118,155.0,5.3660187404602766e-11
7,2908,8462280,-40572,-40715,-81287,-40748.18394563211,209.36789126422082,33.18394563200417,143.0,2.1248069970170036e-10
7,2909,8468099,-40578,-40790,-81368,-40776.17234703889,184.34469407777942,-13.82765296117691,212.0,1.3324097380973399e-10
7,2910,8473920,-40582,-40790,-81372,-40802.034488281206,232.068976562412,12.0344882811915,208.0,2.8990143619012088e-11
7,2911,8479743,-40628,-40740,-81368,-40830.91120253,293.8224050599965,90.91120253006858,112.0,1.4063061826163903e-10
7,2912,8485568,-40680,-40752,-81432,-40856.700934264016,281.4018685280316,104.7009342640992,72.0,1.6677859093761072e-10
7,2913,8491395,-40704,-40836,-81540,-40882.62719403539,225.25438807078172,46.62719403532941,132.0,1.2289547157706693e-10
7,2914,8497224,-40692,-40851,-81543,-40909.973955849986,276.9479116999719,58.9739558499341,159.0,1.0368239600211382e-10
7,2915,8503055,-40717,-40962,-81679,-40939.17546043135,199.35092086269287,-22.824539568706655,245.0,1.0618350643198937e-10
7,2916,8508888,-40761,-41055,-81816,-40965.97037501053,115.94075002106547,-89.02962498968395,294.0,4.333742253948003e-10
7,2917,8514723,-40787,-41093,-81880,-40991.57179618306,103.14359236611926,-101.42820381706684,306.0,2.5295321393059567e-10
7,2918,8520560,-40853,-41105,-81958,-41020.44894629588,82.89789259176177,-84.5510537041668,252.0,9.538325684843585e-11
7,2919,8526399,-40852,-41076,-81928,-41049.41818129882,170.83636259763443,-26.581818701280838,224.0,1.9610979506978765e-10
7,2920,8532240,-40868,-41081,-81949,-41075.34280793121,201.68561586241412,-5.657192068818574,213.0,5.127276381244883e-11
7,2921,8538083,-40868,-41104,-81972,-41104.163724878,236.32744975600508,0.16372487815090153,236.0,2.9672264645341784e-10
7,2922,8543928,-40934,-41107,-82041,-41130.18481347593,219.36962695185503,23.18481347600641,173.0,1.5779733075760305e-10
7,2923,8549775,-40990,-41199,-82189,-41157.187060090015,125.37412018002942,-41.812939910019054,209.0,6.752998160663992e-11
7,2924,8555624,-41007,-41077,-82084,-41187.59283136844,291.1856627368834,110.59283136844294,70.0,2.5011104298755527e-12
7,2925,8561475,-41047,-41091,-82138,-41213.04135600925,288.08271201849857,122.04135600916766,44.0,1.6325429896824062e-10
7,2926,8567328,-41026,-41101,-82127,-41241.34205861571,355.68411723141617,140.34205861567256,75.0,7.105427357601002e-11
7,2927,8573183,-41068,-41049,-82117,-41268.316332440576,419.63266488115187,219.31633244053603,-19.0,7.980816008057445e-11
7,2928,8579040,-41091,-41002,-82093,-41295.66898530669,498.33797061338555,293.66898530649854,-89.0,3.8846792449476197e-10
7,2929,8584899,-41105,-41106,-82211,-41322.89980849269,434.7996169853868,216.89980849252743,1.0,3.319655661471188e-10
7,2930,8590760,-41203,-41070,-82273,-41352.43990687393,431.87981374785886,282.4399068739736,-133.0,8.833467290969566e-11
7,2931,8596623,-41260,-41095,-82355,-41381.190646493305,407.3812929866108,286.1906464933288,-165.0,4.6838977141305804e-11
7,2932,8602488,-41304,-41130,-82434,-41408.72755552848,383.45511105695914,278.7275555286406,-174.0,3.220748112653382e-10
7,2933,8608355,-41327,-41165,-82492,-41437.93297175828,383.86594351656095,272.93297175850097,-162.0,4.409912435221486e-10
7,2934,8614224,-41341,-41128,-82469,-41465.752491663894,462.50498332778807,337.75249166404416,-213.0,3.0024693842278793e-10
7,2935,8620095,-41372,-41172,-82544,-41492.571739567196,441.1434791343927,320.5717395671928,-200.0,7.048583938740194e-12
7,2936,8625968,-41408,-41201,-82609,-41522.584873489286,436.1697469785722,321.5848734892377,-207.0,9.686118573881686e-11
7,2937,8631843,-41489,-41197,-82686,-41550.46941155233,414.9388231046614,353.46941155216797,-292.0,3.254854163969867e-10
7,2938,8637720,-41509,-41163,-82672,-41578.05322885188,484.1064577037614,415.05322885184086,-346.0,7.969447324285284e-11
7,2939,8643599,-41555,-41161,-82716,-41606.61622284121,497.2324456824135,445.6162228413442,-394.0,2.7489477361086756e-10
7,2940,8649480,-41572,-41176,-82748,-41636.536394139795,525.0727882795909,460.5363941397546,-396.0,8.174083632184193e-11
7,2941,8655363,-41595,-41159,-82754,-41666.27864277695,578.5572855539067,507.2786427767429,-436.0,4.2086867324542254e-10
7,2942,8661248,-41647,-41108,-82755,-41692.461497552365,629.922995104731,584.4614975523448,-539.0,4.1382008930668235e-11
7,2943,8667135,-41705,-41226,-82931,-41723.90733226086,516.8146645217203,497.90733226101514,-479.0,3.100240064668469e-10
7,2944,8673024,-41747,-41199,-82946,-41750.6351282392,555.2702564783976,551.635128239066,-548.0,2.6557245291769505e-10
7,2945,8678915,-41767,-41280,-83047,-41780.324194183195,513.6483883663896,500.324194183362,-487.0,3.3446667657699436e-10
7,2946,8684808,-41845,-41295,-83140,-41812.43704784423,484.8740956884576,517.4370478442894,-550.0,1.211901690112427e-10
7,2947,8690703,-41867,-41253,-83120,-41840.4302055633,560.8604111266031,587.4302055633818,-614.0,1.6052581486292183e-10
7,2948,8696600,-41886,-41227,-83113,-41870.51366274338,628.0273254867643,643.5136627433385,-659.0,8.731149137020111e-11
7,2949,8702499,-41905,-41264,-83169,-41899.846098816764,630.6921976335288,635.846098816816,-641.0,1.0322764865122736e-10
7,2950,8708400,-41932,-41266,-83198,-41927.09500335312,656.1900067062379,661.0950033530248,-666.0,1.8826540326699615e-10
7,2951,8714303,-41972,-41231,-83203,-41959.89056136524,716.7811227304774,728.8905613651112,-741.0,2.5488589017186314e-10
7,2952,8720208,-41989,-41257,-83246,-41990.31359896238,734.627197924754,733.3135989623391,-732.0,7.571543392259628e-11
7,2953,8726115,-42031,-41210,-83241,-42019.877292487625,798.7545849752496,809.8772924875084,-821.0,2.3283064365386963e-10
7,2954,8732024,-42058,-41230,-83288,-42050.00655568332,812.013111366643,820.0065556834785,-828.0,3.1400304578710347e-10
7,2955,8737935,-42060,-41338,-83398,-42081.750520232636,765.5010404652712,743.7505202326975,-722.0,1.2369127944111824e-10
7,2956,8743848,-42096,-41396,-83492,-42112.42962196389,732.8592439277854,716.42962196394,-700.0,9.458744898438454e-11
7,2957,8749763,-42120,-41508,-83628,-42141.85496594962,655.7099318992405,633.8549659495268,-612.0,1.8690116121433675e-10
7,2958,8755680,-42168,-41534,-83702,-42175.29019113122,648.5803822624439,641.2901911311055,-634.0,2.3283064365386963e-10
7,2959,8761599,-42208,-41508,-83716,-42207.02991361431,698.0598272286152,699.0299136143105,-700.0,5.9117155615240335e-12
7,2960,8767520,-42228,-41572,-83800,-42236.121279059094,672.2425581181888,664.1212790590953,-656.0,1.8189894035458565e-12
7,2961,8773443,-42263,-41567,-83830,-42265.7909582745,701.5819165489957,698.790958274524,-696.0,5.2295945351943374e-11
7,2962,8779368,-42284,-41637,-83921,-42295.52116057994,670.0423211598827,658.5211605798179,-647.0,2.4692781153135e-10
7,2963,8785295,-42312,-41565,-83877,-42325.747113874764,774.4942277495284,760.7471138748181,-747.0,1.07775122160092e-10
7,2964,8791224,-42374,-41553,-83927,-42356.51416090295,786.0283218059049,803.5141609028068,-821.0,2.9126567824278027e-10
7,2965,8797155,-42402,-41505,-83907,-42385.17766340754,863.3553268150863,880.1776634075702,-897.0,5.411493475548923e-11
7,2966,8803088,-42477,-41543,-84020,-42414.54006715388,809.0801343077619,871.5400671537657,-934.0,2.305569068994373e-10
7,2967,8809023,-42482,-41636,-84118,-42445.60299572476,773.2059914495185,809.6029957245953,-846.0,3.2787283998914063e-10
7,2968,8814960,-42506,-41674,-84180,-42475.208390998705,770.41678199741,801.208390998718,-832.0,2.5920599000528455e-11
7,2969,8820899,-42495,-41738,-84233,-42507.16652823797,781.3330564759381,769.1665282379549,-757.0,2.8194335754960775e-11
7,2970,8826840,-42532,-41797,-84329,-42539.49550618889,749.9910123777809,742.4955061889646,-735.0,1.482476363889873e-10
7,2971,8832783,-42554,-41867,-84421,-42567.294586905286,713.5891738105711,700.2945869052213,-687.0,1.2846612662542611e-10
7,2972,8838728,-42623,-41963,-84586,-42600.89344952585,615.7868990517018,637.8934495257422,-660.0,2.1736923372372985e-10
7,2973,8844675,-42696,-42045,-84741,-42630.79603897375,520.5920779474982,585.7960389737308,-651.0,3.660716174636036e-11
7,2974,8850624,-42724,-42064,-84788,-42658.50420618045,529.0084123608976,594.5042061804597,-660.0,2.1827872842550278e-11
7,2975,8856575,-42730,-42193,-84923,-42690.086051685976,457.1721033719514,497.0860516858717,-537.0,2.0793322619283572e-10
7,2976,8862528,-42740,-42232,-84972,-42720.966928879425,469.9338577588496,488.96692887951434,-508.0,1.7905676941154525e-10
7,2977,8868483,-42737,-42275,-85012,-42749.070078268036,486.140156536072,474.07007826796496,-462.0,1.4210854715202004e-10
7,2978,8874440,-42766,-42207,-84973,-42781.78863271443,590.5772654288594,574.7886327142506,-559.0,3.581135388230905e-10
7,2979,8880399,-42771,-42256,-85027,-42814.298902167684,601.597804335368,558.2989021675883,-515.0,1.914486347232014e-10
7,2980,8886360,-42809,-42360,-85169,-42843.50145186005,518.002903720102,483.5014518600172,-449.0,6.764366844436154e-11
7,2981,8892323,-42831,-42423,-85254,-42873.33123720452,492.6624744090368,450.33123720455643,-408.0,7.605649443576112e-11
7,2982,8898288,-42859,-42373,-85232,-42904.3337334828,576.6674669656059,531.3337334827198,-486.0,1.6621015674900264e-10
7,2983,8904255,-42914,-42464,-85378,-42933.17099097894,488.34198195788485,469.17099097904793,-450.0,2.1100277081131935e-10
7,2984,8910224,-42937,-42553,-85490,-42965.45545646863,440.9109129372664,412.4554564686091,-384.0,4.8203219193965197e-11
7,2985,8916195,-42969,-42577,-85546,-42994.51686620904,443.03373241807276,417.5168662089881,-392.0,9.652012522565201e-11
7,2986,8922168,-43003,-42562,-85565,-43026.53648430409,488.07296860817587,464.5364843042324,-441.0,2.8887825465062633e-10
7,2987,8928143,-43020,-42449,-85469,-43056.23081976831,643.4616395366174,607.2308197682061,-571.0,2.0531842892523855e-10
7,2988,8934120,-43074,-42522,-85596,-43086.39958433123,576.7991686624591,564.3995843310933,-552.0,2.7262103685643524e-10
7,2989,8940099,-43150,-42616,-85766,-43117.14276817096,468.2855363419221,501.1427681706716,-534.0,5.788933776784688e-10
7,2990,8946080,-43159,-42673,-85832,-43143.5528631187,455.10572623739426,470.55286311859606,-486.0,2.021351974690333e-10
7,2991,8952063,-43216,-42681,-85897,-43174.69005881854,452.3801176370762,493.6900588185003,-535.0,7.560174708487466e-11
7,2992,8958048,-43232,-42783,-86015,-43206.01332656697,397.0266531339439,423.01332656691943,-449.0,1.0504663805477321e-10
7,2993,8964035,-43273,-42860,-86133,-43235.49689527008,337.99379054016026,375.49689527011236,-413.0,6.446043698815629e-11
7,2994,8970024,-43293,-42845,-86138,-43263.60422234468,389.20844468935684,418.6042223445147,-448.0,3.2741809263825417e-10
7,2995,8976015,-43310,-42878,-86188,-43295.485197443624,402.9703948872484,417.48519744352194,-432.0,2.0452262106118724e-10
7,2996,8982008,-43322,-42914,-86236,-43324.64095272276,413.2819054455176,410.6409527228052,-408.0,9.276845958083868e-11
7,2997,8988003,-43294,-42816,-86110,-43354.33702253929,598.6740450785728,538.3370225390681,-478.0,4.3655745685100555e-10
7,2998,8994000,-43301,-42906,-86207,-43381.707169599365,556.4143391987309,475.70716959935174,-395.0,2.7398527890909463e-11
7,2999,8999999,-43333,-42993,-86326,-43412.53635523457,499.07271046914684,419.53635523467364,-340.0,2.0042989490320906e-10
7,3000,9006000,-43368,-43067,-86435,-43443.18489326235,451.36978652469406,376.1848932625065,-301.0,3.1889157980913296e-10
7,3001,9012003,-43393,-43128,-86521,-43472.179275254945,423.358550509889,344.17927525485936,-265.0,1.703028829069808e-10
7,3002,9018008,-43435,-43209,-86644,-43501.05123702514,358.1024740502762,292.05123702513515,-226.0,5.9117155615240335e-12
7,3003,9024015,-43510,-43173,-86683,-43531.79242274301,380.5848454860243,358.792422742999,-337.0,2.6261659513693303e-11
7,3004,9030024,-43501,-43245,-86746,-43559.76040835076,373.52081670152256,314.7604083508096,-256.0,9.663381206337363e-11
7,3005,9036035,-43526,-43310,-86836,-43592.23310540169,348.4662108033808,282.2331054017788,-216.0,1.7678303265711293e-10
7,3006,9042048,-43537,-43341,-86878,-43621.37403091255,364.7480618250993,280.3740309125615,-196.0,2.376054908381775e-11
7,3007,9048063,-43582,-43324,-86906,-43647.2258017486,388.4516034972039,323.2258017487037,-258.0,2.034994395216927e-10
7,3008,9054080,-43631,-43408,-87039,-43678.50517755925,318.01035511850205,270.5051775592492,-223.0,3.637978807091713e-12
7,3009,9060099,-43678,-43435,-87113,-43706.016350749946,299.0327014998911,271.01635074995653,-243.0,2.1941559680271894e-11
7,3010,9066120,-43724,-43442,-87166,-43737.180735696165,308.3614713923307,295.18073569609544,-282.0,1.3983481039758772e-10
7,3011,9072143,-43748,-43384,-87132,-43767.119458236346,402.2389164726919,383.1194582364879,-364.0,2.8387603379087523e-10
7,3012,9078168,-43760,-43394,-87154,-43795.574128659166,437.14825731833116,401.5741286592324,-366.0,1.3358203432289883e-10
7,3013,9084195,-43770,-43481,-87251,-43825.38965242269,399.779304845375,344.38965242278533,-289.0,1.956550477189012e-10
7,3014,9090224,-43827,-43449,-87276,-43854.71687377269,433.43374754537945,405.7168737726635,-378.0,5.240963218966499e-11
7,3015,9096255,-43847,-43472,-87319,-43882.107193448384,445.2143868967687,410.10719344856085,-375.0,3.5299763112561777e-10
7,3016,9102288,-43862,-43438,-87300,-43911.930072345516,523.8601446910325,473.9300723455165,-424.0,5.684341886080801e-13
7,3017,9108323,-43912,-43481,-87393,-43943.82827559511,494.6565511902154,462.8282755951066,-431.0,2.1600499167107046e-12
7,3018,9114360,-43950,-43534,-87484,-43971.54794391453,459.09588782905485,437.5479439145414,-416.0,2.7966962079517543e-11
7,3019,9120399,-43969,-43553,-87522,-44001.054235061194,480.1084701223881,448.0542350610426,-416.0,3.028617356903851e-10
7,3020,9126440,-44017,-43650,-87667,-44031.86820870972,396.7364174194372,381.86820870973685,-367.0,3.6493474908638746e-11
7,3021,9132483,-44008,-43796,-87804,-44059.252610660275,314.505221320549,263.2526106604111,-212.0,2.731894710450433e-10
7,3022,9138528,-44068,-43753,-87821,-44089.27302837803,357.5460567560658,336.27302837782673,-315.0,4.1234216041630134e-10
7,3023,9144575,-44119,-43738,-87857,-44117.63552825207,378.2710565041343,379.6355282521812,-381.0,2.2805579646956176e-10
7,3024,9150624,-44165,-43761,-87926,-44145.140129707004,364.28025941400847,384.14012970699633,-404.0,1.5802470443304628e-11
7,3025,9156675,-44155,-43797,-87952,-44174.66400306371,397.3280061274272,377.66400306376823,-358.0,1.09253051050473e-10
7,3026,9162728,-44140,-43918,-88058,-44205.338682350746,352.6773647014925,287.3386823508424,-222.0,1.9235812942497432e-10
7,3027,9168783,-44197,-43914,-88111,-44235.38247193216,359.76494386431295,321.3824719322872,-283.0,2.6147972675971687e-10
7,3028,9174840,-44200,-43964,-88164,-44262.185136332155,360.3702726643096,298.18513633233005,-236.0,3.504965206957422e-10
7,3029,9180899,-44226,-43913,-88139,-44292.04979250656,445.09958501311485,379.04979250676445,-313.0,4.140474629821256e-10
7,3030,9186960,-44276,-43965,-88241,-44319.882686916004,398.76537383200775,354.88268691599984,-311.0,8.071765478234738e-12
7,3031,9193023,-44312,-43942,-88254,-44348.38943824223,442.77887648445903,406.389438242201,-370.0,5.707079253625125e-11
7,3032,9199088,-44335,-43946,-88281,-44377.659174722845,474.3183494456898,431.6591747228732,-389.0,5.661604518536478e-11
7,3033,9205155,-44361,-43989,-88350,-44407.99513008419,465.99026016838616,418.99513008426123,-372.0,1.3631051842821762e-10
7,3034,9211224,-44395,-44079,-88474,-44437.3624318407,400.7248636814038,358.3624318407879,-316.0,1.7200818547280505e-10
7,3035,9217295,-44422,-44063,-88485,-44467.79361550841,450.5872310168197,404.793615508466,-359.0,1.1232259566895664e-10
7,3036,9223368,-44474,-44072,-88546,-44495.54720428453,445.0944085690571,423.5472042845965,-402.0,1.3585577107733116e-10
7,3037,9229443,-44516,-44106,-88622,-44525.879962770174,429.75992554034747,419.87996277014986,-410.0,4.774847184307873e-11
7,3038,9235520,-44544,-44102,-88646,-44554.40674283414,462.81348566827364,452.40674283421345,-442.0,1.532498572487384e-10
7,3039,9241599,-44548,-44172,-88720,-44583.0998734874,446.1997469748021,411.0998734876493,-376.0,4.964704203302972e-10
