k,n,X,Msm,sum_M_pi,Mplus,B,C,E,H=C-2E,float_resid
6,376,142128,-1178,-1050,-2228,-1155.8370743929772,83.67414878595446,105.8370743929768,-128.0,8.526512829121202e-13
6,377,142883,-1176,-1097,-2273,-1164.9517606480742,56.90352129614848,67.95176064807458,-79.0,6.821210263296962e-13
6,378,143640,-1170,-1114,-2284,-1174.639811504637,65.27962300927402,60.63981150463778,-56.0,1.5347723092418164e-12
6,379,144399,-1175,-1136,-2311,-1183.6253578650571,56.25071573011428,47.62535786505697,-39.0,3.410605131648481e-13
6,380,145160,-1190,-1148,-2338,-1191.5204305181253,45.04086103625059,43.520430518126346,-42.0,2.1032064978498966e-12
6,381,145923,-1205,-1162,-2367,-1199.912740189373,32.82548037874585,37.91274018937082,-43.0,4.206412995699793e-12
6,382,146688,-1209,-1163,-2372,-1207.8599136981713,43.71982739634268,44.85991369817046,-46.0,1.7621459846850485e-12
6,383,147455,-1208,-1151,-2359,-1214.7406061255147,70.48121225102932,63.740606125513466,-57.0,2.3874235921539366e-12
6,384,148224,-1215,-1153,-2368,-1221.908259439776,75.81651887955195,68.90825943977589,-62.0,1.7053025658242404e-13
6,385,148995,-1222,-1170,-2392,-1228.537494160345,65.07498832068995,58.53749416034276,-52.0,4.433786671143025e-12
6,386,149768,-1220,-1163,-2383,-1234.9186329363945,86.83726587278898,71.91863293639457,-57.0,1.7053025658242404e-13
6,387,150543,-1233,-1181,-2414,-1241.2419695631615,68.4839391263231,60.24196956316317,-52.0,3.240074875066057e-12
6,388,151320,-1234,-1212,-2446,-1247.5136949882722,49.02738997654433,35.51369498827373,-22.0,3.126388037344441e-12
6,389,152099,-1250,-1176,-2426,-1252.9912401664035,79.98248033280697,76.99124016640374,-74.0,5.115907697472721e-13
6,390,152880,-1260,-1162,-2422,-1258.6809596717421,95.36191934348426,96.68095967174216,-98.0,5.684341886080802e-14
6,391,153663,-1263,-1165,-2428,-1264.5120746710902,101.02414934218041,99.51207467109066,-98.0,9.094947017729282e-13
6,392,154448,-1261,-1168,-2429,-1269.0753248355104,109.1506496710208,101.07532483551051,-93.0,2.2737367544323206e-13
6,393,155235,-1248,-1178,-2426,-1272.9234836381156,119.84696727623123,94.92348363811635,-70.0,1.4779288903810084e-12
6,394,156024,-1262,-1195,-2457,-1277.2096306542333,97.4192613084665,82.2096306542334,-67.0,2.8421709430404007e-13
6,395,156815,-1257,-1213,-2470,-1281.32072396716,92.64144793431979,68.32072396716035,-44.0,9.094947017729282e-13
6,396,157608,-1273,-1199,-2472,-1283.9210521669565,95.84210433391308,84.92105216695714,-74.0,1.1937117960769683e-12
6,397,158403,-1270,-1196,-2466,-1286.715652676161,107.43130535232194,90.71565267616211,-74.0,2.2737367544323206e-12
6,398,159200,-1262,-1203,-2465,-1289.1294747236898,113.25894944737956,86.12947472368884,-59.0,1.8758328224066645e-12
6,399,159999,-1281,-1214,-2495,-1292.5013694584575,90.00273891691495,78.50136945845702,-67.0,9.094947017729282e-13
6,400,160800,-1285,-1226,-2511,-1296.2130208386513,81.42604167730269,70.2130208386505,-59.0,1.7053025658242404e-12
6,401,161603,-1271,-1230,-2501,-1299.2212211204137,97.4424422408274,69.22122112041373,-41.0,5.684341886080802e-14
6,402,162408,-1266,-1268,-2534,-1302.2558274487785,70.51165489755704,34.255827448779144,2.0,1.2505552149377763e-12
6,403,163215,-1262,-1251,-2513,-1305.330025788131,97.66005157626205,54.33002578813162,-11.0,1.1937117960769683e-12
6,404,164024,-1270,-1287,-2557,-1309.2032399466077,61.40647989321542,22.20323994660697,17.0,1.4779288903810084e-12
6,405,164835,-1271,-1290,-2561,-1314.023048706244,67.04609741248805,24.02304870624465,19.0,1.2505552149377763e-12
6,406,165648,-1269,-1314,-2583,-1318.9511684336596,54.90233686731926,4.951168433659689,45.0,1.1368683772161603e-13
6,407,166463,-1275,-1310,-2585,-1323.623624451362,62.247248902724095,13.623624451362275,35.0,4.547473508864641e-13
6,408,167280,-1280,-1315,-2595,-1329.1089747554404,63.21794951088077,14.108974755439732,35.0,1.3073986337985843e-12
6,409,168099,-1275,-1343,-2618,-1335.168557034256,52.337114068512165,-7.831442965743236,68.0,1.3642420526593924e-12
6,410,168920,-1282,-1385,-2667,-1339.795238983591,12.590477967181869,-45.20476101640875,103.0,6.252776074688882e-13
6,411,169743,-1284,-1404,-2688,-1345.1364475557111,2.272895111422258,-58.863552444289354,120.0,9.663381206337363e-13
