n,X,dmax,E,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
30712,943288368,11727,-3752.243580,-1248.68,-439.249,509.276,-72.0443,-590.153,475.196,49.3111,-587.251,-55.3761,-196.239,-239.417,-576.848,-556.078,-224.69,0,0
30713,943349795,11727,-3876.303095,-1237.39,-458.337,542.683,-179.649,-552.274,478.116,57.2132,-633.713,-63.4119,-187.959,-278.669,-561.517,-585.5,-215.9,0,0
30714,943411224,11728,-3895.550774,-1252.08,-406.428,497.979,-137.093,-541.218,455.743,58.4164,-676.562,-27.8952,-174.599,-274.315,-536.5,-676.591,-204.403,0,0
30715,943472655,11729,-3853.259721,-1255.87,-389.467,492.434,-128.646,-559.227,485.724,-2.93383,-633.895,-72.8714,-204.246,-209.973,-521.213,-681.192,-171.881,0,0
30716,943534088,11730,-3911.704524,-1272.66,-392.611,483.776,-134.041,-491.178,432.585,-31.7859,-649.486,-52.9034,-125.522,-181.303,-549.352,-702.834,-244.394,0,0
30717,943595523,11731,-3650.569843,-1205.53,-398.601,535.172,-103.599,-451.131,420.328,-61.9544,-651.074,-35.6078,-72.4515,-166.173,-527.636,-723.201,-209.109,0,0
30718,943656960,11731,-3627.487591,-1206.4,-370.697,550.615,-78.1064,-494.14,468.306,-56.9953,-626.599,-46.363,-131.731,-165.284,-535.095,-717.663,-217.337,0,0
30719,943718399,11732,-3589.816229,-1248.36,-409.741,574.112,-66.5015,-436.92,414.935,-36.7223,-607.322,38.0783,-184.929,-126.079,-520.144,-710.981,-269.246,0,0
30720,943779840,11733,-3546.195295,-1278.31,-391.787,542.495,-17.9598,-401.994,330.848,-19.2665,-605.785,25.0946,-202.302,-95.96,-528.6,-672.04,-230.63,0,0
30721,943841283,11734,-3818.087434,-1298.35,-360.782,477.987,-20.4164,-432.891,329.826,-37.1204,-601.184,-8.45979,-203.872,-163.287,-570.255,-693.874,-235.404,0,0
30722,943902728,11734,-3772.209124,-1215.39,-366.882,427.418,-14.7661,-390.905,296.746,6.95894,-629.104,-52.7653,-196.879,-199.608,-557.677,-630.702,-248.653,0,0
30723,943964175,11735,-3676.225673,-1161.52,-400.828,473.063,-27.2806,-371.806,318.307,14.7906,-621.303,-7.87068,-250.441,-306.153,-485.592,-622.346,-227.248,0,0
30724,944025624,11736,-3407.107611,-1132.64,-360.879,454.436,1.41924,-412.594,396.225,-0.249323,-606.894,-7.50267,-221.801,-309.238,-427.752,-597.757,-181.88,0,0
30725,944087075,11737,-3507.808770,-1104.85,-371.879,412.074,-37.101,-383.671,354.257,-25.1692,-569.291,-24.9957,-202,-352.209,-470.707,-553.473,-178.789,0,0
30726,944148528,11737,-3491.138804,-1118.06,-356.882,401.548,-37.4046,-367.46,385.938,-43.1537,-596.147,-20.3692,-207.005,-314.621,-461.574,-581.106,-174.842,0,0
30727,944209983,11738,-3520.903801,-1111.36,-340.833,369.181,-12.8159,-418.363,398.796,-41.1973,-607.931,-12.4568,-216.356,-341.811,-468.352,-568.724,-148.683,0,0
30728,944271440,11739,-3409.394541,-1106.65,-331.888,400.754,-4.1803,-481.272,444.529,-67.1212,-603.006,4.10116,-181.143,-322.23,-466.81,-492.023,-202.456,0,0
30729,944332899,11740,-3473.248641,-1186.03,-331.791,425.275,-22.4325,-406.24,362.679,-99.2869,-557.055,-6.74373,-177.929,-243.323,-485.579,-487.665,-257.126,0,0
30730,944394360,11740,-3210.568484,-1127.41,-363.798,477.95,-0.853805,-341.031,345.357,-39.0228,-538.259,-29.2987,-153.928,-220.729,-396.51,-573.912,-249.126,0,0
30731,944455823,11741,-3152.939299,-1119.87,-326.754,476.625,-8.2189,-424,399.266,-91.3184,-529.463,11.5973,-94.561,-240.382,-352.123,-583.95,-269.784,0,0
30732,944517288,11742,-3026.211793,-1101.33,-334.712,431.187,13.6289,-390.913,421.239,-82.3625,-567.314,-7.30514,-61.4904,-226.706,-374.132,-470.313,-275.683,0,0
30733,944578755,11743,-2998.177941,-1089.89,-337.619,367.909,45.1479,-317.712,380.087,-54.2899,-588.972,-29.0671,-15.7794,-194.752,-397.19,-517.321,-248.731,0,0
30734,944640224,11743,-3108.375251,-1122.43,-334.631,420.52,-28.0061,-379.627,392.06,-87.2082,-578.764,-34.9015,-14.5693,-187.332,-445.241,-494.459,-213.783,0,0
30735,944701695,11744,-3139.424392,-1118.07,-328.489,357.342,14.6206,-404.421,411.855,-52.3804,-539.097,-70.4022,-51.193,-207.864,-418.737,-488.108,-244.484,0,0
30736,944763168,11745,-3051.608374,-1118.7,-270.452,330.893,56.3499,-389.286,381.936,-38.3058,-563.886,-1.64009,-75.2785,-199.659,-417.763,-483.316,-262.503,0,0
30737,944824643,11746,-3208.813255,-1160.42,-239.364,367.71,5.08183,-348.145,322.785,-27.4796,-579.348,-60.5261,-25.2712,-243.426,-477.299,-503.087,-240.024,0,0
30738,944886120,11747,-3116.833485,-1112.13,-271.278,305.415,78.8644,-289.947,325.577,-47.4015,-579.943,-111.974,33.1634,-209.263,-460.727,-544.261,-232.924,0,0
30739,944947599,11747,-3125.255086,-1104.94,-235.141,249.227,56.5928,-340.809,336.484,-36.5144,-603.281,-59.8745,-3.33707,-174.273,-518.549,-491.863,-198.976,0,0
30740,945009080,11748,-3214.350126,-1141.74,-232.108,334.978,-27.5747,-327.558,290.395,-2.5023,-637.005,-101.299,-36.7604,-166.704,-542.99,-402.267,-221.215,0,0
30741,945070563,11749,-2877.014111,-1091.63,-226.923,295.731,20.0928,-267.424,315.415,61.573,-609.726,-114.407,-49.1794,-134.025,-458.929,-427.051,-190.532,0,0
30742,945132048,11750,-2840.985523,-1084.52,-215.841,279.531,81.9766,-306.231,347.204,29.3973,-613.675,-141.39,-77.6288,-130.209,-400.131,-427.061,-182.411,0,0
30743,945193535,11750,-2766.924645,-1075.49,-203.709,326.437,29.8084,-324.866,363.933,21.4736,-565.721,-95.7467,-105.337,-87.7387,-462.429,-411.02,-176.516,0,0
30744,945255024,11751,-2930.406285,-1096.46,-196.579,295.178,39.5215,-325.909,353.074,-0.577431,-606.864,-104.79,-99.4744,-56.7068,-452.593,-471.291,-206.935,0,0
30745,945316515,11752,-2950.262196,-1130.52,-169.398,306.077,-13.5986,-289.721,325.034,-43.6916,-587.397,-88.8916,-121.763,-10.6558,-486.091,-439.202,-200.443,0,0
30746,945378008,11753,-2811.044293,-1205.57,-182.322,441.919,-62.6667,-416.361,402.822,35.5046,-578.056,-52.7259,-70.8226,-38.3007,-436.631,-416.318,-231.512,0,0
30747,945439503,11753,-2869.623589,-1206.72,-214.092,406.867,-68.0093,-405.175,462.9,9.26473,-611.722,-96.5605,-111.673,30.8839,-376.089,-438.709,-250.792,0,0
30748,945501000,11754,-2745.723110,-1128.86,-189.967,360.702,-33.0283,-368.105,410.741,-8.6,-545.312,-148.328,-106.604,68.9414,-389.084,-423.241,-244.982,0,0
30749,945562499,11755,-2908.818809,-1110.09,-222.79,423.645,-89.1567,-328.809,390.643,-49.4669,-591.527,-191.032,-78.8167,3.30739,-393.503,-437.139,-234.086,0,0
30750,945624000,11756,-2839.844894,-1087.31,-207.616,363.527,-77.3438,-397.569,469.601,-72.5835,-543.18,-173.525,-66.6099,3.53096,-362.738,-451.85,-236.179,0,0
30751,945685503,11756,-2851.089310,-1063.62,-210.391,312.571,-74.4738,-363.213,412.509,-83.6342,-530.775,-96.7692,-64.3806,19.8505,-386.07,-431.328,-291.36,0,0
30752,945747008,11757,-3139.011943,-1101.93,-197.271,252.448,-107.502,-353.093,406.464,-82.4411,-582.506,-121.477,-22.8967,21.1335,-491.415,-433.974,-324.55,0,0
30753,945808515,11758,-3190.264779,-1067.33,-220.997,268.484,-124.638,-354.857,368.361,-52.5577,-572.587,-155.655,-9.38718,-33.977,-517.292,-392.81,-325.02,0,0
30754,945870024,11759,-2998.745378,-1051.72,-193.828,269.409,-164.612,-329.678,459.38,-16.4239,-547.373,-149.808,-41.5352,-56.7574,-548.632,-317.029,-310.136,0,0
30755,945931535,11760,-3035.631220,-1076.21,-233.607,233.547,-93.8056,-355.271,474.098,-21.5424,-565.91,-138.379,-60.3131,-13.6347,-545.193,-356.565,-282.847,0,0
30756,945993048,11760,-2930.673747,-1023.68,-263.389,209.466,35.2683,-405.152,475.177,-47.4713,-535.051,-135.228,-69.0975,-51.8743,-548.695,-324.536,-246.407,0,0
30757,946054563,11761,-2862.497472,-1046.25,-270.12,251.491,42.1244,-430.75,493.25,-72.4053,-499.907,-124.045,-97.0284,-9.99929,-486.238,-333.031,-279.587,0,0
30758,946116080,11762,-2799.008023,-1035.81,-260.955,220.617,96.0865,-450.463,505.089,6.6668,-514.374,-112.296,-115.169,-52.3143,-512.36,-329.231,-244.49,0,0
30759,946177599,11763,-2604.757944,-1081.47,-249.637,275.691,70.1049,-429.115,528.044,53.6101,-488.105,-113.408,-65.379,-49.8378,-542.262,-278.267,-234.729,0,0
30760,946239120,11763,-2449.588826,-1037.11,-214.424,287.757,73.061,-400.889,469.996,122.676,-498.382,-108.838,-88.7428,-25.6036,-502.823,-287.035,-239.228,0,0
30761,946300643,11764,-2444.184682,-1073.85,-209.16,297.877,79.074,-406.664,470.067,53.8061,-488.234,-146.876,-89.9574,-6.79724,-440.859,-281.561,-201.048,0,0
30762,946362168,11765,-2347.254360,-984.583,-187.897,310.939,45.1379,-458.263,511.904,63.6873,-495.704,-185.654,-101.308,-8.96133,-385.561,-271.581,-199.411,0,0
30763,946423695,11766,-2518.535115,-1041.41,-224.584,354.213,-6.96172,-430.039,478.855,40.8147,-447.981,-208.479,-102.798,-28.0144,-436.968,-281.124,-184.063,0,0
30764,946485224,11766,-2567.333449,-1026.22,-193.376,294.215,-53.7929,-435.702,493.162,35.7579,-398.577,-203.453,-57.1656,-50.633,-443.784,-311.272,-216.491,0,0
30765,946546755,11767,-2639.154687,-995.129,-179.014,249.483,-103.844,-418.479,463.815,26.7619,-440.047,-202.964,-58.1736,-18.0802,-447.729,-250.654,-265.1,0,0
30766,946608288,11768,-2517.977136,-935.03,-250.756,271.586,-39.7331,-401.144,458.004,54.8265,-491.519,-174.93,-36.8859,43.9931,-463.942,-290.55,-261.898,0,0
30767,946669823,11769,-2704.878109,-984.022,-246.448,185.903,3.26945,-414.576,437.722,9.02086,-504.438,-172.434,-68.8001,36.7057,-445.77,-261.833,-279.178,0,0
30768,946731360,11769,-2947.257354,-1014.01,-285.142,223.052,-53.6256,-420.362,461.844,-8.16535,-521.842,-190.204,-73.0954,42.1522,-534.198,-280.092,-293.572,0,0
30769,946792899,11770,-3037.865809,-1066.08,-272.784,193.256,23.4811,-415.084,419.969,-31.7921,-504.379,-158.515,-126.232,70.4578,-609.459,-260.873,-299.827,0,0
30770,946854440,11771,-3396.339643,-1166.15,-294.531,168.56,29.5291,-446.696,393.86,-51.2266,-517.723,-200.157,-164.589,17.3925,-626.869,-193.573,-344.162,0,0
30771,946915983,11772,-3405.952472,-1177.32,-285.125,235.812,5.68856,-467.307,391.63,-58.9129,-539.058,-252.992,-153.17,5.54181,-649.306,-198.494,-262.943,0,0
30772,946977528,11773,-3526.114034,-1131.47,-303.824,232.057,15.8399,-482.919,329.816,-55.1569,-596.332,-257.761,-182.794,-17.7915,-637.987,-150.586,-287.205,0,0
30773,947039075,11773,-3419.914006,-1041.72,-302.471,234.408,-12.1165,-426.708,288.996,-18.7247,-549.709,-275.471,-159.228,-12.8326,-700.213,-205.392,-238.735,0,0
30774,947100624,11774,-3561.138189,-991.956,-314.121,240.648,-73.9114,-468.152,287.823,-51.9101,-544.469,-288.853,-121.438,-46.7787,-720.079,-240.554,-227.388,0,0
30775,947162175,11775,-3783.203756,-982.287,-316.72,171.1,-75.8709,-416.766,206.655,-45.7867,-574.459,-274.88,-178.022,-96.9702,-740.744,-220.768,-237.685,0,0
30776,947223728,11776,-3638.933661,-932.611,-311.423,149.334,-62.5618,-440.386,265.714,-59.7244,-592.871,-280.989,-172.944,-76.6902,-706.121,-155.084,-262.577,0,0
30777,947285283,11776,-3600.486893,-910.027,-281.973,234.727,-134.526,-454.179,320.012,-42.787,-624.34,-303.03,-212.866,-55.6501,-687.096,-156.483,-292.27,0,0
30778,947346840,11777,-3473.469933,-877.435,-263.627,188.061,-123.274,-469.567,362.722,-48.481,-603.875,-273.87,-188.508,-62.294,-653.074,-178.313,-281.935,0,0
30779,947408399,11778,-3475.202518,-880.936,-254.231,181.556,-69.021,-496.36,335.96,-31.4803,-621.668,-291.24,-110.308,-108.485,-593.902,-235.668,-299.419,0,0
30780,947469960,11779,-3449.804618,-870.429,-242.836,208.884,-87.8851,-545.871,359.959,-81.5449,-644.076,-294.287,-174.804,-35.1903,-580.262,-169.245,-292.217,0,0
30781,947531523,11779,-3579.701833,-930.014,-266.391,206.319,-94.6933,-551.496,387.96,-112.546,-623.291,-341.197,-131.94,-44.8511,-601.159,-191.801,-284.602,0,0
30782,947593088,11780,-3446.998032,-868.592,-263.05,296.749,-160.34,-584.235,388.077,-79.2391,-659.15,-340.827,-117.078,-42.8663,-625.481,-107.129,-283.836,0,0
30783,947654655,11781,-3166.654496,-777.262,-290.556,331.284,-119.26,-543.513,366.024,-118.485,-648.553,-313.391,-85.0707,-22.6447,-574.215,-90.058,-280.956,0,0
30784,947716224,11782,-3131.179855,-775.925,-294.166,307.655,-113.912,-519.317,355.135,-98.2442,-602.963,-324.514,-59.0857,-52.7045,-570.392,-48.4869,-334.259,0,0
30785,947777795,11783,-2803.847462,-723.68,-229.726,307.184,-115.672,-488.774,334.193,-52.123,-597.573,-328.809,-42.7962,-90.1809,-491.51,3.10617,-287.487,0,0
30786,947839368,11783,-2567.326747,-688.427,-183.287,347.656,-161.382,-439.401,291.312,-56.312,-587.168,-285.915,8.92099,-39.0019,-525.827,36.7935,-285.286,0,0
30787,947900943,11784,-2789.410888,-788.266,-188.798,315.233,-137.145,-405.859,263.132,-75.885,-554.838,-283.426,-52.2294,-68.4506,-524.285,-1.07828,-287.515,0,0
30788,947962520,11785,-2646.288480,-826.098,-221.413,359.751,-105.86,-415.319,261.248,-53.0105,-529.917,-279.743,-12.7842,-71.1186,-455.816,-22.4978,-273.71,0,0
30789,948024099,11786,-2644.766031,-824.022,-170.875,342.27,-91.5198,-455.954,258.479,-17.9562,-509.65,-339.924,-34.297,-80.2283,-393.379,-10.6951,-317.013,0,0
30790,948085680,11786,-2718.655847,-827.939,-167.441,303.835,-134.237,-499.414,298.299,-12.835,-525.995,-309.536,30.3558,-99.4775,-406.377,-78.3773,-289.516,0,0
30791,948147263,11787,-2645.681489,-809.948,-179.956,298.508,-65.9528,-491.876,332.355,31.346,-576.659,-314.2,13.1263,-101.872,-395.621,-76.079,-308.853,0,0
30792,948208848,11788,-2569.945725,-808.949,-159.474,313.961,-103.512,-494.572,354.524,24.1554,-510.262,-304.898,13.2829,-34.317,-406.103,-139.512,-314.269,0,0
30793,948270435,11789,-2451.707569,-844.043,-170.94,322.68,-90.2339,-543.153,422.634,78.4588,-523.675,-271.948,53.0664,-18.6804,-377.676,-202.441,-285.757,0,0
30794,948332024,11789,-2755.246556,-924.129,-179.511,288.235,-56.7384,-555.503,407.691,-15.4857,-540.205,-297.182,63.9218,-28.3696,-472.644,-190.433,-254.893,0,0
30795,948393615,11790,-2357.375272,-850.307,-181.929,278.002,37.4813,-509.028,420.621,16.6284,-507.619,-217.572,86.7844,-17.9957,-481.566,-216.442,-214.433,0,0
30796,948455208,11791,-2356.183577,-883.478,-160.452,299.551,79.915,-555.613,414.791,12.6837,-520.16,-230.007,102.925,-52.5102,-419.847,-261.398,-182.584,0,0
30797,948516803,11792,-2372.126218,-896.741,-141.923,338.259,37.2952,-527.086,336.839,-10.0707,-536.635,-233.769,106.582,16.2232,-435.325,-338.885,-86.8907,0,0
30798,948578400,11792,-2265.738018,-804.996,-81.3962,289.961,60.6708,-489.613,304.949,-15.8939,-556.431,-228.165,105.778,31.8858,-489.35,-326.689,-66.4486,0,0
30799,948639999,11793,-2149.442602,-807.344,-46.8187,300.664,82.1043,-525.852,320.824,17.0366,-604.707,-239.603,108.273,9.79379,-454.834,-270.124,-38.8555,0,0
30800,948701600,11794,-2350.795671,-864.684,-55.3456,298.413,68.5291,-545.618,265.108,12.0853,-575.993,-223.166,111.277,-48.2199,-404.275,-346.421,-42.4852,0,0
30801,948763203,11795,-2432.869242,-879.117,-66.7193,286.11,45.9009,-564.034,342.095,-30.7983,-547.66,-265.08,72.0599,-61.6617,-372.873,-358.553,-32.5384,0,0
30802,948824808,11796,-2280.521389,-845.541,-74.1975,274.854,46.4343,-544.51,370.203,31.3795,-559.133,-309.857,111.213,-37.3468,-424.805,-340.043,20.8275,0,0
30803,948886415,11796,-1993.680986,-800.059,-25.6247,263.757,35.8037,-515.87,401.369,74.3061,-540.61,-245.566,78.4866,-8.70298,-409.319,-297.568,-4.08492,0,0
30804,948948024,11797,-2124.418254,-801.568,-22.0541,203.389,28.3866,-470.348,341.298,66.6681,-571.216,-246.073,107.712,-59.087,-425.468,-333.086,57.0274,0,0
30805,949009635,11798,-2067.170975,-751.17,-21.4325,176.287,11.8048,-466.83,340.638,86.5368,-592.823,-212.115,113.853,-44.0669,-422.11,-327.599,41.8564,0,0
30806,949071248,11799,-2120.303680,-800.764,-56.9154,183.019,102.33,-528.196,346.685,39.5837,-516.1,-213.097,95.7738,-43.492,-386.737,-395.646,53.2521,0,0
30807,949132863,11799,-2071.739943,-750.451,-70.245,238.965,-2.25318,-492.559,334.731,66.7607,-492.774,-232.603,55.5689,61.0885,-354.057,-457,23.0858,0,0
30808,949194480,11800,-1872.571940,-716.129,-110.679,264.744,11.3208,-440.045,310.774,76.0601,-440.115,-204.581,109.927,21.8196,-325.154,-467.968,37.4533,0,0
30809,949256099,11801,-1970.113362,-805.901,-116.062,215.631,56.8413,-458.588,354.111,110.983,-487.855,-236.881,123.927,34.4344,-405.062,-456.037,100.346,0,0
30810,949317720,11802,-1766.801449,-809.664,-130.448,277.511,122.359,-513.897,400.978,79.283,-477.52,-220.276,160.989,29.144,-413.448,-429.317,157.503,0,0
30811,949379343,11802,-1904.368674,-813.52,-140.782,288.446,106.877,-506.44,346.137,115.33,-502.744,-227.845,119.424,72.7295,-459.701,-459.202,156.923,0,0
30812,949440968,11803,-1828.831201,-775.368,-106.221,270.32,80.4979,-528.758,417.236,71.3192,-529.958,-264.615,145.426,75.6392,-466.205,-408.92,190.776,0,0
30813,949502595,11804,-1819.300838,-686.309,-143.506,340.248,25.0107,-441.305,295.573,28.1807,-488.63,-262.267,149.571,68.8934,-485.015,-480.999,261.254,0,0
30814,949564224,11805,-1894.056610,-674.242,-166.897,354.171,33.5742,-415.624,319.612,-4.4002,-478.298,-274.906,141.642,116.44,-517.265,-539.788,211.924,0,0
30815,949625855,11805,-1829.913609,-700.267,-131.236,374.252,-4.86034,-475.766,361.54,-34.2256,-451.099,-297.881,135.572,144.07,-450.045,-522.314,222.346,0,0
30816,949687488,11806,-1667.509543,-674.285,-159.577,356.115,24.8073,-399.377,363.75,-31.1185,-442.513,-225.801,135.845,166.489,-447.353,-518.66,184.168,0,0
30817,949749123,11807,-2021.985518,-766.395,-192.867,310.138,57.3121,-435.755,365.026,-39.3192,-463.67,-244.9,22.2046,176.925,-384.489,-576.334,150.137,0,0
30818,949810760,11808,-2102.099917,-756.497,-186.262,333.155,-7.96608,-482.078,419.066,-32.8386,-425.333,-304.153,17.3457,140.399,-377.929,-590.46,151.451,0,0
30819,949872399,11809,-2084.098686,-802.692,-175.504,342.226,30.6454,-467.456,432.163,-82.852,-401.95,-256.655,-9.93296,177.503,-399.923,-641.811,172.139,0,0
30820,949934040,11809,-1900.722878,-792.879,-130.85,372.183,21.3055,-423.722,465.142,-83.5578,-420.161,-246.221,-12.6463,168.625,-424.297,-536.703,143.058,0,0
30821,949995683,11810,-1922.919753,-752.159,-146.145,333.301,17.9123,-400.167,440.648,-137.882,-439.445,-231.487,-6.01,195.822,-387.823,-589.937,180.449,0,0
30822,950057328,11811,-1914.144506,-766.43,-120.442,305.307,-9.37611,-360.492,483.569,-146.405,-455.313,-213.328,17.7723,165.789,-407.803,-571.23,164.239,0,0
30823,950118975,11812,-1666.592636,-775.794,-100.688,316.525,-15.7716,-304.759,478.843,-140.421,-447.53,-178.108,11.9804,173.619,-356.087,-572.658,244.256,0,0
30824,950180624,11812,-2039.715786,-779.151,-122.039,208.525,44.9909,-312.149,397.111,-139.314,-504.138,-197.818,-42.4486,179.287,-402.481,-628.403,258.311,0,0
30825,950242275,11813,-2047.493282,-749.6,-140.236,183.684,35.5884,-331.538,423.203,-168.836,-469.552,-183.187,-25.7988,177.219,-423.282,-577.546,202.388,0,0
30826,950303928,11814,-2015.369834,-804.041,-117.538,117.785,65.4032,-338.81,451.239,-147.977,-492.224,-140.582,-12.0884,184.742,-387.937,-596.892,203.551,0,0
30827,950365583,11815,-2304.161108,-801.574,-99.7892,29.992,43.0549,-281.142,385.447,-199.872,-504.38,-112.699,-3.73248,102.731,-449.881,-623.205,210.889,0,0
30828,950427240,11815,-2211.721587,-808.1,-144.042,163.139,-1.24673,-269.476,355.716,-187.58,-501.055,-143.87,37.0617,147.768,-465.684,-589.214,194.861,0,0
30829,950488899,11816,-2155.634628,-804.718,-101.245,139.287,1.50839,-226.813,322.04,-177.536,-466.47,-120.054,-47.7301,222.053,-460.108,-615.376,179.526,0,0
30830,950550560,11817,-2033.065590,-820.329,-85.5512,147.535,9.26001,-316.149,411.193,-144.434,-402.275,-150.704,-45.0197,162.357,-482.904,-523.415,207.37,0,0
30831,950612223,11818,-1960.391079,-813.032,-62.7047,120.785,70.0129,-332.197,411.93,-127.079,-450.614,-144.867,-18.8704,163.738,-454.997,-584.561,262.063,0,0
30832,950673888,11819,-1863.478022,-721.727,-61.9626,87.9206,51.8134,-340.768,420.546,-73.1596,-455.971,-178.776,-34.0947,167.855,-470.951,-548.031,293.827,0,0
30833,950735555,11819,-1968.335763,-728.514,-124.169,117.269,110.616,-373.05,424.515,-113.935,-444.454,-214.902,-87.4492,105.073,-409.153,-535.286,305.103,0,0
30834,950797224,11820,-2103.145224,-735.294,-125.379,56.4003,168.47,-341.275,382.842,-135.645,-487.125,-170.273,-116.301,65.7292,-405.455,-524.674,264.834,0,0
30835,950858895,11821,-2142.391111,-754.166,-117.537,67.8501,118.104,-343.444,370.87,-133.729,-454.281,-171.056,-87.5281,64.8265,-436.333,-548.653,282.686,0,0
30836,950920568,11822,-1669.461090,-719.031,-73.7994,126.028,150.117,-263.671,328.96,-69.2523,-416.151,-108.9,-68.312,88.1985,-451.066,-518.751,326.17,0,0
30837,950982243,11822,-1816.582844,-708.988,-56.9088,103.365,135.801,-254.018,264.337,-95.2721,-439.435,-100.095,-16.1018,69.9195,-486.014,-534.498,301.325,0,0
30838,951043920,11823,-1752.322513,-649.937,-72.1227,117.697,118.646,-224.191,275.423,-140.236,-432.851,-96.9431,17.0507,69.368,-458.827,-518.433,243.033,0,0
30839,951105599,11824,-1959.748190,-715.979,-143.285,101.083,168.548,-200.421,242.571,-151.007,-451.076,-58.8593,-17.5308,36.1835,-432.53,-601.054,263.609,0,0
30840,951167280,11825,-1991.076863,-799.013,-136.451,116.408,153.277,-157.712,275.009,-181.786,-483.007,-53.2283,-26.4589,24.689,-390.975,-651.176,319.346,0,0
30841,951228963,11825,-1378.742461,-738.139,-70.5647,158.734,197.229,-54.0615,289.09,-128.624,-419.973,-49.6038,8.68594,92.4132,-445.002,-591.04,372.114,0,0
30842,951290648,11826,-1562.076531,-821.258,-68.7833,145.161,159.175,-109.179,268.412,-141.833,-390.775,-28.4481,8.46843,87.8077,-472.658,-548.731,350.565,0,0
30843,951352335,11827,-1462.751143,-878.469,-45.8486,99.6409,173.904,-84.4174,269.551,-72.3588,-388.387,-69.2366,13.3917,77.4837,-483.089,-469.032,394.115,0,0
30844,951414024,11828,-1487.041715,-940.672,-76.0184,76.9555,184.011,-50.7705,249.811,-60.1975,-343.548,-19.6749,44.178,63.1076,-513.072,-424.291,323.14,0,0
30845,951475715,11828,-1078.189009,-825.968,-49.1372,13.482,231.788,-40.8945,245.068,-6.91395,-304.352,9.06201,126.466,72.8222,-541.105,-372.444,363.937,0,0
30846,951537408,11829,-979.979763,-821.256,-21.2583,-10.1555,242.783,-33.1925,218.207,39.1849,-249.64,-26.9855,110.401,138.542,-528.58,-415.014,376.985,0,0
30847,951599103,11830,-1198.548402,-846.636,-33.3283,-91.5802,270.669,-26.142,228.411,11.4107,-250.309,-43.6949,87.9844,95.5286,-575.443,-400.64,375.223,0,0
30848,951660800,11831,-1125.237067,-843.009,-34.5028,-76.172,273.602,-23.5622,313.9,-1.49541,-269.733,3.78832,73.8225,77.7869,-595.476,-453.301,429.114,0,0
30849,951722499,11832,-1295.570771,-922.474,-13.5241,-84.6556,285.646,-48.7463,294.98,8.66347,-282.889,-78.4699,71.9642,69.4136,-567.998,-442.722,415.241,0,0
30850,951784200,11832,-1560.903555,-999.931,-13.6498,-104.146,280.578,-103.932,268.115,1.94881,-273.63,-110.433,74.5328,102.806,-575.221,-500.719,392.778,0,0
30851,951845903,11833,-1461.192921,-959.481,33.2754,-136.529,269.455,-83.0625,251.255,17.9249,-233.92,-99.6259,110.385,44.7465,-511.306,-588.44,424.128,0,0
30852,951907608,11834,-1521.465555,-982.023,26.1984,-201.078,327.6,-87.08,288.391,42.1427,-255.401,-76.2003,83.2351,51.0427,-533.119,-636.353,431.179,0,0
30853,951969315,11835,-1675.431839,-939.658,22.1724,-241.468,313.471,-119.388,244.88,18.3024,-237.011,-44.1249,44.1714,-10.2708,-502.889,-669.356,445.737,0,0
30854,952031024,11835,-1327.343729,-849.284,53.042,-225.916,319.505,-167.406,295.194,60.5265,-226.365,-35.7659,35.3161,44.0957,-498.197,-568.06,435.97,0,0
30855,952092735,11836,-1295.817125,-886.003,82.0647,-204.258,272.539,-195.654,396.271,66.6199,-191.657,-11.6179,10.5934,83.716,-531.86,-604.69,418.118,0,0
30856,952154448,11837,-1388.641919,-864.715,36.983,-184.712,313.566,-217.736,445.579,82.962,-218.399,-53.6678,-36.9681,68.1141,-489.348,-683.207,412.907,0,0
30857,952216163,11838,-1089.089121,-776.519,92.9524,-203.06,336.595,-197.989,459.831,67.3684,-221.268,-70.7126,4.72998,38.26,-465.814,-620.155,466.692,0,0
30858,952277880,11838,-1238.815718,-794.315,91.9194,-204.414,324.675,-175.01,410.084,93.2779,-202.429,-50.6918,-2.60987,25.0932,-497.171,-696.341,439.116,0,0
30859,952339599,11839,-1104.067919,-769.203,99.9374,-148.713,328.756,-213.265,451.391,147.434,-180.527,-50.7495,40.4505,-17.4306,-507.864,-693.149,408.865,0,0
30860,952401320,11840,-1256.515469,-782.084,135.851,-214.074,353.886,-209.409,420.701,85.5853,-193.335,-59.3241,1.31156,-11.8951,-495.036,-694.148,405.454,0,0
30861,952463043,11841,-1445.903327,-827.057,125.918,-221.379,356.851,-316.55,466.126,116.929,-194.946,-98.9707,24.0877,2.60125,-547.988,-714.133,382.608,0,0
30862,952524768,11842,-1568.899294,-870.023,111.88,-218.744,356.032,-329.753,506.316,121.273,-226.108,-103.618,-23.1211,12.2648,-570.515,-753.631,418.847,0,0
30863,952586495,11842,-1609.217267,-935.081,107.894,-267.843,398.106,-292.606,519.331,131.367,-247.91,-73.2682,-32.6337,30.5942,-617.301,-741.05,411.183,0,0
30864,952648224,11843,-1640.123146,-944.131,155.905,-308.267,375.282,-315.986,574.931,164.455,-227.82,-125.605,-76.7757,-1.22031,-605.333,-718.401,412.843,0,0
30865,952709955,11844,-1606.724972,-932.273,111.967,-315.426,417.294,-295.904,558.116,154.857,-219.237,-99.9733,-63.5478,-49.1227,-601.447,-725.332,453.303,0,0
