n,X,dmax,E,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
14482,209757288,14041,-673.717362,-299.134,17.8629,-32.9954,218.202,-172.452,346.813,-148.664,29.2404,19.1462,-246.001,-72.5783,-149.219,257.753,-441.691,0,0
14483,209786255,14043,-697.761953,-282.656,32.0189,-101.839,213.486,-167.383,358.729,-180.399,57.2528,-26.1927,-270.915,-37.4191,-134.947,284.943,-442.44,0,0
14484,209815224,14045,-578.353462,-289.169,53.1722,-87.0364,180.002,-183.132,400.454,-163.786,46.478,2.54374,-201.253,-41.2878,-128.783,273.805,-440.36,0,0
14485,209844195,14047,-648.068379,-286.781,19.3808,-103.945,214.337,-208.198,399.56,-188.45,61.6286,-2.47298,-193.162,-74.6826,-126.441,298.834,-457.676,0,0
14486,209873168,14049,-498.158863,-272.384,29.476,-45.9757,168.79,-176.946,408.411,-180.052,79.0695,29.2527,-180.418,-52.8186,-176.748,308.161,-435.977,0,0
14487,209902143,14051,-466.718027,-260.087,47.7373,-30.8902,152.184,-186.882,381.265,-169.439,56.0018,16.9912,-184.433,-30.1505,-156.357,294.401,-397.059,0,0
14488,209931120,14053,-516.498636,-250.781,41.8851,-52.871,159.629,-143.701,340.304,-153.172,31.0142,67.5631,-195.147,-62.0274,-143.149,284.966,-441.012,0,0
14489,209960099,14055,-358.731501,-263.573,61.0882,-91.8504,232.198,-104.772,309.475,-118.701,34.5237,59.0903,-193.771,-48.8505,-156.144,323.434,-400.878,0,0
14490,209989080,14057,-365.282017,-269.357,83.2887,-152.721,268.64,-106.585,285.066,-125.436,28.8876,79.6614,-181.403,-57.3354,-115.292,290.029,-392.724,0,0
14491,210018063,14059,-399.772135,-260.241,70.5444,-151.591,263.084,-128.406,297.104,-128.762,26.7499,71.0129,-202.648,-63.0634,-146.228,319.847,-367.176,0,0
14492,210047048,14061,-430.191504,-273.115,60.6868,-165.527,282.761,-154.417,298.276,-128.295,11.8998,48.5929,-217.837,-25.7059,-141.369,272.047,-298.19,0,0
14493,210076035,14063,-567.445811,-289.089,48.9952,-170.348,330.138,-170.241,285.118,-135.824,20.9782,15.2519,-250.313,-69.1698,-125.536,234.679,-292.085,0,0
14494,210105024,14065,-623.673027,-297.054,53.1901,-203.289,336.691,-208.13,301.156,-149.22,55.488,43.2267,-245.522,-40.6334,-175.983,207.842,-301.436,0,0
14495,210134015,14067,-662.703646,-336.118,40.4404,-175.942,335.247,-226.761,339.813,-158.747,59.927,63.8851,-250.876,-29.391,-198.179,215.063,-341.065,0,0
14496,210163008,14069,-451.542054,-283.173,50.688,-175.949,357.852,-235.905,345.039,-157.354,80.0024,17.0821,-256.576,-9.35966,-128.528,243.107,-298.467,0,0
14497,210192003,14070,-592.959070,-316.328,48.9909,-141.667,334.281,-270.545,326.076,-135.295,78.5083,27.5951,-262.058,-33.427,-151.384,212.534,-310.241,0,0
14498,210221000,14072,-517.837766,-297.473,80.1804,-132.449,305.005,-283.437,324.787,-122.278,116.867,19.4035,-248.39,-59.8363,-114.818,219.314,-324.713,0,0
14499,210249999,14074,-569.555074,-304.718,97.5359,-200.172,337.49,-302.204,336.891,-134.086,93.0944,11.5184,-254.004,-47.467,-67.9502,208.011,-343.495,0,0
14500,210279000,14076,-506.574256,-311.954,61.778,-151.962,364.087,-297.908,324.861,-103.688,107.452,3.64954,-229.093,-65.524,-114.212,219.287,-313.348,0,0
14501,210308003,14078,-602.193325,-323.289,29.0754,-146.693,329.685,-289.81,316.959,-115.157,145.535,9.61077,-265.316,-109.509,-87.9352,206.484,-301.833,0,0
14502,210337008,14080,-562.962726,-302.616,36.3701,-138.431,348.338,-273.642,288.929,-128.689,150.973,31.7379,-295.982,-81.7386,-46.6936,187.861,-339.38,0,0
14503,210366015,14082,-577.699605,-304.041,39.7202,-163.053,347.995,-265.349,311.771,-132.36,150.686,-4.68319,-298.666,-91.8811,-49.0996,158.516,-277.255,0,0
14504,210395024,14084,-617.170458,-351.458,57.9568,-119.798,338.642,-288.253,336.798,-154.49,149.265,-16.176,-309.316,-92.1083,-48.8611,153.898,-273.271,0,0
14505,210424035,14086,-744.105090,-381.974,49.3595,-140.427,372.231,-269.031,282.024,-171.367,135.916,24.6178,-327.883,-72.5721,-63.8047,153.051,-334.245,0,0
14506,210453048,14088,-877.749178,-421.481,79.6487,-181.12,360.056,-243.681,240.603,-161.97,117.703,47.3558,-328.572,-83.8992,-69.2351,144.149,-377.305,0,0
14507,210482063,14090,-870.506925,-425.088,89.9933,-195.64,349.582,-263.585,242.761,-166.028,102.273,39.71,-338.374,-34.6958,-4.30695,128.91,-396.02,0,0
14508,210511080,14092,-1063.123493,-408.685,75.3351,-227.341,354.341,-247.428,204.856,-184.77,69.1434,20.9892,-333.993,-59.5068,-82.657,162.395,-405.803,0,0
14509,210540099,14094,-981.936403,-375.382,68.7323,-214.925,357.099,-258.21,252.949,-187.515,61.6439,30.7873,-300.039,-89.2502,-95.6842,124.519,-356.661,0,0
14510,210569120,14096,-1103.641792,-375.07,100.016,-273.518,362.734,-275.87,261.974,-224.989,36.221,50.5177,-316.44,-109.162,-90.9605,87.9627,-337.058,0,0
14511,210598143,14098,-1085.688481,-387.857,82.4659,-247.992,330.431,-199.461,230.747,-248.315,54.2295,25.4191,-316.463,-89.9331,-93.1025,124.665,-350.522,0,0
14512,210627168,14100,-917.959424,-368.635,97.8022,-216.649,306.239,-187.503,231.16,-227.926,79.8753,-3.08129,-349.226,-50.5134,-36.9047,122.084,-314.681,0,0
14513,210656195,14102,-820.181476,-378.513,130.194,-171.074,269.929,-183.101,221.926,-187.261,86.3722,43.8076,-304.219,-98.579,-30.6522,112.508,-331.52,0,0
14514,210685224,14103,-994.856858,-406.381,94.5829,-168.678,264.795,-139.827,170.082,-186.279,80.4512,52.4719,-334.629,-88.4858,-60.5109,91.4749,-363.925,0,0
14515,210714255,14105,-1117.434360,-412.349,86.0272,-206.052,256.421,-143.551,167.976,-198.48,69.8836,40.7312,-334.651,-143.127,-45.5229,50.9516,-305.691,0,0
14516,210743288,14107,-1231.835764,-420.308,56.3581,-202.606,261.34,-121.155,150.939,-186.884,55.463,34.5367,-346.279,-121.347,-55.0722,12.8133,-349.635,0,0
14517,210772323,14109,-1477.930427,-445.367,44.8551,-246.102,278.08,-146.948,99.0204,-217.148,95.1028,-36.3431,-341.456,-160.838,-77.6443,3.73959,-326.882,0,0
14518,210801360,14111,-1431.842465,-422.416,50.2386,-249.489,289.876,-136.617,65.9821,-233.964,72.1103,-18.5373,-310.227,-126.742,-74.8364,-11.1096,-326.111,0,0
14519,210830399,14113,-1382.723838,-426.565,63.6774,-231.875,305.734,-126.222,50.1371,-218.643,51.6102,-7.49373,-337.553,-83.6152,-96.9429,-4.56292,-320.41,0,0
14520,210859440,14115,-1529.611929,-433.705,67.1135,-254.328,268.522,-123.957,41.1549,-239.777,49.4689,11.0247,-376.589,-114.686,-115.606,11.9354,-320.183,0,0
14521,210888483,14117,-1549.467920,-441.944,40.605,-238.722,278.373,-159.818,94.2363,-265.184,38.0444,24.1191,-357.126,-86.0791,-101.787,-40.3548,-333.832,0,0
14522,210917528,14119,-1542.263466,-434.174,37.983,-244.122,280.34,-231.239,150.064,-284.933,54.9725,8.39018,-324.225,-101.147,-101.551,-43.8337,-308.788,0,0
14523,210946575,14121,-1428.365235,-392.503,25.5271,-227.349,278.067,-190.041,107.21,-222.341,71.6171,-1.63954,-295.82,-86.1911,-110.826,-96.5051,-287.57,0,0
14524,210975624,14123,-1419.282714,-416.824,39.9577,-210.873,269.087,-187.844,111.488,-211.952,62.4791,18.9379,-297.429,-111.85,-124.03,-79.5951,-280.837,0,0
14525,211004675,14125,-1449.344476,-406.244,32.4437,-229.049,296.868,-228.398,129.504,-228.088,68.691,14.3647,-311.855,-94.6615,-114.437,-101.252,-277.232,0,0
14526,211033728,14127,-1555.221780,-432.655,39.927,-231.463,256.824,-220.14,132.585,-216.563,38.4782,9.01039,-342.967,-91.1809,-79.6031,-98.2604,-319.214,0,0
14527,211062783,14129,-1644.594015,-467.165,29.4655,-244.645,266.603,-223.565,128.476,-221.309,43.9807,9.60319,-361.053,-67.8014,-130.744,-122.312,-284.128,0,0
14528,211091840,14131,-1680.149760,-447.666,49.8907,-284.952,285.613,-232.379,156.548,-247.723,65.1205,-20.6029,-388.02,-74.3435,-96.727,-129.721,-315.188,0,0
14529,211120899,14133,-1703.125002,-419.267,66.4819,-289.256,260.624,-242.998,145.892,-217.544,48.6295,-35.9644,-341.871,-70.1093,-103.713,-163.847,-340.182,0,0
14530,211149960,14135,-1716.043217,-397.858,74.9597,-272.453,237.452,-261.617,130.837,-216.747,40.4816,-46.9857,-312.537,-108.662,-99.8904,-147.024,-335.999,0,0
14531,211179023,14137,-1681.947431,-420.549,73.4928,-252.649,232.521,-259.241,144.787,-208.226,27.055,-1.34142,-353.37,-113.634,-105.807,-132.098,-312.887,0,0
14532,211208088,14138,-1569.503963,-374.231,48.0231,-218.91,234.52,-247.74,134.802,-208.909,54.9833,8.46423,-329.929,-160.049,-66.7902,-149.053,-294.685,0,0
14533,211237155,14140,-1710.795777,-400.013,43.6088,-184.056,185.342,-258.433,155.07,-217.32,44.2621,-25.6587,-330.188,-180.759,-105.946,-129.513,-307.193,0,0
14534,211266224,14142,-1671.141067,-387.785,32.0812,-201.266,220.52,-244.057,128.214,-206.526,44.9824,12.5521,-357.21,-154.665,-131.283,-132.119,-294.581,0,0
14535,211295295,14144,-1543.018397,-355.657,40.7195,-184.302,217.399,-235.497,126.097,-196.009,29.5509,40.3394,-384.415,-125.62,-147.707,-51.9936,-315.924,0,0
14536,211324368,14146,-1547.226338,-355.519,27.2444,-174.577,179.509,-218.129,133.166,-180.625,60.4082,-5.07266,-378.696,-128.462,-171.404,-59.3171,-275.752,0,0
14537,211353443,14148,-1570.397455,-343.482,22.8246,-156.62,166.503,-203.825,125.498,-211.038,22.9827,-32.5857,-370.496,-120.031,-128.351,-100.137,-241.639,0,0
14538,211382520,14150,-1429.753272,-302.435,27.4021,-120.786,158.491,-195.328,128.574,-149.45,10.8388,-40.3081,-355.878,-93.8247,-135.032,-136.59,-225.429,0,0
14539,211411599,14152,-1516.164731,-293.487,22.0349,-139.777,173.6,-184.963,69.5165,-158.004,-0.307024,-39.8876,-366.771,-89.8865,-134.222,-144.909,-229.103,0,0
14540,211440680,14154,-1554.391303,-312.531,3.55439,-161.893,202.702,-226.538,95.7176,-158.212,-17.1624,-13.4645,-372.391,-81.2668,-144.474,-119.112,-249.321,0,0
14541,211469763,14156,-1618.648298,-299.673,12.2398,-201.949,203.624,-234.113,77.1112,-165.765,25.9774,-66.5813,-388.383,-79.701,-148.955,-113.887,-238.593,0,0
14542,211498848,14158,-1743.630533,-288.807,-2.18814,-229.013,197.902,-215.753,79.9884,-221.248,24.5411,-36.9402,-388.272,-117.999,-156.299,-123.229,-266.314,0,0
14543,211527935,14160,-1793.384853,-293.04,-10.5608,-279.903,208.882,-220.073,103.063,-208.658,5.33739,-34.4434,-410.204,-139.562,-182.25,-129.716,-202.256,0,0
14544,211557024,14162,-1677.538068,-283.265,19.0639,-323.03,251.034,-203.845,114.319,-218.011,21.9006,-55.2519,-387.22,-97.5499,-171.629,-129.641,-214.412,0,0
14545,211586115,14164,-1865.534007,-322.588,-0.256195,-329.986,219.187,-230.3,105.191,-233.563,-14.1764,-54.5976,-401.109,-108.704,-179.542,-109.268,-205.821,0,0
14546,211615208,14166,-1725.193900,-315.903,17.3104,-296.947,226.336,-194.753,48.4552,-184.116,-20.4597,-48.1671,-405.43,-64.2722,-188.714,-104.573,-193.961,0,0
14547,211644303,14168,-1711.464128,-327.317,-1.95707,-331.85,272.426,-183.333,45.5879,-166.535,25.9605,-77.9889,-356.836,-69.1604,-201.739,-118.609,-220.114,0,0
14548,211673400,14170,-1840.074134,-319.722,-11.3379,-301.819,259.629,-200.667,2.52544,-192.018,18.8909,-111.331,-338.725,-129.55,-174.798,-66.4826,-274.669,0,0
14549,211702499,14172,-1677.958146,-316.226,22.3366,-296.729,263.772,-149.381,9.78125,-193.368,17.5354,-88.7803,-372.538,-77.4542,-165.738,-90.5866,-240.582,0,0
14550,211731600,14174,-1668.063800,-293.721,-8.99166,-267.647,251.971,-106.778,-21.15,-182.791,-0.538764,-130.122,-337.307,-16.7022,-167.905,-138.06,-248.321,0,0
14551,211760703,14175,-1696.071672,-295.316,-4.26458,-291.447,229.112,-105.173,2.9787,-167.342,-31.6876,-128.322,-321.715,-25.8412,-172.522,-151.313,-233.219,0,0
14552,211789808,14177,-1521.713482,-273.901,-17.6509,-220.429,230.364,-88.6429,11.3671,-187.763,-55.9027,-104.967,-298.028,-12.326,-185.341,-121.604,-196.888,0,0
14553,211818915,14179,-1793.662186,-342.586,-52.8712,-226.18,194.558,-110.358,-22.5742,-185.048,-72.554,-110.54,-330.221,-13.2026,-184.181,-161.279,-176.624,0,0
14554,211848024,14181,-1760.949559,-310.262,-40.2049,-252.11,215.868,-147.634,1.42515,-148.668,-89.6278,-97.451,-306.87,-11.0061,-227.674,-155.381,-191.354,0,0
14555,211877135,14183,-1689.179152,-304.038,-33.4833,-237.752,167.999,-158.164,26.6781,-123.163,-76.1346,-87.8796,-277.531,-37.7094,-196.241,-159.147,-192.612,0,0
14556,211906248,14185,-1602.184575,-321.804,11.2356,-242.689,178.362,-167.699,38.9333,-147.445,-72.4958,-82.8395,-267.498,-41.8233,-164.326,-141.98,-180.115,0,0
14557,211935363,14187,-1559.794351,-377.67,47.0098,-234.453,181.546,-155.234,56.1221,-131.801,-28.7195,-105.81,-254.899,-43.3886,-174.645,-139.404,-198.45,0,0
14558,211964480,14189,-1625.997186,-356.527,67.6706,-251.167,209.846,-174.768,93.2449,-163.224,-73.7155,-162.394,-253.379,-39.6853,-191.477,-138.083,-192.34,0,0
14559,211993599,14191,-1595.068938,-327.483,49.4974,-221.936,167.148,-161.859,110.307,-171.778,-60.1474,-149.9,-268.462,-56.9471,-192.946,-117.88,-192.683,0,0
14560,212022720,14193,-1529.142190,-324.43,43.2108,-151.657,128.381,-147.59,111.555,-220.929,-84.2296,-145.401,-237.27,-41.5944,-224.557,-62.0381,-172.593,0,0
14561,212051843,14195,-1448.657238,-303.476,21.9795,-168.376,143.736,-159.004,168.871,-244.9,-49.3725,-103.532,-235.509,-11.3221,-194.292,-126.022,-187.439,0,0
14562,212080968,14197,-1501.376208,-296.513,48.7455,-132.102,93.1465,-166.419,175.995,-281.188,-72.7379,-104.261,-265.378,16.8778,-203.255,-107.133,-207.155,0,0
14563,212110095,14199,-1524.683279,-349.65,49.5669,-136.655,120.319,-133.644,159.05,-253.34,-76.6773,-96.0179,-286.579,34.3125,-221.109,-113.807,-220.451,0,0
14564,212139224,14201,-1629.332531,-369.778,41.2748,-179.446,145.843,-179.124,164.302,-264.763,-98.6753,-52.9724,-298.878,11.9934,-193.727,-116.976,-238.406,0,0
14565,212168355,14203,-1706.565380,-408.005,43.1487,-207.007,170.067,-191.671,174.481,-272.258,-75.8314,-10.7076,-282.328,21.0832,-221.368,-183.342,-262.828,0,0
14566,212197488,14205,-1745.740663,-415.223,24.9092,-205.746,155.468,-188.964,185.796,-278.612,-70.118,-16.9058,-310.689,34.6835,-206.47,-181.919,-271.95,0,0
14567,212226623,14207,-1811.140640,-400.541,46.7251,-243.196,143.812,-225.196,184.72,-276.038,-81.3391,-4.64187,-356.282,-1.71238,-222.434,-112.635,-262.382,0,0
14568,212255760,14209,-1734.637942,-365.849,20.5382,-208.886,132.265,-215.744,216.093,-260.603,-99.487,31.9246,-307.28,-2.01993,-253.912,-120.475,-301.203,0,0
14569,212284899,14211,-1720.314215,-373.257,0.406657,-180.459,140.66,-207.173,203.469,-237.755,-106.777,27.1187,-268.632,-38.2861,-222.382,-163.872,-293.375,0,0
14570,212314040,14213,-1556.504296,-323.656,68.1617,-205.982,123.113,-201.407,227.653,-210.319,-96.3543,-11.6279,-268.729,-12.9196,-187.253,-182.409,-274.776,0,0
14571,212343183,14214,-1540.789054,-307.154,77.0827,-167.503,115.445,-238.834,207.699,-209.816,-140.437,10.3414,-257.058,-34.2104,-184.599,-151.532,-260.214,0,0
14572,212372328,14216,-1585.603514,-321.643,93.8904,-232.09,131.949,-275.388,231.006,-198.968,-105.869,17.652,-282.695,-1.29126,-175.535,-169.117,-297.506,0,0
14573,212401475,14218,-1654.328046,-361.232,117.753,-207.562,134.456,-286.633,174.25,-199.467,-97.8074,19.847,-279.366,-39.5254,-156.177,-173.018,-299.846,0,0
14574,212430624,14220,-1613.739993,-382.811,104.614,-185.097,140.837,-245.065,173.557,-188.896,-97.3134,20.7124,-263.926,-35.157,-150.727,-213.587,-290.88,0,0
14575,212459775,14222,-1592.586582,-367.49,96.5292,-145.459,92.2802,-272.176,219.675,-214.118,-87.3904,47.6939,-248.303,-56.8145,-146.492,-220.138,-290.383,0,0
14576,212488928,14224,-1547.310896,-339.16,88.3314,-128.002,97.8951,-280.741,236.04,-245.619,-76.9032,54.477,-282.147,-13.7018,-117.256,-255.017,-285.507,0,0
14577,212518083,14226,-1402.940572,-293.929,81.2995,-111.429,63.2119,-245.988,214.148,-211.98,-73.2685,66.4241,-269.885,-7.03138,-98.0589,-256.363,-260.091,0,0
14578,212547240,14228,-1373.248733,-263.689,119.154,-166.863,85.8244,-248.359,189.389,-231.275,-92.7764,36.3128,-239.728,-34.8544,-80.6429,-273.34,-172.402,0,0
14579,212576399,14230,-1339.385189,-292.549,85.0644,-145.18,68.378,-224.61,246.564,-244.841,-83.4238,52.4812,-252.224,-74.4135,-52.2647,-247.447,-174.92,0,0
14580,212605560,14232,-1471.943457,-334.4,111.972,-198.679,95.8632,-217.797,229.804,-241.34,-103.859,36.0421,-255.195,-105.489,-51.2012,-282.526,-155.139,0,0
14581,212634723,14234,-1500.273041,-342.349,117.934,-216.003,114.41,-230.365,235.233,-237.431,-144.442,30.3904,-250.082,-78.298,-59.8136,-263.105,-176.351,0,0
14582,212663888,14236,-1340.659883,-354.29,149.784,-225.393,104.012,-188.431,231.082,-231,-123.882,-1.42259,-239.502,-120.127,-4.71348,-171.963,-164.814,0,0
14583,212693055,14238,-1286.624434,-316.331,123.799,-171.609,86.4964,-197.683,247.321,-245.295,-137.753,0.068515,-270.068,-84.1787,12.6143,-129.954,-204.052,0,0
14584,212722224,14240,-1306.531959,-345.362,142.701,-183.062,85.2122,-163.068,188.618,-224.523,-150.186,14.0112,-258.391,-73.4956,19.3594,-171.844,-186.502,0,0
14585,212751395,14242,-1258.827833,-343.492,131.658,-141.286,59.6296,-186.388,223.171,-255.367,-127.834,43.1979,-259.043,-44.8054,16.8425,-203.059,-172.053,0,0
14586,212780568,14244,-1402.198738,-373.614,104.613,-159.63,71.402,-235.647,258.217,-249.6,-130.205,33.7598,-232.416,-59.4672,-22.4597,-211.8,-195.351,0,0
14587,212809743,14246,-1436.522282,-375.835,78.6223,-145.859,93.9375,-290.969,292.317,-262.759,-127.432,61.7102,-239.151,-51.6207,-50.426,-230.782,-188.276,0,0
14588,212838920,14248,-1468.536739,-368.047,72.5187,-187.097,142.524,-310.233,280.744,-241.991,-147.087,26.1228,-229.156,-51.4109,-37.0704,-230.215,-188.138,0,0
14589,212868099,14250,-1615.198325,-430.358,91.5811,-213.39,143.231,-320.56,282.972,-272.357,-159.308,32.7486,-232.171,-63.6009,-24.7385,-216.637,-232.61,0,0
14590,212897280,14252,-1622.141124,-394.66,109.53,-263.576,111.814,-276.7,234.398,-275.795,-119.39,12.0275,-251.333,11.3485,-37.9545,-253.219,-228.632,0,0
14591,212926463,14254,-1403.512768,-344.062,91.5344,-226.702,139.459,-316.899,276.637,-247.362,-77.608,16.5086,-250.132,55.9493,-21.2539,-260.113,-239.469,0,0
14592,212955648,14255,-1340.569638,-349.455,90.536,-178.01,111.215,-320.233,298.989,-246.597,-85.8415,14.0032,-207.318,77.3183,-16.8127,-258.165,-270.199,0,0
14593,212984835,14257,-1270.568078,-319.946,80.5929,-151.087,124.794,-285.502,228.15,-228.106,-52.2048,22.9497,-229.849,57.2962,-34.4542,-248.93,-234.272,0,0
14594,213014024,14259,-1201.157608,-302.429,106.536,-159.343,113.668,-292.645,244.511,-243.269,-53.501,31.6671,-236.702,48.9966,-32.9753,-207.753,-217.918,0,0
14595,213043215,14261,-1312.651514,-320.012,108.646,-193.31,123.243,-305.977,276.675,-297.773,-58.3769,62.9274,-207.762,29.5149,-31.4086,-259.901,-239.137,0,0
14596,213072408,14263,-1274.436525,-317.585,103.642,-157.574,113.05,-331.001,296.033,-277.348,-59.813,45.7143,-238.769,37.8743,-29.708,-238.662,-220.291,0,0
14597,213101603,14265,-1208.896019,-318.258,112.693,-165.606,126.738,-330.34,326.45,-274.511,-12.108,40.1351,-261.69,33.7879,-11.949,-231.151,-243.089,0,0
14598,213130800,14267,-1138.823226,-314.921,131.742,-138.703,102.422,-356.425,358.614,-279.881,19.6655,48.3209,-245.094,39.8062,-26.3075,-229.853,-248.208,0,0
14599,213159999,14269,-1002.001396,-309.684,155.846,-105.74,98.2282,-318.512,335.969,-271.319,10.3661,50.9581,-227.684,94.8573,-56.6038,-223.341,-235.34,0,0
14600,213189200,14271,-1006.461828,-355.438,155.837,-105.787,85.9652,-295.858,320.254,-242.284,18.7093,47.1218,-199.113,17.6942,-38.9972,-197.126,-217.44,0,0
14601,213218403,14273,-1194.552149,-348.291,164.993,-146.89,69.7644,-295.012,302.605,-280.655,-22.1564,40.0969,-219.865,1.44476,-33.1483,-209.834,-217.605,0,0
14602,213247608,14275,-1122.459232,-354.136,165.037,-126.885,90.6183,-321.226,321.897,-233.163,-38.5934,9.17535,-208.573,-2.80244,-3.43228,-234.139,-186.237,0,0
14603,213276815,14277,-1277.119852,-329.079,143.135,-152.764,57.2949,-307.323,320.181,-266.47,-53.6103,4.21598,-206.044,-49.181,-0.997009,-261.329,-175.151,0,0
14604,213306024,14279,-1231.406136,-329.014,155.231,-172.88,61.2031,-304.607,342.597,-226.913,-70.0525,-9.07325,-222.727,-31.0226,-18.901,-243.915,-161.331,0,0
14605,213335235,14281,-1353.309358,-351.048,122.382,-124.767,40.9314,-323.769,328.946,-229.217,-76.1387,3.72154,-232.334,-47.9885,-30.1833,-260.914,-172.93,0,0
14606,213364448,14283,-1360.114920,-366.073,167.42,-124.774,49.8963,-330.929,326.229,-246.387,-51.0755,2.98915,-213.3,-68.6465,-35.1148,-285.325,-185.024,0,0
14607,213393663,14285,-1253.953275,-337.197,158.623,-134.608,69.6239,-320.836,316.387,-215.825,-11.8063,-7.92456,-214.347,-66.6176,-40.5647,-222.16,-226.702,0,0
14608,213422880,14287,-1228.206916,-356.312,132.714,-144.624,83.521,-321.193,314.86,-189.07,-12.898,-13.6656,-204.99,-90.0184,-25.1175,-201.274,-200.139,0,0
14609,213452099,14289,-1241.668202,-324.527,122.859,-153.465,70.4813,-325.358,291.273,-159.512,-11.0477,-42.7255,-197.614,-96.0233,-59.8396,-180.296,-175.875,0,0
14610,213481320,14291,-1141.371951,-293.732,127.002,-111.372,69.3171,-358.522,323.425,-154.475,-37.2088,-31.4586,-211.468,-71.5072,-53.7374,-164.839,-172.796,0,0
14611,213510543,14293,-1223.392794,-302.037,102.201,-66.1608,-7.90661,-328.44,305.77,-151.472,-30.2905,-45.7472,-165.795,-134.738,-91.8886,-129.443,-177.446,0,0
14612,213539768,14295,-1258.265361,-345.333,122.285,-115.074,64.222,-330.607,308.25,-202.436,-33.1623,-25.7388,-208.958,-81.2418,-88.6064,-142.603,-179.262,0,0
14613,213568995,14297,-1263.546322,-334.728,131.536,-147.872,72.9916,-295.782,319.59,-204.743,-35.9612,-45.4727,-244.299,-61.3815,-88.9885,-151.821,-176.615,0,0
14614,213598224,14298,-1208.983187,-308.115,126.674,-137.733,74.9374,-271.826,303.87,-182.329,-19.3384,-76.9984,-237.648,-62.9397,-96.2235,-138.61,-182.704,0,0
14615,213627455,14300,-1323.299031,-357.6,132.866,-162.421,74.8857,-283.746,300.087,-158.704,-30.3541,-27.2131,-271.45,-64.8414,-95.989,-174.302,-204.518,0,0
14616,213656688,14302,-1208.781074,-396.077,122.056,-120.29,66.823,-295.923,297.621,-131.877,-20.9373,-1.48794,-254.378,-56.1736,-129.08,-85.6488,-203.408,0,0
14617,213685923,14304,-1405.489278,-413.653,104.302,-106.043,15.7642,-290.101,289.96,-168.986,-38.164,-4.2328,-239.299,-81.313,-134.493,-141.213,-198.019,0,0
14618,213715160,14306,-1456.970670,-399.22,98.4337,-85.745,-5.2387,-329.026,296.304,-136.565,-71.256,-29.6719,-245.085,-74.7496,-142.496,-123.623,-209.033,0,0
14619,213744399,14308,-1421.443720,-428.886,115.732,-94.4454,25.758,-318.267,290.772,-154.883,-89.4848,-30.1129,-230.642,-49.0366,-93.4863,-164.377,-200.085,0,0
14620,213773640,14310,-1443.551413,-427.543,104.916,-115.213,44.808,-336.325,306.982,-178.92,-74.8564,13.9818,-267.508,-56.3504,-85.2464,-152.091,-220.187,0,0
14621,213802883,14312,-1555.458270,-477.3,115.156,-122.864,55.7389,-381.319,347.514,-227.572,-64.7327,33.5406,-285.45,-61.0187,-83.4004,-145.171,-258.581,0,0
14622,213832128,14314,-1566.932752,-455.047,81.3931,-156.637,90.8443,-352.502,353.917,-207.679,-105.318,13.8045,-237.148,-83.3267,-80.4467,-161.778,-267.01,0,0
14623,213861375,14316,-1361.622317,-406.894,75.6855,-130.121,118.833,-395.365,362.195,-181.196,-95.4006,21.5801,-214.956,-43.5323,-84.1739,-145.914,-242.363,0,0
14624,213890624,14318,-1394.660734,-426.732,84.8646,-129.901,105.933,-397.559,356.653,-203.31,-68.5669,34.0592,-229.901,-46.5484,-120.308,-143.5,-209.846,0,0
14625,213919875,14320,-1269.763741,-421.669,71.2096,-99.4499,138.914,-385.494,401.926,-199.757,-88.6542,-4.44727,-212.559,-19.4481,-141.976,-157.907,-150.453,0,0
14626,213949128,14322,-1441.981286,-422.597,61.4412,-149.12,176.071,-373.555,412.326,-228.934,-136.03,-24.4119,-170.315,-44.7599,-170.906,-216.351,-154.839,0,0
14627,213978383,14324,-1475.964663,-446.625,67.7282,-122.618,177.05,-420.618,420.662,-223.047,-100.259,-17.3269,-190.9,-73.0192,-166.509,-235.835,-144.648,0,0
14628,214007640,14326,-1454.200026,-437.643,84.0124,-133.239,179.2,-462.495,441.933,-218.428,-70.3491,5.53572,-254.502,-70.8321,-202.82,-183.029,-131.544,0,0
14629,214036899,14328,-1709.574426,-462.761,84.3519,-181.858,167.291,-411.627,383.845,-232.224,-114.797,-8.97942,-296.765,-75.0566,-210.557,-198.393,-152.044,0,0
14630,214066160,14330,-1873.207174,-493.87,70.5781,-199.312,172.378,-402.445,390.923,-226.06,-148.239,-2.34606,-327.323,-78.3659,-223.864,-234.399,-170.862,0,0
14631,214095423,14332,-1836.115925,-442.078,78.9702,-242.822,206.467,-416.511,376.127,-209.242,-166.402,-21.0909,-305.547,-101.014,-240.186,-216.862,-135.925,0,0
14632,214124688,14334,-1662.061326,-413.277,55.2489,-189.399,234.667,-418.46,357.712,-189.766,-132.275,-14.3018,-283.836,-109.334,-214.707,-195.828,-148.506,0,0
14633,214153955,14336,-1674.291166,-407.575,41.583,-162.802,217.81,-375.533,336.301,-194.147,-141.652,-61.6649,-230.207,-86.4299,-212.246,-225.232,-172.496,0,0
14634,214183224,14338,-1701.870439,-440.865,85.9143,-203.383,202.068,-363.417,373.503,-200.263,-160.815,-83.4161,-238.014,-124.144,-139.094,-201.784,-208.16,0,0
14635,214212495,14340,-1708.214061,-415.254,59.3009,-212.677,224.147,-363.555,359.027,-180.79,-165.05,-83.7099,-268.446,-124.246,-143.356,-185.759,-207.848,0,0
