N,R,runmax_absR
312,-1,8
313,-2,8
314,-2,8
315,-2,8
316,-1,8
317,0,8
318,0,8
319,0,8
320,-1,8
321,-1,8
322,-1,8
323,0,8
324,-1,8
325,0,8
326,0,8
327,1,8
328,2,8
329,2,8
330,2,8
331,1,8
332,2,8
333,3,8
334,3,8
335,4,8
336,5,8
337,4,8
338,4,8
339,4,8
340,4,8
341,5,8
342,5,8
343,6,8
344,7,8
345,6,8
346,6,8
347,5,8
348,5,8
349,6,8
350,6,8
351,5,8
352,6,8
353,5,8
354,5,8
355,6,8
356,7,8
357,7,8
358,7,8
359,6,8
360,7,8
361,6,8
362,6,8
363,7,8
364,6,8
365,6,8
366,6,8
367,5,8
368,5,8
369,6,8
370,6,8
371,7,8
372,6,8
373,7,8
374,7,8
375,7,8
376,8,8
377,7,8
378,7,8
379,8,8
380,7,8
381,8,8
382,8,8
383,7,8
384,7,8
385,6,8
386,6,8
387,7,8
388,6,8
389,5,8
390,5,8
391,4,8
392,3,8
393,3,8
394,3,8
395,3,8
396,2,8
397,1,8
398,1,8
399,0,8
400,-1,8
401,0,8
402,0,8
403,-1,8
404,0,8
405,-1,8
406,-1,8
407,-2,8
408,-3,8
409,-4,8
410,-4,8
411,-4,8
412,-3,8
413,-2,8
414,-2,8
415,-2,8
416,-1,8
417,-2,8
418,-2,8
419,-1,8
420,-1,8
421,-2,8
422,-2,8
423,-1,8
424,0,8
425,1,8
426,1,8
427,1,8
428,0,8
429,0,8
430,0,8
431,-1,8
432,-2,8
433,-3,8
434,-3,8
435,-4,8
436,-5,8
437,-6,8
438,-6,8
439,-5,8
440,-5,8
441,-6,8
442,-6,8
443,-7,8
444,-8,8
445,-7,8
446,-7,8
447,-7,8
448,-8,8
449,-9,9
450,-9,9
451,-10,10
452,-9,10
453,-10,10
454,-10,10
455,-11,11
456,-11,11
457,-10,11
458,-10,11
459,-9,11
460,-10,11
461,-9,11
462,-9,11
463,-10,11
464,-9,11
465,-9,11
466,-9,11
467,-10,11
468,-11,11
469,-10,11
470,-10,11
471,-9,11
472,-10,11
473,-11,11
474,-11,11
475,-10,11
476,-10,11
477,-9,11
478,-9,11
479,-8,11
480,-7,11
481,-8,11
482,-8,11
483,-8,11
484,-7,11
485,-6,11
486,-6,11
487,-5,11
488,-4,11
489,-3,11
490,-3,11
491,-4,11
492,-4,11
493,-3,11
494,-3,11
495,-4,11
496,-3,11
497,-2,11
498,-2,11
499,-3,11
500,-4,11
501,-4,11
502,-4,11
503,-3,11
504,-2,11
505,-3,11
506,-3,11
507,-2,11
508,-1,11
509,-2,11
510,-2,11
511,-1,11
512,-1,11
513,0,11
514,0,11
515,0,11
516,0,11
517,-1,11
518,-1,11
519,-1,11
520,-2,11
521,-1,11
522,-1,11
523,-2,11
524,-1,11
525,-1,11
526,-1,11
527,0,11
528,0,11
529,-1,11
530,-1,11
531,-2,11
532,-3,11
533,-4,11
534,-4,11
535,-3,11
536,-2,11
537,-2,11
538,-2,11
539,-1,11
540,-1,11
541,-2,11
542,-2,11
543,-1,11
544,-2,11
545,-1,11
546,-1,11
547,-2,11
548,-1,11
549,-2,11
550,-2,11
551,-3,11
552,-4,11
553,-3,11
554,-3,11
555,-3,11
556,-2,11
557,-1,11
558,-1,11
559,-2,11
560,-1,11
561,0,11
562,0,11
563,-1,11
564,-1,11
565,-1,11
566,-1,11
567,-2,11
568,-1,11
569,0,11
570,0,11
571,1,11
572,0,11
573,0,11
574,0,11
575,1,11
576,0,11
577,-1,11
578,-1,11
579,0,11
580,-1,11
581,0,11
582,0,11
583,1,11
584,2,11
585,1,11
586,1,11
587,0,11
588,1,11
589,2,11
590,2,11
591,2,11
592,3,11
593,4,11
594,4,11
595,3,11
596,2,11
597,3,11
598,3,11
599,2,11
600,2,11
601,1,11
602,1,11
603,2,11
604,1,11
605,2,11
606,2,11
607,3,11
608,4,11
609,4,11
610,4,11
611,3,11
612,2,11
613,1,11
614,1,11
615,1,11
616,0,11
617,-1,11
618,-1,11
619,-2,11
620,-3,11
621,-2,11
622,-2,11
623,-2,11
624,-3,11
625,-2,11
626,-2,11
627,-2,11
628,-1,11
629,-2,11
630,-2,11
631,-2,11
632,-1,11
633,0,11
634,0,11
635,0,11
636,0,11
637,0,11
638,0,11
639,1,11
640,1,11
641,2,11
642,2,11
643,1,11
644,0,11
645,0,11
646,0,11
647,-1,11
648,0,11
649,-1,11
650,-1,11
651,-2,11
652,-1,11
653,-2,11
654,-2,11
655,-1,11
656,0,11
657,0,11
658,0,11
659,1,11
660,2,11
661,3,11
662,3,11
663,3,11
664,2,11
665,2,11
666,2,11
667,1,11
668,2,11
669,3,11
670,3,11
671,2,11
672,2,11
673,1,11
674,1,11
675,0,11
676,1,11
677,0,11
678,0,11
679,1,11
680,0,11
681,0,11
682,0,11
683,1,11
684,0,11
685,1,11
686,1,11
687,0,11
688,1,11
689,2,11
690,2,11
691,3,11
692,2,11
693,1,11
694,1,11
695,2,11
696,1,11
697,0,11
698,0,11
699,0,11
700,1,11
701,0,11
702,0,11
703,1,11
704,2,11
705,1,11
706,1,11
707,2,11
708,2,11
709,1,11
710,1,11
711,2,11
712,3,11
713,4,11
714,4,11
715,4,11
716,5,11
717,5,11
718,5,11
719,4,11
720,5,11
721,5,11
722,5,11
723,6,11
724,7,11
725,6,11
726,6,11
727,5,11
728,4,11
729,5,11
730,5,11
731,4,11
732,3,11
733,4,11
734,4,11
735,4,11
736,3,11
737,2,11
738,2,11
739,3,11
740,3,11
741,4,11
742,4,11
743,3,11
744,3,11
745,4,11
746,4,11
747,3,11
748,4,11
749,5,11
750,5,11
751,5,11
752,4,11
753,4,11
754,4,11
755,5,11
756,6,11
757,5,11
758,5,11
759,4,11
760,3,11
761,2,11
762,2,11
763,3,11
764,4,11
765,4,11
766,4,11
767,3,11
768,2,11
769,3,11
770,3,11
771,3,11
772,4,11
773,3,11
774,3,11
775,4,11
776,3,11
777,2,11
778,2,11
779,3,11
780,3,11
781,2,11
782,2,11
783,3,11
784,2,11
785,3,11
786,3,11
787,2,11
788,3,11
789,3,11
790,3,11
791,2,11
792,1,11
793,2,11
794,2,11
795,1,11
796,2,11
797,3,11
798,3,11
799,2,11
800,1,11
801,2,11
802,2,11
803,1,11
804,1,11
805,0,11
806,0,11
807,0,11
808,1,11
809,0,11
810,0,11
811,-1,11
812,-2,11
813,-3,11
814,-3,11
815,-3,11
816,-3,11
817,-2,11
818,-2,11
819,-2,11
820,-3,11
821,-4,11
822,-4,11
823,-5,11
824,-6,11
825,-6,11
826,-6,11
827,-5,11
828,-6,11
829,-7,11
830,-7,11
831,-6,11
832,-5,11
833,-4,11
834,-4,11
835,-5,11
836,-4,11
837,-3,11
838,-3,11
839,-4,11
840,-4,11
841,-5,11
842,-5,11
843,-5,11
844,-6,11
845,-5,11
846,-5,11
847,-4,11
848,-4,11
849,-3,11
850,-3,11
851,-4,11
852,-4,11
853,-5,11
854,-5,11
855,-6,11
856,-7,11
857,-6,11
858,-6,11
859,-7,11
860,-8,11
861,-8,11
862,-8,11
863,-7,11
864,-8,11
865,-8,11
866,-8,11
867,-7,11
868,-7,11
869,-6,11
870,-6,11
871,-5,11
872,-4,11
873,-4,11
874,-4,11
875,-5,11
876,-6,11
877,-7,11
878,-7,11
879,-7,11
880,-8,11
881,-9,11
882,-9,11
883,-10,11
884,-9,11
885,-10,11
886,-10,11
887,-11,11
888,-11,11
889,-10,11
890,-10,11
891,-9,11
892,-10,11
893,-11,11
894,-11,11
895,-12,12
896,-13,13
897,-13,13
898,-13,13
899,-14,14
900,-13,14
901,-12,14
902,-12,14
903,-13,14
904,-12,14
905,-11,14
906,-11,14
907,-12,14
908,-13,14
909,-12,14
910,-12,14
911,-11,14
912,-10,14
913,-11,14
914,-11,14
915,-11,14
916,-10,14
917,-10,14
918,-10,14
919,-11,14
920,-12,14
921,-13,14
922,-13,14
923,-12,14
924,-12,14
925,-11,14
926,-11,14
927,-10,14
928,-9,14
929,-8,14
930,-8,14
931,-7,14
932,-6,14
933,-6,14
934,-6,14
935,-5,14
936,-6,14
937,-5,14
938,-5,14
939,-4,14
940,-4,14
941,-5,14
942,-5,14
943,-6,14
944,-5,14
945,-4,14
946,-4,14
947,-3,14
948,-4,14
949,-3,14
950,-3,14
951,-3,14
952,-4,14
953,-5,14
954,-5,14
955,-4,14
956,-5,14
957,-4,14
958,-4,14
959,-3,14
960,-3,14
961,-4,14
962,-4,14
963,-5,14
964,-4,14
965,-4,14
966,-4,14
967,-3,14
968,-4,14
969,-4,14
970,-4,14
971,-5,14
972,-6,14
973,-6,14
974,-6,14
975,-7,14
976,-6,14
977,-7,14
978,-7,14
979,-6,14
980,-5,14
981,-4,14
982,-4,14
983,-5,14
984,-6,14
985,-5,14
986,-5,14
987,-5,14
988,-4,14
989,-3,14
990,-3,14
991,-4,14
992,-3,14
993,-2,14
994,-2,14
995,-1,14
996,-1,14
997,0,14
998,0,14
999,-1,14
1000,-1,14
1001,0,14
1002,0,14
1003,-1,14
1004,0,14
1005,0,14
1006,0,14
1007,-1,14
1008,0,14
1009,1,14
1010,1,14
1011,0,14
1012,-1,14
1013,-2,14
1014,-2,14
1015,-2,14
1016,-1,14
1017,0,14
1018,0,14
1019,-1,14
1020,0,14
1021,-1,14
1022,-1,14
1023,-1,14
1024,0,14
1025,-1,14
1026,-1,14
1027,-2,14
1028,-1,14
1029,-2,14
1030,-2,14
1031,-1,14
1032,-1,14
1033,0,14
1034,0,14
1035,-1,14
1036,-2,14
1037,-1,14
1038,-1,14
1039,-2,14
1040,-2,14
1041,-2,14
1042,-2,14
1043,-1,14
1044,0,14
1045,1,14
1046,1,14
1047,2,14
1048,1,14
1049,0,14
1050,0,14
1051,1,14
1052,2,14
1053,3,14
1054,3,14
1055,2,14
1056,1,14
1057,2,14
1058,2,14
1059,2,14
1060,1,14
1061,2,14
1062,2,14
1063,3,14
1064,3,14
1065,3,14
1066,3,14
1067,2,14
1068,2,14
1069,1,14
1070,1,14
1071,0,14
1072,1,14
1073,0,14
1074,0,14
1075,1,14
1076,2,14
1077,2,14
1078,2,14
1079,1,14
1080,2,14
1081,1,14
1082,1,14
1083,2,14
1084,3,14
1085,2,14
1086,2,14
1087,1,14
1088,0,14
1089,1,14
1090,1,14
1091,0,14
1092,1,14
1093,0,14
1094,0,14
1095,0,14
1096,1,14
1097,0,14
1098,0,14
1099,-1,14
1100,-2,14
1101,-3,14
1102,-3,14
1103,-2,14
1104,-2,14
1105,-1,14
1106,-1,14
1107,0,14
1108,1,14
1109,0,14
1110,0,14
1111,-1,14
1112,0,14
1113,0,14
1114,0,14
1115,0,14
1116,1,14
1117,0,14
1118,0,14
1119,1,14
1120,2,14
1121,2,14
1122,2,14
1123,3,14
1124,2,14
1125,1,14
1126,1,14
1127,2,14
1128,1,14
1129,2,14
1130,2,14
1131,2,14
1132,1,14
1133,2,14
1134,2,14
1135,3,14
1136,4,14
1137,5,14
1138,5,14
1139,6,14
1140,6,14
1141,7,14
1142,7,14
1143,6,14
1144,7,14
1145,8,14
1146,8,14
1147,9,14
1148,8,14
1149,8,14
1150,8,14
1151,7,14
1152,6,14
1153,7,14
1154,7,14
1155,8,14
1156,9,14
1157,8,14
1158,8,14
1159,8,14
1160,7,14
1161,8,14
1162,8,14
1163,7,14
1164,6,14
1165,6,14
1166,6,14
1167,6,14
1168,5,14
1169,6,14
1170,6,14
1171,5,14
1172,6,14
1173,7,14
1174,7,14
1175,8,14
1176,8,14
1177,9,14
1178,9,14
1179,10,14
1180,9,14
1181,10,14
1182,10,14
1183,11,14
1184,10,14
1185,10,14
1186,10,14
1187,11,14
1188,10,14
1189,9,14
1190,9,14
1191,10,14
1192,11,14
1193,12,14
1194,12,14
1195,13,14
1196,12,14
1197,11,14
1198,11,14
1199,10,14
1200,11,14
1201,12,14
1202,12,14
1203,12,14
1204,11,14
1205,12,14
1206,12,14
1207,13,14
1208,14,14
1209,13,14
1210,13,14
1211,13,14
1212,13,14
1213,12,14
1214,12,14
1215,12,14
1216,11,14
1217,10,14
1218,10,14
1219,9,14
1220,10,14
1221,10,14
1222,10,14
1223,9,14
1224,8,14
1225,7,14
1226,7,14
1227,8,14
1228,9,14
1229,8,14
1230,8,14
1231,9,14
1232,8,14
1233,7,14
1234,7,14
1235,7,14
1236,6,14
1237,5,14
1238,5,14
1239,5,14
1240,5,14
1241,4,14
1242,4,14
1243,3,14
1244,4,14
1245,3,14
1246,3,14
1247,4,14
1248,4,14
1249,3,14
1250,3,14
1251,4,14
1252,3,14
1253,2,14
1254,2,14
1255,3,14
1256,4,14
1257,4,14
1258,4,14
1259,5,14
1260,5,14
1261,4,14
1262,4,14
1263,5,14
1264,4,14
1265,4,14
1266,4,14
1267,5,14
1268,6,14
1269,5,14
1270,5,14
1271,4,14
1272,5,14
1273,4,14
1274,4,14
1275,4,14
1276,5,14
1277,4,14
1278,4,14
1279,3,14
1280,2,14
1281,1,14
1282,1,14
1283,0,14
1284,0,14
1285,-1,14
1286,-1,14
1287,0,14
1288,-1,14
1289,-2,14
1290,-2,14
1291,-1,14
1292,0,14
1293,0,14
1294,0,14
1295,-1,14
1296,-2,14
1297,-1,14
1298,-1,14
1299,0,14
1300,-1,14
1301,-2,14
1302,-2,14
1303,-1,14
1304,0,14
1305,-1,14
1306,-1,14
1307,0,14
1308,1,14
1309,1,14
1310,1,14
1311,1,14
1312,2,14
1313,1,14
1314,1,14
1315,1,14
1316,0,14
1317,1,14
1318,1,14
1319,2,14
1320,2,14
1321,1,14
1322,1,14
1323,0,14
1324,-1,14
1325,0,14
1326,0,14
1327,1,14
1328,2,14
1329,2,14
1330,2,14
1331,3,14
1332,2,14
1333,1,14
1334,1,14
1335,0,14
1336,1,14
1337,0,14
1338,0,14
1339,-1,14
1340,-1,14
1341,-2,14
1342,-2,14
1343,-3,14
1344,-2,14
1345,-1,14
1346,-1,14
1347,-1,14
1348,-2,14
1349,-3,14
1350,-3,14
1351,-2,14
1352,-3,14
1353,-2,14
1354,-2,14
1355,-1,14
1356,-1,14
1357,-2,14
1358,-2,14
1359,-1,14
1360,-2,14
1361,-3,14
1362,-3,14
1363,-3,14
1364,-2,14
1365,-2,14
1366,-2,14
1367,-1,14
1368,-2,14
1369,-3,14
1370,-3,14
1371,-4,14
1372,-5,14
1373,-6,14
1374,-6,14
1375,-5,14
1376,-6,14
1377,-6,14
1378,-6,14
1379,-5,14
1380,-4,14
1381,-3,14
1382,-3,14
1383,-3,14
1384,-2,14
1385,-3,14
1386,-3,14
1387,-4,14
1388,-5,14
1389,-6,14
1390,-6,14
1391,-7,14
1392,-7,14
1393,-6,14
1394,-6,14
1395,-7,14
1396,-8,14
1397,-9,14
1398,-9,14
1399,-10,14
1400,-9,14
1401,-9,14
1402,-9,14
1403,-10,14
1404,-11,14
1405,-12,14
1406,-12,14
1407,-12,14
1408,-11,14
1409,-12,14
1410,-12,14
1411,-13,14
1412,-12,14
1413,-11,14
1414,-11,14
1415,-11,14
1416,-12,14
1417,-13,14
1418,-13,14
1419,-13,14
1420,-14,14
1421,-13,14
1422,-13,14
1423,-12,14
1424,-13,14
1425,-14,14
1426,-14,14
1427,-15,15
1428,-15,15
1429,-14,15
1430,-14,15
1431,-13,15
1432,-12,15
1433,-11,15
1434,-11,15
1435,-12,15
1436,-11,15
1437,-11,15
1438,-11,15
1439,-10,15
1440,-10,15
1441,-9,15
1442,-9,15
1443,-10,15
1444,-9,15
1445,-8,15
1446,-8,15
1447,-9,15
1448,-8,15
1449,-9,15
1450,-9,15
1451,-8,15
1452,-9,15
1453,-10,15
1454,-10,15
1455,-10,15
1456,-10,15
1457,-11,15
1458,-11,15
1459,-12,15
1460,-13,15
1461,-12,15
1462,-12,15
1463,-11,15
1464,-11,15
1465,-11,15
1466,-11,15
1467,-12,15
1468,-11,15
1469,-10,15
1470,-10,15
1471,-10,15
1472,-10,15
1473,-10,15
1474,-10,15
1475,-9,15
1476,-10,15
1477,-9,15
1478,-9,15
1479,-8,15
1480,-8,15
1481,-7,15
1482,-7,15
1483,-8,15
1484,-8,15
1485,-9,15
1486,-9,15
1487,-10,15
1488,-11,15
1489,-12,15
1490,-12,15
1491,-12,15
1492,-13,15
1493,-12,15
1494,-12,15
1495,-13,15
1496,-12,15
1497,-11,15
1498,-11,15
1499,-12,15
1500,-12,15
1501,-11,15
1502,-11,15
1503,-10,15
1504,-9,15
1505,-9,15
1506,-9,15
1507,-8,15
1508,-7,15
1509,-7,15
1510,-7,15
1511,-8,15
1512,-7,15
1513,-8,15
1514,-8,15
1515,-8,15
1516,-7,15
1517,-6,15
1518,-6,15
1519,-7,15
1520,-8,15
1521,-7,15
1522,-7,15
1523,-8,15
1524,-8,15
1525,-7,15
1526,-7,15
1527,-7,15
1528,-8,15
1529,-7,15
1530,-7,15
1531,-8,15
1532,-9,15
1533,-10,15
1534,-10,15
1535,-9,15
1536,-9,15
1537,-10,15
1538,-10,15
1539,-11,15
1540,-11,15
1541,-10,15
1542,-10,15
1543,-11,15
1544,-10,15
1545,-10,15
1546,-10,15
1547,-9,15
1548,-10,15
1549,-11,15
1550,-11,15
1551,-10,15
1552,-9,15
1553,-8,15
1554,-8,15
1555,-7,15
1556,-6,15
1557,-7,15
1558,-7,15
1559,-6,15
1560,-5,15
1561,-6,15
1562,-6,15
1563,-6,15
1564,-5,15
1565,-5,15
1566,-5,15
1567,-6,15
1568,-7,15
1569,-6,15
1570,-6,15
1571,-5,15
1572,-5,15
1573,-6,15
1574,-6,15
1575,-5,15
1576,-6,15
1577,-7,15
1578,-7,15
1579,-8,15
1580,-9,15
1581,-9,15
1582,-9,15
1583,-8,15
1584,-7,15
1585,-6,15
1586,-6,15
1587,-5,15
1588,-6,15
1589,-5,15
1590,-5,15
1591,-6,15
1592,-7,15
1593,-6,15
1594,-6,15
1595,-6,15
1596,-5,15
1597,-4,15
1598,-4,15
1599,-4,15
1600,-5,15
1601,-6,15
1602,-6,15
1603,-6,15
1604,-5,15
1605,-5,15
1606,-5,15
1607,-4,15
1608,-4,15
1609,-3,15
1610,-3,15
1611,-2,15
1612,-1,15
1613,-2,15
1614,-2,15
1615,-2,15
1616,-3,15
1617,-3,15
1618,-3,15
1619,-2,15
1620,-1,15
1621,-2,15
1622,-2,15
1623,-3,15
1624,-4,15
1625,-3,15
1626,-3,15
1627,-2,15
1628,-1,15
1629,0,15
1630,0,15
1631,1,15
1632,0,15
1633,1,15
1634,1,15
1635,1,15
1636,0,15
1637,-1,15
1638,-1,15
1639,-1,15
1640,-1,15
1641,0,15
1642,0,15
1643,1,15
1644,1,15
1645,0,15
1646,0,15
1647,1,15
1648,2,15
1649,2,15
1650,2,15
1651,1,15
1652,1,15
1653,1,15
1654,1,15
1655,2,15
1656,1,15
1657,0,15
1658,0,15
1659,-1,15
1660,0,15
1661,-1,15
1662,-1,15
1663,-2,15
1664,-1,15
1665,-1,15
1666,-1,15
1667,-2,15
1668,-3,15
1669,-4,15
1670,-4,15
1671,-4,15
1672,-3,15
1673,-2,15
1674,-2,15
1675,-3,15
1676,-4,15
1677,-5,15
1678,-5,15
1679,-6,15
1680,-6,15
1681,-5,15
1682,-5,15
1683,-4,15
1684,-3,15
1685,-2,15
1686,-2,15
1687,-1,15
1688,-2,15
1689,-2,15
1690,-2,15
1691,-3,15
1692,-4,15
1693,-3,15
1694,-3,15
1695,-4,15
1696,-3,15
1697,-4,15
1698,-4,15
1699,-3,15
1700,-4,15
1701,-4,15
1702,-4,15
1703,-5,15
1704,-4,15
1705,-3,15
1706,-3,15
1707,-3,15
1708,-4,15
1709,-3,15
1710,-3,15
1711,-2,15
1712,-2,15
1713,-1,15
1714,-1,15
1715,-1,15
1716,-1,15
1717,0,15
1718,0,15
1719,1,15
1720,0,15
1721,-1,15
1722,-1,15
1723,-2,15
1724,-1,15
1725,-1,15
1726,-1,15
1727,0,15
1728,1,15
1729,2,15
1730,2,15
1731,3,15
1732,4,15
1733,5,15
1734,5,15
1735,6,15
1736,5,15
1737,4,15
1738,4,15
1739,3,15
1740,3,15
1741,2,15
1742,2,15
1743,2,15
1744,3,15
1745,2,15
1746,2,15
1747,3,15
1748,2,15
1749,3,15
1750,3,15
1751,4,15
1752,4,15
1753,5,15
1754,5,15
1755,4,15
1756,5,15
1757,6,15
1758,6,15
1759,7,15
1760,6,15
1761,6,15
1762,6,15
1763,5,15
1764,6,15
1765,6,15
1766,6,15
1767,7,15
1768,6,15
1769,5,15
1770,5,15
1771,6,15
1772,7,15
1773,8,15
1774,8,15
1775,9,15
1776,8,15
1777,7,15
1778,7,15
1779,7,15
1780,6,15
1781,7,15
1782,7,15
1783,6,15
1784,7,15
1785,8,15
1786,8,15
1787,7,15
1788,7,15
1789,6,15
1790,6,15
1791,5,15
1792,6,15
1793,5,15
1794,5,15
1795,6,15
1796,5,15
1797,5,15
1798,5,15
1799,5,15
1800,6,15
1801,5,15
1802,5,15
1803,4,15
1804,3,15
1805,2,15
1806,2,15
1807,1,15
1808,2,15
1809,3,15
1810,3,15
1811,4,15
1812,3,15
1813,3,15
1814,3,15
1815,3,15
1816,4,15
1817,3,15
1818,3,15
1819,2,15
1820,3,15
1821,4,15
1822,4,15
1823,5,15
1824,5,15
1825,4,15
1826,4,15
1827,3,15
1828,4,15
1829,3,15
1830,3,15
1831,4,15
1832,5,15
1833,5,15
1834,5,15
1835,6,15
1836,7,15
1837,8,15
1838,8,15
1839,9,15
1840,9,15
1841,10,15
1842,10,15
1843,9,15
1844,8,15
1845,7,15
1846,7,15
1847,7,15
1848,7,15
1849,8,15
1850,8,15
1851,8,15
1852,9,15
1853,8,15
1854,8,15
1855,7,15
1856,8,15
1857,7,15
1858,7,15
1859,6,15
1860,6,15
1861,7,15
1862,7,15
1863,8,15
1864,7,15
1865,7,15
1866,7,15
1867,8,15
1868,9,15
1869,9,15
1870,9,15
1871,8,15
1872,7,15
1873,6,15
1874,6,15
1875,5,15
1876,4,15
1877,3,15
1878,3,15
1879,2,15
1880,3,15
1881,2,15
1882,2,15
1883,1,15
1884,0,15
1885,1,15
1886,1,15
1887,1,15
1888,2,15
1889,1,15
1890,1,15
1891,2,15
1892,3,15
1893,4,15
1894,4,15
1895,5,15
1896,5,15
1897,5,15
1898,5,15
1899,4,15
1900,3,15
1901,2,15
1902,2,15
1903,1,15
1904,0,15
1905,0,15
1906,0,15
1907,1,15
1908,0,15
1909,1,15
1910,1,15
1911,0,15
1912,1,15
1913,2,15
1914,2,15
1915,2,15
1916,3,15
1917,4,15
1918,4,15
1919,3,15
1920,4,15
1921,3,15
1922,3,15
1923,3,15
1924,2,15
1925,1,15
1926,1,15
1927,0,15
1928,1,15
1929,0,15
1930,0,15
1931,-1,15
1932,-1,15
1933,-2,15
1934,-2,15
1935,-1,15
1936,-2,15
1937,-1,15
1938,-1,15
1939,0,15
1940,0,15
1941,0,15
1942,0,15
1943,-1,15
1944,-2,15
1945,-1,15
1946,-1,15
1947,0,15
1948,-1,15
1949,0,15
1950,0,15
1951,-1,15
1952,-2,15
1953,-3,15
1954,-3,15
1955,-2,15
1956,-2,15
1957,-1,15
1958,-1,15
1959,-1,15
1960,0,15
1961,1,15
1962,1,15
1963,2,15
1964,3,15
1965,3,15
1966,3,15
1967,4,15
1968,4,15
1969,3,15
1970,3,15
1971,4,15
1972,5,15
1973,6,15
1974,6,15
1975,5,15
1976,6,15
1977,6,15
1978,6,15
1979,7,15
1980,8,15
1981,9,15
1982,9,15
1983,8,15
1984,9,15
1985,10,15
1986,10,15
1987,10,15
1988,9,15
1989,10,15
1990,10,15
1991,11,15
1992,10,15
1993,9,15
1994,9,15
1995,9,15
1996,10,15
1997,9,15
