N,R,runmax_absR
7515784,-141,1085
7520378,-54,1085
7524972,-68,1085
7529566,-65,1085
7534160,-121,1085
7538754,-105,1085
7543348,-175,1085
7547942,-149,1085
7552536,-177,1085
7557130,-140,1085
7561724,-82,1085
7566318,-88,1085
7570912,-20,1085
7575506,10,1085
7580100,83,1085
7584694,128,1085
7589288,149,1085
7593882,111,1085
7598476,127,1085
7603070,133,1085
7607664,146,1085
7612258,141,1085
7616852,139,1085
7621446,166,1085
7626040,199,1085
7630634,281,1085
7635228,243,1085
7639822,302,1085
7644416,317,1085
7649010,375,1085
7653604,295,1085
7658198,268,1085
7662792,296,1085
7667386,365,1085
7671980,283,1085
7676574,272,1085
7681168,192,1085
7685762,276,1085
7690356,157,1085
7694950,124,1085
7699544,99,1085
7704138,-18,1085
7708732,17,1085
7713326,62,1085
7717920,-1,1085
7722514,11,1085
7727108,-119,1085
7731702,-132,1085
7736296,-185,1085
7740890,-149,1085
7745484,-102,1085
7750078,-87,1085
7754672,-77,1085
7759266,-115,1085
7763860,-80,1085
7768454,-98,1085
7773048,-23,1085
7777642,-8,1085
7782236,-29,1085
7786830,-39,1085
7791424,13,1085
7796018,-35,1085
7800612,-68,1085
7805206,19,1085
7809800,30,1085
7814394,77,1085
7818988,-54,1085
7823582,7,1085
7828176,30,1085
7832770,21,1085
7837364,-25,1085
7841958,-64,1085
7846552,-28,1085
7851146,-8,1085
7855740,50,1085
7860334,-27,1085
7864928,-26,1085
7869522,33,1085
7874116,45,1085
7878710,4,1085
7883304,-6,1085
7887898,-64,1085
7892492,-33,1085
7897086,20,1085
7901680,68,1085
7906274,77,1085
7910868,121,1085
7915462,181,1085
7920056,230,1085
7924650,153,1085
7929244,129,1085
7933838,182,1085
7938432,142,1085
7943026,222,1085
7947620,203,1085
7952214,187,1085
7956808,238,1085
7961402,253,1085
7965996,217,1085
7970590,163,1085
7975184,87,1085
7979778,167,1085
7984372,158,1085
7988966,208,1085
7993560,280,1085
7998154,319,1085
8002748,335,1085
8007342,295,1085
8011936,260,1085
8016530,243,1085
8021124,246,1085
8025718,220,1085
8030312,185,1085
8034906,198,1085
8039500,255,1085
8044094,114,1085
8048688,56,1085
8053282,74,1085
8057876,57,1085
8062470,6,1085
8067064,-56,1085
8071658,-31,1085
8076252,-21,1085
8080846,-95,1085
8085440,-131,1085
8090034,-128,1085
8094628,-101,1085
8099222,-179,1085
8103816,-190,1085
8108410,-212,1085
8113004,-136,1085
8117598,-202,1085
8122192,-283,1085
8126786,-324,1085
8131380,-318,1085
8135974,-400,1085
8140568,-394,1085
8145162,-393,1085
8149756,-499,1085
8154350,-489,1085
8158944,-501,1085
8163538,-490,1085
8168132,-465,1085
8172726,-485,1085
8177320,-576,1085
8181914,-577,1085
8186508,-626,1085
8191102,-633,1085
8195696,-644,1085
8200290,-709,1085
8204884,-708,1085
8209478,-718,1085
8214072,-762,1085
8218666,-761,1085
8223260,-784,1085
8227854,-692,1085
8232448,-680,1085
8237042,-575,1085
8241636,-634,1085
8246230,-641,1085
8250824,-678,1085
8255418,-621,1085
8260012,-661,1085
8264606,-665,1085
8269200,-624,1085
8273794,-713,1085
8278388,-767,1085
8282982,-813,1085
8287576,-856,1085
8292170,-923,1085
8296764,-867,1085
8301358,-785,1085
8305952,-828,1085
8310546,-728,1085
8315140,-691,1085
8319734,-695,1085
8324328,-633,1085
8328922,-617,1085
8333516,-626,1085
8338110,-637,1085
8342704,-620,1085
8347298,-457,1085
8351892,-483,1085
8356486,-458,1085
8361080,-439,1085
8365674,-464,1085
8370268,-493,1085
8374862,-409,1085
8379456,-418,1085
8384050,-415,1085
8388644,-451,1085
8393238,-434,1085
8397832,-373,1085
8402426,-336,1085
8407020,-397,1085
8411614,-411,1085
8416208,-494,1085
8420802,-536,1085
8425396,-544,1085
8429990,-511,1085
8434584,-490,1085
8439178,-469,1085
8443772,-497,1085
8448366,-402,1085
8452960,-362,1085
8457554,-449,1085
8462148,-388,1085
8466742,-412,1085
8471336,-370,1085
8475930,-431,1085
8480524,-400,1085
8485118,-340,1085
8489712,-310,1085
8494306,-268,1085
8498900,-306,1085
8503494,-242,1085
8508088,-218,1085
8512682,-287,1085
8517276,-254,1085
8521870,-253,1085
8526464,-174,1085
8531058,-142,1085
8535652,-203,1085
8540246,-268,1085
8544840,-211,1085
8549434,-212,1085
8554028,-250,1085
8558622,-291,1085
8563216,-364,1085
8567810,-352,1085
8572404,-245,1085
8576998,-323,1085
8581592,-277,1085
8586186,-373,1085
8590780,-398,1085
8595374,-402,1085
8599968,-387,1085
8604562,-387,1085
8609156,-388,1085
8613750,-330,1085
8618344,-254,1085
8622938,-209,1085
8627532,-244,1085
8632126,-313,1085
8636720,-404,1085
8641314,-358,1085
8645908,-321,1085
8650502,-225,1085
8655096,-253,1085
8659690,-206,1085
8664284,-207,1085
8668878,-281,1085
8673472,-311,1085
8678066,-319,1085
8682660,-333,1085
8687254,-372,1085
8691848,-340,1085
8696442,-333,1085
8701036,-287,1085
8705630,-333,1085
8710224,-424,1085
8714818,-351,1085
8719412,-388,1085
8724006,-430,1085
8728600,-346,1085
8733194,-356,1085
8737788,-380,1085
8742382,-372,1085
8746976,-401,1085
8751570,-346,1085
8756164,-271,1085
8760758,-315,1085
8765352,-241,1085
8769946,-212,1085
8774540,-287,1085
8779134,-235,1085
8783728,-246,1085
8788322,-236,1085
8792916,-368,1085
8797510,-385,1085
8802104,-447,1085
8806698,-481,1085
8811292,-451,1085
8815886,-457,1085
8820480,-367,1085
8825074,-389,1085
8829668,-380,1085
8834262,-351,1085
8838856,-409,1085
8843450,-330,1085
8848044,-379,1085
8852638,-356,1085
8857232,-322,1085
8861826,-310,1085
8866420,-231,1085
8871014,-198,1085
8875608,-207,1085
8880202,-226,1085
8884796,-117,1085
8889390,-192,1085
8893984,-162,1085
8898578,-93,1085
8903172,-99,1085
8907766,-27,1085
8912360,-29,1085
8916954,-55,1085
8921548,-5,1085
8926142,-2,1085
8930736,-33,1085
8935330,-32,1085
8939924,-102,1085
8944518,-90,1085
8949112,-8,1085
8953706,11,1085
8958300,54,1085
8962894,109,1085
8967488,71,1085
8972082,61,1085
8976676,67,1085
8981270,84,1085
8985864,112,1085
8990458,147,1085
8995052,-10,1085
8999646,-5,1085
9004240,-15,1085
9008834,113,1085
9013428,136,1085
9018022,123,1085
9022616,98,1085
9027210,105,1085
9031804,58,1085
9036398,-9,1085
9040992,81,1085
9045586,60,1085
9050180,40,1085
9054774,95,1085
9059368,108,1085
9063962,92,1085
9068556,97,1085
9073150,16,1085
9077744,-43,1085
9082338,-10,1085
9086932,67,1085
9091526,101,1085
9096120,158,1085
9100714,197,1085
9105308,184,1085
9109902,147,1085
9114496,94,1085
9119090,136,1085
9123684,186,1085
9128278,259,1085
9132872,270,1085
9137466,233,1085
9142060,241,1085
9146654,312,1085
9151248,286,1085
9155842,228,1085
9160436,216,1085
9165030,254,1085
9169624,218,1085
9174218,270,1085
9178812,209,1085
9183406,217,1085
9188000,313,1085
9189180,303,1085
