N,R,runmax_absR
24167,4,71
24180,8,71
24193,9,71
24206,11,71
24219,13,71
24232,13,71
24245,14,71
24258,13,71
24271,12,71
24284,13,71
24297,11,71
24310,11,71
24323,12,71
24336,9,71
24349,10,71
24362,10,71
24375,8,71
24388,5,71
24401,0,71
24414,-3,71
24427,-3,71
24440,-4,71
24453,-4,71
24466,-5,71
24479,-11,71
24492,-9,71
24505,-11,71
24518,-7,71
24531,-9,71
24544,-7,71
24557,-9,71
24570,-12,71
24583,-17,71
24596,-14,71
24609,-10,71
24622,-12,71
24635,-12,71
24648,-15,71
24661,-13,71
24674,-11,71
24687,-10,71
24700,-8,71
24713,-11,71
24726,-10,71
24739,-9,71
24752,-15,71
24765,-17,71
24778,-19,71
24791,-18,71
24804,-22,71
24817,-19,71
24830,-15,71
24843,-16,71
24856,-14,71
24869,-12,71
24882,-10,71
24895,-4,71
24908,-6,71
24921,-1,71
24934,-4,71
24947,-1,71
24960,-3,71
24973,-9,71
24986,-11,71
24999,-11,71
25012,-12,71
25025,-10,71
25038,-11,71
25051,-7,71
25064,-8,71
25077,-3,71
25090,-1,71
25103,-4,71
25116,3,71
25129,5,71
25142,6,71
25155,10,71
25168,13,71
25181,11,71
25194,13,71
25207,12,71
25220,12,71
25233,12,71
25246,10,71
25259,14,71
25272,13,71
25285,14,71
25298,18,71
25311,21,71
25324,19,71
25337,20,71
25350,23,71
25363,22,71
25376,24,71
25389,15,71
25402,15,71
25415,18,71
25428,16,71
25441,12,71
25454,14,71
25467,13,71
25480,16,71
25493,14,71
25506,14,71
25519,12,71
25532,12,71
25545,11,71
25558,12,71
25571,16,71
25584,12,71
25597,8,71
25610,3,71
25623,4,71
25636,-3,71
25649,-2,71
25662,0,71
25675,-3,71
25688,-2,71
25701,1,71
25714,3,71
25727,0,71
25740,-1,71
25753,-4,71
25766,-5,71
25779,-7,71
25792,-7,71
25805,-2,71
25818,1,71
25831,4,71
25844,2,71
25857,2,71
25870,4,71
25883,1,71
25896,3,71
25909,2,71
25922,-2,71
25935,0,71
25948,2,71
25961,7,71
25974,1,71
25987,4,71
26000,5,71
26013,8,71
26026,8,71
26039,9,71
26052,9,71
26065,11,71
26078,8,71
26091,11,71
26104,8,71
26117,10,71
26130,7,71
26143,9,71
26156,8,71
26169,5,71
26182,9,71
26195,11,71
26208,8,71
26221,8,71
26234,4,71
26247,2,71
26260,-1,71
26273,-3,71
26286,-2,71
26299,-5,71
26312,-10,71
26325,-10,71
26338,-7,71
26351,-8,71
26364,-8,71
26377,-9,71
26390,-8,71
26403,-12,71
26416,-16,71
26429,-16,71
26442,-16,71
26455,-20,71
26468,-20,71
26481,-20,71
26494,-20,71
26507,-21,71
26520,-21,71
26533,-23,71
26546,-25,71
26559,-25,71
26572,-27,71
26585,-20,71
26598,-20,71
26611,-21,71
26624,-19,71
26637,-20,71
26650,-20,71
26663,-20,71
26676,-19,71
26689,-15,71
26702,-15,71
26715,-22,71
26728,-21,71
26741,-21,71
26754,-22,71
26767,-18,71
26780,-13,71
26793,-9,71
26806,-4,71
26819,-1,71
26832,-5,71
26845,-2,71
26858,-4,71
26871,-7,71
26884,-11,71
26897,-14,71
26910,-10,71
26923,-12,71
26936,-12,71
26949,-7,71
26962,-10,71
26975,-11,71
26988,-11,71
27001,-8,71
27014,-7,71
27027,-5,71
27040,-5,71
27053,-5,71
27066,-4,71
27079,-7,71
27092,-10,71
27105,-4,71
27118,-7,71
27131,-6,71
27144,-4,71
27157,0,71
27170,5,71
27183,6,71
27196,10,71
27209,17,71
27222,12,71
27235,15,71
27248,19,71
27261,16,71
27274,14,71
27287,14,71
27300,11,71
27313,14,71
27326,14,71
27339,17,71
27352,21,71
27365,17,71
27378,19,71
27391,21,71
27404,20,71
27417,21,71
27430,24,71
27443,21,71
27456,20,71
27469,28,71
27482,28,71
27495,27,71
27508,26,71
27521,30,71
27534,27,71
27547,29,71
27560,28,71
27573,24,71
27586,26,71
27599,32,71
27612,31,71
27625,32,71
27638,29,71
27651,25,71
27664,21,71
27677,23,71
27690,19,71
27703,14,71
27716,16,71
27720,17,71
