N,R,runmax_absR
7202,-19,36
7215,-20,36
7228,-20,36
7241,-24,36
7254,-22,36
7267,-16,36
7280,-16,36
7293,-16,36
7306,-16,36
7319,-16,36
7332,-17,36
7345,-17,36
7358,-14,36
7371,-19,36
7384,-22,36
7397,-25,36
7410,-31,36
7423,-31,36
7436,-34,36
7449,-29,36
7462,-31,36
7475,-32,36
7488,-32,36
7501,-33,36
7514,-37,37
7527,-40,40
7540,-39,40
7553,-40,42
7566,-37,42
7579,-42,42
7592,-36,42
7605,-37,42
7618,-38,42
7631,-34,42
7644,-34,42
7657,-33,42
7670,-32,42
7683,-24,42
7696,-19,42
7709,-22,42
7722,-17,42
7735,-16,42
7748,-15,42
7761,-17,42
7774,-12,42
7787,-15,42
7800,-15,42
7813,-10,42
7826,-13,42
7839,-16,42
7852,-18,42
7865,-16,42
7878,-18,42
7891,-20,42
7904,-21,42
7917,-19,42
7930,-15,42
7943,-19,42
7956,-23,42
7969,-24,42
7982,-28,42
7995,-29,42
8008,-29,42
8021,-33,42
8034,-34,42
8047,-33,42
8060,-30,42
8073,-28,42
8086,-29,42
8099,-26,42
8112,-22,42
8125,-22,42
8138,-23,42
8151,-24,42
8164,-18,42
8177,-20,42
8190,-20,42
8203,-25,42
8216,-25,42
8229,-27,42
8242,-21,42
8255,-18,42
8268,-17,42
8281,-15,42
8294,-16,42
8307,-16,42
8320,-20,42
8333,-22,42
8346,-21,42
8359,-21,42
8372,-16,42
8385,-16,42
8398,-16,42
8411,-16,42
8424,-20,42
8437,-20,42
8450,-19,42
8463,-19,42
8476,-17,42
8489,-18,42
8502,-16,42
8515,-10,42
8528,-11,42
8541,-5,42
8554,-8,42
8567,-7,42
8580,-10,42
8593,-7,42
8606,-6,42
8619,-6,42
8632,-8,42
8645,-10,42
8658,-6,42
8671,-6,42
8684,-9,42
8697,-9,42
8710,-3,42
8723,-2,42
8736,1,42
8749,2,42
8762,1,42
8775,-2,42
8788,-6,42
8801,2,42
8814,-1,42
8827,-3,42
8840,-1,42
8853,-2,42
8866,-5,42
8879,1,42
8892,2,42
8905,4,42
8918,4,42
8931,3,42
8944,1,42
8957,-2,42
8970,-3,42
8983,-2,42
8996,3,42
9009,3,42
9022,2,42
9035,4,42
9048,3,42
9061,8,42
9074,11,42
9087,13,42
9100,14,42
9113,14,42
9126,13,42
9139,11,42
9152,11,42
9165,13,42
9178,14,42
9191,12,42
9204,14,42
9217,10,42
9230,11,42
9243,9,42
9256,14,42
9269,16,42
9282,18,42
9295,17,42
9308,13,42
9321,15,42
9334,18,42
9347,19,42
9360,25,42
9373,24,42
9386,26,42
9399,25,42
9412,25,42
9425,29,42
9438,32,42
9451,38,42
9464,43,43
9477,41,43
9490,42,43
9503,37,43
9516,34,43
9529,28,43
9542,29,43
9555,32,43
9568,28,43
9581,28,43
9594,28,43
9607,34,43
9620,27,43
9633,21,43
9646,19,43
9659,20,43
9672,15,43
9685,17,43
9698,16,43
9711,17,43
9724,19,43
9737,16,43
9750,20,43
9763,19,43
9776,25,43
9789,20,43
9802,17,43
9815,14,43
9828,17,43
9841,17,43
9854,15,43
9867,14,43
9880,19,43
9893,23,43
9906,19,43
9919,22,43
9932,21,43
9945,21,43
9958,18,43
9971,18,43
9984,20,43
9997,24,43
10010,23,43
10023,20,43
10036,17,43
10049,17,43
10062,19,43
10075,14,43
10088,14,43
10101,16,43
10114,13,43
10127,14,43
10140,18,43
10153,17,43
10166,17,43
10179,13,43
10192,12,43
10205,10,43
10218,9,43
10231,8,43
10244,4,43
10257,1,43
10270,0,43
10283,-1,43
10296,3,43
10309,2,43
10322,5,43
10335,4,43
10348,6,43
10361,3,43
10374,4,43
10387,4,43
10400,8,43
10413,9,43
10426,11,43
10439,9,43
10452,12,43
10465,11,43
10478,16,43
10491,14,43
10504,9,43
10517,9,43
10530,8,43
10543,8,43
10556,3,43
10569,4,43
10582,4,43
10595,5,43
10608,-1,43
10621,-2,43
10634,-4,43
10647,-3,43
10660,-4,43
10673,-6,43
10686,-7,43
10699,-12,43
10712,-12,43
10725,-11,43
10738,-11,43
10751,-11,43
10764,-9,43
10777,-9,43
10790,-9,43
10803,-10,43
10816,-10,43
10829,-7,43
10842,-8,43
10855,-7,43
10868,-9,43
10881,-13,43
10894,-8,43
10907,-6,43
10920,-9,43
10933,-12,43
10946,-15,43
10959,-17,43
10972,-19,43
10985,-15,43
10998,-13,43
11011,-13,43
11024,-13,43
11037,-13,43
11050,-11,43
11063,-8,43
11076,-4,43
11089,-2,43
11102,-3,43
11115,-5,43
11128,-2,43
11141,0,43
11154,-3,43
11167,0,43
11180,-1,43
11193,-2,43
11206,-2,43
11219,3,43
11232,3,43
11245,4,43
11258,6,43
11271,9,43
11284,9,43
11297,8,43
11310,2,43
11323,3,43
11336,6,43
11349,8,43
11362,9,43
11375,9,43
11388,4,43
11401,7,43
11414,1,43
11427,-3,43
11440,3,43
11453,-1,43
11466,1,43
11479,-3,43
11492,-1,43
11505,-1,43
11518,0,43
11531,1,43
11544,6,43
11557,2,43
11570,-2,43
11583,-5,43
11596,-6,43
11609,-2,43
11622,1,43
11635,4,43
11648,7,43
11661,11,43
11674,12,43
11687,16,43
11700,14,43
11713,17,43
11726,15,43
11739,19,43
11752,15,43
11765,12,43
11778,11,43
11791,16,43
11804,19,43
11817,19,43
11830,20,43
11843,15,43
11856,16,43
11869,19,43
11882,20,43
11895,18,43
11908,22,43
11921,18,43
11934,20,43
11947,22,43
11960,24,43
11973,24,43
11986,19,43
11999,19,43
12012,17,43
12025,12,43
12038,7,43
12051,12,43
12064,14,43
12077,20,43
12090,19,43
12103,15,43
12116,18,43
12129,17,43
12142,16,43
12155,15,43
12168,18,43
12181,18,43
12194,16,43
12207,19,43
12220,17,43
12233,11,43
12246,6,43
12259,3,43
12272,3,43
12285,4,43
12298,4,43
12311,8,43
12324,4,43
12337,4,43
12350,1,43
12363,1,43
12376,1,43
12389,6,43
12402,7,43
12415,3,43
12428,0,43
12441,-3,43
12454,-5,43
12467,-5,43
12480,-7,43
12493,-7,43
12506,-8,43
12519,-10,43
12532,-13,43
12545,-13,43
12558,-13,43
12571,-13,43
12584,-19,43
12597,-16,43
12610,-14,43
12623,-17,43
12636,-18,43
12649,-19,43
12662,-17,43
12675,-11,43
12688,-10,43
12701,-3,43
12714,-3,43
12727,-3,43
12740,1,43
12753,1,43
12766,2,43
12779,0,43
12792,2,43
12805,5,43
12818,8,43
12831,7,43
12844,9,43
12857,11,43
12870,12,43
12883,10,43
12896,9,43
12909,5,43
12922,7,43
12935,5,43
12948,6,43
12961,0,43
12974,-4,43
12987,-3,43
13000,-6,43
13013,-8,43
13026,-11,43
13039,-8,43
13052,-8,43
13065,-7,43
13078,-9,43
13091,-9,43
13104,-5,43
13117,-6,43
13130,-6,43
13143,-6,43
13156,-8,43
13169,-10,43
13182,-8,43
13195,-11,43
13208,-8,43
13221,-12,43
13234,-14,43
13247,-11,43
13260,-15,43
13273,-16,43
13286,-15,43
13299,-18,43
13312,-19,43
13325,-18,43
13338,-20,43
13351,-22,43
13364,-27,43
13377,-24,43
13390,-21,43
13403,-16,43
13416,-18,43
13429,-22,43
13442,-25,43
13455,-24,43
13468,-23,43
13481,-24,43
13494,-28,43
13507,-31,43
13520,-32,43
13533,-28,43
13546,-24,43
13559,-22,43
13572,-24,43
13585,-22,43
13598,-20,43
13611,-19,43
13624,-19,43
13637,-18,43
13650,-21,43
13663,-24,43
13676,-25,43
13689,-27,43
13702,-28,43
13715,-22,43
13728,-26,43
13741,-22,43
13754,-26,43
13767,-33,43
13780,-30,43
13793,-34,43
13806,-34,43
13819,-34,43
13832,-41,43
13845,-38,43
13858,-39,43
13871,-34,43
13884,-38,43
13897,-34,43
13910,-35,43
13923,-35,43
13936,-32,43
13949,-32,43
13962,-34,43
13975,-34,43
13988,-33,43
14001,-34,43
14014,-34,43
14027,-30,43
14040,-31,43
14053,-27,43
14066,-29,43
14079,-32,43
14092,-31,43
14105,-31,43
14118,-35,43
14131,-30,43
14144,-32,43
14157,-29,43
14170,-28,43
14183,-26,43
14196,-24,43
14209,-24,43
14222,-26,43
14235,-26,43
14248,-26,43
14261,-24,43
14274,-22,43
14287,-17,43
14300,-19,43
14313,-18,43
14326,-20,43
14339,-19,43
14352,-21,43
14365,-18,43
14378,-21,43
14391,-25,43
14404,-25,43
14417,-19,43
14430,-17,43
14443,-19,43
14456,-23,43
14469,-17,43
14482,-15,43
14495,-13,43
14508,-17,43
14521,-23,43
14534,-21,43
14547,-20,43
14560,-11,43
14573,-12,43
14586,-14,43
14599,-16,43
14612,-15,43
14625,-19,43
14638,-20,43
14651,-16,43
14664,-15,43
14677,-19,43
14690,-20,43
14703,-21,43
14716,-23,43
14729,-24,43
14742,-24,43
14755,-22,43
14768,-17,43
14781,-13,43
14794,-19,43
14807,-20,43
14820,-21,43
14833,-23,43
14846,-19,43
14859,-21,43
14872,-18,43
14885,-25,43
14898,-23,43
14911,-20,43
14924,-22,43
14937,-20,43
14950,-17,43
14963,-13,43
14976,-12,43
14989,-15,43
15002,-14,43
15015,-19,43
15028,-20,43
15041,-19,43
15054,-15,43
15067,-15,43
15080,-16,43
15093,-12,43
15106,-11,43
15119,-14,43
15132,-16,43
15145,-16,43
15158,-14,43
15171,-15,43
15184,-19,43
15197,-22,43
15210,-24,43
15223,-18,43
15236,-19,43
15249,-17,43
15262,-16,43
15275,-16,43
15288,-15,43
15301,-13,43
15314,-14,43
15327,-15,43
15340,-9,43
15353,-5,43
15366,-5,43
15379,-5,43
15392,0,43
15405,-1,43
15418,0,43
15431,-1,43
15444,-3,43
15457,-7,43
15470,-3,43
15483,-3,43
15496,-3,43
15509,-2,43
15522,-3,43
15535,-6,43
15548,-4,43
15561,1,43
15574,1,43
15587,0,43
15600,0,43
15613,-3,43
15626,-4,43
15639,-4,43
15652,-4,43
15665,-6,43
15678,-10,43
15691,-9,43
15704,-12,43
15717,-7,43
15730,-7,43
15743,-11,43
15756,-15,43
15769,-16,43
15782,-12,43
15795,-9,43
15808,-8,43
15821,-11,43
15834,-13,43
15847,-15,43
15860,-14,43
15873,-13,43
15886,-13,43
15899,-11,43
15912,-13,43
15925,-19,43
15938,-23,43
15951,-24,43
15964,-22,43
15977,-19,43
15990,-17,43
16003,-22,43
16016,-17,43
16029,-20,43
16042,-20,43
16055,-20,43
16068,-21,43
16081,-20,43
16094,-23,43
16107,-22,43
16120,-19,43
16133,-20,43
16146,-16,43
16159,-19,43
16172,-20,43
16185,-22,43
16198,-24,43
16211,-22,43
16224,-21,43
16237,-23,43
16250,-23,43
16263,-21,43
16276,-21,43
16289,-19,43
16302,-18,43
16315,-14,43
16328,-12,43
16341,-4,43
16354,-2,43
16367,1,43
16380,1,43
16393,1,43
16406,-1,43
16419,-1,43
16432,0,43
16445,1,43
16458,1,43
16471,0,43
16484,0,43
16497,5,43
16510,7,43
16523,12,43
16536,16,43
16549,18,43
16562,20,43
16575,25,43
16588,28,43
16601,27,43
16614,28,43
16627,34,43
16640,32,43
16653,32,43
16666,36,43
16679,39,43
16692,38,43
16705,40,43
16718,42,43
16731,43,44
16744,41,45
16757,43,45
16770,41,45
16783,42,45
16796,48,49
16809,51,51
16822,47,51
16835,42,51
16848,41,51
16861,45,51
16874,46,51
16887,49,51
16900,46,51
16913,41,51
16926,42,51
16939,44,51
16952,45,51
16965,46,51
16978,51,51
16991,49,52
17004,46,52
17017,43,52
17030,42,52
17043,43,52
17056,46,52
17069,46,52
17082,44,52
17095,43,52
17108,42,52
17121,39,52
17134,43,52
17147,42,52
17160,36,52
17173,36,52
17186,35,52
17199,29,52
17212,26,52
17225,26,52
17238,24,52
17251,25,52
17264,29,52
17277,30,52
17290,28,52
17303,30,52
17316,31,52
17329,37,52
17342,43,52
17355,47,52
17368,49,52
17381,48,52
17394,47,52
17407,48,52
17420,47,52
17433,50,52
17446,47,52
17459,45,52
17472,48,52
17485,43,52
17498,44,52
17511,44,52
17524,46,52
17537,47,52
17550,49,52
17563,44,52
17576,42,52
17589,39,52
17602,44,52
17615,38,52
17628,38,52
17641,40,52
17654,37,52
17667,36,52
17680,29,52
17693,26,52
17706,24,52
17719,27,52
17732,25,52
17745,23,52
17758,23,52
17771,26,52
17784,26,52
17797,27,52
17810,24,52
17823,22,52
17836,26,52
17849,26,52
17862,22,52
17875,21,52
17888,24,52
17901,28,52
17914,25,52
17927,22,52
17940,20,52
17953,21,52
17966,21,52
17979,27,52
17992,26,52
18005,27,52
18018,28,52
18031,29,52
18044,27,52
18057,27,52
18070,25,52
18083,22,52
18096,25,52
18109,27,52
18122,27,52
18135,23,52
18148,24,52
18161,27,52
18174,24,52
18187,31,52
18200,28,52
18213,28,52
18226,29,52
18239,27,52
18252,30,52
18265,34,52
18278,35,52
18291,34,52
18304,37,52
18317,42,52
18330,42,52
18343,46,52
18356,47,52
18369,47,52
18382,48,52
18395,46,52
18408,44,52
18421,42,52
18434,43,52
18447,42,52
18460,43,52
18473,45,52
18486,44,52
18499,43,52
18512,40,52
18525,39,52
18538,40,52
18551,40,52
18564,41,52
18577,41,52
18590,40,52
18603,39,52
18616,41,52
18629,38,52
18642,35,52
18655,36,52
18668,38,52
18681,37,52
18694,39,52
18707,39,52
18720,39,52
18733,39,52
18746,41,52
18759,40,52
18772,43,52
18785,40,52
18798,37,52
18811,35,52
18824,37,52
18837,37,52
18850,34,52
18863,36,52
18876,35,52
18889,30,52
18902,29,52
18915,30,52
18928,31,52
18941,31,52
18954,37,52
18967,36,52
18980,35,52
18993,34,52
19006,36,52
19019,32,52
19032,30,52
19045,29,52
19058,30,52
19071,27,52
19084,27,52
19097,22,52
19110,24,52
19123,24,52
19136,23,52
19149,25,52
19162,27,52
19175,30,52
19188,24,52
19201,23,52
19214,19,52
19227,17,52
19240,16,52
19253,15,52
19266,14,52
19279,13,52
19292,10,52
19305,5,52
19318,5,52
19331,5,52
19344,2,52
19357,3,52
19370,3,52
19383,2,52
19396,3,52
19409,5,52
19422,6,52
19435,7,52
19448,1,52
19461,5,52
19474,9,52
19487,4,52
19500,4,52
19513,2,52
19526,1,52
19539,-2,52
19552,-4,52
19565,-5,52
19578,-3,52
19591,-1,52
19604,-1,52
19617,1,52
19630,-7,52
19643,-4,52
19656,-4,52
19669,-2,52
19682,-2,52
19695,-4,52
19708,-1,52
19721,-5,52
19734,-9,52
19747,-8,52
19760,-11,52
19773,-13,52
19786,-15,52
19799,-15,52
19812,-13,52
19825,-19,52
19838,-20,52
19851,-21,52
19864,-18,52
19877,-14,52
19890,-17,52
19903,-19,52
19916,-18,52
19929,-16,52
19942,-15,52
19955,-17,52
19968,-17,52
19981,-19,52
19994,-17,52
20007,-18,52
20020,-17,52
20033,-16,52
20046,-17,52
20059,-22,52
20072,-23,52
20085,-26,52
20098,-26,52
20111,-26,52
20124,-23,52
20137,-25,52
20150,-26,52
20163,-25,52
20176,-28,52
20189,-23,52
20202,-26,52
20215,-20,52
20228,-19,52
20241,-20,52
20254,-21,52
20267,-20,52
20280,-17,52
20293,-14,52
20306,-15,52
20319,-17,52
20332,-15,52
20345,-20,52
20358,-18,52
20371,-20,52
20384,-22,52
20397,-20,52
20410,-21,52
20423,-22,52
20436,-20,52
20449,-18,52
20462,-19,52
20475,-24,52
20488,-21,52
20501,-23,52
20514,-19,52
20527,-17,52
20540,-19,52
20553,-22,52
20566,-21,52
20579,-22,52
20592,-23,52
20605,-21,52
20618,-24,52
20631,-25,52
20644,-24,52
20657,-25,52
20670,-22,52
20683,-21,52
20696,-20,52
20709,-23,52
20722,-26,52
20735,-28,52
20748,-27,52
20761,-32,52
20774,-33,52
20787,-33,52
20800,-30,52
20813,-28,52
20826,-33,52
20839,-34,52
20852,-35,52
20865,-37,52
20878,-35,52
20891,-34,52
20904,-34,52
20917,-34,52
20930,-29,52
20943,-29,52
20956,-24,52
20969,-23,52
20982,-25,52
20995,-28,52
21008,-31,52
21021,-32,52
21034,-38,52
21047,-36,52
21060,-36,52
21073,-31,52
21086,-31,52
21099,-30,52
21112,-30,52
21125,-30,52
21138,-32,52
21151,-30,52
21164,-30,52
21177,-26,52
21190,-30,52
21203,-30,52
21216,-29,52
21229,-29,52
21242,-31,52
21255,-33,52
21268,-34,52
21281,-37,52
21294,-38,52
21307,-35,52
21320,-35,52
21333,-35,52
21346,-31,52
21359,-29,52
21372,-32,52
21385,-36,52
21398,-34,52
21411,-33,52
21424,-31,52
21437,-36,52
21450,-35,52
21463,-37,52
21476,-37,52
21489,-34,52
21502,-34,52
21515,-39,52
21528,-42,52
21541,-38,52
21554,-37,52
21567,-37,52
21580,-40,52
21593,-41,52
21606,-43,52
21619,-41,52
21632,-40,52
21645,-38,52
21658,-38,52
21671,-41,52
21684,-44,52
21697,-46,52
21710,-50,52
21723,-49,52
21736,-49,52
21749,-48,52
21762,-50,52
21775,-52,53
21788,-55,56
21801,-63,63
21814,-64,65
21827,-66,66
21840,-65,66
21853,-66,68
21866,-69,70
21879,-71,71
21892,-66,71
21905,-68,71
21918,-63,71
21931,-64,71
21944,-66,71
21957,-63,71
21970,-60,71
21983,-56,71
21996,-55,71
22009,-55,71
22022,-51,71
22035,-51,71
22048,-48,71
22061,-50,71
22074,-51,71
22087,-51,71
22100,-53,71
22113,-58,71
22126,-56,71
22139,-57,71
22152,-57,71
22165,-59,71
22178,-60,71
22191,-58,71
22204,-54,71
22217,-53,71
22230,-49,71
22243,-52,71
22256,-51,71
22269,-50,71
22282,-49,71
22295,-47,71
22308,-45,71
22321,-46,71
22334,-47,71
22347,-41,71
22360,-40,71
22373,-43,71
22386,-39,71
22399,-38,71
22412,-33,71
22425,-31,71
22438,-32,71
22451,-28,71
22464,-32,71
22477,-31,71
22490,-30,71
22503,-28,71
22516,-28,71
22529,-27,71
22542,-27,71
22555,-28,71
22568,-24,71
22581,-21,71
22594,-22,71
22607,-19,71
22620,-23,71
22633,-21,71
22646,-21,71
22659,-19,71
22672,-20,71
22685,-19,71
22698,-17,71
22711,-14,71
22724,-14,71
22737,-17,71
22750,-15,71
22763,-16,71
22776,-13,71
22789,-7,71
22802,-4,71
22815,-8,71
22828,-5,71
22841,-6,71
22854,-4,71
22867,-4,71
22880,-1,71
22893,-4,71
22906,-6,71
22919,-5,71
22932,-3,71
22945,-6,71
22958,-10,71
22971,-5,71
22984,-1,71
22997,0,71
23010,0,71
23023,-1,71
23036,0,71
23049,-4,71
23062,-1,71
23075,1,71
23088,1,71
23101,1,71
23114,0,71
23127,3,71
23140,-1,71
23153,-4,71
23166,-9,71
23179,-4,71
23192,-3,71
23205,1,71
23218,-4,71
23231,-6,71
23244,-7,71
23257,-7,71
23270,-11,71
23283,-10,71
23296,-9,71
23309,-6,71
23322,-7,71
23335,-12,71
23348,-13,71
23361,-14,71
23374,-15,71
23387,-13,71
23400,-13,71
23413,-10,71
23426,-9,71
23439,-12,71
23452,-14,71
23465,-14,71
23478,-14,71
23491,-15,71
23504,-12,71
23517,-11,71
23530,-6,71
23543,-7,71
23556,-7,71
23569,-4,71
23582,-2,71
23595,-3,71
23608,-2,71
23621,-3,71
23634,-3,71
23647,-5,71
23660,-3,71
23673,-6,71
23686,-5,71
23699,-4,71
23712,-4,71
23725,-2,71
23738,-2,71
23751,-2,71
23764,0,71
23777,6,71
23790,6,71
23803,5,71
23816,4,71
23829,3,71
23842,2,71
23855,2,71
23868,0,71
23881,4,71
23894,3,71
23907,5,71
23920,7,71
23933,8,71
23946,3,71
23959,1,71
23972,1,71
23985,4,71
23998,4,71
24011,1,71
24024,5,71
24037,0,71
24050,5,71
24063,8,71
24076,7,71
24089,4,71
24102,5,71
24115,3,71
24128,0,71
24141,1,71
24154,4,71
