N,R,runmax_absR
1,-1,1
2,-1,1
3,-1,1
4,0,1
5,-1,1
6,-1,1
7,-2,2
8,-1,2
9,0,2
10,0,2
11,-1,2
12,-1,2
13,-2,2
14,-2,2
15,-1,2
16,0,2
17,-1,2
18,-1,2
19,-1,2
20,0,2
21,0,2
22,0,2
23,-1,2
24,-2,2
