k,n,X,Mplus,Msm,B,E,C,C_minus_2E,R,absR_over_sqrtx,rhoA,rhoB,float_resid
7,2574,6630624,-66017,-32660,-33080.816228766445,-276.1837712335802,144.63245753289084,697.0000000000513,420.8162287664454,0.16342379048513456,0.968025478271406,0.9859911491572976,2.5579538487363607e-11
7,2634,6943224,-68476,-34214,-34350.07322141153,88.07322141160722,224.1464428230538,47.99999999983936,136.0732214115269,0.05164069495655431,0.9670690667243901,0.9854924563698975,8.031975085032173e-11
7,2694,7263024,-70726,-35637,-35622.04557729439,533.0455772944251,518.0911545887793,-548.0000000000709,-14.954422705610341,0.005548951293172694,0.9672068060084553,0.9856706010091424,3.54702933691442e-11
7,2754,7590024,-73736,-36954,-37113.21989507046,331.2198950702413,490.43979014092474,-171.99999999955787,159.21989507046237,0.057793069168502,0.965606327493522,0.9849578746462474,2.2106405594968237e-10
7,2814,7924224,-76723,-38426,-38597.13388829777,300.13388829769497,471.267776595545,-128.99999999984493,171.1338882977725,0.06079356983869281,0.9670964915379436,0.9856757291394347,7.753442332614213e-11
7,2874,8265624,-79379,-39754,-39954.644326955866,329.64432695578813,530.2886539117317,-128.9999999998446,200.64432695586584,0.06978933533674501,0.966996551710404,0.9856305174233227,7.770495358272456e-11
7,2934,8614224,-82469,-41341,-41465.752491663894,337.75249166404416,462.50498332778807,-213.00000000030025,124.75249166389403,0.04250511035944438,0.9679528144477061,0.9862779095744739,1.5012346921139397e-10
7,2994,8970024,-86138,-43293,-43263.60422234468,418.6042223445147,389.20844468935684,-447.9999999996726,-29.39577765532158,0.009814951350209608,0.964432077991159,0.9847275829670408,1.6370904631912708e-10
7,3054,9333024,-89541,-44952,-45007.674778684,418.6747786839992,474.3495573679975,-363.0000000000009,55.67477868399874,0.01822415111838787,0.963894112594582,0.9846013932483443,4.547473508864641e-13
7,3113,9696995,-92823,-46294,-46561.24724373175,32.247243731702156,299.4944874634966,235.0000000000923,267.2472437317483,0.08582121307374696,0.9646995488218929,0.98519108334118,4.615685611497611e-11
8,3114,9703224,-85690,-42689,-42924.16360936962,-76.83639063033866,158.3272187392431,311.9999999999204,235.16360936962155,0.07549393948232076,0.9871718219174986,0.9936833112619664,3.979039320256561e-11
8,3409,11628099,-103279,-52002,-51877.84562281333,600.8456228132789,476.6912456266582,-724.9999999998995,-124.1543771866709,0.03640890983144306,0.9862419395702081,0.9932187863222783,5.0249582272954285e-11
8,3704,13727024,-119523,-59759,-59926.06552250977,162.0655225097803,329.1310450195451,4.999999999984539,167.06552250977256,0.04509191055197051,0.9871272360699658,0.993671992810456,7.73070496506989e-12
8,3999,15999999,-136504,-67920,-68402.41960733592,-181.58039266385117,300.8392146718397,663.9999999995421,482.41960733591986,0.12060490560288332,0.9876855795791604,0.9939655687763118,2.2896529117133468e-10
8,4294,18447024,-157470,-78931,-79056.97439336892,517.9743933688608,643.9487867378339,-391.9999999998877,125.97439336891694,0.02933047655026958,0.9867508092738586,0.9935748513794024,5.616129783447832e-11
8,4589,21068099,-175740,-87991,-88222.43855971172,473.4385597115811,704.8771194234432,-241.99999999971897,231.4385597117216,0.050422345360425246,0.9875925008313255,0.9939480454498092,1.405169314239174e-10
8,4884,23863224,-195729,-97456,-97957.0145987996,-315.98540120009056,185.02919759918586,816.999999999367,501.01459879959293,0.1025618442778348,0.9879776287235335,0.9941835155238764,3.1650415621697903e-10
8,5179,26832399,-220517,-109929,-110445.41405445496,-142.58594554484625,373.8281089099182,658.9999999996107,516.4140544549591,0.09969383476407649,0.9874022039453593,0.9939285449206675,1.9463186617940664e-10
8,5474,29975624,-242834,-121977,-121791.80672323727,934.8067232369974,749.613446474541,-1119.9999999994538,-185.1932767627295,0.03382525659393499,0.9858810296510716,0.9931793795670592,2.730757842073217e-10
8,5769,33292899,-265170,-133235,-132847.02415210722,912.0241521072253,524.0483042144333,-1300.0000000000173,-387.97584789278335,0.06724018262036205,0.986910641138993,0.9937241497732774,8.640199666842818e-12
8,6064,36784224,-290538,-144257,-145270.57454473677,-1010.4254552631401,3.149089473532513,2023.9999999998126,1013.5745447367663,0.16711864113999433,0.9869523367016877,0.9938001557587309,9.367795428261161e-11
8,6359,40449599,-314093,-157541,-157597.6172060357,1045.6172060358767,1102.2344120714115,-989.000000000342,56.61720603570575,0.00890207653074757,0.9868052458661204,0.9937218448721744,1.709850039333105e-10
8,6654,44289024,-345601,-172603,-173151.91646916472,153.91646916463424,702.8329383294331,395.0000000001646,548.9164691647165,0.08248181447959389,0.9858650879466752,0.9933502429142046,8.230927051045e-11
8,6949,48302499,-372312,-186505,-186704.7221961681,897.7221961683872,1097.4443923361832,-698.0000000005912,199.7221961680916,0.02873700694036003,0.9850080112251156,0.9929199469572113,2.955857780762017e-10
8,7244,52490024,-396113,-198436,-198671.88043029726,994.8804302971062,1230.7608605945134,-758.999999999699,235.88043029725668,0.03255768565136838,0.9840632080176384,0.9926216357453537,1.5052137314341962e-10
8,7539,56851599,-426049,-212922,-213353.9645839824,226.96458398208006,658.9291679647868,205.00000000062664,431.9645839823934,0.057289733127512905,0.9843958221220068,0.9927830335163964,3.133209247607738e-10
8,7834,61387224,-459339,-228589,-229602.3087547596,-1147.691245240317,-134.38249048078433,2160.9999999998495,1013.3087547596078,0.12933104824671665,0.9841735435737957,0.9927364747925173,7.503331289626658e-11
8,8129,66096899,-492267,-245237,-246321.48758213257,-708.5124178671731,375.97516426513903,1792.9999999994852,1084.4875821325695,0.13339330754444528,0.9842536832340808,0.9928050351634149,2.573870006017387e-10
8,8424,70980624,-524096,-262933,-262595.56877934973,1432.568779349646,1095.137558699469,-1769.999999999823,-337.43122065026546,0.04005118374209974,0.9843310343076768,0.9927826323921879,8.844835974741727e-11
8,8719,76038399,-553921,-278506,-278015.96151578607,2600.9615157879743,2110.923031572136,-3091.0000000038126,-490.03848421393195,0.05619707424727537,0.9839900487502306,0.9926823178750839,1.9063008949160576e-09
8,9014,81270224,-588295,-294087,-294545.7382017248,337.7382017270322,796.4764034495456,120.99999999548118,458.7382017247728,0.05088610144726285,0.9850372554804432,0.9931398069378897,2.259412212879397e-09
8,9309,86676099,-620518,-310018,-310814.39961637824,314.39961637817737,1110.7992327564862,482.0000000001314,796.3996163782431,0.08554238678543032,0.9847641770598601,0.9931159770737338,6.571099220309407e-11
8,9604,92256024,-657080,-327236,-328504.38310044364,-1339.616899555208,-71.23379911272787,2607.999999997688,1268.383100443636,0.1320544619799992,0.9848696325980507,0.9931403938416733,1.1559677659533918e-09
8,9899,98009999,-694564,-347061,-347820.5963464882,317.5963464875731,1077.192692976445,442.00000000129876,759.5963464882225,0.07672690407710289,0.9849925544106457,0.9932833451971863,6.493792170658708e-10
8,10194,103938024,-735051,-367336,-367809.37762335414,94.37762335351908,567.755246708286,379.0000000012478,473.377623354143,0.0464323320874305,0.983948230988349,0.9928132059178166,6.239133654162288e-10
8,10489,110040099,-772047,-388283,-387510.6073507271,3746.6073507259557,2974.214701454155,-4518.999999997756,-772.3926492729224,0.0736313301031953,0.9833123307123688,0.9925422760600666,1.1214069672860205e-09
8,10784,116316224,-811138,-406200,-406425.73869247216,1487.7386924710754,1713.47738494433,-1261.9999999978209,225.73869247216498,0.020930801431852695,0.9837988047123214,0.9928055099753336,1.089574652723968e-09
8,11079,122766399,-851030,-424567,-425724.708002335,-738.2919976648157,419.41600466996897,1895.9999999996003,1157.7080023349845,0.10448628222473551,0.9840602947225927,0.9929657716927539,1.9986146071460098e-10
8,11374,129390624,-885543,-443683,-443971.0688463891,2111.0688463890765,2399.137692778255,-1822.9999999998981,288.06884638912743,0.02532473384635627,0.9834120044736357,0.9927571015317758,5.093170329928398e-11
8,11669,136188899,-927608,-462691,-463787.38085783547,-1129.619142165275,-33.23828432906885,2226.000000001481,1096.3808578354656,0.09394865997092432,0.9837199333263493,0.9929290524237835,7.4078343459405e-10
8,11964,143161224,-970312,-484229,-485269.4064191663,-813.5935808342017,226.81283833261114,1854.0000000010145,1040.4064191663056,0.0869541515085661,0.9838552338910814,0.9930039806719545,5.072706699138507e-10
8,12259,150307599,-1016538,-507642,-508800.28343112866,-95.7165688704199,1062.566862257314,1253.9999999981537,1158.283431128657,0.09447662601808322,0.9830075739027588,0.9927100955799534,9.231371222995222e-10
8,12554,157628024,-1063698,-531407,-532356.7859184279,65.78591842344554,1015.5718368557282,884.0000000088371,949.7859184278641,0.07565001365516595,0.9826382789275018,0.9925931892881699,4.418552634888329e-09
8,12849,165122499,-1109928,-554478,-555671.0747047892,221.07470479452377,1414.1494095784146,971.9999999893671,1193.0747047892073,0.09284628080948662,0.9825723292902167,0.9925802958293191,5.316451279213652e-09
8,13144,172791024,-1154227,-577860,-578113.7116514696,1746.7116514659297,2000.4233029391617,-1492.9999999926977,253.71165146958083,0.019301000548021172,0.9828380546500494,0.9926768151713594,3.6511664802674204e-09
8,13439,180633599,-1195558,-600339,-599557.6180926975,4338.618092700741,3557.236185394926,-5120.000000006556,-781.381907302537,0.05813853493046346,0.9822684081529003,0.9924608632827352,3.2778189051896334e-09
8,13734,188650224,-1241201,-622448,-622069.5117956706,3316.511795669507,2938.023591341218,-3694.9999999977963,-378.488204329391,0.027556476544050895,0.9822749829991113,0.9924904895924541,1.1018528311979026e-09
8,14029,196840899,-1289888,-645508,-645936.1360923338,1556.1360923250322,1984.2721846676432,-1127.9999999824213,428.1360923338216,0.030515758618769758,0.9826055340781142,0.9926313788291007,8.789356797933578e-09
8,14324,205205624,-1339795,-669180,-670395.9459791783,-219.0540208233997,996.8919583566021,1435.0000000034015,1215.945979178301,0.08488279107441893,0.9827041432988693,0.9926817252772382,1.7007550923153758e-09
8,14619,213744399,-1388508,-692679,-694407.5562799354,-1421.4437200708019,307.11255987081677,3150.0000000124205,1728.5562799354084,0.11823230396572645,0.9829340759490245,0.9928116807484962,6.2104845710564405e-09
8,14914,222457224,-1438694,-717256,-719100.0484541833,-2337.9515458170217,-493.90309163345955,4182.000000000584,1844.0484541832702,0.12363717454428401,0.983068733671136,0.9928901092134995,2.9194779926910996e-10
8,14935,223084095,-1441818,-719188,-720967.1439850983,-1662.8560149010477,116.28797019668855,3441.999999998784,1779.1439850983443,0.1191178353699754,0.9830880539059932,0.9928888812304206,6.079972081352025e-10
