k,n,X,E,telescope_resid,argmax_E0,max_bnd,max_bnd_over_sqrtx,E0_x14,bnd_x14,bnd_x14_over_sqrtx
6,511,262143,17.838809262548352,1.2505552149377763e-12,8,39.43925587077865,0.07702994354571217,23,20.767962770854865,0.04056250465373749
6,524,275624,25.50523316032229,6.252776074688882e-13,8,53.98715968391389,0.10283287165727802,23,27.319546279951737,0.052037325408293755
6,537,289443,-20.65491646076495,2.2737367544323206e-13,8,54.678663614836296,0.10163337931176833,23,30.221071475074496,0.05617309234311476
6,550,303600,-72.3649004274441,1.4210854715202004e-13,32,42.053522027014424,0.07632230723242014,23,21.463849985308116,0.038954419844238766
6,563,318095,-20.641103195958465,1.1368683772161603e-13,8,35.24777295984768,0.06249614958205524,24,20.916378265619187,0.037085835360210366
6,576,332928,101.10803634260068,4.547473508864641e-13,32,41.24900873737079,0.07148885734171086,24,22.31038690541618,0.03866623988165523
6,589,348099,200.68825958533748,1.9895196601282805e-13,8,49.17601159725655,0.08334929191915327,24,19.632080834918725,0.033274761074388204
6,602,363608,123.61210500229086,7.958078640513122e-13,8,52.733008614060964,0.08745121248350582,25,24.415671313682196,0.04049038953204968
6,615,379455,19.068376686332783,7.673861546209082e-13,32,48.62883342319492,0.07894301542266241,25,31.93531489111774,0.05184311196687255
6,628,395640,99.95412224758641,4.831690603168681e-13,32,54.21233172751181,0.08618823567514489,25,31.39236921020529,0.04990844019566979
6,641,412163,-20.31039364639176,5.400124791776761e-13,32,58.700279783085534,0.09143356852503592,25,19.19625089023566,0.029900738594126754
6,654,429024,-9.135555411436712,1.4495071809506044e-12,8,56.5203277564342,0.08629067729346353,26,8.423515200656084,0.012860343538500673
6,667,446223,69.00825058417283,1.1937117960769683e-12,8,52.67790079359111,0.0788592212874063,26,13.140014656814628,0.019670702665273525
6,680,463760,-139.11190337479957,1.0231815394945443e-12,8,50.395310416384746,0.07400200403781253,26,15.929364554900985,0.023391162597706953
6,693,481635,57.47608100478567,1.2221335055073723e-12,32,64.28780052917136,0.0926338145075871,26,15.68583711856877,0.02260209423992333
6,706,499848,44.47932220198055,9.947598300641403e-13,8,65.00115972872663,0.09193949752421528,27,15.013797240608483,0.02123594378919914
6,713,509795,107.3247258394045,1.0231815394945443e-12,8,51.109994265694695,0.07158269522921165,27,13.239434189627673,0.018542643101790237
7,714,511224,22.821273516827034,7.958078640513122e-13,8,38.7338420080232,0.054173258589425656,27,4.825614847606175,0.006749118275904355
7,774,600624,169.53674235370625,6.821210263296962e-13,8,54.022532141993,0.06970655111481314,28,15.190955433955878,0.019601249135391387
7,834,697224,-65.99904805205301,1.5916157281026244e-12,8,59.24227642092228,0.07094888491652664,29,14.332658553368674,0.01716487285238244
7,894,801024,102.11947496664584,1.0231815394945443e-12,8,73.34832454444768,0.08195348640059506,30,42.90796465451922,0.047941889874532156
7,954,912024,192.60109475771463,8.355982572538778e-12,32,70.75027200803561,0.074084095073854,31,67.78209854163651,0.0709760583265829
7,1014,1030224,47.87616536374588,9.890754881780595e-12,8,77.9977306572473,0.0768450921300312,32,74.92382980025104,0.07381661690948309
7,1074,1155624,-51.47428795039508,8.526512829121202e-12,8,68.38558659884438,0.06361452668558394,33,30.861786939117792,0.028708651434401686
7,1134,1288224,239.2569154701651,8.29913915367797e-12,32,75.76096842080187,0.06674977782026083,34,26.66537662285191,0.02349373301543263
7,1194,1428024,57.65910130500953,9.208633855450898e-12,8,57.20291134042054,0.04786856181515565,35,17.48492725986989,0.01463174341584882
7,1254,1575024,91.56225376168834,1.0629719326971099e-11,8,93.86890760058668,0.07479596605560246,35,16.298198023357145,0.01298661609347299
7,1314,1729224,-72.01900718103002,3.581135388230905e-12,8,75.27968150359811,0.05724692263915741,36,20.760681168226256,0.01578759480693147
7,1374,1890624,76.79541519860345,1.3983481039758772e-11,8,66.42316655243485,0.048307770268290244,37,41.24811109836446,0.029998634186880112
7,1434,2059224,222.28157465850097,1.2221335055073723e-11,32,82.03107741701024,0.05716452775955859,38,22.58785390223784,0.0157406685622244
7,1494,2235024,191.33601685787443,1.1709744285326451e-11,32,93.011407756283,0.062215002383932065,39,-0.0,0.0
7,1554,2418024,-58.4091321663081,9.890754881780595e-12,32,107.91985073292017,0.06940184761969719,39,-0.0,0.0
7,1614,2608224,-46.699828899081865,1.8530954548623413e-11,32,119.12074334253703,0.0737589883455971,40,-0.0,0.0
7,1674,2805624,-81.63666401510096,2.063416104647331e-11,8,141.5155656875868,0.08448691994481501,41,26.772371487774762,0.015983508214311444
7,1734,3010224,22.896829045759773,2.029310053330846e-11,32,115.64370385472284,0.06665344268772874,42,69.30755081059397,0.039946721799780115
7,1794,3222024,516.5231888392693,1.9554136088117957e-11,4,91.18013921750389,0.05079674282284988,42,43.50534505097312,0.024236964792321628
7,1854,3441024,428.428745988975,2.029310053330846e-11,8,135.526009947047,0.07305985425322453,43,65.9145507209796,0.03553345568664753
