n,X,H,q,A_q,P_q=(Q/q)A_q,abs_P_q
5,35,1.9999999889110778,693,4.457746639312654e-07,0.5800865701737558,0.5800865701737558
5,35,1.9999999889110778,700,3.326676612771796e-07,0.42857142334379383,0.42857142334379383
5,35,1.9999999889110778,715,8.372136219671278e-07,1.0559440528422595,1.0559440528422595
5,35,1.9999999889110778,726,6.342863429587474e-07,0.787878780906208,0.787878780906208
5,35,1.9999999889110778,735,1.0944766136154974e-06,1.3428571363093984,1.3428571363093984
5,35,1.9999999889110778,770,4.7460586467388503e-07,0.5558441505301139,0.5558441505301139
5,35,1.9999999889110778,780,1.6633383090911102e-07,0.19230769027472325,0.19230769027472325
5,35,1.9999999889110778,819,8.18362448073564e-07,0.9010988915738013,0.9010988915738013
5,35,1.9999999889110778,825,1.6910606277543443e-06,1.8484848437132517,1.8484848437132517
5,35,1.9999999889110778,845,9.081827254853506e-07,0.9692307682924758,0.9692307682924758
5,35,1.9999999889110778,847,1.500331164506483e-06,1.5974025908500524,1.5974025908500524
5,35,1.9999999889110778,858,7.795512225722799e-07,0.8193473124845948,0.8193473124845948
5,35,1.9999999889110778,882,4.4244798547034177e-07,0.45238094274415097,0.45238094274415097
5,35,1.9999999889110778,900,7.318688563591439e-07,0.7333333259407185,0.7333333259407185
5,35,1.9999999889110778,910,1.0623187390169632e-06,1.0527472471784205,1.0527472471784205
5,35,1.9999999889110778,924,6.409396962961883e-07,0.6255411200926725,0.6255411200926725
5,35,1.9999999889110778,975,1.1754257466388026e-06,1.087179483284148,1.087179483284148
5,35,1.9999999889110778,980,6.830776027115317e-07,0.6285714254031651,0.6285714254031651
5,35,1.9999999889110778,990,1.729871796845804e-07,0.15757575184648112,0.15757575184648112
5,35,1.9999999889110778,1001,1.2064747273595368e-06,1.0869130818782067,1.0869130818782067
5,35,1.9999999889110778,1014,1.1244166968432842e-06,0.9999999893375748,0.9999999893375748
5,35,1.9999999889110778,1050,6.209796347652575e-07,0.5333333271552195,0.5333333271552195
5,35,1.9999999889110778,1078,7.451755625175763e-07,0.6233766168240784,0.6233766168240784
5,35,1.9999999889110778,1089,1.2075836162388423e-06,0.9999999926073853,0.9999999926073853
5,35,1.9999999889110778,1092,5.677528125908119e-07,0.46886446645780716,0.46886446645780716
5,35,1.9999999889110778,1100,1.3306706484287516e-06,1.0909090803242107,1.0909090803242107
5,35,1.9999999889110778,1155,1.4215998141296153e-06,1.109956702876121,1.109956702876121
5,35,1.9999999889110778,1170,4.6573472619383324e-07,0.35897435490842083,0.35897435490842083
5,35,1.9999999889110778,1183,1.2541570955155071e-06,0.956043953911471,0.956043953911471
5,35,1.9999999889110778,1210,7.806601137448676e-07,0.5818181761729123,0.5818181761729123
5,35,1.9999999889110778,1225,9.702806851807274e-07,0.7142857103253849,0.7142857103253849
5,35,1.9999999889110778,1260,1.1310700559415978e-06,0.8095238050882406,0.8095238050882406
5,35,1.9999999889110778,1274,1.3040572376550874e-06,0.9230769156741536,0.9230769156741536
5,35,1.9999999889110778,1287,1.3173639441762641e-06,0.9230769156843083,0.9230769156843083
5,35,1.9999999889110778,1300,8.760248444865301e-07,0.6076923024463945,0.6076923024463945
5,35,1.9999999889110778,1365,1.190950233168835e-06,0.7868131810453225,0.7868131810453225
5,35,1.9999999889110778,1386,9.647362244361103e-07,0.6277056244293553,0.6277056244293553
5,35,1.9999999889110778,1430,1.001329662427723e-06,0.631468525016795,0.631468525016795
5,35,1.9999999889110778,1452,9.270338883859153e-07,0.5757575722292824,0.5757575722292824
5,35,1.9999999889110778,1470,2.0958062425477736e-07,0.12857142556157827,0.12857142556157827
5,35,1.9999999889110778,1521,2.0325994227282684e-06,1.2051281977355903,1.2051281977355903
5,35,1.9999999889110778,1540,1.5746269357508552e-06,0.9220779141716646,0.9220779141716646
5,35,1.9999999889110778,1573,2.8054972960455187e-06,1.6083915998228957,1.6083915998228957
5,35,1.9999999889110778,1575,1.1310700499655379e-06,0.647619040648868,0.647619040648868
5,35,1.9999999889110778,1617,2.1734287324377685e-06,1.2121212040805434,1.2121212040805434
5,35,1.9999999889110778,1638,9.44776160163078e-07,0.5201465149777826,0.5201465149777826
5,35,1.9999999889110778,1650,8.372136153885433e-07,0.4575757526361468,0.4575757526361468
5,35,1.9999999889110778,1690,1.8596122318785391e-06,0.9923076830527072,0.9923076830527072
5,35,1.9999999889110778,1694,1.4027486463658168e-06,0.7467532418928425,0.7467532418928425
5,35,1.9999999889110778,1716,9.447761626285102e-07,0.4965034928653478,0.4965034928653478
5,35,1.9999999889110778,1764,1.490351132437597e-06,0.7619047576804105,0.7619047576804105
5,35,1.9999999889110778,1815,2.207804395597318e-06,1.0969696919964833,1.0969696919964833
5,35,1.9999999889110778,1820,1.062318738660367e-06,0.5263736234125186,0.5263736234125186
5,35,1.9999999889110778,1859,2.6813013736482905e-06,1.3006992963567858,1.3006992963567858
5,35,1.9999999889110778,1911,2.747834901378644e-06,1.2967032899605822,1.2967032899605822
5,35,1.9999999889110778,1925,2.0902618145362255e-06,0.9792207717321565,0.9792207717321565
5,35,1.9999999889110778,1950,1.0756254464234823e-06,0.4974358952038964,0.4974358952038964
5,35,1.9999999889110778,1980,1.1842968825058652e-06,0.5393939366217089,0.5393939366217089
5,35,1.9999999889110778,2002,1.9183835245240695e-06,0.8641358586218671,0.8641358586218671
5,35,1.9999999889110778,2028,1.3262350839966257e-06,0.5897435859761995,0.5897435859761995
5,35,1.9999999889110778,2100,1.2641371201573555e-06,0.542857139372053,0.542857139372053
5,35,1.9999999889110778,2145,2.123528585145988e-06,0.8927738877670764,0.8927738877670764
5,35,1.9999999889110778,2156,2.126855258128857e-06,0.8896103830938477,0.8896103830938477
5,35,1.9999999889110778,2178,1.4271442782004137e-06,0.5909090883888813,0.5909090883888813
5,35,1.9999999889110778,2205,1.6766450197315873e-06,0.6857142801698246,0.6857142801698246
5,35,1.9999999889110778,2275,2.295406878084692e-06,0.9098901048452596,0.9098901048452596
5,35,1.9999999889110778,2310,8.427580765327939e-07,0.32900432549763736,0.32900432549763736
5,35,1.9999999889110778,2340,1.4836977792415649e-06,0.5717948686530105,0.5717948686530105
5,35,1.9999999889110778,2366,2.7533793552557107e-06,1.049450541255714,1.049450541255714
5,35,1.9999999889110778,2420,2.3907716061211424e-06,0.890909085163013,0.890909085163013
5,35,1.9999999889110778,2450,2.289862414874643e-06,0.8428571373918884,0.8428571373918884
5,35,1.9999999889110778,2475,2.178973184796227e-06,0.7939393855050926,0.7939393855050926
5,35,1.9999999889110778,2535,2.940782137743218e-06,1.0461538376807722,1.0461538376807722
5,35,1.9999999889110778,2541,2.6347278910577406e-06,0.9350649285363921,0.9350649285363921
5,35,1.9999999889110778,2548,2.328673643486921e-06,0.8241758192711086,0.8241758192711086
5,35,1.9999999889110778,2574,1.3373240064572766e-06,0.46853146566230686,0.46853146566230686
5,35,1.9999999889110778,2695,3.306716567865624e-06,1.1064934979391952,1.1064934979391952
5,35,1.9999999889110778,2730,1.0201808336222226e-06,0.3369963347704288,0.3369963347704288
5,35,1.9999999889110778,2772,1.889552328736907e-06,0.6147186113463343,0.6147186113463343
5,35,1.9999999889110778,2860,2.4151672343467403e-06,0.7615384564980424,0.7615384564980424
5,35,1.9999999889110778,2925,3.077175883321854e-06,0.9487179422351942,0.9487179422351942
5,35,1.9999999889110778,2940,1.6455960393981905e-06,0.5047619011448039,0.5047619011448039
5,35,1.9999999889110778,3003,3.128184922462525e-06,0.9393939322154963,0.9393939322154963
5,35,1.9999999889110778,3025,5.062092941718339e-06,1.5090908994133043,1.5090908994133043
5,35,1.9999999889110778,3042,1.859612236274509e-06,0.5512820474435782,0.5512820474435782
5,35,1.9999999889110778,3146,3.195827351294825e-06,0.9160839102486615,0.9160839102486615
5,35,1.9999999889110778,3150,2.062539516592458e-06,0.5904761880471885,0.5904761880471885
5,35,1.9999999889110778,3185,4.253710519915899e-06,1.2043955966089877,1.2043955966089877
5,35,1.9999999889110778,3234,2.0026593328788595e-06,0.55844155497327,0.55844155497327
5,35,1.9999999889110778,3276,2.2954068777895778e-06,0.6318681282835261,0.6318681282835261
5,35,1.9999999889110778,3300,1.3306706561754958e-06,0.36363636222504625,0.36363636222504625
5,35,1.9999999889110778,3380,2.6524701699114927e-06,0.7076923036832359,0.7076923036832359
5,35,1.9999999889110778,3388,3.049453579020838e-06,0.8116883063958715,0.8116883063958715
5,35,1.9999999889110778,3465,2.880901962581779e-06,0.7497835447815338,0.7497835447815338
5,35,1.9999999889110778,3549,4.670653987894e-06,1.1868131783238653,1.1868131783238653
5,35,1.9999999889110778,3575,5.50010536531421e-06,1.3874125786112401,1.3874125786112401
5,35,1.9999999889110778,3630,1.744287446264457e-06,0.43333333027547905,0.43333333027547905
5,35,1.9999999889110778,3675,4.269235012858514e-06,1.047619041335325,1.047619041335325
5,35,1.9999999889110778,3718,4.094030037364179e-06,0.9930069855626816,0.9930069855626816
5,35,1.9999999889110778,3822,2.0026593324054473e-06,0.47252746948106533,0.47252746948106533
5,35,1.9999999889110778,3850,3.321132173754952e-06,0.7779220735873175,0.7779220735873175
5,35,1.9999999889110778,3900,2.3175847217025736e-06,0.5358974327840077,0.5358974327840077
5,35,1.9999999889110778,4004,3.4442192043094374e-06,0.7757242702905931,0.7757242702905931
5,35,1.9999999889110778,4095,3.6726510077575357e-06,0.8087912049283644,0.8087912049283644
5,35,1.9999999889110778,4225,6.7753314130905644e-06,1.4461538381357024,1.4461538381357024
5,35,1.9999999889110778,4235,6.001324642809113e-06,1.2779220694397726,1.2779220694397726
5,35,1.9999999889110778,4290,2.0259460701900945e-06,0.4258741234146598,0.4258741234146598
5,35,1.9999999889110778,4356,2.9274754391224906e-06,0.6060606027843336,0.6060606027843336
5,35,1.9999999889110778,4410,2.7012614364519007e-06,0.5523809511400491,0.5523809511400491
5,35,1.9999999889110778,4550,3.5484550755723577e-06,0.7032966990682901,0.7032966990682901
5,35,1.9999999889110778,4620,1.7320896378326038e-06,0.3380952368567351,0.3380952368567351
5,35,1.9999999889110778,4719,5.720774917593768e-06,1.093240086752169,1.093240086752169
5,35,1.9999999889110778,4732,4.180523636745417e-06,0.7967032920727578,0.7967032920727578
5,35,1.9999999889110778,4851,5.379236116317929e-06,0.999999994023503,0.999999994023503
5,35,1.9999999889110778,4900,3.881122739431785e-06,0.7142857100877652,0.7142857100877652
5,35,1.9999999889110778,4950,3.1437094281011933e-06,0.5727272710303316,0.5727272710303316
5,35,1.9999999889110778,5005,6.5058706001667316e-06,1.1722277647380417,1.1722277647380417
5,35,1.9999999889110778,5070,2.335327004257548e-06,0.41538461424729,0.41538461424729
5,35,1.9999999889110778,5082,2.951871069942633e-06,0.5238095213613202,0.5238095213613202
5,35,1.9999999889110778,5148,3.200262922889615e-06,0.5606060575171884,0.5606060575171884
5,35,1.9999999889110778,5390,3.7569268167209985e-06,0.6285714257055902,0.6285714257055902
5,35,1.9999999889110778,5445,5.745170543612158e-06,0.9515151454330457,0.9515151454330457
5,35,1.9999999889110778,5460,2.9696133409266765e-06,0.49047618745415456,0.49047618745415456
5,35,1.9999999889110778,5577,7.3952021501230945e-06,1.1958041876749044,1.1958041876749044
5,35,1.9999999889110778,5733,6.496999465646127e-06,1.0219780159461358,1.0219780159461358
5,35,1.9999999889110778,5775,5.062092939166832e-06,0.7904761850085358,0.7904761850085358
5,35,1.9999999889110778,5850,3.3100432527452787e-06,0.5102564075836957,0.5102564075836957
5,35,1.9999999889110778,5915,8.980918017876622e-06,1.36923076100547,1.36923076100547
5,35,1.9999999889110778,5929,1.0246164032194596e-05,1.558441549296798,1.558441549296798
5,35,1.9999999889110778,6006,3.101571518322779e-06,0.4657009634761653,0.4657009634761653
5,35,1.9999999889110778,6050,5.184071091761232e-06,0.7727272687957458,0.7727272687957458
5,35,1.9999999889110778,6084,4.238186032869417e-06,0.6282051247220694,0.6282051247220694
5,35,1.9999999889110778,6292,5.806159619986211e-06,0.8321678275345238,0.8321678275345238
5,35,1.9999999889110778,6300,2.994008974734849e-06,0.4285714266704705,0.4285714266704705
5,35,1.9999999889110778,6370,4.1295145993569856e-06,0.5846153818309684,0.5846153818309684
5,35,1.9999999889110778,6435,6.350625692824949e-06,0.8899766845924884,0.8899766845924884
5,35,1.9999999889110778,6468,3.5551084319654586e-06,0.4956709931267841,0.4956709931267841
5,35,1.9999999889110778,6825,6.819687097313704e-06,0.9010988955422544,0.9010988955422544
5,35,1.9999999889110778,6930,3.692611073561472e-06,0.4805194790025544,0.4805194790025544
5,35,1.9999999889110778,7007,1.1270780433980908e-05,1.4505494418533427,1.4505494418533427
5,35,1.9999999889110778,7098,3.517406101061315e-06,0.4468864451398401,0.4468864451398401
5,35,1.9999999889110778,7150,5.555549983150853e-06,0.7006992971748846,0.7006992971748846
5,35,1.9999999889110778,7260,3.464179271718057e-06,0.43030302823645844,0.43030302823645844
5,35,1.9999999889110778,7350,3.648255380368094e-06,0.44761904563888294,0.44761904563888294
5,35,1.9999999889110778,7436,6.948318596986668e-06,0.8426573378495582,0.8426573378495582
5,35,1.9999999889110778,7605,8.346631678176427e-06,0.9897435843981606,0.9897435843981606
5,35,1.9999999889110778,7623,9.038580419269639e-06,1.0692640635995982,1.0692640635995982
5,35,1.9999999889110778,7644,4.471053395935593e-06,0.5274725243855015,0.5274725243855015
5,35,1.9999999889110778,7700,5.034370645065696e-06,0.589610386838159,0.589610386838159
5,35,1.9999999889110778,7865,1.2014847108061849e-05,1.3776223694103715,1.3776223694103715
5,35,1.9999999889110778,8085,7.102454618105172e-06,0.7922077881034508,0.7922077881034508
5,35,1.9999999889110778,8190,4.145039093271018e-06,0.4564102545600718,0.4564102545600718
5,35,1.9999999889110778,8281,1.4732741923784164e-05,1.6043955955000955,1.6043955955000955
5,35,1.9999999889110778,8450,6.9194874014023965e-06,0.7384615344524667,0.7384615344524667
5,35,1.9999999889110778,8470,6.220885310992673e-06,0.6623376590613899,0.6623376590613899
5,35,1.9999999889110778,8580,4.078505557800068e-06,0.4286713266525762,0.4286713266525762
5,35,1.9999999889110778,8820,4.098465614203392e-06,0.4190476167242258,0.4190476167242258
5,35,1.9999999889110778,9009,9.9767032344261e-06,0.9986679937660525,0.9986679937660525
5,35,1.9999999889110778,9075,9.209349814924435e-06,0.9151515098086709,0.9151515098086709
5,35,1.9999999889110778,9100,6.730975726039248e-06,0.6670329634747635,0.6670329634747635
5,35,1.9999999889110778,9295,1.4473261140346968e-05,1.4041957958364628,1.4041957958364628
5,35,1.9999999889110778,9438,5.550005523088688e-06,0.5303030277311241,0.5303030277311241
5,35,1.9999999889110778,9555,8.390987364711293e-06,0.7919413874814518,0.7919413874814518
5,35,1.9999999889110778,9702,5.705250435834746e-06,0.5303030280108397,0.5303030280108397
5,35,1.9999999889110778,9900,5.123082021074274e-06,0.46666666438167664,0.46666666438167664
5,35,1.9999999889110778,10010,6.170985162213026e-06,0.5559440532637715,0.5559440532637715
5,35,1.9999999889110778,10140,5.737408303319802e-06,0.5102564074557466,0.5102564074557466
5,35,1.9999999889110778,10164,5.7329727375350695e-06,0.5086580061377991,0.5086580061377991
5,35,1.9999999889110778,10647,1.2498324118538305e-05,1.0586080528401944,1.0586080528401944
5,35,1.9999999889110778,10725,9.985574360763437e-06,0.8396270345504329,0.8396270345504329
5,35,1.9999999889110778,10780,7.343084227943917e-06,0.6142857110886484,0.6142857110886484
5,35,1.9999999889110778,10890,6.257478755532129e-06,0.5181818157456156,0.5181818157456156
5,35,1.9999999889110778,11011,1.7686830771657556e-05,1.4485514401987538,1.4485514401987538
5,35,1.9999999889110778,11025,1.1526934541883727e-05,0.9428571377879212,0.9428571377879212
5,35,1.9999999889110778,11154,6.328447859314725e-06,0.5116550094255955,0.5116550094255955
5,35,1.9999999889110778,11466,6.823013785162945e-06,0.5366300342030655,0.5366300342030655
5,35,1.9999999889110778,11550,5.294960319042213e-06,0.4134199117901779,0.4134199117901779
5,35,1.9999999889110778,11700,6.1876185442439855e-06,0.4769230745346937,0.4769230745346937
5,35,1.9999999889110778,11830,7.625851746448251e-06,0.5813186786317501,0.5813186786317501
5,35,1.9999999889110778,11858,1.04169334365737e-05,0.79220778785143,0.79220778785143
5,35,1.9999999889110778,12012,6.336210100430942e-06,0.47569097328985294,0.47569097328985294
5,35,1.9999999889110778,12100,9.270338891298487e-06,0.6909090872295849,0.6909090872295849
5,35,1.9999999889110778,12675,1.3983130788718824e-05,0.9948717893557669,0.9948717893557669
5,35,1.9999999889110778,12705,1.1453747655061207e-05,0.8129870085562445,0.8129870085562445
5,35,1.9999999889110778,12740,9.00420475813285e-06,0.6373626338044338,0.6373626338044338
5,35,1.9999999889110778,12870,6.962734204824979e-06,0.48787878573208626,0.48787878573208626
5,35,1.9999999889110778,13013,2.1738722910980255e-05,1.5064934977309317,1.5064934977309317
5,35,1.9999999889110778,13475,1.9522047385836232e-05,1.3064934992497041,1.3064934992497041
5,35,1.9999999889110778,13650,6.298507765038604e-06,0.4161172140050405,0.4161172140050405
5,35,1.9999999889110778,13860,5.894870996572721e-06,0.38354978139200413,0.38354978139200413
5,35,1.9999999889110778,14014,1.116210900602031e-05,0.7182817145374069,0.7182817145374069
5,35,1.9999999889110778,14157,1.7821006735419765e-05,1.135198129046239,1.135198129046239
5,35,1.9999999889110778,14196,8.361047276847756e-06,0.5311355282617537,0.5311355282617537
5,35,1.9999999889110778,14300,1.0345964339289762e-05,0.6524475491286302,0.6524475491286302
5,35,1.9999999889110778,14700,7.296510753850193e-06,0.4476190452164478,0.4476190452164478
