type,m,b,gcd,H_or_m,abs_S,sqrt_2gm,ratio
complete,441,11,1,441,20.999999999999986,29.698484809834994,0.9999999999999993
complete,441,12,3,441,36.37306695894651,51.43928459844674,1.7320508075688814
complete,441,13,1,441,20.999999999999964,29.698484809834994,0.9999999999999983
complete,441,14,7,441,55.56077753235651,78.57480512225277,2.6457513110645956
complete,441,15,3,441,36.37306695894668,51.43928459844674,1.7320508075688896
complete,441,16,1,441,20.999999999999623,29.698484809834994,0.999999999999982
complete,441,17,1,441,21.000000000000064,29.698484809834994,1.000000000000003
complete,441,18,9,441,62.99999999999977,89.09545442950498,2.9999999999999893
complete,441,19,1,441,20.999999999999694,29.698484809834994,0.9999999999999855
complete,441,20,1,441,20.999999999999794,29.698484809834994,0.9999999999999902
complete,441,21,21,441,96.23408959407253,136.09555466656508,4.5825756949558345
complete,441,22,1,441,20.999999999999652,29.698484809834994,0.9999999999999835
complete,441,23,1,441,20.999999999999957,29.698484809834994,0.999999999999998
