type,m,b,gcd,H_or_m,abs_S,sqrt_2gm,ratio
complete,441,24,3,441,36.37306695894648,51.43928459844674,1.73205080756888
complete,441,25,1,441,21.000000000000117,29.698484809834994,1.0000000000000056
complete,441,26,1,441,21.000000000000053,29.698484809834994,1.0000000000000024
complete,441,27,9,441,63.00000000000013,89.09545442950498,3.000000000000006
complete,441,28,7,441,55.56077753235647,78.57480512225277,2.645751311064594
complete,441,29,1,441,20.99999999999997,29.698484809834994,0.9999999999999987
complete,441,30,3,441,36.37306695894627,51.43928459844674,1.7320508075688699
complete,441,31,1,441,20.999999999999737,29.698484809834994,0.9999999999999875
complete,441,32,1,441,21.00000000000015,29.698484809834994,1.000000000000007
complete,441,33,3,441,36.37306695894646,51.43928459844674,1.732050807568879
complete,441,34,1,441,20.999999999999783,29.698484809834994,0.9999999999999897
complete,441,35,7,441,55.5607775323559,78.57480512225277,2.6457513110645667
complete,441,36,9,441,62.99999999999973,89.09545442950498,2.999999999999987
complete,441,37,1,441,20.999999999999932,29.698484809834994,0.9999999999999968
complete,441,38,1,441,21.00000000000025,29.698484809834994,1.0000000000000118
complete,441,39,3,441,36.373066958946325,51.43928459844674,1.7320508075688725
complete,441,40,1,441,20.999999999999748,29.698484809834994,0.999999999999988
complete,441,41,1,441,20.99999999999969,29.698484809834994,0.9999999999999852
complete,441,42,21,441,96.2340895940728,136.09555466656508,4.582575694955848
complete,441,43,1,441,21.000000000000483,29.698484809834994,1.000000000000023
complete,441,44,1,441,21.00000000000034,29.698484809834994,1.0000000000000162
complete,441,45,9,441,62.999999999999645,89.09545442950498,2.999999999999983
complete,441,46,1,441,21.000000000000497,29.698484809834994,1.0000000000000238
complete,441,47,1,441,21.000000000000494,29.698484809834994,1.0000000000000235
complete,441,48,3,441,36.37306695894695,51.43928459844674,1.7320508075689023
complete,441,49,49,441,146.99999999999986,207.88939366884497,6.999999999999993
complete,441,50,1,441,21.000000000000323,29.698484809834994,1.0000000000000153
complete,441,51,3,441,36.373066958946865,51.43928459844674,1.7320508075688983
complete,441,52,1,441,21.000000000000405,29.698484809834994,1.0000000000000193
complete,441,53,1,441,20.99999999999936,29.698484809834994,0.9999999999999696
complete,441,54,9,441,63.000000000000234,89.09545442950498,3.000000000000011
complete,441,55,1,441,20.99999999999997,29.698484809834994,0.9999999999999987
complete,441,56,7,441,55.5607775323558,78.57480512225277,2.645751311064562
complete,441,57,3,441,36.37306695894664,51.43928459844674,1.7320508075688874
complete,441,58,1,441,21.000000000000703,29.698484809834994,1.0000000000000335
complete,441,59,1,441,21.000000000000085,29.698484809834994,1.000000000000004
complete,441,60,3,441,36.37306695894714,51.43928459844674,1.7320508075689116
complete,441,61,1,441,21.000000000000675,29.698484809834994,1.0000000000000322
complete,441,62,1,441,20.999999999999417,29.698484809834994,0.9999999999999722
complete,441,63,63,441,166.68233259706864,235.7244153667583,7.937253933193745
complete,441,64,1,441,21.000000000000664,29.698484809834994,1.0000000000000315
complete,441,65,1,441,20.999999999999694,29.698484809834994,0.9999999999999855
complete,441,66,3,441,36.373066958946595,51.43928459844674,1.7320508075688854
complete,441,67,1,441,20.999999999999883,29.698484809834994,0.9999999999999944
complete,441,68,1,441,20.999999999999083,29.698484809834994,0.9999999999999564
complete,441,69,3,441,36.373066958947014,51.43928459844674,1.7320508075689054
complete,441,70,7,441,55.56077753235609,78.57480512225277,2.6457513110645756
complete,441,71,1,441,21.0,29.698484809834994,1.0
complete,441,72,9,441,62.99999999999938,89.09545442950498,2.9999999999999707
complete,441,73,1,441,20.99999999999889,29.698484809834994,0.9999999999999473
complete,441,74,1,441,20.999999999999975,29.698484809834994,0.9999999999999988
complete,441,75,3,441,36.37306695894701,51.43928459844674,1.7320508075689052
complete,441,76,1,441,21.000000000000608,29.698484809834994,1.0000000000000289
complete,441,77,7,441,55.560777532356965,78.57480512225277,2.6457513110646174
complete,441,78,3,441,36.37306695894658,51.43928459844674,1.7320508075688847
complete,441,79,1,441,20.99999999999996,29.698484809834994,0.9999999999999981
complete,441,80,1,441,21.00000000000012,29.698484809834994,1.0000000000000058
complete,441,81,9,441,62.99999999999973,89.09545442950498,2.999999999999987
complete,441,82,1,441,21.000000000000718,29.698484809834994,1.0000000000000342
complete,441,83,1,441,21.0,29.698484809834994,1.0
complete,441,84,21,441,96.23408959407149,136.09555466656508,4.582575694955786
complete,441,85,1,441,21.000000000000174,29.698484809834994,1.0000000000000082
complete,441,86,1,441,21.000000000000057,29.698484809834994,1.0000000000000027
complete,441,87,3,441,36.37306695894569,51.43928459844674,1.7320508075688426
complete,441,88,1,441,21.00000000000013,29.698484809834994,1.0000000000000062
complete,441,89,1,441,20.999999999999652,29.698484809834994,0.9999999999999835
complete,441,90,9,441,62.999999999999844,89.09545442950498,2.9999999999999925
complete,441,91,7,441,55.56077753235538,78.57480512225277,2.645751311064542
complete,441,92,1,441,21.00000000000012,29.698484809834994,1.0000000000000058
complete,441,93,3,441,36.37306695894703,51.43928459844674,1.732050807568906
complete,441,94,1,441,21.000000000000632,29.698484809834994,1.0000000000000302
complete,441,95,1,441,20.99999999999975,29.698484809834994,0.9999999999999881
complete,441,96,3,441,36.37306695894636,51.43928459844674,1.7320508075688743
complete,441,97,1,441,21.000000000000956,29.698484809834994,1.0000000000000455
complete,441,98,49,441,147.00000000000006,207.88939366884497,7.000000000000003
complete,441,99,9,441,63.00000000000143,89.09545442950498,3.000000000000068
complete,441,100,1,441,20.999999999998984,29.698484809834994,0.9999999999999516
complete,441,101,1,441,21.000000000000245,29.698484809834994,1.0000000000000118
complete,441,102,3,441,36.373066958947305,51.43928459844674,1.7320508075689194
complete,441,103,1,441,20.999999999999684,29.698484809834994,0.9999999999999849
complete,441,104,1,441,21.00000000000059,29.698484809834994,1.000000000000028
complete,441,105,21,441,96.23408959407247,136.09555466656508,4.582575694955832
complete,441,106,1,441,21.000000000000163,29.698484809834994,1.0000000000000078
complete,441,107,1,441,20.999999999999716,29.698484809834994,0.9999999999999865
complete,441,108,9,441,62.99999999999922,89.09545442950498,2.9999999999999627
complete,441,109,1,441,21.000000000000384,29.698484809834994,1.0000000000000182
complete,441,110,1,441,20.999999999999297,29.698484809834994,0.9999999999999665
complete,441,111,3,441,36.37306695894642,51.43928459844674,1.732050807568877
complete,441,112,7,441,55.560777532357676,78.57480512225277,2.645751311064651
complete,441,113,1,441,21.00000000000074,29.698484809834994,1.000000000000035
complete,441,114,3,441,36.373066958946836,51.43928459844674,1.732050807568897
complete,441,115,1,441,20.999999999999517,29.698484809834994,0.999999999999977
complete,441,116,1,441,21.000000000001762,29.698484809834994,1.000000000000084
complete,441,117,9,441,63.00000000000024,89.09545442950498,3.0000000000000115
complete,441,118,1,441,20.999999999999098,29.698484809834994,0.999999999999957
complete,441,119,7,441,55.560777532355885,78.57480512225277,2.645751311064566
complete,441,120,3,441,36.3730669589454,51.43928459844674,1.7320508075688286
complete,441,121,1,441,21.000000000000732,29.698484809834994,1.0000000000000349
complete,441,122,1,441,20.9999999999997,29.698484809834994,0.9999999999999858
complete,441,123,3,441,36.373066958945174,51.43928459844674,1.7320508075688177
complete,441,124,1,441,20.9999999999981,29.698484809834994,0.9999999999999095
complete,441,125,1,441,21.000000000002146,29.698484809834994,1.0000000000001021
complete,441,126,63,441,166.68233259706938,235.7244153667583,7.93725393319378
complete,441,127,1,441,20.999999999999286,29.698484809834994,0.999999999999966
complete,441,128,1,441,20.999999999999496,29.698484809834994,0.999999999999976
complete,441,129,3,441,36.37306695894582,51.43928459844674,1.7320508075688485
complete,441,130,1,441,21.000000000000416,29.698484809834994,1.0000000000000198
complete,441,131,1,441,20.999999999998863,29.698484809834994,0.9999999999999458
complete,441,132,3,441,36.37306695894761,51.43928459844674,1.7320508075689338
complete,441,133,7,441,55.56077753235649,78.57480512225277,2.6457513110645947
complete,441,134,1,441,21.000000000000792,29.698484809834994,1.0000000000000377
complete,441,135,9,441,63.00000000000111,89.09545442950498,3.000000000000053
complete,441,136,1,441,21.00000000000064,29.698484809834994,1.0000000000000304
complete,441,137,1,441,21.000000000000764,29.698484809834994,1.0000000000000364
complete,441,138,3,441,36.37306695894387,51.43928459844674,1.732050807568756
complete,441,139,1,441,20.999999999999737,29.698484809834994,0.9999999999999875
complete,441,140,7,441,55.56077753235572,78.57480512225277,2.6457513110645583
complete,441,141,3,441,36.37306695894416,51.43928459844674,1.7320508075687695
complete,441,142,1,441,20.999999999999844,29.698484809834994,0.9999999999999926
complete,441,143,1,441,21.000000000000327,29.698484809834994,1.0000000000000155
complete,441,144,9,441,63.000000000000526,89.09545442950498,3.000000000000025
complete,441,145,1,441,21.000000000000114,29.698484809834994,1.0000000000000053
complete,441,146,1,441,20.999999999999744,29.698484809834994,0.9999999999999878
complete,441,147,147,441,254.6114687126246,360.07499218912716,12.124355652982123
complete,441,148,1,441,21.00000000000022,29.698484809834994,1.0000000000000104
complete,441,149,1,441,20.999999999999655,29.698484809834994,0.9999999999999836
complete,441,150,3,441,36.3730669589455,51.43928459844674,1.7320508075688335
complete,441,151,1,441,20.99999999999964,29.698484809834994,0.9999999999999829
complete,441,152,1,441,21.000000000002252,29.698484809834994,1.0000000000001072
complete,441,153,9,441,62.99999999999941,89.09545442950498,2.999999999999972
complete,441,154,7,441,55.56077753235606,78.57480512225277,2.6457513110645743
complete,441,155,1,441,20.999999999999215,29.698484809834994,0.9999999999999626
complete,441,156,3,441,36.373066958946424,51.43928459844674,1.7320508075688774
complete,441,157,1,441,21.000000000001407,29.698484809834994,1.000000000000067
complete,441,158,1,441,20.999999999999723,29.698484809834994,0.9999999999999868
complete,441,159,3,441,36.37306695894594,51.43928459844674,1.7320508075688543
complete,441,160,1,441,21.000000000001474,29.698484809834994,1.0000000000000702
complete,441,161,7,441,55.56077753235712,78.57480512225277,2.645751311064625
complete,441,162,9,441,63.00000000000134,89.09545442950498,3.000000000000064
complete,441,163,1,441,20.99999999999771,29.698484809834994,0.9999999999998909
complete,441,164,1,441,21.000000000000544,29.698484809834994,1.000000000000026
complete,441,165,3,441,36.373066958947504,51.43928459844674,1.7320508075689287
complete,441,166,1,441,21.00000000000294,29.698484809834994,1.00000000000014
complete,441,167,1,441,21.000000000001634,29.698484809834994,1.0000000000000777
complete,441,168,21,441,96.23408959407288,136.09555466656508,4.582575694955851
complete,441,169,1,441,21.000000000000306,29.698484809834994,1.0000000000000147
complete,441,170,1,441,21.000000000000632,29.698484809834994,1.0000000000000302
complete,441,171,9,441,63.00000000000058,89.09545442950498,3.0000000000000275
complete,441,172,1,441,20.999999999999055,29.698484809834994,0.999999999999955
complete,441,173,1,441,20.999999999998728,29.698484809834994,0.9999999999999394
complete,441,174,3,441,36.37306695894851,51.43928459844674,1.732050807568977
complete,441,175,7,441,55.560777532357164,78.57480512225277,2.6457513110646267
complete,441,176,1,441,21.00000000000117,29.698484809834994,1.0000000000000557
complete,441,177,3,441,36.37306695894709,51.43928459844674,1.7320508075689092
complete,441,178,1,441,20.999999999998117,29.698484809834994,0.9999999999999103
complete,441,179,1,441,20.9999999999987,29.698484809834994,0.999999999999938
complete,441,180,9,441,63.000000000000185,89.09545442950498,3.000000000000009
complete,441,181,1,441,21.000000000000284,29.698484809834994,1.0000000000000135
complete,441,182,7,441,55.560777532356965,78.57480512225277,2.6457513110646174
complete,441,183,3,441,36.37306695894574,51.43928459844674,1.7320508075688448
complete,441,184,1,441,21.00000000000257,29.698484809834994,1.0000000000001223
complete,441,185,1,441,21.00000000000037,29.698484809834994,1.0000000000000175
complete,441,186,3,441,36.373066958946495,51.43928459844674,1.7320508075688807
complete,441,187,1,441,21.000000000000302,29.698484809834994,1.0000000000000144
complete,441,188,1,441,20.99999999999864,29.698484809834994,0.9999999999999352
complete,441,189,63,441,166.6823325970685,235.7244153667583,7.9372539331937375
complete,441,190,1,441,21.000000000000014,29.698484809834994,1.0000000000000007
complete,441,191,1,441,21.000000000000078,29.698484809834994,1.0000000000000038
complete,441,192,3,441,36.373066958949295,51.43928459844674,1.732050807569014
complete,441,193,1,441,21.000000000000114,29.698484809834994,1.0000000000000053
complete,441,194,1,441,21.000000000000636,29.698484809834994,1.0000000000000302
complete,441,195,3,441,36.373066958944854,51.43928459844674,1.7320508075688026
complete,441,196,49,441,147.00000000000068,207.88939366884497,7.000000000000033
complete,441,197,1,441,20.999999999997435,29.698484809834994,0.9999999999998779
complete,441,198,9,441,63.000000000004064,89.09545442950498,3.0000000000001936
complete,441,199,1,441,21.000000000000014,29.698484809834994,1.0000000000000007
complete,441,200,1,441,20.999999999998884,29.698484809834994,0.9999999999999469
complete,441,201,3,441,36.373066958944236,51.43928459844674,1.732050807568773
complete,441,202,1,441,20.99999999999951,29.698484809834994,0.9999999999999767
complete,441,203,7,441,55.560777532357356,78.57480512225277,2.645751311064636
complete,441,204,3,441,36.37306695894567,51.43928459844674,1.7320508075688414
complete,441,205,1,441,20.999999999999595,29.698484809834994,0.9999999999999807
complete,441,206,1,441,21.000000000000657,29.698484809834994,1.0000000000000313
complete,441,207,9,441,63.00000000000163,89.09545442950498,3.0000000000000773
complete,441,208,1,441,21.000000000002043,29.698484809834994,1.0000000000000973
complete,441,209,1,441,21.000000000001656,29.698484809834994,1.0000000000000788
complete,441,210,21,441,96.23408959407034,136.09555466656508,4.582575694955731
complete,441,211,1,441,20.999999999997897,29.698484809834994,0.9999999999998999
complete,441,212,1,441,21.000000000001123,29.698484809834994,1.0000000000000535
complete,441,213,3,441,36.37306695894212,51.43928459844674,1.7320508075686722
complete,441,214,1,441,20.999999999999496,29.698484809834994,0.999999999999976
complete,441,215,1,441,21.000000000002068,29.698484809834994,1.0000000000000984
complete,441,216,9,441,62.99999999999789,89.09545442950498,2.9999999999998996
complete,441,217,7,441,55.56077753235547,78.57480512225277,2.6457513110645463
complete,441,218,1,441,20.999999999996565,29.698484809834994,0.9999999999998364
complete,441,219,3,441,36.373066958945515,51.43928459844674,1.7320508075688341
complete,441,220,1,441,20.99999999999899,29.698484809834994,0.9999999999999519
complete,441,221,1,441,21.000000000001698,29.698484809834994,1.0000000000000808
complete,441,222,3,441,36.37306695895078,51.43928459844674,1.7320508075690848
complete,441,223,1,441,21.000000000001478,29.698484809834994,1.0000000000000704
complete,441,224,7,441,55.56077753235455,78.57480512225277,2.6457513110645023
complete,441,225,9,441,62.99999999999971,89.09545442950498,2.9999999999999862
complete,441,226,1,441,21.00000000000044,29.698484809834994,1.0000000000000209
complete,441,227,1,441,20.99999999999762,29.698484809834994,0.9999999999998866
complete,441,228,3,441,36.37306695894636,51.43928459844674,1.7320508075688743
complete,441,229,1,441,21.000000000002906,29.698484809834994,1.0000000000001383
complete,441,230,1,441,21.000000000004597,29.698484809834994,1.000000000000219
complete,441,231,21,441,96.23408959407261,136.09555466656508,4.582575694955839
complete,441,232,1,441,21.000000000002682,29.698484809834994,1.0000000000001277
complete,441,233,1,441,20.99999999999584,29.698484809834994,0.9999999999998019
complete,441,234,9,441,62.99999999999802,89.09545442950498,2.9999999999999054
complete,441,235,1,441,20.999999999999112,29.698484809834994,0.9999999999999577
complete,441,236,1,441,21.000000000002707,29.698484809834994,1.000000000000129
complete,441,237,3,441,36.37306695894617,51.43928459844674,1.7320508075688652
complete,441,238,7,441,55.56077753235401,78.57480512225277,2.6457513110644766
complete,441,239,1,441,21.000000000000565,29.698484809834994,1.0000000000000269
complete,441,240,3,441,36.373066958948506,51.43928459844674,1.7320508075689764
complete,441,241,1,441,20.999999999996135,29.698484809834994,0.9999999999998159
complete,441,242,1,441,20.999999999998764,29.698484809834994,0.9999999999999412
complete,441,243,9,441,62.99999999999824,89.09545442950498,2.999999999999916
complete,441,244,1,441,20.99999999999926,29.698484809834994,0.9999999999999648
complete,441,245,49,441,146.9999999999997,207.88939366884497,6.999999999999985
complete,441,246,3,441,36.37306695894682,51.43928459844674,1.7320508075688963
complete,441,247,1,441,20.999999999999787,29.698484809834994,0.9999999999999899
complete,441,248,1,441,21.00000000000402,29.698484809834994,1.0000000000001914
complete,441,249,3,441,36.37306695894529,51.43928459844674,1.7320508075688232
complete,441,250,1,441,20.999999999998195,29.698484809834994,0.9999999999999141
complete,441,251,1,441,20.99999999999762,29.698484809834994,0.9999999999998866
complete,441,252,63,441,166.68233259707227,235.7244153667583,7.937253933193918
complete,441,253,1,441,21.000000000004412,29.698484809834994,1.00000000000021
complete,441,254,1,441,21.00000000000049,29.698484809834994,1.0000000000000233
complete,441,255,3,441,36.37306695894675,51.43928459844674,1.732050807568893
complete,441,256,1,441,21.0,29.698484809834994,1.0
complete,441,257,1,441,21.0000000000018,29.698484809834994,1.0000000000000857
complete,441,258,3,441,36.37306695894432,51.43928459844674,1.7320508075687773
complete,441,259,7,441,55.560777532356056,78.57480512225277,2.6457513110645743
complete,441,260,1,441,21.000000000000934,29.698484809834994,1.0000000000000444
complete,441,261,9,441,62.999999999998096,89.09545442950498,2.9999999999999094
complete,441,262,1,441,20.999999999995037,29.698484809834994,0.9999999999997636
complete,441,263,1,441,21.00000000000093,29.698484809834994,1.0000000000000444
complete,441,264,3,441,36.37306695894482,51.43928459844674,1.7320508075688008
complete,441,265,1,441,20.999999999995495,29.698484809834994,0.9999999999997855
complete,441,266,7,441,55.56077753235836,78.57480512225277,2.6457513110646835
complete,441,267,3,441,36.37306695894599,51.43928459844674,1.7320508075688568
complete,441,268,1,441,20.9999999999985,29.698484809834994,0.9999999999999286
complete,441,269,1,441,20.999999999999964,29.698484809834994,0.9999999999999983
complete,441,270,9,441,63.000000000001094,89.09545442950498,3.000000000000052
complete,441,271,1,441,20.99999999999716,29.698484809834994,0.9999999999998648
complete,441,272,1,441,21.00000000000118,29.698484809834994,1.0000000000000562
complete,441,273,21,441,96.23408959407195,136.09555466656508,4.582575694955807
complete,441,274,1,441,20.99999999999931,29.698484809834994,0.9999999999999671
complete,441,275,1,441,20.9999999999986,29.698484809834994,0.9999999999999334
complete,441,276,3,441,36.37306695894715,51.43928459844674,1.7320508075689118
complete,441,277,1,441,20.99999999999919,29.698484809834994,0.9999999999999615
complete,441,278,1,441,21.000000000001194,29.698484809834994,1.0000000000000568
complete,441,279,9,441,63.00000000000135,89.09545442950498,3.0000000000000644
complete,441,280,7,441,55.560777532352645,78.57480512225277,2.6457513110644117
complete,441,281,1,441,21.00000000000148,29.698484809834994,1.0000000000000706
complete,441,282,3,441,36.37306695894593,51.43928459844674,1.7320508075688537
complete,441,283,1,441,20.999999999996653,29.698484809834994,0.9999999999998407
complete,441,284,1,441,21.000000000000007,29.698484809834994,1.0000000000000004
complete,441,285,3,441,36.37306695894829,51.43928459844674,1.7320508075689662
complete,441,286,1,441,21.000000000003396,29.698484809834994,1.0000000000001616
complete,441,287,7,441,55.56077753235676,78.57480512225277,2.6457513110646076
complete,441,288,9,441,63.00000000000088,89.09545442950498,3.0000000000000417
complete,441,289,1,441,20.999999999997563,29.698484809834994,0.999999999999884
complete,441,290,1,441,21.000000000001396,29.698484809834994,1.0000000000000664
complete,441,291,3,441,36.37306695894622,51.43928459844674,1.7320508075688674
complete,441,292,1,441,20.999999999997904,29.698484809834994,0.9999999999999002
complete,441,293,1,441,21.000000000001783,29.698484809834994,1.0000000000000848
complete,441,294,147,441,254.61146871262565,360.07499218912716,12.124355652982175
complete,441,295,1,441,20.999999999997137,29.698484809834994,0.9999999999998637
complete,441,296,1,441,21.00000000000434,29.698484809834994,1.0000000000002067
complete,441,297,9,441,63.00000000000198,89.09545442950498,3.0000000000000946
complete,441,298,1,441,20.999999999996614,29.698484809834994,0.9999999999998388
complete,441,299,1,441,20.999999999998384,29.698484809834994,0.9999999999999231
complete,441,300,3,441,36.37306695895032,51.43928459844674,1.7320508075690628
complete,441,301,7,441,55.560777532358976,78.57480512225277,2.6457513110647133
complete,441,302,1,441,21.000000000001517,29.698484809834994,1.0000000000000722
complete,441,303,3,441,36.37306695894976,51.43928459844674,1.732050807569036
complete,441,304,1,441,21.000000000001144,29.698484809834994,1.0000000000000544
complete,441,305,1,441,20.999999999996582,29.698484809834994,0.9999999999998372
complete,441,306,9,441,63.000000000000774,89.09545442950498,3.000000000000037
complete,441,307,1,441,20.999999999998842,29.698484809834994,0.9999999999999448
complete,441,308,7,441,55.56077753235637,78.57480512225277,2.645751311064589
complete,441,309,3,441,36.373066958944754,51.43928459844674,1.732050807568798
complete,441,310,1,441,21.000000000001705,29.698484809834994,1.0000000000000813
complete,441,311,1,441,20.99999999999948,29.698484809834994,0.9999999999999754
complete,441,312,3,441,36.373066958950346,51.43928459844674,1.7320508075690642
complete,441,313,1,441,20.999999999998792,29.698484809834994,0.9999999999999425
complete,441,314,1,441,21.00000000000065,29.698484809834994,1.0000000000000309
complete,441,315,63,441,166.68233259707142,235.7244153667583,7.937253933193877
complete,441,316,1,441,20.999999999996806,29.698484809834994,0.9999999999998479
complete,441,317,1,441,21.0000000000004,29.698484809834994,1.000000000000019
complete,441,318,3,441,36.373066958948186,51.43928459844674,1.7320508075689613
complete,441,319,1,441,21.00000000000175,29.698484809834994,1.0000000000000835
complete,441,320,1,441,21.000000000000284,29.698484809834994,1.0000000000000135
complete,441,321,3,441,36.37306695893693,51.43928459844674,1.7320508075684253
complete,441,322,7,441,55.56077753235739,78.57480512225277,2.645751311064638
complete,441,323,1,441,21.000000000006686,29.698484809834994,1.0000000000003184
complete,441,324,9,441,63.00000000000053,89.09545442950498,3.0000000000000253
complete,441,325,1,441,21.000000000005336,29.698484809834994,1.000000000000254
complete,441,326,1,441,21.00000000000052,29.698484809834994,1.0000000000000246
complete,441,327,3,441,36.37306695894284,51.43928459844674,1.7320508075687069
complete,441,328,1,441,20.999999999998302,29.698484809834994,0.9999999999999192
complete,441,329,7,441,55.56077753235727,78.57480512225277,2.645751311064632
complete,441,330,3,441,36.37306695893983,51.43928459844674,1.7320508075685634
complete,441,331,1,441,21.000000000003258,29.698484809834994,1.0000000000001552
complete,441,332,1,441,20.999999999996497,29.698484809834994,0.9999999999998332
complete,441,333,9,441,63.00000000000303,89.09545442950498,3.0000000000001443
complete,441,334,1,441,21.000000000004206,29.698484809834994,1.0000000000002003
complete,441,335,1,441,20.999999999999254,29.698484809834994,0.9999999999999645
complete,441,336,21,441,96.23408959407428,136.09555466656508,4.582575694955918
complete,441,337,1,441,20.999999999997748,29.698484809834994,0.9999999999998928
complete,441,338,1,441,21.000000000007713,29.698484809834994,1.0000000000003673
complete,441,339,3,441,36.373066958943,51.43928459844674,1.7320508075687142
complete,441,340,1,441,21.000000000001656,29.698484809834994,1.0000000000000788
complete,441,341,1,441,21.000000000004356,29.698484809834994,1.0000000000002074
complete,441,342,9,441,62.99999999999985,89.09545442950498,2.999999999999993
complete,441,343,49,441,147.0000000000012,207.88939366884497,7.000000000000057
complete,441,344,1,441,20.99999999999841,29.698484809834994,0.9999999999999242
complete,441,345,3,441,36.37306695894412,51.43928459844674,1.7320508075687677
complete,441,346,1,441,21.000000000000636,29.698484809834994,1.0000000000000302
complete,441,347,1,441,21.00000000000042,29.698484809834994,1.00000000000002
complete,441,348,3,441,36.373066958943454,51.43928459844674,1.732050807568736
complete,441,349,1,441,20.99999999999969,29.698484809834994,0.9999999999999852
complete,441,350,7,441,55.56077753236045,78.57480512225277,2.645751311064783
complete,441,351,9,441,63.00000000000213,89.09545442950498,3.0000000000001017
complete,441,352,1,441,20.99999999999843,29.698484809834994,0.9999999999999252
complete,441,353,1,441,21.000000000000696,29.698484809834994,1.000000000000033
complete,441,354,3,441,36.37306695894296,51.43928459844674,1.7320508075687122
complete,441,355,1,441,20.999999999998476,29.698484809834994,0.9999999999999274
complete,441,356,1,441,20.999999999997634,29.698484809834994,0.9999999999998873
complete,441,357,21,441,96.23408959407007,136.09555466656508,4.582575694955717
complete,441,358,1,441,20.999999999999083,29.698484809834994,0.9999999999999564
complete,441,359,1,441,20.999999999999346,29.698484809834994,0.9999999999999689
complete,441,360,9,441,63.0000000000009,89.09545442950498,3.000000000000043
complete,441,361,1,441,20.99999999999437,29.698484809834994,0.9999999999997319
complete,441,362,1,441,21.000000000001293,29.698484809834994,1.0000000000000615
complete,441,363,3,441,36.373066958945486,51.43928459844674,1.7320508075688328
complete,441,364,7,441,55.56077753235745,78.57480512225277,2.6457513110646405
complete,441,365,1,441,21.000000000000654,29.698484809834994,1.000000000000031
complete,441,366,3,441,36.3730669589424,51.43928459844674,1.7320508075686858
complete,441,367,1,441,21.00000000000118,29.698484809834994,1.0000000000000562
complete,441,368,1,441,21.000000000000583,29.698484809834994,1.0000000000000278
complete,441,369,9,441,63.000000000000256,89.09545442950498,3.000000000000012
complete,441,370,1,441,20.99999999999799,29.698484809834994,0.9999999999999043
complete,441,371,7,441,55.56077753235547,78.57480512225277,2.6457513110645463
complete,441,372,3,441,36.37306695894564,51.43928459844674,1.7320508075688401
complete,441,373,1,441,20.999999999997584,29.698484809834994,0.999999999999885
complete,441,374,1,441,21.00000000000337,29.698484809834994,1.0000000000001605
complete,441,375,3,441,36.37306695894436,51.43928459844674,1.7320508075687788
complete,441,376,1,441,20.999999999995715,29.698484809834994,0.9999999999997959
complete,441,377,1,441,21.00000000000052,29.698484809834994,1.0000000000000246
complete,441,378,63,441,166.6823325970705,235.7244153667583,7.937253933193834
complete,441,379,1,441,20.99999999999494,29.698484809834994,0.9999999999997591
complete,441,380,1,441,20.999999999998273,29.698484809834994,0.9999999999999177
complete,441,381,3,441,36.373066958945884,51.43928459844674,1.7320508075688517
complete,441,382,1,441,20.999999999998103,29.698484809834994,0.9999999999999096
complete,441,383,1,441,21.000000000001272,29.698484809834994,1.0000000000000606
complete,441,384,3,441,36.373066958945124,51.43928459844674,1.7320508075688155
complete,441,385,7,441,55.560777532359815,78.57480512225277,2.6457513110647533
complete,441,386,1,441,20.999999999999652,29.698484809834994,0.9999999999999835
complete,441,387,9,441,63.000000000001,89.09545442950498,3.0000000000000475
complete,441,388,1,441,20.999999999999098,29.698484809834994,0.999999999999957
complete,441,389,1,441,21.000000000004597,29.698484809834994,1.000000000000219
complete,441,390,3,441,36.37306695894519,51.43928459844674,1.7320508075688186
complete,441,391,1,441,21.000000000003674,29.698484809834994,1.000000000000175
complete,441,392,49,441,147.0000000000012,207.88939366884497,7.000000000000057
complete,441,393,3,441,36.37306695894465,51.43928459844674,1.7320508075687928
complete,441,394,1,441,21.000000000002625,29.698484809834994,1.000000000000125
complete,441,395,1,441,20.999999999993406,29.698484809834994,0.999999999999686
complete,441,396,9,441,63.00000000000479,89.09545442950498,3.0000000000002283
complete,441,397,1,441,20.999999999995516,29.698484809834994,0.9999999999997865
complete,441,398,1,441,21.00000000000879,29.698484809834994,1.0000000000004186
complete,441,399,21,441,96.23408959407115,136.09555466656508,4.582575694955769
complete,441,400,1,441,21.00000000000024,29.698484809834994,1.0000000000000115
complete,441,401,1,441,21.000000000002103,29.698484809834994,1.0000000000001001
complete,441,402,3,441,36.37306695894484,51.43928459844674,1.732050807568802
complete,441,403,1,441,20.999999999998245,29.698484809834994,0.9999999999999164
complete,441,404,1,441,20.999999999998153,29.698484809834994,0.9999999999999121
complete,441,405,9,441,63.000000000000476,89.09545442950498,3.0000000000000226
complete,441,406,7,441,55.56077753235746,78.57480512225277,2.645751311064641
complete,441,407,1,441,21.000000000003002,29.698484809834994,1.000000000000143
complete,441,408,3,441,36.373066958939525,51.43928459844674,1.7320508075685488
complete,441,409,1,441,20.99999999999868,29.698484809834994,0.999999999999937
complete,441,410,1,441,21.000000000006118,29.698484809834994,1.0000000000002913
complete,441,411,3,441,36.37306695894794,51.43928459844674,1.7320508075689494
complete,441,412,1,441,21.000000000001062,29.698484809834994,1.0000000000000506
complete,441,413,7,441,55.56077753235731,78.57480512225277,2.645751311064634
complete,441,414,9,441,63.000000000004704,89.09545442950498,3.000000000000224
