n,X,cnt_sf_A,corrA,signagreeA,zA,sum_mu_errA,sum_abs_errA,cnt_sf_B,corrB,signagreeB,zB,sum_mu_errB,sum_abs_errB
48,2400,9,-0.01783363698091407,0.5555555555555556,-0.04368331086126777,6.774091175534487,21.240267032421237,31,0.14676920045701944,0.5483870967741935,0.7766296090661218,20.865571493274487,126.51086346171681
49,2499,10,-0.26572447538909605,0.6,-0.7030408791426515,-0.34904588837328276,23.489731336007665,31,-0.010005036292002435,0.5483870967741935,-0.0529416757736285,11.70020257340424,127.58126756285711
50,2600,10,-0.19661836953408535,0.5,-0.5202033089741885,-0.4297890622197329,25.502382764088047,31,-0.06787610066940615,0.5483870967741935,-0.3591665646720669,7.74560526953147,129.47094682718392
51,2703,11,0.15300850220498718,0.6363636363636364,0.432773397953373,6.161479564011579,25.41583258866705,32,0.08786530839276627,0.53125,0.47316916652474483,14.475345628751697,134.63288355854678
52,2808,11,0.48052191178532416,0.6363636363636364,1.359121209328507,15.312953112733133,27.19878048625757,32,0.28750779237630325,0.53125,1.548276845281802,28.902875283278327,137.9849397783958
53,2915,11,0.3352530434324023,0.6363636363636364,0.9482388016979193,9.967067038042636,28.09218121671777,33,0.17674329218584986,0.5454545454545454,0.9680628801791653,25.322290372538514,144.51934093473892
54,3024,12,0.14163490503880893,0.6666666666666666,0.4249047151164268,8.01355561721261,28.379758201609526,33,0.10906920626091036,0.5454545454545454,0.597396645982843,20.44287173453004,143.43041118321906
55,3135,12,-0.18596852695935973,0.3333333333333333,-0.5579055808780792,-1.5885147898289702,28.00482744065574,34,-0.03528381645284066,0.5294117647058824,-0.19645197583076182,5.865230817985452,145.80796190478722
56,3248,12,-0.3307235421089945,0.5833333333333334,-0.9921706263269836,-6.717795777772487,28.6311557148017,34,-0.149563102300095,0.5294117647058824,-0.8327321109807698,-3.5869588727208956,149.42195448748515
57,3363,13,-0.3675204666380491,0.5384615384615384,-1.1622017613041609,-3.437060502350363,31.541835793733355,35,-0.07799455577617638,0.5142857142857142,-0.44120383427973386,-1.5948980670521458,154.0582053590448
58,3480,13,-0.2880969979328724,0.46153846153846156,-0.9110427005246983,-2.0548626726352666,33.84027414913179,36,-0.02119661826123784,0.5,-0.12176530149643276,-1.8262777313625875,158.43497559148653
59,3599,13,-0.10429129693876159,0.6153846153846154,-0.3297980384594327,4.231962195899996,31.697344645767103,37,0.03521367672303954,0.5135135135135135,0.20532925501267726,7.284167982577454,162.73833516573927
60,3720,14,0.034121849034817776,0.5,0.11316937040164111,5.861558379862821,33.79272521965331,37,0.11958553861140084,0.5135135135135135,0.6972975229622436,14.35438971430911,167.18891762997038
61,3843,14,-0.002641050638032267,0.5714285714285714,-0.008759374018681763,5.180023511486276,38.77105068377164,38,0.0791711126755191,0.5263157894736842,0.4683826191051403,16.38115851566567,170.6450687658965
62,3968,15,0.23092543876980548,0.6,0.7999491854188777,11.17441223865817,35.74388415044884,39,0.19108800750198798,0.5128205128205128,1.146528045011928,21.674196863962532,173.58305168022304
63,4095,16,0.23278801415423456,0.5625,0.8393291213465296,14.062858684391038,39.615055720726055,39,0.20258375073755333,0.5128205128205128,1.21550250442532,23.277006907831947,180.45458727442204
