n,X,cnt_sf_A,corrA,signagreeA,zA,sum_mu_errA,sum_abs_errA,cnt_sf_B,corrB,signagreeB,zB,sum_mu_errB,sum_abs_errB
173,30275,28,0.048502256308653194,0.6071428571428571,0.24251128154326596,13.52120374847658,102.757970935451,105,0.022726523088814583,0.5142857142857142,0.22952663216728264,28.883883342364236,711.4306466392902
174,30624,28,-0.13325183019804238,0.42857142857142855,-0.6662591509902118,-12.893358910027501,103.96495781261697,106,-0.05499578325428982,0.5188679245283019,-0.5581462407851019,4.905451034494192,721.5536368189554
175,30975,29,-0.16472683133862004,0.5172413793103449,-0.839945327407931,-13.441293077305346,107.03122456767059,106,-0.07020388135566488,0.5188679245283019,-0.7124915793272423,-0.4513084535002321,726.6669111546017
176,31328,29,-0.1279315352639057,0.4827586206896552,-0.6523253947145385,-5.620668559349696,104.20759225524026,106,-0.05154605340547488,0.5188679245283019,-0.523135306620617,8.385504503566658,726.8299864532423
177,31683,29,-0.19417050825076182,0.5172413793103449,-0.9900792105348633,-16.653740899351533,104.04842071658248,107,-0.0793257321336391,0.514018691588785,-0.8089669121589199,-10.456236893285137,733.0661668479638
178,32040,29,-0.19313350773822308,0.3793103448275862,-0.9847915246858225,-21.837291203620794,108.99471170195471,108,-0.07401497659727904,0.5092592592592593,-0.7584278211359702,-18.58936486216858,737.2968850219294
179,32399,29,-0.14453454275579056,0.4827586206896552,-0.7369844538999867,-9.542161443580625,114.42555111865326,109,-0.05188776725862093,0.5137614678899083,-0.5342172605363761,-0.5237554924021808,752.4690504184782
180,32760,29,-0.09046980145375605,0.4482758620689655,-0.46130728300356694,-2.0148359975264043,114.6250985724318,109,-0.018668274226531355,0.5137614678899083,-0.192201646806887,13.094048044627975,752.221302689038
181,33123,30,-0.023614795491332944,0.4666666666666667,-0.12270607680401133,4.405670195519548,118.3016294928702,110,0.00023574503325415858,0.5181818181818182,0.0024385655856114397,27.91747774477843,765.1475350047402
182,33488,30,0.040186567518753345,0.5333333333333333,0.20881553017283383,13.193927451119407,115.76167619628973,111,0.016774718370782652,0.5225225225225225,0.17432798700512744,41.36586939258771,767.8458256825331
183,33855,31,0.10034162414702245,0.5161290322580645,0.5309579672826701,24.787834933103653,116.41635143955992,112,0.05438577574524889,0.5178571428571429,0.5678041685052715,49.39567796832681,777.4519029039351
184,34224,31,0.0793813422782127,0.5161290322580645,0.42004658081329654,22.644069801511677,116.1723164045853,112,0.05381520679538115,0.5178571428571429,0.5618472537841851,49.74859375302136,775.8951160916288
185,34595,31,0.1117803057719759,0.6129032258064516,0.5914857810948121,27.557007282296894,120.56169959164404,113,0.07508140181450947,0.5132743362831859,0.78746038556076,51.92426807217567,787.1270394296351
