n,X,cnt_sf_A,corrA,signagreeA,zA,sum_mu_errA,sum_abs_errA,cnt_sf_B,corrB,signagreeB,zB,sum_mu_errB,sum_abs_errB
3114,9703224,396,-0.017275683664678135,0.49242424242424243,-0.3424770849418054,-76.8363906304046,4965.489286050123,1896,-0.0020297038700627665,0.49841772151898733,-0.08830961406143575,-161.05970977097428,35816.210282062326
3115,9709455,396,-0.014118585739936912,0.4797979797979798,-0.2798900571211995,-47.8214430950959,4982.518287461289,1897,-0.0015773293293463687,0.49868212967843967,-0.06864554638308014,-131.2161858333228,35846.5670276365
3116,9715688,396,-0.006341410817458194,0.49747474747474746,-0.12571357136053327,17.121901877460687,4975.5048538317715,1897,0.0006201467693381734,0.49868212967843967,0.026988855800051368,-79.99125843698545,35848.871710570726
3117,9721923,396,-0.011691402226185353,0.48737373737373735,-0.2317730187137398,-28.06870934976041,4962.952015116374,1898,-0.0009498161063207067,0.49841938883034775,-0.04134701264771981,-135.55691844397904,35864.95119352889
3118,9728160,397,-0.0135246482542182,0.47858942065491183,-0.26845660263388754,-32.36938434032254,4982.838693627297,1899,0.0006744470410014567,0.49815692469720907,0.02936750288797494,-116.42634236992234,35882.22938195357
3119,9734399,397,-0.006616284077143387,0.47858942065491183,-0.13132948909459627,27.519911102342803,4971.429893884809,1900,0.0017172256862308336,0.49842105263157893,0.0747930151617413,-73.695015184878,35892.27779537141
3120,9740640,397,-0.011138880285500934,0.49622166246851385,-0.22110046060965186,-8.792938576369579,4975.534077808754,1900,-0.0005768315464239474,0.49842105263157893,-0.025123646206429737,-126.65453822355977,35916.45197575588
3121,9746883,397,-0.001733102164143312,0.49370277078085645,-0.03440109570747919,68.20167974885248,4978.962006953296,1901,0.0034668123743035574,0.4986849026827985,0.15103529288649348,-15.26046062405743,35934.457149738504
3122,9753128,397,-0.0006299777832466816,0.48866498740554154,-0.012504701952044069,76.9605248218677,4967.697358794234,1902,0.0034651608194421323,0.4989484752891693,0.1510031049986372,4.523816776028582,35947.66318086139
3123,9759375,398,-0.006760695342997512,0.4849246231155779,-0.13436616240976432,37.54556495128304,4971.755514892497,1902,0.0003489839849567646,0.4989484752891693,0.015207855585690573,-67.47888745988377,35939.23092549297
3124,9765624,398,-0.008439629009547837,0.48743718592964824,-0.1677343090677234,24.20007759784221,4975.295324715706,1902,0.00119802481013586,0.4989484752891693,0.05220694669664488,-47.926109020664455,35956.706287493405
3125,9771875,399,-0.018592880445285637,0.48872180451127817,-0.36999364925369094,-49.399537160994214,4993.404780977071,1902,-0.0028488127914908378,0.4989484752891693,-0.12414418824699969,-141.762831814793,35966.322646159584
3126,9778128,399,-0.02495093892223579,0.47619047619047616,-0.496517415432784,-100.6287809778978,5012.262654370466,1903,-0.005045310845947122,0.49921177088807145,-0.21992000116233215,-173.7786472062636,36012.16273844241
